image_id,building,condition,scene,candidate,selection_source,training_workers,actual_workers,n_subgroup,n_all,training_recovery,rule,p_unified,p_stable_multi,p_current_changes,p_undetermined,onset,topology_disagreement,same_topology_median_d,n_supported_modes,singleton_mass
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,G10_geometry,0,0,0,1,,0.333333333333,0.0020818039379,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,P_pattern,0,0,0,1,,0.333333333333,0.0020818039379,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,D10_distribution,0,0,0,1,,0.333333333333,0.0195000607949,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,D20_distribution,0,0,0,1,,0.333333333333,0.0195000607949,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,G10_geometry,0,0,0,1,,0.333333333333,0.0195000607949,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,P_pattern,0,0,0,1,,0.333333333333,0.0195000607949,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,D10_distribution,0,0,0,1,,0.333333333333,0.0290800896944,1,0.333333333333
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,D20_distribution,0,0,0,1,,0.333333333333,0.0290800896944,1,0.333333333333
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,G10_geometry,0,0,0,1,,0.333333333333,0.0290800896944,1,0.333333333333
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,P_pattern,0,0,0,1,,0.333333333333,0.0290800896944,1,0.333333333333
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,D10_distribution,0,0,0,1,,0.333333333333,0.00161069413247,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,D20_distribution,0,0,0,1,,0.333333333333,0.00161069413247,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,G10_geometry,0,0,0,1,,0.333333333333,0.00161069413247,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,P_pattern,0,0,0,1,,0.333333333333,0.00161069413247,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W021;W032;W034;W035,W001;W012;W021;W032;W034;W035,6,24,,D10_distribution,0,0,0,1,,0.333333333333,0.253986868408,1,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W021;W032;W034;W035,W001;W012;W021;W032;W034;W035,6,24,,D20_distribution,0,0,0,1,,0.333333333333,0.253986868408,1,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W021;W032;W034;W035,W001;W012;W021;W032;W034;W035,6,24,,G10_geometry,0,0,0,1,,0.333333333333,0.253986868408,1,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W021;W032;W034;W035,W001;W012;W021;W032;W034;W035,6,24,,P_pattern,0,0,0,1,,0.333333333333,0.253986868408,1,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,D10_distribution,0,0,1,0,5,0.533333333333,0.0206140186063,2,0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,D20_distribution,0,0,1,0,4,0.533333333333,0.0206140186063,2,0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,G10_geometry,0,0,1,0,5,0.533333333333,0.0206140186063,2,0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,P_pattern,0,0,1,0,4,0.533333333333,0.0206140186063,2,0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W002;W008;W027;W029;W030;W034,W002;W008;W027;W029;W030;W034,6,24,,D10_distribution,0,0,0,1,,0,0.0290800896944,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W002;W008;W027;W029;W030;W034,W002;W008;W027;W029;W030;W034,6,24,,D20_distribution,0,0,0,1,,0,0.0290800896944,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W002;W008;W027;W029;W030;W034,W002;W008;W027;W029;W030;W034,6,24,,G10_geometry,0,0,0,1,,0,0.0290800896944,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W002;W008;W027;W029;W030;W034,W002;W008;W027;W029;W030;W034,6,24,,P_pattern,0,0,0,1,,0,0.0290800896944,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,D10_distribution,0,0,0,1,,0.333333333333,0.0020818039379,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,D20_distribution,0,0,0,1,,0.333333333333,0.0020818039379,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,G10_geometry,0,0,0,1,,0.333333333333,0.0020818039379,1,0.166666666667
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,P_pattern,0,0,0,1,,0.333333333333,0.0020818039379,1,0.166666666667
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W008;W031;W032,4,5,0.825757575758,D10_distribution,0,0,0,1,,0.5,0.0881660508633,1,0.5
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W008;W031;W032,4,5,0.825757575758,D20_distribution,0,0,0,1,,0.5,0.0881660508633,1,0.5
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W008;W031;W032,4,5,0.825757575758,G10_geometry,0,0,0,1,,0.5,0.0881660508633,1,0.5
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W008;W031;W032,4,5,0.825757575758,P_pattern,0,0,0,1,,0.5,0.0881660508633,1,0.5
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W008;W017;W032,3,5,0.8125,D10_distribution,0,0,0,1,,0.666666666667,0.0881660508633,1,0.333333333333
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W008;W017;W032,3,5,0.8125,D20_distribution,0,0,0,1,,0.666666666667,0.0881660508633,1,0.333333333333
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W008;W017;W032,3,5,0.8125,G10_geometry,0,0,0,1,,0.666666666667,0.0881660508633,1,0.333333333333
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W008;W017;W032,3,5,0.8125,P_pattern,0,0,0,1,,0.666666666667,0.0881660508633,1,0.333333333333
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W031;W032,3,5,0.886904761905,D10_distribution,0,0,0,1,,0.666666666667,0.0822094312721,1,0.333333333333
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W031;W032,3,5,0.886904761905,D20_distribution,0,0,0,1,,0.666666666667,0.0822094312721,1,0.333333333333
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W031;W032,3,5,0.886904761905,G10_geometry,0,0,0,1,,0.666666666667,0.0822094312721,1,0.333333333333
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W031;W032,3,5,0.886904761905,P_pattern,0,0,0,1,,0.666666666667,0.0822094312721,1,0.333333333333
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W017;W032,2,5,,D10_distribution,0,0,0,1,,1,,0,1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W017;W032,2,5,,D20_distribution,0,0,0,1,,1,,0,1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W017;W032,2,5,,G10_geometry,0,0,0,1,,1,,0,1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W017;W032,2,5,,P_pattern,0,0,0,1,,1,,0,1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W032,2,5,,D10_distribution,0,0,0,1,,1,,0,1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W032,2,5,,D20_distribution,0,0,0,1,,1,,0,1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W032,2,5,,G10_geometry,0,0,0,1,,1,,0,1
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W032,2,5,,P_pattern,0,0,0,1,,1,,0,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.825757575758,D10_distribution,0,0.4,0.6,0,15,0,0.0378337929801,2,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.825757575758,D20_distribution,0,0.4,0.6,0,15,0,0.0378337929801,2,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.825757575758,G10_geometry,0,0.4,0.6,0,15,0,0.0378337929801,2,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.825757575758,P_pattern,0,0.4,0.6,0,15,0,0.0378337929801,2,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,D10_distribution,0,0,0,1,,0,0.0440595357585,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,D20_distribution,0,0,0,1,,0,0.0440595357585,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,G10_geometry,0,0,0,1,,0,0.0440595357585,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,P_pattern,0,0,0,1,,0,0.0440595357585,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.8125,D10_distribution,1,0,0,0,2,0,0.0276663542643,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.8125,D20_distribution,1,0,0,0,2,0,0.0276663542643,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.8125,G10_geometry,1,0,0,0,2,0,0.0276663542643,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.8125,P_pattern,1,0,0,0,2,0,0.0276663542643,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,D10_distribution,0,0,0,1,,0,0.0488780434105,1,0.142857142857
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,D20_distribution,0,0,0,1,,0,0.0488780434105,1,0.142857142857
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,G10_geometry,0,0,0,1,,0,0.0488780434105,1,0.142857142857
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,P_pattern,0,0,0,1,,0,0.0488780434105,1,0.142857142857
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,D10_distribution,1,0,0,0,2,0,0.0431239512657,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,D20_distribution,1,0,0,0,2,0,0.0431239512657,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,G10_geometry,1,0,0,0,4,0,0.0431239512657,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,P_pattern,1,0,0,0,2,0,0.0431239512657,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,12,24,0.886904761905,D10_distribution,1,0,0,0,2,0,0.0343185992058,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,12,24,0.886904761905,D20_distribution,1,0,0,0,2,0,0.0343185992058,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,12,24,0.886904761905,G10_geometry,1,0,0,0,2,0,0.0343185992058,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,12,24,0.886904761905,P_pattern,1,0,0,0,2,0,0.0343185992058,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,D10_distribution,1,0,0,0,2,0,0.0404513480769,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,D20_distribution,1,0,0,0,2,0,0.0404513480769,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,G10_geometry,0.725,0,0.275,0,2,0,0.0404513480769,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,P_pattern,1,0,0,0,2,0,0.0404513480769,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W014;W028;W029;W034;W035;W037,W014;W028;W029;W034;W035;W037,6,24,,D10_distribution,1,0,0,0,2,0,0.0437434328811,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W014;W028;W029;W034;W035;W037,W014;W028;W029;W034;W035;W037,6,24,,D20_distribution,1,0,0,0,2,0,0.0437434328811,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W014;W028;W029;W034;W035;W037,W014;W028;W029;W034;W035;W037,6,24,,G10_geometry,0.875,0,0.125,0,3,0,0.0437434328811,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W014;W028;W029;W034;W035;W037,W014;W028;W029;W034;W035;W037,6,24,,P_pattern,1,0,0,0,2,0,0.0437434328811,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,D10_distribution,0,0,0,1,,0,0.0440595357585,1,0.166666666667
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,D20_distribution,0,0,0,1,,0,0.0440595357585,1,0.166666666667
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,G10_geometry,0,0,0,1,,0,0.0440595357585,1,0.166666666667
