fold,information,k,workers,median_recovery,strict_eligible,valid_support_fraction
0,TB,8,W012;W013,0,False,0.025
0,TB,8,W001,0,False,0.025
0,TB,8,W002;W010;W017;W018;W030,0,False,0.025
0,TB,8,W011,0,False,0.025
0,TB,8,W031;W034,0,False,0
0,TB,8,W029;W037,0,False,0
0,TB,8,W027;W028;W032;W033,0,False,0.025
0,TB,8,W036,0,False,0.025
0,TB,9,W012;W013,0,False,0
0,TB,9,W001,0,False,0
0,TB,9,W002;W010;W017;W030,0,False,0
0,TB,9,W018,0,False,0
0,TB,9,W011,0,False,0
0,TB,9,W031;W034,0,False,0
0,TB,9,W029;W037,0,False,0
0,TB,9,W027;W028;W032;W033,0,False,0
0,TB,9,W036,0,False,0
0,SB,2,W001;W002;W010;W011;W012;W013;W014;W017;W018;W027;W028;W032;W033;W036,0,False,0
0,SB,2,W029;W030;W031;W034;W037,0,False,0
0,SB,3,W031;W034,0,False,0
0,SB,3,W001;W002;W010;W011;W012;W013;W014;W017;W018;W027;W028;W032;W033;W036,0,False,0
0,SB,3,W029;W030;W037,0,False,0
0,SB,4,W031;W034,0,False,0
0,SB,4,W001;W002;W010;W012;W013;W014;W017;W018;W027;W028;W032;W033;W036,0,False,0
0,SB,4,W011,0,False,0
0,SB,4,W029;W030;W037,0,False,0
0,SB,5,W031;W034,0,False,0
0,SB,5,W010;W012;W013;W017;W018,0,False,0
0,SB,5,W001;W002;W014;W027;W028;W032;W033;W036,0,False,0
0,SB,5,W011,0,False,0
0,SB,5,W029;W030;W037,0,False,0
0,SB,6,W001,0,False,0
0,SB,6,W031;W034,0,False,0
0,SB,6,W010;W012;W013;W017;W018,0,False,0
0,SB,6,W002;W014;W027;W028;W032;W033;W036,0,False,0
0,SB,6,W011,0,False,0
0,SB,6,W029;W030;W037,0,False,0
0,SB,7,W001,0,False,0
0,SB,7,W031;W034,0,False,0
0,SB,7,W010;W012;W013;W017;W018,0,False,0
0,SB,7,W002;W014;W027;W028;W032;W033;W036,0,False,0
0,SB,7,W011,0,False,0
0,SB,7,W029;W037,0,False,0
0,SB,7,W030,0,False,0
0,SB,8,W001,0,False,0
0,SB,8,W031;W034,0,False,0
0,SB,8,W002;W027;W036,0,False,0
0,SB,8,W010;W012;W013;W017;W018,0,False,0
0,SB,8,W011,0,False,0
0,SB,8,W014;W028;W032;W033,0,False,0
0,SB,8,W029;W037,0,False,0
0,SB,8,W030,0,False,0
0,SB,9,W001,0,False,0
0,SB,9,W031;W034,0,False,0
0,SB,9,W002;W027;W036,0,False,0
0,SB,9,W010;W012;W013;W017;W018,0,False,0
0,SB,9,W011,0,False,0
0,SB,9,W014;W028;W032;W033,0,False,0
0,SB,9,W037,0,False,0
0,SB,9,W029,0,False,0
0,SB,9,W030,0,False,0
0,QTS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W027;W031;W034,0,False,0.125
0,QTS,2,W011;W015;W028;W029;W030;W032;W033;W035;W036;W037,0,False,0.125
0,QTS,3,W002;W018;W027,0,False,0.125
0,QTS,3,W001;W006;W008;W010;W012;W013;W017;W021;W031;W034,0,False,0.125
0,QTS,3,W011;W015;W028;W029;W030;W032;W033;W035;W036;W037,0,False,0.125
0,QTS,4,W002;W018;W027,0,False,0.125
0,QTS,4,W011;W015;W028;W032;W033;W036,0,False,0.125
0,QTS,4,W001;W006;W008;W010;W012;W013;W017;W021;W031;W034,0,False,0.125
0,QTS,4,W029;W030;W035;W037,0,False,0.125
0,QTS,5,W002;W018;W027,0,False,0.125
0,QTS,5,W001;W006;W012;W013;W021,0,False,0.125
0,QTS,5,W011;W015;W028;W032;W033;W036,0,False,0.125
0,QTS,5,W008;W010;W017;W031;W034,0,False,0.125
0,QTS,5,W029;W030;W035;W037,0,False,0.125
0,QTS,6,W002;W018;W027,0,False,0.125
0,QTS,6,W001;W006;W012;W013;W021,0,False,0.125
0,QTS,6,W011;W015;W028;W032;W033,0,False,0.125
0,QTS,6,W008;W010;W017;W031;W034,0,False,0.125
0,QTS,6,W036,0,False,0.125
0,QTS,6,W029;W030;W035;W037,0,False,0.125
0,QTS,7,W002;W018;W027,0,False,0.125
0,QTS,7,W001;W006;W012;W013;W021,0,False,0.125
0,QTS,7,W011;W015;W028;W032;W033,0,False,0.125
0,QTS,7,W008;W010;W017;W031,0,False,0.125
0,QTS,7,W036,0,False,0.125
0,QTS,7,W029;W030;W035;W037,0,False,0.125
0,QTS,7,W034,0,False,0
0,QTS,8,W002;W018;W027,0,False,0.125
0,QTS,8,W001;W006;W012;W013;W021,0,False,0.125
0,QTS,8,W011;W015;W028;W032;W033,0,False,0.125
0,QTS,8,W008;W010;W017;W031,0,False,0.125
0,QTS,8,W036,0,False,0.125
0,QTS,8,W030,0,False,0.125
0,QTS,8,W029;W035;W037,0,False,0.125
0,QTS,8,W034,0,False,0
0,QTS,9,W002;W018,0,False,0.125
0,QTS,9,W027,0,False,0.125
0,QTS,9,W001;W006;W012;W013;W021,0,False,0.125
0,QTS,9,W011;W015;W028;W032;W033,0,False,0.125
0,QTS,9,W008;W010;W017;W031,0,False,0.125
0,QTS,9,W036,0,False,0.125
0,QTS,9,W030,0,False,0.125
0,QTS,9,W029;W035;W037,0,False,0.125
0,QTS,9,W034,0,False,0
0,QTS,10,W002;W018,0,False,0.125
0,QTS,10,W027,0,False,0.125
0,QTS,10,W001;W006;W012;W013;W021,0,False,0.125
0,QTS,10,W011;W015;W028;W032;W033,0,False,0.125
0,QTS,10,W008;W010;W017;W031,0,False,0.125
0,QTS,10,W036,0,False,0.125
0,QTS,10,W030,0,False,0.125
0,QTS,10,W029,0,False,0.125
0,QTS,10,W035;W037,0,False,0.125
0,QTS,10,W034,0,False,0
0,QTS,11,W002;W018,0,False,0.125
0,QTS,11,W027,0,False,0.125
0,QTS,11,W001;W021,0,False,0.125
0,QTS,11,W011;W015;W028;W032;W033,0,False,0.125
0,QTS,11,W008;W010;W017;W031,0,False,0.125
0,QTS,11,W006;W012;W013,0,False,0.125
0,QTS,11,W036,0,False,0.125
0,QTS,11,W030,0,False,0.125
0,QTS,11,W029,0,False,0.125
0,QTS,11,W035;W037,0,False,0.125
0,QTS,11,W034,0,False,0
0,QTB,2,W002;W011;W017;W018;W027;W028;W032;W033;W036,0,False,0.025
0,QTB,2,W001;W010;W012;W013;W029;W030;W031;W034;W037,0,False,0
0,QTB,3,W002;W011;W017;W018;W027;W028;W032;W033;W036,0,False,0.025
0,QTB,3,W001;W010;W012;W013;W030,0,False,0.025
0,QTB,3,W029;W031;W034;W037,0,False,0
0,QTB,4,W002;W017;W018;W027,0,False,0.025
0,QTB,4,W011;W028;W032;W033;W036,0,False,0.025
0,QTB,4,W001;W010;W012;W013;W030,0,False,0.025
0,QTB,4,W029;W031;W034;W037,0,False,0
0,QTB,5,W002;W017;W018;W027,0,False,0.025
0,QTB,5,W011,0,False,0.025
0,QTB,5,W028;W032;W033;W036,0,False,0.025
0,QTB,5,W001;W010;W012;W013;W030,0,False,0.025
0,QTB,5,W029;W031;W034;W037,0,False,0
0,QTB,6,W027,0,False,0.025
0,QTB,6,W002;W017;W018,0,False,0.025
0,QTB,6,W011,0,False,0.025
0,QTB,6,W028;W032;W033;W036,0,False,0.025
0,QTB,6,W001;W010;W012;W013;W030,0,False,0.025
0,QTB,6,W029;W031;W034;W037,0,False,0
0,QTB,7,W027,0,False,0.025
0,QTB,7,W002;W017;W018,0,False,0.025
0,QTB,7,W011,0,False,0.025
0,QTB,7,W028;W032;W033,0,False,0.025
0,QTB,7,W001;W010;W012;W013;W030,0,False,0.025
0,QTB,7,W036,0,False,0.025
0,QTB,7,W029;W031;W034;W037,0,False,0
0,QTB,8,W027,0,False,0.025
0,QTB,8,W002;W017;W018,0,False,0.025
0,QTB,8,W001,0,False,0.025
0,QTB,8,W011,0,False,0.025
0,QTB,8,W028;W032;W033,0,False,0.025
0,QTB,8,W010;W012;W013;W030,0,False,0.025
0,QTB,8,W036,0,False,0.025
0,QTB,8,W029;W031;W034;W037,0,False,0
0,QTB,9,W002,0,False,0
0,QTB,9,W027,0,False,0
0,QTB,9,W017;W018,0,False,0
0,QTB,9,W001,0,False,0
0,QTB,9,W011,0,False,0
0,QTB,9,W028;W032;W033,0,False,0
0,QTB,9,W010;W012;W013;W030,0,False,0
0,QTB,9,W036,0,False,0
0,QTB,9,W029;W031;W034;W037,0,False,0
0,QSB,2,W001;W002;W010;W011;W012;W013;W014;W017;W018;W027;W028;W032;W033;W036,0,False,0
0,QSB,2,W029;W030;W031;W034;W037,0,False,0
0,QSB,3,W002;W018;W027,0,False,0
0,QSB,3,W001;W010;W011;W012;W013;W014;W017;W028;W032;W033;W036,0,False,0
0,QSB,3,W029;W030;W031;W034;W037,0,False,0
0,QSB,4,W002;W018;W027,0,False,0
0,QSB,4,W001;W010;W011;W012;W013;W014;W017;W028;W032;W033;W036,0,False,0
0,QSB,4,W031;W034,0,False,0
0,QSB,4,W029;W030;W037,0,False,0
0,QSB,5,W002;W018;W027,0,False,0
0,QSB,5,W001;W010;W012;W013;W014;W017;W028;W032;W033,0,False,0
0,QSB,5,W011;W036,0,False,0
0,QSB,5,W031;W034,0,False,0
0,QSB,5,W029;W030;W037,0,False,0
0,QSB,6,W002;W018;W027,0,False,0
0,QSB,6,W001,0,False,0
0,QSB,6,W010;W012;W013;W014;W017;W028;W032;W033,0,False,0
0,QSB,6,W011;W036,0,False,0
0,QSB,6,W031;W034,0,False,0
0,QSB,6,W029;W030;W037,0,False,0
0,QSB,7,W002;W018;W027,0,False,0
0,QSB,7,W001,0,False,0
0,QSB,7,W010;W012;W013;W014;W017;W028;W032;W033,0,False,0
0,QSB,7,W011;W036,0,False,0
0,QSB,7,W030,0,False,0
0,QSB,7,W031;W034,0,False,0
0,QSB,7,W029;W037,0,False,0
0,QSB,8,W002;W027,0,False,0
0,QSB,8,W018,0,False,0
0,QSB,8,W001,0,False,0
0,QSB,8,W010;W012;W013;W014;W017;W028;W032;W033,0,False,0
0,QSB,8,W011;W036,0,False,0
0,QSB,8,W030,0,False,0
0,QSB,8,W031;W034,0,False,0
0,QSB,8,W029;W037,0,False,0
0,QSB,9,W002;W027,0,False,0
0,QSB,9,W018,0,False,0
0,QSB,9,W001,0,False,0
0,QSB,9,W010;W012;W013;W017,0,False,0
0,QSB,9,W014;W028;W032;W033,0,False,0
0,QSB,9,W011;W036,0,False,0
0,QSB,9,W030,0,False,0
0,QSB,9,W031;W034,0,False,0
0,QSB,9,W029;W037,0,False,0
0,TSB,2,W001;W002;W010;W012;W013;W017;W018;W029;W030;W031;W034;W037,0,False,0
0,TSB,2,W011;W027;W028;W032;W033;W036,0,False,0
0,TSB,3,W001;W002;W010;W012;W013;W017;W018,0,False,0
0,TSB,3,W029;W030;W031;W034;W037,0,False,0
0,TSB,3,W011;W027;W028;W032;W033;W036,0,False,0
0,TSB,4,W001;W002;W010;W012;W013;W017;W018,0,False,0
0,TSB,4,W031;W034,0,False,0
0,TSB,4,W029;W030;W037,0,False,0
0,TSB,4,W011;W027;W028;W032;W033;W036,0,False,0
0,TSB,5,W001;W002;W010;W012;W013;W017;W018,0,False,0
0,TSB,5,W011,0,False,0
0,TSB,5,W031;W034,0,False,0
0,TSB,5,W029;W030;W037,0,False,0
0,TSB,5,W027;W028;W032;W033;W036,0,False,0
0,TSB,6,W001;W002;W010;W012;W013;W017;W018,0,False,0
0,TSB,6,W030,0,False,0
0,TSB,6,W011,0,False,0
0,TSB,6,W031;W034,0,False,0
0,TSB,6,W029;W037,0,False,0
0,TSB,6,W027;W028;W032;W033;W036,0,False,0
0,TSB,7,W001;W002,0,False,0
0,TSB,7,W010;W012;W013;W017;W018,0,False,0
0,TSB,7,W030,0,False,0
0,TSB,7,W011,0,False,0
0,TSB,7,W031;W034,0,False,0
0,TSB,7,W029;W037,0,False,0
0,TSB,7,W027;W028;W032;W033;W036,0,False,0
0,TSB,8,W001;W002,0,False,0
0,TSB,8,W010;W012;W013;W017;W018,0,False,0
0,TSB,8,W030,0,False,0
0,TSB,8,W011,0,False,0
0,TSB,8,W031;W034,0,False,0
0,TSB,8,W029;W037,0,False,0
0,TSB,8,W027;W028;W032;W033,0,False,0
0,TSB,8,W036,0,False,0
0,TSB,9,W012;W013,0,False,0
0,TSB,9,W001;W002,0,False,0
0,TSB,9,W030,0,False,0
0,TSB,9,W010;W017;W018,0,False,0
0,TSB,9,W011,0,False,0
0,TSB,9,W031;W034,0,False,0
0,TSB,9,W029;W037,0,False,0
0,TSB,9,W027;W028;W032;W033,0,False,0
0,TSB,9,W036,0,False,0
0,QTSB,2,W001;W002;W010;W011;W012;W013;W017;W018;W027;W028;W032;W033;W036,0,False,0
0,QTSB,2,W029;W030;W031;W034;W037,0,False,0
0,QTSB,3,W002;W011;W018;W027;W028;W032;W033;W036,0,False,0
0,QTSB,3,W001;W010;W012;W013;W017,0,False,0
0,QTSB,3,W029;W030;W031;W034;W037,0,False,0
0,QTSB,4,W002;W018;W027,0,False,0
0,QTSB,4,W001;W010;W012;W013;W017,0,False,0
0,QTSB,4,W011;W028;W032;W033;W036,0,False,0
0,QTSB,4,W029;W030;W031;W034;W037,0,False,0
0,QTSB,5,W002;W018;W027,0,False,0
0,QTSB,5,W001;W010;W012;W013;W017,0,False,0
0,QTSB,5,W011;W028;W032;W033;W036,0,False,0
0,QTSB,5,W031;W034,0,False,0
0,QTSB,5,W029;W030;W037,0,False,0
0,QTSB,6,W002;W018;W027,0,False,0
0,QTSB,6,W011,0,False,0
0,QTSB,6,W001;W010;W012;W013;W017,0,False,0
0,QTSB,6,W028;W032;W033;W036,0,False,0
0,QTSB,6,W031;W034,0,False,0
0,QTSB,6,W029;W030;W037,0,False,0
0,QTSB,7,W002;W018;W027,0,False,0
0,QTSB,7,W011,0,False,0
0,QTSB,7,W001;W010;W012;W013;W017,0,False,0
0,QTSB,7,W028;W032;W033;W036,0,False,0
0,QTSB,7,W030,0,False,0
0,QTSB,7,W031;W034,0,False,0
0,QTSB,7,W029;W037,0,False,0
0,QTSB,8,W002;W018;W027,0,False,0
0,QTSB,8,W011,0,False,0
0,QTSB,8,W001;W010;W012;W013;W017,0,False,0
0,QTSB,8,W028;W032;W033,0,False,0
0,QTSB,8,W036,0,False,0
0,QTSB,8,W030,0,False,0
0,QTSB,8,W031;W034,0,False,0
0,QTSB,8,W029;W037,0,False,0
0,QTSB,9,W002;W018,0,False,0
0,QTSB,9,W027,0,False,0
0,QTSB,9,W011,0,False,0
0,QTSB,9,W001;W010;W012;W013;W017,0,False,0
0,QTSB,9,W028;W032;W033,0,False,0
0,QTSB,9,W036,0,False,0
0,QTSB,9,W030,0,False,0
0,QTSB,9,W031;W034,0,False,0
0,QTSB,9,W029;W037,0,False,0
0,quality_time_edit,2,W002;W008;W011;W015;W018;W027;W028;W032;W033;W036,0,False,0.075
0,quality_time_edit,2,W001;W006;W010;W012;W013;W017;W029;W030;W031;W034;W035;W037,0,False,0.025
0,quality_time_edit,3,W002;W008;W011;W015;W018;W027;W028;W032;W033;W036,0,False,0.075
0,quality_time_edit,3,W006;W010;W012;W013;W017;W030,0,False,0.025
0,quality_time_edit,3,W001;W029;W031;W034;W035;W037,0,False,0.075
0,quality_time_edit,4,W002;W018;W027,0,False,0.075
0,quality_time_edit,4,W008;W011;W015;W028;W032;W033;W036,0,False,0.075
0,quality_time_edit,4,W006;W010;W012;W013;W017;W030,0,False,0.025
0,quality_time_edit,4,W001;W029;W031;W034;W035;W037,0,False,0.075
0,quality_time_edit,5,W002;W018;W027,0,False,0.075
0,quality_time_edit,5,W008;W011;W015;W028;W032;W033;W036,0,False,0.075
0,quality_time_edit,5,W001;W031,0,False,0.075
0,quality_time_edit,5,W006;W010;W012;W013;W017;W030,0,False,0.025
0,quality_time_edit,5,W029;W034;W035;W037,0,False,0
0,quality_time_edit,6,W002;W018;W027,0,False,0.075
0,quality_time_edit,6,W011,0,False,0.1
0,quality_time_edit,6,W008;W015;W028;W032;W033;W036,0,False,0.075
0,quality_time_edit,6,W001;W031,0,False,0.075
0,quality_time_edit,6,W006;W010;W012;W013;W017;W030,0,False,0.025
0,quality_time_edit,6,W029;W034;W035;W037,0,False,0
0,quality_time_edit,7,W002;W018;W027,0,False,0.075
0,quality_time_edit,7,W011,0,False,0.1
0,quality_time_edit,7,W008;W015;W028;W032;W033,0,False,0.075
0,quality_time_edit,7,W001;W031,0,False,0.075
0,quality_time_edit,7,W006;W010;W012;W013;W017;W030,0,False,0.025
0,quality_time_edit,7,W036,0,False,0.075
0,quality_time_edit,7,W029;W034;W035;W037,0,False,0
0,quality_time_edit,8,W002;W018,0,False,0.075
0,quality_time_edit,8,W027,0,False,0.075
0,quality_time_edit,8,W011,0,False,0.075
0,quality_time_edit,8,W008;W015;W028;W032;W033,0,False,0.075
0,quality_time_edit,8,W001;W031,0,False,0.075
0,quality_time_edit,8,W006;W010;W012;W013;W017;W030,0,False,0.025
0,quality_time_edit,8,W036,0,False,0.075
0,quality_time_edit,8,W029;W034;W035;W037,0,False,0
0,quality_time_edit,9,W002;W018,0,False,0.075
0,quality_time_edit,9,W027,0,False,0.075
0,quality_time_edit,9,W011,0,False,0.075
0,quality_time_edit,9,W008;W015;W028;W032;W033,0,False,0.075
0,quality_time_edit,9,W001;W031,0,False,0.075
0,quality_time_edit,9,W006;W012;W013,0,False,0.025
0,quality_time_edit,9,W010;W017;W030,0,False,0.025
0,quality_time_edit,9,W036,0,False,0.075
0,quality_time_edit,9,W029;W034;W035;W037,0,False,0
0,quality_time_edit,10,W002;W018,0,False,0.025
0,quality_time_edit,10,W027,0,False,0.025
0,quality_time_edit,10,W011,0,False,0.025
0,quality_time_edit,10,W008;W015;W028;W032;W033,0,False,0.025
0,quality_time_edit,10,W001;W031,0,False,0.025
0,quality_time_edit,10,W006;W012;W013,0,False,0.025
0,quality_time_edit,10,W010;W017;W030,0,False,0.025
0,quality_time_edit,10,W036,0,False,0.025
0,quality_time_edit,10,W029;W035;W037,0,False,0.025
0,quality_time_edit,10,W034,0,False,0
0,quality_time_edit,11,W002;W018,0,False,0
0,quality_time_edit,11,W027,0,False,0
0,quality_time_edit,11,W001,0,False,0
0,quality_time_edit,11,W011,0,False,0
0,quality_time_edit,11,W008;W015;W028;W032;W033,0,False,0
0,quality_time_edit,11,W006;W012;W013,0,False,0
0,quality_time_edit,11,W010;W017;W030,0,False,0
0,quality_time_edit,11,W031,0,False,0
0,quality_time_edit,11,W036,0,False,0
0,quality_time_edit,11,W029;W035;W037,0,False,0
0,quality_time_edit,11,W034,0,False,0
1,Q,2,W002;W008;W010;W011;W015;W017;W018;W021;W027;W028;W031;W033;W036,0.459935897436,False,0.5
1,Q,2,W001;W006;W012;W013;W014;W029;W030;W032;W034;W035;W037,0.562200956938,False,0.675
1,Q,3,W002;W027,0.5,False,0.475
1,Q,3,W008;W010;W011;W015;W017;W018;W021;W028;W031;W033;W036,0.5,False,0.575
1,Q,3,W001;W006;W012;W013;W014;W029;W030;W032;W034;W035;W037,0.641711229947,False,0.675
1,Q,4,W002;W027,0.5,False,0.475
1,Q,4,W008;W010;W011;W015;W017;W018;W021;W028;W031;W033;W036,0.454545454545,False,0.575
1,Q,4,W001;W006;W012;W013;W014;W029;W030;W032;W034;W035,0.541958041958,False,0.675
1,Q,4,W037,0.25,False,0.9
1,Q,5,W002;W027,0.5,False,0.475
1,Q,5,W011;W015;W017;W018;W021;W033,0.444444444444,False,0.5
1,Q,5,W008;W010;W028;W031;W036,0.333333333333,False,0.875
1,Q,5,W001;W006;W012;W013;W014;W029;W030;W032;W034;W035,0.439102564103,False,0.675
1,Q,5,W037,0.5,False,0.9
1,Q,6,W002,0.5,False,0.725
1,Q,6,W027,0.166666666667,False,0.5
1,Q,6,W011;W015;W017;W018;W021;W033,0.375,False,0.5
1,Q,6,W008;W010;W028;W031;W036,0.333333333333,False,0.85
1,Q,6,W001;W006;W012;W013;W014;W029;W030;W032;W034;W035,0.4,False,0.675
1,Q,6,W037,0.5,False,0.875
1,Q,7,W002,1,False,0.725
1,Q,7,W027,0.166666666667,False,0.5
1,Q,7,W015;W017,0.5,False,0.85
1,Q,7,W011;W018;W021;W033,0.285714285714,False,0.3
1,Q,7,W008;W010;W028;W031;W036,0.333333333333,False,0.825
1,Q,7,W001;W006;W012;W013;W014;W029;W030;W032;W034;W035,0.4,False,0.675
1,Q,7,W037,0.5,False,0.85
1,Q,8,W002,1,False,0.7
1,Q,8,W027,0.166666666667,False,0.5
1,Q,8,W015;W017,0.333333333333,False,0.775
1,Q,8,W011;W018;W021;W033,0.25,False,0.3
1,Q,8,W008;W010;W028;W031;W036,0.333333333333,False,0.775
1,Q,8,W001;W006;W012;W013;W014;W029;W030;W032;W035,0.333333333333,False,0.6
1,Q,8,W034,0.333333333333,False,0.775
1,Q,8,W037,1,False,0.775
1,Q,9,W002,1,False,0.625
1,Q,9,W027,0.166666666667,False,0.5
1,Q,9,W015;W017,0.333333333333,False,0.65
1,Q,9,W011;W018;W021;W033,0.25,False,0.3
1,Q,9,W008;W010;W028;W031;W036,0.333333333333,False,0.65
1,Q,9,W006;W035,0.222222222222,False,0.65
1,Q,9,W001;W012;W013;W014;W029;W030;W032,0.3,False,0.6
1,Q,9,W034,0.333333333333,False,0.65
1,Q,9,W037,0.75,False,0.65
1,Q,10,W002,1,False,0.55
1,Q,10,W027,0.166666666667,False,0.5
1,Q,10,W015;W017,0.333333333333,False,0.575
1,Q,10,W011;W018;W021;W033,0.25,False,0.3
1,Q,10,W036,0.183333333333,False,0.575
1,Q,10,W008;W010;W028;W031,0.2,False,0.575
1,Q,10,W006;W035,0.2,False,0.575
1,Q,10,W001;W012;W013;W014;W029;W030;W032,0.316666666667,False,0.55
1,Q,10,W034,0.25,False,0.575
1,Q,10,W037,0.666666666667,False,0.575
1,Q,11,W002,0,False,0.475
1,Q,11,W027,0,False,0.475
1,Q,11,W017,0,False,0.475
1,Q,11,W015,0,False,0.475
1,Q,11,W011;W018;W021;W033,0,False,0.3
1,Q,11,W036,0,False,0.475
1,Q,11,W008;W010;W028;W031,0,False,0.475
1,Q,11,W006;W035,0,False,0.475
1,Q,11,W001;W012;W013;W014;W029;W030;W032,0,False,0.475
1,Q,11,W034,0,False,0.475
1,Q,11,W037,0,False,0.475
1,Q,12,W002,0,False,0.3
1,Q,12,W027,0,False,0.3
1,Q,12,W017,0,False,0.3
1,Q,12,W015,0,False,0.3
1,Q,12,W011;W018;W021;W033,0,False,0.3
1,Q,12,W036,0,False,0.3
1,Q,12,W008;W010;W028;W031,0,False,0.3
1,Q,12,W006;W035,0,False,0.3
1,Q,12,W001;W013;W030;W032,0,False,0.3
1,Q,12,W012;W014;W029,0,False,0.3
1,Q,12,W034,0,False,0.3
1,Q,12,W037,0,False,0.3
1,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,0.888888888889,True,0.825
1,T,2,W008;W011;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,0.833333333333,False,0.75
1,T,3,W001;W002;W006;W010;W012;W013;W017;W021;W030,0.683333333333,False,0.825
1,T,3,W008;W011;W015;W027;W028;W029;W031;W032;W033;W035;W037,0.75,False,0.775
1,T,3,W036,0.25,False,0.9
1,T,4,W006;W013;W021,0.633333333333,False,0.5
1,T,4,W001;W002;W010;W012;W017;W030,0.666666666667,False,0.9
1,T,4,W008;W011;W015;W027;W028;W029;W031;W032;W033;W035;W037,0.727272727273,False,0.775
1,T,4,W036,1,False,0.9
1,T,5,W006;W013;W021,0.666666666667,False,0.5
1,T,5,W001;W002;W010;W012;W017;W030,0.714285714286,False,0.9
1,T,5,W008;W011;W015;W028;W029;W031;W032;W035;W037,0.651515151515,False,0.7
1,T,5,W027;W033,0.333333333333,False,0.5
1,T,5,W036,1,False,0.9
1,T,6,W006;W013;W021,0.633333333333,False,0.5
1,T,6,W001;W002;W010;W012;W017;W030,0.666666666667,False,0.9
1,T,6,W011;W035,0.333333333333,False,0.6
1,T,6,W008;W015;W028;W029;W031;W032;W037,0.535714285714,False,0.9
1,T,6,W027;W033,0.4,False,0.5
1,T,6,W036,1,False,0.9
1,T,7,W006;W013;W021,0.5,False,0.5
1,T,7,W001;W012,0.5,False,0.775
1,T,7,W002;W010;W017;W030,0.633333333333,False,0.9
1,T,7,W011;W035,0.333333333333,False,0.6
1,T,7,W008;W015;W028;W029;W031;W032;W037,0.535714285714,False,0.9
1,T,7,W027;W033,0.4,False,0.5
1,T,7,W036,1,False,0.85
1,T,8,W006;W013;W021,0.666666666667,False,0.5
1,T,8,W001;W012,0.5,False,0.75
1,T,8,W002;W010;W017;W030,0.6,False,0.825
1,T,8,W011;W035,0.4,False,0.6
1,T,8,W008;W015;W028;W031,0.5,False,0.55
1,T,8,W029;W032;W037,0.55,False,0.825
1,T,8,W027;W033,0.5,False,0.5
1,T,8,W036,1,False,0.8
1,T,9,W006;W013;W021,0.666666666667,False,0.5
1,T,9,W001;W012,0.5,False,0.7
1,T,9,W002;W010;W017;W030,0.5,False,0.75
1,T,9,W011,0.5,False,0.75
1,T,9,W035,0.2,False,0.6
1,T,9,W008;W015;W028;W031,0.5,False,0.525
1,T,9,W029;W032;W037,0.633333333333,False,0.75
1,T,9,W027;W033,0.5,False,0.5
1,T,9,W036,1,False,0.75
1,T,10,W006;W013;W021,0,False,0.425
1,T,10,W001;W012,0,False,0.4
1,T,10,W010,0,False,0.425
1,T,10,W002;W017;W030,0,False,0.425
1,T,10,W011,0,False,0.425
1,T,10,W035,0,False,0.4
1,T,10,W008;W015;W028;W031,0,False,0.35
1,T,10,W029;W032;W037,0,False,0.425
1,T,10,W027;W033,0,False,0.425
1,T,10,W036,0,False,0.425
1,B,2,W006;W011;W021,0.35,False,0.525
1,B,2,W001;W002;W008;W010;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,0.678571428571,False,0.525
1,B,3,W006;W011;W021,0.416666666667,False,0.525
1,B,3,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W029;W030;W032;W033;W036;W037,0.40625,False,0.525
1,B,3,W001;W012;W031;W034;W035,0.363636363636,False,0.525
1,B,4,W006;W011;W021,0.5,False,0.525
1,B,4,W002;W008;W014;W028;W033;W036,0.5,False,0.525
1,B,4,W010;W013;W015;W017;W018;W027;W029;W030;W032;W037,0.251748251748,False,0.525
1,B,4,W001;W012;W031;W034;W035,0.5,False,0.525
1,B,5,W006;W011;W021,0.55,False,0.525
1,B,5,W010;W013;W015;W037,0.236111111111,False,0.525
1,B,5,W002;W008;W014;W028;W033;W036,0.558441558442,False,0.525
1,B,5,W017;W018;W027;W029;W030;W032,0.285714285714,False,0.525
1,B,5,W001;W012;W031;W034;W035,0.571428571429,False,0.525
1,B,6,W006;W011,0.366666666667,False,0.525
1,B,6,W021,0.154761904762,False,0.525
1,B,6,W010;W013;W015;W037,0.267857142857,False,0.525
1,B,6,W002;W008;W014;W028;W033;W036,0.550505050505,False,0.525
1,B,6,W017;W018;W027;W029;W030;W032,0.285714285714,False,0.525
1,B,6,W001;W012;W031;W034;W035,0.6,False,0.525
1,B,7,W006;W011,0.5,False,0.525
1,B,7,W021,0.25,False,0.525
1,B,7,W010;W013;W015;W037,0.25,False,0.525
1,B,7,W002;W008;W014;W028;W033;W036,0.527777777778,False,0.525
1,B,7,W017;W018;W027;W032,0.211111111111,False,0.525
1,B,7,W029;W030,0.291666666667,False,0.525
1,B,7,W001;W012;W031;W034;W035,0.4,False,0.525
1,B,8,W006;W011,0.5,False,0.525
1,B,8,W021,0.25,False,0.525
1,B,8,W010;W013;W015;W037,0.25,False,0.525
1,B,8,W002;W008;W014;W033;W036,0.354166666667,False,0.525
1,B,8,W028,0.125,False,0.525
