heldout_building,information,k,label,workers,n_training_members,n_qualified_workers,population_fraction,mean_recovery,median_recovery,p10_recovery,coverage80_fraction,median_global_ARI,strict_local_recovered,relaxed_local_recovered,training_buildings,historical_metric_source,axis_centroids
2t7WUuJeko7,Q,2,A,W002;W015;W017;W018;W021;W027,6,24,0.25,0.587307761683,0.577777777778,0.333333333333,1,0.48231511254,False,False,7y3sRwLe3Va;B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,history/worker_axes_historical.jsonl.gz; retain original metric_version,"{""quality"": -1.7581275262915153}"
2t7WUuJeko7,Q,2,B,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.75,0.820370718463,0.837719298246,0.608333333333,1,0.48231511254,True,True,7y3sRwLe3Va;B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,history/worker_axes_historical.jsonl.gz; retain original metric_version,"{""quality"": 0.5860425087638385}"
2t7WUuJeko7,Q,3,A,W002;W015;W017;W018;W021;W027,6,24,0.25,0.565489718615,0.5,0.333333333333,1,0.306846216405,False,False,7y3sRwLe3Va;B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,history/worker_axes_historical.jsonl.gz; retain original metric_version,"{""quality"": -1.7581275262915153}"
2t7WUuJeko7,Q,3,B,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W035;W036,16,24,0.666666666667,0.666992281562,0.666666666667,0.497368421053,1,0.306846216405,False,True,7y3sRwLe3Va;B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,history/worker_axes_historical.jsonl.gz; retain original metric_version,"{""quality"": 0.3784869681309263}"
2t7WUuJeko7,Q,3,C,W034;W037,2,24,0.0833333333333,0.374017163392,0.267857142857,0.141904761905,1,0.306846216405,False,False,7y3sRwLe3Va;B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,history/worker_axes_historical.jsonl.gz; retain original metric_version,"{""quality"": 2.246486833827136}"
2t7WUuJeko7,Q,4,A,W002;W027,2,24,0.0833333333333,0.7,0.666666666667,0.5,1,0.339448913923,False,False,7y3sRwLe3Va;B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,history/worker_axes_historical.jsonl.gz; retain original metric_version,"{""quality"": -3.023215799396805}"
2t7WUuJeko7,Q,4,B,W015;W017;W018;W021,4,24,0.166666666667,0.496346431346,0.444444444444,0.272727272727,1,0.339448913923,False,False,7y3sRwLe3Va;B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,history/worker_axes_historical.jsonl.gz; retain original metric_version,"{""quality"": -1.1255833897388703}"
2t7WUuJeko7,Q,4,C,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W035;W036,16,24,0.666666666667,0.660508578431,0.625,0.467973856209,1,0.339448913923,False,True,7y3sRwLe3Va;B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,history/worker_axes_historical.jsonl.gz; retain original metric_version,"{""quality"": 0.3784869681309263}"
2t7WUuJeko7,Q,4,D,W034;W037,2,24,0.0833333333333,0.5283501221,0.5,0.222222222222,1,0.339448913923,False,False,7y3sRwLe3Va;B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,history/worker_axes_historical.jsonl.gz; retain original metric_version,"{""quality"": 2.246486833827136}"
2t7WUuJeko7,Q,5,A,W002;W027,2,24,0.0833333333333,0.7,0.583333333333,0.5,1,0.328751283551,False,False,7y3sRwLe3Va;B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,history/worker_axes_historical.jsonl.gz; retain original metric_version,"{""quality"": -3.023215799396805}"
