image_id,building,condition,scene,candidate,selection_source,training_workers,actual_workers,n_subgroup,n_all,training_recovery,rule,p_unified,p_stable_multi,p_current_changes,p_undetermined,onset,topology_disagreement,same_topology_median_d,n_supported_modes,singleton_mass,full_stable_fraction,full_undetermined_fraction,current_changes
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,卫浴,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W030,W001;W002;W010;W012;W013;W017;W030,7,19,0.857142857143,G10_geometry,0,0,0,1,,0.52380952381,0.0486818269419,1,0.428571428571,0,1,0
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,卫浴,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,19,0.8,G10_geometry,0,0,0,1,,0.7,0.0983151635282,1,0.6,0,1,0
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,卫浴,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W011;W030;W031;W035;W037,5,5,0.857142857143,G10_geometry,0,0,0,1,,0.9,0.0794784990697,1,0.6,0,1,0
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,卫浴,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W030;W031;W035;W037,4,5,0.888888888889,G10_geometry,0,0,0,1,,0.833333333333,0.0794784990697,1,0.5,0,1,0
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,manual,起居与休闲,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W013;W015,2,2,0.846153846154,G10_geometry,0,0,0,1,,0,0.000921623958422,1,0,0,1,0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.825757575758,G10_geometry,0,0,0,1,,0.307189542484,0.0242630247538,2,0.166666666667,0,1,0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,G10_geometry,0,0,0,1,,0,0.0020818039379,1,0,0,1,0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.8125,G10_geometry,1,0,0,0,2,0,0.00255488628841,1,0,0,1,0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,G10_geometry,0,0,0,1,,0.285714285714,0.0206842840262,1,0.142857142857,0,1,0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,G10_geometry,0,0,0,1,,0.607142857143,0.240986289933,2,0.375,0,1,0
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,复合／待定,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,12,24,0.886904761905,G10_geometry,0,0,0,1,,0.30303030303,0.027295146888,2,0.166666666667,0,1,0
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W008;W031;W032,4,5,0.825757575758,G10_geometry,0,0,0,1,,0.5,0.0881660508633,1,0.5,0,1,0
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W008;W017;W032,3,5,0.8125,G10_geometry,0,0,0,1,,0.666666666667,0.0881660508633,1,0.333333333333,0,1,0
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,厨房与用餐,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W031;W032,3,5,0.886904761905,G10_geometry,0,0,0,1,,0.666666666667,0.0822094312721,1,0.333333333333,0,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.825757575758,G10_geometry,0,0.4,0.6,0,15,0,0.0378337929801,2,0,0.67,0,0.33
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,G10_geometry,0,0,0,1,,0,0.0440595357585,1,0,0.67,0,0.33
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.8125,G10_geometry,1,0,0,0,2,0,0.0276663542643,1,0,0.67,0,0.33
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,G10_geometry,0,0,0,1,,0,0.0488780434105,1,0.142857142857,0.67,0,0.33
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,G10_geometry,1,0,0,0,4,0,0.0431239512657,1,0,0.67,0,0.33
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,卫浴,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,12,24,0.886904761905,G10_geometry,1,0,0,0,2,0,0.0343185992058,1,0,0.67,0,0.33
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,卫浴,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W011;W033;W034;W037,4,5,0.825757575758,G10_geometry,0,0,0,1,,0.833333333333,0.00934219220322,1,0.5,0,1,0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,卫浴,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W015;W033,2,5,0.8125,G10_geometry,0,0,0,1,,0,0.0597743087537,1,0,0,1,0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,卫浴,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W034;W037,2,5,0.888888888889,G10_geometry,0,0,0,1,,1,,0,1,0,1,0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,卫浴,local_TB,training_local_recovery,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W015;W033;W034;W037,4,5,0.886904761905,G10_geometry,0,0,0,1,,0.833333333333,0.0597743087537,1,0.5,0,1,0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,卫浴,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W028,2,4,0.825757575758,G10_geometry,0,0,0,1,,1,,0,1,0,1,0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,卫浴,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W017;W028,3,4,0.8125,G10_geometry,0,0,0,1,,0.666666666667,0.013799357115,1,0.333333333333,0,1,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,厨房与用餐,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W011;W032;W033;W037,4,5,0.833333333333,G10_geometry,0.95,0,0.05,0,2,0,0.0575182402261,1,0,0,1,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,厨房与用餐,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W015;W032;W033,3,5,0.80625,G10_geometry,0,0,0,1,,0,0.0864010108249,1,0.333333333333,0,1,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,厨房与用餐,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W013;W028,2,4,0.833333333333,G10_geometry,0,0,0,1,,0,0.00168573481457,1,0,1,0,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,厨房与用餐,local_T,training_local_recovery,W001;W002;W006;W010;W012;W013;W017;W021;W030,W013;W017,2,4,1,G10_geometry,0,0,0,1,,0,0,1,0,1,0,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,厨房与用餐,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W013;W017;W018;W028,4,4,0.80625,G10_geometry,1,0,0,0,2,0,0.000842867407285,1,0,1,0,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,厨房与用餐,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W013;W017;W018,3,4,0.875,G10_geometry,0,0,0,1,,0,0,1,0,1,0,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W012;W030;W034,4,5,0.833333333333,G10_geometry,0,0,0,1,,0,0.0737034662847,1,0.25,0,1,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,复合／待定,local_T,training_local_recovery,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W012;W030,4,5,1,G10_geometry,0,0,0,1,,0,0.0563528877926,1,0.25,0,1,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,复合／待定,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W012;W030,3,5,0.857142857143,G10_geometry,0,0,0,1,,0,0.0690170711986,1,0.333333333333,0,1,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,复合／待定,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W030;W034,4,5,0.881944444444,G10_geometry,0,0,0,1,,0,0.0737034662847,1,0.25,0,1,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,复合／待定,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W012;W030,4,5,0.875,G10_geometry,0,0,0,1,,0,0.0563528877926,1,0.25,0,1,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,复合／待定,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W012;W030,3,5,0.8,G10_geometry,0,0,0,1,,0,0.0690170711986,1,0.333333333333,0,1,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,复合／待定,local_quality_time_edit,training_local_recovery,W001;W012;W030,W001;W012;W030,3,5,0.75,G10_geometry,0,0,0,1,,0,0.0690170711986,1,0.333333333333,0,1,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W010;W031;W035,4,5,0.833333333333,G10_geometry,0.725,0,0.275,0,2,0,0.0764048005976,1,0,0.47,0,0.53
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,复合／待定,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W008;W010;W015,3,5,0.80625,G10_geometry,0,0,0,1,,0,0,1,0,0.47,0,0.53
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,复合／待定,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W031;W035,2,5,0.881944444444,G10_geometry,0,0,0,1,,0,0.0376182889024,1,0,0.47,0,0.53
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,起居与休闲,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W008;W010;W031,4,5,0.833333333333,G10_geometry,0,0,0,1,,0,0.0618813248707,1,0.25,0,1,0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,起居与休闲,local_T,training_local_recovery,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W010;W017,3,5,1,G10_geometry,0,0,0,1,,0,0.0431238040221,1,0,0,1,0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,起居与休闲,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W008;W010;W017,3,5,0.80625,G10_geometry,0,0,0,1,,0,0.0890332739873,1,0,0,1,0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,起居与休闲,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W006;W010,2,5,0.857142857143,G10_geometry,0,0,0,1,,0,0,1,0,0,1,0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,起居与休闲,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017,2,5,0.875,G10_geometry,0,0,0,1,,0,0.0431238040221,1,0,0,1,0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.833333333333,G10_geometry,0,0.525,0.475,0,15,0.294117647059,0.0906774709121,3,0.0555555555556,0.77,0,0.23
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_T,training_local_recovery,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,24,1,G10_geometry,0,0,0,1,,0.5,0.0818916798744,2,0.222222222222,0.77,0,0.23
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.80625,G10_geometry,0,0.05,0.95,0,11,0.282051282051,0.00655560963565,2,0,0.77,0,0.23
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,G10_geometry,0,0,0,1,,0.47619047619,0.109009366324,2,0.285714285714,0.77,0,0.23
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.881944444444,G10_geometry,0,0,0,1,,0,0.109650040766,2,0.125,0.77,0,0.23
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,G10_geometry,0,0,0,1,,0.428571428571,0.106886175791,2,0.25,0.77,0,0.23
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,G10_geometry,0,0,0,1,,0.4,0.125678558661,1,0.6,0.77,0,0.23
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,复合／待定,local_quality_time_edit,training_local_recovery,W001;W012;W030,W001;W012;W030,3,24,0.75,G10_geometry,0,0,0,1,,0,0.142347750997,0,1,0.77,0,0.23
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.857142857143,G10_geometry,0,0,0,1,,0.758169934641,0.285709036736,3,0.666666666667,0,1,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_T,training_local_recovery,W002;W010;W017;W030,W002;W010;W017;W030,4,24,1,G10_geometry,0,0,0,1,,0.833333333333,0.0488582733251,1,0.5,0,1,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.851648351648,G10_geometry,0,0,0,1,,0.705128205128,0.271369100487,3,0.384615384615,0,1,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,G10_geometry,0,0,0,1,,0.809523809524,0.102579416973,1,0.714285714286,0,1,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.8,G10_geometry,0,0,0,1,,0.821428571429,0.270855280647,0,1,0,1,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,G10_geometry,0,0,0,1,,0.75,0.0871762142653,2,0.375,0,1,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,通行与连接,local_quality_time_edit,training_local_recovery,W001;W012;W030,W001;W012;W030,3,24,0.875,G10_geometry,0,0,0,1,,1,,0,1,0,1,0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.857142857143,G10_geometry,0,0,0,1,,0.209150326797,0.0605740913886,3,0.166666666667,0,1,0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_T,training_local_recovery,W002;W010;W017;W030,W002;W010;W017;W030,4,24,1,G10_geometry,0,0,0,1,,0,0.0972787576285,1,0.25,0,1,0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,13,24,0.851648351648,G10_geometry,0,0,0,1,,0.294871794872,0.0238041510588,1,0.307692307692,0,1,0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,G10_geometry,0,0,0,1,,0,0.172204498894,1,0.285714285714,0,1,0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.8,G10_geometry,0,0,0,1,,0.428571428571,0.0737670839114,3,0.125,0,1,0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,G10_geometry,0,0,0,1,,0.25,0.173263210619,1,0.375,0,1,0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,卧室,local_quality_time_edit,training_local_recovery,W001;W012;W030,W001;W012;W030,3,24,0.875,G10_geometry,0,0,0,1,,0,0.232546940291,1,0.333333333333,0,1,0
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,卧室,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W029;W031;W036,4,5,0.857142857143,G10_geometry,0,0,0,1,,0.5,0.0349345594706,1,0.25,0,1,0
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,卧室,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W027;W028;W036,3,5,0.851648351648,G10_geometry,0,0,0,1,,0,0.0421076493674,1,0,0,1,0
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,卧室,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W029;W031,2,5,0.8,G10_geometry,0,0,0,1,,1,,0,1,0,1,0
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,卧室,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W010;W013;W014;W034;W035,5,6,0.857142857143,G10_geometry,0,0,0,1,,0,0.480660934958,2,0.2,0,0,1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,卧室,local_B,training_local_recovery,W002;W008;W010;W013;W014;W015;W017;W018;W027;W028;W032;W033;W036,W010;W013;W014;W018,4,6,0.851648351648,G10_geometry,0,0,1,0,,0,0.080461674695,2,0,0,0,1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,卧室,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W010;W013,2,6,0.857142857143,G10_geometry,0,0,0,1,,0,0.106397658129,0,1,0,0,1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,卧室,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W034;W035,2,6,0.8,G10_geometry,0,0,0,1,,0,0.0819055444125,1,0,0,0,1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,卧室,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W010;W013;W018,3,6,0.875,G10_geometry,0,0,0,1,,0,0.0817965855233,1,0.333333333333,0,0,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,卧室,local_T,training_local_recovery,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,24,1,G10_geometry,0,0,0,1,,0.388888888889,0.0417593236602,2,0.111111111111,0.8,0,0.2
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,卧室,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.81746031746,G10_geometry,0,0,0,1,,0.47619047619,0.0621914440586,2,0.142857142857,0.8,0,0.2
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,卧室,local_TB,training_local_recovery,W001;W002;W010;W012;W017;W018;W030,W001;W002;W010;W012;W017;W018;W030,7,24,0.857142857143,G10_geometry,0,0,0,1,,0.285714285714,0.064885140177,1,0.285714285714,0.8,0,0.2
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,厨房与用餐,local_T,training_local_recovery,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W010;W013,3,6,1,G10_geometry,0,0,0,1,,0,0.229852431079,1,0.333333333333,0,0,1
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,厨房与用餐,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W006;W010;W013,3,6,0.81746031746,G10_geometry,0,0,0,1,,0,0.229852431079,1,0.333333333333,0,0,1
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,厨房与用餐,local_TB,training_local_recovery,W001;W002;W010;W012;W017;W018;W030,W010;W018,2,6,0.857142857143,G10_geometry,0,0,0,1,,0,0.270591061465,0,1,0,0,1
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,卧室,local_T,training_local_recovery,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,24,1,G10_geometry,0,0,0,1,,0,0.0296839502873,1,0.111111111111,0.79,0,0.21
