design_id,seed,draws,max_ci_half_width,median_ci_half_width,q_gt_max_ci_half_width,risk_slope_max_ci_half_width,rank_stability,worker_rank_spearman,top_k_overlap,mean_rank_displacement,risk_slope_direction_stability,minimum_worker_support,minimum_task_support,minimum_worker_support_p05,minimum_task_support_p05,minimum_worker_support_threshold_probability,minimum_task_support_threshold_probability,support_extreme_minimum_role,graph_connectivity_probability,bridge_only_connectivity_probability,building_coverage,building_coverage_probability,ordinary_coverage_probability,stress_coverage_probability,ordinary_coverage_probability_per_worker,stress_coverage_probability_per_worker,expected_assignment_count,uncertainty_fields_used,known_c1_worker_intercept_sd_resampled,population_worker_intercept_sd_recorded,simulation_method,simulation_status
D8,20260724,1000,0.0727193062413631,0.03655953888608314,0.0727193062413631,0.012607928483052961,0.0,0.8458068887634121,0.8379999999999961,2.4454545454545435,0.999,0,0,0,1,0.582,0.219,extreme_audit_only_not_dispatch_gate,0.924,0.0,7,0.999,1.0,0.995,0.9430000000000015,0.8475000000000009,172.6,"['risk_slope_for_simulation', 'risk_slope_se', 'risk_slope_support', 'group_slope_mean', 'group_slope_se', 'between_worker_slope_sd', 'Q_GT_contrast_covariance', 'outcome_residual_sd', 'task_sd', 'building_sd', 'missing_rate', 'F_struct']",false,not_applicable_worker_fixed_intercepts,hierarchical_building_task_resampling_with_joint_qgt_and_unified_slope_posterior_v2,estimated
D10,20260724,1000,0.07374537805946896,0.035673866177470655,0.07374537805946896,0.012607928483052961,0.0,0.8416996047430838,0.8433333333333288,2.497999999999994,0.997,0,0,1,1,0.767,0.242,extreme_audit_only_not_dispatch_gate,0.953,0.0,9,1.0,1.0,0.999,0.9381363636363644,0.8849090909090916,216.989,"['risk_slope_for_simulation', 'risk_slope_se', 'risk_slope_support', 'group_slope_mean', 'group_slope_se', 'between_worker_slope_sd', 'Q_GT_contrast_covariance', 'outcome_residual_sd', 'task_sd', 'building_sd', 'missing_rate', 'F_struct']",false,not_applicable_worker_fixed_intercepts,hierarchical_building_task_resampling_with_joint_qgt_and_unified_slope_posterior_v2,estimated
D12,20260724,1000,0.0731015463885653,0.035139478330039976,0.0731015463885653,0.012607928483052961,0.0,0.8333393562958783,0.8403333333333293,2.5701818181818226,0.998,0,0,1,1,0.816,0.181,extreme_audit_only_not_dispatch_gate,0.959,0.329,9,1.0,1.0,0.993,0.9697272727272732,0.9013636363636374,256.753,"['risk_slope_for_simulation', 'risk_slope_se', 'risk_slope_support', 'group_slope_mean', 'group_slope_se', 'between_worker_slope_sd', 'Q_GT_contrast_covariance', 'outcome_residual_sd', 'task_sd', 'building_sd', 'missing_rate', 'F_struct']",false,not_applicable_worker_fixed_intercepts,hierarchical_building_task_resampling_with_joint_qgt_and_unified_slope_posterior_v2,estimated
