design_id,feasible,non_dominated,all_failure_gates,common_anchors,bridge_per_worker,unique_bridge_upper_bound,unique_bridge_actual,bridge_search_attempts,stress_bridge_tasks,stress_bridge_assignment_support,stress_bridge_repeat_support,total_unique_tasks,ordinary_unique_tasks,stress_unique_tasks,deterministic_min_worker_support,deterministic_min_task_support,total_assignments,tasks_per_worker,ordinary_per_worker,stress_per_worker,q_gt_ci_half_width,q_gt_ci_half_width_threshold,risk_slope_ci_half_width,risk_slope_ci_half_width_threshold,graph_connected,graph_connectivity_probability,graph_connectivity_probability_threshold,bridge_only_connected,bridge_only_connectivity_probability,building_coverage,building_coverage_probability,building_coverage_probability_threshold,ordinary_coverage_probability,ordinary_coverage_probability_per_worker,stress_coverage_probability,stress_coverage_probability_per_worker,worker_rank_spearman,worker_rank_spearman_threshold,top_k_overlap,top_k_overlap_threshold,mean_rank_displacement,rank_displacement_role,mc_min_worker_support,mc_min_worker_support_p05,mc_worker_support_threshold_probability,mc_min_task_support,mc_min_task_support_p05,mc_task_support_threshold_probability,researcher_selected
D8,true,true,none,4,4,44,42,3,9,22,4,46,35,11,8,2,176,8,5,3,0.0727193062413631,0.07713282940141296,0.012607928483052961,0.012607928483052961,true,0.924,0.9,false,0.0,7,0.999,0.9,1.0,0.9430000000000015,0.995,0.8475000000000009,0.8458068887634121,0.8,0.8379999999999961,0.6666666666666666,2.4454545454545435,post_C2_diagnostic_not_dispatch_gate,0,0,0.582,0,1,0.219,false
D10,true,true,none,6,4,44,41,4,8,22,6,47,36,11,10,2,220,10,6,4,0.07374537805946896,0.07713282940141296,0.012607928483052961,0.012607928483052961,true,0.953,0.9,false,0.0,9,1.0,0.9,1.0,0.9381363636363644,0.999,0.8849090909090916,0.8416996047430838,0.8,0.8433333333333288,0.6666666666666666,2.497999999999994,post_C2_diagnostic_not_dispatch_gate,0,1,0.767,0,1,0.242,false
D12,true,true,none,6,6,66,52,15,8,44,28,58,47,11,12,2,264,12,7,5,0.0731015463885653,0.07713282940141296,0.012607928483052961,0.012607928483052961,true,0.959,0.9,true,0.329,9,1.0,0.9,1.0,0.9697272727272732,0.993,0.9013636363636374,0.8333393562958783,0.8,0.8403333333333293,0.6666666666666666,2.5701818181818226,post_C2_diagnostic_not_dispatch_gate,0,1,0.816,0,1,0.181,false
