kind,identity,source,action
cluster_member_raw_version_only,historical42|C1|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd|C1|66|3192|34|6053,historical42,use_raw_annotation_version_id_not_related_canonical_geometry
