context_key,image_id,building_id,stage,condition,initialization,extended73,method,pool,cohort,metric,raw_support,calculable_support,pair_count,human_distance,bi_distance
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,all_historical,method_available,floor,5,5,10,0.16969469023378617,0.012139144685237024
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,all_historical,method_available,band,5,5,10,0.06871314069214889,0.011896113560082355
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,all_historical,method_available,linear,5,5,10,0.04955922411606308,0.0033817158965453453
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,all_historical,method_available,solid,5,5,10,0.05920336353120701,0.00929987468759208
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,all_historical,common_responses,floor,5,5,10,0.16969469023378617,0.012139144685237024
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,all_historical,common_responses,band,5,5,10,0.06871314069214889,0.011896113560082355
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,all_historical,common_responses,linear,5,5,10,0.04955922411606308,0.0033817158965453453
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,all_historical,common_responses,solid,5,5,10,0.05920336353120701,0.00929987468759208
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,current20_only,method_available,floor,4,4,6,0.17675002588764424,0.012139144685237024
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,current20_only,method_available,band,4,4,6,0.05136143069188509,0.011896113560082355
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,current20_only,method_available,linear,4,4,6,0.047333791770574764,0.0033817158965453453
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,current20_only,method_available,solid,4,4,6,0.045591526053647934,0.00929987468759208
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,current20_only,common_responses,floor,4,4,6,0.17675002588764424,0.012139144685237024
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,current20_only,common_responses,band,4,4,6,0.05136143069188509,0.011896113560082355
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,current20_only,common_responses,linear,4,4,6,0.047333791770574764,0.0033817158965453453
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,serialized_adjacency,current20_only,common_responses,solid,4,4,6,0.045591526053647934,0.00929987468759208
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,all_historical,method_available,floor,5,5,10,0.16969469023378617,0.012139144685237024
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,all_historical,method_available,band,5,5,10,0.06871314069214889,0.011896113560082355
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,all_historical,method_available,linear,5,5,10,0.04955922411606308,0.0033817158965453453
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,all_historical,method_available,solid,5,5,10,0.05920336353120701,0.00929987468759208
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,all_historical,common_responses,floor,5,5,10,0.16969469023378617,0.012139144685237024
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,all_historical,common_responses,band,5,5,10,0.06871314069214889,0.011896113560082355
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,all_historical,common_responses,linear,5,5,10,0.04955922411606308,0.0033817158965453453
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,all_historical,common_responses,solid,5,5,10,0.05920336353120701,0.00929987468759208
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,current20_only,method_available,floor,4,4,6,0.17675002588764424,0.012139144685237024
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,current20_only,method_available,band,4,4,6,0.05136143069188509,0.011896113560082355
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,current20_only,method_available,linear,4,4,6,0.047333791770574764,0.0033817158965453453
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,current20_only,method_available,solid,4,4,6,0.045591526053647934,0.00929987468759208
C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,manual_or_not_recorded,False,historical_pairmap_unaveraged,current20_only,common_responses,floor,4,4,6,0.17675002588764424,0.012139144685237024
