method,pool,cohort,metric,scope,stratum,contexts,images,buildings,rho,image_mean_rho,building_mean_rho,building_centered_rank_correlation,leave_building_min,leave_building_max,leave_building_evaluable,interval
historical_pairmap_unaveraged,all_historical,method_available,solid,all_metric_n3,P1|oos,5,5,4,0.3,0.3,0.39999999999999997,-1.0,0.0,0.6000000000000001,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,all_metric_n3,P1|semi,16,16,9,-0.16807618870979907,-0.16807618870979907,0.15062893357603013,-0.4128321668463738,-0.2789105886239865,-0.09704059945597182,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,extended73,all,49,49,15,0.41770108642583226,0.41770108642583226,0.4642857142857142,0.375916589324103,0.35583728319475433,0.46358695710588577,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,extended73,without_synthetic,43,43,14,0.4952932638237054,0.4952932638237054,0.45494505494505494,0.4266279572365151,0.39119906150275596,0.5534532206670275,14,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,extended73,C1|manual,7,7,4,0.48650622985560193,0.48650622985560193,0.0,0.9563650695950074,0.39999999999999997,0.6377481392176932,4,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,extended73,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,extended73,P1|manual,18,18,10,0.5558174971869042,0.5558174971869042,0.43161293601284584,0.4098585790380259,0.3600595188893874,0.6546536707079772,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,extended73,P1|oos,5,5,4,-0.09999999999999999,-0.09999999999999999,0.39999999999999997,-1.0,-0.6000000000000001,0.39999999999999997,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,extended73,P1|semi,16,16,9,-0.042411748552939964,-0.042411748552939964,0.4267819784654187,-0.2717748777350926,-0.1336446570489935,0.045175395145262566,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,all_metric_n3,all,87,78,15,0.16941981473129059,0.1559600472801462,0.06428571428571428,0.12126260010723067,0.0887723826706665,0.22569403914502062,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,all_metric_n3,without_synthetic,81,72,15,0.1905665640756042,0.17801206119365573,0.06071428571428571,0.1355383665250086,0.10661844416500599,0.2560047592330191,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,all_metric_n3,C1|manual,34,34,11,-0.11579003424694174,-0.11579003424694174,-0.3090909090909091,-0.03129119297634226,-0.2595960642256303,-0.006573387001605407,11,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,all_metric_n3,C1|semi,11,11,6,0.2326210525996177,0.2326210525996177,0.5217939320872036,-0.4636835666575673,0.03805097170738808,0.48741743667595394,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,all_metric_n3,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,all_metric_n3,P1|manual,18,18,10,0.5558174971869042,0.5558174971869042,0.43161293601284584,0.4098585790380259,0.3600595188893874,0.6546536707079772,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,all_metric_n3,P1|oos,5,5,4,-0.09999999999999999,-0.09999999999999999,0.39999999999999997,-1.0,-0.6000000000000001,0.39999999999999997,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,band,all_metric_n3,P1|semi,16,16,9,-0.042411748552939964,-0.042411748552939964,0.4267819784654187,-0.2717748777350926,-0.1336446570489935,0.045175395145262566,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,extended73,all,72,72,16,0.4607671505193412,0.4607671505193412,0.4518029184887872,0.41278833672181875,0.41211826103736776,0.5005964036011515,16,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,extended73,without_synthetic,66,66,15,0.5111429420943137,0.5111429420943137,0.4039322435103489,0.4443971988706297,0.4644251864661644,0.5498325973326363,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,extended73,C1|manual,12,12,5,0.4238185133446995,0.4238185133446995,0.6,0.4952294204178976,0.1515151515151515,0.6560381485126155,5,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,extended73,C2-B|manual,4,4,3,0.632455532033676,0.632455532033676,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,extended73,P1|manual,29,29,12,0.5435837049556823,0.5435837049556823,0.6690027772631206,0.37398232551917077,0.47592244858612714,0.6072741834351018,12,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,extended73,P1|oos,9,9,6,0.00836827408755723,0.00836827408755723,-0.2571428571428572,0.8548859804241098,-0.7142857142857143,0.2515015150017844,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,extended73,P1|semi,18,18,10,0.2809711751717793,0.2809711751717793,0.1043023302537743,0.023375702328885205,0.1646439104262425,0.40604271900278227,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,all_metric_n3,all,137,123,16,0.17428585246501324,0.23328429438898937,0.411764705882353,0.10822394920036256,0.13517562705004982,0.21505252496226368,16,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,all_metric_n3,without_synthetic,131,117,16,0.19583864215738297,0.2565582601261785,0.4205882352941176,0.12392760680403599,0.15647503362121112,0.2341546676468023,16,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,all_metric_n3,C1|manual,58,58,13,0.0786042710867647,0.0786042710867647,0.21428571428571427,0.09344770437452811,0.005520219618956845,0.14067821098577662,13,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,all_metric_n3,C1|semi,18,18,8,-0.2049840727552608,-0.2049840727552608,-0.38095238095238104,-0.2911017878562653,-0.3982318211322885,-0.020925110132158593,8,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,all_metric_n3,C2-B|manual,5,5,3,0.6708203932499368,0.6708203932499368,,0.31622776601683794,0.2581988897471611,0.2581988897471611,1,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,all_metric_n3,P1|manual,29,29,12,0.5435837049556823,0.5435837049556823,0.6690027772631206,0.37398232551917077,0.47592244858612714,0.6072741834351018,12,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,all_metric_n3,P1|oos,9,9,6,0.00836827408755723,0.00836827408755723,-0.2571428571428572,0.8548859804241098,-0.7142857142857143,0.2515015150017844,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,floor,all_metric_n3,P1|semi,18,18,10,0.2809711751717793,0.2809711751717793,0.1043023302537743,0.023375702328885205,0.1646439104262425,0.40604271900278227,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,extended73,all,49,49,15,0.3505612099682599,0.3505612099682599,0.32499999999999996,0.27256272889994226,0.2762783965400316,0.39732108425075113,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,extended73,without_synthetic,43,43,14,0.45480000443259566,0.45480000443259566,0.3406593406593406,0.3953922701490123,0.319487869301456,0.5118384107337624,14,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,extended73,C1|manual,7,7,4,0.01801874925391118,0.01801874925391118,-0.7999999999999999,0.8548842422627598,-0.09999999999999999,0.3188740696088466,4,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,extended73,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,extended73,P1|manual,18,18,10,0.7018108360352467,0.7018108360352467,0.5045616012544536,0.8251646351426788,0.4837163233564498,0.8613606797824314,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,extended73,P1|oos,5,5,4,-0.6,-0.6,-0.39999999999999997,-1.0,-0.7999999999999999,-0.39999999999999997,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,extended73,P1|semi,16,16,9,-0.1837842437294065,-0.1837842437294065,0.07531446678801507,-0.5972320702328079,-0.31377441220198476,-0.0828215577663147,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,all_metric_n3,all,87,78,15,0.14853844485441292,0.16104892998228929,-0.125,0.10282746225733846,0.07960428884611045,0.20406496780007427,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,all_metric_n3,without_synthetic,81,72,15,0.18594077102214168,0.20325086950247154,-0.13214285714285715,0.14917240553495886,0.09053948863230658,0.25749434012373246,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,all_metric_n3,C1|manual,34,34,11,-0.14438784136296492,-0.14438784136296492,-0.5363636363636364,-0.05253816178982789,-0.2792586616118477,-0.05897261273905572,11,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,all_metric_n3,C1|semi,11,11,6,0.18609684207969418,0.18609684207969418,0.3188740696088466,-0.18997407771222066,-0.22830583024432846,0.3655630775069655,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,all_metric_n3,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,all_metric_n3,P1|manual,18,18,10,0.7018108360352467,0.7018108360352467,0.5045616012544536,0.8251646351426788,0.4837163233564498,0.8613606797824314,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,all_metric_n3,P1|oos,5,5,4,-0.6,-0.6,-0.39999999999999997,-1.0,-0.7999999999999999,-0.39999999999999997,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,linear,all_metric_n3,P1|semi,16,16,9,-0.1837842437294065,-0.1837842437294065,0.07531446678801507,-0.5972320702328079,-0.31377441220198476,-0.0828215577663147,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,extended73,all,49,49,15,0.40576975997818887,0.40576975997818887,0.4142857142857142,0.36970050500475393,0.3268011931747825,0.4605785673855141,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,extended73,without_synthetic,43,43,14,0.4803099894759512,0.4803099894759512,0.410989010989011,0.41331054316440863,0.35503257873071303,0.5497482421416824,14,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,extended73,C1|manual,7,7,4,0.5585812268712466,0.5585812268712466,0.19999999999999998,0.9946196723788077,0.39999999999999997,0.7,4,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,extended73,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,extended73,P1|manual,18,18,10,0.5871017840829775,0.5871017840829775,0.4863244349440517,0.4555766195086943,0.3491486243775878,0.7079676820129573,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,extended73,P1|oos,5,5,4,0.3,0.3,0.39999999999999997,-1.0,0.0,0.6000000000000001,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,extended73,P1|semi,16,16,9,0.014137249517646654,0.014137249517646654,0.4184137043778615,-0.21272098668745554,-0.10265459164632836,0.10917387160105119,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,all_metric_n3,all,87,78,15,0.1515787872304121,0.14059007160616077,0.0857142857142857,0.09952241860212875,0.08219887402996456,0.21104853053571365,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,all_metric_n3,without_synthetic,81,72,15,0.16889898119085314,0.16016181593897508,0.09285714285714285,0.10811627452221946,0.0997019242056209,0.2366496880181892,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,all_metric_n3,C1|manual,34,34,11,-0.11547918851741974,-0.11547918851741974,-0.3272727272727273,-0.039868390631483105,-0.20732840028758392,0.00748006107079236,11,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,all_metric_n3,C1|semi,11,11,6,0.2651879999635642,0.2651879999635642,0.5217939320872036,-0.5119197022009616,0.0887856006505722,0.5135290850693086,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,all_metric_n3,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,all_metric_n3,P1|manual,18,18,10,0.5871017840829775,0.5871017840829775,0.4863244349440517,0.4555766195086943,0.3491486243775878,0.7079676820129573,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,all_metric_n3,P1|oos,5,5,4,0.3,0.3,0.39999999999999997,-1.0,0.0,0.6000000000000001,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,common_responses,solid,all_metric_n3,P1|semi,16,16,9,0.014137249517646654,0.014137249517646654,0.4184137043778615,-0.21272098668745554,-0.10265459164632836,0.10917387160105119,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,extended73,all,49,49,15,0.38473294755734383,0.38473294755734383,0.5642857142857142,0.3099555632409,0.3243331255230849,0.42388801040372753,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,extended73,without_synthetic,43,43,14,0.4790037553020445,0.4790037553020445,0.5780219780219781,0.395352819642587,0.37503295459032415,0.5302529979964141,14,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,extended73,C1|manual,7,7,4,0.48650622985560193,0.48650622985560193,0.39999999999999997,0.9563650695950074,0.39999999999999997,0.6377481392176932,4,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,extended73,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,extended73,P1|manual,18,18,10,0.5766736884509531,0.5766736884509531,0.601826488243264,0.44457906945883835,0.3927922024247863,0.6837493894061094,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,extended73,P1|oos,5,5,4,0.09999999999999999,0.09999999999999999,0.19999999999999998,-1.0,0.0,0.6000000000000001,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,extended73,P1|semi,16,16,9,-0.16179296670195614,-0.16179296670195614,0.34309923758984645,-0.39403824124161974,-0.22855173234465562,-0.06776309271789384,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,all_metric_n3,all,106,93,15,0.1264615631786802,0.1343614464280416,0.4142857142857142,0.05989600425617213,0.05692535981660373,0.22354575193123596,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,all_metric_n3,without_synthetic,100,87,15,0.14263575553608715,0.15456904242508007,0.4892857142857142,0.06939342440441704,0.07004363626030552,0.2534885038648453,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,all_metric_n3,C1|manual,50,50,11,-0.07391791942638891,-0.07391791942638891,0.3545454545454546,-0.11107312557859804,-0.15735194523800478,0.042264093667037726,11,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,all_metric_n3,C1|semi,14,14,6,0.12362672448829558,0.12362672448829558,0.34786262139146906,0.12959348904149864,-0.08754275592730112,0.30454778920105563,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,all_metric_n3,C2-A-RP|manual,0,0,0,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,all_metric_n3,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,all_metric_n3,P1|manual,18,18,10,0.5766736884509531,0.5766736884509531,0.601826488243264,0.44457906945883835,0.3927922024247863,0.6837493894061094,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,all_metric_n3,P1|oos,5,5,4,0.09999999999999999,0.09999999999999999,0.19999999999999998,-1.0,0.0,0.6000000000000001,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,band,all_metric_n3,P1|semi,16,16,9,-0.16179296670195614,-0.16179296670195614,0.34309923758984645,-0.39403824124161974,-0.22855173234465562,-0.06776309271789384,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,extended73,all,72,72,16,0.464207789910909,0.464207789910909,0.42236950360352415,0.4430998922698699,0.3971625361506142,0.5072145554797367,16,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,extended73,without_synthetic,66,66,15,0.5188913813258627,0.5188913813258627,0.3717606488944804,0.4757657248360451,0.4514701369011373,0.5685867049236069,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,extended73,C1|manual,12,12,5,0.4728553661283838,0.4728553661283838,0.7,0.577182279588708,0.23636363636363633,0.7107079942220002,5,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,extended73,C2-B|manual,4,4,3,0.632455532033676,0.632455532033676,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,extended73,P1|manual,29,29,12,0.5978425179961303,0.5978425179961303,0.7530659534637223,0.45474102799294464,0.5280250695914711,0.6784234689530757,12,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,extended73,P1|oos,9,9,6,0.08368274087557231,0.08368274087557231,-0.08571428571428573,0.8548859804241098,-0.48571428571428577,0.3592878785739777,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,extended73,P1|semi,18,18,10,0.17560698448236203,0.17560698448236203,-0.06748974310538336,-0.12817759051835612,0.037044879845904564,0.2892722638647272,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,all_metric_n3,all,169,148,17,0.193620090952585,0.2575929670895,0.2843137254901961,0.134476660680409,0.14804886989387286,0.2503101589859654,17,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,all_metric_n3,without_synthetic,163,142,17,0.20918589656964562,0.275761933147666,0.29901960784313725,0.14687266656827022,0.1624754772435397,0.26602244352423987,17,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,all_metric_n3,C1|manual,84,84,13,0.14102476129068484,0.14102476129068484,-0.027472527472527472,0.15420728561627903,0.09511932522941964,0.21660606983389682,13,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,all_metric_n3,C1|semi,22,22,9,-0.24134403891342138,-0.24134403891342138,-0.5,-0.2777507092784419,-0.32921643131322675,-0.147170859176811,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,all_metric_n3,C2-A-RP|manual,1,1,1,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,all_metric_n3,C2-B|manual,6,6,3,0.6375355777548621,0.6375355777548621,,0.4391550328268399,0.3354101966249684,1.0,2,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,all_metric_n3,P1|manual,29,29,12,0.5978425179961303,0.5978425179961303,0.7530659534637223,0.45474102799294464,0.5280250695914711,0.6784234689530757,12,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,all_metric_n3,P1|oos,9,9,6,0.08368274087557231,0.08368274087557231,-0.08571428571428573,0.8548859804241098,-0.48571428571428577,0.3592878785739777,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,floor,all_metric_n3,P1|semi,18,18,10,0.17560698448236203,0.17560698448236203,-0.06748974310538336,-0.12817759051835612,0.037044879845904564,0.2892722638647272,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,extended73,all,49,49,15,0.36615566295684643,0.36615566295684643,0.2285714285714285,0.2852336809711313,0.30023317080650835,0.4063241857424199,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,extended73,without_synthetic,43,43,14,0.46355945712820573,0.46355945712820573,0.16043956043956045,0.3917658726735251,0.3417680807512819,0.5132547743746722,14,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,extended73,C1|manual,7,7,4,0.07207499701564472,0.07207499701564472,-0.7999999999999999,0.8898242299511814,-0.19999999999999998,0.4058397249567139,4,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,extended73,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,extended73,P1|manual,18,18,10,0.7643794098273935,0.7643794098273935,0.5349568784384567,0.7742071529301907,0.5928252684744459,0.8436614877321074,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,extended73,P1|oos,5,5,4,-0.6,-0.6,0.0,-1.0,-0.7999999999999999,-0.39999999999999997,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,extended73,P1|semi,16,16,9,-0.17121779971372056,-0.17121779971372056,0.09205101496312953,-0.5657303132137553,-0.27503683044865335,-0.04852029972798591,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,all_metric_n3,all,106,93,15,0.19300049811447617,0.20634840959082057,0.13214285714285715,0.13294107358938137,0.11539412822091316,0.26499363244426855,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,all_metric_n3,without_synthetic,100,87,15,0.21718354875898407,0.23502798931553517,0.09999999999999999,0.15776914819903498,0.11727451585788204,0.30437977583543274,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,all_metric_n3,C1|manual,50,50,11,0.02280030936071573,0.02280030936071573,0.3545454545454546,0.011949108637323248,-0.06913972576265534,0.15845630693223614,11,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,all_metric_n3,C1|semi,14,14,6,0.12812224174241543,0.12812224174241543,0.5797710356524485,0.09436036553274824,-0.06674238124719147,0.2682921000104538,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,all_metric_n3,C2-A-RP|manual,0,0,0,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,all_metric_n3,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,all_metric_n3,P1|manual,18,18,10,0.7643794098273935,0.7643794098273935,0.5349568784384567,0.7742071529301907,0.5928252684744459,0.8436614877321074,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,all_metric_n3,P1|oos,5,5,4,-0.6,-0.6,0.0,-1.0,-0.7999999999999999,-0.39999999999999997,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,linear,all_metric_n3,P1|semi,16,16,9,-0.17121779971372056,-0.17121779971372056,0.09205101496312953,-0.5657303132137553,-0.27503683044865335,-0.04852029972798591,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,extended73,all,49,49,15,0.36626032371515915,0.36626032371515915,0.4035714285714285,0.28801859552636044,0.28121453184342676,0.40549495271029257,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,extended73,without_synthetic,43,43,14,0.4573356354760617,0.4573356354760617,0.43736263736263736,0.35569409952062725,0.3293326138955651,0.5062588513560838,14,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,extended73,C1|manual,7,7,4,0.5585812268712466,0.5585812268712466,0.19999999999999998,0.9946196723788077,0.39999999999999997,0.7,4,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,extended73,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,extended73,P1|manual,18,18,10,0.559988735439714,0.559988735439714,0.6139845991168652,0.4071398396730146,0.3346007650285217,0.6460205098368235,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,extended73,P1|oos,5,5,4,0.3,0.3,0.39999999999999997,-1.0,0.0,0.6000000000000001,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,extended73,P1|semi,16,16,9,-0.029845304537254043,-0.029845304537254043,0.38494060802763264,-0.24943454045281035,-0.10846522890932808,0.052704627669472995,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,all_metric_n3,all,106,93,15,0.10294149393881981,0.11554779718329883,0.4142857142857142,0.02680328626521065,0.045176003073352504,0.2047315905822462,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,all_metric_n3,without_synthetic,100,87,15,0.11792094361664174,0.1319448874475889,0.4357142857142856,0.029873645588532383,0.05839268087240249,0.2328449783440304,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,all_metric_n3,C1|manual,50,50,11,-0.08944361188186557,-0.08944361188186557,0.44545454545454555,-0.15616158624426235,-0.16691871504830091,0.047317409214183544,11,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,all_metric_n3,C1|semi,14,14,6,0.12362672448829558,0.12362672448829558,0.34786262139146906,0.06149229096567911,-0.06253053994807224,0.29004551352481495,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,all_metric_n3,C2-A-RP|manual,0,0,0,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,current20_only,method_available,solid,all_metric_n3,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
