analysis_role,outer_fold,building_id,base_task_id,condition,method,selected_worker_id,status,public_gt_quality,delivery_adjusted_quality,structurally_valid,corner_count,a0_reconstruction_match,severe_geometric_error_status,topology_error_status,training_buildings_excluded_test_building,inner_tuning,gt_used_for_selection
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:B6ByNegPMKs,B6ByNegPMKs,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,A3_cluster_support_plus_worker_quality_selector,17,estimated,0.7823755160349148,0.7823755160349148,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:B6ByNegPMKs,B6ByNegPMKs,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,A4_image_evidence_weighted_cluster_selector,,source_absent_no_frozen_preoutcome_image_evidence,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:B6ByNegPMKs,B6ByNegPMKs,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,A5_topology_preserving_variable_corner_selector,17,estimated,0.7823755160349148,0.7823755160349148,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:B6ByNegPMKs,B6ByNegPMKs,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,A_oracle_evaluator_only,8,evaluator_only,0.9328001359289286,0.9328001359289286,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,True
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,A0_current_largest_cluster_medoid,30,estimated,0.7895818639798489,0.7895818639798489,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,A1_global_medoid_over_all_legal_submissions,,not_evaluable_reference,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,A2_cross_fitted_worker_quality_weighted_medoid,,not_evaluable_reference,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,A3_cluster_support_plus_worker_quality_selector,18,estimated,0.9726654797439953,0.9726654797439953,True,6,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,A4_image_evidence_weighted_cluster_selector,,source_absent_no_frozen_preoutcome_image_evidence,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,A5_topology_preserving_variable_corner_selector,18,estimated,0.9726654797439953,0.9726654797439953,True,6,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,A_oracle_evaluator_only,18,evaluator_only,0.9726654797439953,0.9726654797439953,True,6,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,True
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,A0_current_largest_cluster_medoid,29,estimated,0.8203601256814459,0.8203601256814459,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,A1_global_medoid_over_all_legal_submissions,34,estimated,0.8422372795194746,0.8422372795194746,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,A2_cross_fitted_worker_quality_weighted_medoid,34,estimated,0.8422372795194746,0.8422372795194746,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,A3_cluster_support_plus_worker_quality_selector,27,estimated,0.9747291230564662,0.9747291230564662,True,6,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,A4_image_evidence_weighted_cluster_selector,,source_absent_no_frozen_preoutcome_image_evidence,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,A5_topology_preserving_variable_corner_selector,27,estimated,0.9747291230564662,0.9747291230564662,True,6,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,A_oracle_evaluator_only,,not_evaluable_reference,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,True
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,A0_current_largest_cluster_medoid,8,estimated,0.9839248891478538,0.9839248891478538,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,A1_global_medoid_over_all_legal_submissions,,not_evaluable_reference,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,A2_cross_fitted_worker_quality_weighted_medoid,,not_evaluable_reference,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,A3_cluster_support_plus_worker_quality_selector,8,estimated,0.9839248891478538,0.9839248891478538,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,A4_image_evidence_weighted_cluster_selector,,source_absent_no_frozen_preoutcome_image_evidence,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,A5_topology_preserving_variable_corner_selector,37,estimated,0.8964294586598613,0.8964294586598613,True,6,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,A_oracle_evaluator_only,2,evaluator_only,0.9997067030913495,0.9997067030913495,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,True
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,A0_current_largest_cluster_medoid,30,estimated,0.8264746565439073,0.8264746565439073,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,A1_global_medoid_over_all_legal_submissions,30,estimated,0.8264746565439073,0.8264746565439073,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,A2_cross_fitted_worker_quality_weighted_medoid,32,estimated,0.837659874268372,0.837659874268372,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,A3_cluster_support_plus_worker_quality_selector,31,estimated,0.9188466047937881,0.9188466047937881,True,6,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,A4_image_evidence_weighted_cluster_selector,,source_absent_no_frozen_preoutcome_image_evidence,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,A5_topology_preserving_variable_corner_selector,31,estimated,0.9188466047937881,0.9188466047937881,True,6,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:UwV83HsGsw3,UwV83HsGsw3,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,A_oracle_evaluator_only,31,evaluator_only,0.9188466047937881,0.9188466047937881,True,6,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,True
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,A0_current_largest_cluster_medoid,6,estimated,0.9434515514678559,0.9434515514678559,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,A1_global_medoid_over_all_legal_submissions,8,estimated,0.9266234761723607,0.9266234761723607,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,A2_cross_fitted_worker_quality_weighted_medoid,6,estimated,0.9434515514678559,0.9434515514678559,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,A3_cluster_support_plus_worker_quality_selector,6,estimated,0.9434515514678559,0.9434515514678559,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,A4_image_evidence_weighted_cluster_selector,,source_absent_no_frozen_preoutcome_image_evidence,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,A5_topology_preserving_variable_corner_selector,6,estimated,0.9434515514678559,0.9434515514678559,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,A_oracle_evaluator_only,6,evaluator_only,0.9434515514678559,0.9434515514678559,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,True
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,A0_current_largest_cluster_medoid,33,estimated,0.9167732608294712,0.9167732608294712,True,8,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,A1_global_medoid_over_all_legal_submissions,11,estimated,0.9125945990899479,0.9125945990899479,True,8,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,A2_cross_fitted_worker_quality_weighted_medoid,37,estimated,0.9305233315361922,0.9305233315361922,True,6,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,A3_cluster_support_plus_worker_quality_selector,33,estimated,0.9167732608294712,0.9167732608294712,True,8,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,A4_image_evidence_weighted_cluster_selector,,source_absent_no_frozen_preoutcome_image_evidence,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,A5_topology_preserving_variable_corner_selector,33,estimated,0.9167732608294712,0.9167732608294712,True,8,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,A_oracle_evaluator_only,34,evaluator_only,0.9653447369080117,0.9653447369080117,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,True
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,A0_current_largest_cluster_medoid,17,estimated,0.9362865753006209,0.9362865753006209,True,8,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,A1_global_medoid_over_all_legal_submissions,17,estimated,0.9362865753006209,0.9362865753006209,True,8,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,A2_cross_fitted_worker_quality_weighted_medoid,17,estimated,0.9362865753006209,0.9362865753006209,True,8,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,A3_cluster_support_plus_worker_quality_selector,17,estimated,0.9362865753006209,0.9362865753006209,True,8,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,A4_image_evidence_weighted_cluster_selector,,source_absent_no_frozen_preoutcome_image_evidence,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,A5_topology_preserving_variable_corner_selector,17,estimated,0.9362865753006209,0.9362865753006209,True,8,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:X7HyMhZNoso,X7HyMhZNoso,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,A_oracle_evaluator_only,,not_evaluable_reference,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,True
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,A0_current_largest_cluster_medoid,11,estimated,0.971907530079762,0.971907530079762,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,A1_global_medoid_over_all_legal_submissions,11,estimated,0.971907530079762,0.971907530079762,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,A2_cross_fitted_worker_quality_weighted_medoid,33,estimated,0.9455276326943586,0.9455276326943586,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,A3_cluster_support_plus_worker_quality_selector,11,estimated,0.971907530079762,0.971907530079762,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,A4_image_evidence_weighted_cluster_selector,,source_absent_no_frozen_preoutcome_image_evidence,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,A5_topology_preserving_variable_corner_selector,11,estimated,0.971907530079762,0.971907530079762,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,A_oracle_evaluator_only,11,evaluator_only,0.971907530079762,0.971907530079762,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,True
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,A0_current_largest_cluster_medoid,18,estimated,1.0,1.0,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,A1_global_medoid_over_all_legal_submissions,18,estimated,1.0,1.0,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,A2_cross_fitted_worker_quality_weighted_medoid,13,estimated,1.0,1.0,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,A3_cluster_support_plus_worker_quality_selector,18,estimated,1.0,1.0,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,A4_image_evidence_weighted_cluster_selector,,source_absent_no_frozen_preoutcome_image_evidence,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,A5_topology_preserving_variable_corner_selector,18,estimated,1.0,1.0,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,A_oracle_evaluator_only,,not_evaluable_reference,,,,,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,True
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,A0_current_largest_cluster_medoid,2,estimated,0.9922360167751927,0.9922360167751927,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,A1_global_medoid_over_all_legal_submissions,2,estimated,0.9922360167751927,0.9922360167751927,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
development_cross_fitted_retrospective_audit_opportunity_estimate,leave_building_out:Z6MFQCViBuw,Z6MFQCViBuw,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,A2_cross_fitted_worker_quality_weighted_medoid,2,estimated,0.9922360167751927,0.9922360167751927,True,4,True,not_identifiable_no_frozen_severe_threshold,not_identifiable_no_frozen_reference_topology_field,True,none_fixed_lexicographic_rules,False
