canonical_annotation_id,raw_coordinates_match
0f006ad814591f20f1d7,True
a5582527e1e55759fca4,True
ddc38d03eaf0ed686dbe,True
762aad63d41c0473582f,True
944fc693a5243b08b5ee,True
d37f314fba3b67c55956,True
9e082eaf47377454a352,True
779f777343654b55ad95,True
3e053dc275632e30f220,True
beebb1979f052693f701,True
1623fbedf957f0be9421,True
3c91745dff848ace0009,True
0f5e3fb0af36b839fed2,True
9fe10525cafa9b114fa8,True
4bee42371b5ecdf799ee,True
169fc30c432425281989,True
e4c35e7a0869954598a0,True
f4fb215d725bea31d572,True
a56ee6d45d0f25f3eed8,True
a7cd831fc464ecea2892,True
f52f3c5633b4d227b132,True
7ac0106c722944ffcdb5,True
78dc36e89fc34111fd75,True
036f0b79fcb891d33e1d,True
e4af7c47e67b1c37bb93,True
ad2a6827eaaf625d72c4,True
f2617cc49b4c3cd19938,True
27d6bc8646fb2b446424,True
48a03efd0568d764b14c,True
23f6609f87c66a85d17b,True
9971c6aae0055fa67213,True
f447db699b5c09a195ce,True
4f044fa1f2070a2eeaa3,True
d9c1add75dab8315cd34,True
2de8896d2c2ea564fd37,True
42264e54a01908d81bbe,True
acb3d20a4fb6e211d3b1,True
b7393a16aa19bd7f1989,True
88b2b69f04caf44309bc,True
93cf3ac259facb9e83dc,True
c53730832245059ca129,True
0e09f3e9552514dbad74,True
45865dabe049ebace6d2,True
432c6ebaa6bb7a54b3a9,True
cbd801dc08d6ed3f53b9,True
a8f02e5f6ff661b1a6ea,True
7554850145efa35545ae,True
4cec1169f91d22cfd064,True
87633c987c28cc7b24da,True
e41654f88d1993dc3e61,True
94b9a12a91240fae6082,True
d07650e36d67becee157,True
c8ea10e8b26d4fa2d90b,True
ad5f99c1a3eb5c22dcef,True
0b276bc0087988e64912,True
f155c5b328bfdbe59187,True
00df94cb0e7cc21280ba,True
1d1473ea45cef547d01e,True
4203b3767e3303cffd5c,True
063a5ec4d91eccc8b4c3,True
8b3873aaa11c92de279f,True
511d41c2a1ae8135d56a,True
1892d2228413184cfbd6,True
b341f546633829a990db,True
90b1682c716df1046edd,True
74ec5ab0599eaeaf4719,True
98f815cef49de82c7449,True
eb7401f8c6a2d74124c0,True
a2dd65d0b594bb9212ac,True
1b06bf8a8b92fca18545,True
fc858eb54d55668285a1,True
100cc9a45d0a0f994238,True
2f1944702583d6eb6860,True
7316a2901ae455c12625,True
f048b9e4877b4a6cc5d6,True
b93da0bbe5ffb848a0c6,True
2976993fc059101f9e6a,True
266064e3bd9d27c4efda,True
8f2f8f8bfdaec3360646,True
c7aeb60e2d3b55c2a7dc,True
597362d2aa07f7db8a02,True
aaa2559a6db59dcb28a0,True
81cd8395dbe20dc23478,True
02946d1a59a1cfe17aef,True
cd7adf8eb45b561bc952,True
f26a8da3bc451c32cde9,True
f765bc60ba41307a048f,True
354632cf039452bb7976,True
0a79e9b207c32db39202,True
64a7b681289e1d9e5c28,True
0ba3c33cb0e05abf58ae,True
e0a58597afa7f260d97e,True
d704f69a1c7c5327e638,True
c6821c31452459c11f75,True
ea7f2a3fdcd3a9d42d55,True
9d17cd836d7fc38ad108,True
1f84dbf5541abdd7a52b,True
35e84449b82da019aab5,True
303a694734e00bd95c83,True
7392408a228d29c44684,True
2669e20e43502bcf1419,True
68b9de98f158c481d82a,True
2425c99671ebf414b359,True
bce7044b348685668b71,True
9a0a83ba9247dbf61861,True
a9bf98b8cc8fbfa40f5c,True
bdf544ff5d0a4bfacc09,True
225002de699658941ca0,True
1b0b4076d43ab5586a3f,True
73e2d1fca7e2ec1b2b59,True
d984d534dcc7fe11d643,True
6c5161e9261e0ba5f8b1,True
20f0af1735ba9f7c5a2e,True
1318278d00548b081ebc,True
73a83925776f8e35ed8a,True
fc6a213e57b750465697,True
86e6614af35eccb013ac,True
82255f7bb022fd1cd129,True
43266379df129a98dcd9,True
3e5c4fe6cfe523059d12,True
454169e6fe8a9b1ba08c,True
e53257d9b7428d4da0f5,True
b7e7d86f528066fab226,True
35a9f318fa8bb9909db0,True
a8282b826c2b83f1c177,True
bed357bd88baf4c32786,True
e7b36064adef9c88eb38,True
423d83b62a6b1fee7af4,True
a4015419d4289160ce21,True
46a22bc8081a9f80e282,True
6b145ff560adec834931,True
200f0c572426f1ad5f6c,True
adc213fc12f5f948aa56,True
5f7815f3a489b8007a97,True
ae929aa9e6dd3cd587ac,True
837eb32400b0afd7b92f,True
72c467f3e5b59c7c6fe0,True
bf0338ecb3bbe9b3ee92,True
72209d7dd6219794fac9,True
cc8da8c5dab40220ed0e,True
2bbf5d65469e55f1f4e0,True
7a99a58308f3ae658881,True
7827115ee28a13736728,True
12de7c2bb761564cdeed,True
7a0778c91977ce16bfb0,True
bcadc37ee0819d4ead2d,True
adafd30448bdc86059f9,True
0a731b8cdc864c572e8b,True
41a7f33047a9e0342ac0,True
3e41c936412b1a992027,True
d1099761985f8bcdd357,True
bc31ca44876dc589ed4b,True
7cd383c42cfa1fb813df,True
23b3ba219c2ea42e2857,True
34724d21eb0d44dfc22d,True
07d7b8e9b47e3b57f09b,True
19f0ec5e2db5240ffd86,True
6de2c46ce6d59af34337,True
54158b496be934232a98,True
d6bbf7fa428498cad40f,True
