scenario,support_cap,new_stress_tasks,block2_workers,projected_precision_active_workers_after_block2,block2_unique_stress_images,v1_total_tasks,v1_stress_tasks,v1_stress_fraction,stress_policy_divergence_probability,policy_divergence,expected_quality_difference,quality_effect_p05,quality_effect_p95,quality_proxy_power_one_sided,task_source_cost
cap3_plus3_external_non_test,3,3,19,2,12,458,92,0.20087336244541484,0.00303,0.000608646288209607,1.5155300419004203e-06,0.0,0.0,0.050016148634101754,hypothetical_external_or_new_validation
cap3_plus3_retired_from_v1,3,3,19,2,12,455,89,0.1956043956043956,0.00303,0.0005926813186813187,1.4757772472036533e-06,0.0,0.0,0.05001567336761337,retire_3_stress_from_v1
cap4_existing_pool,4,0,19,2,10,458,92,0.20087336244541484,0.00303,0.000608646288209607,1.5155300419004203e-06,0.0,0.0,0.050016148634101754,no_v1_consumption
cap2_plus9_retired_from_v1,2,9,19,2,10,449,83,0.18485523385300667,0.00303,0.0005601113585746103,1.3946780045706057e-06,0.0,0.0,0.05001471396042301,retire_9_stress_from_v1
