cohort,model,groups,support,attempts,available,no_singletons,all_groups_represented,shared_workers_median,ari_median
current20,B,4,diagnostic_3rows_2buildings,100,100,40,100,20.0,0.3573324474281424
current20,B,4,primary_6rows_3buildings,100,89,30,79,20.0,0.31680099194048356
current20,B,5,diagnostic_3rows_2buildings,100,100,4,100,20.0,0.2767448512585813
current20,B,5,primary_6rows_3buildings,100,88,5,76,20.0,0.2767448512585813
current20,B,6,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.21291874772678107
current20,B,6,primary_6rows_3buildings,100,88,0,74,20.0,0.2077544548474781
current20,B,7,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.1855296306633555
current20,B,7,primary_6rows_3buildings,100,86,0,72,20.0,0.1726498613105954
current20,B,8,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.15192264185367632
current20,B,8,primary_6rows_3buildings,100,85,0,70,20.0,0.14438502673796794
current20,B,9,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.12604538611301597
current20,B,9,primary_6rows_3buildings,100,81,0,69,20.0,0.1411042944785276
current20,B,10,diagnostic_3rows_2buildings,100,100,0,99,20.0,0.1228609587678668
current20,B,10,primary_6rows_3buildings,100,81,0,68,20.0,0.12964930924548354
current20,Q,2,diagnostic_3rows_2buildings,100,100,45,100,20.0,0.05384536374212621
current20,Q,2,primary_6rows_3buildings,100,100,45,100,20.0,0.05384536374212621
current20,Q,3,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.11316270603929991
current20,Q,3,primary_6rows_3buildings,100,100,0,100,20.0,0.11316270603929991
current20,Q,4,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.0961893757734347
current20,Q,4,primary_6rows_3buildings,100,100,0,100,20.0,0.0961893757734347
current20,Q,5,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.06344408854215704
current20,Q,5,primary_6rows_3buildings,100,100,0,100,20.0,0.06344408854215704
current20,Q,6,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.03791849944162091
current20,Q,6,primary_6rows_3buildings,100,100,0,100,20.0,0.03791849944162091
current20,Q,7,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.028543732571504846
current20,Q,7,primary_6rows_3buildings,100,100,0,100,20.0,0.028543732571504846
current20,Q,8,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.015865286925135134
current20,Q,8,primary_6rows_3buildings,100,100,0,100,20.0,0.015865286925135134
current20,Q,9,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.020144408082697005
current20,Q,9,primary_6rows_3buildings,100,100,0,100,20.0,0.020144408082697005
current20,Q,10,diagnostic_3rows_2buildings,100,100,0,100,20.0,-0.0020283975659229274
current20,Q,10,primary_6rows_3buildings,100,100,0,100,20.0,-0.0020283975659229274
current20,QB,2,diagnostic_3rows_2buildings,100,100,94,100,20.0,0.3251193251193252
current20,QB,2,primary_6rows_3buildings,100,90,80,91,20.0,0.2126163327070449
current20,QB,3,diagnostic_3rows_2buildings,100,100,32,100,20.0,0.2642675872134572
current20,QB,3,primary_6rows_3buildings,100,90,22,81,20.0,0.24681938053151214
current20,QB,4,diagnostic_3rows_2buildings,100,100,3,100,20.0,0.40383497966298665
current20,QB,4,primary_6rows_3buildings,100,89,2,78,20.0,0.3148744365743722
current20,QB,5,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.32191471721194903
current20,QB,5,primary_6rows_3buildings,100,88,0,75,20.0,0.3018559753904541
current20,QB,6,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.2386281510033473
current20,QB,6,primary_6rows_3buildings,100,88,0,74,20.0,0.21564644229004093
current20,QB,7,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.16552788374983923
current20,QB,7,primary_6rows_3buildings,100,86,0,72,20.0,0.16382212567396448
current20,QB,8,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.15048538143967172
current20,QB,8,primary_6rows_3buildings,100,85,0,70,20.0,0.12608225108225107
current20,QB,9,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.14151988917474767
current20,QB,9,primary_6rows_3buildings,100,81,0,69,20.0,0.12484456602835116
current20,QB,10,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.1188212808228652
current20,QB,10,primary_6rows_3buildings,100,81,0,67,20.0,0.11564625850340136
current20,QS,2,diagnostic_3rows_2buildings,100,69,35,69,20.0,-0.01232101232101225
current20,QS,2,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QS,3,diagnostic_3rows_2buildings,100,69,5,69,20.0,0.10628289842087577
current20,QS,3,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QS,4,diagnostic_3rows_2buildings,100,69,1,69,20.0,0.16837782340862428
current20,QS,4,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QS,5,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.16277206569635463
current20,QS,5,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QS,6,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.12458532989310728
current20,QS,6,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QS,7,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.0909090909090909
current20,QS,7,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QS,8,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.07492561536380848
current20,QS,8,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QS,9,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.07244094488188976
current20,QS,9,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QS,10,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.04591104734576758
current20,QS,10,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QSB,2,diagnostic_3rows_2buildings,100,69,64,69,20.0,0.20665850128048105
current20,QSB,2,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QSB,3,diagnostic_3rows_2buildings,100,69,19,69,20.0,0.1301362023577887
current20,QSB,3,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QSB,4,diagnostic_3rows_2buildings,100,69,10,69,20.0,0.15241635687732344
current20,QSB,4,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QSB,5,diagnostic_3rows_2buildings,100,69,1,69,20.0,0.19684542586750786
current20,QSB,5,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QSB,6,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.1987732413264328
current20,QSB,6,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QSB,7,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.17171227900217972
current20,QSB,7,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QSB,8,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.11827101564571732
current20,QSB,8,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QSB,9,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.10614525139664804
current20,QSB,9,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QSB,10,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.0967741935483871
current20,QSB,10,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QT,2,diagnostic_3rows_2buildings,100,100,99,100,20.0,0.3001817885825917
current20,QT,2,primary_6rows_3buildings,100,100,99,100,19.0,0.2988929889298893
current20,QT,3,diagnostic_3rows_2buildings,100,100,37,100,20.0,0.3313596246229472
current20,QT,3,primary_6rows_3buildings,100,100,33,100,19.0,0.3633418965709818
current20,QT,4,diagnostic_3rows_2buildings,100,100,2,100,20.0,0.3384052575350448
current20,QT,4,primary_6rows_3buildings,100,100,1,100,19.0,0.34626623980171434
current20,QT,5,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.31511499995127484
current20,QT,5,primary_6rows_3buildings,100,100,0,100,19.0,0.31496406265596144
current20,QT,6,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.2914077048854875
current20,QT,6,primary_6rows_3buildings,100,100,0,100,19.0,0.2972342552482506
current20,QT,7,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.25285982410388486
current20,QT,7,primary_6rows_3buildings,100,100,0,100,19.0,0.2518660308718086
current20,QT,8,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.1971830985915493
current20,QT,8,primary_6rows_3buildings,100,100,0,99,19.0,0.21369472953882518
current20,QT,9,diagnostic_3rows_2buildings,100,100,0,98,20.0,0.15543447089188414
current20,QT,9,primary_6rows_3buildings,100,100,0,95,19.0,0.16160031378701706
current20,QT,10,diagnostic_3rows_2buildings,100,100,0,96,20.0,0.11310592459605026
current20,QT,10,primary_6rows_3buildings,100,100,0,84,19.0,0.12232064880056977
current20,QTB,2,diagnostic_3rows_2buildings,100,100,99,100,20.0,0.04422332780541742
current20,QTB,2,primary_6rows_3buildings,100,90,86,90,19.0,0.08518518518518511
current20,QTB,3,diagnostic_3rows_2buildings,100,100,78,100,20.0,0.2703700090911828
current20,QTB,3,primary_6rows_3buildings,100,90,54,86,19.0,0.24032985513893662
current20,QTB,4,diagnostic_3rows_2buildings,100,100,25,100,20.0,0.27366649603524207
current20,QTB,4,primary_6rows_3buildings,100,89,20,82,19.0,0.2525879917184265
current20,QTB,5,diagnostic_3rows_2buildings,100,100,7,100,20.0,0.33541660077897495
current20,QTB,5,primary_6rows_3buildings,100,88,6,79,19.0,0.3076923076923077
current20,QTB,6,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.32216819928522966
current20,QTB,6,primary_6rows_3buildings,100,88,0,74,19.0,0.2729206914929052
current20,QTB,7,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.3031239795879791
current20,QTB,7,primary_6rows_3buildings,100,86,0,70,19.0,0.2713661035293515
current20,QTB,8,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.2638325196815763
current20,QTB,8,primary_6rows_3buildings,100,85,0,70,19.0,0.2314647377938517
current20,QTB,9,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.23745727869696684
current20,QTB,9,primary_6rows_3buildings,100,81,0,65,19.0,0.22867228868405567
current20,QTB,10,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.23761256311977666
current20,QTB,10,primary_6rows_3buildings,100,81,0,63,19.0,0.20190242405645903
current20,QTS,2,diagnostic_3rows_2buildings,100,69,68,69,20.0,0.21087606600952485
current20,QTS,2,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTS,3,diagnostic_3rows_2buildings,100,69,37,69,20.0,0.24164671000114038
current20,QTS,3,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTS,4,diagnostic_3rows_2buildings,100,69,5,69,20.0,0.3128634236278542
current20,QTS,4,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTS,5,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.34226877330019523
current20,QTS,5,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTS,6,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.3548387096774194
current20,QTS,6,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTS,7,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.3706293706293706
current20,QTS,7,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTS,8,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.3395828944596587
current20,QTS,8,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTS,9,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.31772479172651535
current20,QTS,9,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTS,10,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.2630217953454008
current20,QTS,10,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTSB,2,diagnostic_3rows_2buildings,100,69,69,69,20.0,-0.010638297872340458
current20,QTSB,2,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTSB,3,diagnostic_3rows_2buildings,100,69,59,69,20.0,0.27612873876947575
current20,QTSB,3,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTSB,4,diagnostic_3rows_2buildings,100,69,20,69,20.0,0.32514429480538704
current20,QTSB,4,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTSB,5,diagnostic_3rows_2buildings,100,69,3,69,20.0,0.3106376408831249
current20,QTSB,5,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTSB,6,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.3105656350053362
current20,QTSB,6,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTSB,7,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.2699696663296259
current20,QTSB,7,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTSB,8,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.25819885476314425
current20,QTSB,8,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTSB,9,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.2161955691367456
current20,QTSB,9,primary_6rows_3buildings,100,0,0,0,0.0,
current20,QTSB,10,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.2038095238095238
current20,QTSB,10,primary_6rows_3buildings,100,0,0,0,0.0,
current20,S,2,diagnostic_3rows_2buildings,100,69,68,69,20.0,-0.01217656012176576
current20,S,2,primary_6rows_3buildings,100,0,0,0,0.0,
current20,S,3,diagnostic_3rows_2buildings,100,69,49,69,20.0,0.15518924194772804
current20,S,3,primary_6rows_3buildings,100,0,0,0,0.0,
current20,S,4,diagnostic_3rows_2buildings,100,69,22,69,20.0,0.11880128433820904
current20,S,4,primary_6rows_3buildings,100,0,0,0,0.0,
current20,S,5,diagnostic_3rows_2buildings,100,69,8,69,20.0,0.1576211588442134
current20,S,5,primary_6rows_3buildings,100,0,0,0,0.0,
current20,S,6,diagnostic_3rows_2buildings,100,69,1,69,20.0,0.163302752293578
current20,S,6,primary_6rows_3buildings,100,0,0,0,0.0,
current20,S,7,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.11680572109654351
current20,S,7,primary_6rows_3buildings,100,0,0,0,0.0,
current20,S,8,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.09478435305917753
current20,S,8,primary_6rows_3buildings,100,0,0,0,0.0,
current20,S,9,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.10471204188481675
current20,S,9,primary_6rows_3buildings,100,0,0,0,0.0,
current20,S,10,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.08308854385228705
current20,S,10,primary_6rows_3buildings,100,0,0,0,0.0,
current20,SB,2,diagnostic_3rows_2buildings,100,69,69,69,20.0,-0.05076872027430601
current20,SB,2,primary_6rows_3buildings,100,0,0,0,0.0,
current20,SB,3,diagnostic_3rows_2buildings,100,69,60,69,20.0,0.07729271035681425
current20,SB,3,primary_6rows_3buildings,100,0,0,0,0.0,
current20,SB,4,diagnostic_3rows_2buildings,100,69,44,69,20.0,0.18691000629326618
current20,SB,4,primary_6rows_3buildings,100,0,0,0,0.0,
current20,SB,5,diagnostic_3rows_2buildings,100,69,29,69,20.0,0.2468212415856395
current20,SB,5,primary_6rows_3buildings,100,0,0,0,0.0,
current20,SB,6,diagnostic_3rows_2buildings,100,69,15,69,20.0,0.22175652505239093
current20,SB,6,primary_6rows_3buildings,100,0,0,0,0.0,
current20,SB,7,diagnostic_3rows_2buildings,100,69,2,69,20.0,0.22022022022022023
current20,SB,7,primary_6rows_3buildings,100,0,0,0,0.0,
current20,SB,8,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.19898819561551434
current20,SB,8,primary_6rows_3buildings,100,0,0,0,0.0,
current20,SB,9,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.17440815103386276
current20,SB,9,primary_6rows_3buildings,100,0,0,0,0.0,
current20,SB,10,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.15212981744421908
current20,SB,10,primary_6rows_3buildings,100,0,0,0,0.0,
current20,T,2,diagnostic_3rows_2buildings,100,100,100,100,20.0,0.7999113180356945
current20,T,2,primary_6rows_3buildings,100,100,100,100,19.0,0.7891491985203453
current20,T,3,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.797886393659181
current20,T,3,primary_6rows_3buildings,100,100,0,100,19.0,0.796471329552615
current20,T,4,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.5937690897984117
current20,T,4,primary_6rows_3buildings,100,100,0,100,19.0,0.677536367821638
current20,T,5,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.4554786324675829
current20,T,5,primary_6rows_3buildings,100,100,0,100,19.0,0.45429321334833145
current20,T,6,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.4500830480983471
current20,T,6,primary_6rows_3buildings,100,100,0,100,19.0,0.4580044086310254
current20,T,7,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.4323500314137575
current20,T,7,primary_6rows_3buildings,100,100,0,100,19.0,0.44985544360268076
current20,T,8,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.35774647887323946
current20,T,8,primary_6rows_3buildings,100,100,0,99,19.0,0.379372914349277
current20,T,9,diagnostic_3rows_2buildings,100,100,0,99,20.0,0.2777808382683744
current20,T,9,primary_6rows_3buildings,100,100,0,96,19.0,0.2867865136322926
current20,T,10,diagnostic_3rows_2buildings,100,100,0,98,20.0,0.24000055651114377
current20,T,10,primary_6rows_3buildings,100,100,0,90,19.0,0.2482306990407941
current20,TB,2,diagnostic_3rows_2buildings,100,100,100,100,20.0,0.7995558023320377
current20,TB,2,primary_6rows_3buildings,100,90,89,90,19.0,0.7891491985203453
current20,TB,3,diagnostic_3rows_2buildings,100,100,94,100,20.0,0.5020822850701407
current20,TB,3,primary_6rows_3buildings,100,90,79,82,19.0,0.5159270887926184
current20,TB,4,diagnostic_3rows_2buildings,100,100,57,100,20.0,0.6330609538759123
current20,TB,4,primary_6rows_3buildings,100,89,49,80,19.0,0.6296296296296297
current20,TB,5,diagnostic_3rows_2buildings,100,100,3,100,20.0,0.5110181759691169
current20,TB,5,primary_6rows_3buildings,100,88,2,77,19.0,0.49973075482300056
current20,TB,6,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.46454740430627395
current20,TB,6,primary_6rows_3buildings,100,88,0,73,19.0,0.46258166199155226
current20,TB,7,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.48536364242853347
current20,TB,7,primary_6rows_3buildings,100,86,0,67,19.0,0.4788743804981084
current20,TB,8,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.45157179711722806
current20,TB,8,primary_6rows_3buildings,100,85,0,63,19.0,0.4520749947335159
current20,TB,9,diagnostic_3rows_2buildings,100,100,0,100,20.0,0.40018034265103697
current20,TB,9,primary_6rows_3buildings,100,81,0,58,19.0,0.39530988274706863
current20,TB,10,diagnostic_3rows_2buildings,100,100,0,99,20.0,0.339622641509434
current20,TB,10,primary_6rows_3buildings,100,81,0,55,19.0,0.3185078909612626
current20,TS,2,diagnostic_3rows_2buildings,100,69,69,69,20.0,0.4643449419568823
current20,TS,2,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TS,3,diagnostic_3rows_2buildings,100,69,47,69,20.0,0.46028860356777634
current20,TS,3,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TS,4,diagnostic_3rows_2buildings,100,69,5,69,20.0,0.4867710209170245
current20,TS,4,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TS,5,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.38501849568434027
current20,TS,5,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TS,6,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.3806167400881057
current20,TS,6,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TS,7,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.3565553942912434
current20,TS,7,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TS,8,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.35756551141166526
current20,TS,8,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TS,9,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.4025157232704403
current20,TS,9,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TS,10,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.4020142677297524
current20,TS,10,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TSB,2,diagnostic_3rows_2buildings,100,69,69,69,20.0,0.6208425720620843
current20,TSB,2,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TSB,3,diagnostic_3rows_2buildings,100,69,68,69,20.0,0.45434298440979953
current20,TSB,3,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TSB,4,diagnostic_3rows_2buildings,100,69,38,69,20.0,0.4255085211654755
current20,TSB,4,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TSB,5,diagnostic_3rows_2buildings,100,69,15,69,20.0,0.46247295723082044
current20,TSB,5,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TSB,6,diagnostic_3rows_2buildings,100,69,2,69,20.0,0.4043321299638989
current20,TSB,6,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TSB,7,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.3501496365968363
current20,TSB,7,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TSB,8,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.3241106719367589
current20,TSB,8,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TSB,9,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.29824561403508765
current20,TSB,9,primary_6rows_3buildings,100,0,0,0,0.0,
current20,TSB,10,diagnostic_3rows_2buildings,100,69,0,69,20.0,0.24318658280922434
current20,TSB,10,primary_6rows_3buildings,100,0,0,0,0.0,
