cohort,model,groups,role,support,attempts,available,both_at_least_2,jaccard_median,adjusted_jaccard_median
all26,TS,12,scope_accept_low,diagnostic_3rows_2buildings,100,0,0,,
all26,TS,12,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,TS,12,scope_reject_high,diagnostic_3rows_2buildings,100,67,0,1.0,1.0
all26,TS,12,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,TS,12,scope_reject_low,diagnostic_3rows_2buildings,100,0,0,,
all26,TS,12,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,TS,12,time_high,diagnostic_3rows_2buildings,100,69,0,0.5,0.47826086956521735
all26,TS,12,time_high,primary_6rows_3buildings,100,0,0,,
all26,TS,12,time_low,diagnostic_3rows_2buildings,100,69,2,0.5,0.47826086956521735
all26,TS,12,time_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,2,benefit_high,diagnostic_3rows_2buildings,100,69,69,0.6842105263157895,0.4055655053051751
all26,TSB,2,benefit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,2,benefit_low,diagnostic_3rows_2buildings,100,69,69,0.5,0.35577585259003336
all26,TSB,2,benefit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,2,edit_high,diagnostic_3rows_2buildings,100,69,69,0.7,0.46416340058632816
all26,TSB,2,edit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,2,edit_low,diagnostic_3rows_2buildings,100,69,69,0.5,0.398708276853669
all26,TSB,2,edit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,2,scope_accept_high,diagnostic_3rows_2buildings,100,69,69,0.55,0.2208811484707563
all26,TSB,2,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,2,scope_accept_low,diagnostic_3rows_2buildings,100,69,69,0.3,0.18495137220041738
all26,TSB,2,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,2,scope_reject_high,diagnostic_3rows_2buildings,100,68,68,0.6754385964912281,0.4144410390707354
all26,TSB,2,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,2,scope_reject_low,diagnostic_3rows_2buildings,100,68,68,0.5,0.398708276853669
all26,TSB,2,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,2,time_high,diagnostic_3rows_2buildings,100,69,69,0.7,0.46416340058632816
all26,TSB,2,time_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,2,time_low,diagnostic_3rows_2buildings,100,69,69,0.5,0.398708276853669
all26,TSB,2,time_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,3,benefit_high,diagnostic_3rows_2buildings,100,69,69,0.5,0.33609672184133194
all26,TSB,3,benefit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,3,benefit_low,diagnostic_3rows_2buildings,100,69,69,0.0,-0.11318636914650027
all26,TSB,3,benefit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,3,edit_high,diagnostic_3rows_2buildings,100,69,69,0.2222222222222222,0.08378209274261693
all26,TSB,3,edit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,3,edit_low,diagnostic_3rows_2buildings,100,69,69,0.4,0.30102208113859147
all26,TSB,3,edit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,3,scope_accept_high,diagnostic_3rows_2buildings,100,68,68,0.1715686274509804,0.011776836922795386
all26,TSB,3,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,3,scope_accept_low,diagnostic_3rows_2buildings,100,62,62,0.0,-0.14968398104547867
all26,TSB,3,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,3,scope_reject_high,diagnostic_3rows_2buildings,100,68,68,0.3333333333333333,0.17675841943799325
all26,TSB,3,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,3,scope_reject_low,diagnostic_3rows_2buildings,100,69,69,0.4,0.18495137220041738
all26,TSB,3,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,3,time_high,diagnostic_3rows_2buildings,100,69,69,0.5,0.3462621911212772
all26,TSB,3,time_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,3,time_low,diagnostic_3rows_2buildings,100,69,69,0.4,0.30102208113859147
all26,TSB,3,time_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,4,benefit_high,diagnostic_3rows_2buildings,100,69,65,0.375,0.2835910545415542
all26,TSB,4,benefit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,4,benefit_low,diagnostic_3rows_2buildings,100,69,69,0.0,-0.06017925736235595
all26,TSB,4,benefit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,4,edit_high,diagnostic_3rows_2buildings,100,69,64,0.2,0.12278825855704632
all26,TSB,4,edit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,4,edit_low,diagnostic_3rows_2buildings,100,69,69,0.4,0.33991076137548415
all26,TSB,4,edit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,4,scope_accept_high,diagnostic_3rows_2buildings,100,66,65,0.2,0.13164104397568827
all26,TSB,4,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,4,scope_accept_low,diagnostic_3rows_2buildings,100,59,52,0.08333333333333333,-0.043478260869565216
all26,TSB,4,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,4,scope_reject_high,diagnostic_3rows_2buildings,100,69,60,0.3333333333333333,0.2512401419226824
all26,TSB,4,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,4,scope_reject_low,diagnostic_3rows_2buildings,100,64,64,0.2,0.13164104397568827
all26,TSB,4,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,4,time_high,diagnostic_3rows_2buildings,100,69,69,0.5,0.386742626796159
all26,TSB,4,time_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,4,time_low,diagnostic_3rows_2buildings,100,69,69,0.4,0.30102208113859147
all26,TSB,4,time_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,5,benefit_high,diagnostic_3rows_2buildings,100,69,67,0.25,0.14709648321490956
all26,TSB,5,benefit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,5,benefit_low,diagnostic_3rows_2buildings,100,69,65,0.0,-0.043478260869565216
all26,TSB,5,benefit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,5,edit_high,diagnostic_3rows_2buildings,100,69,55,0.16666666666666666,0.08647770355659866
all26,TSB,5,edit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,5,edit_low,diagnostic_3rows_2buildings,100,69,65,0.5,0.45751809166443314
all26,TSB,5,edit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,5,scope_accept_high,diagnostic_3rows_2buildings,100,67,65,0.3333333333333333,0.28004471771939626
all26,TSB,5,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,5,scope_accept_low,diagnostic_3rows_2buildings,100,57,46,0.0,-0.043478260869565216
all26,TSB,5,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,5,scope_reject_high,diagnostic_3rows_2buildings,100,69,40,0.3333333333333333,0.3043478260869565
all26,TSB,5,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,5,scope_reject_low,diagnostic_3rows_2buildings,100,59,58,0.16666666666666666,0.004987575752158587
all26,TSB,5,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,5,time_high,diagnostic_3rows_2buildings,100,69,69,0.5,0.4134837126896799
all26,TSB,5,time_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,5,time_low,diagnostic_3rows_2buildings,100,69,69,0.4,0.30102208113859147
all26,TSB,5,time_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,6,benefit_high,diagnostic_3rows_2buildings,100,69,68,0.2727272727272727,0.18752725686873092
all26,TSB,6,benefit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,6,benefit_low,diagnostic_3rows_2buildings,100,69,32,0.0,-0.043478260869565216
all26,TSB,6,benefit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,6,edit_high,diagnostic_3rows_2buildings,100,69,52,0.2,0.14085603112840467
all26,TSB,6,edit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,6,edit_low,diagnostic_3rows_2buildings,100,69,46,0.4,0.34226394656075104
all26,TSB,6,edit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,6,scope_accept_high,diagnostic_3rows_2buildings,100,67,65,0.5,0.45751809166443314
all26,TSB,6,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,6,scope_accept_low,diagnostic_3rows_2buildings,100,47,31,0.0,-0.04545454545454545
all26,TSB,6,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,6,scope_reject_high,diagnostic_3rows_2buildings,100,69,30,0.3333333333333333,0.3043478260869565
all26,TSB,6,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,6,scope_reject_low,diagnostic_3rows_2buildings,100,51,44,0.0,-0.06017925736235595
all26,TSB,6,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,6,time_high,diagnostic_3rows_2buildings,100,69,68,0.4444444444444444,0.3535458685751464
all26,TSB,6,time_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,6,time_low,diagnostic_3rows_2buildings,100,69,49,0.25,0.1953611731097973
all26,TSB,6,time_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,7,benefit_high,diagnostic_3rows_2buildings,100,69,68,0.25,0.1953611731097973
all26,TSB,7,benefit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,7,benefit_low,diagnostic_3rows_2buildings,100,69,11,0.16666666666666666,0.08647770355659866
all26,TSB,7,benefit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,7,edit_high,diagnostic_3rows_2buildings,100,69,45,0.2,0.14085603112840467
all26,TSB,7,edit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,7,edit_low,diagnostic_3rows_2buildings,100,69,24,0.3333333333333333,0.3043478260869565
all26,TSB,7,edit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,7,scope_accept_high,diagnostic_3rows_2buildings,100,65,58,0.5,0.46303501945525294
all26,TSB,7,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,7,scope_accept_low,diagnostic_3rows_2buildings,100,33,20,0.0,-0.043478260869565216
all26,TSB,7,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,7,scope_reject_high,diagnostic_3rows_2buildings,100,69,18,0.3333333333333333,0.3043478260869565
all26,TSB,7,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,7,scope_reject_low,diagnostic_3rows_2buildings,100,41,31,0.0,-0.06017925736235595
all26,TSB,7,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,7,time_high,diagnostic_3rows_2buildings,100,69,67,0.4,0.3535458685751464
all26,TSB,7,time_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,7,time_low,diagnostic_3rows_2buildings,100,69,30,0.25,0.21739130434782608
all26,TSB,7,time_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,8,benefit_high,diagnostic_3rows_2buildings,100,69,67,0.25,0.18752725686873092
all26,TSB,8,benefit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,8,benefit_low,diagnostic_3rows_2buildings,100,69,1,0.0,-0.043478260869565216
all26,TSB,8,benefit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,8,edit_high,diagnostic_3rows_2buildings,100,69,42,0.5,0.46303501945525294
all26,TSB,8,edit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,8,edit_low,diagnostic_3rows_2buildings,100,69,6,0.3333333333333333,0.3043478260869565
all26,TSB,8,edit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,8,scope_accept_high,diagnostic_3rows_2buildings,100,63,51,0.5,0.47826086956521735
all26,TSB,8,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,8,scope_accept_low,diagnostic_3rows_2buildings,100,18,10,0.0,-0.043478260869565216
all26,TSB,8,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,8,scope_reject_high,diagnostic_3rows_2buildings,100,69,8,0.5,0.47826086956521735
all26,TSB,8,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,8,scope_reject_low,diagnostic_3rows_2buildings,100,23,15,0.0,-0.04545454545454545
all26,TSB,8,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,8,time_high,diagnostic_3rows_2buildings,100,69,64,0.5,0.4445990709343578
all26,TSB,8,time_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,8,time_low,diagnostic_3rows_2buildings,100,69,10,0.3333333333333333,0.3043478260869565
all26,TSB,8,time_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,9,benefit_high,diagnostic_3rows_2buildings,100,69,67,0.2,0.13202894666309303
all26,TSB,9,benefit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,9,benefit_low,diagnostic_3rows_2buildings,100,69,1,0.0,-0.043478260869565216
all26,TSB,9,benefit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,9,edit_high,diagnostic_3rows_2buildings,100,69,44,0.5,0.47826086956521735
all26,TSB,9,edit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,9,edit_low,diagnostic_3rows_2buildings,100,69,1,1.0,1.0
all26,TSB,9,edit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,9,scope_accept_high,diagnostic_3rows_2buildings,100,61,46,0.6666666666666666,0.6437560503388189
all26,TSB,9,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,9,scope_accept_low,diagnostic_3rows_2buildings,100,9,5,0.0,-0.043478260869565216
all26,TSB,9,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,9,scope_reject_high,diagnostic_3rows_2buildings,100,69,3,1.0,1.0
all26,TSB,9,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,9,scope_reject_low,diagnostic_3rows_2buildings,100,18,9,0.0,-0.043478260869565216
all26,TSB,9,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,9,time_high,diagnostic_3rows_2buildings,100,69,61,0.5,0.45751809166443314
all26,TSB,9,time_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,9,time_low,diagnostic_3rows_2buildings,100,69,6,0.3333333333333333,0.3043478260869565
all26,TSB,9,time_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,10,benefit_high,diagnostic_3rows_2buildings,100,69,64,0.2,0.13202894666309303
all26,TSB,10,benefit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,10,benefit_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,TSB,10,benefit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,10,edit_high,diagnostic_3rows_2buildings,100,69,44,0.5,0.47826086956521735
all26,TSB,10,edit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,10,edit_low,diagnostic_3rows_2buildings,100,69,1,1.0,1.0
all26,TSB,10,edit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,10,scope_accept_high,diagnostic_3rows_2buildings,100,58,42,0.6666666666666666,0.6437560503388189
all26,TSB,10,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,10,scope_accept_low,diagnostic_3rows_2buildings,100,4,1,0.0,-0.043478260869565216
all26,TSB,10,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,10,scope_reject_high,diagnostic_3rows_2buildings,100,68,0,1.0,1.0
all26,TSB,10,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,10,scope_reject_low,diagnostic_3rows_2buildings,100,13,9,0.0,-0.06017925736235595
all26,TSB,10,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,10,time_high,diagnostic_3rows_2buildings,100,69,49,0.5,0.47826086956521735
all26,TSB,10,time_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,10,time_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,TSB,10,time_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,11,benefit_high,diagnostic_3rows_2buildings,100,69,58,0.2,0.14085603112840467
all26,TSB,11,benefit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,11,benefit_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,TSB,11,benefit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,11,edit_high,diagnostic_3rows_2buildings,100,69,44,0.5,0.47826086956521735
all26,TSB,11,edit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,11,edit_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,TSB,11,edit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,11,scope_accept_high,diagnostic_3rows_2buildings,100,51,33,0.6666666666666666,0.6437560503388189
all26,TSB,11,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,11,scope_accept_low,diagnostic_3rows_2buildings,100,1,0,0.0,-0.043478260869565216
all26,TSB,11,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,11,scope_reject_high,diagnostic_3rows_2buildings,100,67,0,1.0,1.0
all26,TSB,11,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,11,scope_reject_low,diagnostic_3rows_2buildings,100,5,3,1.0,1.0
all26,TSB,11,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,11,time_high,diagnostic_3rows_2buildings,100,69,40,0.5,0.47826086956521735
all26,TSB,11,time_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,11,time_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,TSB,11,time_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,12,benefit_high,diagnostic_3rows_2buildings,100,69,44,0.2,0.14085603112840467
all26,TSB,12,benefit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,12,benefit_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,TSB,12,benefit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,12,edit_high,diagnostic_3rows_2buildings,100,69,39,0.5,0.47826086956521735
all26,TSB,12,edit_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,12,edit_low,diagnostic_3rows_2buildings,100,68,0,1.0,1.0
all26,TSB,12,edit_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,12,scope_accept_high,diagnostic_3rows_2buildings,100,44,28,1.0,1.0
all26,TSB,12,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,12,scope_accept_low,diagnostic_3rows_2buildings,100,0,0,,
all26,TSB,12,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,12,scope_reject_high,diagnostic_3rows_2buildings,100,67,0,1.0,1.0
all26,TSB,12,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,12,scope_reject_low,diagnostic_3rows_2buildings,100,3,2,0.0,-0.06017925736235595
all26,TSB,12,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,TSB,12,time_high,diagnostic_3rows_2buildings,100,69,31,0.5,0.47826086956521735
all26,TSB,12,time_high,primary_6rows_3buildings,100,0,0,,
all26,TSB,12,time_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,TSB,12,time_low,primary_6rows_3buildings,100,0,0,,
current20,B,2,benefit_high,diagnostic_3rows_2buildings,100,100,100,0.5,-0.14700275365388724
current20,B,2,benefit_high,primary_6rows_3buildings,100,90,90,0.5,-0.14700275365388724
current20,B,2,benefit_low,diagnostic_3rows_2buildings,100,100,99,0.0,-0.10251450676982592
current20,B,2,benefit_low,primary_6rows_3buildings,100,90,76,0.0,-0.10251450676982592
current20,B,2,edit_high,diagnostic_3rows_2buildings,100,100,100,0.4444444444444444,0.09703045583703519
current20,B,2,edit_high,primary_6rows_3buildings,100,90,88,0.4444444444444444,0.09703045583703519
current20,B,2,edit_low,diagnostic_3rows_2buildings,100,100,99,0.16666666666666666,0.0773942925444494
current20,B,2,edit_low,primary_6rows_3buildings,100,90,77,0.16666666666666666,0.0773942925444494
current20,B,3,benefit_high,diagnostic_3rows_2buildings,100,100,100,0.7142857142857143,0.5112522609941129
current20,B,3,benefit_high,primary_6rows_3buildings,100,90,88,0.6961538461538461,0.4984268772661712
current20,B,3,benefit_low,diagnostic_3rows_2buildings,100,100,76,0.45,0.39879465452608387
current20,B,3,benefit_low,primary_6rows_3buildings,100,90,53,0.0,0.0
current20,B,3,edit_high,diagnostic_3rows_2buildings,100,100,100,0.75,0.6808330046594276
current20,B,3,edit_high,primary_6rows_3buildings,100,90,88,0.7321428571428572,0.6473586547598538
current20,B,3,edit_low,diagnostic_3rows_2buildings,100,100,75,0.5,0.4736842105263158
current20,B,3,edit_low,primary_6rows_3buildings,100,90,53,0.5,0.4736842105263158
current20,B,4,benefit_high,diagnostic_3rows_2buildings,100,100,81,0.3333333333333333,0.18246472782245263
current20,B,4,benefit_high,primary_6rows_3buildings,100,89,69,0.2857142857142857,0.14132610239524823
current20,B,4,benefit_low,diagnostic_3rows_2buildings,100,100,52,0.5,0.4736842105263158
current20,B,4,benefit_low,primary_6rows_3buildings,100,89,37,0.5,0.4736842105263158
current20,B,4,edit_high,diagnostic_3rows_2buildings,100,100,97,0.5555555555555556,0.44435209008933013
current20,B,4,edit_high,primary_6rows_3buildings,100,89,79,0.5555555555555556,0.44435209008933013
current20,B,4,edit_low,diagnostic_3rows_2buildings,100,100,53,0.5,0.4736842105263158
current20,B,4,edit_low,primary_6rows_3buildings,100,89,40,0.5,0.4736842105263158
current20,B,5,benefit_high,diagnostic_3rows_2buildings,100,100,62,0.2,0.1209700757360716
current20,B,5,benefit_high,primary_6rows_3buildings,100,88,55,0.2111111111111111,0.11581173982020096
current20,B,5,benefit_low,diagnostic_3rows_2buildings,100,100,15,0.5,0.4736842105263158
current20,B,5,benefit_low,primary_6rows_3buildings,100,88,12,0.5,0.4736842105263158
current20,B,5,edit_high,diagnostic_3rows_2buildings,100,100,89,0.4,0.30560262919533415
current20,B,5,edit_high,primary_6rows_3buildings,100,88,72,0.3875,0.2975054632034313
current20,B,5,edit_low,diagnostic_3rows_2buildings,100,100,16,0.5,0.4736842105263158
current20,B,5,edit_low,primary_6rows_3buildings,100,88,10,0.5,0.4736842105263158
current20,B,6,benefit_high,diagnostic_3rows_2buildings,100,100,47,0.17424242424242425,0.09774436090225565
current20,B,6,benefit_high,primary_6rows_3buildings,100,88,38,0.16666666666666666,0.09774436090225565
current20,B,6,benefit_low,diagnostic_3rows_2buildings,100,100,5,0.5,0.4736842105263158
current20,B,6,benefit_low,primary_6rows_3buildings,100,88,4,0.5,0.4736842105263158
current20,B,6,edit_high,diagnostic_3rows_2buildings,100,100,78,0.3333333333333333,0.24677898909811694
current20,B,6,edit_high,primary_6rows_3buildings,100,88,59,0.3333333333333333,0.24677898909811694
current20,B,6,edit_low,diagnostic_3rows_2buildings,100,100,1,0.5,0.4736842105263158
current20,B,6,edit_low,primary_6rows_3buildings,100,88,0,0.5,0.4736842105263158
current20,B,7,benefit_high,diagnostic_3rows_2buildings,100,100,32,0.2,0.15789473684210528
current20,B,7,benefit_high,primary_6rows_3buildings,100,86,28,0.2,0.1230769230769231
current20,B,7,benefit_low,diagnostic_3rows_2buildings,100,100,0,0.5,0.4736842105263158
current20,B,7,benefit_low,primary_6rows_3buildings,100,86,0,0.5,0.4736842105263158
current20,B,7,edit_high,diagnostic_3rows_2buildings,100,100,60,0.3333333333333333,0.24677898909811694
current20,B,7,edit_high,primary_6rows_3buildings,100,86,45,0.3333333333333333,0.24838949454905845
current20,B,7,edit_low,diagnostic_3rows_2buildings,100,100,0,0.5,0.4736842105263158
current20,B,7,edit_low,primary_6rows_3buildings,100,86,0,0.5,0.4736842105263158
current20,B,8,benefit_high,diagnostic_3rows_2buildings,100,100,23,0.25,0.1868758915834522
current20,B,8,benefit_high,primary_6rows_3buildings,100,85,22,0.2,0.15789473684210528
current20,B,8,benefit_low,diagnostic_3rows_2buildings,100,100,0,0.5,0.4736842105263158
current20,B,8,benefit_low,primary_6rows_3buildings,100,85,0,0.5,0.4736842105263158
current20,B,8,edit_high,diagnostic_3rows_2buildings,100,100,44,0.3333333333333333,0.29356725146198825
current20,B,8,edit_high,primary_6rows_3buildings,100,85,30,0.3333333333333333,0.25
current20,B,8,edit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
current20,B,8,edit_low,primary_6rows_3buildings,100,85,0,1.0,1.0
current20,B,9,benefit_high,diagnostic_3rows_2buildings,100,100,17,0.3333333333333333,0.2982456140350877
current20,B,9,benefit_high,primary_6rows_3buildings,100,81,17,0.3333333333333333,0.2982456140350877
current20,B,9,benefit_low,diagnostic_3rows_2buildings,100,100,0,0.5,0.4736842105263158
current20,B,9,benefit_low,primary_6rows_3buildings,100,81,0,0.5,0.4736842105263158
current20,B,9,edit_high,diagnostic_3rows_2buildings,100,100,31,0.3333333333333333,0.2982456140350877
current20,B,9,edit_high,primary_6rows_3buildings,100,81,22,0.3333333333333333,0.28888888888888886
current20,B,9,edit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
current20,B,9,edit_low,primary_6rows_3buildings,100,81,0,1.0,1.0
current20,B,10,benefit_high,diagnostic_3rows_2buildings,100,100,8,0.3333333333333333,0.2982456140350877
current20,B,10,benefit_high,primary_6rows_3buildings,100,81,8,0.3333333333333333,0.2982456140350877
current20,B,10,benefit_low,diagnostic_3rows_2buildings,100,100,0,0.5,0.4736842105263158
current20,B,10,benefit_low,primary_6rows_3buildings,100,81,0,0.5,0.4736842105263158
current20,B,10,edit_high,diagnostic_3rows_2buildings,100,100,20,0.3333333333333333,0.2982456140350877
current20,B,10,edit_high,primary_6rows_3buildings,100,81,16,0.3333333333333333,0.2982456140350877
current20,B,10,edit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
current20,B,10,edit_low,primary_6rows_3buildings,100,81,0,1.0,1.0
current20,Q,2,quality_high,diagnostic_3rows_2buildings,100,100,100,0.5263157894736842,0.18765231519090161
current20,Q,2,quality_high,primary_6rows_3buildings,100,100,100,0.5263157894736842,0.18765231519090161
current20,Q,2,quality_low,diagnostic_3rows_2buildings,100,100,45,0.225,0.12280701754385966
current20,Q,2,quality_low,primary_6rows_3buildings,100,100,45,0.225,0.12280701754385966
current20,Q,3,quality_high,diagnostic_3rows_2buildings,100,100,98,0.39230769230769236,0.2138202130961001
current20,Q,3,quality_high,primary_6rows_3buildings,100,100,98,0.39230769230769236,0.2138202130961001
current20,Q,3,quality_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
current20,Q,3,quality_low,primary_6rows_3buildings,100,100,0,1.0,1.0
current20,Q,4,quality_high,diagnostic_3rows_2buildings,100,100,81,0.3333333333333333,0.2843691148775894
current20,Q,4,quality_high,primary_6rows_3buildings,100,100,81,0.3333333333333333,0.2843691148775894
current20,Q,4,quality_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
current20,Q,4,quality_low,primary_6rows_3buildings,100,100,0,1.0,1.0
current20,Q,5,quality_high,diagnostic_3rows_2buildings,100,100,49,0.3333333333333333,0.2982456140350877
current20,Q,5,quality_high,primary_6rows_3buildings,100,100,49,0.3333333333333333,0.2982456140350877
current20,Q,5,quality_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
current20,Q,5,quality_low,primary_6rows_3buildings,100,100,0,1.0,1.0
current20,Q,6,quality_high,diagnostic_3rows_2buildings,100,100,35,0.3333333333333333,0.2982456140350877
current20,Q,6,quality_high,primary_6rows_3buildings,100,100,35,0.3333333333333333,0.2982456140350877
current20,Q,6,quality_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
