cohort,model,groups,group,support,attempts,available,both_at_least_2,jaccard_median,chance_jaccard_median,adjusted_jaccard_median
all26,QS,10,8,primary_6rows_3buildings,100,0,0,,,
all26,QS,10,9,diagnostic_3rows_2buildings,100,69,6,0.0,0.04,0.0
all26,QS,10,9,primary_6rows_3buildings,100,0,0,,,
all26,QS,10,10,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QS,10,10,primary_6rows_3buildings,100,0,0,,,
all26,QS,11,1,diagnostic_3rows_2buildings,100,69,31,0.5,0.04,0.4791666666666667
all26,QS,11,1,primary_6rows_3buildings,100,0,0,,,
all26,QS,11,2,diagnostic_3rows_2buildings,100,69,44,0.0,0.06166666666666667,-0.04166666666666667
all26,QS,11,2,primary_6rows_3buildings,100,0,0,,,
all26,QS,11,3,diagnostic_3rows_2buildings,100,69,54,0.0,0.066,-0.04166666666666667
all26,QS,11,3,primary_6rows_3buildings,100,0,0,,,
all26,QS,11,4,diagnostic_3rows_2buildings,100,69,57,0.0,0.06888888888888889,-0.06571936056838366
all26,QS,11,4,primary_6rows_3buildings,100,0,0,,,
all26,QS,11,5,diagnostic_3rows_2buildings,100,69,55,0.0,0.06888888888888889,-0.04166666666666667
all26,QS,11,5,primary_6rows_3buildings,100,0,0,,,
all26,QS,11,6,diagnostic_3rows_2buildings,100,69,44,0.0,0.066,-0.04166666666666667
all26,QS,11,6,primary_6rows_3buildings,100,0,0,,,
all26,QS,11,7,diagnostic_3rows_2buildings,100,69,30,0.0,0.04,-0.04166666666666667
all26,QS,11,7,primary_6rows_3buildings,100,0,0,,,
all26,QS,11,8,diagnostic_3rows_2buildings,100,69,21,0.0,0.04,-0.04166666666666667
all26,QS,11,8,primary_6rows_3buildings,100,0,0,,,
all26,QS,11,9,diagnostic_3rows_2buildings,100,69,6,0.0,0.04,-0.04166666666666667
all26,QS,11,9,primary_6rows_3buildings,100,0,0,,,
all26,QS,11,10,diagnostic_3rows_2buildings,100,69,1,0.0,0.04,0.0
all26,QS,11,10,primary_6rows_3buildings,100,0,0,,,
all26,QS,11,11,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QS,11,11,primary_6rows_3buildings,100,0,0,,,
all26,QS,12,1,diagnostic_3rows_2buildings,100,69,28,0.5,0.04,0.4791666666666667
all26,QS,12,1,primary_6rows_3buildings,100,0,0,,,
all26,QS,12,2,diagnostic_3rows_2buildings,100,69,39,0.0,0.05444444444444444,-0.04166666666666667
all26,QS,12,2,primary_6rows_3buildings,100,0,0,,,
all26,QS,12,3,diagnostic_3rows_2buildings,100,69,45,0.0,0.06166666666666667,-0.04166666666666667
all26,QS,12,3,primary_6rows_3buildings,100,0,0,,,
all26,QS,12,4,diagnostic_3rows_2buildings,100,69,48,0.0,0.06166666666666667,-0.04166666666666667
all26,QS,12,4,primary_6rows_3buildings,100,0,0,,,
all26,QS,12,5,diagnostic_3rows_2buildings,100,69,50,0.0,0.06166666666666667,-0.04166666666666667
all26,QS,12,5,primary_6rows_3buildings,100,0,0,,,
all26,QS,12,6,diagnostic_3rows_2buildings,100,69,50,0.0,0.06166666666666667,-0.04166666666666667
all26,QS,12,6,primary_6rows_3buildings,100,0,0,,,
all26,QS,12,7,diagnostic_3rows_2buildings,100,69,29,0.0,0.04,-0.04166666666666667
all26,QS,12,7,primary_6rows_3buildings,100,0,0,,,
all26,QS,12,8,diagnostic_3rows_2buildings,100,69,26,0.0,0.04,-0.04166666666666667
all26,QS,12,8,primary_6rows_3buildings,100,0,0,,,
all26,QS,12,9,diagnostic_3rows_2buildings,100,69,9,0.0,0.04,-0.04166666666666667
all26,QS,12,9,primary_6rows_3buildings,100,0,0,,,
all26,QS,12,10,diagnostic_3rows_2buildings,100,69,3,0.0,0.04,-0.04166666666666667
all26,QS,12,10,primary_6rows_3buildings,100,0,0,,,
all26,QS,12,11,diagnostic_3rows_2buildings,100,69,0,0.0,0.04,0.0
all26,QS,12,11,primary_6rows_3buildings,100,0,0,,,
all26,QS,12,12,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QS,12,12,primary_6rows_3buildings,100,0,0,,,
all26,QSB,2,1,diagnostic_3rows_2buildings,100,69,69,0.9166666666666666,0.8492,0.44739168877099905
all26,QSB,2,1,primary_6rows_3buildings,100,0,0,,,
all26,QSB,2,2,diagnostic_3rows_2buildings,100,69,0,0.3333333333333333,0.04,0.3055555555555556
all26,QSB,2,2,primary_6rows_3buildings,100,0,0,,,
all26,QSB,3,1,diagnostic_3rows_2buildings,100,69,69,0.6190476190476191,0.4476187104704204,0.26043848544005715
all26,QSB,3,1,primary_6rows_3buildings,100,0,0,,,
all26,QSB,3,2,diagnostic_3rows_2buildings,100,69,69,0.38095238095238093,0.17622914634772344,0.19032387045181925
all26,QSB,3,2,primary_6rows_3buildings,100,0,0,,,
all26,QSB,3,3,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QSB,3,3,primary_6rows_3buildings,100,0,0,,,
all26,QSB,4,1,diagnostic_3rows_2buildings,100,69,69,0.2857142857142857,0.14611125319693094,0.11432293839410061
all26,QSB,4,1,primary_6rows_3buildings,100,0,0,,,
all26,QSB,4,2,diagnostic_3rows_2buildings,100,69,67,0.11764705882352941,0.10705533596837945,-0.03148751357220412
all26,QSB,4,2,primary_6rows_3buildings,100,0,0,,,
all26,QSB,4,3,diagnostic_3rows_2buildings,100,69,66,0.3333333333333333,0.09551242236024844,0.22988063149788215
all26,QSB,4,3,primary_6rows_3buildings,100,0,0,,,
all26,QSB,4,4,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QSB,4,4,primary_6rows_3buildings,100,0,0,,,
all26,QSB,5,1,diagnostic_3rows_2buildings,100,69,67,0.16666666666666666,0.11170186335403727,0.04900756424475285
all26,QSB,5,1,primary_6rows_3buildings,100,0,0,,,
all26,QSB,5,2,diagnostic_3rows_2buildings,100,69,68,0.2,0.10494861660079052,0.05337898348152462
all26,QSB,5,2,primary_6rows_3buildings,100,0,0,,,
all26,QSB,5,3,diagnostic_3rows_2buildings,100,69,65,0.2,0.07466666666666666,0.01965280984886347
all26,QSB,5,3,primary_6rows_3buildings,100,0,0,,,
all26,QSB,5,4,diagnostic_3rows_2buildings,100,69,61,0.3333333333333333,0.0725,0.25516380508255015
all26,QSB,5,4,primary_6rows_3buildings,100,0,0,,,
all26,QSB,5,5,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QSB,5,5,primary_6rows_3buildings,100,0,0,,,
all26,QSB,6,1,diagnostic_3rows_2buildings,100,69,67,0.21428571428571427,0.0725,0.11429584519231682
all26,QSB,6,1,primary_6rows_3buildings,100,0,0,,,
all26,QSB,6,2,diagnostic_3rows_2buildings,100,69,63,0.2,0.09060041407867495,0.10501193317422433
all26,QSB,6,2,primary_6rows_3buildings,100,0,0,,,
all26,QSB,6,3,diagnostic_3rows_2buildings,100,69,67,0.125,0.13159324469996406,-0.026566038849419774
all26,QSB,6,3,primary_6rows_3buildings,100,0,0,,,
all26,QSB,6,4,diagnostic_3rows_2buildings,100,69,63,0.0,0.06888888888888889,-0.04166666666666667
all26,QSB,6,4,primary_6rows_3buildings,100,0,0,,,
all26,QSB,6,5,diagnostic_3rows_2buildings,100,69,57,0.3333333333333333,0.06166666666666667,0.2669155814588835
all26,QSB,6,5,primary_6rows_3buildings,100,0,0,,,
all26,QSB,6,6,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QSB,6,6,primary_6rows_3buildings,100,0,0,,,
all26,QSB,7,1,diagnostic_3rows_2buildings,100,69,66,0.4,0.066,0.3556085918854415
all26,QSB,7,1,primary_6rows_3buildings,100,0,0,,,
all26,QSB,7,2,diagnostic_3rows_2buildings,100,69,61,0.1111111111111111,0.07545454545454545,-0.0048750768213804176
all26,QSB,7,2,primary_6rows_3buildings,100,0,0,,,
all26,QSB,7,3,diagnostic_3rows_2buildings,100,69,67,0.16666666666666666,0.13186442956629293,0.029136092176835854
all26,QSB,7,3,primary_6rows_3buildings,100,0,0,,,
all26,QSB,7,4,diagnostic_3rows_2buildings,100,69,68,0.07142857142857142,0.0725,-0.04166666666666667
all26,QSB,7,4,primary_6rows_3buildings,100,0,0,,,
all26,QSB,7,5,diagnostic_3rows_2buildings,100,69,59,0.125,0.06166666666666667,0.01965280984886347
all26,QSB,7,5,primary_6rows_3buildings,100,0,0,,,
all26,QSB,7,6,diagnostic_3rows_2buildings,100,69,50,0.0,0.06166666666666667,0.0
all26,QSB,7,6,primary_6rows_3buildings,100,0,0,,,
all26,QSB,7,7,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QSB,7,7,primary_6rows_3buildings,100,0,0,,,
all26,QSB,8,1,diagnostic_3rows_2buildings,100,69,61,0.5,0.06166666666666667,0.4791666666666667
all26,QSB,8,1,primary_6rows_3buildings,100,0,0,,,
all26,QSB,8,2,diagnostic_3rows_2buildings,100,69,61,0.1111111111111111,0.09060041407867495,-0.011139499650297608
all26,QSB,8,2,primary_6rows_3buildings,100,0,0,,,
all26,QSB,8,3,diagnostic_3rows_2buildings,100,69,66,0.1,0.08408695652173913,0.02737752161383287
all26,QSB,8,3,primary_6rows_3buildings,100,0,0,,,
all26,QSB,8,4,diagnostic_3rows_2buildings,100,69,66,0.1111111111111111,0.09060041407867495,0.013060852307774816
all26,QSB,8,4,primary_6rows_3buildings,100,0,0,,,
all26,QSB,8,5,diagnostic_3rows_2buildings,100,69,63,0.0,0.066,-0.057579318448883664
all26,QSB,8,5,primary_6rows_3buildings,100,0,0,,,
all26,QSB,8,6,diagnostic_3rows_2buildings,100,69,54,0.0,0.06166666666666667,-0.04166666666666667
all26,QSB,8,6,primary_6rows_3buildings,100,0,0,,,
all26,QSB,8,7,diagnostic_3rows_2buildings,100,69,38,0.0,0.05444444444444444,0.0
all26,QSB,8,7,primary_6rows_3buildings,100,0,0,,,
all26,QSB,8,8,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QSB,8,8,primary_6rows_3buildings,100,0,0,,,
all26,QSB,9,1,diagnostic_3rows_2buildings,100,69,61,0.6666666666666666,0.05444444444444444,0.6447602131438721
all26,QSB,9,1,primary_6rows_3buildings,100,0,0,,,
all26,QSB,9,2,diagnostic_3rows_2buildings,100,69,54,0.09090909090909091,0.07504347826086956,-0.01568572034197697
all26,QSB,9,2,primary_6rows_3buildings,100,0,0,,,
all26,QSB,9,3,diagnostic_3rows_2buildings,100,69,61,0.08333333333333333,0.07466666666666666,-0.04152315419866939
all26,QSB,9,3,primary_6rows_3buildings,100,0,0,,,
all26,QSB,9,4,diagnostic_3rows_2buildings,100,69,59,0.0,0.07504347826086956,-0.04166666666666667
all26,QSB,9,4,primary_6rows_3buildings,100,0,0,,,
all26,QSB,9,5,diagnostic_3rows_2buildings,100,69,60,0.1,0.06888888888888889,-0.02488623627746195
all26,QSB,9,5,primary_6rows_3buildings,100,0,0,,,
all26,QSB,9,6,diagnostic_3rows_2buildings,100,69,53,0.0,0.05444444444444444,-0.057579318448883664
all26,QSB,9,6,primary_6rows_3buildings,100,0,0,,,
all26,QSB,9,7,diagnostic_3rows_2buildings,100,69,46,0.0,0.05444444444444444,-0.04166666666666667
all26,QSB,9,7,primary_6rows_3buildings,100,0,0,,,
all26,QSB,9,8,diagnostic_3rows_2buildings,100,69,28,0.2,0.04,0.1434689507494647
all26,QSB,9,8,primary_6rows_3buildings,100,0,0,,,
all26,QSB,9,9,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QSB,9,9,primary_6rows_3buildings,100,0,0,,,
all26,QSB,10,1,diagnostic_3rows_2buildings,100,69,60,1.0,0.05444444444444444,1.0
all26,QSB,10,1,primary_6rows_3buildings,100,0,0,,,
all26,QSB,10,2,diagnostic_3rows_2buildings,100,69,51,0.125,0.06888888888888889,0.03260141805009529
all26,QSB,10,2,primary_6rows_3buildings,100,0,0,,,
all26,QSB,10,3,diagnostic_3rows_2buildings,100,69,48,0.0,0.066,-0.04166666666666667
all26,QSB,10,3,primary_6rows_3buildings,100,0,0,,,
all26,QSB,10,4,diagnostic_3rows_2buildings,100,69,51,0.0,0.066,-0.04166666666666667
all26,QSB,10,4,primary_6rows_3buildings,100,0,0,,,
all26,QSB,10,5,diagnostic_3rows_2buildings,100,69,51,0.1,0.066,-0.03670443955011998
all26,QSB,10,5,primary_6rows_3buildings,100,0,0,,,
all26,QSB,10,6,diagnostic_3rows_2buildings,100,69,56,0.0,0.06166666666666667,-0.04166666666666667
all26,QSB,10,6,primary_6rows_3buildings,100,0,0,,,
all26,QSB,10,7,diagnostic_3rows_2buildings,100,69,50,0.0,0.05444444444444444,-0.04166666666666667
all26,QSB,10,7,primary_6rows_3buildings,100,0,0,,,
all26,QSB,10,8,diagnostic_3rows_2buildings,100,69,30,0.0,0.04,-0.04166666666666667
all26,QSB,10,8,primary_6rows_3buildings,100,0,0,,,
all26,QSB,10,9,diagnostic_3rows_2buildings,100,69,19,0.3333333333333333,0.04,0.2949471210340775
all26,QSB,10,9,primary_6rows_3buildings,100,0,0,,,
all26,QSB,10,10,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QSB,10,10,primary_6rows_3buildings,100,0,0,,,
all26,QSB,11,1,diagnostic_3rows_2buildings,100,69,54,1.0,0.05444444444444444,1.0
all26,QSB,11,1,primary_6rows_3buildings,100,0,0,,,
all26,QSB,11,2,diagnostic_3rows_2buildings,100,69,50,0.0,0.066,-0.04166666666666667
all26,QSB,11,2,primary_6rows_3buildings,100,0,0,,,
all26,QSB,11,3,diagnostic_3rows_2buildings,100,69,34,0.0,0.04,-0.04166666666666667
all26,QSB,11,3,primary_6rows_3buildings,100,0,0,,,
all26,QSB,11,4,diagnostic_3rows_2buildings,100,69,38,0.0,0.05444444444444444,-0.04166666666666667
all26,QSB,11,4,primary_6rows_3buildings,100,0,0,,,
all26,QSB,11,5,diagnostic_3rows_2buildings,100,69,46,0.0,0.06166666666666667,-0.04166666666666667
all26,QSB,11,5,primary_6rows_3buildings,100,0,0,,,
all26,QSB,11,6,diagnostic_3rows_2buildings,100,69,51,0.0,0.066,-0.04166666666666667
all26,QSB,11,6,primary_6rows_3buildings,100,0,0,,,
all26,QSB,11,7,diagnostic_3rows_2buildings,100,69,49,0.0,0.05444444444444444,-0.04166666666666667
all26,QSB,11,7,primary_6rows_3buildings,100,0,0,,,
all26,QSB,11,8,diagnostic_3rows_2buildings,100,69,34,0.0,0.04,-0.04166666666666667
all26,QSB,11,8,primary_6rows_3buildings,100,0,0,,,
all26,QSB,11,9,diagnostic_3rows_2buildings,100,69,25,0.0,0.04,-0.04166666666666667
all26,QSB,11,9,primary_6rows_3buildings,100,0,0,,,
all26,QSB,11,10,diagnostic_3rows_2buildings,100,69,10,0.3333333333333333,0.04,0.3055555555555556
all26,QSB,11,10,primary_6rows_3buildings,100,0,0,,,
all26,QSB,11,11,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QSB,11,11,primary_6rows_3buildings,100,0,0,,,
all26,QSB,12,1,diagnostic_3rows_2buildings,100,69,52,1.0,0.05444444444444444,1.0
all26,QSB,12,1,primary_6rows_3buildings,100,0,0,,,
all26,QSB,12,2,diagnostic_3rows_2buildings,100,69,48,0.0,0.06166666666666667,-0.04166666666666667
all26,QSB,12,2,primary_6rows_3buildings,100,0,0,,,
all26,QSB,12,3,diagnostic_3rows_2buildings,100,69,27,0.0,0.04,-0.04166666666666667
all26,QSB,12,3,primary_6rows_3buildings,100,0,0,,,
all26,QSB,12,4,diagnostic_3rows_2buildings,100,69,31,0.0,0.04,-0.04166666666666667
all26,QSB,12,4,primary_6rows_3buildings,100,0,0,,,
all26,QSB,12,5,diagnostic_3rows_2buildings,100,69,38,0.0,0.05444444444444444,-0.04166666666666667
all26,QSB,12,5,primary_6rows_3buildings,100,0,0,,,
all26,QSB,12,6,diagnostic_3rows_2buildings,100,69,37,0.0,0.05444444444444444,-0.04166666666666667
all26,QSB,12,6,primary_6rows_3buildings,100,0,0,,,
all26,QSB,12,7,diagnostic_3rows_2buildings,100,69,43,0.0,0.05444444444444444,-0.04166666666666667
all26,QSB,12,7,primary_6rows_3buildings,100,0,0,,,
all26,QSB,12,8,diagnostic_3rows_2buildings,100,69,37,0.0,0.05444444444444444,-0.04166666666666667
all26,QSB,12,8,primary_6rows_3buildings,100,0,0,,,
all26,QSB,12,9,diagnostic_3rows_2buildings,100,69,25,0.0,0.04,-0.04166666666666667
all26,QSB,12,9,primary_6rows_3buildings,100,0,0,,,
all26,QSB,12,10,diagnostic_3rows_2buildings,100,69,13,0.0,0.04,-0.04166666666666667
all26,QSB,12,10,primary_6rows_3buildings,100,0,0,,,
all26,QSB,12,11,diagnostic_3rows_2buildings,100,69,4,0.3333333333333333,0.04,0.3055555555555556
all26,QSB,12,11,primary_6rows_3buildings,100,0,0,,,
all26,QSB,12,12,diagnostic_3rows_2buildings,100,69,0,1.0,0.04,1.0
all26,QSB,12,12,primary_6rows_3buildings,100,0,0,,,
all26,QT,2,1,diagnostic_3rows_2buildings,100,100,100,1.0,0.920138888888889,1.0
all26,QT,2,1,primary_6rows_3buildings,100,100,100,1.0,0.9132231404958678,1.0
all26,QT,2,2,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,QT,2,2,primary_6rows_3buildings,100,100,0,1.0,0.045454545454545456,1.0
all26,QT,3,1,diagnostic_3rows_2buildings,100,100,100,0.6258741258741258,0.30254464357621635,0.48215178570855344
all26,QT,3,1,primary_6rows_3buildings,100,100,100,0.6258741258741258,0.29793257779484045,0.5077905492359076
all26,QT,3,2,diagnostic_3rows_2buildings,100,100,100,0.6568627450980392,0.3013718053952947,0.4937500050888845
all26,QT,3,2,primary_6rows_3buildings,100,100,100,0.6923076923076923,0.3121495442321866,0.5548892279056132
all26,QT,3,3,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,QT,3,3,primary_6rows_3buildings,100,100,0,1.0,0.045454545454545456,1.0
all26,QT,4,1,diagnostic_3rows_2buildings,100,100,91,0.16666666666666666,0.10963887890765361,0.07004817597852339
all26,QT,4,1,primary_6rows_3buildings,100,100,86,0.14285714285714285,0.08528138528138528,0.0396380294768858
all26,QT,4,2,diagnostic_3rows_2buildings,100,100,94,0.5227272727272727,0.2085997966066657,0.4098569555966713
all26,QT,4,2,primary_6rows_3buildings,100,100,94,0.5916666666666667,0.22675045659847234,0.45427030723371
all26,QT,4,3,diagnostic_3rows_2buildings,100,100,96,0.4,0.22834855877976587,0.2358411701097765
all26,QT,4,3,primary_6rows_3buildings,100,100,92,0.38461538461538464,0.21814732760517358,0.23778247724124396
all26,QT,4,4,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,QT,4,4,primary_6rows_3buildings,100,100,0,1.0,0.045454545454545456,1.0
all26,QT,5,1,diagnostic_3rows_2buildings,100,100,66,0.2,0.07110311186398144,0.13043478260869565
all26,QT,5,1,primary_6rows_3buildings,100,100,52,0.18333333333333335,0.060668799799234584,0.12872358269037237
all26,QT,5,2,diagnostic_3rows_2buildings,100,100,93,0.13392857142857142,0.08777997364953886,0.03406754005761414
all26,QT,5,2,primary_6rows_3buildings,100,100,91,0.16025641025641024,0.09181253529079617,0.044652173285704574
all26,QT,5,3,diagnostic_3rows_2buildings,100,100,82,0.5634920634920635,0.16480147960931193,0.4860908054469577
all26,QT,5,3,primary_6rows_3buildings,100,100,82,0.4444444444444444,0.1819693152017948,0.3529513046328941
all26,QT,5,4,diagnostic_3rows_2buildings,100,100,89,0.36363636363636365,0.1710611601210133,0.23105487693265594
all26,QT,5,4,primary_6rows_3buildings,100,100,88,0.3333333333333333,0.1626086566277954,0.20364951632771075
all26,QT,5,5,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,QT,5,5,primary_6rows_3buildings,100,100,0,1.0,0.045454545454545456,1.0
all26,QT,6,1,diagnostic_3rows_2buildings,100,100,29,0.225,0.041666666666666664,0.18059598378776714
all26,QT,6,1,primary_6rows_3buildings,100,100,17,0.25,0.045454545454545456,0.21428571428571427
all26,QT,6,2,diagnostic_3rows_2buildings,100,100,94,0.125,0.08777997364953886,0.05239429637103411
all26,QT,6,2,primary_6rows_3buildings,100,100,88,0.125,0.08472823472823474,0.02682629823427973
all26,QT,6,3,diagnostic_3rows_2buildings,100,100,82,0.0,0.10699385155906894,-0.04347826086956522
all26,QT,6,3,primary_6rows_3buildings,100,100,84,0.0,0.11072571321018526,-0.047619047619047616
all26,QT,6,4,diagnostic_3rows_2buildings,100,100,58,0.0,0.12740369533847795,-0.04347826086956522
all26,QT,6,4,primary_6rows_3buildings,100,100,58,0.0,0.12630867529731538,-0.045454545454545456
all26,QT,6,5,diagnostic_3rows_2buildings,100,100,88,0.3333333333333333,0.10963887890765361,0.22726954574088332
all26,QT,6,5,primary_6rows_3buildings,100,100,77,0.2857142857142857,0.1064908176709419,0.19824974910963736
all26,QT,6,6,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,QT,6,6,primary_6rows_3buildings,100,100,0,1.0,0.045454545454545456,1.0
all26,QT,7,1,diagnostic_3rows_2buildings,100,100,10,0.25,0.041666666666666664,0.1984511132623427
all26,QT,7,1,primary_6rows_3buildings,100,100,10,0.3333333333333333,0.045454545454545456,0.30230880230880225
all26,QT,7,2,diagnostic_3rows_2buildings,100,100,69,0.1111111111111111,0.07185990338164251,0.01125500813359753
all26,QT,7,2,primary_6rows_3buildings,100,100,62,0.125,0.07509881422924901,0.04078080767230919
all26,QT,7,3,diagnostic_3rows_2buildings,100,100,91,0.0,0.09974943534726144,-0.07038287364431392
all26,QT,7,3,primary_6rows_3buildings,100,100,94,0.0,0.09897555860288779,-0.08146067415730338
all26,QT,7,4,diagnostic_3rows_2buildings,100,100,60,0.0,0.09460286090720874,-0.043478260869565216
all26,QT,7,4,primary_6rows_3buildings,100,100,63,0.0,0.09897555860288779,-0.04545454545454545
all26,QT,7,5,diagnostic_3rows_2buildings,100,100,32,0.0,0.04166666666666667,-0.043478260869565216
all26,QT,7,5,primary_6rows_3buildings,100,100,33,0.0,0.045454545454545456,-0.045454545454545456
all26,QT,7,6,diagnostic_3rows_2buildings,100,100,85,0.2857142857142857,0.09460286090720874,0.2065701013347968
all26,QT,7,6,primary_6rows_3buildings,100,100,76,0.2857142857142857,0.08101422387136673,0.20837675789040283
all26,QT,7,7,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,QT,7,7,primary_6rows_3buildings,100,100,0,1.0,0.045454545454545456,1.0
all26,QT,8,1,diagnostic_3rows_2buildings,100,100,2,0.3333333333333333,0.041666666666666664,0.3043478260869565
all26,QT,8,1,primary_6rows_3buildings,100,100,1,0.5,0.045454545454545456,0.47619047619047616
all26,QT,8,2,diagnostic_3rows_2buildings,100,100,26,0.0,0.041666666666666664,-0.043478260869565216
all26,QT,8,2,primary_6rows_3buildings,100,100,17,0.14285714285714285,0.045454545454545456,0.0447413438540597
all26,QT,8,3,diagnostic_3rows_2buildings,100,100,95,0.045454545454545456,0.09974943534726144,-0.043478260869565216
all26,QT,8,3,primary_6rows_3buildings,100,100,91,0.0,0.09623376623376624,-0.04545454545454545
all26,QT,8,4,diagnostic_3rows_2buildings,100,100,82,0.1125,0.09897555860288779,0.0032428151671148467
all26,QT,8,4,primary_6rows_3buildings,100,100,78,0.0,0.09897555860288779,-0.04653679653679653
all26,QT,8,5,diagnostic_3rows_2buildings,100,100,31,0.0,0.04166666666666667,-0.043478260869565216
all26,QT,8,5,primary_6rows_3buildings,100,100,30,0.0,0.045454545454545456,-0.04545454545454545
all26,QT,8,6,diagnostic_3rows_2buildings,100,100,29,0.0,0.04166666666666667,-0.043478260869565216
all26,QT,8,6,primary_6rows_3buildings,100,100,25,0.0,0.045454545454545456,-0.04761904761904761
all26,QT,8,7,diagnostic_3rows_2buildings,100,100,73,0.25,0.07293823326432022,0.1984511132623427
all26,QT,8,7,primary_6rows_3buildings,100,100,56,0.25,0.07193675889328063,0.2024678014950914
all26,QT,8,8,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,QT,8,8,primary_6rows_3buildings,100,100,0,1.0,0.045454545454545456,1.0
all26,QT,9,1,diagnostic_3rows_2buildings,100,100,0,0.5,0.041666666666666664,0.47826086956521735
all26,QT,9,1,primary_6rows_3buildings,100,100,0,1.0,0.045454545454545456,1.0
all26,QT,9,2,diagnostic_3rows_2buildings,100,100,7,0.08333333333333333,0.041666666666666664,0.02149972134351672
all26,QT,9,2,primary_6rows_3buildings,100,100,4,0.29166666666666663,0.045454545454545456,0.2587481962481962
all26,QT,9,3,diagnostic_3rows_2buildings,100,100,90,0.16666666666666666,0.07831027667984189,0.1021470396877033
all26,QT,9,3,primary_6rows_3buildings,100,100,79,0.16666666666666666,0.07193675889328063,0.08242145403299343
all26,QT,9,4,diagnostic_3rows_2buildings,100,100,88,0.0,0.09460286090720874,-0.043478260869565216
all26,QT,9,4,primary_6rows_3buildings,100,100,85,0.0,0.09181253529079617,-0.047619047619047616
all26,QT,9,5,diagnostic_3rows_2buildings,100,100,57,0.0,0.07986660079051383,-0.043478260869565216
all26,QT,9,5,primary_6rows_3buildings,100,100,60,0.0,0.08854696028609071,-0.047619047619047616
all26,QT,9,6,diagnostic_3rows_2buildings,100,100,38,0.0,0.04166666666666667,-0.043478260869565216
all26,QT,9,6,primary_6rows_3buildings,100,100,36,0.0,0.045454545454545456,-0.04545454545454545
all26,QT,9,7,diagnostic_3rows_2buildings,100,100,46,0.0,0.043478260869565216,-0.043478260869565216
all26,QT,9,7,primary_6rows_3buildings,100,100,36,0.0,0.045454545454545456,-0.04761904761904761
all26,QT,9,8,diagnostic_3rows_2buildings,100,100,61,0.25,0.06431159420289854,0.1984511132623427
all26,QT,9,8,primary_6rows_3buildings,100,100,39,0.2857142857142857,0.045454545454545456,0.2159090909090909
all26,QT,9,9,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,QT,9,9,primary_6rows_3buildings,100,100,0,1.0,0.045454545454545456,1.0
all26,QT,10,1,diagnostic_3rows_2buildings,100,100,0,0.5,0.041666666666666664,0.47826086956521735
all26,QT,10,1,primary_6rows_3buildings,100,100,0,1.0,0.045454545454545456,1.0
all26,QT,10,2,diagnostic_3rows_2buildings,100,100,4,0.41666666666666663,0.041666666666666664,0.3908102766798419
all26,QT,10,2,primary_6rows_3buildings,100,100,1,0.3333333333333333,0.045454545454545456,0.30230880230880225
all26,QT,10,3,diagnostic_3rows_2buildings,100,100,76,0.14285714285714285,0.06431159420289854,0.04584025501728548
all26,QT,10,3,primary_6rows_3buildings,100,100,59,0.0,0.06204906204906205,-0.04545454545454545
all26,QT,10,4,diagnostic_3rows_2buildings,100,100,88,0.0,0.07482531055900621,-0.06873184898354308
all26,QT,10,4,primary_6rows_3buildings,100,100,85,0.0,0.07521174477696216,-0.05640541815486219
all26,QT,10,5,diagnostic_3rows_2buildings,100,100,73,0.0,0.08221139971139971,-0.04347826086956522
all26,QT,10,5,primary_6rows_3buildings,100,100,76,0.0,0.08977443609022556,-0.047619047619047616
all26,QT,10,6,diagnostic_3rows_2buildings,100,100,46,0.0,0.043478260869565216,-0.043478260869565216
all26,QT,10,6,primary_6rows_3buildings,100,100,44,0.0,0.045454545454545456,-0.04761904761904761
all26,QT,10,7,diagnostic_3rows_2buildings,100,100,45,0.0,0.043478260869565216,-0.043478260869565216
all26,QT,10,7,primary_6rows_3buildings,100,100,46,0.0,0.045454545454545456,-0.04545454545454545
