cohort,model,groups,group,support,attempts,available,both_at_least_2,jaccard_median,chance_jaccard_median,adjusted_jaccard_median
all26,TB,5,3,primary_6rows_3buildings,100,88,22,0.0,0.045454545454545456,-0.04761904761904761
all26,TB,5,4,diagnostic_3rows_2buildings,100,100,92,0.5714285714285714,0.1264121920177821,0.5028549038260974
all26,TB,5,4,primary_6rows_3buildings,100,88,74,0.5714285714285714,0.130284961487969,0.49465348392420416
all26,TB,5,5,diagnostic_3rows_2buildings,100,100,92,0.6306818181818181,0.1754349191940205,0.5510049517034789
all26,TB,5,5,primary_6rows_3buildings,100,88,69,0.625,0.16321526057328012,0.5258882972281891
all26,TB,6,1,diagnostic_3rows_2buildings,100,100,19,0.3333333333333333,0.041666666666666664,0.3043478260869565
all26,TB,6,1,primary_6rows_3buildings,100,88,13,0.25,0.04545454545454545,0.2159090909090909
all26,TB,6,2,diagnostic_3rows_2buildings,100,100,94,0.11805555555555555,0.08482731037078864,0.012820247937180014
all26,TB,6,2,primary_6rows_3buildings,100,88,70,0.1111111111111111,0.08577922077922077,-0.0015776081424936467
all26,TB,6,3,diagnostic_3rows_2buildings,100,100,46,0.0,0.04446640316205533,-0.043478260869565216
all26,TB,6,3,primary_6rows_3buildings,100,88,46,0.0,0.07363071710897798,-0.04545454545454545
all26,TB,6,4,diagnostic_3rows_2buildings,100,100,27,0.0,0.04166666666666667,-0.043478260869565216
all26,TB,6,4,primary_6rows_3buildings,100,88,25,0.0,0.045454545454545456,-0.04545454545454545
all26,TB,6,5,diagnostic_3rows_2buildings,100,100,93,0.17424242424242425,0.12992542468065515,0.020374440080317475
all26,TB,6,5,primary_6rows_3buildings,100,88,74,0.25,0.1256873302680756,0.13356892908019474
all26,TB,6,6,diagnostic_3rows_2buildings,100,100,47,0.225,0.04446640316205534,0.16521739130434782
all26,TB,6,6,primary_6rows_3buildings,100,88,41,0.25,0.09090909090909091,0.1693181818181818
all26,TB,7,1,diagnostic_3rows_2buildings,100,100,4,0.3333333333333333,0.041666666666666664,0.3043478260869565
all26,TB,7,1,primary_6rows_3buildings,100,88,3,0.25,0.043478260869565216,0.2159090909090909
all26,TB,7,2,diagnostic_3rows_2buildings,100,100,85,0.19444444444444442,0.06431159420289854,0.10530611191677608
all26,TB,7,2,primary_6rows_3buildings,100,88,54,0.0,0.07034632034632035,-0.04545454545454545
all26,TB,7,3,diagnostic_3rows_2buildings,100,100,88,0.2857142857142857,0.09717614812723509,0.20096563722229704
all26,TB,7,3,primary_6rows_3buildings,100,88,72,0.25,0.10645364823691074,0.182571921539346
all26,TB,7,4,diagnostic_3rows_2buildings,100,100,15,0.0,0.04166666666666667,-0.04347826086956522
all26,TB,7,4,primary_6rows_3buildings,100,87,12,0.0,0.045454545454545456,-0.04761904761904761
all26,TB,7,5,diagnostic_3rows_2buildings,100,100,45,0.0,0.043478260869565216,-0.043478260869565216
all26,TB,7,5,primary_6rows_3buildings,100,88,36,0.0,0.06458333333333333,-0.047619047619047616
all26,TB,7,6,diagnostic_3rows_2buildings,100,100,98,0.25,0.1355600756292456,0.1316255206564293
all26,TB,7,6,primary_6rows_3buildings,100,88,78,0.2,0.12899440477945562,0.08275384088083287
all26,TB,7,7,diagnostic_3rows_2buildings,100,100,19,0.25,0.04166666666666667,0.21739130434782608
all26,TB,7,7,primary_6rows_3buildings,100,88,12,0.2,0.045454545454545456,0.16363636363636364
all26,TB,8,1,diagnostic_3rows_2buildings,100,100,1,1.0,0.041666666666666664,1.0
all26,TB,8,1,primary_6rows_3buildings,100,86,0,1.0,0.043478260869565216,1.0
all26,TB,8,2,diagnostic_3rows_2buildings,100,100,80,0.6666666666666666,0.06431159420289854,0.6437560503388189
all26,TB,8,2,primary_6rows_3buildings,100,86,49,0.5,0.06719367588932806,0.44937180579216357
all26,TB,8,3,diagnostic_3rows_2buildings,100,100,86,0.3333333333333333,0.07293823326432022,0.28004471771939626
all26,TB,8,3,primary_6rows_3buildings,100,86,65,0.2857142857142857,0.0744541690193864,0.20691287878787878
all26,TB,8,4,diagnostic_3rows_2buildings,100,100,63,0.0,0.08823875399962357,-0.043478260869565216
all26,TB,8,4,primary_6rows_3buildings,100,86,52,0.0625,0.0955291638186375,0.011511528415743493
all26,TB,8,5,diagnostic_3rows_2buildings,100,100,1,0.5,0.041666666666666664,0.47826086956521735
all26,TB,8,5,primary_6rows_3buildings,100,84,2,0.5,0.045454545454545456,0.47673160173160173
all26,TB,8,6,diagnostic_3rows_2buildings,100,100,94,0.5,0.11229027183996128,0.4117741702151313
all26,TB,8,6,primary_6rows_3buildings,100,86,70,0.4642857142857143,0.10625425268921798,0.39170558770120956
all26,TB,8,7,diagnostic_3rows_2buildings,100,100,96,0.5,0.12992542468065515,0.42331867474040474
all26,TB,8,7,primary_6rows_3buildings,100,86,76,0.3333333333333333,0.12338638804804218,0.27600018230809736
all26,TB,8,8,diagnostic_3rows_2buildings,100,100,6,0.5,0.041666666666666664,0.47826086956521735
all26,TB,8,8,primary_6rows_3buildings,100,86,5,0.5,0.045454545454545456,0.472953216374269
all26,TB,9,1,diagnostic_3rows_2buildings,100,100,1,1.0,0.041666666666666664,1.0
all26,TB,9,1,primary_6rows_3buildings,100,86,0,1.0,0.043478260869565216,1.0
all26,TB,9,2,diagnostic_3rows_2buildings,100,100,64,0.6666666666666666,0.06431159420289854,0.6437560503388189
all26,TB,9,2,primary_6rows_3buildings,100,86,38,0.3333333333333333,0.062274531024531024,0.303030303030303
all26,TB,9,3,diagnostic_3rows_2buildings,100,100,72,0.25,0.06431159420289854,0.1984511132623427
all26,TB,9,3,primary_6rows_3buildings,100,86,52,0.2,0.06876999811782421,0.11383106779785747
all26,TB,9,4,diagnostic_3rows_2buildings,100,100,85,0.3333333333333333,0.09460286090720874,0.2665146279231784
all26,TB,9,4,primary_6rows_3buildings,100,86,56,0.16666666666666666,0.09136081309994354,0.07793265315897877
all26,TB,9,5,diagnostic_3rows_2buildings,100,100,9,0.0,0.041666666666666664,-0.043478260869565216
all26,TB,9,5,primary_6rows_3buildings,100,85,10,0.0,0.045454545454545456,-0.04545454545454545
all26,TB,9,6,diagnostic_3rows_2buildings,100,100,35,0.0,0.04166666666666667,-0.043478260869565216
all26,TB,9,6,primary_6rows_3buildings,100,84,20,0.0,0.045454545454545456,-0.04545454545454545
all26,TB,9,7,diagnostic_3rows_2buildings,100,100,91,0.045454545454545456,0.09460286090720874,-0.043478260869565216
all26,TB,9,7,primary_6rows_3buildings,100,86,66,0.13392857142857142,0.0955291638186375,0.03837512708546816
all26,TB,9,8,diagnostic_3rows_2buildings,100,100,87,0.2857142857142857,0.09974943534726144,0.2065701013347968
all26,TB,9,8,primary_6rows_3buildings,100,86,69,0.3333333333333333,0.10558898658277541,0.24305555555555552
all26,TB,9,9,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,TB,9,9,primary_6rows_3buildings,100,86,1,1.0,0.04545454545454545,1.0
all26,TB,10,1,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,TB,10,1,primary_6rows_3buildings,100,81,0,1.0,0.043478260869565216,1.0
all26,TB,10,2,diagnostic_3rows_2buildings,100,100,47,0.5,0.04446640316205533,0.47826086956521735
all26,TB,10,2,primary_6rows_3buildings,100,81,30,0.3333333333333333,0.05,0.303030303030303
all26,TB,10,3,diagnostic_3rows_2buildings,100,100,46,0.0,0.043478260869565216,-0.043478260869565216
all26,TB,10,3,primary_6rows_3buildings,100,81,33,0.0,0.05928853754940712,-0.04761904761904761
all26,TB,10,4,diagnostic_3rows_2buildings,100,100,80,0.14285714285714285,0.06884057971014493,0.0532962606865369
all26,TB,10,4,primary_6rows_3buildings,100,81,53,0.0,0.0738095238095238,-0.04545454545454545
all26,TB,10,5,diagnostic_3rows_2buildings,100,100,32,0.0,0.04166666666666667,-0.043478260869565216
all26,TB,10,5,primary_6rows_3buildings,100,81,14,0.0,0.045454545454545456,-0.04761904761904761
all26,TB,10,6,diagnostic_3rows_2buildings,100,100,5,0.0,0.041666666666666664,-0.043478260869565216
all26,TB,10,6,primary_6rows_3buildings,100,80,5,0.0,0.045454545454545456,-0.04761904761904761
all26,TB,10,7,diagnostic_3rows_2buildings,100,100,58,0.08333333333333333,0.06431159420289854,0.02149972134351672
all26,TB,10,7,primary_6rows_3buildings,100,81,37,0.0,0.06507936507936508,-0.04545454545454545
all26,TB,10,8,diagnostic_3rows_2buildings,100,100,88,0.125,0.08777997364953886,0.0338068488730193
all26,TB,10,8,primary_6rows_3buildings,100,81,59,0.14285714285714285,0.08777997364953886,0.048701880035810205
all26,TB,10,9,diagnostic_3rows_2buildings,100,100,79,0.25,0.07401656314699794,0.1984511132623427
all26,TB,10,9,primary_6rows_3buildings,100,81,63,0.25,0.07905138339920949,0.19324796274738068
all26,TB,10,10,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,TB,10,10,primary_6rows_3buildings,100,81,1,1.0,0.045454545454545456,1.0
all26,TB,11,1,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,TB,11,1,primary_6rows_3buildings,100,79,0,1.0,0.043478260869565216,1.0
all26,TB,11,2,diagnostic_3rows_2buildings,100,100,40,0.5,0.041666666666666664,0.47826086956521735
all26,TB,11,2,primary_6rows_3buildings,100,79,27,0.3333333333333333,0.047619047619047616,0.303030303030303
all26,TB,11,3,diagnostic_3rows_2buildings,100,100,26,0.0,0.041666666666666664,-0.043478260869565216
all26,TB,11,3,primary_6rows_3buildings,100,79,16,0.0,0.045454545454545456,-0.047619047619047616
all26,TB,11,4,diagnostic_3rows_2buildings,100,100,61,0.225,0.06431159420289854,0.149740726712851
all26,TB,11,4,primary_6rows_3buildings,100,79,42,0.0,0.06719367588932806,-0.04761904761904761
all26,TB,11,5,diagnostic_3rows_2buildings,100,100,53,0.0,0.06318032812598029,-0.043478260869565216
all26,TB,11,5,primary_6rows_3buildings,100,79,21,0.0,0.047619047619047616,-0.04545454545454545
all26,TB,11,6,diagnostic_3rows_2buildings,100,100,10,0.0,0.041666666666666664,-0.043478260869565216
all26,TB,11,6,primary_6rows_3buildings,100,78,10,0.0,0.045454545454545456,-0.04545454545454545
all26,TB,11,7,diagnostic_3rows_2buildings,100,100,28,0.0,0.041666666666666664,-0.043478260869565216
all26,TB,11,7,primary_6rows_3buildings,100,79,20,0.0,0.045454545454545456,-0.04761904761904761
all26,TB,11,8,diagnostic_3rows_2buildings,100,100,71,0.0,0.06884057971014493,-0.043478260869565216
all26,TB,11,8,primary_6rows_3buildings,100,79,35,0.0,0.0625,-0.04761904761904761
all26,TB,11,9,diagnostic_3rows_2buildings,100,100,71,0.0,0.06884057971014493,-0.043478260869565216
all26,TB,11,9,primary_6rows_3buildings,100,79,47,0.16666666666666666,0.07509881422924901,0.09553641346906812
all26,TB,11,10,diagnostic_3rows_2buildings,100,100,74,0.25,0.06884057971014493,0.1984511132623427
all26,TB,11,10,primary_6rows_3buildings,100,79,57,0.25,0.07212475633528265,0.19324796274738068
all26,TB,11,11,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,TB,11,11,primary_6rows_3buildings,100,79,0,1.0,0.045454545454545456,1.0
all26,TB,12,1,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,TB,12,1,primary_6rows_3buildings,100,78,0,1.0,0.043478260869565216,1.0
all26,TB,12,2,diagnostic_3rows_2buildings,100,100,35,0.5,0.041666666666666664,0.47826086956521735
all26,TB,12,2,primary_6rows_3buildings,100,78,23,0.3333333333333333,0.045454545454545456,0.303030303030303
all26,TB,12,3,diagnostic_3rows_2buildings,100,100,17,0.0,0.041666666666666664,-0.043478260869565216
all26,TB,12,3,primary_6rows_3buildings,100,78,9,0.0,0.045454545454545456,-0.04761904761904761
all26,TB,12,4,diagnostic_3rows_2buildings,100,100,44,0.07142857142857142,0.043478260869565216,0.015432473813400724
all26,TB,12,4,primary_6rows_3buildings,100,78,28,0.0,0.04880952380952381,-0.04761904761904761
all26,TB,12,5,diagnostic_3rows_2buildings,100,100,63,0.0,0.06575263504611331,-0.043478260869565216
all26,TB,12,5,primary_6rows_3buildings,100,78,34,0.0,0.054093567251461985,-0.04545454545454545
all26,TB,12,6,diagnostic_3rows_2buildings,100,100,15,0.0,0.041666666666666664,-0.043478260869565216
all26,TB,12,6,primary_6rows_3buildings,100,78,11,0.0,0.045454545454545456,-0.04761904761904761
all26,TB,12,7,diagnostic_3rows_2buildings,100,100,10,0.0,0.041666666666666664,-0.043478260869565216
all26,TB,12,7,primary_6rows_3buildings,100,78,5,0.0,0.045454545454545456,-0.04761904761904761
all26,TB,12,8,diagnostic_3rows_2buildings,100,100,47,0.0,0.045454545454545456,-0.043478260869565216
all26,TB,12,8,primary_6rows_3buildings,100,78,24,0.0,0.045454545454545456,-0.04545454545454545
all26,TB,12,9,diagnostic_3rows_2buildings,100,100,65,0.0,0.06431159420289854,-0.043478260869565216
all26,TB,12,9,primary_6rows_3buildings,100,78,37,0.0,0.0625,-0.04761904761904761
all26,TB,12,10,diagnostic_3rows_2buildings,100,100,41,0.0,0.042572463768115944,-0.043478260869565216
all26,TB,12,10,primary_6rows_3buildings,100,78,34,0.0,0.05263157894736842,-0.04545454545454545
all26,TB,12,11,diagnostic_3rows_2buildings,100,100,70,0.3333333333333333,0.06431159420289854,0.2791733022559245
all26,TB,12,11,primary_6rows_3buildings,100,78,48,0.25,0.06693017127799736,0.21130952380952378
all26,TB,12,12,diagnostic_3rows_2buildings,100,100,0,1.0,0.041666666666666664,1.0
all26,TB,12,12,primary_6rows_3buildings,100,78,0,1.0,0.045454545454545456,1.0
all26,TS,2,1,diagnostic_3rows_2buildings,100,69,69,0.6923076923076923,0.28549533239799896,0.5659336184251869
all26,TS,2,1,primary_6rows_3buildings,100,0,0,,,
all26,TS,2,2,diagnostic_3rows_2buildings,100,69,69,0.7142857142857143,0.3649501736831867,0.5692866436595588
all26,TS,2,2,primary_6rows_3buildings,100,0,0,,,
all26,TS,3,1,diagnostic_3rows_2buildings,100,69,69,0.7777777777777778,0.23516738177100482,0.7206139787456702
all26,TS,3,1,primary_6rows_3buildings,100,0,0,,,
all26,TS,3,2,diagnostic_3rows_2buildings,100,69,56,0.35714285714285715,0.10963887890765361,0.1670172489683432
all26,TS,3,2,primary_6rows_3buildings,100,0,0,,,
all26,TS,3,3,diagnostic_3rows_2buildings,100,69,69,0.5454545454545454,0.2537081545572488,0.4210056343396736
all26,TS,3,3,primary_6rows_3buildings,100,0,0,,,
all26,TS,4,1,diagnostic_3rows_2buildings,100,69,69,0.7777777777777778,0.2149397619317788,0.7206139787456702
all26,TS,4,1,primary_6rows_3buildings,100,0,0,,,
all26,TS,4,2,diagnostic_3rows_2buildings,100,69,27,0.0,0.04166666666666667,-0.043478260869565216
all26,TS,4,2,primary_6rows_3buildings,100,0,0,,,
all26,TS,4,3,diagnostic_3rows_2buildings,100,69,67,0.25,0.10963887890765361,0.11327457108779984
all26,TS,4,3,primary_6rows_3buildings,100,0,0,,,
all26,TS,4,4,diagnostic_3rows_2buildings,100,69,69,0.4444444444444444,0.1376362438615403,0.35577585259003336
all26,TS,4,4,primary_6rows_3buildings,100,0,0,,,
all26,TS,5,1,diagnostic_3rows_2buildings,100,69,69,0.5,0.13297001636922584,0.42331867474040474
all26,TS,5,1,primary_6rows_3buildings,100,0,0,,,
all26,TS,5,2,diagnostic_3rows_2buildings,100,69,32,0.0,0.04166666666666667,-0.043478260869565216
all26,TS,5,2,primary_6rows_3buildings,100,0,0,,,
all26,TS,5,3,diagnostic_3rows_2buildings,100,69,49,0.3333333333333333,0.07401656314699794,0.25787575390233314
all26,TS,5,3,primary_6rows_3buildings,100,0,0,,,
all26,TS,5,4,diagnostic_3rows_2buildings,100,69,69,0.2727272727272727,0.10438009195773171,0.16316248870649125
all26,TS,5,4,primary_6rows_3buildings,100,0,0,,,
all26,TS,5,5,diagnostic_3rows_2buildings,100,69,69,0.375,0.07789855072463768,0.3001168008852278
all26,TS,5,5,primary_6rows_3buildings,100,0,0,,,
all26,TS,6,1,diagnostic_3rows_2buildings,100,69,66,0.42857142857142855,0.10699385155906894,0.35016874911612156
all26,TS,6,1,primary_6rows_3buildings,100,0,0,,,
all26,TS,6,2,diagnostic_3rows_2buildings,100,69,36,0.0,0.07831027667984189,-0.043478260869565216
all26,TS,6,2,primary_6rows_3buildings,100,0,0,,,
all26,TS,6,3,diagnostic_3rows_2buildings,100,69,14,0.2,0.041666666666666664,0.16363636363636364
all26,TS,6,3,primary_6rows_3buildings,100,0,0,,,
all26,TS,6,4,diagnostic_3rows_2buildings,100,69,68,0.3333333333333333,0.08777997364953886,0.28004471771939626
all26,TS,6,4,primary_6rows_3buildings,100,0,0,,,
all26,TS,6,5,diagnostic_3rows_2buildings,100,69,66,0.42857142857142855,0.1264121920177821,0.35016874911612156
all26,TS,6,5,primary_6rows_3buildings,100,0,0,,,
all26,TS,6,6,diagnostic_3rows_2buildings,100,69,66,0.5,0.06719367588932806,0.46303501945525294
all26,TS,6,6,primary_6rows_3buildings,100,0,0,,,
all26,TS,7,1,diagnostic_3rows_2buildings,100,69,62,0.4,0.09974943534726144,0.34226394656075104
all26,TS,7,1,primary_6rows_3buildings,100,0,0,,,
all26,TS,7,2,diagnostic_3rows_2buildings,100,69,52,0.25,0.09460286090720874,0.13549934914311998
all26,TS,7,2,primary_6rows_3buildings,100,0,0,,,
all26,TS,7,3,diagnostic_3rows_2buildings,100,69,4,1.0,0.041666666666666664,1.0
all26,TS,7,3,primary_6rows_3buildings,100,0,0,,,
all26,TS,7,4,diagnostic_3rows_2buildings,100,69,67,0.3333333333333333,0.09460286090720874,0.27499673474639214
all26,TS,7,4,primary_6rows_3buildings,100,0,0,,,
all26,TS,7,5,diagnostic_3rows_2buildings,100,69,65,0.16666666666666666,0.09460286090720874,0.07434320849636666
all26,TS,7,5,primary_6rows_3buildings,100,0,0,,,
all26,TS,7,6,diagnostic_3rows_2buildings,100,69,53,0.3333333333333333,0.07185990338164251,0.293213828425096
all26,TS,7,6,primary_6rows_3buildings,100,0,0,,,
all26,TS,7,7,diagnostic_3rows_2buildings,100,69,58,0.6666666666666666,0.056763285024154585,0.6437560503388189
all26,TS,7,7,primary_6rows_3buildings,100,0,0,,,
all26,TS,8,1,diagnostic_3rows_2buildings,100,69,48,0.4,0.08777997364953886,0.34226394656075104
all26,TS,8,1,primary_6rows_3buildings,100,0,0,,,
all26,TS,8,2,diagnostic_3rows_2buildings,100,69,64,0.3333333333333333,0.08777997364953886,0.21341950365411014
all26,TS,8,2,primary_6rows_3buildings,100,0,0,,,
all26,TS,8,3,diagnostic_3rows_2buildings,100,69,9,0.0,0.041666666666666664,-0.043478260869565216
all26,TS,8,3,primary_6rows_3buildings,100,0,0,,,
all26,TS,8,4,diagnostic_3rows_2buildings,100,69,39,0.16666666666666666,0.06431159420289854,0.08647770355659866
all26,TS,8,4,primary_6rows_3buildings,100,0,0,,,
all26,TS,8,5,diagnostic_3rows_2buildings,100,69,65,0.25,0.06884057971014493,0.1953611731097973
all26,TS,8,5,primary_6rows_3buildings,100,0,0,,,
all26,TS,8,6,diagnostic_3rows_2buildings,100,69,59,0.2,0.0756340579710145,0.1086625354441813
all26,TS,8,6,primary_6rows_3buildings,100,0,0,,,
all26,TS,8,7,diagnostic_3rows_2buildings,100,69,55,0.25,0.06884057971014493,0.2065701013347968
all26,TS,8,7,primary_6rows_3buildings,100,0,0,,,
all26,TS,8,8,diagnostic_3rows_2buildings,100,69,50,0.6666666666666666,0.056763285024154585,0.6437560503388189
all26,TS,8,8,primary_6rows_3buildings,100,0,0,,,
all26,TS,9,1,diagnostic_3rows_2buildings,100,69,26,0.3333333333333333,0.04166666666666667,0.3043478260869565
all26,TS,9,1,primary_6rows_3buildings,100,0,0,,,
all26,TS,9,2,diagnostic_3rows_2buildings,100,69,69,0.2857142857142857,0.07831027667984189,0.1984511132623427
all26,TS,9,2,primary_6rows_3buildings,100,0,0,,,
all26,TS,9,3,diagnostic_3rows_2buildings,100,69,32,0.0,0.043478260869565216,-0.043478260869565216
all26,TS,9,3,primary_6rows_3buildings,100,0,0,,,
all26,TS,9,4,diagnostic_3rows_2buildings,100,69,11,0.16666666666666666,0.041666666666666664,0.08647770355659866
all26,TS,9,4,primary_6rows_3buildings,100,0,0,,,
all26,TS,9,5,diagnostic_3rows_2buildings,100,69,60,0.2,0.07185990338164251,0.14085603112840467
all26,TS,9,5,primary_6rows_3buildings,100,0,0,,,
all26,TS,9,6,diagnostic_3rows_2buildings,100,69,62,0.0,0.06884057971014493,-0.04545454545454545
all26,TS,9,6,primary_6rows_3buildings,100,0,0,,,
all26,TS,9,7,diagnostic_3rows_2buildings,100,69,53,0.16666666666666666,0.06431159420289854,0.1021470396877033
all26,TS,9,7,primary_6rows_3buildings,100,0,0,,,
all26,TS,9,8,diagnostic_3rows_2buildings,100,69,44,0.2,0.06431159420289854,0.14085603112840467
all26,TS,9,8,primary_6rows_3buildings,100,0,0,,,
all26,TS,9,9,diagnostic_3rows_2buildings,100,69,38,0.5,0.056763285024154585,0.47826086956521735
all26,TS,9,9,primary_6rows_3buildings,100,0,0,,,
all26,TS,10,1,diagnostic_3rows_2buildings,100,69,18,0.4,0.041666666666666664,0.34226394656075104
all26,TS,10,1,primary_6rows_3buildings,100,0,0,,,
all26,TS,10,2,diagnostic_3rows_2buildings,100,69,67,0.5,0.07831027667984189,0.4333784302612575
all26,TS,10,2,primary_6rows_3buildings,100,0,0,,,
all26,TS,10,3,diagnostic_3rows_2buildings,100,69,51,0.3333333333333333,0.06431159420289854,0.28004471771939626
all26,TS,10,3,primary_6rows_3buildings,100,0,0,,,
all26,TS,10,4,diagnostic_3rows_2buildings,100,69,5,0.3333333333333333,0.041666666666666664,0.293213828425096
all26,TS,10,4,primary_6rows_3buildings,100,0,0,,,
all26,TS,10,5,diagnostic_3rows_2buildings,100,69,48,0.0,0.06431159420289854,-0.043478260869565216
all26,TS,10,5,primary_6rows_3buildings,100,0,0,,,
all26,TS,10,6,diagnostic_3rows_2buildings,100,69,61,0.25,0.06884057971014493,0.1984511132623427
all26,TS,10,6,primary_6rows_3buildings,100,0,0,,,
all26,TS,10,7,diagnostic_3rows_2buildings,100,69,49,0.0,0.06431159420289854,-0.043478260869565216
all26,TS,10,7,primary_6rows_3buildings,100,0,0,,,
all26,TS,10,8,diagnostic_3rows_2buildings,100,69,49,0.2,0.06719367588932806,0.14085603112840467
all26,TS,10,8,primary_6rows_3buildings,100,0,0,,,
all26,TS,10,9,diagnostic_3rows_2buildings,100,69,33,0.0,0.043478260869565216,-0.043478260869565216
all26,TS,10,9,primary_6rows_3buildings,100,0,0,,,
all26,TS,10,10,diagnostic_3rows_2buildings,100,69,22,0.5,0.041666666666666664,0.47826086956521735
all26,TS,10,10,primary_6rows_3buildings,100,0,0,,,
all26,TS,11,1,diagnostic_3rows_2buildings,100,69,7,0.5,0.041666666666666664,0.47826086956521735
all26,TS,11,1,primary_6rows_3buildings,100,0,0,,,
all26,TS,11,2,diagnostic_3rows_2buildings,100,69,62,0.5,0.06884057971014493,0.45751809166443314
all26,TS,11,2,primary_6rows_3buildings,100,0,0,,,
all26,TS,11,3,diagnostic_3rows_2buildings,100,69,66,0.5,0.06431159420289854,0.46303501945525294
all26,TS,11,3,primary_6rows_3buildings,100,0,0,,,
all26,TS,11,4,diagnostic_3rows_2buildings,100,69,5,0.0,0.041666666666666664,-0.043478260869565216
all26,TS,11,4,primary_6rows_3buildings,100,0,0,,,
all26,TS,11,5,diagnostic_3rows_2buildings,100,69,31,0.0,0.041666666666666664,-0.043478260869565216
all26,TS,11,5,primary_6rows_3buildings,100,0,0,,,
all26,TS,11,6,diagnostic_3rows_2buildings,100,69,57,0.0,0.06431159420289854,-0.043478260869565216
all26,TS,11,6,primary_6rows_3buildings,100,0,0,,,
all26,TS,11,7,diagnostic_3rows_2buildings,100,69,56,0.2,0.06431159420289854,0.13202894666309303
all26,TS,11,7,primary_6rows_3buildings,100,0,0,,,
all26,TS,11,8,diagnostic_3rows_2buildings,100,69,33,0.0,0.043478260869565216,-0.043478260869565216
all26,TS,11,8,primary_6rows_3buildings,100,0,0,,,
all26,TS,11,9,diagnostic_3rows_2buildings,100,69,44,0.16666666666666666,0.056763285024154585,0.08647770355659866
all26,TS,11,9,primary_6rows_3buildings,100,0,0,,,
all26,TS,11,10,diagnostic_3rows_2buildings,100,69,29,0.0,0.041666666666666664,-0.043478260869565216
all26,TS,11,10,primary_6rows_3buildings,100,0,0,,,
all26,TS,11,11,diagnostic_3rows_2buildings,100,69,10,0.5,0.041666666666666664,0.47826086956521735
all26,TS,11,11,primary_6rows_3buildings,100,0,0,,,
all26,TS,12,1,diagnostic_3rows_2buildings,100,69,2,0.5,0.041666666666666664,0.47826086956521735
all26,TS,12,1,primary_6rows_3buildings,100,0,0,,,
all26,TS,12,2,diagnostic_3rows_2buildings,100,69,55,0.5,0.06884057971014493,0.45751809166443314
all26,TS,12,2,primary_6rows_3buildings,100,0,0,,,
all26,TS,12,3,diagnostic_3rows_2buildings,100,69,63,0.5,0.06431159420289854,0.45751809166443314
all26,TS,12,3,primary_6rows_3buildings,100,0,0,,,
all26,TS,12,4,diagnostic_3rows_2buildings,100,69,11,0.0,0.041666666666666664,-0.043478260869565216
all26,TS,12,4,primary_6rows_3buildings,100,0,0,,,
all26,TS,12,5,diagnostic_3rows_2buildings,100,69,22,0.0,0.041666666666666664,-0.043478260869565216
all26,TS,12,5,primary_6rows_3buildings,100,0,0,,,
all26,TS,12,6,diagnostic_3rows_2buildings,100,69,42,0.0,0.056763285024154585,-0.043478260869565216
all26,TS,12,6,primary_6rows_3buildings,100,0,0,,,
all26,TS,12,7,diagnostic_3rows_2buildings,100,69,58,0.25,0.06431159420289854,0.21739130434782608
all26,TS,12,7,primary_6rows_3buildings,100,0,0,,,
all26,TS,12,8,diagnostic_3rows_2buildings,100,69,29,0.0,0.041666666666666664,-0.043478260869565216
all26,TS,12,8,primary_6rows_3buildings,100,0,0,,,
all26,TS,12,9,diagnostic_3rows_2buildings,100,69,22,0.0,0.041666666666666664,-0.043478260869565216
all26,TS,12,9,primary_6rows_3buildings,100,0,0,,,
all26,TS,12,10,diagnostic_3rows_2buildings,100,69,38,0.0,0.056763285024154585,-0.043478260869565216
all26,TS,12,10,primary_6rows_3buildings,100,0,0,,,
all26,TS,12,11,diagnostic_3rows_2buildings,100,69,12,0.0,0.041666666666666664,-0.043478260869565216
all26,TS,12,11,primary_6rows_3buildings,100,0,0,,,
all26,TS,12,12,diagnostic_3rows_2buildings,100,69,0,0.5,0.041666666666666664,0.47826086956521735
all26,TS,12,12,primary_6rows_3buildings,100,0,0,,,
all26,TSB,2,1,diagnostic_3rows_2buildings,100,69,69,0.5,0.18921306040618868,0.398708276853669
all26,TSB,2,1,primary_6rows_3buildings,100,0,0,,,
all26,TSB,2,2,diagnostic_3rows_2buildings,100,69,69,0.7,0.4134371135908379,0.46416340058632816
all26,TSB,2,2,primary_6rows_3buildings,100,0,0,,,
all26,TSB,3,1,diagnostic_3rows_2buildings,100,69,69,0.4,0.14501828399343927,0.30102208113859147
all26,TSB,3,1,primary_6rows_3buildings,100,0,0,,,
all26,TSB,3,2,diagnostic_3rows_2buildings,100,69,69,0.15384615384615385,0.16845687250825592,-0.01757060840148321
all26,TSB,3,2,primary_6rows_3buildings,100,0,0,,,
all26,TSB,3,3,diagnostic_3rows_2buildings,100,69,69,0.5,0.2388755363282536,0.3462621911212772
all26,TSB,3,3,primary_6rows_3buildings,100,0,0,,,
