image_id,condition,mode,method,k,member_ids,used_k,used_member_ids,algorithm_status,raw_accepted_n,gt_version,gt_available,status,reason,iou,erp_dx_px,dy_px,erp_distance_px,circular_dx_px,moment_distance
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,curve,mv50,3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",ok,3,gt_original,True,ok,,0.9659400701673664,-0.43722675371338937,-3.905348506148954,3.9297473441231072,-52.30259708416962,0.01465135983382303
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,curve,mv50,3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",ok,3,gt_revised,True,ok,,0.9659400701673664,-0.43722675371338937,-3.905348506148954,3.9297473441231072,-52.30259708416962,0.01465135983382303
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,curve,mv_strict,3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",ok,3,gt_original,True,ok,,0.9659400701673664,-0.43722675371338937,-3.905348506148954,3.9297473441231072,-52.30259708416962,0.01465135983382303
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,curve,mv_strict,3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",ok,3,gt_revised,True,ok,,0.9659400701673664,-0.43722675371338937,-3.905348506148954,3.9297473441231072,-52.30259708416962,0.01465135983382303
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,curve,medoid,3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",ok,3,gt_original,True,ok,,0.9646567973886259,-0.6372372517772646,-4.059557694768017,4.109267573692769,-55.36268819984306,0.01513668763445603
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,curve,medoid,3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",ok,3,gt_revised,True,ok,,0.9646567973886259,-0.6372372517772646,-4.059557694768017,4.109267573692769,-55.36268819984306,0.01513668763445603
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,curve,em_correct_probability,3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",ok,3,gt_original,True,ok,,0.9659400701673664,-0.43722675371338937,-3.905348506148954,3.9297473441231072,-52.30259708416962,0.01465135983382303
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,curve,em_correct_probability,3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",ok,3,gt_revised,True,ok,,0.9659400701673664,-0.43722675371338937,-3.905348506148954,3.9297473441231072,-52.30259708416962,0.01465135983382303
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,curve,greedy_empirical,3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",ok,3,gt_original,True,ok,,0.9659400701673664,-0.43722675371338937,-3.905348506148954,3.9297473441231072,-52.30259708416962,0.01465135983382303
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,curve,greedy_empirical,3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",ok,3,gt_revised,True,ok,,0.9659400701673664,-0.43722675371338937,-3.905348506148954,3.9297473441231072,-52.30259708416962,0.01465135983382303
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,curve,staple,3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",unavailable,3,gt_original,True,unavailable,SimpleITK_not_installed,,,,,,
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,curve,staple,3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",3,"[""17be19782ab6f1fa54ca"", ""3651a92290f6ddca5577"", ""b7ad646fe3dc3b0d378e""]",unavailable,3,gt_revised,True,unavailable,SimpleITK_not_installed,,,,,,
2t7WUuJeko7_53937db036374126830e0f1203b04ead,manual,curve,mv50,8,"[""new_95_3649_6975_W031"", ""new_95_3649_6976_W035"", ""new_95_3649_7069_W037"", ""new_95_3649_7172_W034"", ""new_95_3649_7231_W036"", ""new_95_3649_7428_W028"", ""new_95_3649_7449_W032"", ""new_95_3649_7457_W030""]",6,"[""new_95_3649_6975_W031"", ""new_95_3649_6976_W035"", ""new_95_3649_7069_W037"", ""new_95_3649_7172_W034"", ""new_95_3649_7428_W028"", ""new_95_3649_7449_W032""]",ok,8,gt_original,True,ok,,0.8567627136867003,31.339552312073238,-2.345971568567222,31.427235349640615,-65.52550422694851,0.08673389196494281
2t7WUuJeko7_53937db036374126830e0f1203b04ead,manual,curve,mv50,8,"[""new_95_3649_6975_W031"", ""new_95_3649_6976_W035"", ""new_95_3649_7069_W037"", ""new_95_3649_7172_W034"", ""new_95_3649_7231_W036"", ""new_95_3649_7428_W028"", ""new_95_3649_7449_W032"", ""new_95_3649_7457_W030""]",6,"[""new_95_3649_6975_W031"", ""new_95_3649_6976_W035"", ""new_95_3649_7069_W037"", ""new_95_3649_7172_W034"", ""new_95_3649_7428_W028"", ""new_95_3649_7449_W032""]",ok,8,gt_revised,True,ok,,0.8567627136867003,31.339552312073238,-2.345971568567222,31.427235349640615,-65.52550422694851,0.08673389196494281
2t7WUuJeko7_53937db036374126830e0f1203b04ead,manual,curve,mv_strict,8,"[""new_95_3649_6975_W031"", ""new_95_3649_6976_W035"", ""new_95_3649_7069_W037"", ""new_95_3649_7172_W034"", ""new_95_3649_7231_W036"", ""new_95_3649_7428_W028"", ""new_95_3649_7449_W032"", ""new_95_3649_7457_W030""]",6,"[""new_95_3649_6975_W031"", ""new_95_3649_6976_W035"", ""new_95_3649_7069_W037"", ""new_95_3649_7172_W034"", ""new_95_3649_7428_W028"", ""new_95_3649_7449_W032""]",ok,8,gt_original,True,ok,,0.8594171977962622,31.13017644552542,-2.703555180805722,31.247353426253675,-65.69299382043624,0.08711808554264303
2t7WUuJeko7_53937db036374126830e0f1203b04ead,manual,curve,mv_strict,8,"[""new_95_3649_6975_W031"", ""new_95_3649_6976_W035"", ""new_95_3649_7069_W037"", ""new_95_3649_7172_W034"", ""new_95_3649_7231_W036"", ""new_95_3649_7428_W028"", ""new_95_3649_7449_W032"", ""new_95_3649_7457_W030""]",6,"[""new_95_3649_6975_W031"", ""new_95_3649_6976_W035"", ""new_95_3649_7069_W037"", ""new_95_3649_7172_W034"", ""new_95_3649_7428_W028"", ""new_95_3649_7449_W032""]",ok,8,gt_revised,True,ok,,0.8594171977962622,31.13017644552542,-2.703555180805722,31.247353426253675,-65.69299382043624,0.08711808554264303
2t7WUuJeko7_53937db036374126830e0f1203b04ead,manual,curve,medoid,8,"[""new_95_3649_6975_W031"", ""new_95_3649_6976_W035"", ""new_95_3649_7069_W037"", ""new_95_3649_7172_W034"", ""new_95_3649_7231_W036"", ""new_95_3649_7428_W028"", ""new_95_3649_7449_W032"", ""new_95_3649_7457_W030""]",6,"[""new_95_3649_6975_W031"", ""new_95_3649_6976_W035"", ""new_95_3649_7069_W037"", ""new_95_3649_7172_W034"", ""new_95_3649_7428_W028"", ""new_95_3649_7449_W032""]",ok,8,gt_original,True,ok,,0.8565982839208502,32.92486291715318,-2.3768596979738845,33.010544681013386,-65.13503080030068,0.09074450453679278
