canonical_annotation_id,image_id,code,condition,worker_id,mode,status,known_wrong,imputed_point,reference_count,expected_reference_count,reference_coverage_complete,peer_count,closest_reference,closest_reference_iou,closest_peer_id,closest_peer_iou,joint_distance_rank,reference_ious,peer_ious,area_pixels,erp_x_px,erp_y_px,circular_angle_rad,circular_R,moment_cos,moment_sin,reason
new_95_3654_7089_W037,B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937,B6ByNegPMKs-42,manual,W037,curve,pending_visual_review,True,False,5,5,True,6,bilayout_enclosed,0.25344802288900303,new_95_3654_7454_W032,0.3519248577854214,0.6480751422145786,"{""gt_original"": 0.2384765389062419, ""gt_revised"": 0.2384765389062419, ""hohonet"": 0.2345303961169003, ""bilayout_enclosed"": 0.25344802288900303, ""bilayout_extended"": 0.24899996396266533}","{""new_95_3654_6981_W035"": 0.28373146622734763, ""new_95_3654_7027_W031"": 0.27626724414501125, ""new_95_3654_7226_W036"": 0.1516837899543379, ""new_95_3654_7429_W028"": 0.24160803668311806, ""new_95_3654_7454_W032"": 0.3519248577854214, ""new_95_3654_7463_W030"": 0.1563137210229538}",13819,533.7423474925827,261.8642086981692,2.9644030383655195,0.1917660475390126,-0.1887635567119714,0.03380142964700163,
new_95_3654_7259_W034,B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937,B6ByNegPMKs-42,manual,W034,curve,pending_visual_review,True,False,5,5,True,6,bilayout_enclosed,0.25711613234538916,new_95_3654_7454_W032,0.3603840135783807,0.6396159864216193,"{""gt_original"": 0.24192796866101782, ""gt_revised"": 0.24192796866101782, ""hohonet"": 0.23792471402871593, ""bilayout_enclosed"": 0.25711613234538916, ""bilayout_extended"": 0.252603697430538}","{""new_95_3654_6981_W035"": 0.28676364683854244, ""new_95_3654_7027_W031"": 0.28012350134327757, ""new_95_3654_7226_W036"": 0.1538790832455216, ""new_95_3654_7429_W028"": 0.24480333146696528, ""new_95_3654_7454_W032"": 0.3603840135783807, ""new_95_3654_7463_W030"": 0.15987364291579234}",14019,565.4790997931378,263.7366074613025,2.656619404510128,0.3036515693252074,-0.2686367235347453,0.14155771375018059,
new_94_3646_7032_W037,yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,yqstnuAEVhm-02,manual,W037,linear,pending_visual_review,False,False,5,5,True,7,hohonet,0.5012645205538171,new_94_3646_7144_W034,0.5115539137703239,0.4884460862296761,"{""gt_original"": 0.487903309257228, ""gt_revised"": 0.487903309257228, ""hohonet"": 0.5012645205538171, ""bilayout_enclosed"": 0.48206744535772406, ""bilayout_extended"": 0.48206744535772406}","{""new_93_3609_6916_W017"": 0.4714168517518058, ""new_93_3609_7114_W006"": 0.4714168517518058, ""new_93_3609_7406_W008"": 0.4967364873512222, ""new_94_3646_6973_W035"": 0.4981217767779452, ""new_94_3646_7144_W034"": 0.5115539137703239, ""new_94_3646_7162_W033"": 0.5056174957118353, ""new_94_3646_7411_W032"": 0.5079111877559819}",23678,552.6229833600811,263.8492693639665,1.865256072802397,0.12042245135928585,-0.03494935204002109,0.11523935778787663,
ecd4e736ab99493cf8bd,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs-18,manual,W037,linear,pending_visual_review,False,False,5,5,True,4,gt_original,0.5167118983002428,ad005008336266edcd64,0.4723507462686567,0.4832881016997572,"{""gt_original"": 0.5167118983002428, ""gt_revised"": 0.5167118983002428, ""hohonet"": 0.5158303681649844, ""bilayout_enclosed"": 0.509222782666323, ""bilayout_extended"": 0.49037025977903853}","{""260cf962d9bea8512f9e"": 0.4307421684943299, ""8a2600447847d5ab7f5f"": 0.44447771248923984, ""9378da78037a5091f22e"": 0.3961600359294884, ""ad005008336266edcd64"": 0.4723507462686567}",26719,492.20440510498145,256.5305400651222,-0.12306903812675953,0.39920373460603037,0.39618438090241337,-0.049005694081130924,
e1491370f166c6c5a7d6,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom-10,manual,W037,curve,pending_visual_review,False,False,5,5,True,4,gt_original,0.5249269328623394,4f5b58a8268243d50888,0.5115349311575726,0.4750730671376606,"{""gt_original"": 0.5249269328623394, ""gt_revised"": 0.5249269328623394, ""hohonet"": 0.5223792573245993, ""bilayout_enclosed"": 0.5064830311951766, ""bilayout_extended"": 0.5062064789585226}","{""0fce729d57cd25ee8f7c"": 0.4962886516095741, ""165a2fd857e8341d4a8e"": 0.47679316815379313, ""1907e5aeb8f3d6578ad3"": 0.4812782935624952, ""4f5b58a8268243d50888"": 0.5115349311575726}",25179,517.7579530561181,259.970590571508,1.5273724098417953,0.03504663624863322,0.0015213839871955426,0.03501359883113298,
new_95_3658_7263_W034,b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG-08,manual,W034,linear,pending_visual_review,False,False,4,5,False,6,hohonet,0.5347930970495454,new_95_3658_7094_W037,0.5300385195864212,0.46520690295045464,"{""gt_original"": 0.5243605907780979, ""gt_revised"": 0.5243605907780979, ""hohonet"": 0.5347930970495454, ""bilayout_enclosed"": 0.5248722774939499}","{""new_95_3658_6985_W035"": 0.3592064097672644, ""new_95_3658_7059_W031"": 0.501812425438194, ""new_95_3658_7094_W037"": 0.5300385195864212, ""new_95_3658_7441_W028"": 0.4322462103812586, ""new_95_3658_7465_W032"": 0.4391955098222638, ""new_95_3658_7469_W030"": 0.321974774971957}",23537,521.2724009007095,270.8829714916939,0.09341222080040805,0.3430000322330119,0.34150463787470836,0.031993818495320424,
723bcf1f4f6f7bf5,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs-40,manual,W034,linear,pending_visual_review,False,False,5,5,True,23,hohonet,0.546429126314154,60f415b63bc6abc8,0.5322057870233956,0.45357087368584603,"{""gt_original"": 0.4716251949284697, ""gt_revised"": 0.4716251949284697, ""hohonet"": 0.546429126314154, ""bilayout_enclosed"": 0.44590581247348327, ""bilayout_extended"": 0.4434659090909091}","{""07ee953d1535b28d"": 0.5188726723704077, ""1614c0e2e49fb8a1"": 0.3241519280951, ""1bb726e611007d9d"": 0.30371122064366485, ""25a1d0d06f3c7ffa"": 0.388627989307131, ""26f5958a9b8dbc72"": 0.4166609996599796, ""2c474f6a00577ed6"": 0.4698672114402451, ""4a3402faafe5ac31"": 0.36178040686769586, ""60f415b63bc6abc8"": 0.5322057870233956, ""645a19e0d1eff33f"": 0.4120383036935705, ""6b6025969bfa55d0"": 0.3618778526407303, ""6ef72d6a7373d51d"": 0.443149743070131, ""786190bfb0e48244"": 0.3824296897651493, ""78a68354a388042f"": 0.46657603877297715, ""86bcdfbf6785b83b"": 0.49209890314184795, ""901942d47886d494"": 0.4120383036935705, ""90218eb4d8649c74"": 0.44307002314814814, ""902c7685cf8d8d7f"": 0.4166609996599796, ""a10544ac2d404470"": 0.4166609996599796, ""aff097a10b8a446c"": 0.5322057870233956, ""b9d7de702dfef712"": 0.5255734655920645, ""c87d232365323163"": 0.47392063888195657, ""cede48245acaf369"": 0.4166609996599796, ""dd72228423710274"": 0.5225265017667845}",13796,551.212380400116,266.57465932154247,0.4734206389068388,0.43334110181915775,0.3856796104544684,0.19757466590008735,
78d9436fb01b01f920ea,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM-05,manual,W037,linear,pending_visual_review,False,False,5,5,True,1,bilayout_enclosed,0.5783252687179108,f3ddcda6acb704f1443f,0.5817720205333482,0.4182279794666518,"{""gt_original"": 0.5399219273959175, ""gt_revised"": 0.5399219273959175, ""hohonet"": 0.5395457432745626, ""bilayout_enclosed"": 0.5783252687179108, ""bilayout_extended"": 0.5766031068247074}","{""f3ddcda6acb704f1443f"": 0.5817720205333482}",31790,474.3709657124882,274.83790500157284,-1.5692932452096557,0.09181766482874253,0.00013800938923749648,-0.09181756110903723,
84737c49b7cb43cb,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY-63,manual,W035,linear,pending_visual_review,False,False,5,5,True,23,hohonet,0.34074042958357836,b5310b5a5c856240,0.5843350135711516,0.4156649864288484,"{""gt_original"": 0.34069830104660065, ""gt_revised"": 0.3404350563055186, ""hohonet"": 0.34074042958357836, ""bilayout_enclosed"": 0.3229882773693622, ""bilayout_extended"": 0.32737983414293764}","{""069c8d013f9ff384"": 0.34285714285714286, ""08589c3af25a8b0d"": 0.34974234182651015, ""1afc429f5faf7c65"": 0.3562752446084078, ""2498d239ddfc8870"": 0.3543479521986309, ""285a5ac1de5efeac"": 0.34943976586373615, ""317410f693c7379d"": 0.3411193307036876, ""3f5307c8e24eadb4"": 0.37513063256900475, ""5658951cb26b6a74"": 0.3601498105250741, ""5d4b529359890ec3"": 0.3533231142989357, ""80fbe67225c21eb2"": 0.34214554262701913, ""883cd9a83e580954"": 0.3568059348394351, ""9296d36ebe81d569"": 0.3516002132657031, ""941c0898a57d3f1a"": 0.3516002132657031, ""94914c8bd46805c9"": 0.35510904831880813, ""9ddd4523d7b7906f"": 0.3515792503057774, ""abffbe9ff5e5e049"": 0.35648317016589093, ""b5310b5a5c856240"": 0.5843350135711516, ""c1e19602fd26903e"": 0.37248885632289186, ""d6563b79ad01a3ad"": 0.3793848659483839, ""e37769f9a2907705"": 0.3538911661186831, ""e944c8e11ed36c40"": 0.3543479521986309, ""f6377d1bf3f1d93a"": 0.3538993607114518, ""ffabc19f537baebf"": 0.35772972809393394}",24433,548.0995579748701,268.24534441124706,1.5732780912010804,0.11454306308992503,-0.00028426860514259105,0.11454271034589095,
new_95_3664_7230_W036,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC-04,manual,W036,curve,pending_visual_review,False,False,4,5,False,8,gt_revised,0.5937527152663133,new_95_3664_7479_W030,0.6018823737351421,0.3981176262648579,"{""gt_original"": 0.551768181423234, ""gt_revised"": 0.5937527152663133, ""bilayout_enclosed"": 0.5245154841620153, ""bilayout_extended"": 0.5407105323685002}","{""53530603e76707ac6f94"": 0.4782250929039108, ""8066ad223dec81c40daa"": 0.5288601626446982, ""d78d6ac8c99983d4ff33"": 0.539179285468608, ""new_95_3664_6991_W035"": 0.4668819677933109, ""new_95_3664_7074_W031"": 0.4527782693328614, ""new_95_3664_7444_W028"": 0.5646595146780722, ""new_95_3664_7479_W030"": 0.6018823737351421, ""new_95_3664_7482_W032"": 0.43832065121217484}",113020,515.4529817731375,265.34800920191117,2.267636550428038,0.0096926379646488,-0.00622071318880613,0.007433031557605869,
