canonical_annotation_id,image_id,building_id,worker_id,condition,mode,gt_version,status,reason,manual_gt_changed,known_wrong,imputed_point,circular_R,gt_circular_R,iou,erp_dx_px,dy_px,erp_distance_px,circular_dx_px,moment_distance
17be19782ab6f1fa54ca,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,W034,manual,curve,gt_original,ok,,False,False,False,0.035857898926220336,0.022498697640825273,0.9634632214085026,0.8709085238931493,-4.569308333726781,4.651565360784986,-40.70113539476443,0.015117020923697289
17be19782ab6f1fa54ca,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,W034,manual,curve,gt_revised,ok,,False,False,False,0.035857898926220336,0.022498697640825273,0.9634632214085026,0.8709085238931493,-4.569308333726781,4.651565360784986,-40.70113539476443,0.015117020923697289
3651a92290f6ddca5577,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,W031,manual,curve,gt_original,ok,,False,False,False,0.03436285982715691,0.022498697640825273,0.9646567973886259,-0.6372372517772646,-4.059557694768017,4.109267573692769,-55.36268819984306,0.01513668763445603
3651a92290f6ddca5577,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,W031,manual,curve,gt_revised,ok,,False,False,False,0.03436285982715691,0.022498697640825273,0.9646567973886259,-0.6372372517772646,-4.059557694768017,4.109267573692769,-55.36268819984306,0.01513668763445603
b7ad646fe3dc3b0d378e,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,W008,manual,curve,gt_original,ok,,False,False,False,0.032851983427780146,0.022498697640825273,0.975698243593435,-0.8316908715188447,-2.2090947279313298,2.360468009260403,-55.689462296280674,0.013880087587665329
b7ad646fe3dc3b0d378e,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,W008,manual,curve,gt_revised,ok,,False,False,False,0.032851983427780146,0.022498697640825273,0.975698243593435,-0.8316908715188447,-2.2090947279313298,2.360468009260403,-55.689462296280674,0.013880087587665329
17be19782ab6f1fa54ca,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,W034,manual,linear,gt_original,ok,,False,False,False,0.03826490065958587,0.036962712750806224,0.9572182125192391,-0.6086687382717173,-5.4963593120736505,5.529958708739878,-57.57585105432848,0.013281259243849965
17be19782ab6f1fa54ca,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,W034,manual,linear,gt_revised,ok,,False,False,False,0.03826490065958587,0.036962712750806224,0.9572182125192391,-0.6086687382717173,-5.4963593120736505,5.529958708739878,-57.57585105432848,0.013281259243849965
3651a92290f6ddca5577,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,W031,manual,linear,gt_original,ok,,False,False,False,0.031845880010240926,0.036962712750806224,0.9622326053531177,-1.9672319217381755,-4.90596642087155,5.285688976531336,-23.811576808246855,0.007159960701202404
3651a92290f6ddca5577,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,W031,manual,linear,gt_revised,ok,,False,False,False,0.031845880010240926,0.036962712750806224,0.9622326053531177,-1.9672319217381755,-4.90596642087155,5.285688976531336,-23.811576808246855,0.007159960701202404
