image_id,condition,bi_disagreement
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,0.0007796499720722494
2t7WUuJeko7_53937db036374126830e0f1203b04ead,manual,0.003017364076288054
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,0.0
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,0.0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,0.011879194630872503
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,0.0
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos,0.006321704518848059
7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,manual,0.0320157669987956
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos,0.009896956987462846
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.0
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.004223276543742327
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.0009936452917388428
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,0.0009936452917388428
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,0.19994895282390146
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,0.19994895282390146
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,0.0009742613739350814
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,0.0024694464979473363
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.0028168178853110737
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.004240341444487594
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.008220359139017752
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.060689683791186
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,0.060689683791186
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,0.005502904310608403
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,0.005502904310608403
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,0.0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.008183306055646433
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,0.0013390207203103355
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,0.0013390207203103355
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.00753360801178915
B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937,manual,0.05559875583203733
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,0.015499129986466409
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,0.013410666289432771
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,0.0
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,0.0
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,0.0
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,0.0033956905599802356
S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,manual,0.0
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,0.04293456443195509
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,0.00938470689313331
S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54,manual,0.0
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,0.0016435601446332937
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,0.0
S9hNv5qa7GM_dbcf0a37c275473094e1160770291679,manual,0.0032266561306466546
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,0.006398324802233568
S9hNv5qa7GM_e5e6c99e38014827b50ad33cd22e3c9d,manual,0.000190821486499404
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,0.0014758460131371054
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,0.004747203133818045
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.01550332969239987
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,0.2437517623234472
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos,0.015258159379067604
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.014048142149237441
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.005873523461463193
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.13759218656567673
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,0.13759218656567673
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.010511677369217542
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,0.0036179357239078946
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,0.0006316038791004397
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos,0.0007853990575211744
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,0.0062854748390537285
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,0.0004766217053524535
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,0.0
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.003769501307602119
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,0.002563015882625974
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,0.008084856913029848
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,0.0012323515092502735
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,0.0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,0.0009074410163338875
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,0.002624129594809621
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,0.002624129594809621
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,0.008145588367291956
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,0.008145588367291956
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,0.002205462761609489
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,0.002205462761609489
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,0.022054339724913663
Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45,manual,0.0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,0.005179537915381505
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,0.00983836964160223
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,0.0006126606319594163
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,0.0007465583659330699
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,0.055912729686009355
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,0.0
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,0.0
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,0.006027599038685216
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,0.0009358445161182782
e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200,manual,0.0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,0.0
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,0.010312815338042403
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.0198393953708077
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,manual,0.0041321481123137715
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,manual,0.0010875837883428385
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.0
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,0.29306037567688004
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,0.008771160424524194
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,0.013240677817480284
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,0.032158857923912265
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,0.0030195463765443353
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,0.0021619726539675588
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,0.1664312273694124
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,0.0
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,0.0036981666535526037
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,0.01624573378839589
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,0.005051644039511083
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,0.003132118451025012
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,0.007675438596491224
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,0.0009036540483701172
