image_id,condition,bi_disagreement
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,0.001977204000930488
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,0.016009828575816343
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,0.005802853697749244
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,0.004213120862113451
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.0
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.11501526220118663
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.014635256629111137
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.004661791590493625
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.0
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,0.1523336524652944
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,0.0
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,0.002539187176395452
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,0.001900914815254895
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,0.004601207972119936
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,0.0
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,0.25536247806106727
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,0.001529586574600117
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,0.005611030389216953
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,0.007881924584629552
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,0.0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,0.0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,0.005691660480079186
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,0.0030012648187450752
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,0.4129331051246279
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,0.005012205889991184
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,0.00011718692779816298
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,0.0
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,0.0
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,0.0007586325037319819
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,0.0
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,0.0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,0.0019311024132300236
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,0.0017359929198720314
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,0.05182813434887368
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos,0.0019288406184160278
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,0.011104912659949062
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,0.0019376211013187872
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,0.0019376211013187872
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,0.0008035759128119935
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.0
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,0.009151177451498738
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,0.009151177451498738
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.002714974488601807
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.07262102135622717
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,0.10752257715086366
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.0008061322622616718
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,0.0
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.0
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.014939114423193844
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.15169316339733196
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,0.0005821276235433714
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,0.0028822248135355055
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,0.00620794160298499
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,0.00048534774510056167
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,0.1772210302904469
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,0.0019677953492837075
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,0.08912024986985945
uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,manual,0.00200783220496481
uNb9QFRL6hY_05285f9bc0234526bf0f6362679e38d0,manual,0.0
uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8,manual,0.0
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,0.14011430190818064
uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,manual,0.0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.0
uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398,manual,0.004659970666320068
uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,manual,0.0043723842253904355
uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,manual,0.0
uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,manual,0.0023677487693937183
uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,manual,0.0
uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea,manual,0.0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,0.0011869255584636695
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,0.006464133543454098
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,0.000930539131109076
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,0.0
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,0.010517518482802912
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,0.005353733110966097
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,0.005353733110966097
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,0.0019362816883075062
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,0.0019362816883075062
uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3,manual,0.009390942217594955
uNb9QFRL6hY_84722e58b32f4646acc12614994f835b,manual,0.0
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,0.0
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,0.0
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,0.003823852844146769
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,0.0015840529326006658
uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,manual,0.0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,0.05661985218203569
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,0.012183692596063778
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,0.006083417217383702
uNb9QFRL6hY_a728d2eef41b449f82357899de802dd3,manual,0.0
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,0.07195014823761936
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,0.07195014823761936
uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,manual,0.01548003752736371
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,0.003069635897494871
uNb9QFRL6hY_b73ae36f994747e196380b1cb71cf407,manual,0.0014329779224249162
uNb9QFRL6hY_b98c9460586e4f138658181461df9f51,manual,0.0066437274124088175
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,0.015429949102598428
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,0.014080206283504149
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,0.046231380893717144
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,0.0
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,0.038717853475211395
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.038717853475211395
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,0.0
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,0.0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,0.0
uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1,manual,0.0009131478563118023
uNb9QFRL6hY_e0b8950793b447bd8b9f916e98e849d1,manual,0.0
uNb9QFRL6hY_e24473d2b8a24568b89c1c4c2a4a9bf1,manual,0.0023080502559329474
uNb9QFRL6hY_e8fcf8c5bd324655a25186117151ccbd,manual,0.0034382115187726603
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,0.0
uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,manual,0.13987017047021832
uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,manual,0.0042842077511204835
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,0.18503778493557976
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,0.0
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,0.005732401656314723
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,0.0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,0.0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,0.005558882348288829
wc2JMjhGNzB_3a035012369c4eb58295238d946fbc66,manual,0.0
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,0.007671074592373817
wc2JMjhGNzB_52ed6a0219e84a0bb6db8037ae700366,manual,0.002043596730245234
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,0.0
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,0.0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,0.0
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,0.007168610219142613
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,0.007168610219142613
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,0.17421677395179525
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,0.0
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,0.0
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,0.0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,0.009969891162997735
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,0.003845551095198463
wc2JMjhGNzB_e6693f97b36545f7a76e03c3fe32ba8c,manual,0.0
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,0.3571661100326746
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,0.3571661100326746
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,0.004581162656081994
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,0.008828783606218527
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,0.0008347835929651826
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,0.0034887408816999255
yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,manual,0.0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,0.4747891889397732
yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2,manual,0.0
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,0.0020832871611887738
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,manual,0.0010378701938161816
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,0.006615647042552242
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,0.00800962178207687
yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526,manual,0.0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos,0.006590918280700353
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,0.020837236690666727
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,0.017938007250467236
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,0.0
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,0.0
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,0.0
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,0.023304298157932335
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,0.0
zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,manual,0.0005795328321447357
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,0.010433874388515285
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,0.004127100073046064
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,0.004035708174091601
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,0.004037792143212315
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,0.009681731151331197
