image_id,condition,n_valid,total_clusters,supported_clusters,singletons,doubletons,singleton_share,supported_share,largest_share,effective_modes_simpson,entropy_bits,point_count_disagreement,within_cluster_median,sizes_descending,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,supported_point_counts
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0504209503578,4;1,0.2,1,0,1,1,0,False,1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,4,4,0,4,0,1,0,0.25,4,2,1,,1;1;1;1,1,0.181818181818,4,0,,0,False,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,24,1,1,0,0,0,1,1,1,-0,0,0.0336899296955,24,0,1,0,0,1,0,False,1
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.4,0.0566005613784,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,3,3,0,3,0,1,0,0.333333333333,3,1.58496250072,1,,1;1;1,1,0.333333333333,3,0,,0,False,0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,24,13,3,10,1,0.416666666667,0.583333333333,0.333333333333,6.12765957447,3.16829583405,0.442028985507,0.0580268632543,8;4;2;1;1;1;1;1;1;1;1;1;1,0.416666666667,0.586925287356,8,2,0.986111111111,0.1875,False,1
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,5,1,1,0,0,0,1,1,1,-0,0,0.0366647143508,5,0,1,0,0,1,0,False,1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,6,1,1,0,0,0,1,1,1,-0,0,0.0410235926583,6,0,1,0,0,1,0,False,1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,4,2,1,1,0,0.25,0.75,0.75,1.6,0.811278124459,0.5,0.056516606274,3;1,0.25,1,1,0,1,0,False,1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,24,17,5,12,4,0.5,0.5,0.166666666667,13.0909090909,3.91829583405,0.869565217391,0.0715907405979,4;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1,0.5,0.514084507042,10,2,0.977272727273,0.5,False,4
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,24,4,3,1,1,0.0416666666667,0.958333333333,0.75,1.70414201183,1.17606510372,0.159420289855,0.0166002695116,18;3;2;1,0.0416666666667,0.961666666667,0,1,0.916666666667,0.981481481481,True,2
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0548308668382,4;1,0.2,1,1,0,1,0,False,1
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,3,1,1,0,0,0,1,1,1,-0,0,0.0178172259405,3,0,1,0,0,1,0,False,1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,24,2,2,0,1,0,1,0.916666666667,1.18032786885,0.413816850304,0,0.0393240211776,22;2,0,1,0,0,1,0.568181818182,True,1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,6,2,1,1,0,0.166666666667,0.833333333333,0.833333333333,1.38461538462,0.650022421648,0,0.0689807813785,5;1,0.166666666667,1,1,0,1,0,False,1
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0210876417382,4;1,0.2,1,1,0,1,0,False,1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,5,5,0,5,0,1,0,0.2,5,2.32192809489,1,,1;1;1;1;1,1,0.111111111111,5,0,,0,False,0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,24,4,2,2,0,0.0833333333333,0.916666666667,0.541666666667,2.28571428571,1.39183577785,0.163043478261,0.042959594601,13;9;1;1,0.0833333333333,0.923333333333,2,0,0.973106060606,0.837606837607,True,1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0396132353585,4;1,0.2,1,1,0,1,0,False,1
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,23,2,2,0,1,0,1,0.913043478261,1.18876404494,0.426228656998,0.166007905138,0.0212102660422,21;2,0,1,0,0,1,0,False,2
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,5,3,2,1,2,0.2,0.8,0.4,2.77777777778,1.52192809489,0.8,0.0689065641553,2;2;1,0.2,0.9,1,0,1,0,False,2
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,24,11,3,8,1,0.333333333333,0.666666666667,0.458333333333,4.05633802817,2.71793602959,0.760869565217,0.049070778639,11;3;2;1;1;1;1;1;1;1;1,0.333333333333,0.670250896057,7,1,0.986111111111,0,False,3
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,24,3,2,1,0,0.0416666666667,0.958333333333,0.833333333333,1.40487804878,0.785235442392,0.300724637681,0.0276600046382,20;3;1,0.0416666666667,1,1,0,1,0,False,2
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,5,1,1,0,0,0,1,1,1,-0,0,0.0258667891908,5,0,1,0,0,1,0,False,1
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,23,3,2,1,0,0.0434782608696,0.95652173913,0.782608695652,1.55131964809,0.912316302754,0.0869565217391,0.0429578969865,18;4;1,0.0434782608696,1,1,0,1,0.763888888889,True,1
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,6,3,2,1,1,0.166666666667,0.833333333333,0.5,2.57142857143,1.45914791703,0.733333333333,0.00750496760897,3;2;1,0.166666666667,0.880952380952,1,0,1,0,False,2
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,22,9,3,6,0,0.272727272727,0.727272727273,0.409090909091,4.32142857143,2.58287650431,0.722943722944,0.0341478726541,9;4;3;1;1;1;1;1;1,0.272727272727,0.732370433305,6,0,1,0,False,3
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,24,2,2,0,1,0,1,0.916666666667,1.18032786885,0.413816850304,0.159420289855,0.0388149909178,22;2,0,1,0,0,1,0,False,2
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,22,17,1,16,0,0.727272727273,0.272727272727,0.272727272727,9.30769230769,3.75444184571,0.822510822511,0.0561143833346,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0.727272727273,0.277315744193,16,0,1,0,False,1
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,24,7,4,3,1,0.125,0.875,0.375,4.17391304348,2.34543725231,0.163043478261,0.0392543980588,9;5;5;2;1;1;1,0.125,0.878521126761,2,1,0.963636363636,0.944444444444,True,1
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,23,4,3,1,2,0.0434782608696,0.95652173913,0.782608695652,1.58858858859,1.08622934623,0,0.0305360896987,18;2;2;1,0.0434782608696,0.963210702341,1,0,0.915065441381,0.972222222222,True,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,24,14,5,9,2,0.375,0.625,0.166666666667,9.93103448276,3.5535088548,0.731884057971,0.0453387964541,4;4;3;2;2;1;1;1;1;1;1;1;1;1,0.375,0.632109004739,9,0,1,0.5,False,4
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,23,14,6,8,5,0.347826086957,0.652173913043,0.217391304348,9.98113207547,3.58401237021,0.758893280632,0.0466278754968,5;2;2;2;2;2;1;1;1;1;1;1;1;1,0.347826086957,0.670874240299,8,0,0.984126984127,0.5,False,3
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.7,0.0726186934161,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.7,0.0627485123536,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,5,3,2,1,2,0.2,0.8,0.4,2.77777777778,1.52192809489,0.6,0.0434831964444,2;2;1,0.2,0.9,1,0,1,0,False,2
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,6,2,2,0,0,0,1,0.5,2,1,0,0.0302654480309,3;3,0,1,0,0,1,0,False,1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.5,0.00701130918398,2;1;1,0.5,0.625,2,0,1,0,False,1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0312724166825,4;1,0.2,1,1,0,1,0,False,1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,2,1,1,0,0.25,0.75,0.75,1.6,0.811278124459,0.5,0,3;1,0.25,1,1,0,1,0,False,1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0381594092811,4;1,0.2,1,1,0,1,0,False,1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0305659695118,4;1,0.2,1,1,0,1,0,False,1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,6,4,2,1,0.0869565217391,0.913043478261,0.391304347826,3.64827586207,2.13505339216,0.624505928854,0.0397319751544,9;7;3;2;1;1,0.0869565217391,0.916824196597,1,1,0.974637681159,0.703703703704,True,3
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,23,10,4,6,2,0.260869565217,0.739130434783,0.304347826087,5.34343434343,2.82089850133,0.624505928854,0.0491924691421,7;6;2;2;1;1;1;1;1;1,0.260869565217,0.746803069054,3,3,0.930272108844,0.857142857143,True,2
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,23,8,5,3,0,0.130434782609,0.869565217391,0.217391304348,6.22352941176,2.76858247881,0.845849802372,0.0374580861185,5;4;4;4;3;1;1;1,0.130434782609,0.875236294896,3,0,1,0,False,5
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,6,3,1,2,0,0.333333333333,0.666666666667,0.666666666667,2,1.25162916739,0.333333333333,0.0199225041672,4;1;1,0.333333333333,0.761904761905,2,0,1,0,False,1
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,23,8,5,3,3,0.130434782609,0.869565217391,0.434782608696,4.03816793893,2.47054974089,0.565217391304,0.0313519978475,10;4;2;2;2;1;1;1,0.130434782609,0.880434782609,3,0,1,0.8,True,4
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,6,1,1,0,0,0,1,1,1,-0,0,0.0201068604403,6,0,1,0,0,1,0,False,1
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0,0.0581749247813,2;1;1,0.5,0.625,2,0,1,0,False,1
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,24,5,2,3,1,0.125,0.875,0.791666666667,1.5652173913,1.13868655258,0.163043478261,0.0158365386176,19;2;1;1;1,0.125,0.878521126761,3,0,0.977272727273,0.657894736842,True,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,23,11,5,6,1,0.260869565217,0.739130434783,0.217391304348,7.66666666667,3.17054389176,0.837944664032,0.060917625066,5;4;3;3;2;1;1;1;1;1;1,0.260869565217,0.743024010383,3,3,0.985507246377,0,False,5
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,24,4,2,2,0,0.0833333333333,0.916666666667,0.791666666667,1.54838709677,1.02389957332,0.0833333333333,0.0396775443783,19;3;1;1,0.0833333333333,0.923333333333,2,0,0.952083333333,0.912280701754,True,1
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,24,7,3,4,1,0.166666666667,0.833333333333,0.625,2.38016528926,1.86170223254,0.163043478261,0.0474153323665,15;3;2;1;1;1;1,0.166666666667,0.836879432624,4,0,0.9375,0.933333333333,True,1
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.9,0.0572893267935,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0290902680518,4;1,0.2,1,1,0,1,0,False,1
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0358869478805,4;1,0.2,1,1,0,1,0,False,1
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.4,0.0565756862501,3;1;1,0.4,0.733333333333,1,1,0.933333333333,0,False,1
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,5,5,0,5,0,1,0,0.2,5,2.32192809489,0.8,,1;1;1;1;1,1,0.111111111111,5,0,,0,False,0
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0,0.0301945194671,2;1;1,0.5,0.625,2,0,1,0,False,1
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,24,3,2,1,0,0.0416666666667,0.958333333333,0.833333333333,1.40487804878,0.785235442392,0.0833333333333,0.0379931886232,20;3;1,0.0416666666667,1,1,0,1,0.683333333333,True,1
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,5,1,1,0,0,0,1,1,1,-0,0,0.0198905077281,5,0,1,0,0,1,0,False,1
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,5,5,0,5,0,1,0,0.2,5,2.32192809489,0.8,,1;1;1;1;1,1,0.111111111111,5,0,,0,False,0
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,5,5,0,5,0,1,0,0.2,5,2.32192809489,0.9,,1;1;1;1;1,1,0.111111111111,5,0,,0,False,0
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0501821771156,4;1,0.2,1,1,0,1,0,False,1
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.7,0.0642769754003,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,24,1,1,0,0,0,1,1,1,-0,0,0.0357936424309,24,0,1,0,0,1,0,False,1
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,24,1,1,0,0,0,1,1,1,-0,0,0.0333776225288,24,0,1,0,0,1,0,False,1
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,24,2,2,0,1,0,1,0.916666666667,1.18032786885,0.413816850304,0,0.0240982995575,22;2,0,1,0,0,0.958498023715,0.954545454545,True,1
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,6,5,1,4,1,0.666666666667,0.333333333333,0.333333333333,4.5,2.25162916739,0.866666666667,0,2;1;1;1;1,0.666666666667,0.393939393939,4,0,1,0,False,1
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,6,5,1,4,1,0.666666666667,0.333333333333,0.333333333333,4.5,2.25162916739,0.933333333333,0.0176256974993,2;1;1;1;1,0.666666666667,0.393939393939,4,0,1,0,False,1
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,4,1,1,0,0,0,1,1,1,-0,0,0.048236674243,4,0,1,0,0,1,0,False,1
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,24,2,1,1,0,0.0416666666667,0.958333333333,0.958333333333,1.08679245283,0.249882292833,0,0.0198287474,23;1,0.0416666666667,1,1,0,1,0,False,1
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,7,2,2,0,1,0,1,0.714285714286,1.68965517241,0.863120568567,0.47619047619,0.048613116923,5;2,0,1,0,0,1,0,False,2
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0212795173415,4;1,0.2,1,1,0,1,0,False,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,23,10,6,4,2,0.173913043478,0.826086956522,0.217391304348,7.45070422535,3.08358737002,0.810276679842,0.0544623271061,5;4;3;3;2;2;1;1;1;1,0.173913043478,0.833648393195,4,0,1,0,False,5
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,5,1,1,0,0,0,1,1,1,-0,0,0.0694818849504,5,0,1,0,0,1,0,False,1
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.5,0.0644490772723,2;1;1,0.5,0.625,1,1,1,0,False,1
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,23,5,4,1,2,0.0434782608696,0.95652173913,0.565217391304,2.60591133005,1.75332905126,0.644268774704,0.035496312588,13;5;2;2;1,0.0434782608696,0.963210702341,1,0,1,0,False,4
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,24,3,2,1,0,0.0416666666667,0.958333333333,0.5,2.16541353383,1.20690842515,0.0833333333333,0.0362336963783,12;11;1,0.0416666666667,1,1,0,0.992361111111,0.80303030303,True,1
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,23,3,2,1,0,0.0434782608696,0.95652173913,0.652173913043,1.92363636364,1.1211774609,0.0869565217391,0.041195218516,15;7;1,0.0434782608696,1,1,0,0.947736188297,0.809523809524,True,1
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.7,0.0420061446832,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,4,1,1,0,0,0,1,1,1,-0,0,0.0372028502284,4,0,1,0,0,1,0,False,1
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,5,5,0,5,0,1,0,0.2,5,2.32192809489,1,,1;1;1;1;1,1,0.111111111111,5,0,,0,False,0
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0405859139042,4;1,0.2,1,0,1,0.95,0,False,1
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,5,2,2,0,1,0,1,0.6,1.92307692308,0.970950594455,0.6,0.068378949442,3;2,0,1,0,0,1,0,False,2
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,24,6,2,4,0,0.166666666667,0.833333333333,0.708333333333,1.90728476821,1.49155600891,0.239130434783,0.044748188344,17;3;1;1;1;1,0.166666666667,0.838028169014,4,0,0.858180607769,0.941176470588,True,1
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,5,1,1,0,0,0,1,1,1,-0,0,0.0400614968018,5,0,1,0,0,1,0,False,1
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,semi,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.00680768136704,4;1,0.2,1,1,0,1,0,False,1
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,23,7,3,4,2,0.173913043478,0.826086956522,0.652173913043,2.23206751055,1.80167678501,0.320158102767,0.030284204513,15;2;2;1;1;1;1,0.173913043478,0.833648393195,4,0,1,0.266666666667,False,2
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,6,2,1,1,0,0.166666666667,0.833333333333,0.833333333333,1.38461538462,0.650022421648,0,0.0236967151974,5;1,0.166666666667,1,0,1,0.966666666667,0,False,1
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,manual,6,2,2,0,0,0,1,0.5,2,1,0.6,0.0088476368924,3;3,0,1,0,0,1,0,False,2
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,5,3,2,1,2,0.2,0.8,0.4,2.77777777778,1.52192809489,0.8,0.0321426068445,2;2;1,0.2,0.9,1,0,1,0,False,2
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,6,5,1,4,1,0.666666666667,0.333333333333,0.333333333333,4.5,2.25162916739,0.933333333333,0,2;1;1;1;1,0.666666666667,0.393939393939,4,0,1,0,False,1
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,24,7,3,4,0,0.166666666667,0.833333333333,0.583333333333,2.64220183486,1.96776483767,0.492753623188,0.0515104933122,14;3;3;1;1;1;1,0.166666666667,0.838028169014,4,0,0.922619047619,0.52380952381,True,2
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,5,2,2,0,1,0,1,0.6,1.92307692308,0.970950594455,0.6,0.0233200922082,3;2,0,1,0,0,1,0,False,2
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,23,9,6,3,2,0.130434782609,0.869565217391,0.304347826087,6.08045977011,2.87503382732,0.612648221344,0.0404000248463,7;3;3;3;2;2;1;1;1,0.130434782609,0.87701863354,2,1,0.944444444444,0.714285714286,True,3
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,24,3,2,1,0,0.0416666666667,0.958333333333,0.666666666667,1.88235294118,1.09948398179,0,0.0554568420544,16;7;1,0.0416666666667,1,0,1,0.874131944444,0.9375,True,1
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.6,0.0389117288374,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,4,1,1,0,0,0,1,1,1,-0,0,0.0353760932945,4,0,1,0,0,1,0,False,1
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.7,0.0844010701439,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,23,14,6,8,4,0.347826086957,0.652173913043,0.173913043478,10.7959183673,3.62117554292,0.826086956522,0.0376346061965,4;3;2;2;2;2;1;1;1;1;1;1;1;1,0.347826086957,0.667296786389,7,1,0.984126984127,0.5,False,4
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,24,15,3,12,1,0.5,0.5,0.25,8.47058823529,3.52205520887,0.833333333333,0.0402460732627,6;4;2;1;1;1;1;1;1;1;1;1;1;1;1,0.5,0.503597122302,12,0,1,0,False,3
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,24,3,1,2,0,0.0833333333333,0.916666666667,0.916666666667,1.18518518519,0.497150183637,0,0.0409811390661,22;1;1,0.0833333333333,0.923333333333,1,1,0.981060606061,0,False,1
zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,4,2,1,1,0,0.25,0.75,0.75,1.6,0.811278124459,0,0.0554425851973,3;1,0.25,1,1,0,1,0,False,1
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,4,2,1,1,0,0.25,0.75,0.75,1.6,0.811278124459,0.5,0.0876507381437,3;1,0.25,1,1,0,1,0,False,1
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,2,1,1,0,1,0,1,1,1,-0,0,0.0129472911952,2,0,1,0,0,,0,False,1
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,4,2,1,1,0,0.25,0.75,0.75,1.6,0.811278124459,0.5,0.0226984433182,3;1,0.25,1,1,0,1,0,False,1
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,2,1,1,0,1,0,1,1,1,-0,0,0.0947293110381,2,0,1,0,0,,0,False,1
