file,match,max_numeric_absolute_error
CHECKS.json,True,0
eligibility.csv,True,0
endpoint_residuals.csv.gz,True,1.000017846308765e-10
exact_curves.csv.gz,True,0
full_history_visual_coverage.csv,True,0
groups.json,True,5.6843418860808015e-14
memberships.csv.gz,True,0
pairwise.csv.gz,True,1.000017846308765e-10
partition_summary.csv,True,0
worker_observations.csv.gz,True,0
