condition,metric,partition,nominal_cut,k,images,buildings,next_uncovered,fixed_expected_clusters,fixed_unseen_pool_mass,minority_unseen_mass
manual,image,complete,9,12,45,14,0.26647547727213006,5.7624117198366767,0.14651896154363697,0.032642612875212085
manual,image,complete,9,13,45,14,0.25939764930465786,6.0706496985529608,0.1287445807546598,0.025643210051353772
manual,image,complete,9,14,45,14,0.2529424084853259,6.3688673501591353,0.11217884773607756,0.01968748075146097
manual,image,complete,9,15,45,14,0.24701808271097545,6.6579035690507631,0.096670716555948111,0.014691766527200337
manual,image,complete,9,16,45,14,0.24155258643996472,6.9384761170106888,0.082098490541231958,0.01057752203330482
manual,image,complete,9,17,45,14,0.23648821585511134,7.2112077753305828,0.068362327757129776,0.0072713150275736573
manual,image,complete,9,18,45,14,0.23177789665203852,7.4766458636710356,0.055378875670048205,0.0047048263708723932
manual,image,complete,12,1,45,14,0.50049333552003261,1,0.57135001632502502,0.17935857572073372
manual,image,complete,12,2,45,14,0.40437630810516351,1.5974301806338422,0.44231751991668933,0.1558926273134513
manual,image,complete,12,3,45,14,0.35805232989342561,2.0822084532678153,0.36958803148065755,0.13476037139359287
manual,image,complete,12,4,45,14,0.32703339278988763,2.5077617787439652,0.3180793815512572,0.11579966515787776
manual,image,complete,12,5,45,14,0.30379300238074414,2.8934993136781175,0.27782648245372088,0.098854971139186787
manual,image,complete,12,6,45,14,0.28538647890018642,3.2493468811142794,0.24473289419261327,0.083777357206562167
manual,image,complete,12,7,45,14,0.27029053978979944,3.5814492359085621,0.21666838942186739,0.070424496565207662
manual,image,complete,12,8,45,14,0.25760042839674463,3.8940465338410326,0.19234560875347245,0.058660667756488483
manual,image,complete,12,9,45,14,0.24673111488900965,4.1902559583519334,0.17090870024055574,0.04835675465793135
manual,image,complete,12,10,45,14,0.2372821720771198,4.4724582245850257,0.15175548763944582,0.039390246483224436
manual,image,complete,12,11,45,14,0.22896819018896911,4.7425189987395537,0.13444725986507597,0.031645237782217422
