condition,metric,partition,nominal_cut,k,images,buildings,clusters_mean,singletons_mean,supported_clusters_mean,largest_share_mean,fixed_clusters_mean,fixed_singletons_mean,fixed_largest_share_mean,pair_incompatible_mean,remaining_pair_uncovered_mean,fixed_unseen_full_mass_mean,fixed_unseen_remaining_mass_mean,fixed_unseen_repeated_minority_mass_mean,fixed_repeated_minority_total_mass_mean,prefix_vs_full_relation_disagreement_mean,mean_old_pair_churn,probability_any_old_pair_change,probability_cluster_count_drop,prefix_minus_fixed_clusters,prefix_minus_fixed_singletons
manual,sphere,representative,6,12,45,14,5.6900000000000004,4.1555555555555559,1.5344444444444443,0.54608333333333337,5.7028888888888885,4.147444444444444,0.54502777777777778,0.64789562289562297,0.31542171717171719,0.15784330330657562,0.33126314734648066,0.02747791307980095,0.18624459699974574,0.026661616161616161,0.0061515151515151509,0.039222222222222221,0.014888888888888889,-0.012888888888888896,0.0081111111111110794
manual,sphere,representative,6,13,45,14,6.0103333333333326,4.3683333333333332,1.6419999999999999,0.5446495726495727,6.0281111111111105,4.3666666666666663,0.54352136752136748,0.64718945868945865,0.30778007455507456,0.14049217790853946,0.32451651034151036,0.022080010109815602,0.18624459699974574,0.024994301994301995,0.0060050505050505045,0.040777777777777774,0.017444444444444446,-0.017777777777777795,0.0016666666666666681
manual,sphere,representative,6,14,45,14,6.3279999999999994,4.5865555555555559,1.7414444444444444,0.54371428571428571,6.3528888888888888,4.5915555555555558,0.54261111111111116,0.6466007326007327,0.29801640211640212,0.12294680511665636,0.3156183421516755,0.016231495405179614,0.18624459699974574,0.023835164835164839,0.0060669515669515665,0.040333333333333339,0.016888888888888891,-0.024888888888888877,-0.0050000000000000478
manual,sphere,representative,6,15,45,14,6.6448888888888886,4.8005555555555555,1.8443333333333334,0.54248888888888891,6.6698888888888881,4.8045555555555559,0.54148148148148145,0.64630687830687827,0.29012222222222223,0.10679561585122226,0.30845555555555554,0.012000442531449397,0.18624459699974574,0.022354497354497353,0.0061514041514041506,0.041000000000000002,0.016111111111111111,-0.024999999999999991,-0.0040000000000000027
manual,sphere,representative,6,16,45,14,6.948666666666667,4.9984444444444449,1.9502222222222223,0.54189583333333335,6.9752222222222224,5.0018888888888888,0.54088194444444448,0.6456898148148148,0.28354523809523813,0.091669462908478924,0.30274100529100528,0.008703932536655648,0.18624459699974574,0.020728703703703704,0.0057873015873015875,0.041888888888888892,0.016111111111111114,-0.026555555555555607,-0.0034444444444444696
manual,sphere,representative,6,17,45,14,7.2441111111111116,5.1864444444444437,2.0576666666666665,0.54150326797385617,7.2748888888888894,5.1947777777777775,0.54048366013071902,0.64561519607843132,0.27735582010582011,0.077230028573850085,0.29768386243386241,0.006113398532563292,0.18624459699974574,0.018989379084967319,0.0060787037037037042,0.043333333333333335,0.017777777777777778,-0.030777777777777817,-0.008333333333333361
manual,sphere,representative,6,18,45,14,7.5410000000000004,5.3780000000000001,2.1629999999999998,0.54115432098765437,7.5718888888888891,5.3876666666666662,0.5403086419753087,0.64543572984749464,0.27121111111111113,0.06305246177036794,0.29170000000000001,0.0038231769036116865,0.18624459699974574,0.017169934640522876,0.0053750000000000004,0.039222222222222228,0.014777777777777779,-0.030888888888888882,-0.0096666666666666498
manual,sphere,representative,9,1,45,14,1,1,0,1,1,1,1,,0.53484125002889304,0.4753326377538048,0.49712090649695528,0.11892037279188308,0.13565949898901844,,,,,0,0
manual,sphere,representative,9,2,45,14,1.5276666666666667,1.0553333333333335,0.47233333333333333,0.73616666666666664,1.4935555555555557,0.98711111111111116,0.75322222222222213,0.52766666666666673,0.43283664474118549,0.37463904961679562,0.41071666341532181,0.10421108931749663,0.13565949898901844,0.041666666666666664,,,0,0.034111111111111092,0.06822222222222224
manual,sphere,representative,9,3,45,14,1.9582222222222223,1.3032222222222221,0.65500000000000003,0.68059259259259253,1.9134444444444445,1.2371111111111111,0.69551851851851854,0.53859259259259251,0.38504043858284059,0.32271972322109621,0.37171841477331669,0.091184927596769702,0.13565949898901844,0.036370370370370365,0.014777777777777779,0.014777777777777779,0.014777777777777779,0.04477777777777775,0.066111111111111107
manual,sphere,representative,9,4,45,14,2.3152222222222223,1.5274444444444444,0.78777777777777769,0.66416666666666668,2.2742222222222224,1.4743333333333333,0.67444444444444451,0.53342592592592597,0.35476843108588468,0.28480998177811678,0.34553665720674231,0.079011736164081692,0.13565949898901844,0.029462962962962962,0.010592592592592591,0.018777777777777779,0.015777777777777776,0.041000000000000016,0.053111111111111095
manual,sphere,representative,9,5,45,14,2.6596666666666668,1.7675555555555558,0.89211111111111119,0.65400000000000003,2.6165555555555557,1.7156666666666667,0.66300000000000003,0.53391111111111111,0.33163886800334169,0.25421501580037048,0.3257812610229277,0.067546722482534835,0.13565949898901844,0.026566666666666666,0.0074259259259259261,0.01922222222222222,0.013333333333333332,0.043111111111111114,0.051888888888888908
manual,sphere,representative,9,6,45,14,2.9867777777777778,1.9972222222222222,0.98955555555555563,0.64735185185185184,2.9415555555555555,1.9424444444444444,0.65496296296296297,0.53343703703703704,0.31428040253138295,0.22876856967297468,0.31066588378941318,0.057500033901178062,0.13565949898901844,0.024488888888888886,0.0067333333333333334,0.019555555555555555,0.010222222222222223,0.045222222222222212,0.054777777777777752
manual,sphere,representative,9,7,45,14,3.3025555555555557,2.2216666666666667,1.080888888888889,0.64239682539682541,3.2554444444444446,2.1622222222222223,0.64877777777777768,0.53372486772486782,0.29936459305944596,0.20622638843485525,0.29778398303765952,0.048436088712118457,0.13565949898901844,0.0221005291005291,0.0053185185185185184,0.019,0.010222222222222223,0.047111111111111152,0.059444444444444439
manual,sphere,representative,9,8,45,14,3.6037777777777773,2.4334444444444445,1.1703333333333332,0.63872222222222219,3.5552222222222225,2.3729999999999998,0.64450000000000007,0.53498412698412701,0.28689335016835016,0.18617131627377623,0.28701435185185181,0.04082791792282639,0.13565949898901844,0.020408730158730157,0.0042063492063492058,0.019,0.010444444444444445,0.048555555555555491,0.060444444444444419
manual,sphere,representative,9,9,45,14,3.8954444444444447,2.6389999999999998,1.2564444444444445,0.63561728395061734,3.8446666666666665,2.5768888888888886,0.64085185185185189,0.53590432098765428,0.27640028860028859,0.16815408751346966,0.27802198172198173,0.034220956073759273,0.13565949898901844,0.019737654320987657,0.0039722222222222216,0.01977777777777778,0.010444444444444445,0.050777777777777783,0.062111111111111152
manual,sphere,representative,9,10,45,14,4.1808888888888891,2.8432222222222223,1.3376666666666668,0.63288888888888895,4.1323333333333334,2.7858888888888886,0.63747777777777781,0.53724444444444452,0.2661228931562265,0.1508649410361653,0.26891722228388892,0.027970534125167992,0.13565949898901844,0.018523456790123457,0.0042067901234567901,0.02322222222222222,0.011555555555555557,0.048555555555555567,0.057333333333333333
manual,sphere,representative,9,11,45,14,4.4563333333333333,3.0363333333333333,1.4199999999999999,0.63075757575757574,4.4081111111111113,2.9796666666666667,0.63479797979797969,0.53837171717171717,0.2568423076923077,0.13489392926761348,0.26072264957264957,0.022589274514789388,0.13565949898901844,0.017416161616161614,0.004059259259259259,0.024555555555555556,0.012999999999999999,0.048222222222222229,0.056666666666666622
manual,sphere,representative,9,12,45,14,4.725888888888889,3.2208888888888887,1.5049999999999999,0.62852777777777769,4.6788888888888893,3.1666666666666665,0.63220370370370371,0.53923232323232329,0.24856950456950458,0.11988931507512744,0.25309824434824435,0.017812083348467789,0.13565949898901844,0.016121212121212123,0.0037818181818181818,0.02377777777777778,0.010888888888888889,0.047000000000000042,0.054222222222222248
manual,sphere,representative,9,13,45,14,4.9733333333333336,3.3885555555555551,1.5847777777777776,0.62723931623931628,4.9297777777777778,3.3396666666666666,0.63062393162393171,0.53902564102564099,0.24213241943241945,0.10640186456479363,0.24759874939874937,0.013989269974453039,0.13565949898901844,0.015259259259259259,0.0034107744107744111,0.024555555555555556,0.011222222222222222,0.043555555555555535,0.048888888888888919
manual,sphere,representative,9,14,45,14,5.2136666666666667,3.5478888888888891,1.6657777777777776,0.62671428571428567,5.1733333333333338,3.5049999999999999,0.62975396825396823,0.53841147741147743,0.23515485008818343,0.093457434044047327,0.24197830687830688,0.010276982008160499,0.13565949898901844,0.014295482295482295,0.0031296296296296298,0.024111111111111111,0.011444444444444445,0.04033333333333336,0.042888888888888865
manual,sphere,representative,9,15,45,14,5.450333333333333,3.7054444444444448,1.7448888888888887,0.625925925925926,5.4174444444444445,3.6762222222222225,0.62868888888888885,0.53827830687830691,0.22927345679012348,0.081118185560519654,0.23671018518518519,0.0073581408230721729,0.13565949898901844,0.01282010582010582,0.0032576312576312579,0.025222222222222222,0.012222222222222223,0.032888888888888856,0.029222222222222229
manual,sphere,representative,9,16,45,14,5.6788888888888893,3.8552222222222223,1.8236666666666665,0.62563194444444448,5.6533333333333333,3.8367777777777778,0.62802777777777774,0.53766944444444442,0.22444629629629628,0.06949113817151574,0.23214933862433865,0.0051451503154020311,0.13565949898901844,0.011783333333333333,0.0034010582010582011,0.027333333333333334,0.01188888888888889,0.025555555555555449,0.018444444444444409
manual,sphere,representative,9,17,45,14,5.8984444444444444,3.9966666666666666,1.9017777777777778,0.62554248366013065,5.8823333333333334,3.9915555555555557,0.62765359477124183,0.53728839869281053,0.22071693121693117,0.058564294189580236,0.2288306878306878,0.0035151486808809463,0.13565949898901844,0.011016339869281046,0.0027740740740740742,0.025777777777777781,0.014444444444444446,0.01611111111111108,0.0051111111111111131
manual,sphere,representative,9,18,45,14,6.1172222222222219,4.1368888888888886,1.9803333333333333,0.62554938271604943,6.1073333333333331,4.1417777777777776,0.6273333333333333,0.5371365286855484,0.21635925925925925,0.047934708147179539,0.22562222222222222,0.0021033988957902001,0.13565949898901844,0.0098583877995642704,0.0031258169934640528,0.028555555555555553,0.012666666666666668,0.0098888888888889158,-0.0048888888888888879
manual,sphere,representative,12,1,45,14,1,1,0,1,1,1,1,,0.47980535754185638,0.43383832649255988,0.45375657991047003,0.11685391437531026,0.13401813713026528,,,,,0,0
manual,sphere,representative,12,2,45,14,1.4735555555555555,0.94711111111111101,0.52644444444444449,0.76322222222222225,1.4473333333333331,0.89466666666666661,0.77633333333333343,0.47355555555555551,0.38726193380063345,0.33683455982952548,0.3693116644850391,0.10182692116765343,0.13401813713026528,0.02711111111111111,,,0,0.02622222222222223,0.052444444444444453
manual,sphere,representative,12,3,45,14,1.8612222222222221,1.1593333333333333,0.7018888888888889,0.71292592592592585,1.8276666666666668,1.108111111111111,0.72411111111111115,0.48333333333333334,0.3432971068056852,0.28506003717022027,0.32838963326071169,0.08820185972176818,0.13401813713026528,0.019296296296296294,0.0077777777777777784,0.0077777777777777784,0.0077777777777777784,0.033555555555555568,0.051222222222222225
manual,sphere,representative,12,4,45,14,2.1881111111111111,1.357,0.83111111111111113,0.69497222222222221,2.1443333333333334,1.2954444444444444,0.70524999999999993,0.47962962962962963,0.31355350017199862,0.24802467127964839,0.30096180770553832,0.076150109876139613,0.13401813713026528,0.017074074074074075,0.0036666666666666662,0.0074444444444444445,0.0066666666666666662,0.043777777777777756,0.061555555555555558
manual,sphere,representative,12,5,45,14,2.4929999999999999,1.5587777777777776,0.93422222222222218,0.68588888888888888,2.4443333333333332,1.492,0.69471111111111117,0.4802333333333334,0.29039011649494106,0.21796717578971581,0.27938388564002598,0.06472308882108653,0.13401813713026528,0.015399999999999999,0.0035555555555555557,0.0098888888888888898,0.0082222222222222228,0.048666666666666636,0.066777777777777769
manual,sphere,representative,12,6,45,14,2.7783333333333333,1.7437777777777776,1.0345555555555555,0.67951851851851852,2.7248888888888891,1.6706666666666665,0.68711111111111112,0.48011851851851856,0.27322515262515262,0.19433769689925298,0.26394676035656428,0.054739320826220142,0.13401813713026528,0.013792592592592594,0.0031444444444444449,0.012111111111111112,0.0084444444444444454,0.053444444444444447,0.073111111111111099
manual,sphere,representative,12,7,45,14,3.0486666666666666,1.913888888888889,1.1347777777777777,0.6745079365079365,2.9904444444444445,1.8360000000000001,0.68125396825396822,0.48083068783068783,0.25838609824271591,0.17350293517610449,0.25053249569058395,0.04572006889203685,0.13401813713026528,0.012100529100529101,0.0026814814814814813,0.012222222222222223,0.0083333333333333332,0.058222222222222245,0.07788888888888891
manual,sphere,representative,12,8,45,14,3.3034444444444446,2.0754444444444444,1.228,0.67056944444444444,3.2396666666666665,1.9902222222222223,0.67680555555555555,0.48207936507936505,0.24617785871535872,0.15518948730521956,0.23920870564620564,0.038006282614749434,0.13401813713026528,0.011595238095238096,0.0017142857142857142,0.0096666666666666672,0.0075555555555555558,0.06377777777777778,0.085222222222222227
manual,sphere,representative,12,9,45,14,3.5416666666666665,2.2253333333333334,1.3163333333333334,0.66839506172839513,3.4776666666666669,2.1400000000000001,0.67354320987654326,0.4823765432098765,0.23631221741221739,0.13931301351204098,0.230260101010101,0.031871470947901152,0.13401813713026528,0.010567901234567901,0.0022619047619047618,0.014666666666666668,0.010555555555555556,0.064000000000000015,0.085333333333333344
manual,sphere,representative,12,10,45,14,3.7836666666666665,2.3911111111111114,1.3925555555555555,0.66593333333333338,3.7184444444444442,2.302111111111111,0.67047777777777784,0.48333333333333334,0.22597721537721535,0.12398198878839611,0.22086823793490459,0.025858396898042205,0.13401813713026528,0.0095308641975308632,0.0016759259259259258,0.011555555555555557,0.0085555555555555558,0.065222222222222251,0.088999999999999996
manual,sphere,representative,12,11,45,14,4.0098888888888888,2.5343333333333335,1.4755555555555557,0.66380808080808085,3.9441111111111113,2.4458888888888888,0.66786868686868683,0.48401212121212117,0.21699921652421653,0.11037794909980264,0.21312115384615385,0.02072270743283329,0.13401813713026528,0.00897979797979798,0.0013160493827160495,0.013222222222222222,0.0096666666666666672,0.065777777777777782,0.088444444444444451
manual,sphere,representative,12,12,45,14,4.2257777777777781,2.6668888888888889,1.558888888888889,0.66232407407407412,4.1614444444444443,2.5807777777777776,0.66571296296296301,0.48476094276094273,0.20990115440115439,0.098079228566585547,0.20683040724707391,0.016620593452229607,0.13401813713026528,0.0077474747474747477,0.0015656565656565655,0.012888888888888887,0.009555555555555555,0.064333333333333326,0.08611111111111111
manual,sphere,representative,12,13,45,14,4.4265555555555558,2.79,1.6365555555555555,0.66141880341880344,4.365444444444444,2.709222222222222,0.66431623931623929,0.4847293447293447,0.20396721981721982,0.086894303391328559,0.20189886964886966,0.013121763648251062,0.13401813713026528,0.0070783475783475778,0.0011666666666666665,0.012,0.0093333333333333341,0.06111111111111113,0.080777777777777768
manual,sphere,representative,12,14,45,14,4.6212222222222215,2.9081111111111113,1.7131111111111113,0.66104761904761911,4.5626666666666669,2.8304444444444448,0.66346031746031742,0.4844053724053724,0.19761798941798941,0.076135829912946609,0.19675890652557321,0.0095909190246146764,0.13401813713026528,0.0063199023199023204,0.0010598290598290599,0.012777777777777779,0.0093333333333333341,0.058555555555555569,0.077666666666666703
manual,sphere,representative,12,15,45,14,4.8181111111111115,3.0324444444444447,1.7856666666666667,0.66024444444444452,4.7631111111111109,2.9613333333333332,0.66228148148148147,0.48462010582010584,0.19143950617283953,0.06580461358710786,0.1915537037037037,0.0068350520019856411,0.13401813713026528,0.0058476190476190468,0.0010305250305250304,0.013666666666666667,0.0097777777777777776,0.055000000000000035,0.071111111111111139
manual,sphere,representative,12,16,45,14,5.0026666666666664,3.1471111111111112,1.8555555555555556,0.66011111111111109,4.9532222222222222,3.0825555555555555,0.6617291666666667,0.48399907407407405,0.18701349206349205,0.056447893889312657,0.18809841269841271,0.0050318501567929485,0.13401813713026528,0.0051462962962962964,0.0010412698412698412,0.015000000000000001,0.010111111111111111,0.049444444444444458,0.064555555555555602
manual,sphere,representative,12,17,45,14,5.1799999999999997,3.2536666666666667,1.9263333333333335,0.66018954248366013,5.1371111111111105,3.1998888888888888,0.6614901960784314,0.48353594771241826,0.18380291005291005,0.04754308900269999,0.18518121693121692,0.0034587228941920017,0.13401813713026528,0.0042761437908496727,0.0011574074074074076,0.01588888888888889,0.010666666666666666,0.042888888888888893,0.053777777777777806
manual,sphere,representative,12,18,45,14,5.3553333333333333,3.359,1.9963333333333333,0.66002469135802466,5.3184444444444443,3.3135555555555558,0.66103086419753088,0.4833798111837328,0.18007407407407408,0.038880490477401233,0.18192962962962961,0.0021652518978605936,0.13401813713026528,0.003693536673928831,0.0010400326797385621,0.015555555555555555,0.01,0.036888888888888888,0.045444444444444412
oos,image,complete,6,1,9,6,1,1,0,1,1,1,1,,0.88229029424681604,0.88356380837359105,0.92275911286780854,0.41826791465378421,0.4736312399355877,,,,,0,0
oos,image,complete,6,2,9,6,1.8727777777777779,1.7455555555555557,0.12722222222222224,0.56361111111111106,1.9133333333333331,1.8266666666666669,0.54333333333333333,0.87277777777777787,0.79603294853294859,0.78761775362318831,0.86074194324194331,0.36981682769726248,0.4736312399355877,0.040555555555555553,,,0,-0.040555555555555553,-0.081111111111111106
oos,image,complete,6,3,9,6,2.6855555555555557,2.3872222222222224,0.29833333333333334,0.43814814814814818,2.7744444444444443,2.5572222222222223,0.4085185185185185,0.88314814814814813,0.72909920634920633,0.70617854267310787,0.80930291005291011,0.32640297906602256,0.4736312399355877,0.034444444444444444,0.0044444444444444444,0.0044444444444444444,0,-0.088888888888888865,-0.17000000000000004
oos,image,complete,6,4,9,6,3.4399999999999999,2.9394444444444447,0.50055555555555553,0.38291666666666668,3.5777777777777779,3.1899999999999999,0.35152777777777777,0.88361111111111112,0.67167690058479534,0.63123792270531398,0.76042982456140351,0.28472926731078901,0.4736312399355877,0.029351851851851851,0.0064814814814814813,0.016111111111111111,0,-0.1377777777777778,-0.25055555555555548
oos,image,complete,6,5,9,6,4.1722222222222216,3.4683333333333333,0.7038888888888889,0.34522222222222226,4.3577777777777778,3.7911111111111109,0.31633333333333336,0.88816666666666677,0.62111111111111106,0.56161030595813211,0.71302144249512667,0.24567230273752014,0.4736312399355877,0.026222222222222223,0.0052777777777777779,0.02388888888888889,0,-0.1855555555555555,-0.32277777777777766
oos,image,complete,6,6,9,6,4.8538888888888891,3.9294444444444445,0.92444444444444451,0.32342592592592589,5.0822222222222226,4.302777777777778,0.29777777777777775,0.88907407407407413,0.58123275236020333,0.50217190016103064,0.67385257806826426,0.21112318840579708,0.4736312399355877,0.024888888888888891,0.0041111111111111105,0.027777777777777776,0,-0.2283333333333335,-0.37333333333333329
oos,image,complete,6,7,9,6,5.4938888888888888,4.3455555555555554,1.1483333333333334,0.30730158730158724,5.7472222222222227,4.737222222222222,0.28563492063492057,0.8874603174603175,0.55244281045751631,0.45209138486312406,0.6432414215686274,0.18226348631239936,0.4736312399355877,0.023280423280423276,0.0034444444444444444,0.032777777777777774,0,-0.25333333333333324,-0.39166666666666666
oos,image,complete,6,8,9,6,6.1027777777777779,4.7366666666666664,1.3661111111111111,0.29659722222222223,6.3805555555555555,5.1383333333333328,0.27666666666666667,0.88605158730158728,0.5255185185185185,0.40505535426731076,0.61327546296296298,0.15507950885668276,0.4736312399355877,0.022023809523809522,0.0028835978835978836,0.032777777777777781,0,-0.27777777777777779,-0.40166666666666678
oos,image,complete,6,9,9,6,6.697222222222222,5.0894444444444442,1.6077777777777778,0.2844444444444445,6.9955555555555557,5.5172222222222222,0.2664197530864198,0.88609567901234554,0.50370634920634916,0.36178240740740741,0.58528042328042329,0.13125805152979064,0.4736312399355877,0.020015432098765433,0.0023214285714285711,0.032222222222222228,0,-0.29833333333333317,-0.42777777777777776
oos,image,complete,6,10,9,6,7.2922222222222217,5.46,1.832222222222222,0.2743888888888889,7.6133333333333333,5.9000000000000004,0.25622222222222224,0.88723456790123456,0.48064102564102562,0.32003019323671494,0.55577533577533578,0.10847826086956522,0.4736312399355877,0.019444444444444445,0.0025462962962962965,0.045000000000000005,0.0016666666666666666,-0.32111111111111107,-0.44000000000000011
oos,image,complete,6,11,9,6,7.8738888888888887,5.818888888888889,2.0550000000000002,0.26535353535353529,8.1994444444444454,6.2544444444444443,0.24868686868686865,0.8877272727272727,0.45935897435897438,0.28192431561996778,0.52847222222222223,0.08813003220611916,0.4736312399355877,0.018060606060606062,0.0025308641975308644,0.04777777777777778,0.00055555555555555556,-0.3255555555555556,-0.43555555555555547
oos,image,complete,6,12,9,6,8.4216666666666669,6.1355555555555554,2.286111111111111,0.25773148148148145,8.7461111111111123,6.5555555555555554,0.24277777777777779,0.88752525252525249,0.44196548821548826,0.2479800724637681,0.50493686868686871,0.070789049919484703,0.4736312399355877,0.016708754208754211,0.0024141414141414142,0.042777777777777776,0,-0.32444444444444442,-0.42000000000000004
oos,image,complete,6,13,9,6,8.9255555555555546,6.3766666666666669,2.548888888888889,0.25111111111111112,9.2250000000000014,6.7527777777777773,0.23867521367521366,0.88686609686609696,0.43007575757575756,0.21986614331723026,0.48996464646464649,0.058061594202898546,0.4736312399355877,0.014494301994301996,0.0027525252525252525,0.063333333333333325,0,-0.29944444444444446,-0.37611111111111112
oos,image,complete,6,14,9,6,9.4072222222222237,6.6172222222222219,2.79,0.24650793650793648,9.6955555555555559,6.9616666666666669,0.23488095238095236,0.88601953601953598,0.4181111111111111,0.19278079710144927,0.47426543209876537,0.046179549114331725,0.4736312399355877,0.013070818070818072,0.0019586894586894588,0.046666666666666669,0.0016666666666666668,-0.28833333333333322,-0.34444444444444433
oos,image,complete,6,15,9,6,9.9205555555555556,6.9044444444444446,3.016111111111111,0.24018518518518517,10.175000000000001,7.1983333333333333,0.23081481481481481,0.88607407407407424,0.40155864197530866,0.16601449275362321,0.45576388888888886,0.034551127214170689,0.4736312399355877,0.011280423280423281,0.0026312576312576314,0.063888888888888898,0.00055555555555555556,-0.25444444444444475,-0.29388888888888892
oos,image,complete,6,16,9,6,10.401111111111112,7.1350000000000007,3.266111111111111,0.23496527777777779,10.634444444444446,7.3994444444444447,0.22666666666666668,0.88623148148148145,0.38964285714285712,0.14211151368760064,0.44144841269841273,0.026637479871175523,0.4736312399355877,0.0099768518518518513,0.0017619047619047621,0.049444444444444444,0.00055555555555555556,-0.23333333333333328,-0.26444444444444426
oos,image,complete,6,17,9,6,10.868888888888888,7.3611111111111107,3.5077777777777777,0.230359477124183,11.073333333333332,7.5772222222222219,0.22339869281045754,0.88623366013071891,0.37915343915343919,0.11903884863123992,0.42555555555555558,0.018303140096618358,0.4736312399355877,0.0085866013071895439,0.0019074074074074074,0.060555555555555557,0.00055555555555555556,-0.20444444444444443,-0.21611111111111128
oos,image,complete,6,18,9,6,11.33,7.5899999999999999,3.7399999999999998,0.22700617283950619,11.51611111111111,7.7827777777777776,0.22089506172839504,0.88651779230210603,0.36688888888888888,0.096525764895330102,0.40640740740740738,0.011079911433172301,0.4736312399355877,0.0073747276688453161,0.0016625816993464052,0.05333333333333333,0.00055555555555555556,-0.1861111111111112,-0.19277777777777783
oos,image,complete,9,1,9,6,1,1,0,1,1,1,1,,0.77364734299516913,0.82402173913043475,0.86055555555555552,0.32566022544283413,0.36916264090177137,,,,,0,0
oos,image,complete,9,2,9,6,1.766111111111111,1.5322222222222222,0.2338888888888889,0.61694444444444452,1.8533333333333333,1.7066666666666666,0.57333333333333336,0.76611111111111108,0.66855459355459357,0.69875100644122379,0.76357744107744108,0.28404991948470204,0.36916264090177137,0.087222222222222215,,,0,-0.087222222222222215,-0.17444444444444446
oos,image,complete,9,3,9,6,2.4605555555555556,2.0261111111111112,0.43444444444444447,0.51314814814814813,2.6111111111111112,2.2594444444444446,0.46296296296296302,0.77203703703703708,0.60063227513227513,0.60109299516908221,0.68878968253968254,0.24947061191626407,0.36916264090177137,0.073888888888888879,0.01,0.01,0,-0.15055555555555555,-0.23333333333333328
oos,image,complete,9,4,9,6,3.0783333333333336,2.4233333333333333,0.65499999999999992,0.46708333333333335,3.2999999999999998,2.7283333333333335,0.4168055555555556,0.7718518518518519,0.55011257309941519,0.5215267713365539,0.62814181286549708,0.21407407407407406,0.36916264090177137,0.071851851851851861,0.010555555555555554,0.018888888888888886,0,-0.22166666666666657,-0.30499999999999994
oos,image,complete,9,5,9,6,3.6761111111111111,2.8183333333333334,0.85777777777777786,0.43622222222222223,3.934444444444444,3.1238888888888887,0.38666666666666671,0.77305555555555561,0.50812703053931119,0.45487016908212552,0.57734567901234568,0.18317028985507247,0.36916264090177137,0.066666666666666652,0.01046296296296296,0.026111111111111109,0,-0.25833333333333341,-0.30555555555555558
oos,image,complete,9,6,9,6,4.2238888888888892,3.1461111111111113,1.0777777777777777,0.41453703703703704,4.5133333333333328,3.4627777777777777,0.36999999999999994,0.77448148148148155,0.47681735657225854,0.40076992753623192,0.53759803921568627,0.15658917069243156,0.36916264090177137,0.061370370370370374,0.0091666666666666667,0.026666666666666665,0.00055555555555555556,-0.2894444444444445,-0.31666666666666665
oos,image,complete,9,7,9,6,4.7350000000000003,3.4500000000000002,1.2849999999999999,0.39865079365079359,5.0388888888888888,3.7511111111111108,0.35706349206349203,0.77417989417989419,0.45341911764705883,0.35786936392914659,0.50894403594771243,0.13574677938808372,0.36916264090177137,0.05632275132275133,0.010777777777777778,0.039444444444444442,0.00055555555555555556,-0.30388888888888876,-0.30111111111111111
oos,image,complete,9,8,9,6,5.2283333333333335,3.7477777777777783,1.4805555555555554,0.3855555555555556,5.5477777777777781,4.0549999999999997,0.34826388888888887,0.77329365079365076,0.43081249999999999,0.31603663446054747,0.47819907407407403,0.11400462962962961,0.36916264090177137,0.051964285714285713,0.0093386243386243371,0.039444444444444442,0.00055555555555555556,-0.31944444444444436,-0.30722222222222223
oos,image,complete,9,9,9,6,5.7005555555555558,4.0199999999999996,1.6805555555555556,0.37506172839506174,6.0322222222222219,4.3183333333333334,0.33895061728395065,0.77308641975308634,0.41326984126984123,0.28103462157809983,0.45436243386243391,0.095618961352657003,0.36916264090177137,0.050308641975308641,0.0073809523809523804,0.041111111111111112,0.0011111111111111111,-0.33166666666666678,-0.29833333333333339
oos,image,complete,9,10,9,6,6.1766666666666667,4.3005555555555555,1.8761111111111108,0.36605555555555558,6.5061111111111112,4.5844444444444443,0.33266666666666667,0.77413580246913583,0.39448412698412694,0.24809782608695652,0.43055555555555558,0.079043880837359096,0.36916264090177137,0.047654320987654319,0.0083950617283950618,0.04611111111111111,0,-0.32944444444444437,-0.2838888888888888
oos,image,complete,9,11,9,6,6.6416666666666666,4.5616666666666665,2.0800000000000001,0.35373737373737368,6.9499999999999993,4.8216666666666672,0.32510101010101011,0.77486868686868682,0.37794159544159545,0.21898651368760064,0.41020655270655276,0.064789653784218998,0.36916264090177137,0.043707070707070708,0.010061728395061729,0.06277777777777778,0.00055555555555555556,-0.30833333333333335,-0.26000000000000001
oos,image,complete,9,12,9,6,7.0749999999999993,4.8038888888888884,2.2711111111111113,0.34763888888888889,7.3788888888888886,5.056111111111111,0.3200925925925926,0.77468855218855215,0.36283670033670035,0.19170088566827698,0.3899915824915825,0.051294283413848632,0.36916264090177137,0.041986531986531989,0.0087878787878787872,0.05333333333333333,0.0016666666666666666,-0.30388888888888882,-0.25222222222222229
oos,image,complete,9,13,9,6,7.4783333333333344,4.995000000000001,2.4833333333333334,0.3412820512820513,7.7655555555555553,5.2277777777777779,0.31688034188034186,0.77444444444444449,0.35146464646464648,0.16883957326892107,0.37585353535353533,0.040623993558776168,0.36916264090177137,0.039131054131054131,0.0077020202020202022,0.056666666666666671,0.0011111111111111111,-0.28722222222222238,-0.23277777777777761
oos,image,complete,9,14,9,6,7.8694444444444445,5.1916666666666664,2.6777777777777776,0.33376984126984127,8.1322222222222216,5.4011111111111108,0.31376984126984125,0.77376068376068374,0.34249382716049381,0.14804750402576489,0.36375308641975307,0.032051127214170687,0.36916264090177137,0.034975579975579978,0.0092165242165242172,0.06777777777777777,0.0044444444444444444,-0.26277777777777778,-0.20944444444444435
