code,image_id,building,condition,N,unit,view,metric,partition,nominal_cut,actual_cut,method,clusters,singletons,largest_share,near_pairs,near_pairs_split,far_pairs_merged
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,5,62,human_correspondence,sphere,complete,9,9,human_correspondence:sphere:complete:9,4,3,0.40000000000000002,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,5,62,human_correspondence,sphere,representative,9,9,human_correspondence:sphere:representative:9,4,3,0.40000000000000002,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,5,62,human_correspondence,sphere,complete,12,12,human_correspondence:sphere:complete:12,4,3,0.40000000000000002,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,5,62,human_correspondence,sphere,representative,12,12,human_correspondence:sphere:representative:12,4,3,0.40000000000000002,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,5,62,human_correspondence,image,complete,6,17.066666666666666,human_correspondence:image:complete:6,4,3,0.40000000000000002,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,5,62,human_correspondence,image,representative,6,17.066666666666666,human_correspondence:image:representative:6,4,3,0.40000000000000002,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,5,62,human_correspondence,image,complete,9,25.600000000000001,human_correspondence:image:complete:9,4,3,0.40000000000000002,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,5,62,human_correspondence,image,representative,9,25.600000000000001,human_correspondence:image:representative:9,4,3,0.40000000000000002,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,5,62,human_correspondence,image,complete,12,34.133333333333333,human_correspondence:image:complete:12,4,3,0.40000000000000002,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,5,62,human_correspondence,image,representative,12,34.133333333333333,human_correspondence:image:representative:12,4,3,0.40000000000000002,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,automatic,sphere,complete,6,6,automatic:sphere:complete:6,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,automatic,sphere,representative,6,6,automatic:sphere:representative:6,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,automatic,sphere,complete,9,9,automatic:sphere:complete:9,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,automatic,sphere,representative,9,9,automatic:sphere:representative:9,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,automatic,sphere,complete,12,12,automatic:sphere:complete:12,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,automatic,sphere,representative,12,12,automatic:sphere:representative:12,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,automatic,image,complete,6,17.066666666666666,automatic:image:complete:6,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,automatic,image,representative,6,17.066666666666666,automatic:image:representative:6,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,automatic,image,complete,9,25.600000000000001,automatic:image:complete:9,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,automatic,image,representative,9,25.600000000000001,automatic:image:representative:9,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,automatic,image,complete,12,34.133333333333333,automatic:image:complete:12,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,automatic,image,representative,12,34.133333333333333,automatic:image:representative:12,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,human_correspondence,sphere,complete,6,6,human_correspondence:sphere:complete:6,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,human_correspondence,sphere,representative,6,6,human_correspondence:sphere:representative:6,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,human_correspondence,sphere,complete,9,9,human_correspondence:sphere:complete:9,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,human_correspondence,sphere,representative,9,9,human_correspondence:sphere:representative:9,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,human_correspondence,sphere,complete,12,12,human_correspondence:sphere:complete:12,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,human_correspondence,sphere,representative,12,12,human_correspondence:sphere:representative:12,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,human_correspondence,image,complete,6,17.066666666666666,human_correspondence:image:complete:6,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,human_correspondence,image,representative,6,17.066666666666666,human_correspondence:image:representative:6,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,human_correspondence,image,complete,9,25.600000000000001,human_correspondence:image:complete:9,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,human_correspondence,image,representative,9,25.600000000000001,human_correspondence:image:representative:9,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,human_correspondence,image,complete,12,34.133333333333333,human_correspondence:image:complete:12,2,1,0.66666666666666663,1,0,0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,3,63,human_correspondence,image,representative,12,34.133333333333333,human_correspondence:image:representative:12,2,1,0.66666666666666663,1,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,automatic,sphere,complete,6,6,automatic:sphere:complete:6,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,automatic,sphere,representative,6,6,automatic:sphere:representative:6,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,automatic,sphere,complete,9,9,automatic:sphere:complete:9,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,automatic,sphere,representative,9,9,automatic:sphere:representative:9,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,automatic,sphere,complete,12,12,automatic:sphere:complete:12,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,automatic,sphere,representative,12,12,automatic:sphere:representative:12,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,automatic,image,complete,6,17.066666666666666,automatic:image:complete:6,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,automatic,image,representative,6,17.066666666666666,automatic:image:representative:6,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,automatic,image,complete,9,25.600000000000001,automatic:image:complete:9,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,automatic,image,representative,9,25.600000000000001,automatic:image:representative:9,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,automatic,image,complete,12,34.133333333333333,automatic:image:complete:12,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,automatic,image,representative,12,34.133333333333333,automatic:image:representative:12,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,human_correspondence,sphere,complete,6,6,human_correspondence:sphere:complete:6,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,human_correspondence,sphere,representative,6,6,human_correspondence:sphere:representative:6,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,human_correspondence,sphere,complete,9,9,human_correspondence:sphere:complete:9,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,human_correspondence,sphere,representative,9,9,human_correspondence:sphere:representative:9,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,human_correspondence,sphere,complete,12,12,human_correspondence:sphere:complete:12,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,human_correspondence,sphere,representative,12,12,human_correspondence:sphere:representative:12,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,human_correspondence,image,complete,6,17.066666666666666,human_correspondence:image:complete:6,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,human_correspondence,image,representative,6,17.066666666666666,human_correspondence:image:representative:6,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,human_correspondence,image,complete,9,25.600000000000001,human_correspondence:image:complete:9,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,human_correspondence,image,representative,9,25.600000000000001,human_correspondence:image:representative:9,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,human_correspondence,image,complete,12,34.133333333333333,human_correspondence:image:complete:12,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,5,64,human_correspondence,image,representative,12,34.133333333333333,human_correspondence:image:representative:12,1,0,1,10,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,automatic,sphere,complete,6,6,automatic:sphere:complete:6,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,automatic,sphere,representative,6,6,automatic:sphere:representative:6,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,automatic,sphere,complete,9,9,automatic:sphere:complete:9,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,automatic,sphere,representative,9,9,automatic:sphere:representative:9,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,automatic,sphere,complete,12,12,automatic:sphere:complete:12,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,automatic,sphere,representative,12,12,automatic:sphere:representative:12,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,automatic,image,complete,6,17.066666666666666,automatic:image:complete:6,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,automatic,image,representative,6,17.066666666666666,automatic:image:representative:6,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,automatic,image,complete,9,25.600000000000001,automatic:image:complete:9,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,automatic,image,representative,9,25.600000000000001,automatic:image:representative:9,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,automatic,image,complete,12,34.133333333333333,automatic:image:complete:12,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,automatic,image,representative,12,34.133333333333333,automatic:image:representative:12,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,human_correspondence,sphere,complete,6,6,human_correspondence:sphere:complete:6,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,human_correspondence,sphere,representative,6,6,human_correspondence:sphere:representative:6,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,human_correspondence,sphere,complete,9,9,human_correspondence:sphere:complete:9,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,human_correspondence,sphere,representative,9,9,human_correspondence:sphere:representative:9,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,human_correspondence,sphere,complete,12,12,human_correspondence:sphere:complete:12,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,human_correspondence,sphere,representative,12,12,human_correspondence:sphere:representative:12,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,human_correspondence,image,complete,6,17.066666666666666,human_correspondence:image:complete:6,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,human_correspondence,image,representative,6,17.066666666666666,human_correspondence:image:representative:6,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,human_correspondence,image,complete,9,25.600000000000001,human_correspondence:image:complete:9,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,human_correspondence,image,representative,9,25.600000000000001,human_correspondence:image:representative:9,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,human_correspondence,image,complete,12,34.133333333333333,human_correspondence:image:complete:12,1,0,1,6,0,0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,4,65,human_correspondence,image,representative,12,34.133333333333333,human_correspondence:image:representative:12,1,0,1,6,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,automatic,sphere,complete,6,6,automatic:sphere:complete:6,3,2,0.59999999999999998,4,1,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,automatic,sphere,representative,6,6,automatic:sphere:representative:6,2,1,0.80000000000000004,4,0,2
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,automatic,sphere,complete,9,9,automatic:sphere:complete:9,2,1,0.80000000000000004,9,3,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,automatic,sphere,representative,9,9,automatic:sphere:representative:9,1,0,1,9,0,1
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,automatic,sphere,complete,12,12,automatic:sphere:complete:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,automatic,sphere,representative,12,12,automatic:sphere:representative:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,automatic,image,complete,6,17.066666666666666,automatic:image:complete:6,4,3,0.40000000000000002,3,2,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,automatic,image,representative,6,17.066666666666666,automatic:image:representative:6,2,1,0.80000000000000004,3,0,3
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,automatic,image,complete,9,25.600000000000001,automatic:image:complete:9,2,0,0.59999999999999998,9,5,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,automatic,image,representative,9,25.600000000000001,automatic:image:representative:9,1,0,1,9,0,1
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,automatic,image,complete,12,34.133333333333333,automatic:image:complete:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,automatic,image,representative,12,34.133333333333333,automatic:image:representative:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,human_correspondence,sphere,complete,6,6,human_correspondence:sphere:complete:6,3,2,0.59999999999999998,4,1,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,human_correspondence,sphere,representative,6,6,human_correspondence:sphere:representative:6,2,1,0.80000000000000004,4,0,2
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,human_correspondence,sphere,complete,9,9,human_correspondence:sphere:complete:9,2,1,0.80000000000000004,9,3,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,human_correspondence,sphere,representative,9,9,human_correspondence:sphere:representative:9,1,0,1,9,0,1
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,human_correspondence,sphere,complete,12,12,human_correspondence:sphere:complete:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,human_correspondence,sphere,representative,12,12,human_correspondence:sphere:representative:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,human_correspondence,image,complete,6,17.066666666666666,human_correspondence:image:complete:6,4,3,0.40000000000000002,3,2,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,human_correspondence,image,representative,6,17.066666666666666,human_correspondence:image:representative:6,2,1,0.80000000000000004,3,0,3
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,human_correspondence,image,complete,9,25.600000000000001,human_correspondence:image:complete:9,2,0,0.59999999999999998,9,5,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,human_correspondence,image,representative,9,25.600000000000001,human_correspondence:image:representative:9,1,0,1,9,0,1
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,human_correspondence,image,complete,12,34.133333333333333,human_correspondence:image:complete:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,5,66,human_correspondence,image,representative,12,34.133333333333333,human_correspondence:image:representative:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,automatic,sphere,complete,6,6,automatic:sphere:complete:6,2,0,0.59999999999999998,7,3,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,automatic,sphere,representative,6,6,automatic:sphere:representative:6,1,0,1,7,0,3
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,automatic,sphere,complete,9,9,automatic:sphere:complete:9,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,automatic,sphere,representative,9,9,automatic:sphere:representative:9,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,automatic,sphere,complete,12,12,automatic:sphere:complete:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,automatic,sphere,representative,12,12,automatic:sphere:representative:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,automatic,image,complete,6,17.066666666666666,automatic:image:complete:6,2,0,0.59999999999999998,7,3,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,automatic,image,representative,6,17.066666666666666,automatic:image:representative:6,1,0,1,7,0,3
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,automatic,image,complete,9,25.600000000000001,automatic:image:complete:9,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,automatic,image,representative,9,25.600000000000001,automatic:image:representative:9,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,automatic,image,complete,12,34.133333333333333,automatic:image:complete:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,automatic,image,representative,12,34.133333333333333,automatic:image:representative:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,human_correspondence,sphere,complete,6,6,human_correspondence:sphere:complete:6,2,0,0.59999999999999998,7,3,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,human_correspondence,sphere,representative,6,6,human_correspondence:sphere:representative:6,1,0,1,7,0,3
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,human_correspondence,sphere,complete,9,9,human_correspondence:sphere:complete:9,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,human_correspondence,sphere,representative,9,9,human_correspondence:sphere:representative:9,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,human_correspondence,sphere,complete,12,12,human_correspondence:sphere:complete:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,human_correspondence,sphere,representative,12,12,human_correspondence:sphere:representative:12,1,0,1,10,0,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,human_correspondence,image,complete,6,17.066666666666666,human_correspondence:image:complete:6,2,0,0.59999999999999998,7,3,0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,human_correspondence,image,representative,6,17.066666666666666,human_correspondence:image:representative:6,1,0,1,7,0,3
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,5,67,human_correspondence,image,complete,9,25.600000000000001,human_correspondence:image:complete:9,1,0,1,10,0,0
