stage,condition,base_task_id,building_id,observed_worker_count,available_record_count,geometry_computable_worker_count,geometry_missing_worker_count,topology_counts_json,topology_mode_count,topology_shannon_entropy,topology_gini_simpson,largest_topology_share,different_topology_pair_share,same_topology_pair_count,same_topology_cyclic_rmse_median,same_topology_cyclic_rmse_q25,same_topology_cyclic_rmse_q75,geometry_uncertainty_class,measurement_lane
C2-B,manual,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,2,2,2,0,"{""12"": 2}",1,-0.0,0.0,1.0,0.0,1,0.13204973509156956,0.13204973509156956,0.13204973509156956,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,20,20,0,"{""8"": 20}",1,-0.0,0.0,1.0,0.0,190,0.053315388584539464,0.0047540435255067695,0.09186318378625821,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.01787408964850787,0.01787408964850787,0.01787408964850787,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,2,2,2,0,"{""12"": 2}",1,-0.0,0.0,1.0,0.0,1,0.11656375173301778,0.11656375173301778,0.11656375173301778,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,2,2,2,0,"{""16"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,2,2,2,0,"{""10"": 1, ""16"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,3,3,3,0,"{""12"": 1, ""18"": 1, ""8"": 1}",3,1.0986122886681096,0.6666666666666667,0.3333333333333333,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,20,20,20,0,"{""10"": 1, ""12"": 2, ""20"": 2, ""24"": 9, ""26"": 1, ""8"": 5}",6,1.465992299532178,0.71,0.45,0.7473684210526316,48,0.12404122431649506,0.08877215073592185,0.1873529581786346,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,3,3,3,0,"{""12"": 1, ""8"": 2}",2,0.6365141682948128,0.4444444444444444,0.6666666666666666,0.6666666666666666,1,0.12473857966734395,0.12473857966734395,0.12473857966734395,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0006453627877894641,0.0006453627877894641,0.0006453627877894641,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,2,2,2,0,"{""14"": 1, ""16"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,2,2,2,0,"{""18"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,2,2,2,0,"{""12"": 1, ""14"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,1,1,1,0,"{""16"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,2,2,2,0,"{""18"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.007684823214671773,0.007684823214671773,0.007684823214671773,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.014239903915946655,0.014239903915946655,0.014239903915946655,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.11870630603613429,0.11870630603613429,0.11870630603613429,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,2,2,2,0,"{""12"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,1,1,1,0,"{""12"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,1,1,1,0,"{""20"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1773430393432228,0.1773430393432228,0.1773430393432228,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,2,2,2,0,"{""16"": 2}",1,-0.0,0.0,1.0,0.0,1,0.16657474835626862,0.16657474835626862,0.16657474835626862,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,2,2,2,0,"{""16"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,3,3,3,0,"{""14"": 1, ""16"": 1, ""8"": 1}",3,1.0986122886681096,0.6666666666666667,0.3333333333333333,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.005630810435147516,0.005630810435147516,0.005630810435147516,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.05837793141130699,0.05837793141130699,0.05837793141130699,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.007479637292013648,0.007479637292013648,0.007479637292013648,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,20,20,20,0,"{""10"": 1, ""16"": 3, ""18"": 2, ""20"": 1, ""8"": 13}",5,1.094408629847781,0.5399999999999999,0.65,0.5684210526315789,82,0.18038159635106835,0.14826583774585173,0.20861499348310825,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,2,2,2,0,"{""12"": 2}",1,-0.0,0.0,1.0,0.0,1,0.12307182023499674,0.12307182023499674,0.12307182023499674,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.27740858390072215,0.27740858390072215,0.27740858390072215,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,2,2,2,0,"{""18"": 1, ""20"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.12328815638070459,0.12328815638070459,0.12328815638070459,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,2,2,2,0,"{""12"": 2}",1,-0.0,0.0,1.0,0.0,1,0.11560586265973172,0.11560586265973172,0.11560586265973172,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,2,2,2,0,"{""12"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0031586518331000956,0.0031586518331000956,0.0031586518331000956,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.10315178982688979,0.10315178982688979,0.10315178982688979,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,zsNo4HB9uLZ,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.18680861821640118,0.18680861821640118,0.18680861821640118,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,zsNo4HB9uLZ,2,2,2,0,"{""12"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1324389969729519,0.1324389969729519,0.1324389969729519,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,26,26,25,1,"{""12"": 1, ""8"": 24}",2,0.167944147734173,0.07679999999999998,0.96,0.08,276,0.13166873077191082,0.09514595743985368,0.13577160413608236,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,26,26,25,1,"{""10"": 1, ""8"": 24}",2,0.167944147734173,0.07679999999999998,0.96,0.08,276,0.08900081803715532,0.07927819571816594,0.10157852914146451,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,26,26,24,2,"{""6"": 1, ""8"": 23}",2,0.1732052067491771,0.07986111111111094,0.9583333333333334,0.08333333333333333,253,0.039494377701847036,0.020646850109244115,0.04358412769729123,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,26,26,25,1,"{""12"": 2, ""8"": 23}",2,0.2787693717685874,0.1472,0.92,0.15333333333333332,254,0.017219098262414995,0.012316862874436976,0.0233947363777741,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,26,26,24,2,"{""10"": 4, ""12"": 3, ""16"": 4, ""8"": 13}",4,1.189281605266136,0.6354166666666667,0.5416666666666666,0.6630434782608695,93,0.12333640292360083,0.07305901574408281,0.151254210610538,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,26,26,24,2,"{""10"": 1, ""12"": 2, ""8"": 21}",3,0.4563344322932884,0.22569444444444442,0.875,0.23550724637681159,211,0.13075520938685126,0.07656024601827716,0.15927410288088573,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,26,26,25,1,"{""8"": 25}",1,-0.0,0.0,1.0,0.0,300,0.09031210189784392,0.07377023193091252,0.12158914747539636,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,26,26,26,0,"{""10"": 5, ""12"": 8, ""14"": 2, ""6"": 1, ""8"": 10}",5,1.3698324154572692,0.7130177514792899,0.38461538461538464,0.7415384615384616,84,0.16572079974543363,0.14475432355767243,0.1792890973448401,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,26,26,24,2,"{""10"": 8, ""12"": 11, ""8"": 5}",3,1.0505717513316428,0.6354166666666667,0.4583333333333333,0.6630434782608695,93,0.05925435977567498,0.042486829025777974,0.10603733096349288,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,26,26,24,2,"{""8"": 24}",1,-0.0,0.0,1.0,0.0,276,0.1496217085754904,0.09328219835670934,0.17927488658770674,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,26,26,24,2,"{""10"": 4, ""12"": 1, ""14"": 5, ""16"": 2, ""20"": 3, ""22"": 2, ""24"": 1, ""8"": 6}",8,1.910914271587008,0.8333333333333333,0.25,0.8695652173913043,36,0.13353086389614088,0.09588008790522601,0.15797307830157012,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,26,26,25,1,"{""10"": 1, ""8"": 24}",2,0.167944147734173,0.07679999999999998,0.96,0.08,276,0.12582416623509762,0.09117970778657528,0.13131665634278047,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,26,26,25,1,"{""10"": 2, ""16"": 1, ""8"": 22}",3,0.44330669146808716,0.21760000000000002,0.88,0.22666666666666666,232,0.12486297726724689,0.09169920381501462,0.14154032216607587,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,26,26,25,1,"{""12"": 4, ""14"": 1, ""16"": 2, ""18"": 4, ""20"": 11, ""24"": 2, ""26"": 1}",7,1.6092841603889616,0.7392000000000001,0.44,0.77,69,0.14239160888180144,0.0895245618025257,0.14806353660640365,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,26,26,25,1,"{""10"": 1, ""6"": 3, ""8"": 21}",3,0.5296435025403523,0.2784000000000001,0.84,0.29,213,0.1557474064006361,0.1331170573126179,0.20205158364388764,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,26,26,26,0,"{""12"": 2, ""6"": 1, ""8"": 23}",3,0.431071102348777,0.2100591715976332,0.8846153846153846,0.21846153846153846,254,0.10603350854655513,0.07754407429292567,0.11372234570746893,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,26,26,24,2,"{""12"": 1, ""14"": 2, ""16"": 2, ""20"": 5, ""24"": 1, ""26"": 2, ""28"": 2, ""6"": 1, ""8"": 8}",9,1.9185580245109144,0.8125,0.3333333333333333,0.8478260869565217,42,0.08914900238192677,0.06762591679095736,0.1259658712138033,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,26,26,25,1,"{""12"": 1, ""16"": 1, ""6"": 1, ""8"": 22}",4,0.49875846591288275,0.22079999999999989,0.88,0.23,231,0.14712749448620766,0.11695358788903493,0.1718647688083567,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,25,25,25,0,"{""10"": 4, ""12"": 11, ""14"": 3, ""16"": 5, ""18"": 1, ""8"": 1}",6,1.488273749930742,0.7232000000000001,0.44,0.7533333333333333,74,0.13080415776595458,0.101050349107459,0.14723537687120636,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,26,26,24,2,"{""12"": 1, ""14"": 12, ""16"": 8, ""18"": 1, ""4"": 1, ""8"": 1}",6,1.242453324894,0.6319444444444444,0.5,0.6594202898550725,94,0.1355263891440067,0.12418877273429382,0.15161219915143537,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,26,26,25,1,"{""10"": 1, ""12"": 1, ""8"": 23}",3,0.33422114621338295,0.15039999999999987,0.92,0.15666666666666668,253,0.16127124735106368,0.05344170804771885,0.169773220940353,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,26,26,25,1,"{""10"": 1, ""12"": 1, ""6"": 1, ""8"": 22}",4,0.49875846591288275,0.22079999999999989,0.88,0.23,231,0.07153778582270379,0.046266659280945546,0.08888286443468302,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,26,26,25,1,"{""10"": 1, ""14"": 1, ""8"": 23}",3,0.33422114621338295,0.15039999999999987,0.92,0.15666666666666668,253,0.10404687987621299,0.07757957802878294,0.13451541395389052,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,26,26,24,2,"{""8"": 24}",1,-0.0,0.0,1.0,0.0,276,0.0824926569589587,0.05532064248773759,0.16596831538309995,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,26,26,24,2,"{""10"": 1, ""8"": 23}",2,0.1732052067491771,0.07986111111111094,0.9583333333333334,0.08333333333333333,253,0.17453469678571099,0.12981781444589863,0.19688526913941926,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,26,26,24,2,"{""10"": 1, ""12"": 21, ""14"": 1, ""16"": 1}",4,0.5140966973399506,0.22916666666666652,0.875,0.2391304347826087,210,0.10694874710366556,0.075504394009727,0.12397870759287986,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,26,26,25,1,"{""8"": 25}",1,-0.0,0.0,1.0,0.0,300,0.0624040802813679,0.04580541038625882,0.12837694529908322,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,26,26,24,2,"{""10"": 2, ""12"": 2, ""14"": 4, ""16"": 3, ""18"": 1, ""20"": 8, ""8"": 4}",7,1.7699574632378654,0.8020833333333333,0.3333333333333333,0.8369565217391305,45,0.13831328112644103,0.11853791421449612,0.15369506244317893,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,26,26,26,0,"{""10"": 1, ""12"": 2, ""14"": 3, ""16"": 2, ""18"": 1, ""20"": 1, ""24"": 9, ""26"": 1, ""28"": 4, ""6"": 1, ""8"": 1}",11,2.05084175999265,0.8224852071005917,0.34615384615384615,0.8553846153846154,47,0.07650371552463779,0.05640553898354358,0.08183604432359276,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,manual,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,26,26,25,1,"{""10"": 1, ""8"": 24}",2,0.167944147734173,0.07679999999999998,0.96,0.08,276,0.04942337370586146,0.047459832323809376,0.07084525834930946,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,oos,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,26,26,25,1,"{""12"": 2, ""14"": 1, ""16"": 2, ""18"": 1, ""20"": 13, ""22"": 1, ""6"": 1, ""8"": 4}",8,1.5523915123194278,0.6848,0.52,0.7133333333333334,86,0.1091519836406329,0.05398157378968396,0.12736518935992713,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,oos,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,26,26,24,2,"{""10"": 2, ""12"": 3, ""14"": 2, ""16"": 3, ""6"": 1, ""8"": 13}",6,1.398528659462595,0.6597222222222223,0.5416666666666666,0.6884057971014492,86,0.13643778610613483,0.04867955912851631,0.1445585699530709,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,oos,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,26,26,25,1,"{""10"": 8, ""12"": 3, ""14"": 2, ""16"": 2, ""4"": 1, ""6"": 3, ""8"": 6}",7,1.7488617607459827,0.7968000000000001,0.32,0.83,51,0.08973687490906301,0.0646804755954386,0.11648134419334613,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,oos,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,26,26,23,3,"{""10"": 1, ""12"": 5, ""14"": 2, ""16"": 1, ""18"": 3, ""28"": 1, ""4"": 1, ""6"": 2, ""8"": 7}",9,1.929538294459506,0.8204158790170133,0.30434782608695654,0.857707509881423,36,0.07590829188474613,0.06677621634450188,0.0909214651712188,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,oos,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,26,26,25,1,"{""10"": 2, ""12"": 14, ""14"": 8, ""4"": 1}",4,1.0201306525013127,0.576,0.56,0.6,120,0.13940606139334344,0.07875320866915872,0.15129301374676546,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,oos,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,26,26,24,2,"{""8"": 24}",1,-0.0,0.0,1.0,0.0,276,0.054089058726402225,0.03708752440582593,0.06916586205194489,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
P1,oos,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,26,26,25,1,"{""10"": 1, ""12"": 2, ""14"": 1, ""16"": 1, ""28"": 1, ""4"": 1, ""8"": 18}",7,1.0823563847381665,0.46719999999999984,0.72,0.4866666666666667,154,0.05834674895757001,0.04360387313094319,0.06401077172022973,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,oos,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,26,26,24,2,"{""12"": 1, ""14"": 2, ""16"": 15, ""20"": 2, ""4"": 1, ""8"": 3}",6,1.2326713884822265,0.576388888888889,0.625,0.6014492753623188,110,0.14441346930180918,0.11478748456467285,0.16499614961527712,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
