channel,k,replicate,task_count,mae,rmse,spearman,top20_recall
boundary,2,415,42,0.009483162787042906,0.01193559879802057,0.761769710720363,0.6666666666666666
wall,2,415,42,0.017295434658491322,0.02435514999766403,0.6622639980552629,0.6666666666666666
boundary,2,416,42,0.00981311793910857,0.014180945573532007,0.7419982173243659,0.6666666666666666
wall,2,416,42,0.016732927456933527,0.023631699386710517,0.6188315371525809,0.5555555555555556
boundary,2,417,42,0.011655564157483114,0.015928758931766974,0.5643788996029495,0.5555555555555556
wall,2,417,42,0.017167412606630145,0.022502497630944068,0.5817194716797667,0.6666666666666666
boundary,2,418,42,0.009856134507506263,0.015037744756582042,0.737622558949842,0.6666666666666666
wall,2,418,42,0.020307873929671556,0.04105476663514225,0.6368203549145126,0.7777777777777778
boundary,2,419,42,0.011714104056692067,0.017251459987299267,0.5831206195783456,0.4444444444444444
wall,2,419,42,0.018355471886114454,0.027953813080086275,0.430452575208473,0.3333333333333333
boundary,2,420,42,0.011794169575310777,0.016416437086064637,0.5339113524025606,0.6666666666666666
wall,2,420,42,0.02173380117089703,0.03829405781366643,0.5403938092537072,0.4444444444444444
boundary,2,421,42,0.012273155321868059,0.01838527053391556,0.6912729924641441,0.4444444444444444
wall,2,421,42,0.01888366279428815,0.02882288632298225,0.5625962239688842,0.3333333333333333
boundary,2,422,42,0.0159420673651031,0.02891181538878547,0.6664775950085082,0.6666666666666666
wall,2,422,42,0.022695833170975205,0.03391861925587514,0.5180293331172515,0.5555555555555556
boundary,2,423,42,0.014952343742025476,0.02587743146109236,0.7220646625070901,0.5555555555555556
wall,2,423,42,0.019054653222058047,0.028122236804848183,0.6770115873916214,0.3333333333333333
boundary,2,424,42,0.012388271089196783,0.01883698286104052,0.5248359128109553,0.7777777777777778
wall,2,424,42,0.02252202386779801,0.03586620280460868,0.4036139696945143,0.2222222222222222
boundary,2,425,42,0.013284063118166524,0.017896201159091768,0.5661615752370148,0.6666666666666666
wall,2,425,42,0.02140471288686159,0.033410707678886015,0.5355319666153472,0.5555555555555556
boundary,2,426,42,0.014172846558080618,0.01977294894550853,0.4268870794800896,0.5555555555555556
wall,2,426,42,0.02140574537306435,0.03241731323411791,0.5232364981402693,0.5555555555555556
boundary,2,427,42,0.013729628604265335,0.025132742827291433,0.8116846284741918,0.6666666666666666
wall,2,427,42,0.018019725666416086,0.02837000444152024,0.7048861518515518,0.5555555555555556
boundary,2,428,42,0.011785680579514748,0.01779009677847853,0.6382789077060206,0.5555555555555556
wall,2,428,42,0.014429653505434853,0.021349468834400746,0.7659833076736083,0.4444444444444444
boundary,2,429,42,0.011406656847341705,0.01635253891065699,0.7274126894092862,0.6666666666666666
wall,2,429,42,0.01691382614417735,0.027504201129953543,0.7351916376306621,0.7777777777777778
boundary,2,430,42,0.012763983216038645,0.021050532086621183,0.6925694838343733,0.5555555555555556
wall,2,430,42,0.015472111556934679,0.019673823719762878,0.7167166356048943,0.5555555555555556
boundary,2,431,42,0.011949355205124149,0.02063674535505131,0.6604813224211976,0.6666666666666666
wall,2,431,42,0.018182846256205847,0.028924745838484867,0.6418442589741512,0.7777777777777778
boundary,2,432,42,0.012371074211433455,0.017342319546751743,0.7546390081841018,0.7777777777777778
wall,2,432,42,0.014337896491796004,0.019970785329387664,0.6676120249574589,0.4444444444444444
boundary,2,433,42,0.013299384751356327,0.026242964352511965,0.7011587391621424,0.5555555555555556
wall,2,433,42,0.019518346191224726,0.030188503891147266,0.534721659508954,0.4444444444444444
boundary,2,434,42,0.012304194388853577,0.01775772247557674,0.5964670610161251,0.4444444444444444
wall,2,434,42,0.021756912115216857,0.029848838059200657,0.6258001782675634,0.1111111111111111
boundary,2,435,42,0.016735027880100964,0.02876068648939772,0.6133214488291063,0.6666666666666666
wall,2,435,42,0.017112358694797863,0.028504742996214357,0.5802609188882587,0.5555555555555556
boundary,2,436,42,0.013531644460311954,0.023767252688392766,0.6355238635442834,0.6666666666666666
wall,2,436,42,0.01790851819644372,0.02507649325216463,0.7048861518515518,0.5555555555555556
boundary,2,437,42,0.014808980081475288,0.02135443231440026,0.5306916255723437,0.6666666666666666
wall,2,437,42,0.018224323869054208,0.02491010561153444,0.40338722127028964,0.5555555555555556
boundary,2,438,42,0.012642013219420267,0.018523558039387517,0.5290495097642006,0.4444444444444444
wall,2,438,42,0.019293345570377648,0.025921167307086324,0.45223239607811366,0.4444444444444444
boundary,2,439,42,0.0128317840137719,0.018209020936231494,0.636172109229398,0.4444444444444444
wall,2,439,42,0.015904507194414868,0.022763375373203342,0.657402155416903,0.5555555555555556
boundary,2,440,42,0.011781032642274416,0.016419996878230807,0.591386086948689,0.6666666666666666
wall,2,440,42,0.01686114444115677,0.02330632875200757,0.5503828860722795,0.4444444444444444
boundary,2,441,42,0.014806482744285077,0.02102047330441894,0.5590308727007536,0.4444444444444444
wall,2,441,42,0.021513499322752795,0.03345223043922974,0.4345677011587392,0.4444444444444444
boundary,2,442,42,0.012466238743860634,0.01881759676608922,0.6943521594684385,0.6666666666666666
wall,2,442,42,0.017405263135459818,0.024456156244837268,0.7016449234259785,0.5555555555555556
boundary,2,443,42,0.014214611647791595,0.02577996566865918,0.6792804472895227,0.5555555555555556
wall,2,443,42,0.019767647400555262,0.03054164384413815,0.581071225994652,0.5555555555555556
boundary,2,444,42,0.011591695126651067,0.014921479344201535,0.786889231018556,0.6666666666666666
wall,2,444,42,0.01990659250100142,0.03974227004136635,0.7084515031196824,0.5555555555555556
boundary,2,445,42,0.00985748103922914,0.017715475620218718,0.7823515112227535,0.7777777777777778
wall,2,445,42,0.01712104017027065,0.025170885211453938,0.7123409772303705,0.6666666666666666
boundary,2,446,42,0.014776406442290814,0.026007597813882694,0.43051616562677264,0.5555555555555556
wall,2,446,42,0.019499079438495857,0.02962815751380458,0.45903897577181757,0.5555555555555556
boundary,2,447,42,0.010357838536141343,0.015384675252468309,0.6994894329669038,0.6666666666666666
wall,2,447,42,0.024512799172755485,0.03790333795282789,0.6216873410136854,0.5555555555555556
boundary,2,448,42,0.012426178721775321,0.018092957654943367,0.5449315290495098,0.4444444444444444
wall,2,448,42,0.017125683293674226,0.024116324860354695,0.49534073413823837,0.5555555555555556
boundary,2,449,42,0.01442504773998744,0.019651308289634784,0.5976014909650758,0.6666666666666666
wall,2,449,42,0.023949915760346045,0.03905975014427919,0.5998703508629771,0.6666666666666666
boundary,2,450,42,0.012779505125902783,0.016201371539746337,0.612997325986549,0.4444444444444444
wall,2,450,42,0.016684427863788168,0.02176632716510685,0.5262944656024634,0.4444444444444444
boundary,2,451,42,0.014356799399379297,0.0254174592511597,0.5906328498500932,0.6666666666666666
wall,2,451,42,0.020705658872576027,0.031426253034557865,0.5322907381897739,0.4444444444444444
boundary,2,452,42,0.014095942981598745,0.0195121421137588,0.4770277935337493,0.5555555555555556
wall,2,452,42,0.01649020677063333,0.025084775413771954,0.6220727655781542,0.7777777777777778
boundary,2,453,42,0.011393604182422318,0.015619205646079683,0.5661615752370148,0.3333333333333333
wall,2,453,42,0.018890153700016454,0.02819310743502137,0.5841503929989467,0.3333333333333333
boundary,2,454,42,0.011404818292541927,0.016484126415212276,0.5776679361478,0.5555555555555556
wall,2,454,42,0.013633952825889206,0.01909198639406602,0.4955027955595171,0.5555555555555556
boundary,2,455,42,0.0172076395078744,0.030919276140463324,0.5497933716878697,0.5555555555555556
wall,2,455,42,0.02299898831351111,0.0360928659201272,0.5326148610323312,0.4444444444444444
boundary,2,456,42,0.012841579804959249,0.017465740112279485,0.6541609269913298,0.6666666666666666
wall,2,456,42,0.016077049185471006,0.022186791009213842,0.5698889879264242,0.7777777777777778
boundary,2,457,42,0.016735853586670263,0.035431270894323054,0.7266023823028928,0.7777777777777778
wall,2,457,42,0.030381993083422043,0.06358258459003503,0.6865732112470627,0.5555555555555556
boundary,2,458,42,0.012286050156472465,0.015903033593146536,0.5766955676201281,0.3333333333333333
wall,2,458,42,0.015107588921821572,0.02075139779357192,0.4405639737460498,0.5555555555555556
boundary,2,459,42,0.012418463854495888,0.01912181614573065,0.8071469086783891,0.6666666666666666
wall,2,459,42,0.018701032907502416,0.0328317058777225,0.6744186046511628,0.6666666666666666
boundary,2,460,42,0.014853071883180595,0.02286817153684345,0.5355319666153472,0.3333333333333333
wall,2,460,42,0.021627672489009875,0.033582891009115545,0.6185074143100235,0.3333333333333333
boundary,2,461,42,0.015559663362688315,0.023053565862167367,0.6987278178429625,0.6666666666666666
wall,2,461,42,0.0165328224455835,0.022576932933310766,0.5954946924884531,0.4444444444444444
boundary,2,462,42,0.011191030898702223,0.017172892743361156,0.7220646625070901,0.6666666666666666
wall,2,462,42,0.01669576040101748,0.02842175222420906,0.5241876671258408,0.4444444444444444
boundary,2,463,42,0.012169276243319607,0.01801026820195417,0.7092618102260758,0.7777777777777778
wall,2,463,42,0.022482054530812718,0.03741800830098407,0.5647030224455069,0.5555555555555556
boundary,2,464,42,0.012786413393766157,0.01664658929366495,0.6431407503443806,0.3333333333333333
wall,2,464,42,0.02274280028252232,0.04582881622337353,0.5741025848796695,0.5555555555555556
boundary,2,465,42,0.012494900869465817,0.01853208546446162,0.5891742970585853,0.4444444444444444
wall,2,465,42,0.024271309301065348,0.04717065451612914,0.7249817680901063,0.5555555555555556
boundary,2,466,42,0.014883462249290854,0.022954549040658818,0.6233692569483835,0.6666666666666666
wall,2,466,42,0.018842644144842317,0.030199068302179905,0.5528725386921644,0.5555555555555556
boundary,2,467,42,0.013124220568038188,0.0203298065004257,0.3710396240175027,0.4444444444444444
wall,2,467,42,0.02003634137735911,0.0298023589194583,0.3424496579124636,0.3333333333333333
boundary,2,468,42,0.011525821703287826,0.02208358150893641,0.6387650919698566,0.6666666666666666
wall,2,468,42,0.020488487534539728,0.029755184901884807,0.46957296815493077,0.4444444444444444
boundary,2,469,42,0.013444998708904799,0.01840655144661432,0.6875455797747346,0.5555555555555556
wall,2,469,42,0.016988666836530258,0.02129889218167444,0.6817113686087026,0.5555555555555556
boundary,2,470,42,0.013027137973626953,0.022229572386077055,0.6885458455471377,0.6666666666666666
wall,2,470,42,0.017049101699012643,0.0268950898943784,0.6377375314176738,0.4444444444444444
boundary,2,471,42,0.012471962731019465,0.018853265389745296,0.49193744429138647,0.5555555555555556
wall,2,471,42,0.018863553925958284,0.025488912762324317,0.42484401588201937,0.4444444444444444
boundary,2,472,42,0.013535944629542636,0.019446567534695085,0.7360019447370554,0.6666666666666666
wall,2,472,42,0.020977112799932147,0.03789121440988975,0.8552791507981525,0.5555555555555556
boundary,2,473,42,0.01706573304924208,0.029115091733682655,0.5802609188882587,0.5555555555555556
wall,2,473,42,0.016823655411197024,0.02651122840309142,0.7530183939713152,0.5555555555555556
boundary,2,474,42,0.012739866564712347,0.02043296171952439,0.7432947086945952,0.5555555555555556
wall,2,474,42,0.01756810125104623,0.02606113058116458,0.6809010615023094,0.6666666666666666
boundary,2,475,42,0.014343272449393873,0.021060315342061573,0.5694028036625882,0.4444444444444444
wall,2,475,42,0.017422566328663507,0.024397171240323774,0.4917753828701078,0.4444444444444444
boundary,2,476,42,0.012961741858597019,0.01870501879169336,0.6679361478000163,0.5555555555555556
wall,2,476,42,0.01678182648706762,0.024718437587721267,0.7048861518515518,0.7777777777777778
boundary,2,477,42,0.01584774053404366,0.023970899808122323,0.5706992950328175,0.4444444444444444
wall,2,477,42,0.025352736016709114,0.04378154524004197,0.7078032574345678,0.6666666666666666
boundary,2,478,42,0.01289224489780312,0.017687198129685933,0.4750830564784053,0.4444444444444444
wall,2,478,42,0.025116076389510307,0.0591766868911318,0.5159225346406289,0.5555555555555556
boundary,2,479,42,0.014405698496174048,0.020335566788756154,0.5434729762580018,0.6666666666666666
wall,2,479,42,0.024058927760593526,0.032476920897292205,0.48513086459768257,0.6666666666666666
boundary,2,480,42,0.01368655682471457,0.02075375871886009,0.5647030224455069,0.4444444444444444
wall,2,480,42,0.020793016542216162,0.03323794139748031,0.5634065310752776,0.4444444444444444
boundary,2,481,42,0.0111760012606576,0.017296801402787335,0.6143187072017007,0.6666666666666666
wall,2,481,42,0.022727070401771115,0.044501430520463486,0.5195899684180589,0.5555555555555556
boundary,2,482,42,0.013570052755986531,0.020628639711828115,0.7586905437160685,0.5555555555555556
wall,2,482,42,0.0278273619351806,0.053531903944692406,0.6857629041406693,0.5555555555555556
boundary,2,483,42,0.01223159496923738,0.01765952408498249,0.5987359209140265,0.6666666666666666
wall,2,483,42,0.02106422403771865,0.033630842887762316,0.6920832995705373,0.5555555555555556
boundary,2,484,42,0.015347633507242118,0.028922359266932894,0.4826999432785027,0.5555555555555556
wall,2,484,42,0.016415503933938997,0.025125716557702668,0.5180293331172515,0.5555555555555556
boundary,2,485,42,0.0123702351068277,0.018970473992278667,0.7549631310266591,0.5555555555555556
wall,2,485,42,0.01821512338328331,0.026775670049714772,0.6914350538854226,0.6666666666666666
boundary,2,486,42,0.014900721933316905,0.02332938300102126,0.720768171136861,0.5555555555555556
wall,2,486,42,0.019639285971354364,0.030644872608025182,0.7097479944899119,0.5555555555555556
boundary,2,487,42,0.014884382376714876,0.019596369387691367,0.526558891887172,0.4444444444444444
wall,2,487,42,0.01921916261761846,0.02830751496616874,0.5282606057575369,0.5555555555555556
boundary,2,488,42,0.012430414363631948,0.021657296368964744,0.7531804553925939,0.7777777777777778
wall,2,488,42,0.019931337895788704,0.04371065636898501,0.5877157442670772,0.6666666666666666
boundary,2,489,42,0.012981772788709428,0.01984376998374569,0.5457418361559031,0.5555555555555556
wall,2,489,42,0.018856912642904077,0.02544817504242225,0.5178672716959728,0.5555555555555556
boundary,2,490,42,0.012913038351586116,0.018587500200796983,0.6637225508467709,0.3333333333333333
wall,2,490,42,0.018719193227754546,0.028268570507561725,0.6164006158334008,0.5555555555555556
boundary,2,491,42,0.0106474439858121,0.012796290225271498,0.6089457904545823,0.7777777777777778
wall,2,491,42,0.020422334825790246,0.03352168754936823,0.5629203468114415,0.6666666666666666
boundary,2,492,42,0.01060786567481988,0.015427899422665732,0.5925775869054373,0.4444444444444444
wall,2,492,42,0.019269472143319585,0.028595143121766597,0.5228911757556115,0.3333333333333333
boundary,2,493,42,0.013898936156769107,0.019845790155580332,0.31123895956567543,0.5555555555555556
wall,2,493,42,0.024776543175186093,0.04727139526225735,0.4099343651243822,0.3333333333333333
boundary,2,494,42,0.015345382112806682,0.02368241452341819,0.6326067579612674,0.4444444444444444
wall,2,494,42,0.01949749756081327,0.026890575858377223,0.686411149825784,0.5555555555555556
boundary,2,495,42,0.01255936020250836,0.01735426318736619,0.5679442508710802,0.2222222222222222
wall,2,495,42,0.018544265048591572,0.02619313695116622,0.5794506117818653,0.6666666666666666
boundary,2,496,42,0.013601915288703076,0.01942145171160803,0.6340653107527754,0.5555555555555556
wall,2,496,42,0.017714754707330232,0.022512797948711697,0.5235394214407261,0.4444444444444444
boundary,2,497,42,0.008661324182532378,0.011648397548540345,0.7998055190714662,0.7777777777777778
wall,2,497,42,0.013998260006596411,0.019376797175874434,0.6477047126583819,0.6666666666666666
boundary,2,498,42,0.013236698845069783,0.01947700801114921,0.49193744429138647,0.5555555555555556
wall,2,498,42,0.020057564725097315,0.028129554732546764,0.6021392107608784,0.6666666666666666
boundary,2,499,42,0.009047930543369914,0.012708281425942557,0.6961348351025038,0.6666666666666666
wall,2,499,42,0.016823053209999446,0.023077350902124635,0.7118547929665344,0.4444444444444444
boundary,2,500,42,0.015100922562604641,0.022507347290765263,0.7361640061583341,0.5555555555555556
wall,2,500,42,0.020021402133843964,0.027957483691569678,0.6073251762417957,0.4444444444444444
boundary,2,501,42,0.01240795033459944,0.018865734029867375,0.5791264889393081,0.5555555555555556
wall,2,501,42,0.019577645852473007,0.03062293531959419,0.5447694676282311,0.3333333333333333
boundary,2,502,42,0.009042781035488497,0.012707378334652521,0.6535126813062151,0.6666666666666666
wall,2,502,42,0.016751565055050453,0.02536364050405069,0.7262782594603354,0.4444444444444444
boundary,2,503,42,0.013800102423913515,0.02612637119933922,0.6277449153229074,0.5555555555555556
wall,2,503,42,0.018181121376928646,0.026642973717004203,0.5807471031520948,0.4444444444444444
boundary,2,504,42,0.015653731148319243,0.027298852230057617,0.6911109310428654,0.5555555555555556
wall,2,504,42,0.01955185413821523,0.032763074762547036,0.7316262863625315,0.6666666666666666
boundary,2,505,42,0.011167383224144962,0.01636235125947544,0.5089538935256462,0.4444444444444444
wall,2,505,42,0.017200179415418886,0.02231756007578547,0.504254112308565,0.5555555555555556
boundary,2,506,42,0.00984173994501458,0.015803202680833756,0.7475083056478407,0.6666666666666666
wall,2,506,42,0.015490626551198372,0.02321055931015505,0.7264403208816143,0.5555555555555556
boundary,2,507,42,0.01249477464834499,0.01783818401779905,0.5487478798075432,0.3333333333333333
wall,2,507,42,0.01787237368766428,0.02533284514349468,0.4942864154402904,0.3333333333333333
boundary,2,508,42,0.014347693342145742,0.025797333614238735,0.733600746114892,0.6666666666666666
wall,2,508,42,0.01924825424131424,0.02927724443269242,0.7283335365161437,0.5555555555555556
boundary,2,509,42,0.014199223522060486,0.019320246102922687,0.5904947130165932,0.6666666666666666
wall,2,509,42,0.024794876462234793,0.039904581702839705,0.5512742600043754,0.3333333333333333
boundary,2,510,42,0.01279836712433711,0.018297369915516403,0.6047566959301268,0.5555555555555556
wall,2,510,42,0.016559928859387903,0.022776617061255583,0.6526477862818226,0.5555555555555556
boundary,2,511,42,0.011864367718991287,0.016694368349196676,0.6023012721821571,0.7777777777777778
wall,2,511,42,0.019408473649533704,0.02753194699629028,0.5425006077303298,0.4444444444444444
boundary,2,512,42,0.012224002335114078,0.017230075257759006,0.5306105915785169,0.4444444444444444
wall,2,512,42,0.021141592432839158,0.029681566933901834,0.3362910743816195,0.3333333333333333
boundary,2,513,42,0.012503784934632585,0.018418199767784943,0.5659995138157362,0.5555555555555556
wall,2,513,42,0.018956232135129286,0.02760362137056394,0.48966858439348515,0.6666666666666666
boundary,2,514,42,0.014868196023039383,0.025489511743277214,0.6664775950085082,0.6666666666666666
wall,2,514,42,0.02148249287537746,0.0302107747897809,0.6001944737055345,0.5555555555555556
boundary,2,515,42,0.012247230683986855,0.018322863222094626,0.7539907624989872,0.4444444444444444
wall,2,515,42,0.017677799180246295,0.02765313733423375,0.6580504011020177,0.6666666666666666
boundary,2,516,42,0.00941568046355573,0.013391835879682061,0.6715014990681469,0.5555555555555556
wall,2,516,42,0.021664493094081423,0.045905582852091495,0.6455716716635604,0.4444444444444444
boundary,2,517,42,0.010896659098033843,0.014816925770191053,0.6304999594846448,0.6666666666666666
wall,2,517,42,0.01770728684786652,0.0237292272802486,0.5648650838667856,0.6666666666666666
boundary,2,518,42,0.01023702603184753,0.01461135599597315,0.6021392107608784,0.4444444444444444
wall,2,518,42,0.016793654197822454,0.023810668668013672,0.5324527996110526,0.5555555555555556
boundary,2,519,42,0.011576566963468402,0.016806708869850133,0.674283862633604,0.5555555555555556
wall,2,519,42,0.015102809545840444,0.021663536991726785,0.5084072772699473,0.5555555555555556
boundary,2,520,42,0.014874510616709894,0.022117305600547987,0.5899846041649786,0.4444444444444444
wall,2,520,42,0.018960107631045747,0.031201440922944704,0.6092699132971396,0.4444444444444444
boundary,2,521,42,0.015539931920566387,0.02400824167296393,0.7103962401750264,0.5555555555555556
wall,2,521,42,0.02586632960062595,0.039636931521387773,0.5753990762498987,0.5555555555555556
boundary,2,522,42,0.011113506189057116,0.015957311316449674,0.6514058828295924,0.5555555555555556
wall,2,522,42,0.015410623940631302,0.020094347814247834,0.5977635523863545,0.4444444444444444
boundary,2,523,42,0.011681152586872802,0.01713060982511451,0.8017988817761932,0.5555555555555556
wall,2,523,42,0.016802759835037918,0.02472044651980283,0.6881938254598494,0.7777777777777778
boundary,2,524,42,0.011221379064066837,0.017675675728482984,0.7196337411879102,0.5555555555555556
wall,2,524,42,0.02293829819415607,0.036586353197607044,0.5833400858925534,0.3333333333333333
boundary,2,525,42,0.015409828773250932,0.024525290673452747,0.7473462442265619,0.5555555555555556
wall,2,525,42,0.02237342956998719,0.0385419581375251,0.7397293574264646,0.6666666666666666
boundary,2,526,42,0.01614679554659355,0.027501353581874204,0.47735191637630664,0.5555555555555556
wall,2,526,42,0.022061965022480562,0.033046091273083694,0.4144720849201848,0.3333333333333333
boundary,2,527,42,0.014720772713677131,0.02013581197352907,0.6255824323436392,0.5555555555555556
wall,2,527,42,0.015728462330084406,0.02043645105512497,0.764069527793805,0.7777777777777778
boundary,2,528,42,0.015840678059656547,0.027440017987515903,0.4857791102827972,0.4444444444444444
wall,2,528,42,0.021699020055117153,0.033580462475669655,0.4658455554655214,0.4444444444444444
boundary,2,529,42,0.010036095964867974,0.014380108275050795,0.6483267158252978,0.4444444444444444
wall,2,529,42,0.018670108159964345,0.02459648737872505,0.5397455635685926,0.4444444444444444
boundary,2,530,42,0.012612598018800344,0.01829991282664988,0.6319585122761527,0.5555555555555556
wall,2,530,42,0.022370152320529302,0.0368649150371289,0.6246657483186128,0.5555555555555556
boundary,2,531,42,0.011907591853483139,0.016869631710587835,0.7426464630094806,0.7777777777777778
wall,2,531,42,0.017610077337227154,0.024574269809621265,0.8355076574021555,0.7777777777777778
boundary,2,532,42,0.014367173273508912,0.02042029727722594,0.6082975447694676,0.4444444444444444
wall,2,532,42,0.0233817519730425,0.035739640686350146,0.4940442427680091,0.3333333333333333
boundary,2,533,42,0.013290353511496938,0.018853838621580896,0.6505955757231991,0.5555555555555556
wall,2,533,42,0.018229096860503734,0.03076944587734382,0.5199740701725954,0.5555555555555556
boundary,2,534,42,0.012808635858595844,0.017761162146519266,0.6400615833400859,0.3333333333333333
wall,2,534,42,0.01948673203652333,0.029559171415814364,0.6217486427355968,0.4444444444444444
boundary,2,535,42,0.012035208556143415,0.017710217871422542,0.763228263511871,0.8888888888888888
wall,2,535,42,0.014159740602358266,0.019247941712807713,0.7774896685843935,0.6666666666666666
boundary,2,536,42,0.012330954858161693,0.01968021728256928,0.7620938335629204,0.7777777777777778
wall,2,536,42,0.017791984172444875,0.026785268463377816,0.7212543554006968,0.6666666666666666
boundary,2,537,42,0.011203207630194953,0.024012925069660233,0.7711692731545257,0.7777777777777778
wall,2,537,42,0.01772837127762344,0.027802148937763036,0.7133133457580424,0.7777777777777778
boundary,2,538,42,0.012410146369094262,0.01863208590036837,0.5625962239688842,0.4444444444444444
wall,2,538,42,0.0187364406934372,0.030754646855465046,0.5523863544283284,0.3333333333333333
boundary,2,539,42,0.015068926891531512,0.028291634021450202,0.7428085244307593,0.6666666666666666
wall,2,539,42,0.02394808549489585,0.039045892907540555,0.7249817680901063,0.6666666666666666
boundary,2,540,42,0.012687522577342833,0.017096257311640647,0.5355319666153472,0.4444444444444444
wall,2,540,42,0.020964414582216245,0.030083610237184307,0.49420630418928774,0.3333333333333333
boundary,2,541,42,0.01306106574705697,0.023602141070181073,0.7206061097155821,0.5555555555555556
wall,2,541,42,0.019416015914399353,0.028049067494854345,0.7133133457580424,0.3333333333333333
boundary,2,542,42,0.012877749861187192,0.026222783793392,0.8069848472571105,0.7777777777777778
wall,2,542,42,0.017482974200701825,0.02788589126021345,0.7875374767036707,0.5555555555555556
boundary,2,543,42,0.015347299050329903,0.02095437088144432,0.5958188153310104,0.4444444444444444
wall,2,543,42,0.029200037062110083,0.05348766871463406,0.6360100478081193,0.5555555555555556
boundary,2,544,42,0.012016700089888203,0.016876433218484956,0.6258001782675634,0.4444444444444444
wall,2,544,42,0.015311870286338514,0.020464906111767506,0.6215865813143181,0.5555555555555556
boundary,2,545,42,0.01100172459189187,0.016164548000449617,0.6653431650595576,0.5555555555555556
wall,2,545,42,0.019017062189640777,0.02655182850386943,0.496475164087189,0.5555555555555556
boundary,2,546,42,0.013347549863603975,0.023118200537929873,0.6880317640385707,0.5555555555555556
wall,2,546,42,0.016316331230841693,0.023816576132336106,0.7693865975204603,0.6666666666666666
boundary,2,547,42,0.012958948719139102,0.01778135770968123,0.6068389919779597,0.5555555555555556
wall,2,547,42,0.021414251245171895,0.03292390242846145,0.6123490803014342,0.4444444444444444
boundary,2,548,42,0.014271640059858854,0.02545636558283191,0.6156962850967579,0.6666666666666666
wall,2,548,42,0.018620280502669465,0.0350823939965527,0.5884688631709207,0.5555555555555556
boundary,2,549,42,0.011983529767704445,0.016672406922311755,0.7361640061583341,0.5555555555555556
wall,2,549,42,0.01349227955044636,0.0182036391255998,0.6065148691354023,0.4444444444444444
boundary,2,550,42,0.01119838148833194,0.017463191008640057,0.7460497528563327,0.6666666666666666
wall,2,550,42,0.022067826726761077,0.041426161899582974,0.6123490803014342,0.5555555555555556
boundary,2,551,42,0.012141152505142118,0.018418481263224512,0.7040758447451584,0.5555555555555556
wall,2,551,42,0.01627319292525022,0.02336787013132328,0.6622639980552629,0.5555555555555556
boundary,2,552,42,0.010594487422811657,0.014746651799094419,0.5531966615347218,0.5555555555555556
wall,2,552,42,0.020144509363685066,0.030765265835489768,0.5614617940199336,0.4444444444444444
boundary,2,553,42,0.012543874680446524,0.01970898483187772,0.6232071955271048,0.5555555555555556
wall,2,553,42,0.02283263159387915,0.03451275272874651,0.5741025848796695,0.4444444444444444
boundary,2,554,42,0.014621453711794566,0.027512251924551395,0.612997325986549,0.5555555555555556
wall,2,554,42,0.018982742821280558,0.027435959671487823,0.6659914107446724,0.5555555555555556
boundary,2,555,42,0.013635961923403045,0.01794056100760501,0.5416903006239365,0.5555555555555556
wall,2,555,42,0.020823766723521455,0.03344318647564963,0.45255651892067095,0.5555555555555556
boundary,2,556,42,0.012363607674432982,0.016926600212981594,0.7416740944818087,0.5555555555555556
wall,2,556,42,0.020830770019386723,0.02840243566435857,0.6029495178672718,0.3333333333333333
boundary,2,557,42,0.018053732965307285,0.028591642738662482,0.5822056559436026,0.6666666666666666
wall,2,557,42,0.02065553577232407,0.03647449119757692,0.6055425006077304,0.4444444444444444
boundary,2,558,42,0.011515239762336354,0.017681552272200324,0.4627663884612269,0.4444444444444444
wall,2,558,42,0.01674280806471476,0.02365686408918716,0.5387731950409206,0.4444444444444444
boundary,2,559,42,0.010373030430339582,0.014493471042503245,0.6204521513653675,0.6666666666666666
wall,2,559,42,0.015300471483228365,0.025906678987863245,0.6510817599870351,0.5555555555555556
boundary,2,560,42,0.014405064337357679,0.0213663202073704,0.6292034681144154,0.6666666666666666
wall,2,560,42,0.016542932860267184,0.022868981240416253,0.606190746292845,0.4444444444444444
boundary,2,561,42,0.014632474068927391,0.021289297117759582,0.6241238204547551,0.6666666666666666
wall,2,561,42,0.018027956227734655,0.025382395024545448,0.5574328435352195,0.8888888888888888
boundary,2,562,42,0.013768775242492114,0.020464188553808133,0.6275828539016287,0.6666666666666666
wall,2,562,42,0.01852274496057584,0.024589102856839986,0.5334251681387246,0.5555555555555556
boundary,2,563,42,0.010882520858420163,0.01487511255268042,0.6309861437484807,0.6666666666666666
wall,2,563,42,0.02081317757487484,0.04393621834808318,0.6856008427193906,0.6666666666666666
boundary,2,564,42,0.013565103894832871,0.022122711458949635,0.6890041325662427,0.5555555555555556
wall,2,564,42,0.01822363036127815,0.02728436014775654,0.5886881127947492,0.4444444444444444
boundary,2,565,42,0.013075505925770363,0.017019387904120824,0.569506908615427,0.4444444444444444
wall,2,565,42,0.017251929225193332,0.02254602376666628,0.6319841178559641,0.3333333333333333
boundary,2,566,42,0.016484728668182468,0.029574807603848313,0.670042946276639,0.6666666666666666
wall,2,566,42,0.024132541155316593,0.039544174280562915,0.611538773195041,0.6666666666666666
boundary,2,567,42,0.010145502306282672,0.015142088022731702,0.7042379061664371,0.7777777777777778
wall,2,567,42,0.015629010851168305,0.023509305259937715,0.7595008508224618,0.5555555555555556
boundary,2,568,42,0.013855434736379898,0.018529460010828787,0.5300433536217285,0.5555555555555556
