image_id,condition,cut,k,total_clusters,supported_clusters,singletons,tv_all,tv_core,core_all_represented,core_min_jaccard,core_geometry_deviation,within_max_median,new_geometry,new_structure,repartition,expert_tag
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,1,1,0,1,0.746944444444,0.7225,0,0,,,0,0,0,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,2,1.785,0.215,1.57,0.562777777778,0.5234375,0,0.215,0.0101803206671,0.0344145433875,0.785,0.755,0,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,3,2.37,0.595,1.775,0.463333333333,0.422604166667,0,0.59,0.00964823766171,0.0372857392093,0.585,0.55,0,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,4,2.92,0.875,2.045,0.399027777778,0.347291666667,0,0.805,0.0107791389363,0.0389237270796,0.515,0.43,0.00166666666667,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,5,3.345,1.205,2.14,0.346,0.299020833333,0,0.923333333333,0.0111703837175,0.0409798167321,0.41,0.375,0.000833333333333,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,6,3.725,1.53,2.195,0.310277777778,0.259458333333,0,0.9825,0.00990209138017,0.0417739849654,0.325,0.295,0.0035,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,7,4.055,1.84,2.215,0.263492063492,0.220607142857,0,0.993333333333,0.0104876302461,0.0428148261251,0.29,0.27,0,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,8,4.385,2.035,2.35,0.226041666667,0.186383928571,0.01,1,0.00965667782919,0.042469549797,0.26,0.225,0.000952380952381,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,9,4.635,2.265,2.37,0.205833333333,0.169409722222,0.025,1,0.00919978788771,0.0434721236049,0.23,0.205,0,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,10,4.825,2.505,2.32,0.188833333333,0.156076388889,0.04,1,0.00874036009717,0.0448670076201,0.16,0.145,0,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,11,5,2.695,2.305,0.171843434343,0.145002525253,0.12,1,0.00835603630791,0.0459103943835,0.13,0.125,0,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,12,5.165,2.87,2.295,0.153611111111,0.128102272727,0.17,0.9975,0.00795285924229,0.0466130380029,0.12,0.12,0,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,13,5.335,3.04,2.295,0.132927350427,0.115042249417,0.26,1,0.00681878681222,0.047168430084,0.1,0.1,7.57575757576e-05,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,14,5.51,3.215,2.295,0.11246031746,0.0977598443223,0.36,1,0.00558066581281,0.047873335392,0.125,0.125,0,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,15,5.65,3.38,2.27,0.0895555555556,0.0791167582418,0.465,1,0.00422090815347,0.0488158634684,0.09,0.085,0,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,16,5.76,3.585,2.175,0.068125,0.0604077380952,0.61,1,0.00285235160364,0.0499161114911,0.06,0.055,0,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,17,5.895,3.735,2.16,0.0440359477124,0.04125,0.735,1,0.00132839644174,0.0509516718795,0.08,0.08,0,困难
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,0.1,18,6,4,2,0,0,1,1,0,0.0525850640742,0.06,0.06,0,困难
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,1,1,0,1,0.325555555556,0.325555555556,0,0,,,0,0,0,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,2,1.04,0.96,0.08,0.286944444444,0.286944444444,0,0.7975,0.0126126511505,0.0486489733156,0.04,0,0,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,3,1.12,0.995,0.125,0.25,0.25,0,0.83,0.0202914034771,0.053998224796,0.015,0,0.035,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,4,1.295,1.03,0.265,0.206388888889,0.206388888889,0,0.843333333333,0.0159213224076,0.0509447523589,0,0,0.0516666666667,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,5,1.435,1.055,0.38,0.175,0.175,0,0.841666666667,0.0117283431284,0.0465689516594,0,0,0.0508333333333,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,6,1.61,1.055,0.555,0.154722222222,0.154722222222,0,0.846916666667,0.00961041221887,0.0454897643535,0,0,0.0415,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,7,1.73,1.095,0.635,0.135634920635,0.135634920635,0,0.836476190476,0.0102318819312,0.0456876077667,0,0,0.042,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,8,1.92,1.195,0.725,0.112152777778,0.112152777778,0.005,0.837452380952,0.00970094388288,0.0477769422034,0,0,0.0454761904762,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,9,2.04,1.305,0.735,0.0888888888889,0.0888888888889,0.01,0.846051587302,0.0076621370611,0.0503416882729,0,0,0.0430357142857,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,10,2.205,1.35,0.855,0.0863333333333,0.0863333333333,0.01,0.828831349206,0.00736712230174,0.0507024432514,0,0,0.0373611111111,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,11,2.36,1.475,0.885,0.0824747474747,0.0824747474747,0.02,0.835055555556,0.0068904026893,0.0553150907489,0,0,0.0406666666667,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,12,2.525,1.575,0.95,0.0738888888889,0.0738888888889,0.03,0.826611111111,0.00720878095469,0.0591112453079,0,0,0.0442727272727,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,13,2.695,1.72,0.975,0.0641025641026,0.0641025641026,0.075,0.822466200466,0.00902075716154,0.0632999081713,0,0,0.0457575757576,中等
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,14,2.845,1.92,0.925,0.0563888888889,0.0563888888889,0.135,0.843417415917,0.00816355080748,0.0710775024288,0,0,0.0553205128205,中等
