image_id,condition,cut,n_full,n_subset,cluster,cluster_people,subsets,prob_retains_two_people,mean_jaccard_conditional,p_jaccard_ge85_conditional,support_and_jaccard_ge85,workers,canonical_ids
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,0.125,24,19,2,3,200,0.9,1,1,0.9,W006;W010;W011,50a0f95f8fc38be2;df7f18116de27c41;5d6bb8dddcf527e1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,0.15,24,19,1,21,200,1,1,1,1,W001;W002;W008;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,a53c36c9bf95be2b;ae9ad15247583bd3;6adfe32721762388;1a5c416e7e7c6cfa;8c7bb20e866330e5;a1c92c4eba590882;874f47b61ab0f967;b6c9e63c1de72fbf;043215a11b3c07f6;a3df2f62a653fcdb;b9d6531c224d6003;059397cbcdc2fd99;c1ce3be5ac91205f;39f325131750b755;95caac6d8e2b34ae;aa27fee9b505606b;39b7f2008e3d4afe;765b308f64278de8;3f1ad1a502b50429;e85a8e90e0c6b636;5a50132cf972f527
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,0.15,24,19,2,3,200,0.915,1,1,0.915,W006;W010;W011,50a0f95f8fc38be2;df7f18116de27c41;5d6bb8dddcf527e1
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,0.075,6,4,2,2,200,0.405,1,1,0.405,W006;W018,0fe7898050e5c65aa163;d64ce5b326b6015ae8bf
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,0.075,6,4,1,4,200,1,1,1,1,W010;W013;W014;W034,230418a93ba734601d15;a7f130f489209fd66673;eabfca08cf8ed118e1e7;2421466da1f7d0800380
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,0.1,6,4,2,2,200,0.35,1,1,0.35,W006;W018,0fe7898050e5c65aa163;d64ce5b326b6015ae8bf
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,0.1,6,4,1,4,200,1,1,1,1,W010;W013;W014;W034,230418a93ba734601d15;a7f130f489209fd66673;eabfca08cf8ed118e1e7;2421466da1f7d0800380
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,0.125,6,4,2,2,200,0.405,1,1,0.405,W006;W018,0fe7898050e5c65aa163;d64ce5b326b6015ae8bf
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,0.125,6,4,1,4,200,1,1,1,1,W010;W013;W014;W034,230418a93ba734601d15;a7f130f489209fd66673;eabfca08cf8ed118e1e7;2421466da1f7d0800380
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,0.15,6,4,2,2,200,0.405,1,1,0.405,W006;W018,0fe7898050e5c65aa163;d64ce5b326b6015ae8bf
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,0.15,6,4,1,4,200,1,1,1,1,W010;W013;W014;W034,230418a93ba734601d15;a7f130f489209fd66673;eabfca08cf8ed118e1e7;2421466da1f7d0800380
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,0.075,24,19,1,4,200,0.985,0.938240270728,0.878172588832,0.865,W001;W031;W032;W035,a98f6bc364bdef1b;a01f38f168e18ba4;a800256cd64a13c9;4664edbc4eb51884
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,0.075,24,19,2,19,200,1,0.995612336601,0.985,0.985,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W033;W034;W036;W037,6c28d1705fb5c4b4;4693ec5fcc3f09fc;afc3de4b01f9bf3b;0df21449d15d6f28;137415ffe0725161;f8c614ff9afdc5fe;67807e1e55df3898;bb7b44da838a4ce1;27ae2237bce7474e;d46f9d2f3c43ead2;13e99fa97abd8cb5;bcaaea256c246b28;464f553a46a042bd;caf781b6512ea9b2;4247b935b5d68e6a;f05be155437bb650;c3d7b507aa2d788d;d73bc90a26b0976b;e7e6e4180354bfe2
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,0.1,24,19,1,4,200,0.985,0.858179713242,0.730964467005,0.72,W001;W031;W032;W035,a98f6bc364bdef1b;a01f38f168e18ba4;a800256cd64a13c9;4664edbc4eb51884
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,0.1,24,19,2,20,200,1,0.976367819057,0.985,0.985,W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W033;W034;W036;W037,6c28d1705fb5c4b4;4693ec5fcc3f09fc;afc3de4b01f9bf3b;0df21449d15d6f28;137415ffe0725161;ce3536534b35ed2e;f8c614ff9afdc5fe;67807e1e55df3898;bb7b44da838a4ce1;27ae2237bce7474e;d46f9d2f3c43ead2;13e99fa97abd8cb5;bcaaea256c246b28;464f553a46a042bd;caf781b6512ea9b2;4247b935b5d68e6a;f05be155437bb650;c3d7b507aa2d788d;d73bc90a26b0976b;e7e6e4180354bfe2
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,0.125,24,19,1,4,200,0.995,0.600458432513,0.497487437186,0.495,W001;W031;W032;W035,a98f6bc364bdef1b;a01f38f168e18ba4;a800256cd64a13c9;4664edbc4eb51884
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,0.125,24,19,2,20,200,1,0.927280701754,0.71,0.71,W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W033;W034;W036;W037,6c28d1705fb5c4b4;4693ec5fcc3f09fc;afc3de4b01f9bf3b;0df21449d15d6f28;137415ffe0725161;ce3536534b35ed2e;f8c614ff9afdc5fe;67807e1e55df3898;bb7b44da838a4ce1;27ae2237bce7474e;d46f9d2f3c43ead2;13e99fa97abd8cb5;bcaaea256c246b28;464f553a46a042bd;caf781b6512ea9b2;4247b935b5d68e6a;f05be155437bb650;c3d7b507aa2d788d;d73bc90a26b0976b;e7e6e4180354bfe2
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,0.15,24,19,1,24,200,1,1,1,1,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,a98f6bc364bdef1b;6c28d1705fb5c4b4;4693ec5fcc3f09fc;afc3de4b01f9bf3b;0df21449d15d6f28;137415ffe0725161;ce3536534b35ed2e;f8c614ff9afdc5fe;67807e1e55df3898;bb7b44da838a4ce1;27ae2237bce7474e;d46f9d2f3c43ead2;13e99fa97abd8cb5;bcaaea256c246b28;464f553a46a042bd;caf781b6512ea9b2;4247b935b5d68e6a;a01f38f168e18ba4;a800256cd64a13c9;f05be155437bb650;c3d7b507aa2d788d;4664edbc4eb51884;d73bc90a26b0976b;e7e6e4180354bfe2
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,0.075,24,19,3,5,200,1,0.898458333333,0.74,0.74,W001;W012;W029;W031;W035,a30abcda8418bd75;baa09826ba02dd36;deb77ec3f2ddf78f;d2d4c49ab227aa87;ebe5710d577ed718
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,0.075,24,19,1,16,200,1,0.993446428571,0.995,0.995,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W033;W036;W037,2129afe06ece6a6d;e30721b054460f15;7ae79f4e06a3ade1;a73e732348cf85a5;ba9f60a6ed19b5fd;d2685886cb5bbef7;8bd66e889fbae752;8516eea42fb75c88;975c986cabcb9ac6;f5d0a36b008eb488;a927ea00f7335c7c;b16f17d58f7aabf2;497e4819ad1ce59c;080e6e5be0c803cd;cb5459e346731607;3cb548d93b1c91ac
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,0.075,24,19,2,2,200,0.7,0.885714285714,0.785714285714,0.55,W030;W034,d817ad3534ab554d;71a08671b7d9283b
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,0.1,24,19,2,7,200,1,0.754043650794,0.615,0.615,W001;W012;W029;W030;W031;W034;W035,a30abcda8418bd75;baa09826ba02dd36;deb77ec3f2ddf78f;d817ad3534ab554d;d2d4c49ab227aa87;71a08671b7d9283b;ebe5710d577ed718
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,0.1,24,19,1,16,200,1,0.917101233476,0.71,0.71,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W033;W036;W037,2129afe06ece6a6d;e30721b054460f15;7ae79f4e06a3ade1;a73e732348cf85a5;ba9f60a6ed19b5fd;d2685886cb5bbef7;8bd66e889fbae752;8516eea42fb75c88;975c986cabcb9ac6;f5d0a36b008eb488;a927ea00f7335c7c;b16f17d58f7aabf2;497e4819ad1ce59c;080e6e5be0c803cd;cb5459e346731607;3cb548d93b1c91ac
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,0.125,24,19,2,7,200,1,0.620476608187,0.445,0.445,W001;W012;W029;W030;W031;W034;W035,a30abcda8418bd75;baa09826ba02dd36;deb77ec3f2ddf78f;d817ad3534ab554d;d2d4c49ab227aa87;71a08671b7d9283b;ebe5710d577ed718
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,0.125,24,19,1,16,200,1,0.856151414074,0.485,0.485,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W033;W036;W037,2129afe06ece6a6d;e30721b054460f15;7ae79f4e06a3ade1;a73e732348cf85a5;ba9f60a6ed19b5fd;d2685886cb5bbef7;8bd66e889fbae752;8516eea42fb75c88;975c986cabcb9ac6;f5d0a36b008eb488;a927ea00f7335c7c;b16f17d58f7aabf2;497e4819ad1ce59c;080e6e5be0c803cd;cb5459e346731607;3cb548d93b1c91ac
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,0.15,24,19,1,23,200,1,1,1,1,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W033;W034;W035;W036;W037,a30abcda8418bd75;2129afe06ece6a6d;e30721b054460f15;7ae79f4e06a3ade1;a73e732348cf85a5;ba9f60a6ed19b5fd;baa09826ba02dd36;d2685886cb5bbef7;8bd66e889fbae752;8516eea42fb75c88;975c986cabcb9ac6;f5d0a36b008eb488;a927ea00f7335c7c;b16f17d58f7aabf2;497e4819ad1ce59c;deb77ec3f2ddf78f;d817ad3534ab554d;d2d4c49ab227aa87;080e6e5be0c803cd;71a08671b7d9283b;ebe5710d577ed718;cb5459e346731607;3cb548d93b1c91ac
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.075,24,19,10,3,200,0.9,0.946296296296,0.838888888889,0.755,W002;W006;W018,bd674c6f3557dcdb;25321e0f927c8940;b3315d6eb3c3734d
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.075,24,19,8,4,200,0.955,0.996509598604,0.989528795812,0.945,W008;W015;W017;W021,39292048462d8d71;fc8f6754ddce3edb;17787d9f67d6b1ea;053bc4b35d6a7e89
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.075,24,19,4,5,200,0.995,0.886515912898,0.743718592965,0.74,W013;W014;W029;W034;W037,053bc215116bc248;6f1a49c5d8f42cf3;7fe6c3e1ec0a7d2e;cfa6db5cd9de9ae3;36576d4426b599da
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.075,24,19,1,3,200,0.925,1,1,0.925,W032;W035;W036,52a26360b1a53b44;1e1b64ea1dae6b40;88d9213c617fe790
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.1,24,19,7,4,200,0.975,0.987179487179,0.974358974359,0.95,W002;W006;W018;W027,bd674c6f3557dcdb;25321e0f927c8940;b3315d6eb3c3734d;331b667f701c5817
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.1,24,19,6,5,200,0.995,0.986934673367,0.964824120603,0.96,W008;W011;W015;W017;W021,39292048462d8d71;d8931b0022010545;fc8f6754ddce3edb;17787d9f67d6b1ea;053bc4b35d6a7e89
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.1,24,19,4,7,200,1,1,1,1,W012;W013;W014;W029;W030;W034;W037,608ec3179e0f4831;053bc215116bc248;6f1a49c5d8f42cf3;7fe6c3e1ec0a7d2e;27582294b1e86c6a;cfa6db5cd9de9ae3;36576d4426b599da
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.1,24,19,1,3,200,0.895,1,1,0.895,W032;W035;W036,52a26360b1a53b44;1e1b64ea1dae6b40;88d9213c617fe790
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.125,24,19,6,4,200,0.97,0.864003436426,0.778350515464,0.755,W002;W006;W018;W027,bd674c6f3557dcdb;25321e0f927c8940;b3315d6eb3c3734d;331b667f701c5817
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.125,24,19,5,5,200,0.995,0.91365159129,0.758793969849,0.755,W008;W011;W015;W017;W021,39292048462d8d71;d8931b0022010545;fc8f6754ddce3edb;17787d9f67d6b1ea;053bc4b35d6a7e89
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.125,24,19,3,7,200,1,1,1,1,W012;W013;W014;W029;W030;W034;W037,608ec3179e0f4831;053bc215116bc248;6f1a49c5d8f42cf3;7fe6c3e1ec0a7d2e;27582294b1e86c6a;cfa6db5cd9de9ae3;36576d4426b599da
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.125,24,19,1,4,200,0.99,1,1,0.99,W028;W032;W035;W036,3219998f9692f834;52a26360b1a53b44;1e1b64ea1dae6b40;88d9213c617fe790
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.15,24,19,6,4,200,0.965,0.784832223045,0.59585492228,0.575,W002;W006;W018;W027,bd674c6f3557dcdb;25321e0f927c8940;b3315d6eb3c3734d;331b667f701c5817
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.15,24,19,5,5,200,0.995,0.815799234267,0.587939698492,0.585,W008;W011;W015;W017;W021,39292048462d8d71;d8931b0022010545;fc8f6754ddce3edb;17787d9f67d6b1ea;053bc4b35d6a7e89
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.15,24,19,3,7,200,1,1,1,1,W012;W013;W014;W029;W030;W034;W037,608ec3179e0f4831;053bc215116bc248;6f1a49c5d8f42cf3;7fe6c3e1ec0a7d2e;27582294b1e86c6a;cfa6db5cd9de9ae3;36576d4426b599da
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,0.15,24,19,1,4,200,0.995,1,1,0.995,W028;W032;W035;W036,3219998f9692f834;52a26360b1a53b44;1e1b64ea1dae6b40;88d9213c617fe790
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.075,24,19,3,4,200,0.99,0.825757575758,0.590909090909,0.585,W001;W012;W030;W031,ace70b27506798d5;97cebd93c1965f0f;a288b216f33e8695;38b4c355b2582da5
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.075,24,19,1,16,200,1,1,1,1,W002;W008;W010;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W034;W036;W037,7f2a70bd247387c9;f034ac00d128e91e;9f525c104867f074;2e18c2a7c8a3d34b;bcb79f6838d28c17;a05dc6872141702f;315cbd3cacd491e8;251bbbe64ea0a5b5;af7a3a1cdf745e0c;641c1f6f413ead20;b6b6d4c497cda8e2;e791bdd39ceb0454;d216cfad4f530a31;05c34463f238a2c1;76186667a8178edb;5df4a26ad4def72a
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.075,24,19,4,2,200,0.655,1,1,0.655,W006;W011,7e2290dbca4fb383;99962e6f9aff29ba
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.075,24,19,2,2,200,0.635,0.887139107612,0.692913385827,0.44,W029;W035,f573b76a994f559e;cdfc8962c0bbffa6
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.1,24,19,2,6,200,1,0.916401960784,0.825,0.825,W001;W012;W029;W030;W031;W035,ace70b27506798d5;97cebd93c1965f0f;f573b76a994f559e;a288b216f33e8695;38b4c355b2582da5;cdfc8962c0bbffa6
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.1,24,19,1,16,200,1,0.97612727591,0.915,0.915,W002;W008;W010;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W034;W036;W037,7f2a70bd247387c9;f034ac00d128e91e;9f525c104867f074;2e18c2a7c8a3d34b;bcb79f6838d28c17;a05dc6872141702f;315cbd3cacd491e8;251bbbe64ea0a5b5;af7a3a1cdf745e0c;641c1f6f413ead20;b6b6d4c497cda8e2;e791bdd39ceb0454;d216cfad4f530a31;05c34463f238a2c1;76186667a8178edb;5df4a26ad4def72a
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.1,24,19,3,2,200,0.64,1,1,0.64,W006;W011,7e2290dbca4fb383;99962e6f9aff29ba
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.125,24,19,1,22,200,1,1,1,1,W001;W002;W008;W010;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,ace70b27506798d5;7f2a70bd247387c9;f034ac00d128e91e;9f525c104867f074;97cebd93c1965f0f;2e18c2a7c8a3d34b;bcb79f6838d28c17;a05dc6872141702f;315cbd3cacd491e8;251bbbe64ea0a5b5;af7a3a1cdf745e0c;641c1f6f413ead20;b6b6d4c497cda8e2;f573b76a994f559e;a288b216f33e8695;38b4c355b2582da5;e791bdd39ceb0454;d216cfad4f530a31;05c34463f238a2c1;cdfc8962c0bbffa6;76186667a8178edb;5df4a26ad4def72a
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.125,24,19,2,2,200,0.64,1,1,0.64,W006;W011,7e2290dbca4fb383;99962e6f9aff29ba
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.15,24,19,1,22,200,1,1,1,1,W001;W002;W008;W010;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,ace70b27506798d5;7f2a70bd247387c9;f034ac00d128e91e;9f525c104867f074;97cebd93c1965f0f;2e18c2a7c8a3d34b;bcb79f6838d28c17;a05dc6872141702f;315cbd3cacd491e8;251bbbe64ea0a5b5;af7a3a1cdf745e0c;641c1f6f413ead20;b6b6d4c497cda8e2;f573b76a994f559e;a288b216f33e8695;38b4c355b2582da5;e791bdd39ceb0454;d216cfad4f530a31;05c34463f238a2c1;cdfc8962c0bbffa6;76186667a8178edb;5df4a26ad4def72a
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.15,24,19,2,2,200,0.63,1,1,0.63,W006;W011,7e2290dbca4fb383;99962e6f9aff29ba
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,0.075,23,18,2,12,200,1,0.858758741259,0.48,0.48,W002;W008;W010;W013;W014;W015;W018;W027;W028;W033;W034;W036,466fc2f8ccaeae80;5420c60e81d14ca8;ea824f81860e40de;a816c1bfd2071c13;126bcb79613b3ca2;30d22bced4b75549;ba0a6f3ed5f52a3c;b695d04bc92a557d;2d2b8ab0116038fd;c62a0432de833f80;d028cdde31b4bbe7;64b475a8d2558465
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,0.075,23,18,6,3,200,0.87,1,1,0.87,W006;W011;W021,1d9605edabc41fe8;f2652a9524294607;31d3caf93d1b2b79
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,0.075,23,18,1,5,200,0.995,0.709812897878,0.43216080402,0.43,W029;W030;W031;W032;W035,984360ed0635b90c;6068e5a1684f17bf;38e5256c8a950c7d;e345524837c8f249;55a9c4d4d99e81f1
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,0.1,23,18,1,17,200,1,1,1,1,W002;W008;W010;W013;W014;W015;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036,466fc2f8ccaeae80;5420c60e81d14ca8;ea824f81860e40de;a816c1bfd2071c13;126bcb79613b3ca2;30d22bced4b75549;ba0a6f3ed5f52a3c;b695d04bc92a557d;2d2b8ab0116038fd;984360ed0635b90c;6068e5a1684f17bf;38e5256c8a950c7d;e345524837c8f249;c62a0432de833f80;d028cdde31b4bbe7;55a9c4d4d99e81f1;64b475a8d2558465
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,0.1,23,18,5,3,200,0.865,1,1,0.865,W006;W011;W021,1d9605edabc41fe8;f2652a9524294607;31d3caf93d1b2b79
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,0.125,23,18,1,17,200,1,1,1,1,W002;W008;W010;W013;W014;W015;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036,466fc2f8ccaeae80;5420c60e81d14ca8;ea824f81860e40de;a816c1bfd2071c13;126bcb79613b3ca2;30d22bced4b75549;ba0a6f3ed5f52a3c;b695d04bc92a557d;2d2b8ab0116038fd;984360ed0635b90c;6068e5a1684f17bf;38e5256c8a950c7d;e345524837c8f249;c62a0432de833f80;d028cdde31b4bbe7;55a9c4d4d99e81f1;64b475a8d2558465
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,0.125,23,18,5,3,200,0.935,1,1,0.935,W006;W011;W021,1d9605edabc41fe8;f2652a9524294607;31d3caf93d1b2b79
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,0.15,23,18,1,17,200,1,0.998543956044,1,1,W002;W008;W010;W013;W014;W015;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036,466fc2f8ccaeae80;5420c60e81d14ca8;ea824f81860e40de;a816c1bfd2071c13;126bcb79613b3ca2;30d22bced4b75549;ba0a6f3ed5f52a3c;b695d04bc92a557d;2d2b8ab0116038fd;984360ed0635b90c;6068e5a1684f17bf;38e5256c8a950c7d;e345524837c8f249;c62a0432de833f80;d028cdde31b4bbe7;55a9c4d4d99e81f1;64b475a8d2558465
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,0.15,23,18,5,3,200,0.87,1,1,0.87,W006;W011;W021,1d9605edabc41fe8;f2652a9524294607;31d3caf93d1b2b79
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,0.075,6,4,2,3,200,0.745,0.875838926174,0.751677852349,0.56,W002;W006;W015,8ff7251a7c24a8e0e71e;8af889f37a502f3fa126;a431c68f99235de30da3
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,0.075,6,4,1,3,200,0.835,0.897704590818,0.664670658683,0.555,W008;W012;W013,f005d5460cd37c229372;dbdc83a7c9f53399480c;f92320ca03fc70c20aea
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,0.1,6,4,2,3,200,0.775,0.662903225806,0.238709677419,0.185,W002;W006;W015,8ff7251a7c24a8e0e71e;8af889f37a502f3fa126;a431c68f99235de30da3
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,0.1,6,4,1,3,200,0.795,0.688155136268,0.232704402516,0.185,W008;W012;W013,f005d5460cd37c229372;dbdc83a7c9f53399480c;f92320ca03fc70c20aea
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,0.125,6,4,1,6,200,1,1,1,1,W002;W006;W008;W012;W013;W015,8ff7251a7c24a8e0e71e;8af889f37a502f3fa126;f005d5460cd37c229372;dbdc83a7c9f53399480c;f92320ca03fc70c20aea;a431c68f99235de30da3
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,0.15,6,4,1,6,200,1,1,1,1,W002;W006;W008;W012;W013;W015,8ff7251a7c24a8e0e71e;8af889f37a502f3fa126;f005d5460cd37c229372;dbdc83a7c9f53399480c;f92320ca03fc70c20aea;a431c68f99235de30da3
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.075,4,3,2,2,200,0.535,1,1,0.535,W002;W036,e92320c34035fa738fcd;f9644fa62fdb22170582
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.075,4,3,1,2,200,0.465,1,1,0.465,W006;W008,82308989ac2788608fbf;70a865aa4c57b00b1a98
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,4,3,2,2,200,0.475,1,1,0.475,W002;W036,e92320c34035fa738fcd;f9644fa62fdb22170582
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,4,3,1,2,200,0.525,1,1,0.525,W006;W008,82308989ac2788608fbf;70a865aa4c57b00b1a98
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.125,4,3,2,2,200,0.54,1,1,0.54,W002;W036,e92320c34035fa738fcd;f9644fa62fdb22170582
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.125,4,3,1,2,200,0.46,1,1,0.46,W006;W008,82308989ac2788608fbf;70a865aa4c57b00b1a98
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.15,4,3,2,2,200,0.55,1,1,0.55,W002;W036,e92320c34035fa738fcd;f9644fa62fdb22170582
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.15,4,3,1,2,200,0.45,1,1,0.45,W006;W008,82308989ac2788608fbf;70a865aa4c57b00b1a98
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,0.075,6,4,1,6,200,1,1,1,1,W001;W028;W029;W031;W032;W035,56a766b95bd23e61232e;dc678aaee755bfc2a6f7;12e3c33065b7150586bc;22f5ceb1b91de9daaa48;f899584e44e01e779e19;d229ebc66bef1a22b980
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,0.1,6,4,1,6,200,1,1,1,1,W001;W028;W029;W031;W032;W035,56a766b95bd23e61232e;dc678aaee755bfc2a6f7;12e3c33065b7150586bc;22f5ceb1b91de9daaa48;f899584e44e01e779e19;d229ebc66bef1a22b980
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,0.125,6,4,1,6,200,1,1,1,1,W001;W028;W029;W031;W032;W035,56a766b95bd23e61232e;dc678aaee755bfc2a6f7;12e3c33065b7150586bc;22f5ceb1b91de9daaa48;f899584e44e01e779e19;d229ebc66bef1a22b980
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,0.15,6,4,1,6,200,1,1,1,1,W001;W028;W029;W031;W032;W035,56a766b95bd23e61232e;dc678aaee755bfc2a6f7;12e3c33065b7150586bc;22f5ceb1b91de9daaa48;f899584e44e01e779e19;d229ebc66bef1a22b980
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,0.075,5,4,1,5,200,1,1,1,1,W006;W017;W029;W033;W034,fd25cbb84b15d307427f;7889f02e6ee2bce5ab0e;985372b15be97227b0c3;6d71defb42ff13413fb3;8d2fb23ccf6644962fa7
