p1_package,p1_import_file,p1_import_order,dataset_group,condition,semi_role,base_task_id,title,gt_inner_id,gt_project20_task_id,ls_gt_point_count,bi_allmix_floor_corner_count,bi_full_point_count,height_ratio_used,bi_allmix_path,bi_json_path,figure_path,status,ceil_rmse_px,floor_rmse_px,combined_rmse_px,ceil_mean_abs_px,floor_mean_abs_px,combined_mean_abs_px,ceil_max_abs_px,floor_max_abs_px,combined_max_abs_px,floor_nearest_mean_px,floor_nearest_max_px
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,1,PreScreen_manual,manual,,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,4,2488,8,4,8,0.5119325280189507,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\all_mix_labels_in_uv_v2\UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.txt,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\label\UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.json,analysis_results/stage1_p1_manual_semi_bilayout_allmix_full_layout_compare_20260519/figures/P1_manual_01_gt4_UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596_ls_gt_vs_bilayout_allmix_full.png,ok,0.002759120393022545,0.0018123887553016145,0.0023342555926393984,0.002459432457725369,0.0014686068943612907,0.00196401967604333,0.005489972870577731,0.00400046989261682,0.005489972870577731,0.0026929336253326613,0.004368183411399237
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,2,PreScreen_manual,manual,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,12,2496,16,9,18,0.673564960790235,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\all_mix_labels_in_uv_v2\UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.txt,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\label\UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.json,analysis_results/stage1_p1_manual_semi_bilayout_allmix_full_layout_compare_20260519/figures/P1_manual_02_gt12_UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65_ls_gt_vs_bilayout_allmix_full.png,ok,35.700300161716704,38.643487634717225,37.20101186937805,30.18469039681962,32.37038916369234,31.277539780255978,103.91828269029709,114.538561107102,114.538561107102,53.58996454210589,167.59745916165153
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,3,PreScreen_manual,manual,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,39,2523,8,4,8,0.6666587233543394,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\all_mix_labels_in_uv_v2\uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.txt,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\label\uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.json,analysis_results/stage1_p1_manual_semi_bilayout_allmix_full_layout_compare_20260519/figures/P1_manual_03_gt39_uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384_ls_gt_vs_bilayout_allmix_full.png,ok,0.001933713309528807,0.001473230590232473,0.0017189612467193047,0.001491686509857204,0.0010539571492979016,0.0012728218295775529,0.004826564449928128,0.003904867880692109,0.004826564449928128,0.0020902846300937684,0.004513824268827753
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,4,PreScreen_manual,manual,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,51,2535,8,4,8,0.5981045484542843,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\all_mix_labels_in_uv_v2\wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.txt,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\label\wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.json,analysis_results/stage1_p1_manual_semi_bilayout_allmix_full_layout_compare_20260519/figures/P1_manual_04_gt51_wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e_ls_gt_vs_bilayout_allmix_full.png,ok,0.0029366273314117425,0.0026588569993192244,0.0028011873042000676,0.0026093731033906137,0.0022756911584281836,0.0024425321309093986,0.00468236405066591,0.005036706636587951,0.005036706636587951,0.003613170000011158,0.0059922635398363296
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,5,PreScreen_manual,manual,,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.jpg,52,2536,8,4,8,0.9527878940105435,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\all_mix_labels_in_uv_v2\B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.txt,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\label\B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.json,analysis_results/stage1_p1_manual_semi_bilayout_allmix_full_layout_compare_20260519/figures/P1_manual_05_gt52_B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993_ls_gt_vs_bilayout_allmix_full.png,ok,0.0019555715535721813,0.002183290747633721,0.0020725610473329523,0.001728118222949132,0.0018541972228899306,0.0017911577229195313,0.0041140892358839665,0.004338685601567249,0.004338685601567249,0.005341778656684442,0.006523838145128692
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,6,PreScreen_manual,manual,,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.jpg,75,2559,16,4,8,0.8850479841232297,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\all_mix_labels_in_uv_v2\yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.txt,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\label\yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.json,analysis_results/stage1_p1_manual_semi_bilayout_allmix_full_layout_compare_20260519/figures/P1_manual_06_gt75_yqstnuAEVhm_e3face7b2196414d95ed97151aa13058_ls_gt_vs_bilayout_allmix_full.png,ok,87.51748412755482,89.59504393787871,88.56235635485098,66.37810523851299,67.8282454515821,67.10317534504755,161.37044098152566,165.28147208909536,165.28147208909536,12.908042168586045,51.622374239018434
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,7,PreScreen_manual,manual,,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.jpg,92,2576,8,4,8,1.0481864631175992,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\all_mix_labels_in_uv_v2\wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.txt,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\label\wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.json,analysis_results/stage1_p1_manual_semi_bilayout_allmix_full_layout_compare_20260519/figures/P1_manual_07_gt92_wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31_ls_gt_vs_bilayout_allmix_full.png,ok,0.0030806544770665563,0.0023208427194361426,0.0027273377986078264,0.0029420654684724212,0.0017733106425011913,0.0023576880554868063,0.004996528647851051,0.0048922005100848764,0.004996528647851051,0.004867988513311758,0.0063803700147615754
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,8,PreScreen_manual,manual,,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.jpg,96,2580,8,4,8,0.854161101579666,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\all_mix_labels_in_uv_v2\rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.txt,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\label\rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.json,analysis_results/stage1_p1_manual_semi_bilayout_allmix_full_layout_compare_20260519/figures/P1_manual_08_gt96_rPc6DW4iMge_cc15fb105d86466faafdd633f89148de_ls_gt_vs_bilayout_allmix_full.png,ok,0.0016300182965845787,0.0025293186031178044,0.0021277232248671694,0.001457386174333608,0.0023112714172444093,0.0018843287957890087,0.0025103009136842047,0.00481775316779931,0.00481775316779931,0.004191143498037805,0.006265309894264072
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,9,PreScreen_manual,manual,,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.jpg,97,2581,8,4,8,0.6999155044555663,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\all_mix_labels_in_uv_v2\X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.txt,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\label\X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.json,analysis_results/stage1_p1_manual_semi_bilayout_allmix_full_layout_compare_20260519/figures/P1_manual_09_gt97_X7HyMhZNoso_987fd31155514f6facb131bd5c14881d_ls_gt_vs_bilayout_allmix_full.png,ok,0.0023980550621892547,0.0024885505944240486,0.002443721766312585,0.0021068249483516266,0.0022732432306442063,0.0021900340894979164,0.004763756492337734,0.0044702623571879485,0.004763756492337734,0.004337280184043666,0.006310500692329
P1_manual,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,10,PreScreen_manual,manual,,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.jpg,98,2582,8,4,8,0.8056764960289,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\all_mix_labels_in_uv_v2\q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.txt,D:\Work\Manhattan_3D\Bi_layout\src\dataset\mp3d\label\q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.json,analysis_results/stage1_p1_manual_semi_bilayout_allmix_full_layout_compare_20260519/figures/P1_manual_10_gt98_q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e_ls_gt_vs_bilayout_allmix_full.png,ok,0.0020608483486919214,0.0017803943966159044,0.0019257336425123192,0.0017378241997210025,0.0015049162263481297,0.0016213702130345661,0.00422314688842107,0.003738945883753786,0.00422314688842107,0.0032044391824926736,0.004585689531475062
