method,baseline,algorithm,condition,target,design,n_images,n_buildings,method_MAE,target_only_MAE,delta_MAE,CI_low,CI_high
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,manual,scope_p_oos_open_boundary,leave_building,69,18,0.23764405237,0.207501575299,0.0301424770706,-0.0300362258218,0.0889596809532
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,manual,scope_p_oos_open_boundary,leave_supported_room_conservative,69,18,0.23764405237,0.207501575299,0.0301424770706,-0.0300362258218,0.0889596809532
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,manual,scope_p_oos_open_boundary,same_room_leave_view,40,12,0.193876811594,0.187835144928,0.00604166666667,0,0.0163398692811
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,manual,scope_p_oos_split_level,leave_building,69,18,0.0456038647343,0.0439855072464,0.00161835748797,-0.011561857781,0.0168283439231
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,manual,scope_p_oos_split_level,leave_supported_room_conservative,69,18,0.0456038647343,0.0439855072464,0.00161835748797,-0.011561857781,0.0168283439231
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,manual,scope_p_oos_split_level,same_room_leave_view,40,12,0.0297916666667,0.0289583333334,0.000833333333318,-0.000490196078471,0.00304931536158
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,manual,within_topology_geometry_dispersion,leave_building,54,17,0.0552724623061,0.0453891489886,0.00988331331754,-0.00191883021554,0.0219646046167
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,manual,within_topology_geometry_dispersion,leave_supported_room_conservative,54,17,0.0552724623061,0.0453891489886,0.00988331331754,-0.00191883021554,0.0219646046167
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,manual,within_topology_geometry_dispersion,same_room_leave_view,29,10,0.0513425420957,0.0507830400322,0.000559502063469,-0.00341631215384,0.00521915213613
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,owner_valid_active_seconds,leave_building,16,9,67.03125,70.4645833334,-3.43333333336,-16.9785606061,5.37394736842
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,owner_valid_active_seconds,leave_supported_room_conservative,16,9,67.03125,70.4645833334,-3.43333333336,-16.9785606061,5.37394736842
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,owner_valid_active_seconds,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,point_count_disagreement,leave_building,16,9,0.172809617918,0.225426822574,-0.0526172046554,-0.185548040517,0.0197973818148
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,point_count_disagreement,leave_supported_room_conservative,16,9,0.172809617918,0.225426822574,-0.0526172046554,-0.185548040517,0.0197973818148
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,point_count_disagreement,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,reference_geometry_error,leave_building,16,9,0.0308941625346,0.0440356059996,-0.013141443465,-0.0258987634769,-0.00339568405452
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,reference_geometry_error,leave_supported_room_conservative,16,9,0.0308941625346,0.0440356059996,-0.013141443465,-0.0258987634769,-0.00339568405452
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,reference_geometry_error,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_entropy,leave_building,16,9,0.453722180961,0.423347858697,0.0303743222642,-0.183235476738,0.186570096246
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_entropy,leave_supported_room_conservative,16,9,0.453722180961,0.423347858697,0.0303743222642,-0.183235476738,0.186570096246
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_entropy,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_non_normal_rate,leave_building,16,9,0.136458333333,0.174826388889,-0.0383680555555,-0.0878679337233,0.0382638888889
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_non_normal_rate,leave_supported_room_conservative,16,9,0.136458333333,0.174826388889,-0.0383680555555,-0.0878679337233,0.0382638888889
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_non_normal_rate,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_normal,leave_building,16,9,0.136458333333,0.174826388889,-0.0383680555555,-0.0878679337233,0.0382638888889
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_normal,leave_supported_room_conservative,16,9,0.136458333333,0.174826388889,-0.0383680555555,-0.0878679337233,0.0382638888889
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_normal,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_oos_geometry,leave_building,16,9,0.0494791666667,0.0401041666667,0.00937500000001,-0.00808080808082,0.0185185185185
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_oos_geometry,leave_supported_room_conservative,16,9,0.0494791666667,0.0401041666667,0.00937500000001,-0.00808080808082,0.0185185185185
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_oos_geometry,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_oos_insufficient,leave_building,16,9,0.00260416666667,0.00451388888889,-0.00190972222222,-0.00416666666667,0
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_oos_insufficient,leave_supported_room_conservative,16,9,0.00260416666667,0.00451388888889,-0.00190972222222,-0.00416666666667,0
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_oos_insufficient,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_oos_open_boundary,leave_building,16,9,0.119444444444,0.133159722222,-0.0137152777777,-0.0371693121693,0.0201388888889
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_oos_open_boundary,leave_supported_room_conservative,16,9,0.119444444444,0.133159722222,-0.0137152777777,-0.0371693121693,0.0201388888889
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_oos_open_boundary,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_oos_split_level,leave_building,16,9,0.0277777777778,0.0284722222223,-0.000694444444444,-0.036507936508,0.0246937321938
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_oos_split_level,leave_supported_room_conservative,16,9,0.0277777777778,0.0284722222223,-0.000694444444444,-0.036507936508,0.0246937321938
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,scope_p_oos_split_level,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,within_topology_geometry_dispersion,leave_building,16,9,0.029056319609,0.0395338465469,-0.0104775269379,-0.0159331504166,-0.00281572182879
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,within_topology_geometry_dispersion,leave_supported_room_conservative,16,9,0.029056319609,0.0395338465469,-0.0104775269379,-0.0159331504166,-0.00281572182879
DX_target_plus_aux_feedback,DX_target_feedback_matched,knn,semi,within_topology_geometry_dispersion,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,owner_valid_active_seconds,leave_building,69,18,74.1531825806,77.0305862414,-2.87740366079,-7.42961069485,2.19465024572
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,owner_valid_active_seconds,leave_supported_room_conservative,69,18,74.1531825806,77.0305862414,-2.87740366079,-7.42961069485,2.19465024572
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,owner_valid_active_seconds,same_room_leave_view,40,12,117.736182426,104.936943506,12.7992389207,-8.77031883888,38.6639546131
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,point_count_disagreement,leave_building,59,18,0.240966048551,0.244981493247,-0.00401544469614,-0.0570466090729,0.0472286849893
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,point_count_disagreement,leave_supported_room_conservative,59,18,0.240966048551,0.244981493247,-0.00401544469614,-0.0570466090729,0.0472286849893
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,point_count_disagreement,same_room_leave_view,33,11,0.21467152306,0.219679104089,-0.0050075810289,-0.0348549461792,0.0152983415789
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,reference_geometry_error,leave_building,60,18,0.0548527679157,0.0460088195597,0.008843948356,-0.000886637725888,0.0229979921733
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,reference_geometry_error,leave_supported_room_conservative,60,18,0.0548527679157,0.0460088195597,0.008843948356,-0.000886637725888,0.0229979921733
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,reference_geometry_error,same_room_leave_view,31,9,0.0805968740477,0.0530111890077,0.02758568504,-0.00154433191149,0.0772717405991
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_entropy,leave_building,69,18,0.437024355161,0.423643395323,0.0133809598381,-0.0970192952651,0.120670293993
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_entropy,leave_supported_room_conservative,69,18,0.437024355161,0.423643395323,0.0133809598381,-0.0970192952651,0.120670293993
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_entropy,same_room_leave_view,40,12,0.26334396837,0.243904886619,0.0194390817505,-0.0137962763845,0.0642049669743
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_non_normal_rate,leave_building,69,18,0.228589798216,0.232900587285,-0.00431078906915,-0.0235569196108,0.0132476111132
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_non_normal_rate,leave_supported_room_conservative,69,18,0.228589798216,0.232900587285,-0.00431078906915,-0.0235569196108,0.0132476111132
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_non_normal_rate,same_room_leave_view,40,12,0.186842741319,0.168183995049,0.0186587462702,0,0.0466523939228
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_normal,leave_building,69,18,0.228589798216,0.232900587285,-0.00431078906919,-0.0235569196109,0.0132476111131
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_normal,leave_supported_room_conservative,69,18,0.228589798216,0.232900587285,-0.00431078906919,-0.0235569196109,0.0132476111131
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_normal,same_room_leave_view,40,12,0.186842741319,0.168183995049,0.0186587462702,0,0.0466523939227
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_oos_geometry,leave_building,69,18,0.0434062514363,0.0632860908195,-0.0198798393832,-0.0334279302127,-0.00822465369626
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_oos_geometry,leave_supported_room_conservative,69,18,0.0434062514363,0.0632860908195,-0.0198798393832,-0.0334279302127,-0.00822465369626
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_oos_geometry,same_room_leave_view,40,12,0.094384539906,0.0905760858935,0.00380845401244,0,0.00957507160528
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_oos_insufficient,leave_building,69,18,0.0473276489722,0.0469938198919,0.000333829080301,-0.006571948773,0.010007837038
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_oos_insufficient,leave_supported_room_conservative,69,18,0.0473276489722,0.0469938198919,0.000333829080301,-0.006571948773,0.010007837038
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_oos_insufficient,same_room_leave_view,40,12,0.0120973564851,0.0121352566795,-3.7900194455e-05,-0.00123263539718,0.00137947073085
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_oos_open_boundary,leave_building,69,18,0.188700254886,0.179252586987,0.00944766789925,-0.00552947027736,0.024010958635
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_oos_open_boundary,leave_supported_room_conservative,69,18,0.188700254886,0.179252586987,0.00944766789925,-0.00552947027736,0.024010958635
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_oos_open_boundary,same_room_leave_view,40,12,0.222318595477,0.203463422408,0.0188551730684,-0.00727948530149,0.0650867387257
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_oos_split_level,leave_building,69,18,0.0395474650718,0.0453676518865,-0.00582018681463,-0.016271649583,0.00434124905285
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_oos_split_level,leave_supported_room_conservative,69,18,0.0395474650718,0.0453676518865,-0.00582018681463,-0.016271649583,0.00434124905285
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,scope_p_oos_split_level,same_room_leave_view,40,12,0.0431658193706,0.0298283260926,0.013337493278,-0.00209074224877,0.0426781762012
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,within_topology_geometry_dispersion,leave_building,54,17,0.0397015588913,0.0380582860523,0.00164327283899,-0.00358046968452,0.00683231241689
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,within_topology_geometry_dispersion,leave_supported_room_conservative,54,17,0.0397015588913,0.0380582860523,0.00164327283899,-0.00358046968452,0.00683231241689
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,manual,within_topology_geometry_dispersion,same_room_leave_view,29,10,0.0730954066562,0.0501468691765,0.0229485374798,-0.00381561608427,0.0688349980572
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,owner_valid_active_seconds,leave_building,16,9,67.3477081385,65.8448724743,1.50283566413,-3.0588108829,5.47782738213
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,owner_valid_active_seconds,leave_supported_room_conservative,16,9,67.3477081385,65.8448724743,1.50283566413,-3.0588108829,5.47782738213
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,owner_valid_active_seconds,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,point_count_disagreement,leave_building,16,9,0.172167858613,0.299642600829,-0.127474742216,-0.218970073958,-0.0629645436433
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,point_count_disagreement,leave_supported_room_conservative,16,9,0.172167858613,0.299642600829,-0.127474742216,-0.218970073958,-0.0629645436433
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,point_count_disagreement,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,reference_geometry_error,leave_building,16,9,0.0344604327419,0.0507493682689,-0.016288935527,-0.0324095059387,0.0114615252811
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,reference_geometry_error,leave_supported_room_conservative,16,9,0.0344604327419,0.0507493682689,-0.016288935527,-0.0324095059387,0.0114615252811
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,reference_geometry_error,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_entropy,leave_building,16,9,0.378736888424,0.398598858457,-0.0198619700337,-0.09636775138,0.0931529989847
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_entropy,leave_supported_room_conservative,16,9,0.378736888424,0.398598858457,-0.0198619700337,-0.09636775138,0.0931529989847
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_entropy,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_non_normal_rate,leave_building,16,9,0.162967737245,0.222283515805,-0.0593157785593,-0.133890782217,0.0259192382407
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_non_normal_rate,leave_supported_room_conservative,16,9,0.162967737245,0.222283515805,-0.0593157785593,-0.133890782217,0.0259192382407
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_non_normal_rate,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_normal,leave_building,16,9,0.162967737245,0.222283515805,-0.0593157785593,-0.133890782217,0.0259192382407
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_normal,leave_supported_room_conservative,16,9,0.162967737245,0.222283515805,-0.0593157785593,-0.133890782217,0.0259192382407
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_normal,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_oos_geometry,leave_building,16,9,0.0589943464072,0.0473291924298,0.0116651539774,-0.0043231928304,0.0301488120737
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_oos_geometry,leave_supported_room_conservative,16,9,0.0589943464072,0.0473291924298,0.0116651539774,-0.0043231928304,0.0301488120737
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_oos_geometry,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_oos_insufficient,leave_building,16,9,0.00582227581582,0.00581958646873,2.68934709125e-06,-0.00115274428627,0.00217363581562
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_oos_insufficient,leave_supported_room_conservative,16,9,0.00582227581582,0.00581958646873,2.68934709125e-06,-0.00115274428627,0.00217363581562
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_oos_insufficient,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_oos_open_boundary,leave_building,16,9,0.144220611035,0.18466393485,-0.0404433238153,-0.0932002247343,0.0245622819953
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_oos_open_boundary,leave_supported_room_conservative,16,9,0.144220611035,0.18466393485,-0.0404433238153,-0.0932002247343,0.0245622819953
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_oos_open_boundary,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_oos_split_level,leave_building,16,9,0.0230386921418,0.0186186128763,0.00442007926546,2.18861273117e-05,0.0105499215219
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_oos_split_level,leave_supported_room_conservative,16,9,0.0230386921418,0.0186186128763,0.00442007926546,2.18861273117e-05,0.0105499215219
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,scope_p_oos_split_level,same_room_leave_view,0,0,,,,,
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,within_topology_geometry_dispersion,leave_building,16,9,0.032424286646,0.0304560747666,0.00196821187945,-0.00231546642767,0.00817509468417
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,within_topology_geometry_dispersion,leave_supported_room_conservative,16,9,0.032424286646,0.0304560747666,0.00196821187945,-0.00231546642767,0.00817509468417
DX_target_plus_aux_feedback,DX_target_feedback_matched,ridge,semi,within_topology_geometry_dispersion,same_room_leave_view,0,0,,,,,
