pair_id,image_a,image_b,building,relation_eligible,max_same_capture_angle,median_same_capture_angle,median_center_distance,max_center_distance,predicted_capture_baseline,center_spread_over_baseline,passes_rotation_consistency_at_5deg,passes_rotation_consistency_at_10deg,passes_rotation_consistency_at_20deg,passes_rotation_consistency_at_40deg,rotation_consistency_is_necessary_not_sufficient,all_projectable_candidates,all_predicted_depth_agreement_0.01,all_predicted_depth_agreement_0.05,all_predicted_depth_agreement_0.1,all_relative_depth_error_median,nadir_excluded_projectable_candidates,nadir_excluded_predicted_depth_agreement_0.01,nadir_excluded_predicted_depth_agreement_0.05,nadir_excluded_predicted_depth_agreement_0.1,nadir_excluded_relative_depth_error_median
pair0066,X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso,False,155.647436301,41.6832943702,0.323065817356,0.794086635113,0.517610669136,1.53413879871,False,False,False,False,True,40724,0.0124251055888,0.0655387486494,0.161624594834,0.302330642939,38349,0.0111867323789,0.0594800385929,0.152050900936,0.306680351496
pair0067,X7HyMhZNoso_445ae0203f294b5c9889505576e37998,X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,X7HyMhZNoso,True,167.922733857,41.2954838308,0.297061920166,0.752554774284,1.05941081047,0.710352182388,False,False,False,False,True,37332,0.0379567127397,0.225784849459,0.445087324547,0.121610201895,36378,0.0388971356314,0.23140359558,0.456182307988,0.116538543254
pair0068,X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso,True,76.4491436481,32.0195187537,0.266074478626,0.534421384335,0.608642458916,0.878054738045,False,False,False,False,True,41031,0.0631961200068,0.306085642563,0.442738417294,0.125255033374,39490,0.0647252468979,0.31291466194,0.446188908584,0.124624043703
pair0069,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,X7HyMhZNoso,False,152.898641323,26.5754142586,0.558252930641,1.21661996841,0.644847512245,1.88667857647,False,False,False,False,True,54416,0.0564539841223,0.190127903558,0.319593501911,0.173459731042,48982,0.0620431995427,0.208198930219,0.348270793353,0.159245856106
pair0070,X7HyMhZNoso_e40ff9839f0b4a35a25e9dc16d391ae4,X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,X7HyMhZNoso,True,112.768021568,39.1494382306,0.306825995445,1.01013529301,1.34989964962,0.748304009438,False,False,False,False,True,34991,0.0957674830671,0.396873481752,0.478951730445,0.11179947108,33931,0.093513306416,0.396304264537,0.48032772391,0.110810734332
pair0071,X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso,True,103.399794951,19.6877636581,0.285221576691,0.702246069908,0.961285352707,0.730528235435,False,False,False,False,True,42232,0.0888425838227,0.49370145861,0.741688766812,0.0508916676044,39992,0.0926935387077,0.498124624925,0.749324864973,0.0502488892525
pair0072,Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f,Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179,Z6MFQCViBuw,False,174.580533238,124.768763672,0.347957134247,0.771890282631,0.121808752418,6.33690309525,False,False,False,False,True,70326,0.0611722549271,0.299789551517,0.465915877485,0.117010805756,66334,0.054044682968,0.277565049597,0.444387493593,0.127666160464
pair0073,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,False,177.536549974,86.5773007688,0.306867480278,0.776154518127,0.0424757711589,18.2728767395,False,False,False,False,True,70951,0.038378599315,0.198164930727,0.339121365449,0.193497687578,67855,0.0362979883575,0.181637314863,0.313609903471,0.2106000036
pair0074,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45,Z6MFQCViBuw,False,132.408765752,42.9349931927,0.522340893745,1.16164004803,0.819402992725,1.41766631603,False,False,False,False,True,50297,0.0320496252262,0.14028669702,0.273336381892,0.202588230371,48280,0.0333885666943,0.146147473074,0.284755592378,0.192363448441
pair0075,Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,False,166.724550047,112.414900611,0.224694609642,0.432095825672,0.0718884542584,6.01064300537,False,False,False,False,True,112519,0.0402865293861,0.190758894053,0.314409122015,0.233458653092,109275,0.0411164493251,0.192212308396,0.310491878289,0.247534960508
pair0076,ZMojNkEp431_1223ee164fc040c0bd13c366f7a22059,ZMojNkEp431_f1bb3acca4ed4aada739514b1f2a44bd,ZMojNkEp431,True,112.035173699,29.4114134436,0.218972980976,0.879875779152,0.849042236805,1.03631567955,False,False,False,False,True,50740,0.0588096176587,0.201990540008,0.347122585731,0.184660159051,47418,0.0618752372517,0.210953646295,0.360622548399,0.175648957491
pair0077,b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,b8cTxDM8gDG,True,94.9162507149,30.6092657405,0.314640164375,0.729429900646,1.27216827869,0.573375344276,False,False,False,False,True,37504,0.022424274744,0.149584044369,0.492107508532,0.10094615072,35914,0.0230550760149,0.15425739266,0.506264966308,0.0992129929364
pair0078,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG,True,138.343828535,57.7820351583,0.319004118443,0.755128741264,0.489893913269,1.54141283035,False,False,False,False,True,48743,0.0182385162998,0.0840120632706,0.160043493425,0.350781083107,40673,0.0178005064785,0.0801514518231,0.151156787058,0.396396160126
pair0079,b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG,False,70.3854134358,23.270514498,0.318041056395,0.774472475052,0.174288630486,4.44362020493,False,False,False,False,True,42306,0.105635134496,0.383538977923,0.584030633953,0.0752442255616,39595,0.111402954919,0.402601338553,0.594140674328,0.0706874057651
pair0080,b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG,True,131.873773076,52.7158606766,0.239144742489,0.564169645309,0.365254640579,1.54459273815,False,False,False,False,True,37806,0.0293075173253,0.119240332222,0.192429773052,0.331229865551,35824,0.0170556051809,0.0849430549352,0.157073470299,0.35085169971
pair0081,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,True,106.83745832,30.9850027894,0.31960016489,0.536986529827,1.0354757309,0.518589198589,False,False,False,False,True,43286,0.0441020191286,0.203807235596,0.321143094765,0.181525029242,41053,0.0452829269481,0.204832777142,0.312790782647,0.188416540623
pair0082,b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG,True,177.336715433,43.8153945344,0.322278320789,0.764026582241,0.339946180582,2.24749279022,False,False,False,False,True,44609,0.0265641462485,0.13488309534,0.248895962698,0.241375938058,41966,0.0279750274031,0.141924415003,0.261616546728,0.229701638222
pair0083,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,False,177.899350563,35.0922674315,0.155517071486,0.373909443617,0.876285374165,0.42669826746,False,False,False,False,True,40323,0.00607593681026,0.0343972422687,0.0801527664112,0.793679177761,38428,0.00637555948787,0.0360934735089,0.0841053398564,0.754225790501
pair0084,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,True,115.10368548,42.4682134594,0.356788873672,1.69151210785,0.449318230152,3.76461935043,False,False,False,False,True,54203,0.0217884618933,0.093352766452,0.197203106839,0.263240337372,52980,0.0222725556814,0.0949603624009,0.200207625519,0.253728955984
pair0085,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,e9zR4mvMWw7,True,118.990321771,21.2957005093,0.318149000406,0.666967868805,1.05483150482,0.632297992706,False,False,False,False,True,44945,0.0422738903104,0.209144509957,0.504883746802,0.0988565385342,42625,0.0415249266862,0.200680351906,0.489360703812,0.102810047567
pair0086,e9zR4mvMWw7_16eb46a968384060821cb59d0e04f4dd,e9zR4mvMWw7_4984fc9f1fdf4ff7887430f71b9ae392,e9zR4mvMWw7,True,148.357792183,13.8114826529,0.390041172504,1.16265237331,0.797744870186,1.45742380619,False,False,False,False,True,45088,0.0821504613201,0.257851312988,0.380478176011,0.152407445014,43063,0.0846898729768,0.26454264682,0.387200148619,0.15900541842
pair0087,e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,False,128.819420654,17.555747964,0.388899922371,0.683469474316,0.449113845825,1.52181792259,False,False,False,False,True,51744,0.0310760667904,0.163110698825,0.321583178726,0.24896081537,48365,0.031138219787,0.162307453737,0.309107825907,0.260868549347
pair0088,e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,e9zR4mvMWw7,True,58.0202594769,15.9590944163,0.29730167985,0.798597097397,0.6762560606,1.18090939522,False,False,False,False,True,42317,0.0543516789943,0.291206843585,0.525249899568,0.0949408039451,39976,0.0551330798479,0.292925755453,0.509080448269,0.0981990396976
pair0089,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,e9zR4mvMWw7,True,115.576324678,34.7859190672,0.245342060924,0.955778598785,1.09622859955,0.871878921986,False,False,False,False,True,43109,0.0290194622933,0.158969124777,0.372822380477,0.140911132097,41317,0.0296730159499,0.161894619648,0.381586271995,0.135975003242
pair0090,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,e9zR4mvMWw7,True,169.477943214,28.1263841244,0.530919671059,1.77736127377,0.469189792871,3.78814983368,False,False,False,False,True,66768,0.0304936496525,0.176237119578,0.284043254254,0.27559043467,64243,0.030026617686,0.173746556045,0.280263997634,0.27780804038
pair0091,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200,e9zR4mvMWw7,True,151.29334825,45.9591127847,0.280743300915,0.914325296879,0.661419808865,1.38236761093,False,False,False,False,True,62833,0.0129072302771,0.0663027390066,0.13179380262,0.461914688349,60389,0.011906141847,0.0603089966716,0.119723790757,0.476073652506
pair0092,e9zR4mvMWw7_1ff35596f9cb4b98ba4f08dda81c1654,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,True,138.27054536,22.6792030143,0.343022227287,0.728394329548,0.282636970282,2.57713747025,False,False,False,False,True,55897,0.0235790829562,0.109844893286,0.196683185144,0.384708344936,52432,0.023573390296,0.107739548367,0.187423710711,0.391168758273
pair0093,e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,e9zR4mvMWw7,True,155.360972652,32.736161706,0.163938879967,0.343402713537,1.32589697838,0.258996516466,False,False,False,False,True,47099,0.0246289730143,0.127646022209,0.227457058536,0.263776153326,44965,0.0241743578339,0.124007561437,0.22324029801,0.263026207685
pair0094,e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200,e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,e9zR4mvMWw7,True,62.782838165,24.0221273754,0.368849933147,0.715413987637,0.718321621418,0.995952188969,False,False,False,False,True,39217,0.0576025703139,0.282989519851,0.502562664151,0.0991848036647,37374,0.058944720929,0.283405576069,0.494862738802,0.101685803384
pair0095,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,True,177.214768738,62.6214738849,0.482713878155,1.24804186821,1.16961681843,1.06705188751,False,False,False,False,True,45460,0.13539375275,0.245666520018,0.382886053674,0.13714762032,42654,0.144277207296,0.261429174286,0.406784826745,0.129212796688
pair0096,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7_f8d915e2d06a4ff8ab6f4cdaf3e42295,e9zR4mvMWw7,True,121.060474767,37.0456498987,0.300985634327,0.758138537407,1.24140119553,0.610711932182,False,False,False,False,True,49494,0.089889683598,0.323412938942,0.579383359599,0.0804360099137,47338,0.0938780683595,0.337403354599,0.601947695298,0.0756956525147
pair0097,e9zR4mvMWw7_4984fc9f1fdf4ff7887430f71b9ae392,e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,e9zR4mvMWw7,True,142.077425052,52.1762822257,0.413604408503,0.787096977234,0.412109851837,1.90992033482,False,False,False,False,True,41315,0.074767033765,0.295485901004,0.439331961757,0.12780483067,38579,0.0766479172607,0.298322921797,0.431815236268,0.134181067348
pair0098,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153,e9zR4mvMWw7,True,174.150416523,62.8639722166,0.238149553537,0.857867777348,0.256877422333,3.33959984779,False,False,False,False,True,47464,0.0105764368785,0.0755519973032,0.159889600539,0.555403053761,46075,0.01041779707,0.0739880629409,0.151926207271,0.576472580433
pair0099,e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,e9zR4mvMWw7,False,96.9697555158,24.5606260573,0.343026280403,0.902894973755,1.01642465591,0.888304889202,False,False,False,False,True,49180,0.0604920699471,0.285786905246,0.482574217161,0.107783861458,46947,0.0599186316485,0.269154578567,0.462244658871,0.118167378008
pair0100,e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153,e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,e9zR4mvMWw7,True,174.876505541,76.0629279086,0.2926620543,0.953060686588,0.361648619175,2.63532233238,False,False,False,False,True,50660,0.0161073825503,0.0800434267667,0.159514409791,0.334015831351,47448,0.0132355420671,0.0656508177373,0.134631596695,0.348333135247
pair0101,e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,e9zR4mvMWw7_fa7122ef2199445485623708ea54d018,e9zR4mvMWw7,True,174.48506247,92.8671162275,0.195157319307,0.54396635294,0.284787833691,1.91007578373,False,False,False,False,True,69281,0.013163782278,0.0676087238926,0.130988294049,0.448784381151,62222,0.0115714698981,0.059191282826,0.116068271672,0.464280039072
pair0102,e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,True,78.800037854,25.2244786692,0.509413361549,0.984534025192,0.561474323273,1.75348007679,False,False,False,False,True,47520,0.0635101010101,0.272306397306,0.452609427609,0.115517780185,43690,0.0552986953536,0.241176470588,0.421950102998,0.125968515873
pair0103,e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7,True,121.269598054,43.3211944152,0.352814406157,0.937661647797,0.396984159946,2.36196231842,False,False,False,False,True,43799,0.07762734309,0.320052969246,0.546039863924,0.0885210260749,42212,0.0789822799204,0.325049748887,0.548919738463,0.0876845680177
pair0104,e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,e9zR4mvMWw7,True,123.811810296,21.7100403929,0.458367079496,1.07126736641,0.542790412903,1.97362983227,False,False,False,False,True,41760,0.0841475095785,0.428615900383,0.654430076628,0.0617442782968,40762,0.0858888180168,0.438373975762,0.661449389137,0.0599520280957
pair0105,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,e9zR4mvMWw7,True,138.892273934,45.7344911943,0.472259581089,1.29318368435,0.478646844625,2.70174908638,False,False,False,False,True,46403,0.0559662090813,0.316832963386,0.516992435834,0.094745464623,42433,0.0584215115594,0.327575236255,0.520679659699,0.0934723094106
pair0106,e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,e9zR4mvMWw7,False,79.7666070079,15.9581103404,0.304486095905,0.771813750267,0.788296639919,0.979090511799,False,False,False,False,True,44854,0.103535916529,0.395683774022,0.622062692291,0.0699675381184,43076,0.105743337357,0.402033615006,0.635272541554,0.0675421617925
pair0107,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,True,178.034326401,61.5674780057,0.264465749264,0.444764196873,0.724414229393,0.613963901997,False,False,False,False,True,45838,0.0121951219512,0.0691565949649,0.17985077883,0.408839896321,44824,0.0124040692486,0.070453328574,0.182915402463,0.420647397637
pair0108,jh4fc5c5qoQ_3182b6eba9ce405f9e1c0af86cc6b862,jh4fc5c5qoQ_97739a403b984dcd8253741a073b18dd,jh4fc5c5qoQ,False,45.2297946029,17.843374976,0.371098935604,0.849416434765,0.688632011414,1.23348379135,False,False,False,False,True,40310,0.16705532126,0.486107665592,0.689853634334,0.0523516833782,38996,0.171017540261,0.497153554211,0.698328033644,0.0505028720945
pair0109,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ_6ab11272308c46068c9ae583da8ff311,jh4fc5c5qoQ,False,170.364170743,48.286495383,0.37976795435,0.653897881508,0.615339577198,1.06266188622,False,False,False,False,True,41323,0.103913075043,0.362340585146,0.549621276287,0.0846364274621,39301,0.108139741991,0.374188951935,0.564158672807,0.0811191126704
pair0110,jh4fc5c5qoQ_45b6596b2c8f4336b7293cfd6d910492,jh4fc5c5qoQ_755d110c2ed84d76be11ad56ae00b53f,jh4fc5c5qoQ,False,140.912993166,31.8341348376,0.354932546616,1.39331126213,1.15271139145,1.208725214,False,False,False,False,True,38455,0.0583019113249,0.242985307502,0.360837342348,0.133257374167,36736,0.0573007404181,0.24237804878,0.353631315331,0.134531147778
pair0111,jh4fc5c5qoQ_5ce75bcca20d46a8adba099e08a36c8e,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,False,159.696690594,77.7035568431,0.498367041349,0.891021966934,0.0819077193737,10.8783636093,False,False,False,False,True,61904,0.0469759627811,0.228321271646,0.375048462135,0.15272321552,57978,0.0477422470592,0.228000275967,0.369243506158,0.155655309558
pair0112,jh4fc5c5qoQ_6ab11272308c46068c9ae583da8ff311,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,False,149.420645399,76.9530812679,0.353904247284,0.726389944553,0.813804388046,0.892585456371,False,False,False,False,True,39889,0.0415904133972,0.190052395397,0.328636967585,0.156950443983,38016,0.042429503367,0.193707912458,0.334017255892,0.154574155807
pair0113,jh4fc5c5qoQ_755d110c2ed84d76be11ad56ae00b53f,jh4fc5c5qoQ_d6d4416592a0483691a1ed7d3b336a1a,jh4fc5c5qoQ,False,177.137744235,81.5755811534,0.465806931257,0.758683383465,0.48491281271,1.56457686424,False,False,False,False,True,41147,0.0246919581014,0.125063795659,0.272826694534,0.204138696194,37872,0.0256389945078,0.130412970004,0.287045838614,0.188599534333
pair0114,jh4fc5c5qoQ_97739a403b984dcd8253741a073b18dd,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ,False,47.7801197287,17.0657276449,0.308381706476,0.637400388718,0.761095702648,0.837477326393,False,False,False,False,True,42651,0.0808890764578,0.340367166069,0.584136362571,0.079884506762,40552,0.0791083053857,0.332757940422,0.585889721839,0.0802365727723
pair0115,jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,True,74.623824078,38.5418124039,0.253818035126,0.527905166149,0.574318468571,0.919185400009,False,False,False,False,True,34953,0.0527851686551,0.245186393157,0.378479672703,0.186299026012,33786,0.0544900254543,0.252826614574,0.389895222873,0.177592024207
pair0116,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV_3a61b286f9574cebb27cce0efa211bd0,jtcxE69GiFV,True,178.627271228,33.5250286247,0.327811002731,0.763711929321,0.520799934864,1.4664208889,False,False,False,False,True,37197,0.0120170981531,0.068204425088,0.149178697207,0.337838411331,35234,0.0112959073622,0.0644547879889,0.1455128569,0.336380496621
pair0117,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,True,172.725396245,34.3908706066,0.237538546324,0.445674180984,1.02977371216,0.432788461447,False,False,False,False,True,39069,0.0287440169956,0.169776549182,0.333256546111,0.177594199777,37610,0.0298590800319,0.176362669503,0.346184525392,0.167501211166
pair0118,jtcxE69GiFV_36d9e8e9eba24f3fbff08082c41a4d68,jtcxE69GiFV_650dbde3bd124db1bf8393250eda52ea,jtcxE69GiFV,True,144.88232204,33.7083635916,0.329350054264,0.629558742046,0.549188196659,1.14634430408,False,False,False,False,True,50822,0.0372870016922,0.161760654835,0.282299004368,0.222427681088,43240,0.0420906567993,0.180342275671,0.31073080481,0.207795113325
pair0119,jtcxE69GiFV_3a61b286f9574cebb27cce0efa211bd0,jtcxE69GiFV_aaa3143c2ccb4ba4b51a472b48f5e260,jtcxE69GiFV,True,112.287575592,32.3061061327,0.388882964849,0.956032156944,0.463611900806,2.06213903427,False,False,False,False,True,50985,0.0189663626557,0.0978523095028,0.183799156615,0.308897793293,47575,0.0195901208618,0.100767209669,0.185790856542,0.319134533405
pair0120,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,False,179.122702399,52.9652066066,0.259123295546,0.565990507603,0.598578572273,0.945557594299,False,False,False,False,True,48342,0.013735468123,0.0644367216913,0.120847296347,0.410257443786,47712,0.0139168343394,0.0652875586854,0.122442991281,0.40905828774
pair0121,jtcxE69GiFV_666e7c94f27743a788c408a62c2c13f6,jtcxE69GiFV_8ff0fdd4091340d1a96431ecad7d1cfe,jtcxE69GiFV,True,82.9140061836,24.8300869292,0.385653853416,0.656997263432,0.379653066397,1.7305201292,False,False,False,False,True,49706,0.136462398906,0.416549309942,0.581700398342,0.072879139334,45198,0.148612770477,0.449865038276,0.614828089738,0.0622554644942
pair0122,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV_87e96c5b923840bc8276d949ff157948,jtcxE69GiFV,True,66.7046764355,23.6125171406,0.318532705307,0.771011412144,0.963378429413,0.800320386887,False,False,False,False,True,44686,0.0719017141834,0.252405675156,0.398111265273,0.149464808404,42090,0.0758374910905,0.264457115704,0.413898788311,0.141698405147
pair0123,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV_fb1ac7e96b884d289aff3fe02bb3c248,jtcxE69GiFV,True,59.742077753,21.6013616163,0.343045830727,0.627004384995,0.595709681511,1.05253350735,False,False,False,False,True,50010,0.0650669866027,0.294341131774,0.47374525095,0.10862896964,46400,0.065625,0.283232758621,0.462801724138,0.112174872309
pair0124,jtcxE69GiFV_7ca707708ef54c5bac2992d05d4f1408,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,True,178.055954187,31.6383619172,0.294538527727,0.588649749756,0.963308811188,0.611070632935,False,False,False,False,True,67350,0.0166592427617,0.1086562732,0.191269487751,0.436166390777,64943,0.017030318895,0.111343793788,0.194201068629,0.455625593662
pair0125,jtcxE69GiFV_87e96c5b923840bc8276d949ff157948,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,jtcxE69GiFV,True,82.2643786251,37.9143964749,0.407588362694,0.856947720051,0.986271560192,0.868876039982,False,False,False,False,True,50961,0.0306312670473,0.208119934852,0.393634347835,0.143506512046,46942,0.032742533339,0.223595074773,0.422691832474,0.129713192582
pair0126,jtcxE69GiFV_8ff0fdd4091340d1a96431ecad7d1cfe,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,True,176.000019451,42.3645948301,0.255075991154,0.666723787785,0.619016766548,1.07706904411,False,False,False,False,True,32860,0.00791235544735,0.050456482045,0.105538648813,0.343203470111,31561,0.00823801527201,0.0525331896961,0.109882449859,0.342415690422
pair0127,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,True,90.1403285819,31.5282278168,0.297279804945,0.717663288116,0.376759260893,1.90483248234,False,False,False,False,True,42459,0.0385077368756,0.167714736569,0.2716974022,0.249806717038,39455,0.0315042453428,0.151260930174,0.244151565074,0.274889469147
pair0128,jtcxE69GiFV_c6baa663ada7439f9a409a86c7fd809b,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,True,108.996851409,30.4972002372,0.495448857546,0.836239993572,0.57942122221,1.44323325157,False,False,False,False,True,43667,0.0861520141068,0.404722101358,0.570270455951,0.071331307292,41853,0.0891214488806,0.419109741237,0.589181181755,0.0659165680408
pair0129,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,True,67.0240221847,20.677680048,0.34992057085,0.587769806385,0.490421265364,1.19849979877,False,False,False,False,True,40962,0.0963575997266,0.460817342903,0.642546750647,0.0570679809898,39674,0.0969400615012,0.461965014871,0.641780511166,0.0568526796997
pair0130,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9_950f2117a6164fbc8d2faff96c40a1e9,pRbA3pwrgk9,True,177.870699773,55.1959923018,0.473680436611,1.46882271767,0.356694877148,4.1178689003,False,False,False,False,True,40195,0.0227142679438,0.120039805946,0.221246423685,0.281637310982,36038,0.0216993173872,0.116793384761,0.214301570564,0.302304416895
pair0131,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,True,163.781843527,48.1769599833,0.335778057575,0.825646102428,0.438233345747,1.88403308392,False,False,False,False,True,44431,0.0344129099052,0.160406022822,0.342148499921,0.154446452856,41741,0.0347859418797,0.162621882562,0.348578136604,0.150172293186
pair0132,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,False,143.939875475,33.8342231498,0.516404032707,1.20777440071,0.431640207767,2.79810452461,False,False,False,False,True,37463,0.042255024958,0.229639911379,0.412994154232,0.125989869237,32447,0.0483865996856,0.263290905168,0.466360526397,0.109545841813
