partition_id,context_key,image_id,stage,condition,building_id,current20_complete,pool,k,N,expected_tv,expected_missing_mass,expected_cluster_fraction
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,1,23,0.1625708884688091,0.16257088846880907,0.3333333333333333
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,2,23,0.15157243512631038,0.08300395256916995,0.3899868247694334
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,3,23,0.14091768345076475,0.07561436672967864,0.42028985507246386
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,4,23,0.13060663344217222,0.0718336483931947,0.4492753623188405
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,5,23,0.12063928510053273,0.06805293005671077,0.47826086956521746
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,6,23,0.11101563842584636,0.06427221172022683,0.5072463768115942
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,7,23,0.10173569341811307,0.060491493383742906,0.5362318840579711
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,8,23,0.09279945007733287,0.05671077504725898,0.5652173913043478
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,9,23,0.08420690840350577,0.052930056710775046,0.5942028985507246
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,10,23,0.0759580683966317,0.04914933837429111,0.6231884057971016
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,11,23,0.06805293005671076,0.04536862003780718,0.6521739130434782
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,12,23,0.06238185255198487,0.04158790170132325,0.6811594202898551
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,13,23,0.058429283382024425,0.03780718336483932,0.7101449275362319
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,14,23,0.05413301254511087,0.034026465028355386,0.7391304347826088
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,15,23,0.0494930400412442,0.030245746691871453,0.7681159420289855
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,16,23,0.04450936587042447,0.026465028355387523,0.7971014492753623
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,17,23,0.03918199003265166,0.02268431001890359,0.8260869565217391
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1|0|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972|manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,C1,manual,UwV83HsGsw3,True,all_archived,18,23,0.03351091252792576,0.01890359168241966,0.8550724637681159
