schema_version,rule_version,source_artifact,source_sha256,dependency_bundle_id,dependency_bundle_json,stage,pool,condition,validity_status,interpretation_allowed,base_task_id,building_id,geometry_context_schema_version,geometry_context_provenance,task_id,worker_id,canonical_annotation_id,held_out_valid,peer_count_excluding_self,valid_k,loo_boundary_median,loo_wallwall_median,q_boundary_median,q_wallwall_median,loo_boundary_values_json,loo_wallwall_values_json,q_LOO_tu,q_LOO_primary,q_LOO_tie_min,q_LOO_tie_max,q_LOO_tie_mean,tie_sensitivity_only,loo_consensus_status,task_consensus_status,task_crowd_structure_status,worker_excluded_largest_cluster_support,worker_excluded_second_cluster_support,worker_excluded_unique_dominant_cluster,worker_excluded_structure_status,medoid_tie_sensitive,loo_medoid_analysis_eligible,primary_loo_eligible,sensitivity_loo_eligible,loo_consensus_annotation_id,loo_consensus_worker_id,loo_consensus_geometry_sha256,loo_largest_cluster_support,loo_maximum_cluster_count,tied_medoid_count,held_out_tied_medoid_iou_min,held_out_tied_medoid_iou_max,held_out_tied_medoid_iou_range,legacy_alias,legacy_role,formal_use_allowed,annotation_id,canonical_eligible,assignment_provenance,outside_assignment_disposition_applied,outside_assignment_process_override,formal_assignment_eligible,process_eligible,process_exclusion_reason,independence_eligible,independence_exclusion_reason,scope_eligible,scope_exclusion_reason,gt_reference_eligible,gt_reference_exclusion_reason,peer_reference_eligible,structural_attribution_eligible,geometry_structurally_computable,gt_score_computable,scope_reference_eligible,scope_reference_exclusion_reason,gt_primary_analysis_eligible,gt_primary_analysis_exclusion_reason,peer_analysis_eligible,peer_analysis_exclusion_reason,loo_medoid_analysis_exclusion_reason,strict_loo_analysis_eligible,strict_loo_analysis_exclusion_reason,time_analysis_eligible,semi_correction_analysis_eligible,predictive_validity_analysis_eligible,routing_feature_analysis_eligible,structural_opportunity_eligible,structural_opportunity_exclusion_reason
paper_a_vfinal_sidecar_v1,geometry_peer_rule_v2,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,c6160151a1be468d16f83bb4397e7d09f8e8d43a2ce8725d35bb19d5c1bea724,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,,,503,27,a3e7b70ed81a76c41c0f,True,4,5,0.9940890805917728,0.9788160165769579,0.9940890805917728,0.9788160165769579,"[0.9951474858463227, 0.9948332302271772, 0.9933449309563686, 0.9933449309563686]","[0.9800538802219959, 0.9783966802168022, 0.9788160165769579, 0.9788160165769579]",0.9373598862516247,0.9373598862516247,0.9373598862516247,0.9373598862516247,0.9373598862516247,False,evaluable,dominant_with_dissent,dominant_with_dissent,3,1,True,dominant_with_dissent,False,True,True,False,9ba553c8c79977374da6,6,0d608476bd0fd144a97e6216bcfc5cea2838d46354afabb88a5400277a71e767,3,1,1,0.9373598862516247,0.9373598862516247,0.0,,strict_sensitivity,False,5835,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,,True,,False,False,True,True,True,
paper_a_vfinal_sidecar_v1,geometry_peer_rule_v2,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,c6160151a1be468d16f83bb4397e7d09f8e8d43a2ce8725d35bb19d5c1bea724,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,,,503,28,98fc2a900301cecb1f95,True,4,5,0.99401226692896,0.9884589546596477,0.99401226692896,0.9884589546596477,"[0.9951474858463227, 0.9966275571321259, 0.9928770480115974, 0.9928770480115974]","[0.9800538802219959, 0.9842053877143548, 0.9927125216049406, 0.9927125216049406]",0.9349267765376069,0.9349267765376069,0.9349267765376069,0.9349267765376069,0.9349267765376069,False,evaluable,dominant_with_dissent,dominant_with_dissent,3,1,True,dominant_with_dissent,False,True,True,False,9ba553c8c79977374da6,6,0d608476bd0fd144a97e6216bcfc5cea2838d46354afabb88a5400277a71e767,3,1,1,0.9349267765376069,0.9349267765376069,0.0,,strict_sensitivity,False,5784,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,,True,,False,False,True,True,True,
paper_a_vfinal_sidecar_v1,geometry_peer_rule_v2,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,c6160151a1be468d16f83bb4397e7d09f8e8d43a2ce8725d35bb19d5c1bea724,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,,,503,30,d5c88ef7632f0c3ce88f,True,4,5,0.9940300646042781,0.981537229241084,0.9940300646042781,0.981537229241084,"[0.9948332302271772, 0.9966275571321259, 0.9932268989813791, 0.9932268989813791]","[0.9783966802168022, 0.9842053877143548, 0.981537229241084, 0.981537229241084]",0.9368448523335218,0.9368448523335218,0.9368448523335218,0.9368448523335218,0.9368448523335218,False,evaluable,dominant_with_dissent,dominant_with_dissent,4,0,True,unimodal,False,True,True,False,9ba553c8c79977374da6,6,0d608476bd0fd144a97e6216bcfc5cea2838d46354afabb88a5400277a71e767,4,1,1,0.9368448523335218,0.9368448523335218,0.0,,strict_sensitivity,False,6018,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,,True,,False,False,True,True,True,
paper_a_vfinal_sidecar_v1,geometry_peer_rule_v2,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,c6160151a1be468d16f83bb4397e7d09f8e8d43a2ce8725d35bb19d5c1bea724,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,,,503,10,bd14297e6f34d6705898,True,4,5,0.9932859149688738,0.9871248754230123,0.9932859149688738,0.9871248754230123,"[0.9933449309563686, 0.9928770480115974, 0.9932268989813791, 1.0]","[0.9788160165769579, 0.9927125216049406, 0.981537229241084, 1.0]",0.9349267765376069,0.9349267765376069,0.9349267765376069,0.9349267765376069,0.9349267765376069,False,evaluable,dominant_with_dissent,dominant_with_dissent,3,1,True,dominant_with_dissent,False,True,True,False,98fc2a900301cecb1f95,28,7d3dda58345ce49b1d3b29dc84de79ee65990853b90a1dbeb7651cd5a0981a7c,3,1,1,0.9349267765376069,0.9349267765376069,0.0,,strict_sensitivity,False,6180,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,,True,,False,False,True,True,True,
paper_a_vfinal_sidecar_v1,geometry_peer_rule_v2,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,c6160151a1be468d16f83bb4397e7d09f8e8d43a2ce8725d35bb19d5c1bea724,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,,,503,6,9ba553c8c79977374da6,True,4,5,0.9932859149688738,0.9871248754230123,0.9932859149688738,0.9871248754230123,"[0.9933449309563686, 0.9928770480115974, 0.9932268989813791, 1.0]","[0.9788160165769579, 0.9927125216049406, 0.981537229241084, 1.0]",0.9349267765376069,0.9349267765376069,0.9349267765376069,0.9349267765376069,0.9349267765376069,False,evaluable,dominant_with_dissent,dominant_with_dissent,3,1,True,dominant_with_dissent,False,True,True,False,98fc2a900301cecb1f95,28,7d3dda58345ce49b1d3b29dc84de79ee65990853b90a1dbeb7651cd5a0981a7c,3,1,1,0.9349267765376069,0.9349267765376069,0.0,,strict_sensitivity,False,6265,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,,True,,False,False,True,True,True,
paper_a_vfinal_sidecar_v1,geometry_peer_rule_v2,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,c6160151a1be468d16f83bb4397e7d09f8e8d43a2ce8725d35bb19d5c1bea724,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,sensitivity_only,true,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,,,587,27,4d53581ef39bae3bf5d1,True,4,5,0.9737533156732447,0.951787999209435,0.9737533156732447,0.951787999209435,"[0.9607961915716021, 0.9836934539540643, 0.9697217225713404, 0.9777849087751491]","[0.9602345528455284, 0.9436501980030881, 0.9588875424304141, 0.944688455988456]",0.7403888888888889,0.7403888888888889,0.7403888888888889,0.7403888888888889,0.7403888888888889,False,evaluable,supported_multimodal,supported_multimodal,2,2,True,supported_multimodal,False,False,False,True,ec6c38a862059f07bf7f,13,809e92bedee4a15a50d7e92d24dcc3610ceed65c041f4ebe56dc7cd38ac83697,2,1,1,0.7403888888888889,0.7403888888888889,0.0,,strict_sensitivity,False,5800,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,task_crowd_structure_not_primary,False,loo_consensus_not_primary,False,False,True,True,True,
paper_a_vfinal_sidecar_v1,geometry_peer_rule_v2,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,c6160151a1be468d16f83bb4397e7d09f8e8d43a2ce8725d35bb19d5c1bea724,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,sensitivity_only,true,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,,,587,30,c89be364009b1fc0544e,True,4,5,0.9532580698017493,0.9483754172912721,0.9532580698017493,0.9483754172912721,"[0.9607961915716021, 0.9457199480318965, 0.9775665816445354, 0.9403895859818133]","[0.9602345528455284, 0.9365162817370157, 0.9916612852482903, 0.9354195262731848]",0.6832156035033933,0.6832156035033933,0.6832156035033933,0.6832156035033933,0.6832156035033933,False,evaluable,supported_multimodal,supported_multimodal,2,2,True,supported_multimodal,False,False,False,True,4d53581ef39bae3bf5d1,27,2751775703c19d1e1e6b49a1b6b2423b13f71c6cb9461ec914b5825cb1c3b082,2,1,1,0.6832156035033933,0.6832156035033933,0.0,,strict_sensitivity,False,6016,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,task_crowd_structure_not_primary,False,loo_consensus_not_primary,False,False,True,True,True,
paper_a_vfinal_sidecar_v1,geometry_peer_rule_v2,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,c6160151a1be468d16f83bb4397e7d09f8e8d43a2ce8725d35bb19d5c1bea724,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,sensitivity_only,true,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,,,587,35,b02aea4f86afbc5430f7,True,4,5,0.971491331565925,0.9405947464047288,0.971491331565925,0.9405947464047288,"[0.9836934539540643, 0.9457199480318965, 0.9592892091777858, 0.9939742423581502]","[0.9436501980030881, 0.9365162817370157, 0.9375392948063694, 0.9979939172173425]",0.5593643867833299,0.5593643867833299,0.5593643867833299,0.5593643867833299,0.5593643867833299,False,evaluable,supported_multimodal,supported_multimodal,3,1,True,dominant_with_dissent,False,False,False,True,c89be364009b1fc0544e,30,a19921411a9087676166a98f39a6f8f0cabd74e1565af0e296081b6d3b024edc,3,1,1,0.5593643867833299,0.5593643867833299,0.0,,strict_sensitivity,False,5936,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,task_crowd_structure_not_primary,False,loo_consensus_not_primary,False,False,True,True,True,
paper_a_vfinal_sidecar_v1,geometry_peer_rule_v2,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,c6160151a1be468d16f83bb4397e7d09f8e8d43a2ce8725d35bb19d5c1bea724,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,sensitivity_only,true,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,,,587,12,e7909355f0df5dd9276a,True,4,5,0.9645054658745631,0.9482134186183917,0.9645054658745631,0.9482134186183917,"[0.9697217225713404, 0.9775665816445354, 0.9592892091777858, 0.9553430685724603]","[0.9588875424304141, 0.9916612852482903, 0.9375392948063694, 0.935615612041274]",0.7294155772166364,0.7294155772166364,0.7294155772166364,0.7294155772166364,0.7294155772166364,False,evaluable,supported_multimodal,supported_multimodal,2,2,True,supported_multimodal,False,False,False,True,4d53581ef39bae3bf5d1,27,2751775703c19d1e1e6b49a1b6b2423b13f71c6cb9461ec914b5825cb1c3b082,2,1,1,0.7294155772166364,0.7294155772166364,0.0,,strict_sensitivity,False,6335,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,task_crowd_structure_not_primary,False,loo_consensus_not_primary,False,False,True,True,True,
paper_a_vfinal_sidecar_v1,geometry_peer_rule_v2,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,c6160151a1be468d16f83bb4397e7d09f8e8d43a2ce8725d35bb19d5c1bea724,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,sensitivity_only,true,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,,,587,13,ec6c38a862059f07bf7f,True,4,5,0.9665639886738047,0.940152034014865,0.9665639886738047,0.940152034014865,"[0.9777849087751491, 0.9403895859818133, 0.9939742423581502, 0.9553430685724603]","[0.944688455988456, 0.9354195262731848, 0.9979939172173425, 0.935615612041274]",0.5148615508785,0.5148615508785,0.5148615508785,0.5148615508785,0.5148615508785,False,evaluable,supported_multimodal,supported_multimodal,3,1,True,dominant_with_dissent,False,False,False,True,c89be364009b1fc0544e,30,a19921411a9087676166a98f39a6f8f0cabd74e1565af0e296081b6d3b024edc,3,1,1,0.5148615508785,0.5148615508785,0.0,,strict_sensitivity,False,6234,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,task_crowd_structure_not_primary,False,loo_consensus_not_primary,False,False,True,True,True,
