canonical_annotation_id,max_abs_error,reference_basis
9c8a68204bbf22bf,8.881784197e-16,reviewed_reference
84b0461c974c6f08,4.4408920985e-16,reviewed_reference
b36f0dc2bb36d9b6,1.11022302463e-15,reviewed_reference
e43b14b1a0c01b0f,6.66133814775e-16,reviewed_reference
a73527487e1ba30e,6.66133814775e-16,reviewed_reference
9bf982556e9845da,6.66133814775e-16,reviewed_reference
6c26d77b8fe5e104,6.66133814775e-16,reviewed_reference
cbfa1db9b3b7ec4d,6.66133814775e-16,reviewed_reference
b86432f92a43add3,0,reviewed_reference
de8eb69ecb323323,1.7763568394e-15,reviewed_reference
f5958e31992e703a,0,reviewed_reference
9130e3a10b708f2c,1.11022302463e-15,reviewed_reference
2099f09dd0969482,1.66533453694e-16,reviewed_reference
3040d441f80810e4,4.4408920985e-16,reviewed_reference
be7a92e1f36d2292,8.881784197e-16,reviewed_reference
674ea0b8b27fa7c7,6.66133814775e-16,reviewed_reference
9c964b13299f32cb,2.22044604925e-16,reviewed_reference
6a317a400188cb9b,2.22044604925e-16,reviewed_reference
5f9c3715d22ae336,4.4408920985e-16,reviewed_reference
2c487c4855775399,2.22044604925e-16,reviewed_reference
f25bd8df99652c2b,2.6645352591e-15,reviewed_reference
4bfc0d70b116500c,4.4408920985e-16,reviewed_reference
922f49b7c63582f6,8.881784197e-16,reviewed_reference
59650fcf724f11bc,6.66133814775e-16,reviewed_reference
13d54802362fd649,3.33066907388e-16,reviewed_reference
babc4e1b7d60b5ce,4.4408920985e-16,gt_assumed_correct
1106d9b3309125ae,8.881784197e-16,gt_assumed_correct
b11846422ee8df2c,0,gt_assumed_correct
38972f7a8ac6e59e,4.4408920985e-16,gt_assumed_correct
e13f31dcfeca786f,8.881784197e-16,gt_assumed_correct
c98ff21fd3ac34dc,1.11022302463e-15,gt_assumed_correct
ed7c1f77254fbb2a,9.99200722163e-16,gt_assumed_correct
f9d6980bfc9259bd,9.99200722163e-16,gt_assumed_correct
dee69b2b7ab15827,8.881784197e-16,gt_assumed_correct
708d8e2dff95ff2d,1.7763568394e-15,gt_assumed_correct
6d3c8739804e5920,1.11022302463e-15,gt_assumed_correct
d46ea988f490ef0f,9.99200722163e-16,gt_assumed_correct
a655ba3039d8cfc4,0,gt_assumed_correct
243708573fc746f4,8.881784197e-16,gt_assumed_correct
843ee33e6df34cd4,1.7763568394e-15,gt_assumed_correct
618e8cec7d276f9c,0,gt_assumed_correct
c0d2a3ea11db107a,6.66133814775e-16,gt_assumed_correct
5ff7ca831e9c5ad8,0,gt_assumed_correct
b8541e4707e39e94,1.7763568394e-15,gt_assumed_correct
4d2388c60747a53d,8.881784197e-16,gt_assumed_correct
1bbc73c77d272720,0,gt_assumed_correct
c4bc31bc73053a93,8.881784197e-16,gt_assumed_correct
e2305061fc73b67a,8.881784197e-16,gt_assumed_correct
e805d3344d24834a,3.5527136788e-15,gt_assumed_correct
3d27ec416166fb40,1.11022302463e-15,gt_assumed_correct
8a6c9350ded9f505,0,gt_assumed_correct
8ded0001dfe26e8d,8.881784197e-16,reviewed_reference
21dc98163be065c0,4.4408920985e-16,reviewed_reference
6c4eb5c014ae5538,0,reviewed_reference
e7ac757b87291eaa,0,reviewed_reference
a5152b786b6b4257,4.4408920985e-16,reviewed_reference
7c839cd20c00cf4d,0,reviewed_reference
59a06a020567d554,4.4408920985e-16,reviewed_reference
09357be7fb68e08a,4.4408920985e-16,reviewed_reference
98eadb4d0d25287d,4.4408920985e-16,reviewed_reference
21917165006a2616,0,reviewed_reference
185f571fb1f1fa61,4.4408920985e-16,reviewed_reference
726df974bcd4c84b,0,reviewed_reference
7545785ecf7e44b3,0,reviewed_reference
6999db3ebf3ef330,4.4408920985e-16,reviewed_reference
cd3a2f4a0e0ad07e,2.88657986403e-15,reviewed_reference
2d656d0b379aca23,8.881784197e-16,reviewed_reference
272f8ef889915150,0,reviewed_reference
55e7158552d3913a,4.4408920985e-16,reviewed_reference
8426a252a40fabd5,0,reviewed_reference
7a24ac2a83e02abb,4.4408920985e-16,reviewed_reference
a97df3618c618b1a,8.881784197e-16,reviewed_reference
b62a4df9e1645fe7,1.7763568394e-15,reviewed_reference
43fca0253b1b4fff,0,reviewed_reference
717840fe8221eba6,0,reviewed_reference
932e34e76a7b2bd3,0,reviewed_reference
d90afb940106a139,4.4408920985e-16,reviewed_reference
3f1d4cacc3faf7d7,8.881784197e-16,reviewed_reference
cd59ff6392d0007b,2.6645352591e-15,reviewed_reference
9664309abeb6b078,8.881784197e-16,reviewed_reference
7b70014ef90dfa00,0,reviewed_reference
77ab07a0a6d85137,1.7763568394e-15,reviewed_reference
033e34e10addfeb4,1.7763568394e-15,reviewed_reference
be4265df16f250c5,3.5527136788e-15,reviewed_reference
ee6734855a1fce2c,1.7763568394e-15,reviewed_reference
69dd02c653b999da,8.881784197e-16,reviewed_reference
d3b8c5279c4cce15,1.7763568394e-15,reviewed_reference
75ca740199bbfca6,8.881784197e-16,reviewed_reference
158cdf9ee8269d7a,1.7763568394e-15,reviewed_reference
ae9eebd3c841d936,1.22124532709e-15,reviewed_reference
f8548145ddefef82,1.7763568394e-15,reviewed_reference
dab549f7649c26f5,1.7763568394e-15,reviewed_reference
d5ec1431385bed24,1.7763568394e-15,reviewed_reference
01111484ace4b94e,1.33226762955e-15,reviewed_reference
283873b63fff0570,8.881784197e-16,reviewed_reference
0a8c62a27fbaac21,1.33226762955e-15,reviewed_reference
d709cefe9dcba87b,2.6645352591e-15,reviewed_reference
71917bb13f847c7d,0,reviewed_reference
803f0a9e869112a9,8.881784197e-16,reviewed_reference
9a14ee08aba6a9c3,2.6645352591e-15,reviewed_reference
e2c06769623e335c,1.7763568394e-15,reviewed_reference
f61cafa7e89ea17e,3.5527136788e-15,reviewed_reference
c87d232365323163,4.4408920985e-16,reviewed_reference
6ef72d6a7373d51d,0,reviewed_reference
6b6025969bfa55d0,0,reviewed_reference
86bcdfbf6785b83b,4.4408920985e-16,reviewed_reference
901942d47886d494,2.22044604925e-16,reviewed_reference
645a19e0d1eff33f,2.22044604925e-16,reviewed_reference
cede48245acaf369,0,reviewed_reference
a10544ac2d404470,0,reviewed_reference
aff097a10b8a446c,4.4408920985e-16,reviewed_reference
f4095e74a221e17f,0,reviewed_reference
60f415b63bc6abc8,4.4408920985e-16,reviewed_reference
26f5958a9b8dbc72,0,reviewed_reference
2c474f6a00577ed6,8.32667268469e-17,reviewed_reference
1bb726e611007d9d,0,reviewed_reference
1614c0e2e49fb8a1,0,reviewed_reference
78a68354a388042f,0,reviewed_reference
25a1d0d06f3c7ffa,0,reviewed_reference
dd72228423710274,1.7763568394e-15,reviewed_reference
4a3402faafe5ac31,0,reviewed_reference
723bcf1f4f6f7bf5,3.5527136788e-15,reviewed_reference
786190bfb0e48244,2.22044604925e-16,reviewed_reference
07ee953d1535b28d,8.881784197e-16,reviewed_reference
90218eb4d8649c74,0,reviewed_reference
902c7685cf8d8d7f,0,reviewed_reference
b9d7de702dfef712,0,reviewed_reference
9e9998c2efb5ea77,1.7763568394e-15,reviewed_reference
4a5ea8f6ba8ecaab,3.5527136788e-15,reviewed_reference
1a1637b695381c15,3.5527136788e-15,reviewed_reference
f40efaca8c5d3bf1,0,reviewed_reference
27682bb9932ff2bb,3.5527136788e-15,reviewed_reference
8aa86d5f3b887423,0,reviewed_reference
847ff1091d8cc648,0,reviewed_reference
2794795e8c4e927b,3.5527136788e-15,reviewed_reference
174759c006c73ec0,3.5527136788e-15,reviewed_reference
cf3e0b1c47e35600,0,reviewed_reference
27f4ffac099bc05b,1.11022302463e-15,reviewed_reference
1e50979e05536fe2,0,reviewed_reference
8f36de747d064c9d,2.77555756156e-16,reviewed_reference
7ee02e1cd0fa5351,3.5527136788e-15,reviewed_reference
10bc0a8001ac87ac,0,reviewed_reference
da2dc314ea17aad4,7.1054273576e-15,reviewed_reference
463c2a33c219cce3,0,reviewed_reference
5d1661993b2e0edc,0,reviewed_reference
b2e9ff3491b30070,0,reviewed_reference
0dbe8bc50012ed82,7.1054273576e-15,reviewed_reference
44aaf075e056aa2a,3.5527136788e-15,reviewed_reference
064662f606e21c49,3.5527136788e-15,reviewed_reference
3b866803d4a350a2,3.5527136788e-15,reviewed_reference
305e3cb3e8b1c4f1,3.5527136788e-15,reviewed_reference
823b2c9be72218a8,0,reviewed_reference
738a28459a248984,1.7763568394e-15,reviewed_reference
8857a2ec2d3444ba,0,reviewed_reference
538db2a79188e4ef,0,reviewed_reference
13f3eff18a52453b,0,reviewed_reference
ae0b6b00e971f182,8.881784197e-16,reviewed_reference
8fceb8fe7a91b34c,0,reviewed_reference
d0af5ad0523f8433,8.881784197e-16,reviewed_reference
07e393557408ab30,0,reviewed_reference
d7d3126eb509dcae,0,reviewed_reference
ee2e59495db1c2bf,0,reviewed_reference
cebf574498a5a20d,0,reviewed_reference
695653e48b0aca59,0,reviewed_reference
0e553d8ef8642a3a,0,reviewed_reference
d131babd2149e6ec,0,reviewed_reference
e980366a2f06439c,8.881784197e-16,reviewed_reference
156dc163a5b76144,1.7763568394e-15,reviewed_reference
d96adfcf5b879a5d,8.881784197e-16,reviewed_reference
3fbcb7812c80e839,1.7763568394e-15,reviewed_reference
58a8d69137385a19,0,reviewed_reference
5da232bc43b7c975,3.5527136788e-15,reviewed_reference
9eb205969fffe5f7,3.5527136788e-15,reviewed_reference
1b8adc7d1227c62b,8.881784197e-16,reviewed_reference
66c78f1594586d3b,1.7763568394e-15,reviewed_reference
bc019effee879dd8,0,reviewed_reference
0e52fffeabd5cf25,8.881784197e-16,reviewed_reference
9b288798a70abf19,0,reviewed_reference
eeb7cf09ee96e34c,6.66133814775e-16,reviewed_reference
42022c04b169cb33,8.881784197e-16,reviewed_reference
34322c1803ecc10f,2.22044604925e-16,reviewed_reference
42b0e6e9fd383cc9,6.66133814775e-16,reviewed_reference
82970ffa463dfabe,6.66133814775e-16,reviewed_reference
8533d11a5e0b7dbf,6.66133814775e-16,reviewed_reference
db9b6396393de960,6.66133814775e-16,reviewed_reference
20a869d68a5fe7a0,6.66133814775e-16,reviewed_reference
f4f2c10eeb50a0d6,8.881784197e-16,reviewed_reference
02be3fa1bec88b02,6.66133814775e-16,reviewed_reference
2413f1596849ef9b,8.881784197e-16,reviewed_reference
920097581a74c28d,6.66133814775e-16,reviewed_reference
dfb59e0acb27e23d,6.66133814775e-16,reviewed_reference
ce1f8d8e19ffffeb,2.22044604925e-16,reviewed_reference
1fbbddc98c74aeb0,6.66133814775e-16,reviewed_reference
867a61b4c60969d2,6.66133814775e-16,reviewed_reference
4e299dc6bda4eef4,0,reviewed_reference
c3fc3f4b6aeb53b0,0,reviewed_reference
c88ef7c6614c3d19,4.4408920985e-16,reviewed_reference
90520932aee1bf49,1.7763568394e-15,reviewed_reference
9f90d9f93e93c9bf,0,reviewed_reference
fbde960cac90f821,6.66133814775e-16,reviewed_reference
4651933458778c15,1.7763568394e-15,reviewed_reference
