building_id,config,source_n,folds,target_appearances,common_people_budget,k_max,outside_pool_n,outside_group_n_min,outside_group_n_max,prediction_identified_folds,prediction_not_reached_folds,prediction_unknown_folds,prediction_lower_onset_finite_folds,prediction_both_onsets_finite_folds,prediction_onset_width_le2_folds,prediction_lower_crossing_lt5_folds,prediction_onset_width_mean_among_both_finite,prediction_lower_onset_mean_among_finite,same_error_lower,same_error_upper,outside_error_lower,outside_error_upper,benefit_lower,benefit_upper,same_prediction_unknown_mean,target_unknown_mean,outside_prediction_unknown_mean,outside_N_identified_prediction_fraction,target_N_identified_n,target_N_not_reached_n,target_N_unknown_n,target_N_both_finite_n,target_N_interval_width_le2_n,target_N_lower_crossing_lt5_n,N_identified_pairs,N_absolute_error_sum,outside_N_identified_pairs,outside_N_absolute_error_sum,N_MAE_identified,outside_N_MAE_identified,cohort
S9hNv5qa7GM,ospa30_t6,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.210666666667,0.996666666667,0.215643333333,0.757006666667,-0.781023333333,0.54634,0.426333333333,0.426333333333,0.3192,0.14,0,0,2,1,1,1,0,0,0,0,,,without_workers
S9hNv5qa7GM,q_0.800,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.0716666666667,0.773333333333,0.212106666667,0.665296666667,-0.561226666667,0.59363,0.384166666667,0.384166666667,0.206353333333,0.2,0,0,2,1,1,1,0,0,0,0,,,without_workers
S9hNv5qa7GM,q_0.850,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.0716666666667,0.773333333333,0.214163333333,0.667566666667,-0.55917,0.5959,0.384166666667,0.384166666667,0.20712,0.2,0,0,2,1,1,1,0,0,0,0,,,without_workers
S9hNv5qa7GM,q_0.900,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.0716666666667,0.773333333333,0.215176666667,0.682053333333,-0.558156666667,0.610386666667,0.384166666667,0.384166666667,0.224166666667,0.2,0,0,2,1,1,1,0,0,0,0,,,without_workers
S9hNv5qa7GM,q_0.925,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.113333333333,0.819666666667,0.201113333333,0.695653333333,-0.618553333333,0.58232,0.3865,0.3865,0.26764,0.16,0,0,2,1,1,1,0,0,0,0,,,without_workers
S9hNv5qa7GM,q_0.950,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.141,0.867333333333,0.199283333333,0.711396666667,-0.66805,0.570396666667,0.3965,0.3965,0.2898,0.16,0,0,2,1,1,1,0,0,0,0,,,without_workers
S9hNv5qa7GM,q_0.975,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.054,0.999,0.156056666667,0.833886666667,-0.842943333333,0.779886666667,0.505833333333,0.505833333333,0.45206,0.1,0,0,2,1,1,1,0,0,0,0,,,without_workers
UwV83HsGsw3,ospa30_t6,all,62,186,23,18,44,44,50,1,61,0,1,1,1,0,0,8,0.172757392473,0.520198314914,0.193390055325,0.622290372362,-0.32680825959,0.449532979888,0.258657407407,0.258657407407,0.319538055556,0.0482404692082,31,155,0,31,31,0,0,0,100,555,,5.55,without_workers
UwV83HsGsw3,q_0.800,all,62,186,23,18,44,44,50,3,50,9,3,3,3,0,0,10,0.143668807248,0.517167637395,0.1795293905,0.511865100829,-0.337638246895,0.368196293581,0.256064814815,0.256064814815,0.192121251086,0.191290322581,31,124,31,31,31,0,0,0,318,1400,,4.40251572327,without_workers
UwV83HsGsw3,q_0.850,all,62,186,23,18,44,44,50,3,51,8,3,3,3,0,0,10,0.141378683791,0.526598765432,0.176322987356,0.513637992085,-0.350275778076,0.372259308294,0.264490740741,0.264490740741,0.192718960302,0.196129032258,31,124,31,31,31,0,0,0,328,1511,,4.60670731707,without_workers
UwV83HsGsw3,q_0.900,all,62,186,23,18,44,44,50,1,48,13,1,1,1,0,0,5,0.134171532756,0.594783801274,0.1842500062,0.570333488152,-0.410533795074,0.436161955396,0.325046296296,0.325046296296,0.203732475562,0.187741935484,31,93,62,31,31,0,0,0,317,1703,,5.37223974763,without_workers
UwV83HsGsw3,q_0.925,all,62,186,23,18,44,44,50,1,28,33,1,1,1,0,0,5,0.0574656137993,0.661538020211,0.0985993174577,0.600457469091,-0.562938702753,0.542991855291,0.463240740741,0.463240740741,0.241870185185,0.111085043988,31,62,93,31,31,0,0,0,208,991,,4.76442307692,without_workers
UwV83HsGsw3,q_0.950,all,62,186,23,18,44,44,50,1,55,6,1,1,1,0,0,8,0.103765344982,0.577883338311,0.137288023356,0.59401025472,-0.440595314955,0.490244909738,0.347916666667,0.347916666667,0.275439906457,0.10495601173,31,124,31,31,31,0,0,0,184,746,,4.05434782609,without_workers
UwV83HsGsw3,q_0.975,all,62,186,23,18,44,44,50,1,55,6,1,1,1,0,0,8,0.13859738401,0.604161999701,0.124500654122,0.717065227816,-0.479661345579,0.578467843805,0.334861111111,0.334861111111,0.476933241012,0.0248093841642,31,93,62,31,31,0,0,0,51,257,,5.03921568627,without_workers
b8cTxDM8gDG,ospa30_t6,all,2,2,24,19,36,36,36,0,1,1,0,0,0,0,,,0.177631578947,0.933947368421,0.166838450292,0.723073830409,-0.767108918129,0.545442251462,0.432894736842,0.432894736842,0.301966374269,0.194444444444,0,1,1,0,0,0,0,0,0,0,,,without_workers
b8cTxDM8gDG,q_0.800,all,2,2,24,19,36,36,36,0,1,1,0,0,0,0,,,0.183947368421,0.811842105263,0.202485380117,0.649908625731,-0.609356725146,0.46596125731,0.397368421053,0.397368421053,0.195438596491,0.305555555556,0,1,1,0,0,0,0,0,0,0,,,without_workers
b8cTxDM8gDG,q_0.850,all,2,2,24,19,36,36,36,0,1,1,0,0,0,0,,,0.190263157895,0.845263157895,0.209320175439,0.662843567251,-0.635942982456,0.472580409357,0.401842105263,0.401842105263,0.196966374269,0.305555555556,0,1,1,0,0,0,0,0,0,0,,,without_workers
b8cTxDM8gDG,q_0.900,all,2,2,24,19,36,36,36,0,0,2,0,0,0,0,,,0.0278947368421,0.997894736842,0.0888523391813,0.769685672515,-0.909042397661,0.741790935673,0.679473684211,0.679473684211,0.208969298246,0.277777777778,0,0,2,0,0,0,0,0,0,0,,,without_workers
b8cTxDM8gDG,q_0.925,all,2,2,24,19,36,36,36,0,1,1,0,0,0,0,,,0.197368421053,1,0.220826023392,0.746078216374,-0.779173976608,0.548709795322,0.434605263158,0.434605263158,0.250124269006,0.222222222222,0,1,1,0,0,0,0,0,0,0,,,without_workers
b8cTxDM8gDG,q_0.950,all,2,2,24,19,36,36,36,0,0,2,0,0,0,0,,,0.0589473684211,1,0.104667397661,0.76225877193,-0.895332602339,0.703311403509,0.632105263158,0.632105263158,0.234130116959,0.194444444444,0,0,2,0,0,0,0,0,0,0,,,without_workers
b8cTxDM8gDG,q_0.975,all,2,2,24,19,36,36,36,0,0,2,0,0,0,0,,,0,0.997368421053,0.0429678362573,0.851352339181,-0.954400584795,0.851352339181,0.742105263158,0.742105263158,0.428947368421,0.138888888889,0,0,2,0,0,0,0,0,0,0,,,without_workers
q9vSo1VnCiC,ospa30_t6,all,30,75,24,19,33,33,50,1,21,8,3,3,3,2,0.666666666667,3,0.217377192982,0.680936403509,0.175212122541,0.622686875332,-0.505724280968,0.40530968235,0.287105263158,0.287105263158,0.307684948166,0.0636363636364,15,30,30,30,30,15,0,0,52,460,,8.84615384615,without_workers
q9vSo1VnCiC,q_0.800,all,30,75,24,19,33,33,50,11,16,3,14,14,14,3,0.214285714286,9.42857142857,0.40698245614,0.517203947368,0.278393882243,0.510649116162,-0.238810065125,0.103666660021,0.0843684210526,0.0843684210526,0.219923810473,0.217171717172,15,30,30,45,45,30,3,24,166,932,8,5.61445783133,without_workers
q9vSo1VnCiC,q_0.850,all,30,75,24,19,33,33,50,11,16,3,14,14,14,3,0.214285714286,9.42857142857,0.40698245614,0.517203947368,0.278074461722,0.512120538278,-0.239129485646,0.105138082137,0.0843684210526,0.0843684210526,0.222100870548,0.220505050505,15,30,30,45,45,30,3,24,169,904,8,5.34911242604,without_workers
q9vSo1VnCiC,q_0.900,all,30,75,24,19,33,33,50,11,16,3,14,14,14,3,0.214285714286,9.42857142857,0.404800438596,0.52056505848,0.274314558745,0.529165632642,-0.246250499734,0.124365194046,0.0873684210526,0.0873684210526,0.242721105795,0.162121212121,15,30,30,45,45,30,3,24,125,590,8,4.72,without_workers
q9vSo1VnCiC,q_0.925,all,30,75,24,19,33,33,50,0,25,5,4,4,4,3,1,3,0.345625730994,0.587305555556,0.230543547315,0.559418775917,-0.35676200824,0.213793044923,0.154736842105,0.154736842105,0.268295049176,0.137070707071,0,45,30,30,30,30,0,0,0,0,,,without_workers
q9vSo1VnCiC,q_0.950,all,30,75,24,19,33,33,50,1,18,11,4,4,4,3,0.75,2.75,0.310268274854,0.584539473684,0.222417464115,0.555695474482,-0.362122009569,0.245427199628,0.174,0.174,0.264769138756,0.148686868687,0,30,45,30,30,30,0,0,0,0,,,without_workers
q9vSo1VnCiC,q_0.975,all,30,75,24,19,33,33,50,1,11,18,3,3,3,2,0.666666666667,3,0.192932017544,0.700611111111,0.128275773525,0.703676512493,-0.572335337586,0.510744494949,0.325052631579,0.325052631579,0.472844929559,0.040202020202,15,15,45,30,30,15,0,0,32,264,,8.25,without_workers
rPc6DW4iMge,ospa30_t6,all,62,186,22,17,45,45,50,13,35,14,13,13,13,0,0,10,0.223109964685,0.499963222117,0.195012893475,0.558864649747,-0.304950328642,0.335754685062,0.186960784314,0.186960784314,0.313115294118,0.0345161290323,93,62,31,93,93,0,16,113,186,950,7.0625,5.10752688172,without_workers
rPc6DW4iMge,q_0.800,all,62,186,22,17,45,45,50,7,55,0,7,7,7,0,0,11.2857142857,0.321126370441,0.441018039743,0.249824708781,0.456620965897,-0.191193330961,0.135494595456,0.0991176470588,0.0991176470588,0.19601444339,0.136344086022,62,124,0,62,62,0,4,42,432,2592,10.5,6,without_workers
rPc6DW4iMge,q_0.850,all,62,186,22,17,45,45,50,7,55,0,7,7,7,0,0,11.2857142857,0.321126370441,0.441018039743,0.249111812144,0.457769667668,-0.191906227599,0.136643297227,0.0991176470588,0.0991176470588,0.19839412081,0.136344086022,62,124,0,62,62,0,4,42,432,2592,10.5,6,without_workers
rPc6DW4iMge,q_0.900,all,62,186,22,17,45,45,50,7,55,0,7,7,7,0,0,11.2857142857,0.321126370441,0.441018039743,0.241620725806,0.466735912134,-0.199397313936,0.145609541693,0.0991176470588,0.0991176470588,0.217017888994,0.103440860215,62,124,0,62,62,0,4,42,338,2028,10.5,6,without_workers
rPc6DW4iMge,q_0.925,all,62,186,22,17,45,45,50,7,55,0,7,7,7,0,0,11.2857142857,0.321126370441,0.441018039743,0.217105265918,0.493949920145,-0.223912773825,0.172823549705,0.0991176470588,0.0991176470588,0.274960653068,0.0620430107527,62,124,0,62,62,0,4,42,218,1308,10.5,6,without_workers
rPc6DW4iMge,q_0.950,all,62,186,22,17,45,45,50,7,55,0,7,7,7,0,0,11.2857142857,0.220194932005,0.463716134303,0.171464254691,0.507427973329,-0.292251879612,0.287233041324,0.166029411765,0.166029411765,0.290981171727,0.0752688172043,62,124,0,62,62,0,4,42,280,1680,10.5,6,without_workers
rPc6DW4iMge,q_0.975,all,62,186,22,17,45,45,50,2,34,26,3,3,2,0,2.66666666667,11,0.117799019608,0.581737059878,0.0911824457095,0.64221997101,-0.490554614168,0.524420951402,0.31431372549,0.31431372549,0.456842055661,0.0306451612903,31,93,62,31,31,0,0,0,60,180,,3,without_workers
uNb9QFRL6hY,ospa30_t6,all,4094,24564,23,18,38,38,50,6,3538,550,11,11,8,0,3,12.0909090909,0.101484648371,0.620620341564,0.117121560305,0.569426686847,-0.503498781258,0.467942038476,0.375671296296,0.375671296296,0.275791119789,0.00661224384851,4094,12282,8188,4094,4094,0,4,26,2024,14916,6.5,7.36956521739,without_workers
uNb9QFRL6hY,q_0.800,all,4094,24564,23,18,38,38,50,179,2967,948,194,194,189,3,0.314432989691,13.2010309278,0.25457516809,0.535799675383,0.238514583088,0.512503178733,-0.297285092294,0.257928010643,0.19587962963,0.19587962963,0.18277447116,0.0965525930116,8188,10235,6141,10235,10235,2047,238,1697,42824,267004,7.13025210084,6.23491500093,without_workers
uNb9QFRL6hY,q_0.850,all,4094,24564,23,18,38,38,50,180,2967,947,194,194,187,2,0.355670103093,13.6134020619,0.248774217581,0.528311935787,0.23342975346,0.508389268393,-0.294882182327,0.259615050812,0.19650462963,0.19650462963,0.184650416288,0.0965525930116,8188,10235,6141,10235,10235,2047,241,1607,42824,248270,6.66804979253,5.79745002802,without_workers
uNb9QFRL6hY,q_0.900,all,4094,24564,23,18,38,38,50,154,3103,837,160,160,157,2,0.15625,14.65625,0.236273591342,0.516477617853,0.223471993135,0.517892631527,-0.293005624719,0.281619040186,0.199976851852,0.199976851852,0.203991131945,0.0819751626257,8188,10235,6141,10235,10235,2047,214,1503,36124,202312,7.02336448598,5.60048721072,without_workers
uNb9QFRL6hY,q_0.925,all,4094,24564,23,18,38,38,50,130,3180,784,145,145,140,2,0.337931034483,14.4482758621,0.22093621079,0.532174625863,0.192096678095,0.5499642356,-0.340077947768,0.32902802481,0.219375,0.219375,0.262140914649,0.0239996914612,8188,10235,6141,10235,10235,2047,177,1224,11660,52844,6.91525423729,4.5320754717,without_workers
uNb9QFRL6hY,q_0.950,all,4094,24564,23,18,38,38,50,90,1503,2501,99,99,92,0,0.555555555556,13.5454545455,0.15536593785,0.581231342046,0.156888228268,0.551074204986,-0.424343113778,0.395708267136,0.296550925926,0.296550925926,0.257868006629,0.0244061913455,10235,6141,8188,10235,10235,0,178,1213,14245,84469,6.81460674157,5.92972972973,without_workers
uNb9QFRL6hY,q_0.975,all,4094,24564,23,18,38,38,50,7,1995,2092,11,11,10,0,0.636363636364,10.4545454545,0.0668138791349,0.698117253244,0.0711220142499,0.663307151644,-0.626995238994,0.596493272509,0.474050925926,0.474050925926,0.415950112759,0.00210526315789,4094,6141,14329,6141,4094,0,4,22,660,2244,5.5,3.4,without_workers
wc2JMjhGNzB,ospa30_t6,all,14,28,23,18,46,46,50,0,9,5,1,1,1,1,1,2,0.20748015873,0.75552744709,0.178978216299,0.641827983379,-0.576549230791,0.434347824649,0.368541666667,0.368541666667,0.289642719117,0.110186335404,0,14,14,7,7,7,0,0,0,0,,,without_workers
wc2JMjhGNzB,q_0.800,all,14,28,23,18,46,46,50,5,7,2,7,7,7,2,0.285714285714,4.14285714286,0.369302248677,0.469085648148,0.319758170865,0.527448155337,-0.149327477283,0.15814590666,0.0799305555556,0.0799305555556,0.197183724408,0.170683229814,14,7,7,21,21,7,3,0,122,424,0,3.47540983607,without_workers
wc2JMjhGNzB,q_0.850,all,14,28,23,18,46,46,50,5,7,2,7,7,7,2,0.285714285714,4.14285714286,0.369302248677,0.469085648148,0.320793478261,0.530700661376,-0.148292169887,0.161398412698,0.0799305555556,0.0799305555556,0.199718875086,0.179254658385,14,7,7,21,21,7,3,0,128,452,0,3.53125,without_workers
wc2JMjhGNzB,q_0.900,all,14,28,23,18,46,46,50,5,7,2,7,7,7,2,0.285714285714,4.14285714286,0.369302248677,0.469085648148,0.318884625891,0.545841938406,-0.150201022257,0.176539689729,0.0799305555556,0.0799305555556,0.217783172303,0.173540372671,14,7,7,21,21,7,3,0,126,486,0,3.85714285714,without_workers
wc2JMjhGNzB,q_0.925,all,14,28,23,18,46,46,50,1,0,13,6,6,4,2,5.66666666667,8.66666666667,0.155444775132,0.601631944444,0.206355117035,0.604190608466,-0.39527682741,0.448745833333,0.272777777778,0.272777777778,0.248139717046,0.158757763975,7,0,21,14,14,7,0,0,57,206,,3.61403508772,without_workers
wc2JMjhGNzB,q_0.950,all,14,28,23,18,46,46,50,1,7,6,7,7,4,2,3.85714285714,9.14285714286,0.223055555556,0.635143849206,0.209276634748,0.607543583218,-0.425867214458,0.384488027663,0.251319444444,0.251319444444,0.276151731079,0.121614906832,7,7,14,21,21,7,0,0,46,206,,4.47826086957,without_workers
wc2JMjhGNzB,q_0.975,all,14,28,23,18,46,46,50,0,7,7,1,1,1,1,1,2,0.164897486772,0.852389219577,0.130247735507,0.754477951748,-0.722141484069,0.589580464976,0.472708333333,0.472708333333,0.442454451346,0.0606211180124,0,7,21,7,7,7,0,0,0,0,,,without_workers
yqstnuAEVhm,ospa30_t6,all,126,441,23,18,43,43,50,4,114,8,6,6,6,2,0.333333333333,9.16666666667,0.265847589653,0.586598104056,0.200468336546,0.600305659974,-0.38612976751,0.334458070321,0.215119047619,0.215119047619,0.311302910207,0.0203359173127,63,315,63,126,126,63,1,11,93,468,11,5.03225806452,without_workers
yqstnuAEVhm,q_0.800,all,126,441,23,18,43,43,50,7,94,25,10,10,10,3,0.3,9.7,0.265748493533,0.534768371546,0.245996245847,0.508349264386,-0.288772125699,0.242600770853,0.182420634921,0.182420634921,0.180229870442,0.205503875969,0,252,189,126,126,126,0,0,0,0,,,without_workers
yqstnuAEVhm,q_0.850,all,126,441,23,18,43,43,50,7,94,25,10,10,10,3,0.3,10.1,0.264160383598,0.535096193416,0.247746944103,0.513027980634,-0.287349249313,0.248867597036,0.184404761905,0.184404761905,0.182009307111,0.211059431525,0,252,189,126,126,126,0,0,0,0,,,without_workers
yqstnuAEVhm,q_0.900,all,126,441,23,18,43,43,50,7,94,25,10,10,10,3,0.3,10.1,0.265093217225,0.534519767784,0.239954440411,0.52060314902,-0.294565327372,0.255509931795,0.183452380952,0.183452380952,0.201768576538,0.194392764858,0,252,189,126,126,126,0,0,0,0,,,without_workers
yqstnuAEVhm,q_0.925,all,126,441,23,18,43,43,50,5,72,49,8,8,8,3,0.375,9.625,0.224970972957,0.608742467666,0.212385596229,0.571323569344,-0.396356871437,0.346352596387,0.260634920635,0.260634920635,0.235167431094,0.120697674419,0,189,252,126,126,126,0,0,0,0,,,without_workers
yqstnuAEVhm,q_0.950,all,126,441,23,18,43,43,50,2,86,38,5,5,5,3,0.6,7.6,0.234794459142,0.615253012934,0.213281069959,0.590887627575,-0.401971942975,0.356093168434,0.258015873016,0.258015873016,0.258659211767,0.125142118863,0,189,252,126,126,126,0,0,0,0,,,without_workers
yqstnuAEVhm,q_0.975,all,126,441,23,18,43,43,50,1,12,113,3,3,1,0,7.66666666667,10,0.0365500808348,0.787915748089,0.0584425365893,0.708401181812,-0.7294732115,0.671851100977,0.540912698413,0.540912698413,0.41326339243,0.0133074935401,63,63,315,126,63,0,0,0,51,282,,5.52941176471,without_workers
