cohort,config,comparison_triples,matched_identified_triples,all_target_images,matched_target_images,all_buildings,matched_buildings,same_MAE_building_equal,outside_MAE_building_equal,benefit,warning
with_workers,ospa30_t6,11296,72,50,8,10,4,2.25,2.20357142857,-0.0464285714286,"one-source, common-identified conditional comparison; not all-target reliability; triples dependent"
with_workers,q_0.950,11296,246,50,9,10,3,1.73333333333,4.25846153846,2.52512820513,"one-source, common-identified conditional comparison; not all-target reliability; triples dependent"
without_workers,ospa30_t6,11296,50,50,5,10,2,4,4.52777777778,0.527777777778,"one-source, common-identified conditional comparison; not all-target reliability; triples dependent"
without_workers,q_0.950,11296,116,50,7,10,2,8.3,5.4,-2.9,"one-source, common-identified conditional comparison; not all-target reliability; triples dependent"
