pool,metric,replicate,status,building_half_a,manual_rank_correlation,semi_rank_correlation,residual_rank_correlation,coarse_ARI,fine_ARI,minimum_group_a,minimum_group_b
all_initializations,ospa30,0,valid,7y3sRwLe3Va;UwV83HsGsw3;VFuaQ6m2Qom;Z6MFQCViBuw;e9zR4mvMWw7;jh4fc5c5qoQ;q9vSo1VnCiC;rPc6DW4iMge;wc2JMjhGNzB;yqstnuAEVhm;zsNo4HB9uLZ,0.699248120301,0.616541353383,0.655639097744,0.324444444444,0.0676579925651,2,3
all_initializations,ospa30,1,valid,2t7WUuJeko7;7y3sRwLe3Va;S9hNv5qa7GM;UwV83HsGsw3;VLzqgDo317F;X7HyMhZNoso;b8cTxDM8gDG;e9zR4mvMWw7;jtcxE69GiFV;pa4otMbVnkk;uNb9QFRL6hY,0.584962406015,0.768421052632,0.685714285714,0.113333333333,0.1958307012,2,5
all_initializations,ospa30,2,valid,2t7WUuJeko7;S9hNv5qa7GM;VLzqgDo317F;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;rPc6DW4iMge;wc2JMjhGNzB;x8F5xyUWy9e,0.693233082707,0.735338345865,0.790977443609,0.324444444444,0.245296167247,2,3
all_initializations,ospa30,3,valid,2t7WUuJeko7;7y3sRwLe3Va;VFuaQ6m2Qom;VLzqgDo317F;Z6MFQCViBuw;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;zsNo4HB9uLZ,0.625563909774,0.762406015038,0.685714285714,0.113333333333,0.261658031088,4,2
all_initializations,ospa30,4,valid,7y3sRwLe3Va;UwV83HsGsw3;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;x8F5xyUWy9e,0.503759398496,0.759398496241,0.774436090226,0.113333333333,0.145928338762,2,5
all_initializations,ospa30,5,valid,2t7WUuJeko7;B6ByNegPMKs;VFuaQ6m2Qom;VLzqgDo317F;Z6MFQCViBuw;jh4fc5c5qoQ;pRbA3pwrgk9;pa4otMbVnkk;rPc6DW4iMge;x8F5xyUWy9e;zsNo4HB9uLZ,0.446616541353,0.687218045113,0.634586466165,-0.0133333333333,0.131428571429,2,2
all_initializations,ospa30,6,valid,B6ByNegPMKs;S9hNv5qa7GM;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;jh4fc5c5qoQ;pa4otMbVnkk;q9vSo1VnCiC;uNb9QFRL6hY;x8F5xyUWy9e,0.554887218045,0.763909774436,0.717293233083,-0.0133333333333,-0.0842391304348,2,2
all_initializations,ospa30,7,valid,UwV83HsGsw3;VFuaQ6m2Qom;Z6MFQCViBuw;e9zR4mvMWw7;jh4fc5c5qoQ;pRbA3pwrgk9;q9vSo1VnCiC;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e;zsNo4HB9uLZ,0.433082706767,0.878195488722,0.736842105263,0.113333333333,0.0470130259021,2,3
all_initializations,ospa30,8,valid,B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VLzqgDo317F;X7HyMhZNoso;b8cTxDM8gDG;jtcxE69GiFV;q9vSo1VnCiC;uNb9QFRL6hY;yqstnuAEVhm;zsNo4HB9uLZ,0.684210526316,0.691729323308,0.655639097744,0.113333333333,0.156878099713,3,4
all_initializations,ospa30,9,valid,2t7WUuJeko7;VLzqgDo317F;X7HyMhZNoso;jh4fc5c5qoQ;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;uNb9QFRL6hY;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,0.563909774436,0.754887218045,0.753383458647,0.324444444444,0.224334091822,2,2
all_initializations,ospa30,10,valid,2t7WUuJeko7;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;X7HyMhZNoso;e9zR4mvMWw7;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;x8F5xyUWy9e;yqstnuAEVhm,0.729323308271,0.796992481203,0.790977443609,0.113333333333,0.0972911643738,2,3
all_initializations,ospa30,11,valid,UwV83HsGsw3;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;pa4otMbVnkk;wc2JMjhGNzB;yqstnuAEVhm;zsNo4HB9uLZ,0.544360902256,0.76992481203,0.714285714286,-0.0133333333333,-0.0681900616612,3,4
all_initializations,ospa30,12,valid,2t7WUuJeko7;7y3sRwLe3Va;B6ByNegPMKs;VLzqgDo317F;b8cTxDM8gDG;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;uNb9QFRL6hY;x8F5xyUWy9e;yqstnuAEVhm,0.637593984962,0.610526315789,0.763909774436,0.113333333333,0.0401554404145,4,2
all_initializations,ospa30,13,valid,2t7WUuJeko7;B6ByNegPMKs;S9hNv5qa7GM;X7HyMhZNoso;b8cTxDM8gDG;e9zR4mvMWw7;jtcxE69GiFV;pRbA3pwrgk9;uNb9QFRL6hY;wc2JMjhGNzB;zsNo4HB9uLZ,0.693233082707,0.827067669173,0.789473684211,0.113333333333,0.0581196581197,3,10
all_initializations,ospa30,14,valid,2t7WUuJeko7;B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;X7HyMhZNoso;Z6MFQCViBuw;e9zR4mvMWw7;uNb9QFRL6hY;wc2JMjhGNzB;zsNo4HB9uLZ,0.562406015038,0.807518796992,0.75037593985,0.113333333333,0.111744583808,3,10
all_initializations,ospa30,15,valid,S9hNv5qa7GM;UwV83HsGsw3;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;pa4otMbVnkk;q9vSo1VnCiC;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,0.771428571429,0.751879699248,0.824060150376,0.113333333333,0.269706840391,2,5
all_initializations,ospa30,16,valid,S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;pa4otMbVnkk;wc2JMjhGNzB;zsNo4HB9uLZ,0.536842105263,0.851127819549,0.813533834586,-0.0555555555556,-0.00067521944632,4,5
all_initializations,ospa30,17,valid,S9hNv5qa7GM;VFuaQ6m2Qom;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;rPc6DW4iMge;yqstnuAEVhm;zsNo4HB9uLZ,0.565413533835,0.745864661654,0.706766917293,0.113333333333,0.116605166052,2,3
all_initializations,ospa30,18,valid,VFuaQ6m2Qom;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;yqstnuAEVhm;zsNo4HB9uLZ,0.532330827068,0.900751879699,0.825563909774,-0.0133333333333,0.107918710582,2,2
all_initializations,ospa30,19,valid,S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;pRbA3pwrgk9;pa4otMbVnkk;wc2JMjhGNzB;zsNo4HB9uLZ,0.699248120301,0.724812030075,0.821052631579,0.113333333333,0.221423436377,2,2
all_initializations,ospa30,20,valid,7y3sRwLe3Va;B6ByNegPMKs;VFuaQ6m2Qom;Z6MFQCViBuw;e9zR4mvMWw7;jh4fc5c5qoQ;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;zsNo4HB9uLZ,0.541353383459,0.751879699248,0.751879699248,0.113333333333,0.0432016962629,4,3
all_initializations,ospa30,21,valid,2t7WUuJeko7;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;jh4fc5c5qoQ;pRbA3pwrgk9;q9vSo1VnCiC;uNb9QFRL6hY;wc2JMjhGNzB;yqstnuAEVhm;zsNo4HB9uLZ,0.526315789474,0.816541353383,0.73984962406,0.113333333333,0.0702507038477,4,4
all_initializations,ospa30,22,valid,B6ByNegPMKs;UwV83HsGsw3;Z6MFQCViBuw;b8cTxDM8gDG;jh4fc5c5qoQ;jtcxE69GiFV;pa4otMbVnkk;q9vSo1VnCiC;rPc6DW4iMge;uNb9QFRL6hY;x8F5xyUWy9e,0.652631578947,0.790977443609,0.756390977444,0.113333333333,0.00109244845009,2,2
all_initializations,ospa30,23,valid,2t7WUuJeko7;B6ByNegPMKs;VLzqgDo317F;b8cTxDM8gDG;e9zR4mvMWw7;q9vSo1VnCiC;rPc6DW4iMge;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm;zsNo4HB9uLZ,0.592481203008,0.745864661654,0.64962406015,0.113333333333,0.00287562904385,2,2
all_initializations,ospa30,24,valid,B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VLzqgDo317F;X7HyMhZNoso;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;rPc6DW4iMge;x8F5xyUWy9e,0.583458646617,0.825563909774,0.825563909774,0.113333333333,0.19410496046,2,2
all_initializations,ospa30,25,valid,S9hNv5qa7GM;VFuaQ6m2Qom;VLzqgDo317F;b8cTxDM8gDG;jh4fc5c5qoQ;jtcxE69GiFV;q9vSo1VnCiC;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm,0.61954887218,0.813533834586,0.694736842105,0.324444444444,0.20073800738,3,2
all_initializations,ospa30,26,valid,7y3sRwLe3Va;VLzqgDo317F;X7HyMhZNoso;e9zR4mvMWw7;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;rPc6DW4iMge;uNb9QFRL6hY;yqstnuAEVhm;zsNo4HB9uLZ,0.577443609023,0.861654135338,0.863157894737,0.113333333333,0.178923426839,2,4
all_initializations,ospa30,27,valid,2t7WUuJeko7;B6ByNegPMKs;S9hNv5qa7GM;Z6MFQCViBuw;e9zR4mvMWw7;jh4fc5c5qoQ;pa4otMbVnkk;q9vSo1VnCiC;wc2JMjhGNzB;x8F5xyUWy9e;yqstnuAEVhm,0.697744360902,0.768421052632,0.786466165414,0.324444444444,0.26769446391,2,2
all_initializations,ospa30,28,valid,7y3sRwLe3Va;S9hNv5qa7GM;VFuaQ6m2Qom;Z6MFQCViBuw;b8cTxDM8gDG;jh4fc5c5qoQ;pa4otMbVnkk;rPc6DW4iMge;uNb9QFRL6hY;x8F5xyUWy9e;yqstnuAEVhm,0.67969924812,0.781954887218,0.864661654135,0.324444444444,0.464260538559,2,2
all_initializations,ospa30,29,valid,7y3sRwLe3Va;B6ByNegPMKs;S9hNv5qa7GM;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;pRbA3pwrgk9;q9vSo1VnCiC;uNb9QFRL6hY;yqstnuAEVhm,0.706766917293,0.751879699248,0.793984962406,0.113333333333,0.227409638554,2,4
all_initializations,ospa30,30,valid,2t7WUuJeko7;7y3sRwLe3Va;S9hNv5qa7GM;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;b8cTxDM8gDG;e9zR4mvMWw7;q9vSo1VnCiC;wc2JMjhGNzB;yqstnuAEVhm,0.765413533835,0.818045112782,0.733834586466,0.113333333333,0.0624559424785,2,2
all_initializations,ospa30,31,valid,2t7WUuJeko7;7y3sRwLe3Va;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;e9zR4mvMWw7;jh4fc5c5qoQ;pRbA3pwrgk9;q9vSo1VnCiC;uNb9QFRL6hY;wc2JMjhGNzB,0.508270676692,0.763909774436,0.754887218045,-0.0133333333333,0.257086999022,4,4
all_initializations,ospa30,32,valid,7y3sRwLe3Va;B6ByNegPMKs;VFuaQ6m2Qom;b8cTxDM8gDG;jh4fc5c5qoQ;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;uNb9QFRL6hY;yqstnuAEVhm,0.563909774436,0.721804511278,0.784962406015,0.113333333333,0.156267566048,3,10
all_initializations,ospa30,33,valid,7y3sRwLe3Va;B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;Z6MFQCViBuw;b8cTxDM8gDG;q9vSo1VnCiC;rPc6DW4iMge;wc2JMjhGNzB;yqstnuAEVhm,0.461654135338,0.818045112782,0.754887218045,-0.0133333333333,0.104875051209,2,2
all_initializations,ospa30,34,valid,7y3sRwLe3Va;B6ByNegPMKs;VFuaQ6m2Qom;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;e9zR4mvMWw7;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;zsNo4HB9uLZ,0.8,0.839097744361,0.766917293233,0.62,0.44596103735,2,2
all_initializations,ospa30,35,valid,S9hNv5qa7GM;UwV83HsGsw3;VFuaQ6m2Qom;VLzqgDo317F;b8cTxDM8gDG;e9zR4mvMWw7;jtcxE69GiFV;pRbA3pwrgk9;pa4otMbVnkk;q9vSo1VnCiC;x8F5xyUWy9e,0.851127819549,0.786466165414,0.809022556391,0.62,0.565714285714,2,2
all_initializations,ospa30,36,valid,B6ByNegPMKs;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;b8cTxDM8gDG;e9zR4mvMWw7;jh4fc5c5qoQ;pRbA3pwrgk9;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e,0.562406015038,0.790977443609,0.736842105263,0.113333333333,0.24,2,2
all_initializations,ospa30,37,valid,2t7WUuJeko7;S9hNv5qa7GM;UwV83HsGsw3;VLzqgDo317F;X7HyMhZNoso;Z6MFQCViBuw;jtcxE69GiFV;pa4otMbVnkk;rPc6DW4iMge;wc2JMjhGNzB;x8F5xyUWy9e,0.595488721805,0.812030075188,0.813533834586,0.113333333333,0.236542835481,4,2
all_initializations,ospa30,38,valid,B6ByNegPMKs;S9hNv5qa7GM;UwV83HsGsw3;X7HyMhZNoso;Z6MFQCViBuw;jtcxE69GiFV;pRbA3pwrgk9;rPc6DW4iMge;uNb9QFRL6hY;wc2JMjhGNzB;x8F5xyUWy9e,0.813533834586,0.843609022556,0.778947368421,0.324444444444,0.268487578091,3,2
