pool,metric,requested,valid,manual_rank_correlation_q25,manual_rank_correlation_median,manual_rank_correlation_q75,semi_rank_correlation_q25,semi_rank_correlation_median,semi_rank_correlation_q75,residual_rank_correlation_q25,residual_rank_correlation_median,residual_rank_correlation_q75,coarse_ARI_q25,coarse_ARI_median,coarse_ARI_q75,fine_ARI_q25,fine_ARI_median,fine_ARI_q75
all_initializations,ospa30,120,120,0.512406015038,0.576691729323,0.696616541353,0.751879699248,0.784210526316,0.824436090226,0.700751879699,0.754887218045,0.806766917293,0.0816666666667,0.113333333333,0.324444444444,0.0706087604608,0.157724764142,0.237407126611
all_initializations,ospa60,120,120,0.556390977444,0.655639097744,0.727067669173,0.62030075188,0.691729323308,0.764285714286,0.584210526316,0.66015037594,0.728195488722,0.113333333333,0.113333333333,0.324444444444,0.05,0.134548002803,0.230030691547
without_synthetic,ospa30,120,120,0.512406015038,0.576691729323,0.696616541353,0.707894736842,0.772932330827,0.825939849624,0.666165413534,0.74962406015,0.801127819549,0.0816666666667,0.113333333333,0.324444444444,0.0389605603645,0.0921987974311,0.159222895185
without_synthetic,ospa60,120,120,0.556390977444,0.655639097744,0.727067669173,0.579323308271,0.675939849624,0.757894736842,0.540977443609,0.671428571429,0.747368421053,0.113333333333,0.113333333333,0.324444444444,0.0334494773519,0.087462082912,0.151970000329
