design,baseline,n_images,n_buildings,rps_mean,brier_mean,accuracy,balanced_accuracy,macro_f1,building_macro_rps,simple_recall,medium_recall,hard_recall,simple_n,medium_n,hard_n
pooled,coarse,106,13,0.110019606155,0.426021810819,0.77358490566,0.80487804878,0.757713248639,0.116101439542,1,0.414634146341,1,49,41,16
pooled,global,106,13,0.206438689285,0.669382414548,0.462264150943,0.333333333333,0.210752688172,0.191396459863,1,0,0,49,41,16
pooled,main,106,13,0.098207079234,0.369983693816,0.811320754717,0.837398373984,0.798174872666,0.0920657864721,1,0.512195121951,1,49,41,16
within_coarse,coarse,106,13,0.106211052463,0.416851543609,0.77358490566,0.80487804878,0.757713248639,0.114960754935,1,0.414634146341,1,49,41,16
within_coarse,global,106,13,0.106211052463,0.416851543609,0.77358490566,0.80487804878,0.757713248639,0.114960754935,1,0.414634146341,1,49,41,16
within_coarse,main,106,13,0.100975538665,0.39737103232,0.77358490566,0.80487804878,0.757713248639,0.104780074336,1,0.414634146341,1,49,41,16
within_main,coarse,106,13,0.0950394466494,0.362323328464,0.811320754717,0.837398373984,0.798174872666,0.0874463764782,1,0.512195121951,1,49,41,16
within_main,global,106,13,0.0949531907261,0.362052986167,0.811320754717,0.837398373984,0.798174872666,0.087262858713,1,0.512195121951,1,49,41,16
within_main,main,106,13,0.0949531907261,0.362052986167,0.811320754717,0.837398373984,0.798174872666,0.087262858713,1,0.512195121951,1,49,41,16
