family,baseline,algorithm,building,stratum,feature,grid,inner_loss,n_inner,dino_weight
hohonet,global,knn,uNb9QFRL6hY,sleep,hohonet__refined__global,4,0.0999995991588,25,
hohonet,global,knn,uNb9QFRL6hY,storage,hohonet__compressed__global,4,inf,0,
hohonet,global,knn,uNb9QFRL6hY,work,hohonet__compressed__global,4,inf,0,
hohonet,global,knn,wc2JMjhGNzB,bathroom,hohonet__compressed__global,4,0.0882349386811,17,
hohonet,global,knn,wc2JMjhGNzB,empty,hohonet__compressed__global,4,inf,0,
hohonet,global,knn,wc2JMjhGNzB,sleep,hohonet__legacy_current,6,0.146206691861,29,
hohonet,global,knn,yqstnuAEVhm,dining,hohonet__compressed__global,4,inf,0,
hohonet,coarse,ridge,2t7WUuJeko7,kitchen,hohonet__compressed__global,1,inf,0,
hohonet,coarse,ridge,7y3sRwLe3Va,living,hohonet__compressed__global,0,1.0133650646e-12,17,
hohonet,coarse,ridge,B6ByNegPMKs,circulation,hohonet__compressed__global,1,inf,0,
hohonet,coarse,ridge,S9hNv5qa7GM,sleep,hohonet__legacy_current,7,0.125711709261,29,
hohonet,coarse,ridge,VFuaQ6m2Qom,bathroom,hohonet__shared__global,1,0.0899428874254,16,
hohonet,coarse,ridge,Z6MFQCViBuw,dining,hohonet__compressed__global,1,inf,0,
hohonet,coarse,ridge,e9zR4mvMWw7,sleep,hohonet__encoder_stage2__global,1,0.0889862552285,27,
hohonet,coarse,ridge,jtcxE69GiFV,sleep,hohonet__shared__global,10,0.100907191634,29,
hohonet,coarse,ridge,pa4otMbVnkk,living,hohonet__compressed__global,0,0.00224237353541,15,
hohonet,coarse,ridge,rPc6DW4iMge,sleep,hohonet__encoder_stage2__global,1,0.117914266884,31,
hohonet,coarse,ridge,uNb9QFRL6hY,bathroom,hohonet__legacy_current,3,0.206022486091,11,
hohonet,coarse,ridge,uNb9QFRL6hY,living,hohonet__compressed__global,0,0.00240928237326,10,
hohonet,coarse,ridge,uNb9QFRL6hY,sleep,hohonet__shared__global,10,0.132065594196,25,
hohonet,coarse,ridge,uNb9QFRL6hY,storage,hohonet__compressed__global,1,inf,0,
hohonet,coarse,ridge,uNb9QFRL6hY,work,hohonet__compressed__global,1,inf,0,
hohonet,coarse,ridge,wc2JMjhGNzB,bathroom,hohonet__legacy_current,3,0.0914042666554,17,
hohonet,coarse,ridge,wc2JMjhGNzB,empty,hohonet__compressed__global,1,inf,0,
hohonet,coarse,ridge,wc2JMjhGNzB,sleep,hohonet__encoder_stage2__regions,3,0.109259836376,29,
hohonet,coarse,ridge,yqstnuAEVhm,dining,hohonet__compressed__global,1,inf,0,
hohonet,coarse,knn,2t7WUuJeko7,kitchen,hohonet__compressed__global,4,inf,0,
hohonet,coarse,knn,7y3sRwLe3Va,living,hohonet__compressed__global,4,1.0133650646e-12,17,
hohonet,coarse,knn,B6ByNegPMKs,circulation,hohonet__compressed__global,4,inf,0,
hohonet,coarse,knn,S9hNv5qa7GM,sleep,hohonet__legacy_current,6,0.144758835435,29,
hohonet,coarse,knn,VFuaQ6m2Qom,bathroom,hohonet__compressed__regions,5,0.131944358349,16,
hohonet,coarse,knn,Z6MFQCViBuw,dining,hohonet__compressed__global,4,inf,0,
hohonet,coarse,knn,e9zR4mvMWw7,sleep,hohonet__encoder_stage2__global,5,0.0967077538371,27,
hohonet,coarse,knn,jtcxE69GiFV,sleep,hohonet__encoder_stage4__regions,13,0.100705929101,29,
hohonet,coarse,knn,pa4otMbVnkk,living,hohonet__compressed__global,4,0.00224237353541,15,
hohonet,coarse,knn,rPc6DW4iMge,sleep,hohonet__legacy_current,13,0.127551659942,31,
hohonet,coarse,knn,uNb9QFRL6hY,bathroom,hohonet__encoder_stage2__global,4,0.181817546487,11,
hohonet,coarse,knn,uNb9QFRL6hY,living,hohonet__compressed__global,4,0.00240928237326,10,
hohonet,coarse,knn,uNb9QFRL6hY,sleep,hohonet__refined__global,4,0.100118473172,25,
hohonet,coarse,knn,uNb9QFRL6hY,storage,hohonet__compressed__global,4,inf,0,
hohonet,coarse,knn,uNb9QFRL6hY,work,hohonet__compressed__global,4,inf,0,
hohonet,coarse,knn,wc2JMjhGNzB,bathroom,hohonet__compressed__global,4,0.0882349386811,17,
hohonet,coarse,knn,wc2JMjhGNzB,empty,hohonet__compressed__global,4,inf,0,
hohonet,coarse,knn,wc2JMjhGNzB,sleep,hohonet__legacy_current,6,0.146934956312,29,
hohonet,coarse,knn,yqstnuAEVhm,dining,hohonet__compressed__global,4,inf,0,
hohonet,main,ridge,2t7WUuJeko7,kitchen,hohonet__compressed__global,1,inf,0,
hohonet,main,ridge,7y3sRwLe3Va,living,hohonet__compressed__global,0,1.0133650646e-12,17,
hohonet,main,ridge,B6ByNegPMKs,circulation,hohonet__compressed__global,1,inf,0,
hohonet,main,ridge,S9hNv5qa7GM,sleep,hohonet__legacy_current,7,0.125055193901,29,
hohonet,main,ridge,VFuaQ6m2Qom,bathroom,hohonet__shared__global,1,0.0899428874254,16,
hohonet,main,ridge,Z6MFQCViBuw,dining,hohonet__compressed__global,1,inf,0,
hohonet,main,ridge,e9zR4mvMWw7,sleep,hohonet__encoder_stage2__global,1,0.0889862552285,27,
hohonet,main,ridge,jtcxE69GiFV,sleep,hohonet__shared__global,10,0.100750125945,29,
hohonet,main,ridge,pa4otMbVnkk,living,hohonet__compressed__global,0,1.01336495618e-12,15,
hohonet,main,ridge,rPc6DW4iMge,sleep,hohonet__encoder_stage2__global,1,0.119140200317,31,
hohonet,main,ridge,uNb9QFRL6hY,bathroom,hohonet__legacy_current,3,0.206022486091,11,
hohonet,main,ridge,uNb9QFRL6hY,living,hohonet__compressed__global,0,1.01336495618e-12,10,
hohonet,main,ridge,uNb9QFRL6hY,sleep,hohonet__shared__global,10,0.1318038553,25,
hohonet,main,ridge,uNb9QFRL6hY,storage,hohonet__compressed__global,1,inf,0,
hohonet,main,ridge,uNb9QFRL6hY,work,hohonet__compressed__global,1,inf,0,
hohonet,main,ridge,wc2JMjhGNzB,bathroom,hohonet__legacy_current,3,0.0914042666554,17,
hohonet,main,ridge,wc2JMjhGNzB,empty,hohonet__compressed__global,1,inf,0,
hohonet,main,ridge,wc2JMjhGNzB,sleep,hohonet__encoder_stage2__regions,3,0.109824247658,29,
hohonet,main,ridge,yqstnuAEVhm,dining,hohonet__compressed__global,1,inf,0,
hohonet,main,knn,2t7WUuJeko7,kitchen,hohonet__compressed__global,4,inf,0,
hohonet,main,knn,7y3sRwLe3Va,living,hohonet__compressed__global,4,1.0133650646e-12,17,
hohonet,main,knn,B6ByNegPMKs,circulation,hohonet__compressed__global,4,inf,0,
hohonet,main,knn,S9hNv5qa7GM,sleep,hohonet__legacy_current,6,0.144137725234,29,
hohonet,main,knn,VFuaQ6m2Qom,bathroom,hohonet__compressed__regions,5,0.131944358349,16,
hohonet,main,knn,Z6MFQCViBuw,dining,hohonet__compressed__global,4,inf,0,
hohonet,main,knn,e9zR4mvMWw7,sleep,hohonet__encoder_stage2__global,5,0.0967077538371,27,
hohonet,main,knn,jtcxE69GiFV,sleep,hohonet__encoder_stage4__regions,13,0.100689381361,29,
hohonet,main,knn,pa4otMbVnkk,living,hohonet__compressed__global,4,1.01336495618e-12,15,
hohonet,main,knn,rPc6DW4iMge,sleep,hohonet__legacy_current,13,0.127096608281,31,
hohonet,main,knn,uNb9QFRL6hY,bathroom,hohonet__encoder_stage2__global,4,0.181817546487,11,
hohonet,main,knn,uNb9QFRL6hY,living,hohonet__compressed__global,4,1.01336495618e-12,10,
hohonet,main,knn,uNb9QFRL6hY,sleep,hohonet__refined__global,4,0.0999995991588,25,
hohonet,main,knn,uNb9QFRL6hY,storage,hohonet__compressed__global,4,inf,0,
hohonet,main,knn,uNb9QFRL6hY,work,hohonet__compressed__global,4,inf,0,
hohonet,main,knn,wc2JMjhGNzB,bathroom,hohonet__compressed__global,4,0.0882349386811,17,
hohonet,main,knn,wc2JMjhGNzB,empty,hohonet__compressed__global,4,inf,0,
hohonet,main,knn,wc2JMjhGNzB,sleep,hohonet__legacy_current,6,0.146206691861,29,
hohonet,main,knn,yqstnuAEVhm,dining,hohonet__compressed__global,4,inf,0,
bilayout,global,ridge,2t7WUuJeko7,kitchen,bilayout__fc__global,1,inf,0,
bilayout,global,ridge,7y3sRwLe3Va,living,bilayout__fc__global,0,1.0133650646e-12,17,
bilayout,global,ridge,B6ByNegPMKs,circulation,bilayout__fc__global,1,inf,0,
bilayout,global,ridge,S9hNv5qa7GM,sleep,bilayout__fg_enclosed__global,0,0.053022608161,29,
bilayout,global,ridge,VFuaQ6m2Qom,bathroom,bilayout__fg_extended__regions,3,0.0549005717039,16,
bilayout,global,ridge,Z6MFQCViBuw,dining,bilayout__fc__global,1,inf,0,
bilayout,global,ridge,e9zR4mvMWw7,sleep,bilayout__fg_enclosed__global,3,0.0544826537371,27,
bilayout,global,ridge,jtcxE69GiFV,sleep,bilayout__fg_enclosed__global,7,0.092488758266,29,
bilayout,global,ridge,pa4otMbVnkk,living,bilayout__fc__global,0,1.01336495618e-12,15,
bilayout,global,ridge,rPc6DW4iMge,sleep,bilayout__fg_enclosed__global,0,0.0437728948891,31,
bilayout,global,ridge,uNb9QFRL6hY,bathroom,bilayout__fc__regions,3,0.188080012798,11,
bilayout,global,ridge,uNb9QFRL6hY,living,bilayout__fc__global,0,1.01336495618e-12,10,
bilayout,global,ridge,uNb9QFRL6hY,sleep,bilayout__fg_extended__regions,3,0.1054809466,25,
bilayout,global,ridge,uNb9QFRL6hY,storage,bilayout__fc__global,1,inf,0,
bilayout,global,ridge,uNb9QFRL6hY,work,bilayout__fc__global,1,inf,0,
bilayout,global,ridge,wc2JMjhGNzB,bathroom,bilayout__fc__global,3,0.0926652923226,17,
bilayout,global,ridge,wc2JMjhGNzB,empty,bilayout__fc__global,1,inf,0,
bilayout,global,ridge,wc2JMjhGNzB,sleep,bilayout__fg_enclosed__global,0,0.048365727067,29,
bilayout,global,ridge,yqstnuAEVhm,dining,bilayout__fc__global,1,inf,0,
bilayout,global,knn,2t7WUuJeko7,kitchen,bilayout__fc__global,4,inf,0,
bilayout,global,knn,7y3sRwLe3Va,living,bilayout__fc__global,4,1.0133650646e-12,17,
bilayout,global,knn,B6ByNegPMKs,circulation,bilayout__fc__global,4,inf,0,
bilayout,global,knn,S9hNv5qa7GM,sleep,bilayout__fg_enclosed__global,4,0.0862065479159,29,
bilayout,global,knn,VFuaQ6m2Qom,bathroom,bilayout__fg_enclosed__global,4,0.0937497466803,16,
bilayout,global,knn,Z6MFQCViBuw,dining,bilayout__fc__global,4,inf,0,
bilayout,global,knn,e9zR4mvMWw7,sleep,bilayout__fg_enclosed__global,4,0.0925922244787,27,
bilayout,global,knn,jtcxE69GiFV,sleep,bilayout__fg_enclosed__global,4,0.0862065479159,29,
bilayout,global,knn,pa4otMbVnkk,living,bilayout__fc__global,4,1.01336495618e-12,15,
bilayout,global,knn,rPc6DW4iMge,sleep,bilayout__fg_enclosed__global,4,0.0806448385119,31,
bilayout,global,knn,uNb9QFRL6hY,bathroom,bilayout__fc__regions,5,0.181817755103,11,
bilayout,global,knn,uNb9QFRL6hY,living,bilayout__fc__global,4,1.01336495618e-12,10,
bilayout,global,knn,uNb9QFRL6hY,sleep,bilayout__fg_enclosed__global,4,0.0999995991588,25,
bilayout,global,knn,uNb9QFRL6hY,storage,bilayout__fc__global,4,inf,0,
bilayout,global,knn,uNb9QFRL6hY,work,bilayout__fc__global,4,inf,0,
bilayout,global,knn,wc2JMjhGNzB,bathroom,bilayout__fc__global,4,0.0882349386811,17,
bilayout,global,knn,wc2JMjhGNzB,empty,bilayout__fc__global,4,inf,0,
bilayout,global,knn,wc2JMjhGNzB,sleep,bilayout__fg_enclosed__global,11,0.068965241313,29,
bilayout,global,knn,yqstnuAEVhm,dining,bilayout__fc__global,4,inf,0,
bilayout,coarse,ridge,2t7WUuJeko7,kitchen,bilayout__fc__global,1,inf,0,
bilayout,coarse,ridge,7y3sRwLe3Va,living,bilayout__fc__global,0,1.0133650646e-12,17,
bilayout,coarse,ridge,B6ByNegPMKs,circulation,bilayout__fc__global,1,inf,0,
bilayout,coarse,ridge,S9hNv5qa7GM,sleep,bilayout__fg_enclosed__global,1,0.0529529675841,29,
bilayout,coarse,ridge,VFuaQ6m2Qom,bathroom,bilayout__fg_extended__regions,3,0.0549005717039,16,
bilayout,coarse,ridge,Z6MFQCViBuw,dining,bilayout__fc__global,1,inf,0,
bilayout,coarse,ridge,e9zR4mvMWw7,sleep,bilayout__fg_enclosed__global,3,0.0544826537371,27,
bilayout,coarse,ridge,jtcxE69GiFV,sleep,bilayout__fg_enclosed__global,7,0.0926325544715,29,
bilayout,coarse,ridge,pa4otMbVnkk,living,bilayout__fc__global,0,0.00224237353541,15,
bilayout,coarse,ridge,rPc6DW4iMge,sleep,bilayout__fg_enclosed__global,0,0.0439903847873,31,
bilayout,coarse,ridge,uNb9QFRL6hY,bathroom,bilayout__fc__regions,3,0.188080012798,11,
bilayout,coarse,ridge,uNb9QFRL6hY,living,bilayout__fc__global,0,0.00240928237326,10,
bilayout,coarse,ridge,uNb9QFRL6hY,sleep,bilayout__fg_enclosed__regions,3,0.105700463057,25,
bilayout,coarse,ridge,uNb9QFRL6hY,storage,bilayout__fc__global,1,inf,0,
bilayout,coarse,ridge,uNb9QFRL6hY,work,bilayout__fc__global,1,inf,0,
bilayout,coarse,ridge,wc2JMjhGNzB,bathroom,bilayout__fc__global,3,0.0926652923226,17,
bilayout,coarse,ridge,wc2JMjhGNzB,empty,bilayout__fc__global,1,inf,0,
bilayout,coarse,ridge,wc2JMjhGNzB,sleep,bilayout__fg_enclosed__global,0,0.0488261766732,29,
bilayout,coarse,ridge,yqstnuAEVhm,dining,bilayout__fc__global,1,inf,0,
bilayout,coarse,knn,2t7WUuJeko7,kitchen,bilayout__fc__global,4,inf,0,
bilayout,coarse,knn,7y3sRwLe3Va,living,bilayout__fc__global,4,1.0133650646e-12,17,
bilayout,coarse,knn,B6ByNegPMKs,circulation,bilayout__fc__global,4,inf,0,
bilayout,coarse,knn,S9hNv5qa7GM,sleep,bilayout__fg_enclosed__global,4,0.0862184688449,29,
bilayout,coarse,knn,VFuaQ6m2Qom,bathroom,bilayout__fg_enclosed__global,4,0.0937497466803,16,
bilayout,coarse,knn,Z6MFQCViBuw,dining,bilayout__fc__global,4,inf,0,
bilayout,coarse,knn,e9zR4mvMWw7,sleep,bilayout__fg_enclosed__global,4,0.0925922244787,27,
bilayout,coarse,knn,jtcxE69GiFV,sleep,bilayout__fg_enclosed__global,4,0.0862230956554,29,
bilayout,coarse,knn,pa4otMbVnkk,living,bilayout__fc__global,4,0.00224237353541,15,
bilayout,coarse,knn,rPc6DW4iMge,sleep,bilayout__fg_enclosed__global,4,0.080654554069,31,
bilayout,coarse,knn,uNb9QFRL6hY,bathroom,bilayout__fc__regions,5,0.181817755103,11,
bilayout,coarse,knn,uNb9QFRL6hY,living,bilayout__fc__global,4,0.00240928237326,10,
bilayout,coarse,knn,uNb9QFRL6hY,sleep,bilayout__fg_enclosed__global,4,0.100022405386,25,
bilayout,coarse,knn,uNb9QFRL6hY,storage,bilayout__fc__global,4,inf,0,
bilayout,coarse,knn,uNb9QFRL6hY,work,bilayout__fc__global,4,inf,0,
bilayout,coarse,knn,wc2JMjhGNzB,bathroom,bilayout__fc__global,4,0.0882349386811,17,
bilayout,coarse,knn,wc2JMjhGNzB,empty,bilayout__fc__global,4,inf,0,
bilayout,coarse,knn,wc2JMjhGNzB,sleep,bilayout__fg_enclosed__global,11,0.0689771622419,29,
bilayout,coarse,knn,yqstnuAEVhm,dining,bilayout__fc__global,4,inf,0,
bilayout,main,ridge,2t7WUuJeko7,kitchen,bilayout__fc__global,1,inf,0,
bilayout,main,ridge,7y3sRwLe3Va,living,bilayout__fc__global,0,1.0133650646e-12,17,
bilayout,main,ridge,B6ByNegPMKs,circulation,bilayout__fc__global,1,inf,0,
bilayout,main,ridge,S9hNv5qa7GM,sleep,bilayout__fg_enclosed__global,0,0.053022608161,29,
bilayout,main,ridge,VFuaQ6m2Qom,bathroom,bilayout__fg_extended__regions,3,0.0549005717039,16,
bilayout,main,ridge,Z6MFQCViBuw,dining,bilayout__fc__global,1,inf,0,
bilayout,main,ridge,e9zR4mvMWw7,sleep,bilayout__fg_enclosed__global,3,0.0544826537371,27,
bilayout,main,ridge,jtcxE69GiFV,sleep,bilayout__fg_enclosed__global,7,0.092488758266,29,
bilayout,main,ridge,pa4otMbVnkk,living,bilayout__fc__global,0,1.01336495618e-12,15,
bilayout,main,ridge,rPc6DW4iMge,sleep,bilayout__fg_enclosed__global,0,0.0437728948891,31,
bilayout,main,ridge,uNb9QFRL6hY,bathroom,bilayout__fc__regions,3,0.188080012798,11,
bilayout,main,ridge,uNb9QFRL6hY,living,bilayout__fc__global,0,1.01336495618e-12,10,
bilayout,main,ridge,uNb9QFRL6hY,sleep,bilayout__fg_extended__regions,3,0.1054809466,25,
bilayout,main,ridge,uNb9QFRL6hY,storage,bilayout__fc__global,1,inf,0,
bilayout,main,ridge,uNb9QFRL6hY,work,bilayout__fc__global,1,inf,0,
bilayout,main,ridge,wc2JMjhGNzB,bathroom,bilayout__fc__global,3,0.0926652923226,17,
bilayout,main,ridge,wc2JMjhGNzB,empty,bilayout__fc__global,1,inf,0,
bilayout,main,ridge,wc2JMjhGNzB,sleep,bilayout__fg_enclosed__global,0,0.048365727067,29,
bilayout,main,ridge,yqstnuAEVhm,dining,bilayout__fc__global,1,inf,0,
bilayout,main,knn,2t7WUuJeko7,kitchen,bilayout__fc__global,4,inf,0,
bilayout,main,knn,7y3sRwLe3Va,living,bilayout__fc__global,4,1.0133650646e-12,17,
bilayout,main,knn,B6ByNegPMKs,circulation,bilayout__fc__global,4,inf,0,
bilayout,main,knn,S9hNv5qa7GM,sleep,bilayout__fg_enclosed__global,4,0.0862065479159,29,
bilayout,main,knn,VFuaQ6m2Qom,bathroom,bilayout__fg_enclosed__global,4,0.0937497466803,16,
bilayout,main,knn,Z6MFQCViBuw,dining,bilayout__fc__global,4,inf,0,
bilayout,main,knn,e9zR4mvMWw7,sleep,bilayout__fg_enclosed__global,4,0.0925922244787,27,
bilayout,main,knn,jtcxE69GiFV,sleep,bilayout__fg_enclosed__global,4,0.0862065479159,29,
bilayout,main,knn,pa4otMbVnkk,living,bilayout__fc__global,4,1.01336495618e-12,15,
bilayout,main,knn,rPc6DW4iMge,sleep,bilayout__fg_enclosed__global,4,0.0806448385119,31,
bilayout,main,knn,uNb9QFRL6hY,bathroom,bilayout__fc__regions,5,0.181817755103,11,
bilayout,main,knn,uNb9QFRL6hY,living,bilayout__fc__global,4,1.01336495618e-12,10,
bilayout,main,knn,uNb9QFRL6hY,sleep,bilayout__fg_enclosed__global,4,0.0999995991588,25,
bilayout,main,knn,uNb9QFRL6hY,storage,bilayout__fc__global,4,inf,0,
bilayout,main,knn,uNb9QFRL6hY,work,bilayout__fc__global,4,inf,0,
bilayout,main,knn,wc2JMjhGNzB,bathroom,bilayout__fc__global,4,0.0882349386811,17,
bilayout,main,knn,wc2JMjhGNzB,empty,bilayout__fc__global,4,inf,0,
bilayout,main,knn,wc2JMjhGNzB,sleep,bilayout__fg_enclosed__global,11,0.068965241313,29,
bilayout,main,knn,yqstnuAEVhm,dining,bilayout__fc__global,4,inf,0,
ulayout,global,ridge,2t7WUuJeko7,kitchen,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,7y3sRwLe3Va,living,ulayout__compressed__global,0,1.0133650646e-12,17,
ulayout,global,ridge,B6ByNegPMKs,circulation,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,S9hNv5qa7GM,sleep,ulayout__compressed__global,3,0.086206458509,29,
ulayout,global,ridge,VFuaQ6m2Qom,bathroom,ulayout__compressed__local16,0,0.092283397913,16,
ulayout,global,ridge,Z6MFQCViBuw,dining,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,e9zR4mvMWw7,sleep,ulayout__transformer__local16,3,0.116730183363,27,
ulayout,global,ridge,jtcxE69GiFV,sleep,ulayout__transformer__global,3,0.0985434278846,29,
ulayout,global,ridge,pa4otMbVnkk,living,ulayout__compressed__global,0,1.01336495618e-12,15,
ulayout,global,ridge,rPc6DW4iMge,sleep,ulayout__transformer__global,3,0.111165136099,31,
ulayout,global,ridge,uNb9QFRL6hY,bathroom,ulayout__compressed__local16,3,0.223662719131,11,
ulayout,global,ridge,uNb9QFRL6hY,living,ulayout__compressed__global,0,1.01336495618e-12,10,
ulayout,global,ridge,uNb9QFRL6hY,sleep,ulayout__transformer__global,3,0.121545307338,25,
ulayout,global,ridge,uNb9QFRL6hY,storage,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,uNb9QFRL6hY,work,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,wc2JMjhGNzB,bathroom,ulayout__transformer__global,0,0.0925970077515,17,
ulayout,global,ridge,wc2JMjhGNzB,empty,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,wc2JMjhGNzB,sleep,ulayout__transformer__global,10,0.0986274853349,29,
ulayout,global,ridge,yqstnuAEVhm,dining,ulayout__compressed__global,1,inf,0,
ulayout,global,knn,2t7WUuJeko7,kitchen,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,7y3sRwLe3Va,living,ulayout__compressed__global,4,1.0133650646e-12,17,
ulayout,global,knn,B6ByNegPMKs,circulation,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,S9hNv5qa7GM,sleep,ulayout__transformer__global,13,0.111034370959,29,
ulayout,global,knn,VFuaQ6m2Qom,bathroom,ulayout__compressed__local16,6,0.152500033379,16,
ulayout,global,knn,Z6MFQCViBuw,dining,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,e9zR4mvMWw7,sleep,ulayout__transformer__global,6,0.134073957801,27,
ulayout,global,knn,jtcxE69GiFV,sleep,ulayout__compressed__global,11,0.0862065479159,29,
ulayout,global,knn,pa4otMbVnkk,living,ulayout__compressed__global,4,1.01336495618e-12,15,
ulayout,global,knn,rPc6DW4iMge,sleep,ulayout__transformer__global,6,0.121290139854,31,
ulayout,global,knn,uNb9QFRL6hY,bathroom,ulayout__compressed__global,5,0.227272287011,11,
ulayout,global,knn,uNb9QFRL6hY,living,ulayout__compressed__global,4,1.01336495618e-12,10,
ulayout,global,knn,uNb9QFRL6hY,sleep,ulayout__transformer__global,4,0.0999995991588,25,
ulayout,global,knn,uNb9QFRL6hY,storage,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,uNb9QFRL6hY,work,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,wc2JMjhGNzB,bathroom,ulayout__compressed__global,4,0.0882349386811,17,
ulayout,global,knn,wc2JMjhGNzB,empty,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,wc2JMjhGNzB,sleep,ulayout__transformer__global,6,0.121379137039,29,
ulayout,global,knn,yqstnuAEVhm,dining,ulayout__compressed__global,4,inf,0,
ulayout,coarse,ridge,2t7WUuJeko7,kitchen,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,7y3sRwLe3Va,living,ulayout__compressed__global,0,1.0133650646e-12,17,
ulayout,coarse,ridge,B6ByNegPMKs,circulation,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,S9hNv5qa7GM,sleep,ulayout__compressed__global,3,0.085706807673,29,
ulayout,coarse,ridge,VFuaQ6m2Qom,bathroom,ulayout__compressed__local16,0,0.092283397913,16,
ulayout,coarse,ridge,Z6MFQCViBuw,dining,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,e9zR4mvMWw7,sleep,ulayout__transformer__local16,3,0.116730183363,27,
ulayout,coarse,ridge,jtcxE69GiFV,sleep,ulayout__transformer__global,3,0.0988511219621,29,
ulayout,coarse,ridge,pa4otMbVnkk,living,ulayout__compressed__global,0,0.00224237353541,15,
ulayout,coarse,ridge,rPc6DW4iMge,sleep,ulayout__transformer__global,3,0.111828245223,31,
ulayout,coarse,ridge,uNb9QFRL6hY,bathroom,ulayout__compressed__local16,3,0.223662719131,11,
ulayout,coarse,ridge,uNb9QFRL6hY,living,ulayout__compressed__global,0,0.00240928237326,10,
ulayout,coarse,ridge,uNb9QFRL6hY,sleep,ulayout__transformer__global,3,0.121715784073,25,
ulayout,coarse,ridge,uNb9QFRL6hY,storage,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,uNb9QFRL6hY,work,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,wc2JMjhGNzB,bathroom,ulayout__transformer__global,0,0.0925970077515,17,
