design,feature,baseline,algorithm,n_relation_eligible_images,n_supported_components,supported_component_macro_rps,total_images
within_coarse,dinov3__block11__panorama_mean,global,knn,54,9,0.149646396396,106
within_coarse,dinov3__block11__panorama_mean,global,ridge,54,9,0.13827277547,106
within_coarse,dinov3__block11__panorama_mean,main,knn,54,9,0.145072331509,106
within_coarse,dinov3__block11__panorama_mean,main,ridge,54,9,0.133698710583,106
within_coarse,dinov3__block12__faces_concat,coarse,knn,54,9,0.135769894986,106
within_coarse,dinov3__block12__faces_concat,coarse,ridge,54,9,0.113428210964,106
within_coarse,dinov3__block12__faces_concat,global,knn,54,9,0.135769894986,106
within_coarse,dinov3__block12__faces_concat,global,ridge,54,9,0.113428210964,106
within_coarse,dinov3__block12__faces_concat,main,knn,54,9,0.131195830099,106
within_coarse,dinov3__block12__faces_concat,main,ridge,54,9,0.108854146077,106
within_coarse,dinov3__block12__faces_global,coarse,knn,54,9,0.122725830703,106
within_coarse,dinov3__block12__faces_global,coarse,ridge,54,9,0.114531894495,106
within_coarse,dinov3__block12__faces_global,global,knn,54,9,0.122725830703,106
within_coarse,dinov3__block12__faces_global,global,ridge,54,9,0.114531894495,106
within_coarse,dinov3__block12__faces_global,main,knn,54,9,0.118151765816,106
within_coarse,dinov3__block12__faces_global,main,ridge,54,9,0.109957829608,106
within_coarse,dinov3__block12__faces_local16,coarse,knn,54,9,0.148397730487,106
within_coarse,dinov3__block12__faces_local16,coarse,ridge,54,9,0.120230792689,106
within_coarse,dinov3__block12__faces_local16,global,knn,54,9,0.148397730487,106
within_coarse,dinov3__block12__faces_local16,global,ridge,54,9,0.120230792689,106
within_coarse,dinov3__block12__faces_local16,main,knn,54,9,0.1438236656,106
within_coarse,dinov3__block12__faces_local16,main,ridge,54,9,0.115656727802,106
within_coarse,dinov3__block12__faces_local96,coarse,knn,54,9,0.133336088164,106
within_coarse,dinov3__block12__faces_local96,coarse,ridge,54,9,0.124665422537,106
within_coarse,dinov3__block12__faces_local96,global,knn,54,9,0.133336088164,106
within_coarse,dinov3__block12__faces_local96,global,ridge,54,9,0.124665422537,106
within_coarse,dinov3__block12__faces_local96,main,knn,54,9,0.128762023278,106
within_coarse,dinov3__block12__faces_local96,main,ridge,54,9,0.12009135765,106
within_coarse,dinov3__block12__panorama_global,coarse,knn,54,9,0.142373076746,106
within_coarse,dinov3__block12__panorama_global,coarse,ridge,54,9,0.125354830182,106
within_coarse,dinov3__block12__panorama_global,global,knn,54,9,0.142373076746,106
within_coarse,dinov3__block12__panorama_global,global,ridge,54,9,0.125354830182,106
within_coarse,dinov3__block12__panorama_global,main,knn,54,9,0.137799011859,106
within_coarse,dinov3__block12__panorama_global,main,ridge,54,9,0.120780765295,106
within_coarse,dinov3__block12__panorama_local16,coarse,knn,54,9,0.141180791507,106
within_coarse,dinov3__block12__panorama_local16,coarse,ridge,54,9,0.126135377913,106
within_coarse,dinov3__block12__panorama_local16,global,knn,54,9,0.141180791507,106
within_coarse,dinov3__block12__panorama_local16,global,ridge,54,9,0.126135377913,106
within_coarse,dinov3__block12__panorama_local16,main,knn,54,9,0.13660672662,106
within_coarse,dinov3__block12__panorama_local16,main,ridge,54,9,0.121561313026,106
within_coarse,dinov3__block12__panorama_mean,coarse,knn,54,9,0.123360789777,106
within_coarse,dinov3__block12__panorama_mean,coarse,ridge,54,9,0.121801066519,106
within_coarse,dinov3__block12__panorama_mean,global,knn,54,9,0.123360789777,106
within_coarse,dinov3__block12__panorama_mean,global,ridge,54,9,0.121801066519,106
within_coarse,dinov3__block12__panorama_mean,main,knn,54,9,0.11878672489,106
within_coarse,dinov3__block12__panorama_mean,main,ridge,54,9,0.117227001632,106
within_coarse,dinov3__block3__faces_concat,coarse,knn,54,9,0.140037970762,106
within_coarse,dinov3__block3__faces_concat,coarse,ridge,54,9,0.133328505672,106
within_coarse,dinov3__block3__faces_concat,global,knn,54,9,0.140037970762,106
within_coarse,dinov3__block3__faces_concat,global,ridge,54,9,0.133328505672,106
within_coarse,dinov3__block3__faces_concat,main,knn,54,9,0.135463905875,106
within_coarse,dinov3__block3__faces_concat,main,ridge,54,9,0.128754440785,106
within_coarse,dinov3__block3__faces_global,coarse,knn,54,9,0.1385423753,106
within_coarse,dinov3__block3__faces_global,coarse,ridge,54,9,0.129531791962,106
within_coarse,dinov3__block3__faces_global,global,knn,54,9,0.1385423753,106
within_coarse,dinov3__block3__faces_global,global,ridge,54,9,0.129531791962,106
within_coarse,dinov3__block3__faces_global,main,knn,54,9,0.133968310414,106
within_coarse,dinov3__block3__faces_global,main,ridge,54,9,0.124957727075,106
within_coarse,dinov3__block3__faces_local16,coarse,knn,54,9,0.146598837923,106
within_coarse,dinov3__block3__faces_local16,coarse,ridge,54,9,0.133038419175,106
within_coarse,dinov3__block3__faces_local16,global,knn,54,9,0.146598837923,106
within_coarse,dinov3__block3__faces_local16,global,ridge,54,9,0.133038419175,106
within_coarse,dinov3__block3__faces_local16,main,knn,54,9,0.142024773036,106
within_coarse,dinov3__block3__faces_local16,main,ridge,54,9,0.128464354288,106
within_coarse,dinov3__block3__faces_local96,coarse,knn,54,9,0.144009735134,106
within_coarse,dinov3__block3__faces_local96,coarse,ridge,54,9,0.131347926559,106
within_coarse,dinov3__block3__faces_local96,global,knn,54,9,0.144009735134,106
within_coarse,dinov3__block3__faces_local96,global,ridge,54,9,0.131347926559,106
within_coarse,dinov3__block3__faces_local96,main,knn,54,9,0.139435670247,106
within_coarse,dinov3__block3__faces_local96,main,ridge,54,9,0.126773861672,106
within_coarse,dinov3__block3__panorama_global,coarse,knn,54,9,0.141025589301,106
within_coarse,dinov3__block3__panorama_global,coarse,ridge,54,9,0.119057846202,106
within_coarse,dinov3__block3__panorama_global,global,knn,54,9,0.141025589301,106
within_coarse,dinov3__block3__panorama_global,global,ridge,54,9,0.119057846202,106
within_coarse,dinov3__block3__panorama_global,main,knn,54,9,0.136451524414,106
within_coarse,dinov3__block3__panorama_global,main,ridge,54,9,0.114483781315,106
within_coarse,dinov3__block3__panorama_local16,coarse,knn,54,9,0.149470111669,106
within_coarse,dinov3__block3__panorama_local16,coarse,ridge,54,9,0.122468901639,106
within_coarse,dinov3__block3__panorama_local16,global,knn,54,9,0.149470111669,106
within_coarse,dinov3__block3__panorama_local16,global,ridge,54,9,0.122468901639,106
within_coarse,dinov3__block3__panorama_local16,main,knn,54,9,0.144896046782,106
within_coarse,dinov3__block3__panorama_local16,main,ridge,54,9,0.117894836752,106
within_coarse,dinov3__block3__panorama_mean,coarse,knn,54,9,0.129731072622,106
within_coarse,dinov3__block3__panorama_mean,coarse,ridge,54,9,0.118070891769,106
within_coarse,dinov3__block3__panorama_mean,global,knn,54,9,0.129731072622,106
within_coarse,dinov3__block3__panorama_mean,global,ridge,54,9,0.118070891769,106
within_coarse,dinov3__block3__panorama_mean,main,knn,54,9,0.125157007735,106
within_coarse,dinov3__block3__panorama_mean,main,ridge,54,9,0.113496826882,106
within_coarse,dinov3__block6__faces_concat,coarse,knn,54,9,0.155896828965,106
within_coarse,dinov3__block6__faces_concat,coarse,ridge,54,9,0.13928875198,106
within_coarse,dinov3__block6__faces_concat,global,knn,54,9,0.155896828965,106
within_coarse,dinov3__block6__faces_concat,global,ridge,54,9,0.13928875198,106
within_coarse,dinov3__block6__faces_concat,main,knn,54,9,0.151322764078,106
within_coarse,dinov3__block6__faces_concat,main,ridge,54,9,0.134714687094,106
within_coarse,dinov3__block6__faces_global,coarse,knn,54,9,0.142690474221,106
within_coarse,dinov3__block6__faces_global,coarse,ridge,54,9,0.121259849223,106
within_coarse,dinov3__block6__faces_global,global,knn,54,9,0.142690474221,106
within_coarse,dinov3__block6__faces_global,global,ridge,54,9,0.121259849223,106
within_coarse,dinov3__block6__faces_global,main,knn,54,9,0.138116409334,106
within_coarse,dinov3__block6__faces_global,main,ridge,54,9,0.116685784336,106
within_coarse,dinov3__block6__faces_local16,coarse,knn,54,9,0.145726372612,106
within_coarse,dinov3__block6__faces_local16,coarse,ridge,54,9,0.131512521125,106
within_coarse,dinov3__block6__faces_local16,global,knn,54,9,0.145726372612,106
within_coarse,dinov3__block6__faces_local16,global,ridge,54,9,0.131512521125,106
within_coarse,dinov3__block6__faces_local16,main,knn,54,9,0.141152307725,106
within_coarse,dinov3__block6__faces_local16,main,ridge,54,9,0.126938456238,106
within_coarse,dinov3__block6__faces_local96,coarse,knn,54,9,0.151454692301,106
within_coarse,dinov3__block6__faces_local96,coarse,ridge,54,9,0.128907953638,106
within_coarse,dinov3__block6__faces_local96,global,knn,54,9,0.151454692301,106
within_coarse,dinov3__block6__faces_local96,global,ridge,54,9,0.128907953638,106
within_coarse,dinov3__block6__faces_local96,main,knn,54,9,0.146880627414,106
within_coarse,dinov3__block6__faces_local96,main,ridge,54,9,0.124333888751,106
within_coarse,dinov3__block6__panorama_global,coarse,knn,54,9,0.162817392115,106
within_coarse,dinov3__block6__panorama_global,coarse,ridge,54,9,0.132208265066,106
within_coarse,dinov3__block6__panorama_global,global,knn,54,9,0.162817392115,106
within_coarse,dinov3__block6__panorama_global,global,ridge,54,9,0.132208265066,106
within_coarse,dinov3__block6__panorama_global,main,knn,54,9,0.158243327228,106
within_coarse,dinov3__block6__panorama_global,main,ridge,54,9,0.127634200179,106
within_coarse,dinov3__block6__panorama_local16,coarse,knn,54,9,0.149561720778,106
within_coarse,dinov3__block6__panorama_local16,coarse,ridge,54,9,0.1284440023,106
within_coarse,dinov3__block6__panorama_local16,global,knn,54,9,0.149561720778,106
within_coarse,dinov3__block6__panorama_local16,global,ridge,54,9,0.1284440023,106
within_coarse,dinov3__block6__panorama_local16,main,knn,54,9,0.144987655891,106
within_coarse,dinov3__block6__panorama_local16,main,ridge,54,9,0.123869937413,106
within_coarse,dinov3__block6__panorama_mean,coarse,knn,54,9,0.15379448937,106
within_coarse,dinov3__block6__panorama_mean,coarse,ridge,54,9,0.136165673668,106
within_coarse,dinov3__block6__panorama_mean,global,knn,54,9,0.15379448937,106
within_coarse,dinov3__block6__panorama_mean,global,ridge,54,9,0.136165673668,106
within_coarse,dinov3__block6__panorama_mean,main,knn,54,9,0.149220424483,106
within_coarse,dinov3__block6__panorama_mean,main,ridge,54,9,0.131591608781,106
within_coarse,dinov3__block9__faces_concat,coarse,knn,54,9,0.150662214353,106
within_coarse,dinov3__block9__faces_concat,coarse,ridge,54,9,0.127356687238,106
within_coarse,dinov3__block9__faces_concat,global,knn,54,9,0.150662214353,106
within_coarse,dinov3__block9__faces_concat,global,ridge,54,9,0.127356687238,106
within_coarse,dinov3__block9__faces_concat,main,knn,54,9,0.146088149466,106
within_coarse,dinov3__block9__faces_concat,main,ridge,54,9,0.122782622351,106
within_coarse,dinov3__block9__faces_global,coarse,knn,54,9,0.140461228032,106
within_coarse,dinov3__block9__faces_global,coarse,ridge,54,9,0.12779045417,106
within_coarse,dinov3__block9__faces_global,global,knn,54,9,0.140461228032,106
within_coarse,dinov3__block9__faces_global,global,ridge,54,9,0.12779045417,106
within_coarse,dinov3__block9__faces_global,main,knn,54,9,0.135887163145,106
within_coarse,dinov3__block9__faces_global,main,ridge,54,9,0.123216389283,106
within_coarse,dinov3__block9__faces_local16,coarse,knn,54,9,0.140376637406,106
within_coarse,dinov3__block9__faces_local16,coarse,ridge,54,9,0.12819362158,106
within_coarse,dinov3__block9__faces_local16,global,knn,54,9,0.140376637406,106
within_coarse,dinov3__block9__faces_local16,global,ridge,54,9,0.12819362158,106
within_coarse,dinov3__block9__faces_local16,main,knn,54,9,0.135802572519,106
within_coarse,dinov3__block9__faces_local16,main,ridge,54,9,0.123619556693,106
within_coarse,dinov3__block9__faces_local96,coarse,knn,54,9,0.153375884062,106
within_coarse,dinov3__block9__faces_local96,coarse,ridge,54,9,0.128466425174,106
within_coarse,dinov3__block9__faces_local96,global,knn,54,9,0.153375884062,106
within_coarse,dinov3__block9__faces_local96,global,ridge,54,9,0.128466425174,106
within_coarse,dinov3__block9__faces_local96,main,knn,54,9,0.148801819175,106
within_coarse,dinov3__block9__faces_local96,main,ridge,54,9,0.123892360287,106
within_coarse,dinov3__block9__panorama_global,coarse,knn,54,9,0.147275992218,106
within_coarse,dinov3__block9__panorama_global,coarse,ridge,54,9,0.135490439701,106
within_coarse,dinov3__block9__panorama_global,global,knn,54,9,0.147275992218,106
within_coarse,dinov3__block9__panorama_global,global,ridge,54,9,0.135490439701,106
within_coarse,dinov3__block9__panorama_global,main,knn,54,9,0.142701927331,106
within_coarse,dinov3__block9__panorama_global,main,ridge,54,9,0.130916374814,106
within_coarse,dinov3__block9__panorama_local16,coarse,knn,54,9,0.151233696731,106
within_coarse,dinov3__block9__panorama_local16,coarse,ridge,54,9,0.12161801753,106
within_coarse,dinov3__block9__panorama_local16,global,knn,54,9,0.151233696731,106
within_coarse,dinov3__block9__panorama_local16,global,ridge,54,9,0.12161801753,106
within_coarse,dinov3__block9__panorama_local16,main,knn,54,9,0.146659631844,106
within_coarse,dinov3__block9__panorama_local16,main,ridge,54,9,0.117043952643,106
within_coarse,dinov3__block9__panorama_mean,coarse,knn,54,9,0.13991097958,106
within_coarse,dinov3__block9__panorama_mean,coarse,ridge,54,9,0.131754250156,106
within_coarse,dinov3__block9__panorama_mean,global,knn,54,9,0.13991097958,106
within_coarse,dinov3__block9__panorama_mean,global,ridge,54,9,0.131754250156,106
within_coarse,dinov3__block9__panorama_mean,main,knn,54,9,0.135336914693,106
within_coarse,dinov3__block9__panorama_mean,main,ridge,54,9,0.127180185269,106
within_coarse,dinov3__cls__faces_concat,coarse,knn,54,9,0.151191427352,106
within_coarse,dinov3__cls__faces_concat,coarse,ridge,54,9,0.122490971056,106
within_coarse,dinov3__cls__faces_concat,global,knn,54,9,0.151191427352,106
within_coarse,dinov3__cls__faces_concat,global,ridge,54,9,0.122490971056,106
within_coarse,dinov3__cls__faces_concat,main,knn,54,9,0.146617362465,106
within_coarse,dinov3__cls__faces_concat,main,ridge,54,9,0.117916906169,106
within_coarse,dinov3__cls__faces_global,coarse,knn,54,9,0.112066228793,106
within_coarse,dinov3__cls__faces_global,coarse,ridge,54,9,0.123094374943,106
within_coarse,dinov3__cls__faces_global,global,knn,54,9,0.112066228793,106
within_coarse,dinov3__cls__faces_global,global,ridge,54,9,0.123094374943,106
within_coarse,dinov3__cls__faces_global,main,knn,54,9,0.107492163906,106
within_coarse,dinov3__cls__faces_global,main,ridge,54,9,0.118520310056,106
within_coarse,dinov3__cls__panorama,coarse,knn,54,9,0.134175530006,106
within_coarse,dinov3__cls__panorama,coarse,ridge,54,9,0.124480094764,106
within_coarse,dinov3__cls__panorama,global,knn,54,9,0.134175530006,106
within_coarse,dinov3__cls__panorama,global,ridge,54,9,0.124480094764,106
within_coarse,dinov3__cls__panorama,main,knn,54,9,0.129601465119,106
within_coarse,dinov3__cls__panorama,main,ridge,54,9,0.119906029877,106
within_coarse,feedback__all,coarse,knn,54,9,0.0818794416772,106
within_coarse,feedback__all,coarse,ridge,54,9,0.082644858676,106
within_coarse,feedback__all,global,knn,54,9,0.0818794416772,106
within_coarse,feedback__all,global,ridge,54,9,0.082644858676,106
within_coarse,feedback__all,main,knn,54,9,0.0773053767903,106
within_coarse,feedback__all,main,ridge,54,9,0.0780707937891,106
within_coarse,feedback__between_models,coarse,knn,54,9,0.0919745674514,106
within_coarse,feedback__between_models,coarse,ridge,54,9,0.0871607842038,106
within_coarse,feedback__between_models,global,knn,54,9,0.0919745674514,106
within_coarse,feedback__between_models,global,ridge,54,9,0.0871607842038,106
within_coarse,feedback__between_models,main,knn,54,9,0.0874005025645,106
within_coarse,feedback__between_models,main,ridge,54,9,0.0825867193169,106
within_coarse,feedback__bi_scope,coarse,knn,54,9,0.113688931851,106
within_coarse,feedback__bi_scope,coarse,ridge,54,9,0.137292773076,106
within_coarse,feedback__bi_scope,global,knn,54,9,0.113688931851,106
within_coarse,feedback__bi_scope,global,ridge,54,9,0.137292773076,106
within_coarse,feedback__bi_scope,main,knn,54,9,0.109114866964,106
within_coarse,feedback__bi_scope,main,ridge,54,9,0.132718708189,106
within_coarse,feedback__da3,coarse,knn,54,9,0.16384750885,106
within_coarse,feedback__da3,coarse,ridge,54,9,0.128120702977,106
within_coarse,feedback__da3,global,knn,54,9,0.16384750885,106
within_coarse,feedback__da3,global,ridge,54,9,0.128120702977,106
within_coarse,feedback__da3,main,knn,54,9,0.159273443963,106
within_coarse,feedback__da3,main,ridge,54,9,0.12354663809,106
within_coarse,feedback__point_counts,coarse,knn,54,9,0.0585143560528,106
within_coarse,feedback__point_counts,coarse,ridge,54,9,0.0741179883987,106
within_coarse,feedback__point_counts,global,knn,54,9,0.0585143560528,106
within_coarse,feedback__point_counts,global,ridge,54,9,0.0741179883987,106
within_coarse,feedback__point_counts,main,knn,54,9,0.0539402911659,106
within_coarse,feedback__point_counts,main,ridge,54,9,0.0695439235118,106
within_coarse,feedback__rotation,coarse,knn,54,9,0.126090978483,106
within_coarse,feedback__rotation,coarse,ridge,54,9,0.118992725041,106
within_coarse,feedback__rotation,global,knn,54,9,0.126090978483,106
within_coarse,feedback__rotation,global,ridge,54,9,0.118992725041,106
within_coarse,feedback__rotation,main,knn,54,9,0.121516913596,106
within_coarse,feedback__rotation,main,ridge,54,9,0.114418660154,106
within_coarse,hohonet__compressed__global,coarse,knn,54,9,0.138323692438,106
within_coarse,hohonet__compressed__global,coarse,ridge,54,9,0.169218312924,106
within_coarse,hohonet__compressed__global,global,knn,54,9,0.138323692438,106
within_coarse,hohonet__compressed__global,global,ridge,54,9,0.169218312924,106
within_coarse,hohonet__compressed__global,main,knn,54,9,0.133749627551,106
within_coarse,hohonet__compressed__global,main,ridge,54,9,0.164644248037,106
within_coarse,hohonet__compressed__regions,coarse,knn,54,9,0.132658919162,106
within_coarse,hohonet__compressed__regions,coarse,ridge,54,9,0.143978795478,106
within_coarse,hohonet__compressed__regions,global,knn,54,9,0.132658919162,106
within_coarse,hohonet__compressed__regions,global,ridge,54,9,0.143978795478,106
within_coarse,hohonet__compressed__regions,main,knn,54,9,0.128084854275,106
within_coarse,hohonet__compressed__regions,main,ridge,54,9,0.139404730591,106
within_coarse,hohonet__encoder_stage2__global,coarse,knn,54,9,0.14160409136,106
within_coarse,hohonet__encoder_stage2__global,coarse,ridge,54,9,0.133299525442,106
within_coarse,hohonet__encoder_stage2__global,global,knn,54,9,0.14160409136,106
within_coarse,hohonet__encoder_stage2__global,global,ridge,54,9,0.133299525442,106
within_coarse,hohonet__encoder_stage2__global,main,knn,54,9,0.137030026473,106
within_coarse,hohonet__encoder_stage2__global,main,ridge,54,9,0.128725460555,106
within_coarse,hohonet__encoder_stage2__regions,coarse,knn,54,9,0.152976269835,106
within_coarse,hohonet__encoder_stage2__regions,coarse,ridge,54,9,0.124792942415,106
within_coarse,hohonet__encoder_stage2__regions,global,knn,54,9,0.152976269835,106
within_coarse,hohonet__encoder_stage2__regions,global,ridge,54,9,0.124792942415,106
within_coarse,hohonet__encoder_stage2__regions,main,knn,54,9,0.148402204948,106
within_coarse,hohonet__encoder_stage2__regions,main,ridge,54,9,0.120218877528,106
within_coarse,hohonet__encoder_stage4__global,coarse,knn,54,9,0.137667558065,106
within_coarse,hohonet__encoder_stage4__global,coarse,ridge,54,9,0.134487782838,106
within_coarse,hohonet__encoder_stage4__global,global,knn,54,9,0.137667558065,106
within_coarse,hohonet__encoder_stage4__global,global,ridge,54,9,0.134487782838,106
within_coarse,hohonet__encoder_stage4__global,main,knn,54,9,0.133093493178,106
within_coarse,hohonet__encoder_stage4__global,main,ridge,54,9,0.129913717951,106
within_coarse,hohonet__encoder_stage4__regions,coarse,knn,54,9,0.135276097003,106
within_coarse,hohonet__encoder_stage4__regions,coarse,ridge,54,9,0.146624475429,106
within_coarse,hohonet__encoder_stage4__regions,global,knn,54,9,0.135276097003,106
within_coarse,hohonet__encoder_stage4__regions,global,ridge,54,9,0.146624475429,106
within_coarse,hohonet__encoder_stage4__regions,main,knn,54,9,0.130702032116,106
within_coarse,hohonet__encoder_stage4__regions,main,ridge,54,9,0.142050410543,106
within_coarse,hohonet__legacy_current,coarse,knn,54,9,0.125350178054,106
within_coarse,hohonet__legacy_current,coarse,ridge,54,9,0.145697931019,106
within_coarse,hohonet__legacy_current,global,knn,54,9,0.125350178054,106
within_coarse,hohonet__legacy_current,global,ridge,54,9,0.145697931019,106
within_coarse,hohonet__legacy_current,main,knn,54,9,0.120776113167,106
within_coarse,hohonet__legacy_current,main,ridge,54,9,0.141123866132,106
within_coarse,hohonet__refined__global,coarse,knn,54,9,0.14351590986,106
within_coarse,hohonet__refined__global,coarse,ridge,54,9,0.170809212767,106
within_coarse,hohonet__refined__global,global,knn,54,9,0.14351590986,106
within_coarse,hohonet__refined__global,global,ridge,54,9,0.170809212767,106
within_coarse,hohonet__refined__global,main,knn,54,9,0.138941844973,106
within_coarse,hohonet__refined__global,main,ridge,54,9,0.16623514788,106
within_coarse,hohonet__refined__regions,coarse,knn,54,9,0.135010437427,106
within_coarse,hohonet__refined__regions,coarse,ridge,54,9,0.160073680025,106
within_coarse,hohonet__refined__regions,global,knn,54,9,0.135010437427,106
within_coarse,hohonet__refined__regions,global,ridge,54,9,0.160073680025,106
within_coarse,hohonet__refined__regions,main,knn,54,9,0.130436372541,106
within_coarse,hohonet__refined__regions,main,ridge,54,9,0.155499615139,106
within_coarse,hohonet__shared__global,coarse,knn,54,9,0.137484239965,106
within_coarse,hohonet__shared__global,coarse,ridge,54,9,0.160905302011,106
within_coarse,hohonet__shared__global,global,knn,54,9,0.137484239965,106
within_coarse,hohonet__shared__global,global,ridge,54,9,0.160905302011,106
within_coarse,hohonet__shared__global,main,knn,54,9,0.132910175078,106
within_coarse,hohonet__shared__global,main,ridge,54,9,0.156331237124,106
within_coarse,hohonet__shared__regions,coarse,knn,54,9,0.135835804722,106
within_coarse,hohonet__shared__regions,coarse,ridge,54,9,0.160545308315,106
within_coarse,hohonet__shared__regions,global,knn,54,9,0.135835804722,106
within_coarse,hohonet__shared__regions,global,ridge,54,9,0.160545308315,106
within_coarse,hohonet__shared__regions,main,knn,54,9,0.131261739835,106
within_coarse,hohonet__shared__regions,main,ridge,54,9,0.155971243428,106
within_coarse,selected__all_models,coarse,knn,54,9,0.0794031296945,106
within_coarse,selected__all_models,coarse,ridge,54,9,0.0824867961642,106
within_coarse,selected__all_models,global,knn,54,9,0.0794031296945,106
within_coarse,selected__all_models,global,ridge,54,9,0.0824867961642,106
within_coarse,selected__all_models,main,knn,54,9,0.0748290648076,106
within_coarse,selected__all_models,main,ridge,54,9,0.0779127312773,106
within_coarse,selected__bilayout,coarse,knn,54,9,0.0794031296945,106
within_coarse,selected__bilayout,coarse,ridge,54,9,0.0794518667147,106
within_coarse,selected__bilayout,global,knn,54,9,0.0794031296945,106
within_coarse,selected__bilayout,global,ridge,54,9,0.0794518667147,106
within_coarse,selected__bilayout,main,knn,54,9,0.0748290648076,106
within_coarse,selected__bilayout,main,ridge,54,9,0.0748778018278,106
within_coarse,selected__da3,coarse,knn,54,9,0.155191419286,106
within_coarse,selected__da3,coarse,ridge,54,9,0.129189813267,106
within_coarse,selected__da3,global,knn,54,9,0.155191419286,106
within_coarse,selected__da3,global,ridge,54,9,0.129189813267,106
within_coarse,selected__da3,main,knn,54,9,0.150617354399,106
within_coarse,selected__da3,main,ridge,54,9,0.12461574838,106
within_coarse,selected__dinov3,coarse,knn,54,9,0.172877291402,106
within_coarse,selected__dinov3,coarse,ridge,54,9,0.12955800634,106
within_coarse,selected__dinov3,global,knn,54,9,0.172877291402,106
within_coarse,selected__dinov3,global,ridge,54,9,0.12955800634,106
within_coarse,selected__dinov3,main,knn,54,9,0.168303226515,106
within_coarse,selected__dinov3,main,ridge,54,9,0.124983941453,106
within_coarse,selected__existing,coarse,knn,54,9,0.0794031296945,106
within_coarse,selected__existing,coarse,ridge,54,9,0.0786027153047,106
within_coarse,selected__existing,global,knn,54,9,0.0794031296945,106
within_coarse,selected__existing,global,ridge,54,9,0.0786027153047,106
within_coarse,selected__existing,main,knn,54,9,0.0748290648076,106
within_coarse,selected__existing,main,ridge,54,9,0.0740286504178,106
within_coarse,selected__existing_plus_dino,coarse,knn,54,9,0.0817730916616,106
within_coarse,selected__existing_plus_dino,coarse,ridge,54,9,0.0799917102609,106
within_coarse,selected__existing_plus_dino,global,knn,54,9,0.0817730916616,106
within_coarse,selected__existing_plus_dino,global,ridge,54,9,0.0799917102609,106
within_coarse,selected__existing_plus_dino,main,knn,54,9,0.0771990267747,106
within_coarse,selected__existing_plus_dino,main,ridge,54,9,0.075417645374,106
within_coarse,selected__feedback,coarse,knn,54,9,0.0794031296945,106
within_coarse,selected__feedback,coarse,ridge,54,9,0.082829034669,106
within_coarse,selected__feedback,global,knn,54,9,0.0794031296945,106
within_coarse,selected__feedback,global,ridge,54,9,0.082829034669,106
within_coarse,selected__feedback,main,knn,54,9,0.0748290648076,106
within_coarse,selected__feedback,main,ridge,54,9,0.0782549697821,106
within_coarse,selected__hohonet,coarse,knn,54,9,0.160863293675,106
within_coarse,selected__hohonet,coarse,ridge,54,9,0.168286950961,106
within_coarse,selected__hohonet,global,knn,54,9,0.160863293675,106
within_coarse,selected__hohonet,global,ridge,54,9,0.168286950961,106
within_coarse,selected__hohonet,main,knn,54,9,0.156289228788,106
within_coarse,selected__hohonet,main,ridge,54,9,0.163712886074,106
within_coarse,selected__semantic,coarse,knn,54,9,0.159826220395,106
within_coarse,selected__semantic,coarse,ridge,54,9,0.17292714195,106
within_coarse,selected__semantic,global,knn,54,9,0.159826220395,106
within_coarse,selected__semantic,global,ridge,54,9,0.17292714195,106
within_coarse,selected__semantic,main,knn,54,9,0.155252155509,106
within_coarse,selected__semantic,main,ridge,54,9,0.168353077063,106
within_coarse,selected__ulayout,coarse,knn,54,9,0.150450527663,106
within_coarse,selected__ulayout,coarse,ridge,54,9,0.121923850161,106
within_coarse,selected__ulayout,global,knn,54,9,0.150450527663,106
within_coarse,selected__ulayout,global,ridge,54,9,0.121923850161,106
within_coarse,selected__ulayout,main,knn,54,9,0.145876462776,106
within_coarse,selected__ulayout,main,ridge,54,9,0.117349785274,106
within_coarse,semantic__ai_fine_functions,coarse,knn,54,9,0.159826220395,106
within_coarse,semantic__ai_fine_functions,coarse,ridge,54,9,0.127635619546,106
within_coarse,semantic__ai_fine_functions,global,knn,54,9,0.159826220395,106
within_coarse,semantic__ai_fine_functions,global,ridge,54,9,0.127635619546,106
within_coarse,semantic__ai_fine_functions,main,knn,54,9,0.155252155509,106
within_coarse,semantic__ai_fine_functions,main,ridge,54,9,0.123061554659,106
within_coarse,semantic__coarse,coarse,knn,54,9,0.134958460077,106
within_coarse,semantic__coarse,coarse,ridge,54,9,0.126645565997,106
within_coarse,semantic__coarse,global,knn,54,9,0.134958460077,106
within_coarse,semantic__coarse,global,ridge,54,9,0.126645565997,106
within_coarse,semantic__coarse,main,knn,54,9,0.13038439519,106
within_coarse,semantic__coarse,main,ridge,54,9,0.12207150111,106
within_coarse,semantic__main_keywords,coarse,knn,54,9,0.181011409798,106
within_coarse,semantic__main_keywords,coarse,ridge,54,9,0.137386778492,106
within_coarse,semantic__main_keywords,global,knn,54,9,0.181011409798,106
within_coarse,semantic__main_keywords,global,ridge,54,9,0.137386778492,106
within_coarse,semantic__main_keywords,main,knn,54,9,0.176437344911,106
within_coarse,semantic__main_keywords,main,ridge,54,9,0.132812713605,106
within_coarse,semantic__main_primary,coarse,knn,54,9,0.134958460077,106
within_coarse,semantic__main_primary,coarse,ridge,54,9,0.126645565997,106
within_coarse,semantic__main_primary,global,knn,54,9,0.134958460077,106
within_coarse,semantic__main_primary,global,ridge,54,9,0.126645565997,106
