design,feature,baseline,algorithm,n_relation_eligible_images,n_supported_components,supported_component_macro_rps,total_images
pooled,feedback__bi_scope,coarse,knn,54,9,0.117705019673,106
pooled,feedback__bi_scope,coarse,ridge,54,9,0.117991873757,106
pooled,feedback__bi_scope,global,knn,54,9,0.167670783346,106
pooled,feedback__bi_scope,global,ridge,54,9,0.157460163772,106
pooled,feedback__bi_scope,main,knn,54,9,0.104052734431,106
pooled,feedback__bi_scope,main,ridge,54,9,0.105076554232,106
pooled,feedback__da3,coarse,knn,54,9,0.152696565862,106
pooled,feedback__da3,coarse,ridge,54,9,0.120604551866,106
pooled,feedback__da3,global,knn,54,9,0.222832854591,106
pooled,feedback__da3,global,ridge,54,9,0.160937236524,106
pooled,feedback__da3,main,knn,54,9,0.142433788613,106
pooled,feedback__da3,main,ridge,54,9,0.106225540993,106
pooled,feedback__point_counts,coarse,knn,54,9,0.0876509147808,106
pooled,feedback__point_counts,coarse,ridge,54,9,0.0933381520345,106
pooled,feedback__point_counts,global,knn,54,9,0.140571260037,106
pooled,feedback__point_counts,global,ridge,54,9,0.127327589628,106
pooled,feedback__point_counts,main,knn,54,9,0.0900379399509,106
pooled,feedback__point_counts,main,ridge,54,9,0.0890172644413,106
pooled,feedback__rotation,coarse,knn,54,9,0.131421286753,106
pooled,feedback__rotation,coarse,ridge,54,9,0.113313850808,106
pooled,feedback__rotation,global,knn,54,9,0.165670017943,106
pooled,feedback__rotation,global,ridge,54,9,0.120384452955,106
pooled,feedback__rotation,main,knn,54,9,0.11054864295,106
pooled,feedback__rotation,main,ridge,54,9,0.0981735387044,106
pooled,hohonet__compressed__global,coarse,knn,54,9,0.139029288017,106
pooled,hohonet__compressed__global,coarse,ridge,54,9,0.160322009205,106
pooled,hohonet__compressed__global,global,knn,54,9,0.169007017161,106
pooled,hohonet__compressed__global,global,ridge,54,9,0.148143532282,106
pooled,hohonet__compressed__global,main,knn,54,9,0.123451971243,106
pooled,hohonet__compressed__global,main,ridge,54,9,0.123178829585,106
pooled,hohonet__compressed__regions,coarse,knn,54,9,0.127199741743,106
pooled,hohonet__compressed__regions,coarse,ridge,54,9,0.127232458526,106
pooled,hohonet__compressed__regions,global,knn,54,9,0.200138400966,106
pooled,hohonet__compressed__regions,global,ridge,54,9,0.197491724331,106
pooled,hohonet__compressed__regions,main,knn,54,9,0.114930688885,106
pooled,hohonet__compressed__regions,main,ridge,54,9,0.110512091365,106
pooled,hohonet__encoder_stage2__global,coarse,knn,54,9,0.132239525682,106
pooled,hohonet__encoder_stage2__global,coarse,ridge,54,9,0.13344371461,106
pooled,hohonet__encoder_stage2__global,global,knn,54,9,0.207440021149,106
pooled,hohonet__encoder_stage2__global,global,ridge,54,9,0.118525518473,106
pooled,hohonet__encoder_stage2__global,main,knn,54,9,0.116874518248,106
pooled,hohonet__encoder_stage2__global,main,ridge,54,9,0.10943215159,106
pooled,hohonet__encoder_stage2__regions,coarse,knn,54,9,0.134842214553,106
pooled,hohonet__encoder_stage2__regions,coarse,ridge,54,9,0.117958468627,106
pooled,hohonet__encoder_stage2__regions,global,knn,54,9,0.160735858266,106
pooled,hohonet__encoder_stage2__regions,global,ridge,54,9,0.147157076374,106
pooled,hohonet__encoder_stage2__regions,main,knn,54,9,0.126864602423,106
pooled,hohonet__encoder_stage2__regions,main,ridge,54,9,0.103889375214,106
pooled,hohonet__encoder_stage4__global,coarse,knn,54,9,0.118028484201,106
pooled,hohonet__encoder_stage4__global,coarse,ridge,54,9,0.130988661282,106
pooled,hohonet__encoder_stage4__global,global,knn,54,9,0.156417392557,106
pooled,hohonet__encoder_stage4__global,global,ridge,54,9,0.156114196671,106
pooled,hohonet__encoder_stage4__global,main,knn,54,9,0.111634521697,106
pooled,hohonet__encoder_stage4__global,main,ridge,54,9,0.109801908177,106
pooled,hohonet__encoder_stage4__regions,coarse,knn,54,9,0.119353286166,106
pooled,hohonet__encoder_stage4__regions,coarse,ridge,54,9,0.127075613881,106
pooled,hohonet__encoder_stage4__regions,global,knn,54,9,0.206763665332,106
pooled,hohonet__encoder_stage4__regions,global,ridge,54,9,0.192081409163,106
pooled,hohonet__encoder_stage4__regions,main,knn,54,9,0.110543640857,106
pooled,hohonet__encoder_stage4__regions,main,ridge,54,9,0.111904845861,106
pooled,hohonet__legacy_current,coarse,knn,54,9,0.107799555155,106
pooled,hohonet__legacy_current,coarse,ridge,54,9,0.133815306282,106
pooled,hohonet__legacy_current,global,knn,54,9,0.152847357309,106
pooled,hohonet__legacy_current,global,ridge,54,9,0.166800808449,106
pooled,hohonet__legacy_current,main,knn,54,9,0.0968694707439,106
pooled,hohonet__legacy_current,main,ridge,54,9,0.113913018665,106
pooled,hohonet__refined__global,coarse,knn,54,9,0.124640712903,106
pooled,hohonet__refined__global,coarse,ridge,54,9,0.152645297303,106
pooled,hohonet__refined__global,global,knn,54,9,0.165794843151,106
pooled,hohonet__refined__global,global,ridge,54,9,0.151610589156,106
pooled,hohonet__refined__global,main,knn,54,9,0.108869179184,106
pooled,hohonet__refined__global,main,ridge,54,9,0.130266961729,106
pooled,hohonet__refined__regions,coarse,knn,54,9,0.120244903214,106
pooled,hohonet__refined__regions,coarse,ridge,54,9,0.134947614613,106
pooled,hohonet__refined__regions,global,knn,54,9,0.231407200509,106
pooled,hohonet__refined__regions,global,ridge,54,9,0.171511474052,106
pooled,hohonet__refined__regions,main,knn,54,9,0.109285102147,106
pooled,hohonet__refined__regions,main,ridge,54,9,0.111467499459,106
pooled,hohonet__shared__global,coarse,knn,54,9,0.114201137457,106
pooled,hohonet__shared__global,coarse,ridge,54,9,0.129507256729,106
pooled,hohonet__shared__global,global,knn,54,9,0.132346492394,106
pooled,hohonet__shared__global,global,ridge,54,9,0.136839722964,106
pooled,hohonet__shared__global,main,knn,54,9,0.114313870149,106
pooled,hohonet__shared__global,main,ridge,54,9,0.105250615783,106
pooled,hohonet__shared__regions,coarse,knn,54,9,0.125879584136,106
pooled,hohonet__shared__regions,coarse,ridge,54,9,0.129549678931,106
pooled,hohonet__shared__regions,global,knn,54,9,0.219601486694,106
pooled,hohonet__shared__regions,global,ridge,54,9,0.165658331165,106
pooled,hohonet__shared__regions,main,knn,54,9,0.115631003895,106
pooled,hohonet__shared__regions,main,ridge,54,9,0.113864572112,106
pooled,selected__all_models,coarse,knn,54,9,0.0876509147808,106
pooled,selected__all_models,coarse,ridge,54,9,0.0920452161153,106
pooled,selected__all_models,global,knn,54,9,0.14634882431,106
pooled,selected__all_models,global,ridge,54,9,0.133256844617,106
pooled,selected__all_models,main,knn,54,9,0.100849298442,106
pooled,selected__all_models,main,ridge,54,9,0.0954470556538,106
pooled,selected__bilayout,coarse,knn,54,9,0.0947351325721,106
pooled,selected__bilayout,coarse,ridge,54,9,0.113756190033,106
pooled,selected__bilayout,global,knn,54,9,0.133017243262,106
pooled,selected__bilayout,global,ridge,54,9,0.132820169872,106
pooled,selected__bilayout,main,knn,54,9,0.084257173818,106
pooled,selected__bilayout,main,ridge,54,9,0.0950797802778,106
pooled,selected__da3,coarse,knn,54,9,0.156364729933,106
pooled,selected__da3,coarse,ridge,54,9,0.138989515251,106
pooled,selected__da3,global,knn,54,9,0.213401471235,106
pooled,selected__da3,global,ridge,54,9,0.185710247361,106
pooled,selected__da3,main,knn,54,9,0.145850871737,106
pooled,selected__da3,main,ridge,54,9,0.129854466628,106
pooled,selected__dinov3,coarse,knn,54,9,0.133996516989,106
pooled,selected__dinov3,coarse,ridge,54,9,0.144201803387,106
pooled,selected__dinov3,global,knn,54,9,0.186459681985,106
pooled,selected__dinov3,global,ridge,54,9,0.11550677046,106
pooled,selected__dinov3,main,knn,54,9,0.127146727532,106
pooled,selected__dinov3,main,ridge,54,9,0.121111344725,106
pooled,selected__existing,coarse,knn,54,9,0.0876509147808,106
pooled,selected__existing,coarse,ridge,54,9,0.0920452161153,106
pooled,selected__existing,global,knn,54,9,0.140571260037,106
pooled,selected__existing,global,ridge,54,9,0.155773504844,106
pooled,selected__existing,main,knn,54,9,0.0854705925334,106
pooled,selected__existing,main,ridge,54,9,0.0890172644413,106
pooled,selected__existing_plus_dino,coarse,knn,54,9,0.0932051245965,106
pooled,selected__existing_plus_dino,coarse,ridge,54,9,0.0982279191077,106
pooled,selected__existing_plus_dino,global,knn,54,9,0.120512382202,106
pooled,selected__existing_plus_dino,global,ridge,54,9,0.12109573026,106
pooled,selected__existing_plus_dino,main,knn,54,9,0.094143435071,106
pooled,selected__existing_plus_dino,main,ridge,54,9,0.0933490164921,106
pooled,selected__feedback,coarse,knn,54,9,0.0876509147808,106
pooled,selected__feedback,coarse,ridge,54,9,0.0933381520345,106
pooled,selected__feedback,global,knn,54,9,0.140571260037,106
pooled,selected__feedback,global,ridge,54,9,0.127327589628,106
pooled,selected__feedback,main,knn,54,9,0.0900379399509,106
pooled,selected__feedback,main,ridge,54,9,0.0890172644413,106
pooled,selected__hohonet,coarse,knn,54,9,0.13543190993,106
pooled,selected__hohonet,coarse,ridge,54,9,0.13344371461,106
pooled,selected__hohonet,global,knn,54,9,0.202639541627,106
pooled,selected__hohonet,global,ridge,54,9,0.122057260072,106
pooled,selected__hohonet,main,knn,54,9,0.12497179019,106
pooled,selected__hohonet,main,ridge,54,9,0.113005371009,106
pooled,selected__semantic,coarse,knn,54,9,0.0999106070362,106
pooled,selected__semantic,coarse,ridge,54,9,0.116360442745,106
pooled,selected__semantic,global,knn,54,9,0.0998233549425,106
pooled,selected__semantic,global,ridge,54,9,0.125399288708,106
pooled,selected__semantic,main,knn,54,9,0.0939107455966,106
pooled,selected__semantic,main,ridge,54,9,0.105607992073,106
pooled,selected__ulayout,coarse,knn,54,9,0.114533692344,106
pooled,selected__ulayout,coarse,ridge,54,9,0.12708008765,106
pooled,selected__ulayout,global,knn,54,9,0.222007957306,106
pooled,selected__ulayout,global,ridge,54,9,0.184507971811,106
pooled,selected__ulayout,main,knn,54,9,0.101253622538,106
pooled,selected__ulayout,main,ridge,54,9,0.125795154095,106
pooled,semantic__ai_fine_functions,coarse,knn,54,9,0.13720036617,106
pooled,semantic__ai_fine_functions,coarse,ridge,54,9,0.124094235594,106
pooled,semantic__ai_fine_functions,global,knn,54,9,0.216401579973,106
pooled,semantic__ai_fine_functions,global,ridge,54,9,0.15307061131,106
pooled,semantic__ai_fine_functions,main,knn,54,9,0.12814534335,106
pooled,semantic__ai_fine_functions,main,ridge,54,9,0.10938380705,106
pooled,semantic__coarse,coarse,knn,54,9,0.193664676803,106
pooled,semantic__coarse,coarse,ridge,54,9,0.124835869926,106
pooled,semantic__coarse,global,knn,54,9,0.178306467607,106
pooled,semantic__coarse,global,ridge,54,9,0.124539132825,106
pooled,semantic__coarse,main,knn,54,9,0.197595719961,106
pooled,semantic__coarse,main,ridge,54,9,0.107949109134,106
pooled,semantic__main_keywords,coarse,knn,54,9,0.170577781734,106
pooled,semantic__main_keywords,coarse,ridge,54,9,0.128241219746,106
pooled,semantic__main_keywords,global,knn,54,9,0.212465782325,106
pooled,semantic__main_keywords,global,ridge,54,9,0.158030544166,106
pooled,semantic__main_keywords,main,knn,54,9,0.150968759994,106
pooled,semantic__main_keywords,main,ridge,54,9,0.114485447705,106
pooled,semantic__main_primary,coarse,knn,54,9,0.0926770006855,106
pooled,semantic__main_primary,coarse,ridge,54,9,0.120133966021,106
pooled,semantic__main_primary,global,knn,54,9,0.102539404081,106
pooled,semantic__main_primary,global,ridge,54,9,0.107429720901,106
pooled,semantic__main_primary,main,knn,54,9,0.0836070500208,106
pooled,semantic__main_primary,main,ridge,54,9,0.106858333144,106
pooled,semantic__main_text,coarse,knn,54,9,0.186479444602,106
pooled,semantic__main_text,coarse,ridge,54,9,0.127808831834,106
pooled,semantic__main_text,global,knn,54,9,0.282813993096,106
pooled,semantic__main_text,global,ridge,54,9,0.240220875691,106
pooled,semantic__main_text,main,knn,54,9,0.178462363354,106
pooled,semantic__main_text,main,ridge,54,9,0.115763651211,106
pooled,semantic__position_keywords,coarse,knn,54,9,0.200293274885,106
pooled,semantic__position_keywords,coarse,ridge,54,9,0.127025204989,106
pooled,semantic__position_keywords,global,knn,54,9,0.18147266376,106
pooled,semantic__position_keywords,global,ridge,54,9,0.176634310037,106
pooled,semantic__position_keywords,main,knn,54,9,0.110705542959,106
pooled,semantic__position_keywords,main,ridge,54,9,0.114879948758,106
pooled,semantic__traits,coarse,knn,54,9,0.10639411144,106
pooled,semantic__traits,coarse,ridge,54,9,0.113493067049,106
pooled,semantic__traits,global,knn,54,9,0.179936232631,106
pooled,semantic__traits,global,ridge,54,9,0.152584001954,106
pooled,semantic__traits,main,knn,54,9,0.110001707073,106
pooled,semantic__traits,main,ridge,54,9,0.103964014676,106
pooled,semantic__traits_recheck,coarse,knn,54,9,0.112365629863,106
pooled,semantic__traits_recheck,coarse,ridge,54,9,0.113646710427,106
pooled,semantic__traits_recheck,global,knn,54,9,0.17213825776,106
pooled,semantic__traits_recheck,global,ridge,54,9,0.151081600523,106
pooled,semantic__traits_recheck,main,knn,54,9,0.115939421654,106
pooled,semantic__traits_recheck,main,ridge,54,9,0.10395108228,106
pooled,ulayout__compressed__global,coarse,knn,54,9,0.143995925155,106
pooled,ulayout__compressed__global,coarse,ridge,54,9,0.12858872823,106
pooled,ulayout__compressed__global,global,knn,54,9,0.187926723384,106
pooled,ulayout__compressed__global,global,ridge,54,9,0.185242084355,106
pooled,ulayout__compressed__global,main,knn,54,9,0.134625393387,106
pooled,ulayout__compressed__global,main,ridge,54,9,0.12561780347,106
pooled,ulayout__compressed__local16,coarse,knn,54,9,0.131935707303,106
pooled,ulayout__compressed__local16,coarse,ridge,54,9,0.134942141584,106
pooled,ulayout__compressed__local16,global,knn,54,9,0.22510173729,106
pooled,ulayout__compressed__local16,global,ridge,54,9,0.209235481547,106
pooled,ulayout__compressed__local16,main,knn,54,9,0.118205210189,106
pooled,ulayout__compressed__local16,main,ridge,54,9,0.114385263962,106
pooled,ulayout__transformer__global,coarse,knn,54,9,0.114533692344,106
pooled,ulayout__transformer__global,coarse,ridge,54,9,0.109573286045,106
pooled,ulayout__transformer__global,global,knn,54,9,0.141813300194,106
pooled,ulayout__transformer__global,global,ridge,54,9,0.117046881229,106
pooled,ulayout__transformer__global,main,knn,54,9,0.101253622538,106
pooled,ulayout__transformer__global,main,ridge,54,9,0.09470267442,106
pooled,ulayout__transformer__local16,coarse,knn,54,9,0.123390609233,106
pooled,ulayout__transformer__local16,coarse,ridge,54,9,0.115022986382,106
pooled,ulayout__transformer__local16,global,knn,54,9,0.188642950295,106
pooled,ulayout__transformer__local16,global,ridge,54,9,0.178750751708,106
pooled,ulayout__transformer__local16,main,knn,54,9,0.115828015549,106
pooled,ulayout__transformer__local16,main,ridge,54,9,0.102694938186,106
within_coarse,bilayout__fc__global,coarse,knn,54,9,0.161053732123,106
within_coarse,bilayout__fc__global,coarse,ridge,54,9,0.119852831874,106
within_coarse,bilayout__fc__global,global,knn,54,9,0.161053732123,106
within_coarse,bilayout__fc__global,global,ridge,54,9,0.119852831874,106
within_coarse,bilayout__fc__global,main,knn,54,9,0.156479667236,106
within_coarse,bilayout__fc__global,main,ridge,54,9,0.115278766987,106
within_coarse,bilayout__fc__regions,coarse,knn,54,9,0.140221504434,106
within_coarse,bilayout__fc__regions,coarse,ridge,54,9,0.144623059577,106
within_coarse,bilayout__fc__regions,global,knn,54,9,0.140221504434,106
within_coarse,bilayout__fc__regions,global,ridge,54,9,0.144623059577,106
within_coarse,bilayout__fc__regions,main,knn,54,9,0.135647439547,106
within_coarse,bilayout__fc__regions,main,ridge,54,9,0.14004899469,106
within_coarse,bilayout__fg_enclosed__global,coarse,knn,54,9,0.0460699314651,106
within_coarse,bilayout__fg_enclosed__global,coarse,ridge,54,9,0.0704440867552,106
within_coarse,bilayout__fg_enclosed__global,global,knn,54,9,0.0460699314651,106
within_coarse,bilayout__fg_enclosed__global,global,ridge,54,9,0.0704440867552,106
within_coarse,bilayout__fg_enclosed__global,main,knn,54,9,0.0414958665782,106
within_coarse,bilayout__fg_enclosed__global,main,ridge,54,9,0.0658700218683,106
within_coarse,bilayout__fg_enclosed__regions,coarse,knn,54,9,0.118112038786,106
within_coarse,bilayout__fg_enclosed__regions,coarse,ridge,54,9,0.0911124750368,106
within_coarse,bilayout__fg_enclosed__regions,global,knn,54,9,0.118112038786,106
within_coarse,bilayout__fg_enclosed__regions,global,ridge,54,9,0.0911124750368,106
within_coarse,bilayout__fg_enclosed__regions,main,knn,54,9,0.113537973899,106
within_coarse,bilayout__fg_enclosed__regions,main,ridge,54,9,0.0865384101499,106
within_coarse,bilayout__fg_extended__global,coarse,knn,54,9,0.0616254615478,106
within_coarse,bilayout__fg_extended__global,coarse,ridge,54,9,0.0689277983812,106
within_coarse,bilayout__fg_extended__global,global,knn,54,9,0.0616254615478,106
within_coarse,bilayout__fg_extended__global,global,ridge,54,9,0.0689277983812,106
within_coarse,bilayout__fg_extended__global,main,knn,54,9,0.0570513966609,106
within_coarse,bilayout__fg_extended__global,main,ridge,54,9,0.0643537334943,106
within_coarse,bilayout__fg_extended__regions,coarse,knn,54,9,0.118112038621,106
within_coarse,bilayout__fg_extended__regions,coarse,ridge,54,9,0.0886373666531,106
within_coarse,bilayout__fg_extended__regions,global,knn,54,9,0.118112038621,106
within_coarse,bilayout__fg_extended__regions,global,ridge,54,9,0.0886373666531,106
within_coarse,bilayout__fg_extended__regions,main,knn,54,9,0.113537973734,106
within_coarse,bilayout__fg_extended__regions,main,ridge,54,9,0.0840633017662,106
within_coarse,da3__layer11__faces_concat,coarse,knn,54,9,0.135466550908,106
within_coarse,da3__layer11__faces_concat,coarse,ridge,54,9,0.158023605314,106
within_coarse,da3__layer11__faces_concat,global,knn,54,9,0.135466550908,106
within_coarse,da3__layer11__faces_concat,global,ridge,54,9,0.158023605314,106
within_coarse,da3__layer11__faces_concat,main,knn,54,9,0.130892486021,106
within_coarse,da3__layer11__faces_concat,main,ridge,54,9,0.153449540427,106
within_coarse,da3__layer11__faces_global,coarse,knn,54,9,0.151466507745,106
within_coarse,da3__layer11__faces_global,coarse,ridge,54,9,0.143495239723,106
within_coarse,da3__layer11__faces_global,global,knn,54,9,0.151466507745,106
within_coarse,da3__layer11__faces_global,global,ridge,54,9,0.143495239723,106
within_coarse,da3__layer11__faces_global,main,knn,54,9,0.146892442858,106
within_coarse,da3__layer11__faces_global,main,ridge,54,9,0.138921174836,106
within_coarse,da3__layer11__faces_local16,coarse,knn,54,9,0.159656937458,106
within_coarse,da3__layer11__faces_local16,coarse,ridge,54,9,0.144526890065,106
within_coarse,da3__layer11__faces_local16,global,knn,54,9,0.159656937458,106
within_coarse,da3__layer11__faces_local16,global,ridge,54,9,0.144526890065,106
within_coarse,da3__layer11__faces_local16,main,knn,54,9,0.155082872571,106
within_coarse,da3__layer11__faces_local16,main,ridge,54,9,0.139952825178,106
within_coarse,da3__layer11__faces_local96,coarse,knn,54,9,0.146133228236,106
within_coarse,da3__layer11__faces_local96,coarse,ridge,54,9,0.152437795253,106
within_coarse,da3__layer11__faces_local96,global,knn,54,9,0.146133228236,106
within_coarse,da3__layer11__faces_local96,global,ridge,54,9,0.152437795253,106
within_coarse,da3__layer11__faces_local96,main,knn,54,9,0.141559163349,106
within_coarse,da3__layer11__faces_local96,main,ridge,54,9,0.147863730366,106
within_coarse,da3__layer5__faces_concat,coarse,knn,54,9,0.144113228711,106
within_coarse,da3__layer5__faces_concat,coarse,ridge,54,9,0.135817216683,106
within_coarse,da3__layer5__faces_concat,global,knn,54,9,0.144113228711,106
within_coarse,da3__layer5__faces_concat,global,ridge,54,9,0.135817216683,106
within_coarse,da3__layer5__faces_concat,main,knn,54,9,0.139539163824,106
within_coarse,da3__layer5__faces_concat,main,ridge,54,9,0.131243151796,106
within_coarse,da3__layer5__faces_global,coarse,knn,54,9,0.14659886596,106
within_coarse,da3__layer5__faces_global,coarse,ridge,54,9,0.122959856157,106
within_coarse,da3__layer5__faces_global,global,knn,54,9,0.14659886596,106
within_coarse,da3__layer5__faces_global,global,ridge,54,9,0.122959856157,106
within_coarse,da3__layer5__faces_global,main,knn,54,9,0.142024801073,106
within_coarse,da3__layer5__faces_global,main,ridge,54,9,0.11838579127,106
within_coarse,da3__layer5__faces_local16,coarse,knn,54,9,0.160143809317,106
within_coarse,da3__layer5__faces_local16,coarse,ridge,54,9,0.130882442124,106
within_coarse,da3__layer5__faces_local16,global,knn,54,9,0.160143809317,106
within_coarse,da3__layer5__faces_local16,global,ridge,54,9,0.130882442124,106
within_coarse,da3__layer5__faces_local16,main,knn,54,9,0.15556974443,106
within_coarse,da3__layer5__faces_local16,main,ridge,54,9,0.126308377237,106
within_coarse,da3__layer5__faces_local96,coarse,knn,54,9,0.167656916999,106
within_coarse,da3__layer5__faces_local96,coarse,ridge,54,9,0.129741375585,106
within_coarse,da3__layer5__faces_local96,global,knn,54,9,0.167656916999,106
within_coarse,da3__layer5__faces_local96,global,ridge,54,9,0.129741375585,106
within_coarse,da3__layer5__faces_local96,main,knn,54,9,0.163082852113,106
within_coarse,da3__layer5__faces_local96,main,ridge,54,9,0.125167310698,106
within_coarse,da3__layer7__faces_concat,coarse,knn,54,9,0.134831693718,106
within_coarse,da3__layer7__faces_concat,coarse,ridge,54,9,0.141470114463,106
within_coarse,da3__layer7__faces_concat,global,knn,54,9,0.134831693718,106
within_coarse,da3__layer7__faces_concat,global,ridge,54,9,0.141470114463,106
within_coarse,da3__layer7__faces_concat,main,knn,54,9,0.130257628831,106
within_coarse,da3__layer7__faces_concat,main,ridge,54,9,0.136896049576,106
within_coarse,da3__layer7__faces_global,coarse,knn,54,9,0.138662314155,106
within_coarse,da3__layer7__faces_global,coarse,ridge,54,9,0.144886465436,106
within_coarse,da3__layer7__faces_global,global,knn,54,9,0.138662314155,106
within_coarse,da3__layer7__faces_global,global,ridge,54,9,0.144886465436,106
within_coarse,da3__layer7__faces_global,main,knn,54,9,0.134088249268,106
within_coarse,da3__layer7__faces_global,main,ridge,54,9,0.140312400549,106
within_coarse,da3__layer7__faces_local16,coarse,knn,54,9,0.160204898742,106
within_coarse,da3__layer7__faces_local16,coarse,ridge,54,9,0.141419578021,106
within_coarse,da3__layer7__faces_local16,global,knn,54,9,0.160204898742,106
within_coarse,da3__layer7__faces_local16,global,ridge,54,9,0.141419578021,106
within_coarse,da3__layer7__faces_local16,main,knn,54,9,0.155630833855,106
within_coarse,da3__layer7__faces_local16,main,ridge,54,9,0.136845513134,106
within_coarse,da3__layer7__faces_local96,coarse,knn,54,9,0.157533452893,106
within_coarse,da3__layer7__faces_local96,coarse,ridge,54,9,0.133614013163,106
within_coarse,da3__layer7__faces_local96,global,knn,54,9,0.157533452893,106
within_coarse,da3__layer7__faces_local96,global,ridge,54,9,0.133614013163,106
within_coarse,da3__layer7__faces_local96,main,knn,54,9,0.152959388006,106
within_coarse,da3__layer7__faces_local96,main,ridge,54,9,0.129039948276,106
within_coarse,da3__layer9__faces_concat,coarse,knn,54,9,0.140101485053,106
within_coarse,da3__layer9__faces_concat,coarse,ridge,54,9,0.144093036301,106
within_coarse,da3__layer9__faces_concat,global,knn,54,9,0.140101485053,106
within_coarse,da3__layer9__faces_concat,global,ridge,54,9,0.144093036301,106
within_coarse,da3__layer9__faces_concat,main,knn,54,9,0.135527420166,106
within_coarse,da3__layer9__faces_concat,main,ridge,54,9,0.139518971414,106
within_coarse,da3__layer9__faces_global,coarse,knn,54,9,0.143974473507,106
within_coarse,da3__layer9__faces_global,coarse,ridge,54,9,0.152775107317,106
within_coarse,da3__layer9__faces_global,global,knn,54,9,0.143974473507,106
within_coarse,da3__layer9__faces_global,global,ridge,54,9,0.152775107317,106
within_coarse,da3__layer9__faces_global,main,knn,54,9,0.13940040862,106
within_coarse,da3__layer9__faces_global,main,ridge,54,9,0.14820104243,106
within_coarse,da3__layer9__faces_local16,coarse,knn,54,9,0.155847412926,106
within_coarse,da3__layer9__faces_local16,coarse,ridge,54,9,0.155630375288,106
within_coarse,da3__layer9__faces_local16,global,knn,54,9,0.155847412926,106
within_coarse,da3__layer9__faces_local16,global,ridge,54,9,0.155630375288,106
within_coarse,da3__layer9__faces_local16,main,knn,54,9,0.151273348039,106
within_coarse,da3__layer9__faces_local16,main,ridge,54,9,0.151056310401,106
within_coarse,da3__layer9__faces_local96,coarse,knn,54,9,0.144788106013,106
within_coarse,da3__layer9__faces_local96,coarse,ridge,54,9,0.13770448084,106
within_coarse,da3__layer9__faces_local96,global,knn,54,9,0.144788106013,106
within_coarse,da3__layer9__faces_local96,global,ridge,54,9,0.13770448084,106
within_coarse,da3__layer9__faces_local96,main,knn,54,9,0.140214041126,106
within_coarse,da3__layer9__faces_local96,main,ridge,54,9,0.133130415954,106
within_coarse,dinov3__block11__faces_concat,coarse,knn,54,9,0.151461815748,106
within_coarse,dinov3__block11__faces_concat,coarse,ridge,54,9,0.118692320256,106
within_coarse,dinov3__block11__faces_concat,global,knn,54,9,0.151461815748,106
within_coarse,dinov3__block11__faces_concat,global,ridge,54,9,0.118692320256,106
within_coarse,dinov3__block11__faces_concat,main,knn,54,9,0.146887750861,106
within_coarse,dinov3__block11__faces_concat,main,ridge,54,9,0.114118255369,106
within_coarse,dinov3__block11__faces_global,coarse,knn,54,9,0.137350077532,106
within_coarse,dinov3__block11__faces_global,coarse,ridge,54,9,0.114036928316,106
within_coarse,dinov3__block11__faces_global,global,knn,54,9,0.137350077532,106
within_coarse,dinov3__block11__faces_global,global,ridge,54,9,0.114036928316,106
within_coarse,dinov3__block11__faces_global,main,knn,54,9,0.132776012645,106
within_coarse,dinov3__block11__faces_global,main,ridge,54,9,0.109462863429,106
within_coarse,dinov3__block11__faces_local16,coarse,knn,54,9,0.172289441661,106
within_coarse,dinov3__block11__faces_local16,coarse,ridge,54,9,0.134402300877,106
within_coarse,dinov3__block11__faces_local16,global,knn,54,9,0.172289441661,106
within_coarse,dinov3__block11__faces_local16,global,ridge,54,9,0.134402300877,106
within_coarse,dinov3__block11__faces_local16,main,knn,54,9,0.167715376774,106
within_coarse,dinov3__block11__faces_local16,main,ridge,54,9,0.12982823599,106
within_coarse,dinov3__block11__faces_local96,coarse,knn,54,9,0.164200119038,106
within_coarse,dinov3__block11__faces_local96,coarse,ridge,54,9,0.129795659243,106
within_coarse,dinov3__block11__faces_local96,global,knn,54,9,0.164200119038,106
within_coarse,dinov3__block11__faces_local96,global,ridge,54,9,0.129795659243,106
within_coarse,dinov3__block11__faces_local96,main,knn,54,9,0.159626054151,106
within_coarse,dinov3__block11__faces_local96,main,ridge,54,9,0.125221594356,106
within_coarse,dinov3__block11__panorama_global,coarse,knn,54,9,0.152376520837,106
within_coarse,dinov3__block11__panorama_global,coarse,ridge,54,9,0.135017118897,106
within_coarse,dinov3__block11__panorama_global,global,knn,54,9,0.152376520837,106
within_coarse,dinov3__block11__panorama_global,global,ridge,54,9,0.135017118897,106
within_coarse,dinov3__block11__panorama_global,main,knn,54,9,0.147802455951,106
within_coarse,dinov3__block11__panorama_global,main,ridge,54,9,0.13044305401,106
within_coarse,dinov3__block11__panorama_local16,coarse,knn,54,9,0.141752195189,106
within_coarse,dinov3__block11__panorama_local16,coarse,ridge,54,9,0.12628044846,106
within_coarse,dinov3__block11__panorama_local16,global,knn,54,9,0.141752195189,106
within_coarse,dinov3__block11__panorama_local16,global,ridge,54,9,0.12628044846,106
within_coarse,dinov3__block11__panorama_local16,main,knn,54,9,0.137178130302,106
within_coarse,dinov3__block11__panorama_local16,main,ridge,54,9,0.121706383573,106
within_coarse,dinov3__block11__panorama_mean,coarse,knn,54,9,0.149646396396,106
within_coarse,dinov3__block11__panorama_mean,coarse,ridge,54,9,0.13827277547,106
