design,feature,baseline,algorithm,n_images,n_buildings,rps_mean,brier_mean,accuracy,balanced_accuracy,macro_f1,building_macro_rps,simple_recall,medium_recall,hard_recall,simple_n,medium_n,hard_n
pooled,dinov3__block6__panorama_local16,coarse,knn,106,13,0.129332414575,0.517602642318,0.641509433962,0.656172224988,0.643790849673,0.142458941807,0.755102040816,0.463414634146,0.75,49,41,16
pooled,dinov3__block6__panorama_local16,coarse,ridge,106,13,0.117809402299,0.467353791204,0.735849056604,0.752260660362,0.723905723906,0.122689178008,0.918367346939,0.463414634146,0.875,49,41,16
pooled,dinov3__block6__panorama_local16,global,knn,106,13,0.222263948302,0.750187956983,0.490566037736,0.394319313091,0.383272896434,0.231679296825,0.632653061224,0.487804878049,0.0625,49,41,16
pooled,dinov3__block6__panorama_local16,global,ridge,106,13,0.209296400539,0.719705678059,0.377358490566,0.285382445661,0.254961610894,0.209790691053,0.612244897959,0.243902439024,0,49,41,16
pooled,dinov3__block6__panorama_local16,main,knn,106,13,0.114087561252,0.438941064757,0.735849056604,0.742212128754,0.724338624339,0.107372258404,0.877551020408,0.536585365854,0.8125,49,41,16
pooled,dinov3__block6__panorama_local16,main,ridge,106,13,0.103079933263,0.40090074427,0.792452830189,0.823792931807,0.784300239234,0.0952203926678,0.959183673469,0.512195121951,1,49,41,16
pooled,dinov3__block6__panorama_mean,coarse,knn,106,13,0.140539190097,0.532774077769,0.61320754717,0.641073502572,0.630979995638,0.144954811304,0.612244897959,0.560975609756,0.75,49,41,16
pooled,dinov3__block6__panorama_mean,coarse,ridge,106,13,0.137464553107,0.516693176278,0.594339622642,0.567363530778,0.582141863068,0.140850087154,0.714285714286,0.487804878049,0.5,49,41,16
pooled,dinov3__block6__panorama_mean,global,knn,106,13,0.260754435472,0.851319747172,0.349056603774,0.285641695703,0.281186907111,0.294999657797,0.428571428571,0.365853658537,0.0625,49,41,16
pooled,dinov3__block6__panorama_mean,global,ridge,106,13,0.219111629748,0.798043016506,0.330188679245,0.250041480007,0.231156156156,0.213865359862,0.530612244898,0.219512195122,0,49,41,16
pooled,dinov3__block6__panorama_mean,main,knn,106,13,0.125516204509,0.464223046166,0.679245283019,0.688692550191,0.674364935848,0.121290351096,0.755102040816,0.560975609756,0.75,49,41,16
pooled,dinov3__block6__panorama_mean,main,ridge,106,13,0.110574914171,0.414691461059,0.72641509434,0.707348183176,0.704223210856,0.110598638047,0.897959183673,0.536585365854,0.6875,49,41,16
pooled,dinov3__block9__faces_concat,coarse,knn,106,13,0.141184601937,0.532379765894,0.660377358491,0.685135639622,0.667282066553,0.153364333008,0.755102040816,0.487804878049,0.8125,49,41,16
pooled,dinov3__block9__faces_concat,coarse,ridge,106,13,0.118621482037,0.446531142152,0.764150943396,0.802057408329,0.761059317312,0.125621730607,0.918367346939,0.487804878049,1,49,41,16
pooled,dinov3__block9__faces_concat,global,knn,106,13,0.236037547171,0.803018099625,0.38679245283,0.380350920856,0.367779522065,0.252175592398,0.448979591837,0.317073170732,0.375,49,41,16
pooled,dinov3__block9__faces_concat,global,ridge,106,13,0.188510282825,0.640350894117,0.415094339623,0.327951302472,0.313248111095,0.180476446821,0.65306122449,0.268292682927,0.0625,49,41,16
pooled,dinov3__block9__faces_concat,main,knn,106,13,0.125974435365,0.459086807243,0.688679245283,0.708198523312,0.687056530214,0.126707923875,0.775510204082,0.536585365854,0.8125,49,41,16
pooled,dinov3__block9__faces_concat,main,ridge,106,13,0.109355450448,0.407607966335,0.764150943396,0.804712128754,0.766278013875,0.110632830918,0.877551020408,0.536585365854,1,49,41,16
pooled,dinov3__block9__faces_global,coarse,knn,106,13,0.129799773527,0.491089133166,0.679245283019,0.715426414468,0.697125097125,0.138999836561,0.734693877551,0.536585365854,0.875,49,41,16
pooled,dinov3__block9__faces_global,coarse,ridge,106,13,0.10709573053,0.419584919411,0.801886792453,0.83325037332,0.806497583439,0.110318305976,0.938775510204,0.560975609756,1,49,41,16
pooled,dinov3__block9__faces_global,global,knn,106,13,0.233396022265,0.787169079248,0.330188679245,0.269381533101,0.265740740741,0.275646222457,0.428571428571,0.317073170732,0.0625,49,41,16
pooled,dinov3__block9__faces_global,global,ridge,106,13,0.155315054952,0.569183103143,0.575471698113,0.44018583043,0.401716863087,0.155651741699,0.857142857143,0.463414634146,0,49,41,16
pooled,dinov3__block9__faces_global,main,knn,106,13,0.120749624682,0.448603693664,0.72641509434,0.74944001991,0.730400421496,0.120208315225,0.836734693878,0.536585365854,0.875,49,41,16
pooled,dinov3__block9__faces_global,main,ridge,106,13,0.0948474871361,0.369408591815,0.811320754717,0.841380454621,0.815541031227,0.0893989079819,0.938775510204,0.585365853659,1,49,41,16
pooled,dinov3__block9__faces_local16,coarse,knn,106,13,0.125076667776,0.479732447898,0.679245283019,0.714099054256,0.690136452242,0.126549584488,0.755102040816,0.512195121951,0.875,49,41,16
pooled,dinov3__block9__faces_local16,coarse,ridge,106,13,0.107550039839,0.428005386057,0.77358490566,0.81018748963,0.775638858208,0.115410222825,0.918367346939,0.512195121951,1,49,41,16
pooled,dinov3__block9__faces_local16,global,knn,106,13,0.184150794718,0.695093641511,0.462264150943,0.436100049776,0.449671551732,0.202252558025,0.591836734694,0.341463414634,0.375,49,41,16
pooled,dinov3__block9__faces_local16,global,ridge,106,13,0.164342691062,0.596459091039,0.5,0.381781981085,0.349707602339,0.169622302092,0.755102040816,0.390243902439,0,49,41,16
pooled,dinov3__block9__faces_local16,main,knn,106,13,0.111704955078,0.422320214713,0.716981132075,0.755340550854,0.72361439109,0.10258984529,0.816326530612,0.512195121951,0.9375,49,41,16
pooled,dinov3__block9__faces_local16,main,ridge,106,13,0.0954773574587,0.377889248943,0.754716981132,0.796582047453,0.757024358899,0.0943048398808,0.877551020408,0.512195121951,1,49,41,16
pooled,dinov3__block9__faces_local96,coarse,knn,106,13,0.131850415336,0.502626796814,0.61320754717,0.621733449477,0.62052732172,0.145731330646,0.714285714286,0.463414634146,0.6875,49,41,16
pooled,dinov3__block9__faces_local96,coarse,ridge,106,13,0.115392372539,0.451719421168,0.754716981132,0.779896714783,0.744463213213,0.121833855339,0.938775510204,0.463414634146,0.9375,49,41,16
pooled,dinov3__block9__faces_local96,global,knn,106,13,0.243396001133,0.809810572832,0.415094339623,0.367958768873,0.374221844935,0.263847746765,0.428571428571,0.487804878049,0.1875,49,41,16
pooled,dinov3__block9__faces_local96,global,ridge,106,13,0.195523229635,0.665283423027,0.38679245283,0.29218516675,0.259687786961,0.184531568101,0.632653061224,0.243902439024,0,49,41,16
pooled,dinov3__block9__faces_local96,main,knn,106,13,0.117040673301,0.433120592539,0.735849056604,0.729508876721,0.72764745878,0.114710446698,0.877551020408,0.560975609756,0.75,49,41,16
pooled,dinov3__block9__faces_local96,main,ridge,106,13,0.102402418482,0.393245973295,0.792452830189,0.823792931807,0.784300239234,0.0978175444262,0.959183673469,0.512195121951,1,49,41,16
pooled,dinov3__block9__panorama_global,coarse,knn,106,13,0.122033641833,0.478940101583,0.707547169811,0.744555749129,0.708634007141,0.126061381613,0.857142857143,0.439024390244,0.9375,49,41,16
pooled,dinov3__block9__panorama_global,coarse,ridge,106,13,0.11860810166,0.465330007586,0.707547169811,0.761241081799,0.731708771145,0.120037972541,0.795918367347,0.487804878049,1,49,41,16
pooled,dinov3__block9__panorama_global,global,knn,106,13,0.217735607925,0.771319846795,0.415094339623,0.382746391239,0.390217783849,0.211703056086,0.591836734694,0.243902439024,0.3125,49,41,16
pooled,dinov3__block9__panorama_global,global,ridge,106,13,0.17177776266,0.632637561786,0.433962264151,0.359569437531,0.363727426834,0.159814290086,0.612244897959,0.341463414634,0.125,49,41,16
pooled,dinov3__block9__panorama_global,main,knn,106,13,0.108952534709,0.41620630382,0.754716981132,0.783878795421,0.75280995281,0.102933416392,0.877551020408,0.536585365854,0.9375,49,41,16
pooled,dinov3__block9__panorama_global,main,ridge,106,13,0.103063435542,0.396329381972,0.764150943396,0.806039488966,0.773481498834,0.0948266017215,0.857142857143,0.560975609756,1,49,41,16
pooled,dinov3__block9__panorama_local16,coarse,knn,106,13,0.120593267076,0.463959206599,0.641509433962,0.653517504563,0.637984543922,0.133103644219,0.795918367347,0.414634146341,0.75,49,41,16
pooled,dinov3__block9__panorama_local16,coarse,ridge,106,13,0.119068101175,0.473857504004,0.754716981132,0.793927327028,0.75134569378,0.121134912292,0.918367346939,0.463414634146,1,49,41,16
pooled,dinov3__block9__panorama_local16,global,knn,106,13,0.236226179246,0.7645275517,0.396226415094,0.324964741994,0.317575339314,0.255384372994,0.448979591837,0.463414634146,0.0625,49,41,16
pooled,dinov3__block9__panorama_local16,global,ridge,106,13,0.199040571489,0.706896227506,0.301886792453,0.224323875892,0.195662100457,0.187613967988,0.551020408163,0.121951219512,0,49,41,16
pooled,dinov3__block9__panorama_local16,main,knn,106,13,0.105895088431,0.388663396291,0.754716981132,0.768520822963,0.742919389978,0.103992782623,0.918367346939,0.512195121951,0.875,49,41,16
pooled,dinov3__block9__panorama_local16,main,ridge,106,13,0.105160220364,0.414841017902,0.792452830189,0.823792931807,0.784300239234,0.0975166482576,0.959183673469,0.512195121951,1,49,41,16
pooled,dinov3__block9__panorama_mean,coarse,knn,106,13,0.122930380752,0.476987604501,0.754716981132,0.771175543388,0.752645502646,0.125086332276,0.877551020408,0.560975609756,0.875,49,41,16
pooled,dinov3__block9__panorama_mean,coarse,ridge,106,13,0.121824951961,0.482928730767,0.688679245283,0.747635639622,0.71842689877,0.129313788913,0.755102040816,0.487804878049,1,49,41,16
pooled,dinov3__block9__panorama_mean,global,knn,106,13,0.219999751699,0.780376384154,0.405660377358,0.351864526298,0.35624872579,0.22399974756,0.551020408163,0.317073170732,0.1875,49,41,16
pooled,dinov3__block9__panorama_mean,global,ridge,106,13,0.177215275574,0.685617457265,0.367924528302,0.27725236436,0.256613756614,0.180366670514,0.612244897959,0.219512195122,0,49,41,16
pooled,dinov3__block9__panorama_mean,main,knn,106,13,0.10783319073,0.407968878871,0.764150943396,0.776650904264,0.752193477508,0.103559838897,0.918367346939,0.536585365854,0.875,49,41,16
pooled,dinov3__block9__panorama_mean,main,ridge,106,13,0.0997320866672,0.387715540162,0.764150943396,0.806039488966,0.773481498834,0.0923776429641,0.857142857143,0.560975609756,1,49,41,16
pooled,dinov3__cls__faces_concat,coarse,knn,106,13,0.13169024972,0.522473165198,0.660377358491,0.683808279409,0.664744911347,0.142505915967,0.775510204082,0.463414634146,0.8125,49,41,16
pooled,dinov3__cls__faces_concat,coarse,ridge,106,13,0.115959594786,0.44808608385,0.716981132075,0.75268583043,0.718227023065,0.113981362125,0.857142857143,0.463414634146,0.9375,49,41,16
pooled,dinov3__cls__faces_concat,global,knn,106,13,0.173689580839,0.67203280495,0.462264150943,0.480846606935,0.477892200323,0.182481952849,0.489795918367,0.390243902439,0.5625,49,41,16
pooled,dinov3__cls__faces_concat,global,ridge,106,13,0.176264516347,0.638832778331,0.396226415094,0.355110336818,0.370529184949,0.173776738323,0.571428571429,0.243902439024,0.25,49,41,16
pooled,dinov3__cls__faces_concat,main,knn,106,13,0.114148363981,0.442112470634,0.72641509434,0.750767380123,0.727730106344,0.108153513697,0.816326530612,0.560975609756,0.875,49,41,16
pooled,dinov3__cls__faces_concat,main,ridge,106,13,0.100554234514,0.380309895083,0.745283018868,0.77574871412,0.743609072567,0.088963077303,0.877551020408,0.512195121951,0.9375,49,41,16
pooled,dinov3__cls__faces_global,coarse,knn,106,13,0.113220918524,0.44547408389,0.72641509434,0.73806412809,0.726720571217,0.114034381795,0.816326530612,0.585365853659,0.8125,49,41,16
pooled,dinov3__cls__faces_global,coarse,ridge,106,13,0.1071903246,0.399505357687,0.735849056604,0.768945993031,0.747396528705,0.109052827264,0.857142857143,0.512195121951,0.9375,49,41,16
pooled,dinov3__cls__faces_global,global,knn,106,13,0.129936939624,0.50540820579,0.660377358491,0.659729135557,0.669580653531,0.135474185283,0.755102040816,0.536585365854,0.6875,49,41,16
pooled,dinov3__cls__faces_global,global,ridge,106,13,0.134673998971,0.476815085522,0.679245283019,0.594460345114,0.608041690572,0.140052380211,0.836734693878,0.634146341463,0.3125,49,41,16
pooled,dinov3__cls__faces_global,main,knn,106,13,0.0941166662792,0.36048440155,0.754716981132,0.762454371993,0.752010804322,0.0799861191879,0.816326530612,0.658536585366,0.8125,49,41,16
pooled,dinov3__cls__faces_global,main,ridge,106,13,0.0938873874999,0.342551078581,0.764150943396,0.792008876721,0.766756092108,0.0860564010208,0.877551020408,0.560975609756,0.9375,49,41,16
pooled,dinov3__cls__panorama,coarse,knn,106,13,0.12358105486,0.482329138838,0.707547169811,0.707773353244,0.696221841487,0.131888672149,0.836734693878,0.536585365854,0.75,49,41,16
pooled,dinov3__cls__panorama,coarse,ridge,106,13,0.127997821394,0.491686355048,0.61320754717,0.65112203418,0.634450323339,0.1318885131,0.65306122449,0.487804878049,0.8125,49,41,16
pooled,dinov3__cls__panorama,global,knn,106,13,0.156268128136,0.604695121346,0.61320754717,0.649794673967,0.627623699052,0.20400868024,0.673469387755,0.463414634146,0.8125,49,41,16
pooled,dinov3__cls__panorama,global,ridge,106,13,0.134132213946,0.507451621747,0.650943396226,0.612161937946,0.614927136564,0.12925844826,0.775510204082,0.560975609756,0.5,49,41,16
pooled,dinov3__cls__panorama,main,knn,106,13,0.114975630439,0.442592432103,0.698113207547,0.700970632155,0.689714482284,0.111221280689,0.816326530612,0.536585365854,0.75,49,41,16
pooled,dinov3__cls__panorama,main,ridge,106,13,0.116095419982,0.438031056176,0.641509433962,0.67418491787,0.658059783605,0.105284208415,0.673469387755,0.536585365854,0.8125,49,41,16
pooled,feedback__all,coarse,knn,106,13,0.104760873638,0.428869240254,0.698113207547,0.670254687241,0.66512345679,0.105423324783,0.897959183673,0.487804878049,0.625,49,41,16
pooled,feedback__all,coarse,ridge,106,13,0.10269979981,0.424761666998,0.764150943396,0.758638211382,0.73522695628,0.106218199025,1,0.463414634146,0.8125,49,41,16
pooled,feedback__all,global,knn,106,13,0.179622384907,0.689810348682,0.537735849057,0.462460593994,0.472089314195,0.173007138494,0.795918367347,0.341463414634,0.25,49,41,16
pooled,feedback__all,global,ridge,106,13,0.161036480798,0.643860083977,0.509433962264,0.445464161274,0.432571684588,0.160987966626,0.877551020408,0.146341463415,0.3125,49,41,16
pooled,feedback__all,main,knn,106,13,0.0909520550442,0.368690944935,0.735849056604,0.715478264477,0.708794508795,0.0819935656131,0.897959183673,0.560975609756,0.6875,49,41,16
pooled,feedback__all,main,ridge,106,13,0.0907249015352,0.370788332558,0.764150943396,0.720528455285,0.715188014101,0.0860641955269,1,0.536585365854,0.625,49,41,16
pooled,feedback__between_models,coarse,knn,106,13,0.125469211933,0.479766805088,0.707547169811,0.744555749129,0.708634007141,0.134767086103,0.857142857143,0.439024390244,0.9375,49,41,16
pooled,feedback__between_models,coarse,ridge,106,13,0.111347524995,0.436411707747,0.77358490566,0.80487804878,0.757713248639,0.117310783582,1,0.414634146341,1,49,41,16
pooled,feedback__between_models,global,knn,106,13,0.224905495472,0.750942816605,0.443396226415,0.352341546375,0.340485554108,0.20517388209,0.65306122449,0.341463414634,0.0625,49,41,16
pooled,feedback__between_models,global,ridge,106,13,0.197461536573,0.66685014753,0.481132075472,0.394340053094,0.35811294712,0.182085008261,0.897959183673,0.0975609756098,0.1875,49,41,16
pooled,feedback__between_models,main,knn,106,13,0.108009087344,0.408906333145,0.792452830189,0.813744400199,0.784555984556,0.10369554857,0.918367346939,0.585365853659,0.9375,49,41,16
pooled,feedback__between_models,main,ridge,106,13,0.095592585573,0.36814277027,0.811320754717,0.837398373984,0.798174872666,0.089162243676,1,0.512195121951,1,49,41,16
pooled,feedback__bi_scope,coarse,knn,106,13,0.132531245306,0.49781332271,0.650943396226,0.695018251203,0.676903292181,0.128217376796,0.673469387755,0.536585365854,0.875,49,41,16
pooled,feedback__bi_scope,coarse,ridge,106,13,0.110542759895,0.428150161264,0.77358490566,0.80487804878,0.757713248639,0.118673610821,1,0.414634146341,1,49,41,16
pooled,feedback__bi_scope,global,knn,106,13,0.257169464529,0.790942295852,0.405660377358,0.320391571263,0.299346405229,0.248730427035,0.448979591837,0.512195121951,0,49,41,16
pooled,feedback__bi_scope,global,ridge,106,13,0.213182665225,0.701822324456,0.433962264151,0.326955782313,0.239215686275,0.217228883493,0.918367346939,0,0.0625,49,41,16
pooled,feedback__bi_scope,main,knn,106,13,0.112611703393,0.415724568442,0.707547169811,0.752519910403,0.72773210376,0.0996333764306,0.734693877551,0.585365853659,0.9375,49,41,16
pooled,feedback__bi_scope,main,ridge,106,13,0.0977488118489,0.369236025954,0.811320754717,0.837398373984,0.798174872666,0.0931875871374,1,0.512195121951,1,49,41,16
pooled,feedback__da3,coarse,knn,106,13,0.137442590912,0.53130744915,0.61320754717,0.677855898457,0.645885600791,0.150913123024,0.632653061224,0.463414634146,0.9375,49,41,16
pooled,feedback__da3,coarse,ridge,106,13,0.114373099435,0.447439944755,0.754716981132,0.791272606604,0.744444444444,0.120893353242,0.959183673469,0.414634146341,1,49,41,16
pooled,feedback__da3,global,knn,106,13,0.245282776604,0.826414299624,0.396226415094,0.318327940932,0.311081441923,0.262364176347,0.551020408163,0.341463414634,0.0625,49,41,16
pooled,feedback__da3,global,ridge,106,13,0.207853810628,0.693773410456,0.330188679245,0.24074995852,0.188451751811,0.201620759164,0.673469387755,0.0487804878049,0,49,41,16
pooled,feedback__da3,main,knn,106,13,0.124010462128,0.46816070644,0.660377358491,0.717178944749,0.686652821193,0.126207215408,0.65306122449,0.560975609756,0.9375,49,41,16
pooled,feedback__da3,main,ridge,106,13,0.100427710538,0.383334228851,0.792452830189,0.823792931807,0.784300239234,0.0951153123328,0.959183673469,0.512195121951,1,49,41,16
pooled,feedback__point_counts,coarse,knn,106,13,0.0855383490472,0.360723584565,0.764150943396,0.758638211382,0.73522695628,0.0874869566896,1,0.463414634146,0.8125,49,41,16
pooled,feedback__point_counts,coarse,ridge,106,13,0.0885608918424,0.372360052434,0.77358490566,0.779471544715,0.75011004213,0.0859864252146,1,0.463414634146,0.875,49,41,16
pooled,feedback__point_counts,global,knn,106,13,0.154528123775,0.603018144154,0.61320754717,0.53887713622,0.549514713875,0.155023708996,0.816326530612,0.487804878049,0.3125,49,41,16
pooled,feedback__point_counts,global,ridge,106,13,0.134504913501,0.538589003598,0.632075471698,0.572579641613,0.567967813731,0.120396919295,0.938775510204,0.341463414634,0.4375,49,41,16
pooled,feedback__point_counts,main,knn,106,13,0.0759305014045,0.309503985254,0.811320754717,0.815973950556,0.794871794872,0.0715976859827,0.938775510204,0.634146341463,0.875,49,41,16
pooled,feedback__point_counts,main,ridge,106,13,0.0805715188732,0.333640481458,0.811320754717,0.837398373984,0.798174872666,0.0702394642593,1,0.512195121951,1,49,41,16
pooled,feedback__rotation,coarse,knn,106,13,0.125716127769,0.508775352415,0.688679245283,0.69018583043,0.680087257552,0.128664059798,0.857142857143,0.463414634146,0.75,49,41,16
pooled,feedback__rotation,coarse,ridge,106,13,0.113700278641,0.447759096547,0.745283018868,0.74237804878,0.715020592748,0.116371781903,1,0.414634146341,0.8125,49,41,16
pooled,feedback__rotation,global,knn,106,13,0.207735693963,0.770565382643,0.38679245283,0.304888418782,0.292857142857,0.192523735299,0.632653061224,0.219512195122,0.0625,49,41,16
pooled,feedback__rotation,global,ridge,106,13,0.177409838195,0.62854186559,0.462264150943,0.377322880372,0.374208924137,0.166148370583,0.714285714286,0.292682926829,0.125,49,41,16
pooled,feedback__rotation,main,knn,106,13,0.110441301193,0.439553496721,0.745283018868,0.734984237597,0.726774790155,0.100730202646,0.918367346939,0.536585365854,0.75,49,41,16
pooled,feedback__rotation,main,ridge,106,13,0.0995809652849,0.385138221345,0.783018867925,0.774898373984,0.75467032967,0.0906558097541,1,0.512195121951,0.8125,49,41,16
pooled,hohonet__compressed__global,coarse,knn,106,13,0.127872218144,0.511122125974,0.688679245283,0.677482578397,0.678466800871,0.13211368109,0.857142857143,0.487804878049,0.6875,49,41,16
pooled,hohonet__compressed__global,coarse,ridge,106,13,0.140351084995,0.57138268098,0.603773584906,0.661004645761,0.654087764365,0.158044592322,0.571428571429,0.536585365854,0.875,49,41,16
pooled,hohonet__compressed__global,global,knn,106,13,0.21773560302,0.786414180379,0.481132075472,0.434347519496,0.449352548037,0.228699413043,0.673469387755,0.317073170732,0.3125,49,41,16
pooled,hohonet__compressed__global,global,ridge,106,13,0.171799830369,0.686035817376,0.481132075472,0.50450058072,0.519076878309,0.182899249962,0.571428571429,0.317073170732,0.625,49,41,16
pooled,hohonet__compressed__global,main,knn,106,13,0.112156472348,0.436937736437,0.745283018868,0.73631159781,0.734188964281,0.102867611208,0.897959183673,0.560975609756,0.75,49,41,16
pooled,hohonet__compressed__global,main,ridge,106,13,0.113325324732,0.458116843969,0.72641509434,0.752094740335,0.745522451405,0.116774870477,0.795918367347,0.585365853659,0.875,49,41,16
pooled,hohonet__compressed__regions,coarse,knn,106,13,0.133139406576,0.512997174765,0.669811320755,0.705968972955,0.686274509804,0.135967320194,0.755102040816,0.487804878049,0.875,49,41,16
pooled,hohonet__compressed__regions,coarse,ridge,106,13,0.126540592267,0.520169172572,0.61320754717,0.620406089265,0.613126667802,0.128788335091,0.734693877551,0.439024390244,0.6875,49,41,16
pooled,hohonet__compressed__regions,global,knn,106,13,0.260565779623,0.844527523775,0.377358490566,0.302067778331,0.293768905021,0.249932050963,0.551020408163,0.292682926829,0.0625,49,41,16
pooled,hohonet__compressed__regions,global,ridge,106,13,0.24524862794,0.888423534164,0.301886792453,0.256367181019,0.26355156074,0.241368925926,0.448979591837,0.19512195122,0.125,49,41,16
pooled,hohonet__compressed__regions,main,knn,106,13,0.116046224874,0.437231750924,0.745283018868,0.779730794757,0.755137513751,0.106901136807,0.816326530612,0.585365853659,0.9375,49,41,16
pooled,hohonet__compressed__regions,main,ridge,106,13,0.107708694224,0.429796916131,0.698113207547,0.702297992368,0.696460402343,0.0969604078047,0.795918367347,0.560975609756,0.75,49,41,16
pooled,hohonet__encoder_stage2__global,coarse,knn,106,13,0.113763097261,0.43638810124,0.698113207547,0.74306246889,0.722921164297,0.116658216577,0.755102040816,0.536585365854,0.9375,49,41,16
pooled,hohonet__encoder_stage2__global,coarse,ridge,106,13,0.109991546946,0.404763113181,0.716981132075,0.715903434545,0.705110730376,0.115559304528,0.836734693878,0.560975609756,0.75,49,41,16
pooled,hohonet__encoder_stage2__global,global,knn,106,13,0.198490480378,0.692074986417,0.471698113208,0.448212211714,0.45306122449,0.217437630773,0.530612244898,0.439024390244,0.375,49,41,16
pooled,hohonet__encoder_stage2__global,global,ridge,106,13,0.142949894289,0.476229407731,0.688679245283,0.551777418284,0.530167802614,0.148597731695,0.836734693878,0.756097560976,0.0625,49,41,16
pooled,hohonet__encoder_stage2__global,main,knn,106,13,0.10174453094,0.384122829452,0.707547169811,0.751192550191,0.731515151515,0.0948743910939,0.755102040816,0.560975609756,0.9375,49,41,16
pooled,hohonet__encoder_stage2__global,main,ridge,106,13,0.0931513639457,0.344401332994,0.820754716981,0.822776671644,0.801803413071,0.087733622814,0.959183673469,0.634146341463,0.875,49,41,16
pooled,hohonet__encoder_stage2__regions,coarse,knn,106,13,0.133111898334,0.526397796343,0.537735849057,0.558590509374,0.567533776971,0.130782129074,0.489795918367,0.560975609756,0.625,49,41,16
pooled,hohonet__encoder_stage2__regions,coarse,ridge,106,13,0.106388729554,0.414874568983,0.72641509434,0.731427327028,0.709401046714,0.109048428263,0.918367346939,0.463414634146,0.8125,49,41,16
pooled,hohonet__encoder_stage2__regions,global,knn,106,13,0.203584811321,0.741131437738,0.462264150943,0.397233283557,0.393704850361,0.204703246401,0.408163265306,0.658536585366,0.125,49,41,16
pooled,hohonet__encoder_stage2__regions,global,ridge,106,13,0.169700652832,0.590062644616,0.547169811321,0.421105027377,0.395210471516,0.172518465209,0.775510204082,0.487804878049,0,49,41,16
pooled,hohonet__encoder_stage2__regions,main,knn,106,13,0.117398159353,0.448839569678,0.660377358491,0.719833665173,0.693798449612,0.107204818287,0.612244897959,0.609756097561,0.9375,49,41,16
pooled,hohonet__encoder_stage2__regions,main,ridge,106,13,0.0978680088366,0.371350621133,0.77358490566,0.756719761075,0.744465193485,0.0916096540443,0.959183673469,0.560975609756,0.75,49,41,16
pooled,hohonet__encoder_stage4__global,coarse,knn,106,13,0.113306487889,0.452010360678,0.698113207547,0.696988551518,0.686373565273,0.111400279952,0.877551020408,0.463414634146,0.75,49,41,16
pooled,hohonet__encoder_stage4__global,coarse,ridge,106,13,0.114565112918,0.455374931806,0.669811320755,0.679235108678,0.672608437314,0.11733221604,0.775510204082,0.512195121951,0.75,49,41,16
pooled,hohonet__encoder_stage4__global,global,knn,106,13,0.193207360755,0.714716258116,0.462264150943,0.420742077319,0.443281445697,0.187573097555,0.632653061224,0.317073170732,0.3125,49,41,16
pooled,hohonet__encoder_stage4__global,global,ridge,106,13,0.174744728524,0.669474312641,0.424528301887,0.398840633815,0.426513557737,0.178371939508,0.469387755102,0.414634146341,0.3125,49,41,16
pooled,hohonet__encoder_stage4__global,main,knn,106,13,0.104339348046,0.406088756219,0.745283018868,0.750342210055,0.737963495901,0.0859632983714,0.877551020408,0.560975609756,0.8125,49,41,16
pooled,hohonet__encoder_stage4__global,main,ridge,106,13,0.0961120881772,0.37694095408,0.77358490566,0.797484237597,0.771241830065,0.0888358132916,0.918367346939,0.536585365854,0.9375,49,41,16
pooled,hohonet__encoder_stage4__regions,coarse,knn,106,13,0.125093609096,0.491356223033,0.669811320755,0.704641612743,0.678729933551,0.131615784545,0.775510204082,0.463414634146,0.875,49,41,16
pooled,hohonet__encoder_stage4__regions,coarse,ridge,106,13,0.117147834502,0.462419782073,0.707547169811,0.745883109341,0.711706784717,0.121569189501,0.836734693878,0.463414634146,0.9375,49,41,16
pooled,hohonet__encoder_stage4__regions,global,knn,106,13,0.253207254718,0.843772688304,0.396226415094,0.302969968475,0.278087330201,0.244977818334,0.591836734694,0.317073170732,0,49,41,16
pooled,hohonet__encoder_stage4__regions,global,ridge,106,13,0.222844015416,0.779296882599,0.38679245283,0.350962336154,0.36519036519,0.209090491615,0.510204081633,0.292682926829,0.25,49,41,16
pooled,hohonet__encoder_stage4__regions,main,knn,106,13,0.113484659515,0.436221699196,0.716981132075,0.729934046789,0.713399836224,0.106805425975,0.816326530612,0.560975609756,0.8125,49,41,16
pooled,hohonet__encoder_stage4__regions,main,ridge,106,13,0.101919566103,0.402648655551,0.735849056604,0.758897461424,0.741219385096,0.098227927932,0.816326530612,0.585365853659,0.875,49,41,16
pooled,hohonet__legacy_current,coarse,knn,106,13,0.106956759561,0.434660806809,0.754716981132,0.782551435208,0.766666666667,0.108142623893,0.897959183673,0.512195121951,0.9375,49,41,16
pooled,hohonet__legacy_current,coarse,ridge,106,13,0.122950258984,0.515716401782,0.669811320755,0.67525302804,0.669778610501,0.125133068585,0.836734693878,0.439024390244,0.75,49,41,16
pooled,hohonet__legacy_current,global,knn,106,13,0.195471506793,0.706414393964,0.518867924528,0.461558403849,0.480925069908,0.189560252752,0.755102040816,0.317073170732,0.3125,49,41,16
pooled,hohonet__legacy_current,global,ridge,106,13,0.187405473329,0.721956039591,0.433962264151,0.424413057906,0.449004329004,0.195931488238,0.591836734694,0.243902439024,0.4375,49,41,16
pooled,hohonet__legacy_current,main,knn,106,13,0.0926368907394,0.366299661508,0.811320754717,0.828677202588,0.816163502438,0.0815977395295,0.938775510204,0.609756097561,0.9375,49,41,16
pooled,hohonet__legacy_current,main,ridge,106,13,0.102662771773,0.429376361091,0.688679245283,0.694167911067,0.687802393685,0.0970287379873,0.795918367347,0.536585365854,0.75,49,41,16
