family,baseline,algorithm,building,stratum,feature,grid,inner_loss,n_inner,dino_weight
ulayout,global,ridge,VFuaQ6m2Qom,卫浴,ulayout__compressed__local16,0,0.092283397913,16,
ulayout,global,ridge,Z6MFQCViBuw,厨房与用餐,ulayout__transformer__local16,3,0.28192743659,9,
ulayout,global,ridge,e9zR4mvMWw7,卧室,ulayout__transformer__local16,3,0.116730183363,27,
ulayout,global,ridge,e9zR4mvMWw7,复合／待定,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,jtcxE69GiFV,卧室,ulayout__transformer__global,3,0.102094016969,28,
ulayout,global,ridge,pa4otMbVnkk,起居与休闲,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,rPc6DW4iMge,卧室,ulayout__transformer__global,3,0.116614550352,30,
ulayout,global,ridge,uNb9QFRL6hY,储藏与家务辅助,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,uNb9QFRL6hY,卧室,ulayout__transformer__global,3,0.126776695251,24,
ulayout,global,ridge,uNb9QFRL6hY,卫浴,ulayout__compressed__local16,3,0.223662719131,11,
ulayout,global,ridge,uNb9QFRL6hY,工作与学习,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,uNb9QFRL6hY,起居与休闲,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,wc2JMjhGNzB,卧室,ulayout__transformer__global,10,0.102871410549,28,
ulayout,global,ridge,wc2JMjhGNzB,卫浴,ulayout__transformer__global,0,0.0925970077515,17,
ulayout,global,ridge,wc2JMjhGNzB,复合／待定,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,wc2JMjhGNzB,无法判断,ulayout__compressed__global,1,inf,0,
ulayout,global,ridge,yqstnuAEVhm,厨房与用餐,ulayout__transformer__local16,0,0.235840082169,9,
ulayout,global,knn,2t7WUuJeko7,厨房与用餐,ulayout__compressed__global,4,2.56683563293e-12,8,
ulayout,global,knn,7y3sRwLe3Va,开放复合空间,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,B6ByNegPMKs,通行与连接,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,S9hNv5qa7GM,卧室,ulayout__transformer__global,13,0.114285595715,28,
ulayout,global,knn,VFuaQ6m2Qom,卫浴,ulayout__compressed__local16,6,0.152500033379,16,
ulayout,global,knn,Z6MFQCViBuw,厨房与用餐,ulayout__transformer__local16,5,0.228394478559,9,
ulayout,global,knn,e9zR4mvMWw7,卧室,ulayout__transformer__global,6,0.134073957801,27,
ulayout,global,knn,e9zR4mvMWw7,复合／待定,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,jtcxE69GiFV,卧室,ulayout__compressed__global,4,0.0892853587866,28,
ulayout,global,knn,pa4otMbVnkk,起居与休闲,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,rPc6DW4iMge,卧室,ulayout__transformer__global,6,0.121333152056,30,
ulayout,global,knn,uNb9QFRL6hY,储藏与家务辅助,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,uNb9QFRL6hY,卧室,ulayout__transformer__global,4,0.104166246951,24,
ulayout,global,knn,uNb9QFRL6hY,卫浴,ulayout__compressed__global,5,0.227272287011,11,
ulayout,global,knn,uNb9QFRL6hY,工作与学习,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,uNb9QFRL6hY,起居与休闲,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,wc2JMjhGNzB,卧室,ulayout__transformer__global,6,0.125714108348,28,
ulayout,global,knn,wc2JMjhGNzB,卫浴,ulayout__compressed__global,4,0.0882349386811,17,
ulayout,global,knn,wc2JMjhGNzB,复合／待定,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,wc2JMjhGNzB,无法判断,ulayout__compressed__global,4,inf,0,
ulayout,global,knn,yqstnuAEVhm,厨房与用餐,ulayout__transformer__local16,5,0.191357448697,9,
ulayout,coarse,ridge,2t7WUuJeko7,厨房与用餐,ulayout__compressed__global,0,2.56683563293e-12,8,
ulayout,coarse,ridge,7y3sRwLe3Va,开放复合空间,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,B6ByNegPMKs,通行与连接,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,S9hNv5qa7GM,卧室,ulayout__compressed__global,3,0.0861061662436,28,
ulayout,coarse,ridge,VFuaQ6m2Qom,卫浴,ulayout__compressed__local16,0,0.092283397913,16,
ulayout,coarse,ridge,Z6MFQCViBuw,厨房与用餐,ulayout__transformer__local16,3,0.28192743659,9,
ulayout,coarse,ridge,e9zR4mvMWw7,卧室,ulayout__transformer__local16,3,0.116730183363,27,
ulayout,coarse,ridge,e9zR4mvMWw7,复合／待定,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,jtcxE69GiFV,卧室,ulayout__transformer__global,3,0.102094016969,28,
ulayout,coarse,ridge,pa4otMbVnkk,起居与休闲,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,rPc6DW4iMge,卧室,ulayout__transformer__global,3,0.116614550352,30,
ulayout,coarse,ridge,uNb9QFRL6hY,储藏与家务辅助,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,uNb9QFRL6hY,卧室,ulayout__transformer__global,3,0.126776695251,24,
ulayout,coarse,ridge,uNb9QFRL6hY,卫浴,ulayout__compressed__local16,3,0.223662719131,11,
ulayout,coarse,ridge,uNb9QFRL6hY,工作与学习,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,uNb9QFRL6hY,起居与休闲,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,wc2JMjhGNzB,卧室,ulayout__transformer__global,10,0.102871410549,28,
ulayout,coarse,ridge,wc2JMjhGNzB,卫浴,ulayout__transformer__global,0,0.0925970077515,17,
ulayout,coarse,ridge,wc2JMjhGNzB,复合／待定,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,wc2JMjhGNzB,无法判断,ulayout__compressed__global,1,inf,0,
ulayout,coarse,ridge,yqstnuAEVhm,厨房与用餐,ulayout__transformer__local16,0,0.235840082169,9,
ulayout,coarse,knn,2t7WUuJeko7,厨房与用餐,ulayout__compressed__global,4,2.56683563293e-12,8,
ulayout,coarse,knn,7y3sRwLe3Va,开放复合空间,ulayout__compressed__global,4,inf,0,
ulayout,coarse,knn,B6ByNegPMKs,通行与连接,ulayout__compressed__global,4,inf,0,
ulayout,coarse,knn,S9hNv5qa7GM,卧室,ulayout__transformer__global,13,0.114285595715,28,
ulayout,coarse,knn,VFuaQ6m2Qom,卫浴,ulayout__compressed__local16,6,0.152500033379,16,
ulayout,coarse,knn,Z6MFQCViBuw,厨房与用餐,ulayout__transformer__local16,5,0.228394478559,9,
ulayout,coarse,knn,e9zR4mvMWw7,卧室,ulayout__transformer__global,6,0.134073957801,27,
ulayout,coarse,knn,e9zR4mvMWw7,复合／待定,ulayout__compressed__global,4,inf,0,
ulayout,coarse,knn,jtcxE69GiFV,卧室,ulayout__compressed__global,4,0.0892853587866,28,
ulayout,coarse,knn,pa4otMbVnkk,起居与休闲,ulayout__compressed__global,4,inf,0,
ulayout,coarse,knn,rPc6DW4iMge,卧室,ulayout__transformer__global,6,0.121333152056,30,
ulayout,coarse,knn,uNb9QFRL6hY,储藏与家务辅助,ulayout__compressed__global,4,inf,0,
ulayout,coarse,knn,uNb9QFRL6hY,卧室,ulayout__transformer__global,4,0.104166246951,24,
ulayout,coarse,knn,uNb9QFRL6hY,卫浴,ulayout__compressed__global,5,0.227272287011,11,
ulayout,coarse,knn,uNb9QFRL6hY,工作与学习,ulayout__compressed__global,4,inf,0,
ulayout,coarse,knn,uNb9QFRL6hY,起居与休闲,ulayout__compressed__global,4,inf,0,
ulayout,coarse,knn,wc2JMjhGNzB,卧室,ulayout__transformer__global,6,0.125714108348,28,
ulayout,coarse,knn,wc2JMjhGNzB,卫浴,ulayout__compressed__global,4,0.0882349386811,17,
ulayout,coarse,knn,wc2JMjhGNzB,复合／待定,ulayout__compressed__global,4,inf,0,
ulayout,coarse,knn,wc2JMjhGNzB,无法判断,ulayout__compressed__global,4,inf,0,
ulayout,coarse,knn,yqstnuAEVhm,厨房与用餐,ulayout__transformer__local16,5,0.191357448697,9,
ulayout,main,ridge,2t7WUuJeko7,厨房与用餐,ulayout__compressed__global,0,2.56683563293e-12,8,
ulayout,main,ridge,7y3sRwLe3Va,开放复合空间,ulayout__compressed__global,1,inf,0,
ulayout,main,ridge,B6ByNegPMKs,通行与连接,ulayout__compressed__global,1,inf,0,
ulayout,main,ridge,S9hNv5qa7GM,卧室,ulayout__compressed__global,3,0.0861061662436,28,
ulayout,main,ridge,VFuaQ6m2Qom,卫浴,ulayout__compressed__local16,0,0.092283397913,16,
ulayout,main,ridge,Z6MFQCViBuw,厨房与用餐,ulayout__transformer__local16,3,0.253476172686,9,
ulayout,main,ridge,e9zR4mvMWw7,卧室,ulayout__transformer__local16,3,0.116730183363,27,
ulayout,main,ridge,e9zR4mvMWw7,复合／待定,ulayout__compressed__global,1,inf,0,
ulayout,main,ridge,jtcxE69GiFV,卧室,ulayout__transformer__global,3,0.102094016969,28,
ulayout,main,ridge,pa4otMbVnkk,起居与休闲,ulayout__compressed__global,1,inf,0,
ulayout,main,ridge,rPc6DW4iMge,卧室,ulayout__transformer__global,3,0.116614550352,30,
ulayout,main,ridge,uNb9QFRL6hY,储藏与家务辅助,ulayout__compressed__global,1,inf,0,
ulayout,main,ridge,uNb9QFRL6hY,卧室,ulayout__transformer__global,3,0.126776695251,24,
ulayout,main,ridge,uNb9QFRL6hY,卫浴,ulayout__compressed__local16,3,0.223662719131,11,
ulayout,main,ridge,uNb9QFRL6hY,工作与学习,ulayout__compressed__global,1,inf,0,
ulayout,main,ridge,uNb9QFRL6hY,起居与休闲,ulayout__compressed__global,1,inf,0,
ulayout,main,ridge,wc2JMjhGNzB,卧室,ulayout__transformer__global,10,0.102871410549,28,
ulayout,main,ridge,wc2JMjhGNzB,卫浴,ulayout__transformer__global,0,0.0925970077515,17,
ulayout,main,ridge,wc2JMjhGNzB,复合／待定,ulayout__compressed__global,1,inf,0,
ulayout,main,ridge,wc2JMjhGNzB,无法判断,ulayout__compressed__global,1,inf,0,
ulayout,main,ridge,yqstnuAEVhm,厨房与用餐,ulayout__transformer__local16,0,0.207825303078,9,
ulayout,main,knn,2t7WUuJeko7,厨房与用餐,ulayout__compressed__global,4,2.56683563293e-12,8,
ulayout,main,knn,7y3sRwLe3Va,开放复合空间,ulayout__compressed__global,4,inf,0,
ulayout,main,knn,B6ByNegPMKs,通行与连接,ulayout__compressed__global,4,inf,0,
ulayout,main,knn,S9hNv5qa7GM,卧室,ulayout__transformer__global,13,0.114285595715,28,
ulayout,main,knn,VFuaQ6m2Qom,卫浴,ulayout__compressed__local16,6,0.152500033379,16,
ulayout,main,knn,Z6MFQCViBuw,厨房与用餐,ulayout__transformer__local16,5,0.200182035565,9,
ulayout,main,knn,e9zR4mvMWw7,卧室,ulayout__transformer__global,6,0.134073957801,27,
ulayout,main,knn,e9zR4mvMWw7,复合／待定,ulayout__compressed__global,4,inf,0,
ulayout,main,knn,jtcxE69GiFV,卧室,ulayout__compressed__global,4,0.0892853587866,28,
ulayout,main,knn,pa4otMbVnkk,起居与休闲,ulayout__compressed__global,4,inf,0,
ulayout,main,knn,rPc6DW4iMge,卧室,ulayout__transformer__global,6,0.121333152056,30,
ulayout,main,knn,uNb9QFRL6hY,储藏与家务辅助,ulayout__compressed__global,4,inf,0,
ulayout,main,knn,uNb9QFRL6hY,卧室,ulayout__transformer__global,4,0.104166246951,24,
ulayout,main,knn,uNb9QFRL6hY,卫浴,ulayout__compressed__global,5,0.227272287011,11,
ulayout,main,knn,uNb9QFRL6hY,工作与学习,ulayout__compressed__global,4,inf,0,
ulayout,main,knn,uNb9QFRL6hY,起居与休闲,ulayout__compressed__global,4,inf,0,
ulayout,main,knn,wc2JMjhGNzB,卧室,ulayout__transformer__global,6,0.125714108348,28,
ulayout,main,knn,wc2JMjhGNzB,卫浴,ulayout__compressed__global,4,0.0882349386811,17,
ulayout,main,knn,wc2JMjhGNzB,复合／待定,ulayout__compressed__global,4,inf,0,
ulayout,main,knn,wc2JMjhGNzB,无法判断,ulayout__compressed__global,4,inf,0,
ulayout,main,knn,yqstnuAEVhm,厨房与用餐,ulayout__transformer__local16,5,0.162432745099,9,
dinov3,global,ridge,2t7WUuJeko7,厨房与用餐,dinov3__block11__faces_concat,0,2.56683563293e-12,8,
dinov3,global,ridge,7y3sRwLe3Va,开放复合空间,dinov3__block11__faces_concat,1,inf,0,
dinov3,global,ridge,B6ByNegPMKs,通行与连接,dinov3__block11__faces_concat,1,inf,0,
dinov3,global,ridge,S9hNv5qa7GM,卧室,dinov3__block3__panorama_mean,1,0.11489302665,28,
dinov3,global,ridge,VFuaQ6m2Qom,卫浴,dinov3__block12__panorama_global,3,0.122241348028,16,
dinov3,global,ridge,Z6MFQCViBuw,厨房与用餐,dinov3__block3__faces_global,0,0.233777925372,9,
dinov3,global,ridge,e9zR4mvMWw7,卧室,dinov3__block3__panorama_global,3,0.0914335921407,27,
dinov3,global,ridge,e9zR4mvMWw7,复合／待定,dinov3__block11__faces_concat,1,inf,0,
dinov3,global,ridge,jtcxE69GiFV,卧室,dinov3__cls__panorama,7,0.0997719913721,28,
dinov3,global,ridge,pa4otMbVnkk,起居与休闲,dinov3__block11__faces_concat,1,inf,0,
dinov3,global,ridge,rPc6DW4iMge,卧室,dinov3__block3__faces_global,3,0.0886835604906,30,
dinov3,global,ridge,uNb9QFRL6hY,储藏与家务辅助,dinov3__block11__faces_concat,1,inf,0,
dinov3,global,ridge,uNb9QFRL6hY,卧室,dinov3__block12__faces_global,10,0.119593776762,24,
dinov3,global,ridge,uNb9QFRL6hY,卫浴,dinov3__block11__panorama_global,3,0.210305064917,11,
dinov3,global,ridge,uNb9QFRL6hY,工作与学习,dinov3__block11__faces_concat,1,inf,0,
dinov3,global,ridge,uNb9QFRL6hY,起居与休闲,dinov3__block11__faces_concat,1,inf,0,
dinov3,global,ridge,wc2JMjhGNzB,卧室,dinov3__block3__panorama_mean,3,0.0813775733113,28,
dinov3,global,ridge,wc2JMjhGNzB,卫浴,dinov3__cls__faces_global,3,0.0901325717568,17,
dinov3,global,ridge,wc2JMjhGNzB,复合／待定,dinov3__block11__faces_concat,1,inf,0,
dinov3,global,ridge,wc2JMjhGNzB,无法判断,dinov3__block11__faces_concat,1,inf,0,
dinov3,global,ridge,yqstnuAEVhm,厨房与用餐,dinov3__block3__faces_global,0,0.16666598618,9,
dinov3,global,knn,2t7WUuJeko7,厨房与用餐,dinov3__block11__faces_concat,4,2.56683563293e-12,8,
dinov3,global,knn,7y3sRwLe3Va,开放复合空间,dinov3__block11__faces_concat,4,inf,0,
dinov3,global,knn,B6ByNegPMKs,通行与连接,dinov3__block11__faces_concat,4,inf,0,
dinov3,global,knn,S9hNv5qa7GM,卧室,dinov3__cls__panorama,12,0.13492038846,28,
dinov3,global,knn,VFuaQ6m2Qom,卫浴,dinov3__block12__panorama_mean,4,0.124999493361,16,
dinov3,global,knn,Z6MFQCViBuw,厨房与用餐,dinov3__block6__panorama_local16,5,0.209875971079,9,
dinov3,global,knn,e9zR4mvMWw7,卧室,dinov3__block3__panorama_global,12,0.121399007738,27,
dinov3,global,knn,e9zR4mvMWw7,复合／待定,dinov3__block11__faces_concat,4,inf,0,
dinov3,global,knn,jtcxE69GiFV,卧室,dinov3__block6__faces_local96,11,0.0892853587866,28,
dinov3,global,knn,pa4otMbVnkk,起居与休闲,dinov3__block11__faces_concat,4,inf,0,
dinov3,global,knn,rPc6DW4iMge,卧室,dinov3__cls__panorama,11,0.116666264832,30,
dinov3,global,knn,uNb9QFRL6hY,储藏与家务辅助,dinov3__block11__faces_concat,4,inf,0,
dinov3,global,knn,uNb9QFRL6hY,卧室,dinov3__block12__faces_global,4,0.104166246951,24,
dinov3,global,knn,uNb9QFRL6hY,卫浴,dinov3__block6__faces_global,5,0.1666662395,11,
dinov3,global,knn,uNb9QFRL6hY,工作与学习,dinov3__block11__faces_concat,4,inf,0,
dinov3,global,knn,uNb9QFRL6hY,起居与休闲,dinov3__block11__faces_concat,4,inf,0,
dinov3,global,knn,wc2JMjhGNzB,卧室,dinov3__cls__faces_global,12,0.107142686844,28,
dinov3,global,knn,wc2JMjhGNzB,卫浴,dinov3__block11__faces_concat,4,0.0882349386811,17,
dinov3,global,knn,wc2JMjhGNzB,复合／待定,dinov3__block11__faces_concat,4,inf,0,
dinov3,global,knn,wc2JMjhGNzB,无法判断,dinov3__block11__faces_concat,4,inf,0,
dinov3,global,knn,yqstnuAEVhm,厨房与用餐,dinov3__block11__faces_global,4,0.16666598618,9,
dinov3,coarse,ridge,2t7WUuJeko7,厨房与用餐,dinov3__block11__faces_concat,0,2.56683563293e-12,8,
dinov3,coarse,ridge,7y3sRwLe3Va,开放复合空间,dinov3__block11__faces_concat,1,inf,0,
dinov3,coarse,ridge,B6ByNegPMKs,通行与连接,dinov3__block11__faces_concat,1,inf,0,
dinov3,coarse,ridge,S9hNv5qa7GM,卧室,dinov3__block3__panorama_mean,1,0.11489302665,28,
dinov3,coarse,ridge,VFuaQ6m2Qom,卫浴,dinov3__block12__panorama_global,3,0.122241348028,16,
dinov3,coarse,ridge,Z6MFQCViBuw,厨房与用餐,dinov3__block3__faces_global,0,0.233777925372,9,
dinov3,coarse,ridge,e9zR4mvMWw7,卧室,dinov3__block3__panorama_global,3,0.0914335921407,27,
dinov3,coarse,ridge,e9zR4mvMWw7,复合／待定,dinov3__block11__faces_concat,1,inf,0,
dinov3,coarse,ridge,jtcxE69GiFV,卧室,dinov3__cls__panorama,7,0.0997719913721,28,
dinov3,coarse,ridge,pa4otMbVnkk,起居与休闲,dinov3__block11__faces_concat,1,inf,0,
dinov3,coarse,ridge,rPc6DW4iMge,卧室,dinov3__block3__faces_global,3,0.0886835604906,30,
dinov3,coarse,ridge,uNb9QFRL6hY,储藏与家务辅助,dinov3__block11__faces_concat,1,inf,0,
dinov3,coarse,ridge,uNb9QFRL6hY,卧室,dinov3__block12__faces_global,10,0.119593776762,24,
dinov3,coarse,ridge,uNb9QFRL6hY,卫浴,dinov3__block11__panorama_global,3,0.210305064917,11,
dinov3,coarse,ridge,uNb9QFRL6hY,工作与学习,dinov3__block11__faces_concat,1,inf,0,
dinov3,coarse,ridge,uNb9QFRL6hY,起居与休闲,dinov3__block11__faces_concat,1,inf,0,
dinov3,coarse,ridge,wc2JMjhGNzB,卧室,dinov3__block3__panorama_mean,3,0.0813775733113,28,
dinov3,coarse,ridge,wc2JMjhGNzB,卫浴,dinov3__cls__faces_global,3,0.0901325717568,17,
dinov3,coarse,ridge,wc2JMjhGNzB,复合／待定,dinov3__block11__faces_concat,1,inf,0,
dinov3,coarse,ridge,wc2JMjhGNzB,无法判断,dinov3__block11__faces_concat,1,inf,0,
dinov3,coarse,ridge,yqstnuAEVhm,厨房与用餐,dinov3__block3__faces_global,0,0.16666598618,9,
dinov3,coarse,knn,2t7WUuJeko7,厨房与用餐,dinov3__block11__faces_concat,4,2.56683563293e-12,8,
dinov3,coarse,knn,7y3sRwLe3Va,开放复合空间,dinov3__block11__faces_concat,4,inf,0,
dinov3,coarse,knn,B6ByNegPMKs,通行与连接,dinov3__block11__faces_concat,4,inf,0,
dinov3,coarse,knn,S9hNv5qa7GM,卧室,dinov3__cls__panorama,12,0.13492038846,28,
dinov3,coarse,knn,VFuaQ6m2Qom,卫浴,dinov3__block12__panorama_mean,4,0.124999493361,16,
dinov3,coarse,knn,Z6MFQCViBuw,厨房与用餐,dinov3__block6__panorama_local16,5,0.209875971079,9,
dinov3,coarse,knn,e9zR4mvMWw7,卧室,dinov3__block3__panorama_global,12,0.121399007738,27,
dinov3,coarse,knn,e9zR4mvMWw7,复合／待定,dinov3__block11__faces_concat,4,inf,0,
dinov3,coarse,knn,jtcxE69GiFV,卧室,dinov3__block6__faces_local96,11,0.0892853587866,28,
dinov3,coarse,knn,pa4otMbVnkk,起居与休闲,dinov3__block11__faces_concat,4,inf,0,
dinov3,coarse,knn,rPc6DW4iMge,卧室,dinov3__cls__panorama,11,0.116666264832,30,
dinov3,coarse,knn,uNb9QFRL6hY,储藏与家务辅助,dinov3__block11__faces_concat,4,inf,0,
dinov3,coarse,knn,uNb9QFRL6hY,卧室,dinov3__block12__faces_global,4,0.104166246951,24,
dinov3,coarse,knn,uNb9QFRL6hY,卫浴,dinov3__block6__faces_global,5,0.1666662395,11,
dinov3,coarse,knn,uNb9QFRL6hY,工作与学习,dinov3__block11__faces_concat,4,inf,0,
dinov3,coarse,knn,uNb9QFRL6hY,起居与休闲,dinov3__block11__faces_concat,4,inf,0,
dinov3,coarse,knn,wc2JMjhGNzB,卧室,dinov3__cls__faces_global,12,0.107142686844,28,
dinov3,coarse,knn,wc2JMjhGNzB,卫浴,dinov3__block11__faces_concat,4,0.0882349386811,17,
dinov3,coarse,knn,wc2JMjhGNzB,复合／待定,dinov3__block11__faces_concat,4,inf,0,
dinov3,coarse,knn,wc2JMjhGNzB,无法判断,dinov3__block11__faces_concat,4,inf,0,
dinov3,coarse,knn,yqstnuAEVhm,厨房与用餐,dinov3__block11__faces_global,4,0.16666598618,9,
dinov3,main,ridge,2t7WUuJeko7,厨房与用餐,dinov3__block11__faces_concat,0,2.56683563293e-12,8,
dinov3,main,ridge,7y3sRwLe3Va,开放复合空间,dinov3__block11__faces_concat,1,inf,0,
dinov3,main,ridge,B6ByNegPMKs,通行与连接,dinov3__block11__faces_concat,1,inf,0,
dinov3,main,ridge,S9hNv5qa7GM,卧室,dinov3__block3__panorama_mean,1,0.11489302665,28,
dinov3,main,ridge,VFuaQ6m2Qom,卫浴,dinov3__block12__panorama_global,3,0.122241348028,16,
dinov3,main,ridge,Z6MFQCViBuw,厨房与用餐,dinov3__block3__faces_global,0,0.205484896898,9,
dinov3,main,ridge,e9zR4mvMWw7,卧室,dinov3__block3__panorama_global,3,0.0914335921407,27,
dinov3,main,ridge,e9zR4mvMWw7,复合／待定,dinov3__block11__faces_concat,1,inf,0,
dinov3,main,ridge,jtcxE69GiFV,卧室,dinov3__cls__panorama,7,0.0997719913721,28,
dinov3,main,ridge,pa4otMbVnkk,起居与休闲,dinov3__block11__faces_concat,1,inf,0,
dinov3,main,ridge,rPc6DW4iMge,卧室,dinov3__block3__faces_global,3,0.0886835604906,30,
dinov3,main,ridge,uNb9QFRL6hY,储藏与家务辅助,dinov3__block11__faces_concat,1,inf,0,
dinov3,main,ridge,uNb9QFRL6hY,卧室,dinov3__block12__faces_global,10,0.119593776762,24,
dinov3,main,ridge,uNb9QFRL6hY,卫浴,dinov3__block11__panorama_global,3,0.210305064917,11,
dinov3,main,ridge,uNb9QFRL6hY,工作与学习,dinov3__block11__faces_concat,1,inf,0,
dinov3,main,ridge,uNb9QFRL6hY,起居与休闲,dinov3__block11__faces_concat,1,inf,0,
dinov3,main,ridge,wc2JMjhGNzB,卧室,dinov3__block3__panorama_mean,3,0.0813775733113,28,
dinov3,main,ridge,wc2JMjhGNzB,卫浴,dinov3__cls__faces_global,3,0.0901325717568,17,
dinov3,main,ridge,wc2JMjhGNzB,复合／待定,dinov3__block11__faces_concat,1,inf,0,
dinov3,main,ridge,wc2JMjhGNzB,无法判断,dinov3__block11__faces_concat,1,inf,0,
dinov3,main,ridge,yqstnuAEVhm,厨房与用餐,dinov3__block3__faces_global,0,0.136717915535,9,
dinov3,main,knn,2t7WUuJeko7,厨房与用餐,dinov3__block11__faces_concat,4,2.56683563293e-12,8,
dinov3,main,knn,7y3sRwLe3Va,开放复合空间,dinov3__block11__faces_concat,4,inf,0,
dinov3,main,knn,B6ByNegPMKs,通行与连接,dinov3__block11__faces_concat,4,inf,0,
dinov3,main,knn,S9hNv5qa7GM,卧室,dinov3__cls__panorama,12,0.13492038846,28,
dinov3,main,knn,VFuaQ6m2Qom,卫浴,dinov3__block12__panorama_mean,4,0.124999493361,16,
dinov3,main,knn,Z6MFQCViBuw,厨房与用餐,dinov3__block6__panorama_local16,5,0.181307375431,9,
dinov3,main,knn,e9zR4mvMWw7,卧室,dinov3__block3__panorama_global,12,0.121399007738,27,
dinov3,main,knn,e9zR4mvMWw7,复合／待定,dinov3__block11__faces_concat,4,inf,0,
dinov3,main,knn,jtcxE69GiFV,卧室,dinov3__block6__faces_local96,11,0.0892853587866,28,
dinov3,main,knn,pa4otMbVnkk,起居与休闲,dinov3__block11__faces_concat,4,inf,0,
dinov3,main,knn,rPc6DW4iMge,卧室,dinov3__cls__panorama,11,0.116666264832,30,
dinov3,main,knn,uNb9QFRL6hY,储藏与家务辅助,dinov3__block11__faces_concat,4,inf,0,
dinov3,main,knn,uNb9QFRL6hY,卧室,dinov3__block12__faces_global,4,0.104166246951,24,
dinov3,main,knn,uNb9QFRL6hY,卫浴,dinov3__block6__faces_global,5,0.1666662395,11,
dinov3,main,knn,uNb9QFRL6hY,工作与学习,dinov3__block11__faces_concat,4,inf,0,
dinov3,main,knn,uNb9QFRL6hY,起居与休闲,dinov3__block11__faces_concat,4,inf,0,
dinov3,main,knn,wc2JMjhGNzB,卧室,dinov3__cls__faces_global,12,0.107142686844,28,
dinov3,main,knn,wc2JMjhGNzB,卫浴,dinov3__block11__faces_concat,4,0.0882349386811,17,
dinov3,main,knn,wc2JMjhGNzB,复合／待定,dinov3__block11__faces_concat,4,inf,0,
dinov3,main,knn,wc2JMjhGNzB,无法判断,dinov3__block11__faces_concat,4,inf,0,
dinov3,main,knn,yqstnuAEVhm,厨房与用餐,dinov3__block11__faces_global,4,0.13673530519,9,
da3,global,ridge,2t7WUuJeko7,厨房与用餐,da3__layer11__faces_concat,0,2.56683563293e-12,8,
da3,global,ridge,7y3sRwLe3Va,开放复合空间,da3__layer11__faces_concat,1,inf,0,
da3,global,ridge,B6ByNegPMKs,通行与连接,da3__layer11__faces_concat,1,inf,0,
da3,global,ridge,S9hNv5qa7GM,卧室,da3__layer5__faces_global,3,0.145669028163,28,
da3,global,ridge,VFuaQ6m2Qom,卫浴,da3__layer9__faces_concat,3,0.127682805061,16,
da3,global,ridge,Z6MFQCViBuw,厨房与用餐,da3__layer9__faces_local96,0,0.247175320983,9,
da3,global,ridge,e9zR4mvMWw7,卧室,da3__layer5__faces_global,3,0.140932425857,27,
da3,global,ridge,e9zR4mvMWw7,复合／待定,da3__layer11__faces_concat,1,inf,0,
da3,global,ridge,jtcxE69GiFV,卧室,da3__layer5__faces_local96,0,0.105758465827,28,
da3,global,ridge,pa4otMbVnkk,起居与休闲,da3__layer11__faces_concat,1,inf,0,
da3,global,ridge,rPc6DW4iMge,卧室,da3__layer5__faces_global,3,0.113613337278,30,
da3,global,ridge,uNb9QFRL6hY,储藏与家务辅助,da3__layer11__faces_concat,1,inf,0,
da3,global,ridge,uNb9QFRL6hY,卧室,da3__layer7__faces_global,7,0.128870025277,24,
da3,global,ridge,uNb9QFRL6hY,卫浴,da3__layer11__faces_global,3,0.160290971398,11,
da3,global,ridge,uNb9QFRL6hY,工作与学习,da3__layer11__faces_concat,1,inf,0,
da3,global,ridge,uNb9QFRL6hY,起居与休闲,da3__layer11__faces_concat,1,inf,0,
da3,global,ridge,wc2JMjhGNzB,卧室,da3__layer5__faces_global,3,0.128161534667,28,
da3,global,ridge,wc2JMjhGNzB,卫浴,da3__layer5__faces_local16,3,0.0966545566916,17,
da3,global,ridge,wc2JMjhGNzB,复合／待定,da3__layer11__faces_concat,1,inf,0,
da3,global,ridge,wc2JMjhGNzB,无法判断,da3__layer11__faces_concat,1,inf,0,
da3,global,ridge,yqstnuAEVhm,厨房与用餐,da3__layer5__faces_global,3,0.184852182865,9,
da3,global,knn,2t7WUuJeko7,厨房与用餐,da3__layer11__faces_concat,4,2.56683563293e-12,8,
