design,feature,baseline,algorithm,stratum_type,stratum,n_images,n_buildings,rps_mean,brier_mean,accuracy,balanced_accuracy,macro_f1,building_macro_rps,simple_recall,medium_recall,hard_recall,simple_n,medium_n,hard_n
pooled,selected__semantic,global,ridge,scene,无法判断,1,1,0.166765311961,0.493963292892,1,1,1,0.166765332222,1,,,1,0,0
pooled,selected__semantic,global,ridge,scene,起居与休闲,17,2,0.00131582929996,0.0064453951895,1,1,1,0.00101894774434,,1,,0,17,0
pooled,selected__semantic,global,ridge,scene,通行与连接,3,1,0.16200931746,0.47838371652,1,1,1,0.162009313703,1,,,3,0,0
pooled,selected__semantic,global,ridge,main_space,bathroom,22,3,0.113769925442,0.45696604521,0.727272727273,0.5,0.421052631579,0.12085087918,,0,1,0,6,16
pooled,selected__semantic,global,ridge,main_space,circulation,3,1,0.16200931746,0.47838371652,1,1,1,0.162009313703,1,,,3,0,0
pooled,selected__semantic,global,ridge,main_space,dining,8,2,1.43221991982e-05,4.22897549804e-05,1,1,1,1.43222287079e-05,1,,,8,0,0
pooled,selected__semantic,global,ridge,main_space,empty,4,1,0.166765311961,0.493963292892,1,1,1,0.166765332222,1,,,4,0,0
pooled,selected__semantic,global,ridge,main_space,kitchen,5,1,0.297143941326,1.19023817061,0.4,0.5,0.285714285714,0.297143938232,1,0,,2,3,0
pooled,selected__semantic,global,ridge,main_space,living,21,3,0.00106681992658,0.00522607312029,1,1,1,0.000682141855881,,1,,0,21,0
pooled,selected__semantic,global,ridge,main_space,sleep,34,6,0.134679656174,0.53945794588,0.705882352941,0.5,0.413793103448,0.12764571138,1,0,,24,10,0
pooled,selected__semantic,global,ridge,main_space,storage,2,1,0.112259848739,0.331442202021,1,1,1,0.112259849906,1,,,2,0,0
pooled,selected__semantic,global,ridge,main_space,work,7,1,0.118552873074,0.393459659847,0.857142857143,0.5,0.461538461538,0.118552874242,1,0,,6,1,0
pooled,selected__semantic,global,ridge,building,2t7WUuJeko7,5,1,0.297143941326,1.19023817061,0.4,0.5,0.285714285714,0.297143938232,1,0,,2,3,0
pooled,selected__semantic,global,ridge,building,7y3sRwLe3Va,4,1,8.53008975273e-06,4.39543261607e-05,1,1,1,8.53007895785e-06,,1,,0,4,0
pooled,selected__semantic,global,ridge,building,B6ByNegPMKs,3,1,0.16200931746,0.47838371652,1,1,1,0.162009313703,1,,,3,0,0
pooled,selected__semantic,global,ridge,building,S9hNv5qa7GM,5,1,0.0599428760145,0.239029226975,1,1,1,0.0599428750575,1,,,5,0,0
pooled,selected__semantic,global,ridge,building,VFuaQ6m2Qom,6,1,0.0704762604622,0.281593953341,1,1,1,0.0704762637615,,,1,0,0,6
pooled,selected__semantic,global,ridge,building,Z6MFQCViBuw,4,1,1.43221991982e-05,4.22897549804e-05,1,1,1,1.43222287079e-05,1,,,4,0,0
pooled,selected__semantic,global,ridge,building,e9zR4mvMWw7,7,1,0.0690868799611,0.275510134734,1,1,1,0.0690868794918,1,,,7,0,0
pooled,selected__semantic,global,ridge,building,jtcxE69GiFV,5,1,0.340533694157,1.3639039113,0,0,0,0.340533673763,,0,,0,5,0
pooled,selected__semantic,global,ridge,building,pa4otMbVnkk,6,1,9.54944136623e-06,4.92004010893e-05,1,1,1,9.54942697717e-06,,1,,0,6,0
pooled,selected__semantic,global,ridge,building,rPc6DW4iMge,3,1,0.0525022342708,0.209346993007,1,1,1,0.0525022335351,1,,,3,0,0
pooled,selected__semantic,global,ridge,building,uNb9QFRL6hY,40,1,0.0956273324293,0.362413619367,0.775,0.85,0.783927560838,0.0956273321062,1,0.55,1,12,20,8
pooled,selected__semantic,global,ridge,building,wc2JMjhGNzB,14,1,0.138168639613,0.509976339759,0.785714285714,0.666666666667,0.52380952381,0.138168644692,1,0,1,9,3,2
pooled,selected__semantic,global,ridge,building,yqstnuAEVhm,4,1,1.43221991982e-05,4.22897549804e-05,1,1,1,1.43222287079e-05,1,,,4,0,0
pooled,selected__semantic,main,knn,scene,储藏与家务辅助,2,1,0.0301380848166,0.0714740641454,1,1,1,0.0301380828023,1,,,2,0,0
pooled,selected__semantic,main,knn,scene,卧室,33,6,0.120251769545,0.480059545417,0.69696969697,0.5,0.410714285714,0.0965064365766,1,0,,23,10,0
pooled,selected__semantic,main,knn,scene,卫浴,22,3,0.136742387224,0.557122144199,0.727272727273,0.5,0.421052631579,0.144676916358,,0,1,0,6,16
pooled,selected__semantic,main,knn,scene,厨房与用餐,13,3,0.077766256639,0.353896412717,0.769230769231,0.5,0.434782608696,0.0674069781012,1,0,,10,3,0
pooled,selected__semantic,main,knn,scene,复合／待定,4,2,0.0976752872388,0.229158753496,0.75,0.75,0.857142857143,0.0733111510053,0.75,,,4,0,0
pooled,selected__semantic,main,knn,scene,工作与学习,7,1,0.0703875176529,0.264595757109,0.857142857143,0.5,0.461538461538,0.0703875145742,1,0,,6,1,0
pooled,selected__semantic,main,knn,scene,开放复合空间,4,1,0.0739084339825,0.304078698868,1,1,1,0.0739084333181,,1,,0,4,0
pooled,selected__semantic,main,knn,scene,无法判断,1,1,0.0276290449075,0.0823861187091,1,1,1,0.0276290457696,1,,,1,0,0
pooled,selected__semantic,main,knn,scene,起居与休闲,17,2,1.0269106384e-12,6.10692881715e-12,1,1,1,1.0133650646e-12,,1,,0,17,0
pooled,selected__semantic,main,knn,scene,通行与连接,3,1,0.0392663464625,0.0874930716084,1,1,1,0.0392663441598,1,,,3,0,0
pooled,selected__semantic,main,knn,main_space,bathroom,22,3,0.136742387224,0.557122144199,0.727272727273,0.5,0.421052631579,0.144676916358,,0,1,0,6,16
pooled,selected__semantic,main,knn,main_space,circulation,3,1,0.0392663464625,0.0874930716084,1,1,1,0.0392663441598,1,,,3,0,0
pooled,selected__semantic,main,knn,main_space,dining,8,2,7.17163291301e-05,0.000143432495966,1,1,1,7.17161456123e-05,1,,,8,0,0
pooled,selected__semantic,main,knn,main_space,empty,4,1,0.0984368297561,0.22517251737,0.75,0.75,0.857142857143,0.098436832428,0.75,,,4,0,0
pooled,selected__semantic,main,knn,main_space,kitchen,5,1,0.202077521135,0.91990118107,0.4,0.5,0.285714285714,0.202077502012,1,0,,2,3,0
pooled,selected__semantic,main,knn,main_space,living,21,3,0.0140777969499,0.0579197521703,1,1,1,0.0246361444401,,1,,0,21,0
pooled,selected__semantic,main,knn,main_space,sleep,34,6,0.117437978524,0.468832237117,0.705882352941,0.5,0.413793103448,0.0959828730726,1,0,,24,10,0
pooled,selected__semantic,main,knn,main_space,storage,2,1,0.0301380848166,0.0714740641454,1,1,1,0.0301380828023,1,,,2,0,0
pooled,selected__semantic,main,knn,main_space,work,7,1,0.0703875176529,0.264595757109,0.857142857143,0.5,0.461538461538,0.0703875145742,1,0,,6,1,0
pooled,selected__semantic,main,knn,building,2t7WUuJeko7,5,1,0.202077521135,0.91990118107,0.4,0.5,0.285714285714,0.202077502012,1,0,,2,3,0
pooled,selected__semantic,main,knn,building,7y3sRwLe3Va,4,1,0.0739084339825,0.304078698868,1,1,1,0.0739084333181,,1,,0,4,0
pooled,selected__semantic,main,knn,building,B6ByNegPMKs,3,1,0.0392663464625,0.0874930716084,1,1,1,0.0392663441598,1,,,3,0,0
pooled,selected__semantic,main,knn,building,S9hNv5qa7GM,5,1,0.029351435457,0.117405263321,1,1,1,0.0293514359742,1,,,5,0,0
pooled,selected__semantic,main,knn,building,VFuaQ6m2Qom,6,1,0.0200001588734,0.0800002467649,1,1,1,0.0200001578778,,,1,0,0,6
pooled,selected__semantic,main,knn,building,Z6MFQCViBuw,4,1,7.17163291301e-05,0.000143432495966,1,1,1,7.17161456123e-05,1,,,4,0,0
pooled,selected__semantic,main,knn,building,e9zR4mvMWw7,7,1,0.043431160114,0.173724097014,1,1,1,0.0434311601732,1,,,7,0,0
pooled,selected__semantic,main,knn,building,jtcxE69GiFV,5,1,0.179999656678,0.719999806882,0,0,0,0.179999649525,,0,,0,5,0
pooled,selected__semantic,main,knn,building,pa4otMbVnkk,6,1,1.0269106384e-12,6.10692881715e-12,1,1,1,1.0133650646e-12,,1,,0,6,0
pooled,selected__semantic,main,knn,building,rPc6DW4iMge,3,1,0.0422819400202,0.158701594381,1,1,1,0.0422819405794,1,,,3,0,0
pooled,selected__semantic,main,knn,building,uNb9QFRL6hY,40,1,0.113824316512,0.449876750084,0.775,0.85,0.783927560838,0.11382431388,1,0.55,1,12,20,8
pooled,selected__semantic,main,knn,building,wc2JMjhGNzB,14,1,0.128383348981,0.481322959624,0.714285714286,0.62962962963,0.480392156863,0.128383347765,0.888888888889,0,1,9,3,2
pooled,selected__semantic,main,knn,building,yqstnuAEVhm,4,1,7.17163291301e-05,0.000143432495966,1,1,1,7.17161456123e-05,1,,,4,0,0
pooled,selected__semantic,main,ridge,scene,储藏与家务辅助,2,1,0.0582056657501,0.159552004337,1,1,1,0.0582056641579,1,,,2,0,0
pooled,selected__semantic,main,ridge,scene,卧室,33,6,0.122218240659,0.492514768716,0.69696969697,0.5,0.410714285714,0.116476238453,1,0,,23,10,0
pooled,selected__semantic,main,ridge,scene,卫浴,22,3,0.116568420214,0.475945381486,0.727272727273,0.5,0.421052631579,0.123034419616,,0,1,0,6,16
pooled,selected__semantic,main,ridge,scene,厨房与用餐,13,3,0.0756767065847,0.282935018686,0.769230769231,0.5,0.434782608696,0.0707027070224,1,0,,10,3,0
pooled,selected__semantic,main,ridge,scene,复合／待定,4,2,0.122162391988,0.367416201065,1,1,1,0.0860906979069,1,,,4,0,0
pooled,selected__semantic,main,ridge,scene,工作与学习,7,1,0.135076427023,0.442907127315,0.857142857143,0.5,0.461538461538,0.135076439806,1,0,,6,1,0
pooled,selected__semantic,main,ridge,scene,开放复合空间,4,1,0.00145075423797,0.00852244089563,1,1,1,0.00145075470209,,1,,0,4,0
pooled,selected__semantic,main,ridge,scene,无法判断,1,1,0.158234077214,0.471291927518,1,1,1,0.158234059811,1,,,1,0,0
pooled,selected__semantic,main,ridge,scene,起居与休闲,17,2,0.00789009928197,0.0374319596707,1,1,1,0.00654756848235,,1,,0,17,0
pooled,selected__semantic,main,ridge,scene,通行与连接,3,1,0.151753494034,0.44963039797,1,1,1,0.151753470302,1,,,3,0,0
pooled,selected__semantic,main,ridge,main_space,bathroom,22,3,0.116568420214,0.475945381486,0.727272727273,0.5,0.421052631579,0.123034419616,,0,1,0,6,16
pooled,selected__semantic,main,ridge,main_space,circulation,3,1,0.151753494034,0.44963039797,1,1,1,0.151753470302,1,,,3,0,0
pooled,selected__semantic,main,ridge,main_space,dining,8,2,0.0383717081998,0.113331687832,1,1,1,0.0383717063814,1,,,8,0,0
pooled,selected__semantic,main,ridge,main_space,empty,4,1,0.158234077214,0.471291927518,1,1,1,0.158234059811,1,,,4,0,0
pooled,selected__semantic,main,ridge,main_space,kitchen,5,1,0.135364704001,0.554300348053,0.4,0.5,0.285714285714,0.135364708304,1,0,,2,3,0
pooled,selected__semantic,main,ridge,main_space,living,21,3,0.00666355736883,0.031925384666,1,1,1,0.00484863055559,,1,,0,21,0
pooled,selected__semantic,main,ridge,main_space,sleep,34,6,0.119033802295,0.479669893804,0.705882352941,0.5,0.413793103448,0.115955066837,1,0,,24,10,0
pooled,selected__semantic,main,ridge,main_space,storage,2,1,0.0582056657501,0.159552004337,1,1,1,0.0582056641579,1,,,2,0,0
pooled,selected__semantic,main,ridge,main_space,work,7,1,0.135076427023,0.442907127315,0.857142857143,0.5,0.461538461538,0.135076439806,1,0,,6,1,0
pooled,selected__semantic,main,ridge,building,2t7WUuJeko7,5,1,0.135364704001,0.554300348053,0.4,0.5,0.285714285714,0.135364708304,1,0,,2,3,0
pooled,selected__semantic,main,ridge,building,7y3sRwLe3Va,4,1,0.00145075423797,0.00852244089563,1,1,1,0.00145075470209,,1,,0,4,0
pooled,selected__semantic,main,ridge,building,B6ByNegPMKs,3,1,0.151753494034,0.44963039797,1,1,1,0.151753470302,1,,,3,0,0
pooled,selected__semantic,main,ridge,building,S9hNv5qa7GM,5,1,0.0344175491782,0.131398110368,1,1,1,0.034417549707,1,,,5,0,0
pooled,selected__semantic,main,ridge,building,VFuaQ6m2Qom,6,1,0.0703397067154,0.281293934114,1,1,1,0.0703397095203,,,1,0,0,6
pooled,selected__semantic,main,ridge,building,Z6MFQCViBuw,4,1,0.0389094770335,0.114920007499,1,1,1,0.0389094762504,1,,,4,0,0
pooled,selected__semantic,main,ridge,building,e9zR4mvMWw7,7,1,0.0327095132567,0.126047354879,1,1,1,0.03270951419,1,,,7,0,0
pooled,selected__semantic,main,ridge,building,jtcxE69GiFV,5,1,0.339664708377,1.38484595394,0,0,0,0.339664727449,,0,,0,5,0
pooled,selected__semantic,main,ridge,building,pa4otMbVnkk,6,1,0.00198296543522,0.0115430771247,1,1,1,0.00198296480812,,1,,0,6,0
pooled,selected__semantic,main,ridge,building,rPc6DW4iMge,3,1,0.06948851326,0.262754312975,1,1,1,0.0694885104895,1,,,3,0,0
pooled,selected__semantic,main,ridge,building,uNb9QFRL6hY,40,1,0.09544987855,0.367256662709,0.775,0.85,0.783927560838,0.09544988079,1,0.55,1,12,20,8
pooled,selected__semantic,main,ridge,building,wc2JMjhGNzB,14,1,0.134349588914,0.501531170429,0.785714285714,0.666666666667,0.52380952381,0.134349585378,1,0,1,9,3,2
pooled,selected__semantic,main,ridge,building,yqstnuAEVhm,4,1,0.0378339393661,0.111743368165,1,1,1,0.0378339365125,1,,,4,0,0
pooled,selected__ulayout,coarse,knn,scene,储藏与家务辅助,2,1,0.026879810972,0.0625218531693,1,1,1,0.0268798079342,1,,,2,0,0
pooled,selected__ulayout,coarse,knn,scene,卧室,33,6,0.153313429518,0.622421932256,0.636363636364,0.45652173913,0.388888888889,0.134551350146,0.913043478261,0,,23,10,0
pooled,selected__ulayout,coarse,knn,scene,卫浴,22,3,0.126227167928,0.456623330888,0.681818181818,0.46875,0.405405405405,0.139113917902,,0,0.9375,0,6,16
pooled,selected__ulayout,coarse,knn,scene,厨房与用餐,13,3,0.125345672812,0.482604982445,0.769230769231,0.5,0.434782608696,0.116807970917,1,0,,10,3,0
pooled,selected__ulayout,coarse,knn,scene,复合／待定,4,2,0.0551989171055,0.169168990601,1,1,1,0.0371609083571,1,,,4,0,0
pooled,selected__ulayout,coarse,knn,scene,工作与学习,7,1,0.0934949414448,0.314946157157,0.857142857143,0.5,0.461538461538,0.0934949389526,1,0,,6,1,0
pooled,selected__ulayout,coarse,knn,scene,开放复合空间,4,1,0.138009720406,0.698046731651,0.5,0.5,0.666666666667,0.138009718619,,0.5,,0,4,0
pooled,selected__ulayout,coarse,knn,scene,无法判断,1,1,0.0823561244198,0.226786029908,1,1,1,0.0823561251163,1,,,1,0,0
pooled,selected__ulayout,coarse,knn,scene,起居与休闲,17,2,0.0212265747375,0.0988879708877,1,1,1,0.0184869054922,,1,,0,17,0
pooled,selected__ulayout,coarse,knn,scene,通行与连接,3,1,0.216092638422,0.769305494588,0.333333333333,0.333333333333,0.5,0.216092641155,0.333333333333,,,3,0,0
pooled,selected__ulayout,coarse,knn,main_space,bathroom,22,3,0.126227167928,0.456623330888,0.681818181818,0.46875,0.405405405405,0.139113917902,,0,0.9375,0,6,16
pooled,selected__ulayout,coarse,knn,main_space,circulation,3,1,0.216092638422,0.769305494588,0.333333333333,0.333333333333,0.5,0.216092641155,0.333333333333,,,3,0,0
pooled,selected__ulayout,coarse,knn,main_space,dining,8,2,0.0613129033293,0.183262541804,1,1,1,0.0613129050471,1,,,8,0,0
pooled,selected__ulayout,coarse,knn,main_space,empty,4,1,0.0755167255554,0.224780629235,1,1,1,0.0755167258903,1,,,4,0,0
pooled,selected__ulayout,coarse,knn,main_space,kitchen,5,1,0.227798103984,0.961552887472,0.4,0.5,0.285714285714,0.227798102657,1,0,,2,3,0
pooled,selected__ulayout,coarse,knn,main_space,living,21,3,0.0434709834363,0.213013449128,0.904761904762,0.904761904762,0.95,0.0583278432012,,0.904761904762,,0,21,0
pooled,selected__ulayout,coarse,knn,main_space,sleep,34,6,0.14883611955,0.604243036465,0.647058823529,0.458333333333,0.392857142857,0.133657290705,0.916666666667,0,,24,10,0
pooled,selected__ulayout,coarse,knn,main_space,storage,2,1,0.026879810972,0.0625218531693,1,1,1,0.0268798079342,1,,,2,0,0
pooled,selected__ulayout,coarse,knn,main_space,work,7,1,0.0934949414448,0.314946157157,0.857142857143,0.5,0.461538461538,0.0934949389526,1,0,,6,1,0
pooled,selected__ulayout,coarse,knn,building,2t7WUuJeko7,5,1,0.227798103984,0.961552887472,0.4,0.5,0.285714285714,0.227798102657,1,0,,2,3,0
pooled,selected__ulayout,coarse,knn,building,7y3sRwLe3Va,4,1,0.138009720406,0.698046731651,0.5,0.5,0.666666666667,0.138009718619,,0.5,,0,4,0
pooled,selected__ulayout,coarse,knn,building,B6ByNegPMKs,3,1,0.216092638422,0.769305494588,0.333333333333,0.333333333333,0.5,0.216092641155,0.333333333333,,,3,0,0
pooled,selected__ulayout,coarse,knn,building,S9hNv5qa7GM,5,1,0.0582979526785,0.225234503537,0.8,0.8,0.888888888889,0.0582979515195,0.8,,,5,0,0
pooled,selected__ulayout,coarse,knn,building,VFuaQ6m2Qom,6,1,0.122380867577,0.351760742042,0.833333333333,0.833333333333,0.909090909091,0.122380869463,,,0.833333333333,0,0,6
pooled,selected__ulayout,coarse,knn,building,Z6MFQCViBuw,4,1,0.0521348684467,0.184971584656,1,1,1,0.0521348686889,1,,,4,0,0
pooled,selected__ulayout,coarse,knn,building,e9zR4mvMWw7,7,1,0.0332710308167,0.123886275966,1,1,1,0.0332710304397,1,,,7,0,0
pooled,selected__ulayout,coarse,knn,building,jtcxE69GiFV,5,1,0.30001430297,1.27844647536,0,0,0,0.300014308095,,0,,0,5,0
pooled,selected__ulayout,coarse,knn,building,pa4otMbVnkk,6,1,0.00917202682538,0.0367522752659,1,1,1,0.00917202680561,,1,,0,6,0
pooled,selected__ulayout,coarse,knn,building,rPc6DW4iMge,3,1,0.0806435370157,0.322573522557,0.666666666667,0.666666666667,0.8,0.0806435451377,0.666666666667,,,3,0,0
pooled,selected__ulayout,coarse,knn,building,uNb9QFRL6hY,40,1,0.115812026247,0.449929016723,0.775,0.85,0.783927560838,0.115812025056,1,0.55,1,12,20,8
pooled,selected__ulayout,coarse,knn,building,wc2JMjhGNzB,14,1,0.108598651617,0.415592370082,0.785714285714,0.666666666667,0.52380952381,0.108598653177,1,0,1,9,3,2
pooled,selected__ulayout,coarse,knn,building,yqstnuAEVhm,4,1,0.0704909382119,0.181553498952,1,1,1,0.0704909414053,1,,,4,0,0
pooled,selected__ulayout,coarse,ridge,scene,储藏与家务辅助,2,1,0.0340935911249,0.114733489022,1,1,1,0.0340935904533,1,,,2,0,0
pooled,selected__ulayout,coarse,ridge,scene,卧室,33,6,0.157055646465,0.63950327838,0.636363636364,0.45652173913,0.388888888889,0.146881516681,0.913043478261,0,,23,10,0
pooled,selected__ulayout,coarse,ridge,scene,卫浴,22,3,0.134303647839,0.490086250231,0.727272727273,0.5,0.432432432432,0.134786156941,,0,1,0,6,16
pooled,selected__ulayout,coarse,ridge,scene,厨房与用餐,13,3,0.123801752056,0.456321952608,0.692307692308,0.45,0.409090909091,0.117630258296,0.9,0,,10,3,0
pooled,selected__ulayout,coarse,ridge,scene,复合／待定,4,2,0.035524610008,0.0710492147477,1,1,1,0.0427595240374,1,,,4,0,0
pooled,selected__ulayout,coarse,ridge,scene,工作与学习,7,1,0.129817077429,0.442257837385,0.857142857143,0.5,0.461538461538,0.12981707177,1,0,,6,1,0
pooled,selected__ulayout,coarse,ridge,scene,开放复合空间,4,1,0.153706396937,0.826288016742,0.25,0.25,0.4,0.153706397861,,0.25,,0,4,0
pooled,selected__ulayout,coarse,ridge,scene,无法判断,1,1,0.0578790179328,0.115877107252,1,1,1,0.0578790232539,1,,,1,0,0
pooled,selected__ulayout,coarse,ridge,scene,起居与休闲,17,2,0.0217589657751,0.101035673839,1,1,1,0.0196240007891,,1,,0,17,0
pooled,selected__ulayout,coarse,ridge,scene,通行与连接,3,1,0.109855812146,0.439422622475,0.333333333333,0.333333333333,0.5,0.109855815769,0.333333333333,,,3,0,0
pooled,selected__ulayout,coarse,ridge,main_space,bathroom,22,3,0.134303647839,0.490086250231,0.727272727273,0.5,0.432432432432,0.134786156941,,0,1,0,6,16
pooled,selected__ulayout,coarse,ridge,main_space,circulation,3,1,0.109855812146,0.439422622475,0.333333333333,0.333333333333,0.5,0.109855815769,0.333333333333,,,3,0,0
pooled,selected__ulayout,coarse,ridge,main_space,dining,8,2,0.0775155572857,0.24687359308,0.875,0.875,0.933333333333,0.0775155553129,0.875,,,8,0,0
pooled,selected__ulayout,coarse,ridge,main_space,empty,4,1,0.0356870250599,0.0714038151333,1,1,1,0.0356870256364,1,,,4,0,0
pooled,selected__ulayout,coarse,ridge,main_space,kitchen,5,1,0.19785966369,0.791439327853,0.4,0.5,0.285714285714,0.197859664262,1,0,,2,3,0
pooled,selected__ulayout,coarse,ridge,main_space,living,21,3,0.0468918098059,0.239178977249,0.857142857143,0.857142857143,0.923076923077,0.0643181331465,,0.857142857143,,0,21,0
pooled,selected__ulayout,coarse,ridge,main_space,sleep,34,6,0.154119579149,0.624060790949,0.647058823529,0.458333333333,0.392857142857,0.147104017915,0.916666666667,0,,24,10,0
pooled,selected__ulayout,coarse,ridge,main_space,storage,2,1,0.0340935911249,0.114733489022,1,1,1,0.0340935904533,1,,,2,0,0
pooled,selected__ulayout,coarse,ridge,main_space,work,7,1,0.129817077429,0.442257837385,0.857142857143,0.5,0.461538461538,0.12981707177,1,0,,6,1,0
pooled,selected__ulayout,coarse,ridge,building,2t7WUuJeko7,5,1,0.19785966369,0.791439327853,0.4,0.5,0.285714285714,0.197859664262,1,0,,2,3,0
pooled,selected__ulayout,coarse,ridge,building,7y3sRwLe3Va,4,1,0.153706396937,0.826288016742,0.25,0.25,0.4,0.153706397861,,0.25,,0,4,0
pooled,selected__ulayout,coarse,ridge,building,B6ByNegPMKs,3,1,0.109855812146,0.439422622475,0.333333333333,0.333333333333,0.5,0.109855815769,0.333333333333,,,3,0,0
pooled,selected__ulayout,coarse,ridge,building,S9hNv5qa7GM,5,1,0.226985637739,0.899963586123,0.6,0.6,0.75,0.226985633373,0.6,,,5,0,0
pooled,selected__ulayout,coarse,ridge,building,VFuaQ6m2Qom,6,1,0.126829387479,0.280971019152,1,1,1,0.126829384516,,,1,0,0,6
pooled,selected__ulayout,coarse,ridge,building,Z6MFQCViBuw,4,1,0.0761569990062,0.238786017204,1,1,1,0.0761570017785,1,,,4,0,0
pooled,selected__ulayout,coarse,ridge,building,e9zR4mvMWw7,7,1,0.0492193116461,0.159931613347,1,1,1,0.0492193105373,1,,,7,0,0
pooled,selected__ulayout,coarse,ridge,building,jtcxE69GiFV,5,1,0.27318639994,1.31459853684,0,0,0,0.273186403513,,0,,0,5,0
pooled,selected__ulayout,coarse,ridge,building,pa4otMbVnkk,6,1,0.0123651201223,0.0610838856657,1,1,1,0.012365119687,,1,,0,6,0
pooled,selected__ulayout,coarse,ridge,building,rPc6DW4iMge,3,1,0.0842187099977,0.263360687284,1,1,1,0.0842187112818,1,,,3,0,0
pooled,selected__ulayout,coarse,ridge,building,uNb9QFRL6hY,40,1,0.119212908015,0.466407598427,0.775,0.85,0.79091995221,0.119212908042,1,0.55,1,12,20,8
pooled,selected__ulayout,coarse,ridge,building,wc2JMjhGNzB,14,1,0.0701834514353,0.259815044055,0.785714285714,0.666666666667,0.52380952381,0.0701834543808,1,0,1,9,3,2
pooled,selected__ulayout,coarse,ridge,building,yqstnuAEVhm,4,1,0.0788741155651,0.254961168956,0.75,0.75,0.857142857143,0.0788741088472,0.75,,,4,0,0
pooled,selected__ulayout,global,knn,scene,储藏与家务辅助,2,1,0.277777227011,0.777776198293,0.5,0.5,0.666666666667,0.27777722478,0.5,,,2,0,0
pooled,selected__ulayout,global,knn,scene,卧室,33,6,0.186329773554,0.730234861891,0.363636363636,0.289130434783,0.299292214358,0.196275513392,0.478260869565,0.1,,23,10,0
pooled,selected__ulayout,global,knn,scene,卫浴,22,3,0.497170580352,1.22181573158,0.181818181818,0.177083333333,0.242857142857,0.446497354145,,0.166666666667,0.1875,0,6,16
pooled,selected__ulayout,global,knn,scene,厨房与用餐,13,3,0.276922736604,1.02153635781,0.538461538462,0.466666666667,0.458333333333,0.288999632498,0.6,0.333333333333,,10,3,0
pooled,selected__ulayout,global,knn,scene,复合／待定,4,2,0.185000099391,0.600000019372,0.5,0.5,0.666666666667,0.130000127169,0.5,,,4,0,0
pooled,selected__ulayout,global,knn,scene,工作与学习,7,1,0.269840953225,0.825395823493,0.428571428571,0.25,0.3,0.269840944559,0.5,0,,6,1,0
pooled,selected__ulayout,global,knn,scene,开放复合空间,4,1,0.209999619331,0.959998935546,0.25,0.25,0.4,0.209999613464,,0.25,,0,4,0
pooled,selected__ulayout,global,knn,scene,无法判断,1,1,0.320000164509,1.27999901295,0,0,0,0.320000141859,0,,,1,0,0
pooled,selected__ulayout,global,knn,scene,起居与休闲,17,2,0.296469533655,1.2094088142,0.294117647059,0.294117647059,0.454545454545,0.249544615208,,0.294117647059,,0,17,0
pooled,selected__ulayout,global,knn,scene,通行与连接,3,1,0.25333315855,1.01333129417,0.333333333333,0.333333333333,0.5,0.253333148857,0.333333333333,,,3,0,0
pooled,selected__ulayout,global,knn,main_space,bathroom,22,3,0.497170580352,1.22181573158,0.181818181818,0.177083333333,0.242857142857,0.446497354145,,0.166666666667,0.1875,0,6,16
pooled,selected__ulayout,global,knn,main_space,circulation,3,1,0.25333315855,1.01333129417,0.333333333333,0.333333333333,0.5,0.253333148857,0.333333333333,,,3,0,0
pooled,selected__ulayout,global,knn,main_space,dining,8,2,0.36749950454,1.24999698909,0.5,0.5,0.666666666667,0.367499496788,0.5,,,8,0,0
pooled,selected__ulayout,global,knn,main_space,empty,4,1,0.260000099391,0.899999710918,0.25,0.25,0.4,0.260000102222,0.25,,,4,0,0
pooled,selected__ulayout,global,knn,main_space,kitchen,5,1,0.131999907906,0.655999347755,0.6,0.666666666667,0.583333333333,0.131999903918,1,0.333333333333,,2,3,0
pooled,selected__ulayout,global,knn,main_space,living,21,3,0.279999073784,1.16190217065,0.285714285714,0.285714285714,0.444444444444,0.23636294796,,0.285714285714,,0,21,0
pooled,selected__ulayout,global,knn,main_space,sleep,34,6,0.18143772623,0.711110314387,0.382352941176,0.3,0.310144927536,0.191910432823,0.5,0.1,,24,10,0
pooled,selected__ulayout,global,knn,main_space,storage,2,1,0.277777227011,0.777776198293,0.5,0.5,0.666666666667,0.27777722478,0.5,,,2,0,0
pooled,selected__ulayout,global,knn,main_space,work,7,1,0.269840953225,0.825395823493,0.428571428571,0.25,0.3,0.269840944559,0.5,0,,6,1,0
pooled,selected__ulayout,global,knn,building,2t7WUuJeko7,5,1,0.131999907906,0.655999347755,0.6,0.666666666667,0.583333333333,0.131999903918,1,0.333333333333,,2,3,0
pooled,selected__ulayout,global,knn,building,7y3sRwLe3Va,4,1,0.209999619331,0.959998935546,0.25,0.25,0.4,0.209999613464,,0.25,,0,4,0
pooled,selected__ulayout,global,knn,building,B6ByNegPMKs,3,1,0.25333315855,1.01333129417,0.333333333333,0.333333333333,0.5,0.253333148857,0.333333333333,,,3,0,0
pooled,selected__ulayout,global,knn,building,S9hNv5qa7GM,5,1,0.0960001220707,0.320000029803,0.8,0.8,0.888888888889,0.0960001196712,0.8,,,5,0,0
pooled,selected__ulayout,global,knn,building,VFuaQ6m2Qom,6,1,0.543332195173,1.25333073201,0.333333333333,0.333333333333,0.5,0.543332212915,,,0.333333333333,0,0,6
pooled,selected__ulayout,global,knn,building,Z6MFQCViBuw,4,1,0.499999000003,1.99999394689,0,0,0,0.499998986721,0,,,4,0,0
