project_id,ls_runtime_task_id,annotation_id,canonical_annotation_id,worker_id,task_id,geometry_parse_status,geometry_parse_valid,coordinate_range_valid,corner_count_valid,pair_count_valid,pairing_valid,top_bottom_order_valid,pair_fold_absent,duplicate_corner_absent,polygon_closed,polygon_simple,topology_valid,seam_representation_valid,polygon_valid,pairing_method,parser_amendment_sha256,unordered_pairing_ambiguous,raw_geometry_valid,geometry_calculation_eligible,geometry_repair_applied,geometry_repair_status,geometry_repair_rule_version,raw_point_count,repaired_point_count,dropped_point_index,orphan_candidate_count,raw_geometry_sha256,repaired_geometry_sha256,structural_validation_status,structural_failure_reason,detected_structural_issue,worker_attributable,independence_status,failure_attribution,analysis_inclusion,worker_reliability_eligibility,structural_denominator_eligible,worker_failure_numerator,worker_structural_failure_numerator,final_scope,structural_disposition_applied,structural_disposition_source_sha256,structural_disposition_reviewed_by,structural_disposition_reviewed_at,structural_disposition_reason
66,3182,5817,0f006ad814591f20f1d7,27,561,parsed,True,True,True,True,True,True,True,True,True,True,True,True,True,raw_order_pairing,9dab32c74938c375e99aaae1e9da1ebd1e8aa4e816f242b7051a693f42947678,False,True,True,False,not_needed,c1_recoverable_orphan_point_removed_v1,8,8,,0,08bab0978eb4708a21f4a0190d6b3de6ef18f9cd246854232e8f786a361f00f0,,passed,,False,False,independent,none,geometry_and_structural,True,True,False,False,,False,,,,
66,3182,5763,a5582527e1e55759fca4,28,561,parsed,True,True,True,True,True,True,True,True,True,True,True,True,True,raw_order_pairing,9dab32c74938c375e99aaae1e9da1ebd1e8aa4e816f242b7051a693f42947678,False,True,True,False,not_needed,c1_recoverable_orphan_point_removed_v1,8,8,,0,03708fda955f0cb64e1b32b3016b106529d87be60b6343b1230f8a6b94c0af6f,,passed,,False,False,independent,none,geometry_and_structural,True,True,False,False,,False,,,,
66,3182,6359,ddc38d03eaf0ed686dbe,29,561,parsed,True,True,True,True,True,True,True,True,True,True,True,True,True,raw_order_pairing,9dab32c74938c375e99aaae1e9da1ebd1e8aa4e816f242b7051a693f42947678,False,True,True,False,not_needed,c1_recoverable_orphan_point_removed_v1,8,8,,0,239fa022036a583e269a13f2b0838fa3ec7385aff49904dc5ffd88c2467a3a86,,passed,,False,False,independent,none,geometry_and_structural,True,True,False,False,,False,,,,
66,3182,5998,762aad63d41c0473582f,30,561,parsed,True,True,True,True,True,True,True,True,True,True,True,True,True,raw_order_pairing,9dab32c74938c375e99aaae1e9da1ebd1e8aa4e816f242b7051a693f42947678,False,True,True,False,not_needed,c1_recoverable_orphan_point_removed_v1,8,8,,0,0504544eb96c68c8e7de6a7afade105780dc0733298994e8a014c3509c99abc0,,passed,,False,False,independent,none,geometry_and_structural,True,True,False,False,,False,,,,
66,3182,5934,944fc693a5243b08b5ee,31,561,parsed,True,True,True,True,True,True,True,True,True,True,True,True,True,circular_x_pairing,9dab32c74938c375e99aaae1e9da1ebd1e8aa4e816f242b7051a693f42947678,False,True,True,False,not_needed,c1_recoverable_orphan_point_removed_v1,8,8,,0,bd3a1a05c92db3363385ae70dae473c35596f0a52f1bef9b2b8685158ca2b789,,passed,,False,False,independent,none,geometry_and_structural,True,True,False,False,,False,,,,
66,3182,6347,d37f314fba3b67c55956,32,561,parsed,True,True,True,True,True,True,True,True,True,True,True,True,True,circular_x_pairing,9dab32c74938c375e99aaae1e9da1ebd1e8aa4e816f242b7051a693f42947678,False,True,True,False,not_needed,c1_recoverable_orphan_point_removed_v1,8,8,,0,1ab39f926fbcf0e563ad9e7c95d79614b6d583c8163ce2d51a2bedf1771692b7,,passed,,False,False,independent,none,geometry_and_structural,True,True,False,False,,False,,,,
66,3182,5762,9e082eaf47377454a352,33,561,parsed,True,True,True,True,True,True,True,True,True,True,True,True,True,raw_order_pairing,9dab32c74938c375e99aaae1e9da1ebd1e8aa4e816f242b7051a693f42947678,False,True,True,False,not_needed,c1_recoverable_orphan_point_removed_v1,8,8,,0,70f2df84b611896c005756240412f3340337bcc1d4abe07d4800919bd3315810,,passed,,False,False,independent,none,geometry_and_structural,True,True,False,False,,False,,,,
66,3182,5875,779f777343654b55ad95,34,561,parsed,True,True,True,True,True,True,True,True,True,True,True,True,True,raw_order_pairing,9dab32c74938c375e99aaae1e9da1ebd1e8aa4e816f242b7051a693f42947678,False,True,True,False,not_needed,c1_recoverable_orphan_point_removed_v1,8,8,,0,4941f187bb51503cf0530d41296b7f19b0358a9ca9d84c3110f9e0d53ce5938c,,passed,,False,False,independent,none,geometry_and_structural,True,True,False,False,,False,,,,
66,3182,5921,3e053dc275632e30f220,35,561,parsed,True,True,True,True,True,True,True,True,True,True,True,True,True,raw_order_pairing,9dab32c74938c375e99aaae1e9da1ebd1e8aa4e816f242b7051a693f42947678,False,True,True,False,not_needed,c1_recoverable_orphan_point_removed_v1,8,8,,0,d77f0ebf0c9056b11df1fa82b97d2c59169468dab8c1ca03a2b5c80913adf1b0,,passed,,False,False,independent,none,geometry_and_structural,True,True,False,False,,False,,,,
66,3182,5861,beebb1979f052693f701,36,561,parsed,True,True,True,True,True,True,True,True,True,True,True,True,True,raw_order_pairing,9dab32c74938c375e99aaae1e9da1ebd1e8aa4e816f242b7051a693f42947678,False,True,True,False,not_needed,c1_recoverable_orphan_point_removed_v1,8,8,,0,03e5f845e4a2b9e0363e12a1612c02672e23587f6ef53b3d1d911c3e5c1c73b0,,passed,,False,False,independent,none,geometry_and_structural,True,True,False,False,,False,,,,
