schema_version,rule_version,source_artifact,source_sha256,dependency_bundle_id,dependency_bundle_json,stage,pool,condition,validity_status,interpretation_allowed,base_task_id,building_id,valid_k,partition_status,cluster_membership_json,ambiguity_candidates_json,cluster_count,largest_cluster_support,second_cluster_support,largest_cluster_share,second_cluster_share,cluster_margin_all,cluster_margin_top2,largest_cluster_worker_ids,second_cluster_worker_ids,largest_cluster_medoid_annotation_id,largest_cluster_medoid_worker_id,largest_cluster_medoid_geometry_sha256,task_crowd_structure_status,structure_reason
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,5,unique,"[[""3b3f16f395140c417e16"", ""1f0da2ca6730dfb60599"", ""ea1f939ba15f6d10754b""], [""9bc471f05cac744132c6"", ""62b93b940622881f9e7b""]]",[],2,3,2,0.6,0.4,0.2,0.2,30;32;11,31;33,3b3f16f395140c417e16,30,4b75166e10f9b82663cad65f9a203db0a1fcb7d439a61c5301f79086faee381a,supported_multimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,5,unique,"[[""385caf3701dee7042d51"", ""d6077bf8866533197810"", ""bb2170e2f627c3cc30fb"", ""b009f871ba470e85127d""], [""11f19b08afaff69c9e6a""]]",[],2,4,1,0.8,0.2,0.6,0.6,31;17;6;8,32,bb2170e2f627c3cc30fb,6,b8b3a356e939499880d44c5d92c887349c849ee4b888577707a8c36eacf8e3b5,dominant_with_dissent,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,5,unique,"[[""adc213fc12f5f948aa56"", ""c599740d3bc3761f8f39"", ""a68c32790d01e6b27d0d""], [""ae929aa9e6dd3cd587ac""], [""5f7815f3a489b8007a97""]]",[],3,3,1,0.6,0.2,0.4,0.5,33;11;15,37,adc213fc12f5f948aa56,33,0836045dca8a8ef43f2e6a90a3d32ec0e10e5cb088822f8ab2b61c7e1c79fd4c,dominant_with_dissent,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,semi,valid,true,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,4,unique,"[[""fba833f7e946e03406f0"", ""be0ea7a0849f9bf057cb"", ""7fc54cc83e44fb28abe2""], [""4d6cdfa4951e9653e815""]]",[],2,3,1,0.75,0.25,0.5,0.5,1;17;2,28,be0ea7a0849f9bf057cb,17,57f396253a434785ff2b17b46123a8031fe5c630ca598519952430008364833d,dominant_with_dissent,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,unique,"[[""093a8b4511bd56f93784"", ""8ad07f7e5b4a42e18f5c"", ""ca1a2d8aefa7219707d8"", ""81236ef5be5b11e8be3e"", ""8bd2b6db1b57ba08a132""]]",[],1,5,0,1.0,0.0,1.0,1.0,32;33;37;11;15,,81236ef5be5b11e8be3e,11,915d489fca8a3dbe79ce5bf7269319ee04c9bf8218b6c90042e0b86ab848d2a6,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,semi,valid,true,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,4,unique,"[[""87dd86ac11a2a77e63bf"", ""98e444841935f5508d75"", ""eda8291573ff053225c7"", ""936511830ce393b70d38""]]",[],1,4,0,1.0,0.0,1.0,1.0,28;13;17;18,,936511830ce393b70d38,18,51943dc7bf494cf2b1eb5de69ac8e9815700bcff2424fa696bd574eeff11d304,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,5,unique,"[[""55c92f0f123df48b05be"", ""d7bf0e74078389ee9bf0"", ""c1c621753a9818e3a816"", ""91d132fab64b21bf307f"", ""8788f7b0921cb90d1098""]]",[],1,5,0,1.0,0.0,1.0,1.0,30;34;1;12;2,,8788f7b0921cb90d1098,2,def6de642aba110212a84c6c1544e88f3627cb093609a943d36b5cafd4989a00,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,semi,valid,true,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,4,unique,"[[""3cbe48827611f20e2b09"", ""4b7562726182b0f76ced"", ""4786ddffd288bc3c1169"", ""1beae202a7ba8f00c6fb""]]",[],1,4,0,1.0,0.0,1.0,1.0,35;10;15;8,,1beae202a7ba8f00c6fb,8,9db9faa8e6af6e61ac019b82a2cb725e58c4b383d893d556d5e00dded0f32c78,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,5,unique,"[[""19e03d84ac8aea1645d3"", ""f9cafcbd58a63d859d32"", ""f8d8bb7e420a7d6f3d91"", ""480a17d4b8bc43325c2c"", ""9b0c448a433097e9942e""]]",[],1,5,0,1.0,0.0,1.0,1.0,31;10;17;6;8,,480a17d4b8bc43325c2c,6,2abff0860a77a8b5b5948931cefca3cc12ee20be3317515ed70dc7ac0735dbcc,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,5,unique,"[[""bc31ca44876dc589ed4b"", ""7cd383c42cfa1fb813df"", ""23b3ba219c2ea42e2857"", ""07d7b8e9b47e3b57f09b""], [""34724d21eb0d44dfc22d""]]",[],2,4,1,0.8,0.2,0.6,0.6,27;28;29;36,31,07d7b8e9b47e3b57f09b,36,bec63862a8074c3b9fbeea028cd66250af0932e1c9d8e37a3e4fce8ec00c6366,dominant_with_dissent,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,5,unique,"[[""d2f9b77e836ea9a23958"", ""dd2eee2e935e77791577"", ""e98d3f5303e6099af208""], [""a47e8b2c8b897117f071"", ""74ff4434b6db6c57c2ee""]]",[],2,3,2,0.6,0.4,0.2,0.2,10;13;18,34;35,e98d3f5303e6099af208,18,d0f15452690ce51d98119c9f04c61232cb3201420289f0c4db7f4c214edd801d,supported_multimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,5,unique,"[[""3cf29369b9e0b392e769"", ""8527f5df56820c48bf92"", ""1d1795fcc5d614bf0698"", ""143e2ef82609a7f44a09"", ""1dc5dc76fab81c45cd23""]]",[],1,5,0,1.0,0.0,1.0,1.0,27;28;29;35;36,,1dc5dc76fab81c45cd23,36,2a630719741b1682727d75c58da752995a46fe343e2824757ce6c42157101b2b,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,5,unique,"[[""2421466da1f7d0800380"", ""230418a93ba734601d15"", ""a7f130f489209fd66673"", ""d64ce5b326b6015ae8bf"", ""0fe7898050e5c65aa163""]]",[],1,5,0,1.0,0.0,1.0,1.0,34;10;13;18;6,,2421466da1f7d0800380,34,10ea7d9011f762f5aa7a6067cba27215d385262e6c39a5cd9c52f79148e35337,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,5,unique,"[[""d6bbf7fa428498cad40f"", ""d918bb91e408d8c71ff9"", ""3e0b6e14799743fc990f"", ""190a6d2d9c3e31af294c"", ""69ad0871a13714ff7abc""]]",[],1,5,0,1.0,0.0,1.0,1.0,30;33;1;11;12,,69ad0871a13714ff7abc,12,260b9be462b98f44ea7d62fdfcd6fd28c5701e53151a620aa792514cd182e8bc,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,5,unique,"[[""fe6d21a2d34b078f5c0d"", ""8d84da8c6f772c4fa07a"", ""03f2a945c924203b75d1"", ""0b2b9f0ed2607655632c"", ""d2fe19a8dc66fd1f3ff5""]]",[],1,5,0,1.0,0.0,1.0,1.0,28;29;35;36;1,,0b2b9f0ed2607655632c,36,5208c2e60c03e21ed7963f09985488836c8eaac39411a81681072cff62e5880a,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,semi,valid,true,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,4,unique,"[[""973098cfe5081c1c74ec""], [""66e0b1d35ac694679c09""], [""ac7d30c4e0246e96535a""], [""8f2310bf731d94b43254""]]",[],4,1,1,0.25,0.25,0.0,0.0,27,37,973098cfe5081c1c74ec,27,1b44135e6202a96784e329401554fa08c79a5f00835001ddcdca87112e445a23,not_evaluable,no_dominant_or_supported_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,5,unique,"[[""72c467f3e5b59c7c6fe0"", ""27b7efed178842f2bcae"", ""39b9fade42ec809e239d""], [""bf0338ecb3bbe9b3ee92""], [""837eb32400b0afd7b92f""]]",[],3,3,1,0.6,0.2,0.4,0.5,36;1;2,37,39b9fade42ec809e239d,2,158d97ef94d94c53c162a08f2001351e841db17fabc50dade0f6c40782c54f28,dominant_with_dissent,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,3,unique,"[[""8066ad223dec81c40daa""], [""53530603e76707ac6f94""], [""d78d6ac8c99983d4ff33""]]",[],3,1,1,0.3333333333333333,0.3333333333333333,0.0,0.0,34,37,8066ad223dec81c40daa,34,8ffb476a6d4d2e50c0dda04e50958d9973155b478d5953e3c2b2d5520101ae99,not_evaluable,no_dominant_or_supported_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,5,unique,"[[""871218ff2db6bdec5ff2"", ""b80833429adcb6be79f8"", ""4fb3839c49c04d3ffcf7"", ""290e3e82f42aa83e4adc"", ""4fd5b259dc13de4a5e96""]]",[],1,5,0,1.0,0.0,1.0,1.0,31;10;17;6;8,,290e3e82f42aa83e4adc,6,001b84ff2332a2a16103f642d97ecf49c2dcd0388f3a2987231ed161a5a7f814,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,5,unique,"[[""e8fa392d317f408e138f"", ""399d7b90505e061c62ec"", ""15045b6175a2d31f009a"", ""86103695b3e92be6e929"", ""249972890d1d949f4e0b""]]",[],1,5,0,1.0,0.0,1.0,1.0,34;10;13;18;6,,86103695b3e92be6e929,18,c387d0a1293fff1e888f50b29446c87c0767c0c36c04f4617677cc4c3b8b0c96,unimodal,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,semi,valid,true,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,4,unique,"[[""3e8773a02414b6a4b615"", ""149830d59e7e9e39f686"", ""3cf2311bd8da5ee6753a""], [""af75f69b47040e315e88""]]",[],2,3,1,0.75,0.25,0.5,0.5,30;1;2,32,3cf2311bd8da5ee6753a,2,d5bd4aed13862382f3012713a36561d84cd6e14e2fbd28474f7056b7f0680af9,dominant_with_dissent,unique_complete_link_partition
geometry_cluster_v2,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,valid,true,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,5,unique,"[[""cd8a51a17f5953c4b19c"", ""6fde03b86adc8ddd0722"", ""5010682cb541531f7457"", ""51a6919e74648167a773""], [""ac643d623a147394d526""]]",[],2,4,1,0.8,0.2,0.6,0.6,27;30;32;33,12,6fde03b86adc8ddd0722,30,b2efa418b7580b34d61b237a13d0cd262bda8a874363ed253ccea96145507666,dominant_with_dissent,unique_complete_link_partition
