project_id,runtime_task_id,worker_id,base_task_id,condition,dataset_group,assignment_provenance,canonical_annotation_ids,canonical_annotation_count,revision_count,multiple_annotation_versions,revision_audit_status,timing_validation_basis,time_basis,timestamp_precision,timing_validation_strength,timing_protocol_deviation,annotation_exact_validated,timing_preassignment_order_status,formal_assignment_eligible,formal_assignment_exclusion_reason,timing_context_eligible,timing_context_exclusion_reason,raw_event_count,deduplicated_event_count,session_count,eligible_session_count,excluded_session_count,cross_worker_selection_event_count,task_worker_active_seconds,task_worker_time_analysis_eligible,timing_identity_level,timing_rule_version,timing_status,timing_exclusion_reason
66,3183,33,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,original_assignment,['f4fb215d725bea31d572'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,37,35,2,2,0,6,512.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3183,34,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,original_assignment,['a56ee6d45d0f25f3eed8'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,0,0,0,0,0,0,,False,task_worker,c1_task_worker_active_time_v1,not_evaluable,no_active_log_session
66,3183,35,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,original_assignment,['a7cd831fc464ecea2892'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,17,17,1,1,0,6,229.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3183,36,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,original_assignment,['f52f3c5633b4d227b132'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,83,83,1,1,0,4,2023.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3183,37,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,original_assignment,['7ac0106c722944ffcdb5'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,9,9,1,1,0,0,224.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3184,27,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,original_assignment,['78dc36e89fc34111fd75'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,21,20,1,1,0,2,224.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3184,28,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,original_assignment,['036f0b79fcb891d33e1d'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,13,13,2,2,0,0,195.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3184,29,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,original_assignment,['e4af7c47e67b1c37bb93'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,7,7,1,0,1,7,,False,task_worker,c1_task_worker_active_time_v1,not_evaluable,cross_worker_only_session;mixed_or_missing_script_version;no_positive_cumulative_active_time
66,3184,30,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,original_assignment,['ad2a6827eaaf625d72c4'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,10,9,1,1,0,1,96.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3184,31,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,original_assignment,['f2617cc49b4c3cd19938'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,11,11,2,1,1,3,59.0,True,task_worker,c1_task_worker_active_time_v1,eligible_partial_session_coverage,
66,3184,32,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,original_assignment,['27d6bc8646fb2b446424'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,21,20,2,2,0,7,180.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3184,33,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,original_assignment,['48a03efd0568d764b14c'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,25,25,1,1,0,2,426.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3184,34,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,original_assignment,['23f6609f87c66a85d17b'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,0,0,0,0,0,0,,False,task_worker,c1_task_worker_active_time_v1,not_evaluable,no_active_log_session
66,3184,35,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,original_assignment,['9971c6aae0055fa67213'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,11,11,1,1,0,0,207.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3184,36,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,original_assignment,['f447db699b5c09a195ce'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,30,30,2,1,1,5,594.0,True,task_worker,c1_task_worker_active_time_v1,eligible_partial_session_coverage,
66,3184,37,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,original_assignment,['4f044fa1f2070a2eeaa3'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,16,16,1,1,0,0,402.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3185,27,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,original_assignment,['d9c1add75dab8315cd34'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,26,25,1,1,0,3,398.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3185,28,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,original_assignment,['2de8896d2c2ea564fd37'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,8,8,2,2,0,0,99.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3185,29,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,original_assignment,['42264e54a01908d81bbe'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,1,1,1,0,1,1,,False,task_worker,c1_task_worker_active_time_v1,not_evaluable,cross_worker_only_session;mixed_or_missing_script_version;no_positive_cumulative_active_time
66,3185,30,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,original_assignment,['acb3d20a4fb6e211d3b1'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,4,4,1,1,0,1,38.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3185,31,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,original_assignment,['b7393a16aa19bd7f1989'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,11,10,2,1,1,2,150.0,True,task_worker,c1_task_worker_active_time_v1,eligible_partial_session_coverage,
66,3185,32,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,original_assignment,['88b2b69f04caf44309bc'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,13,12,2,2,0,4,107.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3185,33,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,original_assignment,['93cf3ac259facb9e83dc'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,24,24,1,1,0,2,331.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3185,34,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,original_assignment,['c53730832245059ca129'],1,1,True,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,0,0,0,0,0,0,,False,task_worker,c1_task_worker_active_time_v1,not_evaluable,no_active_log_session
66,3185,35,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,original_assignment,['0e09f3e9552514dbad74'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,8,8,1,1,0,0,145.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3185,36,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,original_assignment,['45865dabe049ebace6d2'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,19,19,1,1,0,1,417.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3185,37,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,original_assignment,['432c6ebaa6bb7a54b3a9'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,29,29,1,1,0,0,789.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3186,27,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,original_assignment,['cbd801dc08d6ed3f53b9'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,34,34,2,2,0,4,434.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3186,28,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,original_assignment,['a8f02e5f6ff661b1a6ea'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,14,14,2,2,0,0,288.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3186,29,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,original_assignment,['7554850145efa35545ae'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,12,11,1,1,0,4,108.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3186,30,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,original_assignment,['4cec1169f91d22cfd064'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,5,5,1,1,0,1,65.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3186,31,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,original_assignment,['87633c987c28cc7b24da'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,10,10,2,1,1,2,87.0,True,task_worker,c1_task_worker_active_time_v1,eligible_partial_session_coverage,
66,3186,32,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,original_assignment,['e41654f88d1993dc3e61'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,22,22,2,2,0,5,225.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3186,33,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,original_assignment,['94b9a12a91240fae6082'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,21,20,1,1,0,2,415.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3186,34,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,original_assignment,['d07650e36d67becee157'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,0,0,0,0,0,0,,False,task_worker,c1_task_worker_active_time_v1,not_evaluable,no_active_log_session
66,3186,35,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,original_assignment,['c8ea10e8b26d4fa2d90b'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,8,8,1,1,0,2,129.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3186,36,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,original_assignment,['ad5f99c1a3eb5c22dcef'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,24,22,2,2,0,2,308.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3186,37,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,original_assignment,['0b276bc0087988e64912'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,6,6,1,1,0,0,161.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3187,27,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,Calibration_anchor,original_assignment,['f155c5b328bfdbe59187'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,10,9,1,1,0,0,159.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3187,28,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,Calibration_anchor,original_assignment,['00df94cb0e7cc21280ba'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,14,14,2,2,0,0,308.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3187,29,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,Calibration_anchor,original_assignment,['1d1473ea45cef547d01e'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,8,8,1,1,0,1,104.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3187,30,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,Calibration_anchor,original_assignment,['4203b3767e3303cffd5c'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,8,8,1,1,0,1,64.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3187,31,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,Calibration_anchor,original_assignment,['063a5ec4d91eccc8b4c3'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,12,12,2,2,0,3,109.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3187,32,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,Calibration_anchor,original_assignment,['8b3873aaa11c92de279f'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,16,15,1,1,0,3,181.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3187,33,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,Calibration_anchor,original_assignment,['511d41c2a1ae8135d56a'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,28,28,1,1,0,0,497.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3187,34,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,Calibration_anchor,original_assignment,['1892d2228413184cfbd6'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,0,0,0,0,0,0,,False,task_worker,c1_task_worker_active_time_v1,not_evaluable,no_active_log_session
66,3187,35,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,Calibration_anchor,original_assignment,['b341f546633829a990db'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,22,22,1,1,0,5,313.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3187,36,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,Calibration_anchor,original_assignment,['90b1682c716df1046edd'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,33,33,2,1,1,3,776.0,True,task_worker,c1_task_worker_active_time_v1,eligible_partial_session_coverage,
66,3187,37,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,Calibration_anchor,original_assignment,['74ec5ab0599eaeaf4719'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,16,16,1,1,0,0,417.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3188,27,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Calibration_anchor,original_assignment,['98f815cef49de82c7449'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,10,9,1,1,0,0,147.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3188,28,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Calibration_anchor,original_assignment,['eb7401f8c6a2d74124c0'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,24,24,2,2,0,0,423.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3188,29,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Calibration_anchor,original_assignment,['a2dd65d0b594bb9212ac'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,25,25,1,1,0,3,485.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3188,30,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Calibration_anchor,original_assignment,['1b06bf8a8b92fca18545'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,12,10,1,1,0,2,54.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3188,31,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Calibration_anchor,original_assignment,['fc858eb54d55668285a1'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,13,13,2,1,1,3,178.0,True,task_worker,c1_task_worker_active_time_v1,eligible_partial_session_coverage,
66,3188,32,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Calibration_anchor,original_assignment,['100cc9a45d0a0f994238'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,12,12,1,1,0,3,120.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3188,33,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Calibration_anchor,original_assignment,['2f1944702583d6eb6860'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,20,20,1,1,0,1,497.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3188,34,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Calibration_anchor,original_assignment,['7316a2901ae455c12625'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,0,0,0,0,0,0,,False,task_worker,c1_task_worker_active_time_v1,not_evaluable,no_active_log_session
66,3188,35,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Calibration_anchor,original_assignment,['f048b9e4877b4a6cc5d6'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,22,22,1,1,0,4,359.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3188,36,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Calibration_anchor,original_assignment,['b93da0bbe5ffb848a0c6'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,167,166,2,2,0,2,4389.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3188,37,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Calibration_anchor,original_assignment,['2976993fc059101f9e6a'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,10,10,1,1,0,0,227.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3189,27,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,Calibration_anchor,original_assignment,['266064e3bd9d27c4efda'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,14,13,1,1,0,1,218.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3189,28,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,Calibration_anchor,original_assignment,['8f2f8f8bfdaec3360646'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,18,18,2,2,0,0,283.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3189,29,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,Calibration_anchor,original_assignment,['c7aeb60e2d3b55c2a7dc'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,16,16,1,1,0,3,254.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3189,30,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,Calibration_anchor,original_assignment,['597362d2aa07f7db8a02'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,5,5,1,1,0,1,58.0,True,task_worker,c1_task_worker_active_time_v1,eligible,
66,3189,31,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,Calibration_anchor,original_assignment,['aaa2559a6db59dcb28a0'],1,0,False,version_disposition_bound,not_applicable,,,not_applicable,,,not_applicable,True,,True,,28,21,3,2,1,5,195.0,True,task_worker,c1_task_worker_active_time_v1,eligible_partial_session_coverage,
