condition,target,design,method,subset,images,buildings,rooms,image_loss,building_macro_loss,room_macro_loss,accuracy
manual,cdf_early7,same_building_diagnostic,dinov3__block11__faces_concat,all,37,10,0,0.537567567568,0.484428571429,,
manual,cdf_early7,same_building_diagnostic,dinov3__block11__faces_global,all,37,10,0,0.474324324324,0.431914285714,,
manual,cdf_early7,same_building_diagnostic,dinov3__block11__faces_local16,all,37,10,0,0.375405405405,0.375857142857,,
manual,cdf_early7,same_building_diagnostic,dinov3__block11__faces_local96,all,37,10,0,0.532972972973,0.475314285714,,
manual,cdf_early7,same_building_diagnostic,dinov3__block11__panorama_global,all,37,10,0,0.42027027027,0.403342857143,,
manual,cdf_early7,same_building_diagnostic,dinov3__block11__panorama_local16,all,37,10,0,0.472972972973,0.442342857143,,
manual,cdf_early7,same_building_diagnostic,dinov3__block11__panorama_mean,all,37,10,0,0.447297297297,0.417628571429,,
manual,cdf_early7,same_building_diagnostic,dinov3__block12__faces_concat,all,37,10,0,0.483513513514,0.444428571429,,
manual,cdf_early7,same_building_diagnostic,dinov3__block12__faces_global,all,37,10,0,0.462432432432,0.428828571429,,
manual,cdf_early7,same_building_diagnostic,dinov3__block12__faces_local16,all,37,10,0,0.483513513514,0.438714285714,,
manual,cdf_early7,same_building_diagnostic,dinov3__block12__faces_local96,all,37,10,0,0.489459459459,0.4374,,
manual,cdf_early7,same_building_diagnostic,dinov3__block12__panorama_global,all,37,10,0,0.447297297297,0.417628571429,,
manual,cdf_early7,same_building_diagnostic,dinov3__block12__panorama_local16,all,37,10,0,0.456486486486,0.418714285714,,
manual,cdf_early7,same_building_diagnostic,dinov3__block12__panorama_mean,all,37,10,0,0.462432432432,0.428828571429,,
manual,cdf_early7,same_building_diagnostic,dinov3__block3__faces_concat,all,37,10,0,0.513243243243,0.466428571429,,
manual,cdf_early7,same_building_diagnostic,dinov3__block3__faces_global,all,37,10,0,0.507297297297,0.456314285714,,
manual,cdf_early7,same_building_diagnostic,dinov3__block3__faces_local16,all,37,10,0,0.453243243243,0.422028571429,,
manual,cdf_early7,same_building_diagnostic,dinov3__block3__faces_local96,all,37,10,0,0.507297297297,0.462028571429,,
manual,cdf_early7,same_building_diagnostic,dinov3__block3__panorama_global,all,37,10,0,0.360540540541,0.364857142857,,
manual,cdf_early7,same_building_diagnostic,dinov3__block3__panorama_local16,all,37,10,0,0.496756756757,0.465657142857,,
manual,cdf_early7,same_building_diagnostic,dinov3__block3__panorama_mean,all,37,10,0,0.322972972973,0.337057142857,,
manual,cdf_early7,same_building_diagnostic,dinov3__block6__faces_concat,all,37,10,0,0.567297297297,0.500714285714,,
manual,cdf_early7,same_building_diagnostic,dinov3__block6__faces_global,all,37,10,0,0.588378378378,0.5106,,
manual,cdf_early7,same_building_diagnostic,dinov3__block6__faces_local16,all,37,10,0,0.523783783784,0.4628,,
manual,cdf_early7,same_building_diagnostic,dinov3__block6__faces_local96,all,37,10,0,0.517837837838,0.475542857143,,
manual,cdf_early7,same_building_diagnostic,dinov3__block6__panorama_global,all,37,10,0,0.657567567568,0.5618,,
manual,cdf_early7,same_building_diagnostic,dinov3__block6__panorama_local16,all,37,10,0,0.565945945946,0.499714285714,,
manual,cdf_early7,same_building_diagnostic,dinov3__block6__panorama_mean,all,37,10,0,0.603513513514,0.5218,,
manual,cdf_early7,same_building_diagnostic,dinov3__block9__faces_concat,all,37,10,0,0.561351351351,0.496314285714,,
manual,cdf_early7,same_building_diagnostic,dinov3__block9__faces_global,all,37,10,0,0.534324324324,0.476314285714,,
manual,cdf_early7,same_building_diagnostic,dinov3__block9__faces_local16,all,37,10,0,0.430810810811,0.411142857143,,
manual,cdf_early7,same_building_diagnostic,dinov3__block9__faces_local96,all,37,10,0,0.501351351351,0.463342857143,,
manual,cdf_early7,same_building_diagnostic,dinov3__block9__panorama_global,all,37,10,0,0.561351351351,0.496314285714,,
manual,cdf_early7,same_building_diagnostic,dinov3__block9__panorama_local16,all,37,10,0,0.543513513514,0.488828571429,,
manual,cdf_early7,same_building_diagnostic,dinov3__block9__panorama_mean,all,37,10,0,0.507297297297,0.462028571429,,
manual,cdf_early7,same_building_diagnostic,dinov3__cls__faces,all,37,10,0,0.483513513514,0.438714285714,,
manual,cdf_early7,same_building_diagnostic,dinov3__cls__panorama,all,37,10,0,0.463783783784,0.424114285714,,
manual,cdf_early7,same_building_diagnostic,feedback_counts_nearest,all,37,10,0,0.385945945946,0.372228571429,,
manual,cdf_early7,same_building_diagnostic,source_frequency,all,37,10,0,0.518108108108,0.470028571429,,
manual,cdf_early7,same_building_diagnostic,source_frequency_smooth,all,37,10,0,0.518108108108,0.470028571429,,
manual,cdf_early7,same_building_diagnostic,source_random_expectation,all,37,10,0,0.503243243243,0.464742857143,,
manual,cdf_early7,same_main_cross_building,dinov3__block11__faces_concat,all,37,14,0,0.413513513514,0.368404761905,,
manual,cdf_early7,same_main_cross_building,dinov3__block11__faces_global,all,37,14,0,0.480540540541,0.489238095238,,
manual,cdf_early7,same_main_cross_building,dinov3__block11__faces_local16,all,37,14,0,0.517837837838,0.538571428571,,
manual,cdf_early7,same_main_cross_building,dinov3__block11__faces_local96,all,37,14,0,0.501351351351,0.487619047619,,
manual,cdf_early7,same_main_cross_building,dinov3__block11__panorama_global,all,37,14,0,0.462432432432,0.518642857143,,
manual,cdf_early7,same_main_cross_building,dinov3__block11__panorama_local16,all,37,14,0,0.395945945946,0.39269047619,,
manual,cdf_early7,same_main_cross_building,dinov3__block11__panorama_mean,all,37,14,0,0.474324324324,0.490547619048,,
manual,cdf_early7,same_main_cross_building,dinov3__block12__faces_concat,all,37,14,0,0.46027027027,0.491976190476,,
manual,cdf_early7,same_main_cross_building,dinov3__block12__faces_global,all,37,14,0,0.424324324324,0.438761904762,,
manual,cdf_early7,same_main_cross_building,dinov3__block12__faces_local16,all,37,14,0,0.52027027027,0.575571428571,,
manual,cdf_early7,same_main_cross_building,dinov3__block12__faces_local96,all,37,14,0,0.45972972973,0.461880952381,,
manual,cdf_early7,same_main_cross_building,dinov3__block12__panorama_global,all,37,14,0,0.44,0.472119047619,,
