condition,target,design,method,baseline,n,groups,delta,lo,hi,group_macro
manual,cdf_observed_by19,same_main_cross_building,dinov3__block11__faces_concat,source_frequency,37,14,0.0775675675676,0.00922083333333,0.163936417749,0.125666666667
manual,cdf_observed_by19,same_main_cross_building,dinov3__block11__faces_global,source_frequency,37,14,0.0551351351351,-0.0284882445141,0.13055849359,0.0343095238095
manual,cdf_observed_by19,same_main_cross_building,dinov3__block11__faces_local16,source_frequency,37,14,0.0289189189189,-0.0728932795699,0.136140700069,0.0215952380952
manual,cdf_observed_by19,same_main_cross_building,dinov3__block11__faces_local96,source_frequency,37,14,0.0754054054054,-0.00708482142857,0.158750762195,0.0662857142857
manual,cdf_observed_by19,same_main_cross_building,dinov3__block11__panorama_global,source_frequency,37,14,0.0189189189189,-0.0671940789474,0.108388957816,0.0232380952381
manual,cdf_observed_by19,same_main_cross_building,dinov3__block11__panorama_local16,source_frequency,37,14,0.077027027027,0.00742676868045,0.157249630542,0.120595238095
manual,cdf_observed_by19,same_main_cross_building,dinov3__block11__panorama_mean,source_frequency,37,14,0.0432432432432,-0.038875,0.11557238676,0.0200952380952
manual,cdf_observed_by19,same_main_cross_building,dinov3__block12__faces_concat,source_frequency,37,14,0.0616216216216,-0.0126951219512,0.139663793103,0.0686666666667
manual,cdf_observed_by19,same_main_cross_building,dinov3__block12__faces_global,source_frequency,37,14,0.0435135135135,-0.0294892857143,0.107572932331,0.0276666666667
manual,cdf_observed_by19,same_main_cross_building,dinov3__block12__faces_local16,source_frequency,37,14,0.062972972973,-0.0295356392557,0.158881952169,0.0767380952381
manual,cdf_observed_by19,same_main_cross_building,dinov3__block12__faces_local96,source_frequency,37,14,0.0724324324324,-0.00145550115207,0.152728535354,0.081380952381
manual,cdf_observed_by19,same_main_cross_building,dinov3__block12__panorama_global,source_frequency,37,14,0.0213513513514,-0.0302333096591,0.0781508241758,0.0150476190476
manual,cdf_observed_by19,same_main_cross_building,dinov3__block12__panorama_local16,source_frequency,37,14,0.0989189189189,0.031181547619,0.18501,0.150095238095
manual,cdf_observed_by19,same_main_cross_building,dinov3__block12__panorama_mean,source_frequency,37,14,0.0286486486486,-0.0252291666667,0.0931956644144,0.0418333333333
manual,cdf_observed_by19,same_main_cross_building,dinov3__block3__faces_concat,source_frequency,37,14,0.00486486486486,-0.0531050287356,0.069477582846,0.00416666666667
manual,cdf_observed_by19,same_main_cross_building,dinov3__block3__faces_global,source_frequency,37,14,0.0410810810811,-0.0373531454248,0.1172977657,0.0335952380952
manual,cdf_observed_by19,same_main_cross_building,dinov3__block3__faces_local16,source_frequency,37,14,0.0224324324324,-0.0623734962406,0.103450496032,0.0163571428571
