condition,target,design,method,baseline,n,groups,delta,lo,hi,group_macro
manual,half_tv,same_main_cross_building,dinov3__block12__faces_local96,source_frequency,133,20,0.0283227738889,0.0115383754585,0.0463861696682,0.0136723513065
manual,half_tv,same_main_cross_building,dinov3__block12__panorama_global,source_frequency,133,20,0.0480952789365,0.0282396104645,0.0686239964137,0.0302153184708
manual,half_tv,same_main_cross_building,dinov3__block12__panorama_local16,source_frequency,133,20,0.0439874090918,0.0256048301699,0.0658061570507,0.0534050598513
manual,half_tv,same_main_cross_building,dinov3__block12__panorama_mean,source_frequency,133,20,0.0414980998738,0.023030842226,0.0582065579255,0.029572578466
manual,half_tv,same_main_cross_building,dinov3__block3__faces_concat,source_frequency,133,20,0.0493547390857,0.032949727592,0.0676483863044,0.0630693021567
manual,half_tv,same_main_cross_building,dinov3__block3__faces_global,source_frequency,133,20,0.0358127656593,0.0254395459688,0.048390642631,0.040067135955
manual,half_tv,same_main_cross_building,dinov3__block3__faces_local16,source_frequency,133,20,0.0299830248772,0.0147484650081,0.0493347883152,0.0205756604715
manual,half_tv,same_main_cross_building,dinov3__block3__faces_local96,source_frequency,133,20,0.0205088987985,0.00270774276763,0.0361611174915,0.0182761370721
manual,half_tv,same_main_cross_building,dinov3__block3__panorama_global,source_frequency,133,20,0.0279154820205,0.0118199738768,0.049932620492,0.0196094401987
manual,half_tv,same_main_cross_building,dinov3__block3__panorama_local16,source_frequency,133,20,0.0426089473848,0.0246920740815,0.0656306169036,0.0529519533112
manual,half_tv,same_main_cross_building,dinov3__block3__panorama_mean,source_frequency,133,20,0.0431158496519,0.0260824372103,0.0663861018381,0.0329350259647
manual,half_tv,same_main_cross_building,dinov3__block6__faces_concat,source_frequency,133,20,0.0470953403598,0.0366663300099,0.0592955570781,0.0476080826064
manual,half_tv,same_main_cross_building,dinov3__block6__faces_global,source_frequency,133,20,0.0233049850745,0.00617228170528,0.0481924423314,0.0283808560555
manual,half_tv,same_main_cross_building,dinov3__block6__faces_local16,source_frequency,133,20,0.0253253048952,0.0117753005203,0.0427765131642,0.0163849740257
manual,half_tv,same_main_cross_building,dinov3__block6__faces_local96,source_frequency,133,20,0.0351023130689,0.0210178723478,0.0489693209194,0.0414291730974
manual,half_tv,same_main_cross_building,dinov3__block6__panorama_global,source_frequency,133,20,0.0348782604549,0.0166987402878,0.0601947648247,0.0371540555172
manual,half_tv,same_main_cross_building,dinov3__block6__panorama_local16,source_frequency,133,20,0.0366982754083,0.0171904667524,0.063956021982,0.0426984799604
manual,half_tv,same_main_cross_building,dinov3__block6__panorama_mean,source_frequency,133,20,0.042168826855,0.0268957272556,0.0600847305789,0.0295695850118
manual,half_tv,same_main_cross_building,dinov3__block9__faces_concat,source_frequency,133,20,0.0451420614636,0.0274234981776,0.0651787659031,0.0336071386573
manual,half_tv,same_main_cross_building,dinov3__block9__faces_global,source_frequency,133,20,0.0375215318763,0.0210577792627,0.0578307696859,0.0320195568464
manual,half_tv,same_main_cross_building,dinov3__block9__faces_local16,source_frequency,133,20,0.036811897583,0.0191656128689,0.0574941046797,0.0280426137819
manual,half_tv,same_main_cross_building,dinov3__block9__faces_local96,source_frequency,133,20,0.0279407740092,0.0142978938374,0.0447550467058,0.0262431988248
manual,half_tv,same_main_cross_building,dinov3__block9__panorama_global,source_frequency,133,20,0.0363947844178,0.0218413583212,0.04922785805,0.0248846761626
manual,half_tv,same_main_cross_building,dinov3__block9__panorama_local16,source_frequency,133,20,0.0319902565126,0.0118392084155,0.0557556608975,0.0293065360945
manual,half_tv,same_main_cross_building,dinov3__block9__panorama_mean,source_frequency,133,20,0.03671931218,0.0234243239992,0.0501238825242,0.0236220825192
manual,half_tv,same_main_cross_building,dinov3__cls__faces,source_frequency,133,20,0.0452705277327,0.0292820943183,0.0593921268526,0.036306216777
manual,half_tv,same_main_cross_building,dinov3__cls__panorama,source_frequency,133,20,0.022433093498,0.00756324271653,0.0371309497415,0.0102806831706
manual,half_tv,same_main_cross_building,feedback_counts_nearest,source_frequency,131,20,0.0172904726527,-0.00309780159653,0.04491882559,0.0188464612083
manual,half_tv,same_main_cross_building,source_frequency_smooth,source_frequency,133,20,0,0,0,0
manual,half_tv,same_main_cross_building,source_random_expectation,source_frequency,133,20,0.0429546036606,0.0370082704009,0.049439282502,0.0447067633313
manual,half_tv,same_room,dinov3__block11__faces_concat,source_frequency,24,7,0.00343221618363,-0.00684090909091,0.0138097038438,0.00350769496207
manual,half_tv,same_room,dinov3__block11__faces_global,source_frequency,24,7,0.00329332729475,-0.00338636363636,0.0125031884059,0.00360928226367
manual,half_tv,same_room,dinov3__block11__faces_local16,source_frequency,24,7,0.000209993961417,-0.00777448775607,0.0104473850032,0.00166642512081
manual,half_tv,same_room,dinov3__block11__faces_local96,source_frequency,24,7,0.00904332729475,-0.00701704240467,0.0365714285714,0.0109045203589
manual,half_tv,same_room,dinov3__block11__panorama_global,source_frequency,24,7,0.00351554951696,-0.00338636363636,0.0126315789474,0.00373626639064
manual,half_tv,same_room,dinov3__block11__panorama_local16,source_frequency,24,7,0.00904332729475,-0.00701704240467,0.0365714285714,0.0109045203589
manual,half_tv,same_room,dinov3__block11__panorama_mean,source_frequency,24,7,0.00351554951696,-0.00338636363636,0.0126315789474,0.00373626639064
manual,half_tv,same_room,dinov3__block12__faces_concat,source_frequency,24,7,0.00215443840583,-0.00684090909091,0.0124763705104,0.0027775362319
manual,half_tv,same_room,dinov3__block12__faces_global,source_frequency,24,7,0.00351554951696,-0.00338636363636,0.0126315789474,0.00373626639064
manual,half_tv,same_room,dinov3__block12__faces_local16,source_frequency,24,7,0.00170999396142,-0.00701704240467,0.0120126023945,0.00252356797795
manual,half_tv,same_room,dinov3__block12__faces_local96,source_frequency,24,7,0.00904332729475,-0.00701704240467,0.0365714285714,0.0109045203589
manual,half_tv,same_room,dinov3__block12__panorama_global,source_frequency,24,7,0.00193221618363,-0.00684090909091,0.0122444864525,0.00265055210493
manual,half_tv,same_room,dinov3__block12__panorama_local16,source_frequency,24,7,0.000432216183625,-0.0075905797101,0.0106792690612,0.00179340924779
manual,half_tv,same_room,dinov3__block12__panorama_mean,source_frequency,24,7,0.00193221618363,-0.00684090909091,0.0122444864525,0.00265055210493
manual,half_tv,same_room,dinov3__block3__faces_concat,source_frequency,24,7,0.00343221618363,-0.00684090909091,0.0138097038438,0.00350769496207
manual,half_tv,same_room,dinov3__block3__faces_global,source_frequency,24,7,0.00223777173917,-0.003725,0.0114285714286,0.00300610766048
manual,half_tv,same_room,dinov3__block3__faces_local16,source_frequency,24,7,0.00754332729475,-0.00777448775607,0.0365714285714,0.0100473775018
manual,half_tv,same_room,dinov3__block3__faces_local96,source_frequency,24,7,0.00904332729475,-0.00701704240467,0.0365714285714,0.0109045203589
manual,half_tv,same_room,dinov3__block3__panorama_global,source_frequency,24,7,0.00329332729475,-0.00338636363636,0.0125031884059,0.00360928226367
manual,half_tv,same_room,dinov3__block3__panorama_local16,source_frequency,24,7,0.00627762681171,-0.0088219640179,0.0351387163562,0.00932412008288
manual,half_tv,same_room,dinov3__block3__panorama_mean,source_frequency,24,7,0.00479332729475,-0.00338636363636,0.0134671240661,0.00446642512081
manual,half_tv,same_room,dinov3__block6__faces_concat,source_frequency,24,7,0.00343221618363,-0.00684090909091,0.0138097038438,0.00350769496207
manual,half_tv,same_room,dinov3__block6__faces_global,source_frequency,24,7,0.000737771739167,-0.00467595108687,0.0102360248448,0.00214896480333
manual,half_tv,same_room,dinov3__block6__faces_local16,source_frequency,24,7,0.00904332729475,-0.00701704240467,0.0365714285714,0.0109045203589
manual,half_tv,same_room,dinov3__block6__faces_local96,source_frequency,24,7,0.00627762681171,-0.0088219640179,0.0351387163562,0.00932412008288
manual,half_tv,same_room,dinov3__block6__panorama_global,source_frequency,24,7,0.00351554951696,-0.00338636363636,0.0126315789474,0.00373626639064
manual,half_tv,same_room,dinov3__block6__panorama_local16,source_frequency,24,7,0.00627762681171,-0.0088219640179,0.0351387163562,0.00932412008288
manual,half_tv,same_room,dinov3__block6__panorama_mean,source_frequency,24,7,0.00351554951696,-0.00338636363636,0.0126315789474,0.00373626639064
manual,half_tv,same_room,dinov3__block9__faces_concat,source_frequency,24,7,0.00343221618363,-0.00684090909091,0.0138097038438,0.00350769496207
manual,half_tv,same_room,dinov3__block9__faces_global,source_frequency,24,7,0.00223777173917,-0.003725,0.0114285714286,0.00300610766048
manual,half_tv,same_room,dinov3__block9__faces_local16,source_frequency,24,7,0.00754332729475,-0.00777448775607,0.0365714285714,0.0100473775018
manual,half_tv,same_room,dinov3__block9__faces_local96,source_frequency,24,7,0.00627762681171,-0.0088219640179,0.0351387163562,0.00932412008288
manual,half_tv,same_room,dinov3__block9__panorama_global,source_frequency,24,7,0.00351554951696,-0.00338636363636,0.0126315789474,0.00373626639064
manual,half_tv,same_room,dinov3__block9__panorama_local16,source_frequency,24,7,0.00904332729475,-0.00701704240467,0.0365714285714,0.0109045203589
manual,half_tv,same_room,dinov3__block9__panorama_mean,source_frequency,24,7,0.00823429951696,0.00189196310941,0.01552,0.00697198067636
manual,half_tv,same_room,dinov3__cls__faces,source_frequency,24,7,-0.00420667270525,-0.0202416305995,0.0060241545895,-0.0058192891649
manual,half_tv,same_room,dinov3__cls__panorama,source_frequency,24,7,0.00343221618363,-0.00684090909091,0.0138097038438,0.00350769496207
manual,half_tv,same_room,feedback_counts_nearest,source_frequency,23,7,0.0023894139887,-0.00250650674654,0.0114285714286,0.00309399585924
manual,half_tv,same_room,source_frequency_smooth,source_frequency,24,7,0,0,0,0
manual,half_tv,same_room,source_random_expectation,source_frequency,24,7,0.00306038647349,-0.000379227053028,0.00718518518519,0.0028821256039
manual,half_tv,same_scene_cross_building,dinov3__block11__faces_concat,source_frequency,126,19,0.0330486918839,0.0173362090232,0.047717151909,0.0352718661678
manual,half_tv,same_scene_cross_building,dinov3__block11__faces_global,source_frequency,126,19,0.0398225808537,0.0299953743033,0.0523974439805,0.0417604393519
manual,half_tv,same_scene_cross_building,dinov3__block11__faces_local16,source_frequency,126,19,0.0393366860277,0.0257016009659,0.056808836712,0.0360776292238
manual,half_tv,same_scene_cross_building,dinov3__block11__faces_local96,source_frequency,126,19,0.0483576914844,0.0289731990491,0.0712163277812,0.0450905371322
manual,half_tv,same_scene_cross_building,dinov3__block11__panorama_global,source_frequency,126,19,0.0333318891722,0.0215078000878,0.0484487639046,0.044761702986
manual,half_tv,same_scene_cross_building,dinov3__block11__panorama_local16,source_frequency,126,19,0.0603149094084,0.0365248354833,0.0792817338384,0.0503579966126
manual,half_tv,same_scene_cross_building,dinov3__block11__panorama_mean,source_frequency,126,19,0.0381238235353,0.0296725833934,0.0508064838895,0.0480865627059
manual,half_tv,same_scene_cross_building,dinov3__block12__faces_concat,source_frequency,126,19,0.0412173532716,0.0214087519267,0.07034481892,0.0549880833907
manual,half_tv,same_scene_cross_building,dinov3__block12__faces_global,source_frequency,126,19,0.0405199141904,0.0247570075998,0.0630178660867,0.0501540691615
manual,half_tv,same_scene_cross_building,dinov3__block12__faces_local16,source_frequency,126,19,0.0316891905873,0.0152972552956,0.0510180766229,0.034722627767
manual,half_tv,same_scene_cross_building,dinov3__block12__faces_local96,source_frequency,126,19,0.0556203518749,0.0360492013813,0.0771016118614,0.04643657334
manual,half_tv,same_scene_cross_building,dinov3__block12__panorama_global,source_frequency,126,19,0.0523947647261,0.0374798309044,0.0673215431823,0.0524246276202
manual,half_tv,same_scene_cross_building,dinov3__block12__panorama_local16,source_frequency,126,19,0.0470847375224,0.0340114607529,0.067047346676,0.0548438199329
manual,half_tv,same_scene_cross_building,dinov3__block12__panorama_mean,source_frequency,126,19,0.0522484501401,0.0332411849889,0.071597495171,0.0561075034291
manual,half_tv,same_scene_cross_building,dinov3__block3__faces_concat,source_frequency,126,19,0.0309370162117,0.0156462586229,0.051717393546,0.0478216112804
manual,half_tv,same_scene_cross_building,dinov3__block3__faces_global,source_frequency,126,19,0.0375345015114,0.0239817240021,0.0536232341907,0.0514872050716
manual,half_tv,same_scene_cross_building,dinov3__block3__faces_local16,source_frequency,126,19,0.036025104391,0.0192851492896,0.0569785288899,0.0296960600343
manual,half_tv,same_scene_cross_building,dinov3__block3__faces_local96,source_frequency,126,19,0.0288014920069,0.0109032287266,0.0504641656495,0.0287262121277
manual,half_tv,same_scene_cross_building,dinov3__block3__panorama_global,source_frequency,126,19,0.0401463576504,0.025495139579,0.0575213146962,0.0370353775803
manual,half_tv,same_scene_cross_building,dinov3__block3__panorama_local16,source_frequency,126,19,0.0335309810014,0.00692772447296,0.0678525591222,0.0387359814404
manual,half_tv,same_scene_cross_building,dinov3__block3__panorama_mean,source_frequency,126,19,0.0378282379621,0.0242551098032,0.05560289628,0.0432852820131
manual,half_tv,same_scene_cross_building,dinov3__block6__faces_concat,source_frequency,126,19,0.0505627297783,0.037762971273,0.0660432400217,0.050205065584
manual,half_tv,same_scene_cross_building,dinov3__block6__faces_global,source_frequency,126,19,0.0332910283071,0.019051876794,0.0546632522184,0.0453828323352
manual,half_tv,same_scene_cross_building,dinov3__block6__faces_local16,source_frequency,126,19,0.0236300646371,0.0110920224767,0.040492923347,0.0262489637876
manual,half_tv,same_scene_cross_building,dinov3__block6__faces_local96,source_frequency,126,19,0.0405078070854,0.0256479818006,0.0605639757016,0.0387220595226
manual,half_tv,same_scene_cross_building,dinov3__block6__panorama_global,source_frequency,126,19,0.0356709578283,0.0179069581401,0.0613374015459,0.0406129739168
manual,half_tv,same_scene_cross_building,dinov3__block6__panorama_local16,source_frequency,126,19,0.0540994686404,0.0362748966333,0.0798343658629,0.0504333672462
manual,half_tv,same_scene_cross_building,dinov3__block6__panorama_mean,source_frequency,126,19,0.0440898027033,0.0314566026526,0.0591965576194,0.0414246586983
manual,half_tv,same_scene_cross_building,dinov3__block9__faces_concat,source_frequency,126,19,0.0452843834954,0.0323299808149,0.0612961427114,0.0464347409426
manual,half_tv,same_scene_cross_building,dinov3__block9__faces_global,source_frequency,126,19,0.0419651654323,0.021631554106,0.0681172359196,0.0507433990327
manual,half_tv,same_scene_cross_building,dinov3__block9__faces_local16,source_frequency,126,19,0.0293978820831,0.0103519331308,0.0529811279749,0.0319255188251
manual,half_tv,same_scene_cross_building,dinov3__block9__faces_local96,source_frequency,126,19,0.0509052166525,0.0340455529322,0.0707724787815,0.0527015290844
manual,half_tv,same_scene_cross_building,dinov3__block9__panorama_global,source_frequency,126,19,0.0564279105574,0.0430416994686,0.0763646936038,0.0627057654809
manual,half_tv,same_scene_cross_building,dinov3__block9__panorama_local16,source_frequency,126,19,0.0560089816435,0.0361536521301,0.0814868192785,0.064623013723
manual,half_tv,same_scene_cross_building,dinov3__block9__panorama_mean,source_frequency,126,19,0.0465679285552,0.0328985536202,0.0613759499331,0.0419707316366
manual,half_tv,same_scene_cross_building,dinov3__cls__faces,source_frequency,126,19,0.0268035385324,0.0105892092864,0.0471106146598,0.0418236300112
manual,half_tv,same_scene_cross_building,dinov3__cls__panorama,source_frequency,126,19,0.0374743974888,0.0231098000987,0.0547320243738,0.0397517634863
manual,half_tv,same_scene_cross_building,feedback_counts_nearest,source_frequency,125,19,0.0194341072245,0.000526632383759,0.0468311262919,0.0297944411031
manual,half_tv,same_scene_cross_building,source_frequency_smooth,source_frequency,126,19,0,0,0,0
manual,half_tv,same_scene_cross_building,source_random_expectation,source_frequency,126,19,0.0455977743442,0.0385588671969,0.0543377434548,0.0503326455714
manual,late_new_geometry,same_building_diagnostic,dinov3__block11__faces_concat,source_frequency,131,18,0.0564522900763,0.0234054795215,0.0922527319182,0.0548812094541
manual,late_new_geometry,same_building_diagnostic,dinov3__block11__faces_global,source_frequency,131,18,0.0870833333333,0.0269158752152,0.137826397344,0.0703652796534
manual,late_new_geometry,same_building_diagnostic,dinov3__block11__faces_local16,source_frequency,131,18,0.0554993638676,0.0150440385698,0.0923915631634,0.0530970925936
manual,late_new_geometry,same_building_diagnostic,dinov3__block11__faces_local96,source_frequency,131,18,0.0770515267175,0.0244585414353,0.129541157263,0.0722376601022
manual,late_new_geometry,same_building_diagnostic,dinov3__block11__panorama_global,source_frequency,131,18,0.0772474554707,0.0101208630286,0.134458982764,0.0562770281416
manual,late_new_geometry,same_building_diagnostic,dinov3__block11__panorama_local16,source_frequency,131,18,0.0432092875317,-0.000978107040261,0.0850417349278,0.0394930185555
manual,late_new_geometry,same_building_diagnostic,dinov3__block11__panorama_mean,source_frequency,131,18,0.0728645038168,-0.00279307263203,0.141503537319,0.0413465856417
manual,late_new_geometry,same_building_diagnostic,dinov3__block12__faces_concat,source_frequency,131,18,0.0678339694656,0.0223840229655,0.106116226263,0.0658481327057
manual,late_new_geometry,same_building_diagnostic,dinov3__block12__faces_global,source_frequency,131,18,0.0605057251908,0.0210473914101,0.107852566735,0.0731075605207
manual,late_new_geometry,same_building_diagnostic,dinov3__block12__faces_local16,source_frequency,131,18,0.0599840966921,0.0125863410364,0.0998696632448,0.0595565706156
manual,late_new_geometry,same_building_diagnostic,dinov3__block12__faces_local96,source_frequency,131,18,0.0785782442748,0.0343194863364,0.127284585537,0.0813011653984
manual,late_new_geometry,same_building_diagnostic,dinov3__block12__panorama_global,source_frequency,131,18,0.0698174300255,0.0113415871711,0.119965425532,0.0712199067651
manual,late_new_geometry,same_building_diagnostic,dinov3__block12__panorama_local16,source_frequency,131,18,0.0485782442748,-0.00320847902101,0.0969538251769,0.0464553129484
manual,late_new_geometry,same_building_diagnostic,dinov3__block12__panorama_mean,source_frequency,131,18,0.0594611959288,0.00308036347523,0.105240616945,0.0574478609097
manual,late_new_geometry,same_building_diagnostic,dinov3__block3__faces_concat,source_frequency,131,18,0.085949745547,0.0387801737614,0.121009397137,0.0629545288816
manual,late_new_geometry,same_building_diagnostic,dinov3__block3__faces_global,source_frequency,131,18,0.0510006361323,0.00286240103664,0.0895114607842,0.0536512761929
manual,late_new_geometry,same_building_diagnostic,dinov3__block3__faces_local16,source_frequency,131,18,0.0683797709923,0.0384700509906,0.101155320248,0.0719553229692
manual,late_new_geometry,same_building_diagnostic,dinov3__block3__faces_local96,source_frequency,131,18,0.072056615776,0.0286268159526,0.11921506828,0.0710952102167
manual,late_new_geometry,same_building_diagnostic,dinov3__block3__panorama_global,source_frequency,131,18,0.0928708651399,0.0325190621493,0.142058616205,0.0890769140838
manual,late_new_geometry,same_building_diagnostic,dinov3__block3__panorama_local16,source_frequency,131,18,0.0445502544528,0.000951268481054,0.102039479002,0.0723769454568
manual,late_new_geometry,same_building_diagnostic,dinov3__block3__panorama_mean,source_frequency,131,18,0.0952894402035,0.0225675182853,0.158087573496,0.0838591192758
manual,late_new_geometry,same_building_diagnostic,dinov3__block6__faces_concat,source_frequency,131,18,0.104251272265,0.0482517272424,0.145701222572,0.0753334552536
manual,late_new_geometry,same_building_diagnostic,dinov3__block6__faces_global,source_frequency,131,18,0.0654993638676,0.0115920021225,0.110515137505,0.0648567873741
manual,late_new_geometry,same_building_diagnostic,dinov3__block6__faces_local16,source_frequency,131,18,0.0754230279898,0.0252445063746,0.114166856061,0.0732420158288
manual,late_new_geometry,same_building_diagnostic,dinov3__block6__faces_local96,source_frequency,131,18,0.0812690839694,0.0306420841064,0.129943359566,0.0701733522393
manual,late_new_geometry,same_building_diagnostic,dinov3__block6__panorama_global,source_frequency,131,18,0.0872156488549,0.0264832682961,0.140332947464,0.0880228780993
manual,late_new_geometry,same_building_diagnostic,dinov3__block6__panorama_local16,source_frequency,131,18,0.0423568702289,0.00971296400736,0.0713823472891,0.0423051517669
manual,late_new_geometry,same_building_diagnostic,dinov3__block6__panorama_mean,source_frequency,131,18,0.0855248091603,0.0290059518785,0.137390339314,0.0885927870997
manual,late_new_geometry,same_building_diagnostic,dinov3__block9__faces_concat,source_frequency,131,18,0.0830629770992,0.0407489431278,0.130408151455,0.0715483243608
manual,late_new_geometry,same_building_diagnostic,dinov3__block9__faces_global,source_frequency,131,18,0.0839853689567,0.0261342629393,0.13332364726,0.073912796951
manual,late_new_geometry,same_building_diagnostic,dinov3__block9__faces_local16,source_frequency,131,18,0.0564917302798,0.0117526817742,0.10161107568,0.0578569411555
manual,late_new_geometry,same_building_diagnostic,dinov3__block9__faces_local96,source_frequency,131,18,0.0759446564885,0.0293210444759,0.111758978528,0.0592199666331
manual,late_new_geometry,same_building_diagnostic,dinov3__block9__panorama_global,source_frequency,131,18,0.0910388040712,0.0296999210859,0.138528454733,0.0762173039152
manual,late_new_geometry,same_building_diagnostic,dinov3__block9__panorama_local16,source_frequency,131,18,0.0263326972009,-0.00798331830011,0.0538041995439,0.0233270304798
manual,late_new_geometry,same_building_diagnostic,dinov3__block9__panorama_mean,source_frequency,131,18,0.0721202290076,0.0221595090516,0.111671712727,0.0589986300993
manual,late_new_geometry,same_building_diagnostic,dinov3__cls__faces,source_frequency,131,18,0.0442143765903,0.0111953291534,0.0754748284077,0.0452041207249
manual,late_new_geometry,same_building_diagnostic,dinov3__cls__panorama,source_frequency,131,18,0.0600209923664,0.00852626840599,0.100822902969,0.0560122633282
manual,late_new_geometry,same_building_diagnostic,feedback_counts_nearest,source_frequency,129,18,0.0357448320413,-0.0244435146412,0.0815096295276,0.0159554168825
manual,late_new_geometry,same_building_diagnostic,source_frequency_smooth,source_frequency,131,18,0,0,0,0
manual,late_new_geometry,same_building_diagnostic,source_random_expectation,source_frequency,131,18,0.0632429163288,0.034793903147,0.0870413001206,0.0500139793334
manual,late_new_geometry,same_main_cross_building,dinov3__block11__faces_concat,source_frequency,133,20,0.090093358396,0.0527746959447,0.133277975242,0.0702927702506
manual,late_new_geometry,same_main_cross_building,dinov3__block11__faces_global,source_frequency,133,20,0.067302631579,0.0331665513063,0.103558680556,0.0399891587001
manual,late_new_geometry,same_main_cross_building,dinov3__block11__faces_local16,source_frequency,133,20,0.068153508772,0.0300691358026,0.106976706596,0.0476435602014
manual,late_new_geometry,same_main_cross_building,dinov3__block11__faces_local96,source_frequency,133,20,0.0407048872181,0.00435192475169,0.0819209946056,0.0165316295394
manual,late_new_geometry,same_main_cross_building,dinov3__block11__panorama_global,source_frequency,133,20,0.0821434837093,0.0479409723512,0.117879268557,0.0638775994261
manual,late_new_geometry,same_main_cross_building,dinov3__block11__panorama_local16,source_frequency,133,20,0.0776033834587,0.0248326678241,0.137269567789,0.0736805165321
manual,late_new_geometry,same_main_cross_building,dinov3__block11__panorama_mean,source_frequency,133,20,0.0796748120301,0.0445447206524,0.11398125967,0.0611967767765
manual,late_new_geometry,same_main_cross_building,dinov3__block12__faces_concat,source_frequency,133,20,0.0761409774436,0.0279802161654,0.133952707507,0.0721371280918
manual,late_new_geometry,same_main_cross_building,dinov3__block12__faces_global,source_frequency,133,20,0.0745457393484,0.0521246174671,0.0995384684886,0.0674220365861
manual,late_new_geometry,same_main_cross_building,dinov3__block12__faces_local16,source_frequency,133,20,0.0493139097745,0.0209000716583,0.0792109292329,0.0271333860006
manual,late_new_geometry,same_main_cross_building,dinov3__block12__faces_local96,source_frequency,133,20,0.0417512531328,-0.00273221801348,0.0910463672385,0.0263410070832
manual,late_new_geometry,same_main_cross_building,dinov3__block12__panorama_global,source_frequency,133,20,0.0753276942357,0.0381813071317,0.107503924753,0.037767644913
manual,late_new_geometry,same_main_cross_building,dinov3__block12__panorama_local16,source_frequency,133,20,0.0648815789474,0.0235623847072,0.111300758777,0.0653520722911
manual,late_new_geometry,same_main_cross_building,dinov3__block12__panorama_mean,source_frequency,133,20,0.0713302005013,0.036683539688,0.102135757313,0.0581543901122
manual,late_new_geometry,same_main_cross_building,dinov3__block3__faces_concat,source_frequency,133,20,0.0747462406015,0.0376079445899,0.119447319373,0.0911528777357
manual,late_new_geometry,same_main_cross_building,dinov3__block3__faces_global,source_frequency,133,20,0.06046679198,0.0368394989795,0.0838533700367,0.0565053606694
manual,late_new_geometry,same_main_cross_building,dinov3__block3__faces_local16,source_frequency,133,20,0.061772556391,0.0281373685146,0.101167792496,0.0437079672064
manual,late_new_geometry,same_main_cross_building,dinov3__block3__faces_local96,source_frequency,133,20,0.0313865914787,-0.0165982700377,0.0769800331456,0.0226266130282
manual,late_new_geometry,same_main_cross_building,dinov3__block3__panorama_global,source_frequency,133,20,0.0562763157896,0.020220458132,0.0887236264097,0.0103924090378
manual,late_new_geometry,same_main_cross_building,dinov3__block3__panorama_local16,source_frequency,133,20,0.0687625313284,0.0265926418923,0.117400610528,0.0755144084504
manual,late_new_geometry,same_main_cross_building,dinov3__block3__panorama_mean,source_frequency,133,20,0.0652124060151,0.0331236922191,0.102393403192,0.0289600131929
manual,late_new_geometry,same_main_cross_building,dinov3__block6__faces_concat,source_frequency,133,20,0.0863753132832,0.0541178820179,0.124956428303,0.0860500861985
manual,late_new_geometry,same_main_cross_building,dinov3__block6__faces_global,source_frequency,133,20,0.0630808270677,0.0317055112776,0.098773066043,0.0573941555551
manual,late_new_geometry,same_main_cross_building,dinov3__block6__faces_local16,source_frequency,133,20,0.0629555137845,0.0301700827925,0.0977401909723,0.0405587507978
manual,late_new_geometry,same_main_cross_building,dinov3__block6__faces_local96,source_frequency,133,20,0.0614317042607,0.0277988209864,0.0967698976551,0.0587887098434
manual,late_new_geometry,same_main_cross_building,dinov3__block6__panorama_global,source_frequency,133,20,0.078317669173,0.0422286132574,0.122656785244,0.0769848042583
manual,late_new_geometry,same_main_cross_building,dinov3__block6__panorama_local16,source_frequency,133,20,0.0589755639098,0.011357133029,0.114652409298,0.0513205732347
manual,late_new_geometry,same_main_cross_building,dinov3__block6__panorama_mean,source_frequency,133,20,0.0862261904762,0.0526501009686,0.117832178168,0.0540252154674
manual,late_new_geometry,same_main_cross_building,dinov3__block9__faces_concat,source_frequency,133,20,0.089951754386,0.0503788496889,0.131942928297,0.0610211669696
manual,late_new_geometry,same_main_cross_building,dinov3__block9__faces_global,source_frequency,133,20,0.0785307017544,0.0462886904763,0.10911309845,0.0507076283092
manual,late_new_geometry,same_main_cross_building,dinov3__block9__faces_local16,source_frequency,133,20,0.0836785714286,0.0457811942349,0.128140581046,0.0570367615602
manual,late_new_geometry,same_main_cross_building,dinov3__block9__faces_local96,source_frequency,133,20,0.0545206766917,0.0111998139664,0.10126413471,0.0491722632113
manual,late_new_geometry,same_main_cross_building,dinov3__block9__panorama_global,source_frequency,133,20,0.0769943609023,0.0410562606261,0.106273366102,0.0468084271631
manual,late_new_geometry,same_main_cross_building,dinov3__block9__panorama_local16,source_frequency,133,20,0.0531109022557,0.00839729406125,0.104092743499,0.0384229442433
manual,late_new_geometry,same_main_cross_building,dinov3__block9__panorama_mean,source_frequency,133,20,0.0640119047619,0.0299112949048,0.09296010449,0.0310570741181
manual,late_new_geometry,same_main_cross_building,dinov3__cls__faces,source_frequency,133,20,0.0766885964913,0.041020217761,0.111230928885,0.0397586322821
manual,late_new_geometry,same_main_cross_building,dinov3__cls__panorama,source_frequency,133,20,0.044138471178,0.014775993891,0.0665071840247,0.0193282044923
manual,late_new_geometry,same_main_cross_building,feedback_counts_nearest,source_frequency,131,20,0.0253657760815,-0.00856173183966,0.0684401416262,0.0319558829481
manual,late_new_geometry,same_main_cross_building,source_frequency_smooth,source_frequency,133,20,0,0,0,0
manual,late_new_geometry,same_main_cross_building,source_random_expectation,source_frequency,133,20,0.0645468013601,0.0546683667232,0.0770837611002,0.0668486860649
manual,late_new_geometry,same_room,dinov3__block11__faces_concat,source_frequency,24,7,0.0436111111112,2.4135283144e-18,0.0997592592594,0.0392063492064
manual,late_new_geometry,same_room,dinov3__block11__faces_global,source_frequency,24,7,0.0365277777779,-0.00444444444425,0.0977777777779,0.0367301587302
manual,late_new_geometry,same_room,dinov3__block11__faces_local16,source_frequency,24,7,0.0177777777778,-0.0157698863635,0.0857142857143,0.0244444444445
