variance_scenario,total_variance,icc_scenario,icc_value,icc_estimation_status,n_tasks,n_buildings,true_delta_assumption,t_approx_power_conservative_no_cluster,clustered_simulation_power,clustered_se,design_effect,sigma_u2,sigma_e2,residual_sum_variance,df,critical_value,variance_source,icc_source,alpha,test,seed,replicates,power_is_observed_effect,current_building_capacity_status
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,10,0.005,0.1739318976089615,0.1792,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,12,0.011,0.760864520113808,0.7542,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,12,0.013,0.8921771109245162,0.8872,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,12,0.015,0.961410441455476,0.9574,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,12,0.016,0.9789153362223129,0.978,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,12,0.018,0.9947806663287481,0.9938,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,12,0.02,0.9989993954695509,0.9988,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,12,0.025,0.9999948981775016,1.0,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,15,0.005,0.20579332668504002,0.2094,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,15,0.01,0.6917210640140401,0.6846,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,15,0.011,0.7779490496965269,0.7714,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,15,0.013,0.9022342942932463,0.8994,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,15,0.015,0.9658855310444199,0.9662,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,15,0.016,0.9816030532995812,0.9806,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,15,0.018,0.9955665990190784,0.9944,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,15,0.02,0.9991731107496271,0.9988,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,80,15,0.025,0.999996070891481,1.0,0.0037799766499551435,1.0,0.0,0.0011430578779364888,0.0914446302349191,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,28275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,10,0.005,0.21682676996106548,0.2106,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,10,0.01,0.7566676049973684,0.758,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,10,0.011,0.839255110747748,0.8386,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,10,0.013,0.9432843708179888,0.9432,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,10,0.015,0.9851666870316027,0.9852,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,10,0.016,0.9932498422833635,0.993,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,10,0.018,0.9989001210677249,0.9992,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,10,0.02,0.9998706062759175,1.0,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,10,0.025,0.9999998568834284,1.0,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,12,0.005,0.2352346833063822,0.2296,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,12,0.01,0.7754137756485553,0.7746,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,12,0.011,0.8537316561033239,0.8544,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,12,0.013,0.9499252243915758,0.9484,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,12,0.015,0.9873137958035606,0.9868,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,12,0.016,0.9943206111556313,0.994,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,12,0.018,0.9991049693536533,0.999,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,12,0.02,0.9998982273051003,1.0,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,12,0.025,0.9999998967922326,1.0,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,15,0.005,0.2528838144478415,0.2498,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,15,0.01,0.7918892630769048,0.7764,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,15,0.011,0.8662356436536629,0.8538,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,15,0.013,0.9554653309668788,0.9488,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,15,0.015,0.9890438176058419,0.9888,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,15,0.016,0.9951685063241953,0.994,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,15,0.018,0.9992616340034661,0.9998,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,15,0.02,0.9999186288671553,1.0,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,100,15,0.025,0.9999999238114222,1.0,0.0033809138970646514,1.0,0.0,0.0011430578779364888,0.11430578779364887,14,2.1447866879,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,30275817,5000,False,hypothetical_beyond_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,120,10,0.005,0.26045125772732924,0.245,0.003086338010675015,1.0,0.0,0.0011430578779364888,0.13716694535237864,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,32270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,120,10,0.01,0.8359452115690449,0.8312,0.003086338010675015,1.0,0.0,0.0011430578779364888,0.13716694535237864,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,32270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,120,10,0.011,0.9035310808436327,0.9054,0.003086338010675015,1.0,0.0,0.0011430578779364888,0.13716694535237864,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,32270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,120,10,0.013,0.9744092224719068,0.9742,0.003086338010675015,1.0,0.0,0.0011430578779364888,0.13716694535237864,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,32270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,120,10,0.015,0.9953111869135713,0.9948,0.003086338010675015,1.0,0.0,0.0011430578779364888,0.13716694535237864,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,32270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,120,10,0.016,0.9982609313921091,0.9974,0.003086338010675015,1.0,0.0,0.0011430578779364888,0.13716694535237864,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,32270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,120,10,0.018,0.9998215075457682,0.9996,0.003086338010675015,1.0,0.0,0.0011430578779364888,0.13716694535237864,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,32270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,120,10,0.02,0.9999876768492202,0.9998,0.003086338010675015,1.0,0.0,0.0011430578779364888,0.13716694535237864,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,32270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,120,10,0.025,0.9999999973593513,1.0,0.003086338010675015,1.0,0.0,0.0011430578779364888,0.13716694535237864,9,2.2621571628,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,32270817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,120,12,0.005,0.28070613485465734,0.2756,0.003086338010675015,1.0,0.0,0.0011430578779364888,0.13716694535237864,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,32272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,120,12,0.01,0.8506210626190406,0.8512,0.003086338010675015,1.0,0.0,0.0011430578779364888,0.13716694535237864,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,32272817,5000,False,within_current_13
central,0.0011430578779364888,icc_0,0.0,predeclared_sensitivity,120,12,0.011,0.9135759604603542,0.9192,0.003086338010675015,1.0,0.0,0.0011430578779364888,0.13716694535237864,11,2.2009851601,empirical_A2_minus_A0_task_delta_variance_central_or_2x_pessimistic,unbalanced_one_way_random_effects; empirical_is_small_cluster_noisy,0.05,two_sided_t_df_J_minus_1,32272817,5000,False,within_current_13
