scenario,tasks,replicates_per_task,stop_at_3,incremental_stop_at_4,reach5,unresolved_expert_escalation,mean_valid_k_m1,mean_paid_attempts_m1,mean_paid_attempts_f0,selected_output_mismatch_given_m1_output,estimand_status
all_completed_combined,29,1000,0.49086206896551726,0.18782758620689655,0.3213103448275862,0.3207241379310345,3.830448275862069,3.9972413793103447,5.215,0.49645245265683224,development_replay_not_safety_or_quality_evidence
c1_eligible_chinese,29,1000,0.651896551724138,0.12927586206896552,0.21882758620689655,0.21748275862068966,3.5669310344827587,3.6058275862068965,5.045310344827586,0.5082710779082177,development_replay_not_safety_or_quality_evidence
c1_eligible_english,29,1000,0.49051724137931035,0.16641379310344828,0.34306896551724136,0.34306896551724136,3.852551724137931,3.877551724137931,5.03096551724138,0.5221755123489228,development_replay_not_safety_or_quality_evidence
c1_eligible_combined,29,1000,0.5456896551724137,0.1473103448275862,0.307,0.306551724137931,3.7613103448275864,3.795758620689655,5.038172413793103,0.5180722891566265,development_replay_not_safety_or_quality_evidence
current20_combined,29,1000,0.5400689655172414,0.1510344827586207,0.30889655172413794,0.30875862068965515,3.7688275862068967,3.797586206896552,5.03348275862069,0.5194023864433972,development_replay_not_safety_or_quality_evidence
c1_eligible_excluding_copy_risk,29,1000,0.5420344827586207,0.14875862068965517,0.3092068965517241,0.30889655172413794,3.7671724137931033,3.804310344827586,5.042,0.5246418912150657,development_replay_not_safety_or_quality_evidence
