k,model,context,near_tied_replicates,late_mode_values
3,direct_early_D,P1|0|oos|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,1,1
5,direct_early_D,P1|0|oos|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,1,1
5,direct_early_D,P1|0|semi|B6ByNegPMKs_75327de9719945aa8b893a6404667884,3,1
5,stage_condition_mean,P1|0|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,1,1
3,early_plus_corners,P1|0|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,1,1
5,early_plus_corners,P1|0|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,1,1
3,stage_condition_mean,P1|0|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,3,2
3,direct_early_D,P1|0|semi|B6ByNegPMKs_75327de9719945aa8b893a6404667884,12,1
5,calibrated_early,P1|0|oos|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,1,1
5,early_plus_corners,P1|0|semi|B6ByNegPMKs_75327de9719945aa8b893a6404667884,3,1
5,calibrated_early,P1|0|semi|B6ByNegPMKs_75327de9719945aa8b893a6404667884,3,1
3,calibrated_early,P1|0|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,1,1
3,calibrated_early,P1|0|oos|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,1,1
5,calibrated_early,P1|0|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,1,1
5,early_plus_corners,P1|0|oos|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,1,1
3,direct_early_D,P1|0|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,1,1
3,direct_early_D,P1|0|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,1,1
3,early_plus_corners,P1|0|semi|B6ByNegPMKs_75327de9719945aa8b893a6404667884,12,1
5,early_plus_corners_models,P1|0|semi|B6ByNegPMKs_75327de9719945aa8b893a6404667884,3,1
5,early_plus_corners_models,P1|0|oos|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,1,1
3,calibrated_early,P1|0|semi|B6ByNegPMKs_75327de9719945aa8b893a6404667884,12,1
5,stage_condition_mean,P1|0|semi|B6ByNegPMKs_75327de9719945aa8b893a6404667884,1,1
3,direct_early_D,P1|0|manual|yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,1,1
3,direct_early_D,P1|0|manual|b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,1,1
5,direct_early_D,C1|0|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,1
5,direct_early_D,P1|0|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,1,1
3,early_plus_corners,P1|0|oos|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,1,1
3,early_plus_corners_models,P1|0|semi|B6ByNegPMKs_75327de9719945aa8b893a6404667884,12,1
3,direct_early_D,P1|0|oos|UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,1,1
3,stage_condition_mean,P1|0|semi|B6ByNegPMKs_75327de9719945aa8b893a6404667884,2,1
3,early_plus_corners_models,P1|0|oos|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,1,1
3,direct_early_D,P1|0|oos|UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,1,1
3,direct_early_D,C1|0|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,1
3,early_plus_corners,P1|0|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,1,1
5,stage_condition_mean,P1|0|oos|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,1,1
5,early_plus_corners,P1|0|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,1,1
5,early_plus_corners,C1|0|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,1
5,direct_early_D,P1|0|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,1,1
3,direct_early_D,P1|0|oos|UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,1,1
3,calibrated_early,P1|0|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,1,1
5,direct_early_D,P1|0|oos|UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,1,1
5,calibrated_early,C1|0|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,1
5,calibrated_early,P1|0|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,1,1
5,direct_early_D,P1|0|oos|UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,1,1
3,stage_condition_mean,P1|0|oos|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,1,1
3,direct_early_D,P1|0|manual|yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,1,1
3,early_plus_corners,P1|0|manual|b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,1,1
3,direct_early_D,P1|0|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,1,1
3,early_plus_corners,C1|0|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,1
3,calibrated_early,P1|0|manual|yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,1,1
5,early_plus_corners_models,P1|0|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,1,1
5,stage_condition_mean,P1|0|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,1,1
3,calibrated_early,P1|0|manual|b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,1,1
3,direct_early_D,P1|0|manual|q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,1,1
5,direct_early_D,P1|0|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,1,1
3,early_plus_corners,P1|0|oos|UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,1,1
3,early_plus_corners_models,P1|0|manual|b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,1,1
5,early_plus_corners_models,C1|0|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,1
3,calibrated_early,C1|0|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,1
5,calibrated_early,P1|0|oos|UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,1,1
5,direct_early_D,P1|0|oos|UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,1,1
5,early_plus_corners,P1|0|oos|UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,1,1
3,early_plus_corners,P1|0|manual|yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,1,1
3,direct_early_D,P1|0|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,1,1
5,direct_early_D,P1|0|manual|yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,1,1
3,stage_condition_mean,P1|0|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,1,1
3,direct_early_D,P1|0|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,1,1
3,calibrated_early,P1|0|oos|UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,1,1
5,calibrated_early,P1|0|oos|UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,1,1
3,calibrated_early,P1|0|oos|UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,1,1
5,calibrated_early,P1|0|manual|yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,1,1
5,direct_early_D,P1|0|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,1,1
3,early_plus_corners_models,P1|0|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,1,1
5,stage_condition_mean,C1|0|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,1
5,early_plus_corners,P1|0|oos|UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,1,1
3,early_plus_corners_models,P1|0|manual|yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,1,1
5,direct_early_D,P1|0|manual|yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,1,1
3,early_plus_corners,P1|0|oos|UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,1,1
5,direct_early_D,P1|0|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,1,1
5,stage_condition_mean,P1|0|manual|yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,1,1
5,early_plus_corners,P1|0|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,1,1
5,early_plus_corners_models,P1|0|manual|b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,1,1
5,direct_early_D,P1|0|manual|uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,1,1
5,stage_condition_mean,P1|0|manual|b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,1,1
5,direct_early_D,P1|0|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,1,1
5,early_plus_corners,P1|0|manual|yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,1,1
5,calibrated_early,P1|0|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,1,1
5,early_plus_corners,P1|0|manual|b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,1,1
3,early_plus_corners_models,C1|0|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,1
3,stage_condition_mean,P1|0|manual|b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,1,1
3,early_plus_corners,P1|0|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,1,1
5,early_plus_corners_models,P1|0|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,1,1
3,stage_condition_mean,P1|0|manual|yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,1,1
3,stage_condition_mean,C1|0|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,1
5,calibrated_early,P1|0|manual|b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,1,1
3,early_plus_corners_models,P1|0|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,1,1
3,early_plus_corners,P1|0|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,1,1
5,early_plus_corners,P1|0|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,1,1
5,early_plus_corners_models,P1|0|manual|yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,1,1
3,calibrated_early,P1|0|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,1,1
5,calibrated_early,P1|0|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,1,1
3,calibrated_early,P1|0|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,1,1
5,calibrated_early,P1|0|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,1,1
5,calibrated_early,P1|0|oos|UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,1,1
3,early_plus_corners,P1|0|manual|q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,1,1
5,stage_condition_mean,P1|0|oos|UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,1,1
5,early_plus_corners_models,P1|0|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,1,1
5,stage_condition_mean,P1|0|oos|UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,1,1
3,calibrated_early,P1|0|manual|yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,1,1
3,early_plus_corners,C1|0|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,1,1
5,calibrated_early,P1|0|manual|yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,1,1
5,early_plus_corners,P1|0|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,1,1
5,early_plus_corners,P1|0|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,1,1
5,early_plus_corners,P1|0|oos|UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,1,1
3,calibrated_early,P1|0|manual|q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,1,1
3,calibrated_early,P1|0|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,1,1
3,calibrated_early,P1|0|oos|UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,1,1
3,stage_condition_mean,P1|0|oos|UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,1,1
5,early_plus_corners_models,P1|0|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,1,1
5,calibrated_early,P1|0|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,1,1
3,stage_condition_mean,P1|0|oos|UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,1,1
3,early_plus_corners_models,P1|0|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,1,1
5,early_plus_corners,P1|0|manual|uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,1,1
3,early_plus_corners,P1|0|oos|UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,1,1
3,early_plus_corners,P1|0|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,1,1
5,stage_condition_mean,P1|0|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,1,1
3,early_plus_corners_models,P1|0|manual|q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,1,1
5,stage_condition_mean,P1|0|manual|q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,1,1
3,early_plus_corners_models,P1|0|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,1,1
3,early_plus_corners_models,C1|0|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,1,1
5,stage_condition_mean,C1|0|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,1,1
3,stage_condition_mean,P1|0|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,1,1
3,stage_condition_mean,P1|0|manual|q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,1,1
5,early_plus_corners_models,P1|0|manual|uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,1,1
5,stage_condition_mean,P1|0|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,1,1
5,early_plus_corners_models,P1|0|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,1,1
3,stage_condition_mean,C1|0|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,1,1
5,early_plus_corners_models,P1|0|manual|uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,1,1
5,stage_condition_mean,P1|0|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,1,1
3,early_plus_corners_models,P1|0|manual|uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,2,1
3,stage_condition_mean,P1|0|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,1,1
5,early_plus_corners_models,P1|0|oos|7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,1,1
5,early_plus_corners_models,C1|0|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,1,1
5,early_plus_corners_models,P1|0|manual|q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,1,1
3,stage_condition_mean,P1|0|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,1,1
3,early_plus_corners_models,P1|0|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,1,1
3,early_plus_corners_models,P1|0|oos|7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,1,1
3,early_plus_corners_models,P1|0|manual|uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,1,1
5,stage_condition_mean,P1|0|manual|yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,1,1
3,stage_condition_mean,P1|0|manual|yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,1,1
