context,k,difference
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,2,2.168404344971009e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,3,0.0
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,4,3.2526065174565133e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,5,1.0842021724855044e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,6,4.87890977618477e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,7,3.2526065174565133e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,8,2.168404344971009e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,9,0.0
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,10,8.131516293641283e-20
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,11,2.710505431213761e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,12,8.673617379884035e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,13,2.846030702774449e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,14,7.995991022080595e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,15,5.149960319306146e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,16,5.285485590866834e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,17,6.166399856011306e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,18,8.334804200982315e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,19,4.675621868843738e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,20,7.284483346386983e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,21,2.371692252312041e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,22,4.684092198316281e-19
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,23,0.0
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,2,2.168404344971009e-19
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,3,1.0842021724855044e-19
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,4,1.6263032587282567e-19
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,5,6.776263578034403e-20
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,6,1.5585406229479126e-19
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,7,1.1519648082658485e-19
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,8,1.1519648082658485e-19
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,9,2.608861477543245e-19
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,10,1.6940658945086007e-19
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,11,3.3881317890172014e-21
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,12,1.4399560103323106e-19
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,13,3.049318610115481e-20
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,14,3.5575383784680614e-20
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,15,2.371692252312041e-19
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,16,6.098637220230962e-20
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,17,0.0
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,18,5.251604272976662e-20
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,19,8.046812998915853e-20
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,20,5.675120746603812e-20
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,21,8.152692117322641e-20
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,22,9.846758011831241e-21
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,23,0.0
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,2,1.734723475976807e-18
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,3,5.421010862427522e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,4,4.336808689942018e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,5,9.215718466126788e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,6,1.5720931501039814e-18
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,7,8.131516293641283e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,8,4.87890977618477e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,9,3.5236570605778894e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,10,4.336808689942018e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,11,3.2526065174565133e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,12,5.55653613398821e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,13,5.014435047745458e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,14,6.911788849595091e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,15,9.622294280808852e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,16,5.55653613398821e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,17,2.642742795433417e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,18,1.362028979184915e-18
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,19,1.3654171109739321e-18
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,20,9.961107459710572e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,21,6.759322919089317e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,22,8.199278929421627e-19
C1|0|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,23,0.0
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,2,8.673617379884035e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,3,4.336808689942018e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,4,4.336808689942018e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,5,8.673617379884035e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,6,6.505213034913027e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,7,5.421010862427522e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,8,5.421010862427522e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,9,1.0842021724855044e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,10,5.963111948670274e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,11,1.463672932855431e-18
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,12,1.0842021724855044e-18
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,13,7.047314121155779e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,14,1.3010426069826053e-18
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,15,8.673617379884035e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,16,7.047314121155779e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,17,7.182839392716467e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,18,9.0801931945661e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,19,1.2332799712022613e-18
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,20,7.047314121155779e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,21,6.911788849595091e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,22,4.641740550953566e-19
C1|0|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,23,0.0
C1|0|manual|uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,2,5.204170427930421e-18
C1|0|manual|uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,3,5.095750210681871e-18
C1|0|manual|uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,4,2.168404344971009e-18
C1|0|manual|uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,5,6.071532165918825e-18
C1|0|manual|uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,6,2.927345865710862e-18
C1|0|manual|uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,7,3.279711571768651e-18
C1|0|manual|uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,8,1.81603863891322e-18
