deployment_pool_id,building_scene_id,stage,round_id,condition,base_task_id,task_id,project_id,ls_runtime_task_id,variant,a0_action_disposition,variant_action_disposition,a0_candidate_annotation_id,variant_candidate_annotation_id,changed_action,a0_gt_primary_analysis_eligible,variant_gt_primary_analysis_eligible,a0_structurally_valid,variant_structurally_valid,a0_quality_geometry_conflict,variant_quality_geometry_conflict,a0_iou_to_gt,variant_iou_to_gt,a0_delivery_adjusted_quality,variant_delivery_adjusted_quality,delta_iou_to_gt,delta_delivery_adjusted_quality,public_gt_primary_paired_evaluable,public_reference_reason,all_conflict_pool_hit,paired_conflict_exclusion,strict_conflict_exclusion,strict_paired_evaluable,strict_reference_reason,operational_corrected_reference_status,paired_evaluable,exclusion_reason
0cb509c4728a58ef3a0752df2917e0388b094a5092dbaa6a9962e1d488cc23de,B6ByNegPMKs,C1,C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,465,67,3213,A4-L,selected,selected,d102c6b86a1606f32bd3,d102c6b86a1606f32bd3,false,true,true,true,true,false,false,0.4363079078728435,0.4363079078728435,0.4363079078728435,0.4363079078728435,0.0,0.0,True,paired_public_gt_primary,False,False,False,True,paired_strict_conflict_free,not_evaluable/source_absent,True,
0eef905199f2c13598a038650410ab4ee0ae372ae10d8f9290f21c552b173994,uNb9QFRL6hY,C1,C1,manual,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,626,69,3300,A4-S,selected,selected,f2769cc6b8e8d4026727,91f5a2eb0fcd82cebcf4,true,true,true,true,true,false,false,0.9522380779088044,0.8854907995127268,0.9522380779088044,0.8854907995127268,-0.06674727839607764,-0.06674727839607764,True,paired_public_gt_primary,False,False,False,True,paired_strict_conflict_free,not_evaluable/source_absent,True,
0eef905199f2c13598a038650410ab4ee0ae372ae10d8f9290f21c552b173994,uNb9QFRL6hY,C1,C1,manual,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,626,69,3300,A4-C,selected,selected,f2769cc6b8e8d4026727,91f5a2eb0fcd82cebcf4,true,true,true,true,true,false,false,0.9522380779088044,0.8854907995127268,0.9522380779088044,0.8854907995127268,-0.06674727839607764,-0.06674727839607764,True,paired_public_gt_primary,False,False,False,True,paired_strict_conflict_free,not_evaluable/source_absent,True,
0eef905199f2c13598a038650410ab4ee0ae372ae10d8f9290f21c552b173994,uNb9QFRL6hY,C1,C1,manual,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,626,69,3300,A4-L,selected,selected,f2769cc6b8e8d4026727,082f62d60b17746b01fc,true,true,true,true,true,false,false,0.9522380779088044,0.8511582023571995,0.9522380779088044,0.8511582023571995,-0.10107987555160491,-0.10107987555160491,True,paired_public_gt_primary,False,False,False,True,paired_strict_conflict_free,not_evaluable/source_absent,True,
113073043ca4cfc6e1b51fa8740b4a8a377ff0d80339199948f7509a694b7dfc,uNb9QFRL6hY,C1,C1,manual,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,71,3362,A4-S,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
113073043ca4cfc6e1b51fa8740b4a8a377ff0d80339199948f7509a694b7dfc,uNb9QFRL6hY,C1,C1,manual,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,71,3362,A4-C,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
113073043ca4cfc6e1b51fa8740b4a8a377ff0d80339199948f7509a694b7dfc,uNb9QFRL6hY,C1,C1,manual,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,71,3362,A4-L,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1314a011e50a0aeda4862a9333f8428442095672b7e887511fddef87bc2df89e,UwV83HsGsw3,C1,C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,71,3360,A4-S,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,True,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1314a011e50a0aeda4862a9333f8428442095672b7e887511fddef87bc2df89e,UwV83HsGsw3,C1,C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,71,3360,A4-C,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,True,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1314a011e50a0aeda4862a9333f8428442095672b7e887511fddef87bc2df89e,UwV83HsGsw3,C1,C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,71,3360,A4-L,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,True,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
14991b1e97523e07f66cce1468a75693a760b2fa9ea3f805ab68e7e431fddc83,wc2JMjhGNzB,C1,C1,manual,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,596,71,3327,A4-S,selected,selected,203bd6757c614dae7d28,203bd6757c614dae7d28,false,true,true,true,true,false,false,0.9444492609129135,0.9444492609129135,0.9444492609129135,0.9444492609129135,0.0,0.0,True,paired_public_gt_primary,False,False,False,True,paired_strict_conflict_free,not_evaluable/source_absent,True,
14991b1e97523e07f66cce1468a75693a760b2fa9ea3f805ab68e7e431fddc83,wc2JMjhGNzB,C1,C1,manual,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,596,71,3327,A4-C,selected,selected,203bd6757c614dae7d28,203bd6757c614dae7d28,false,true,true,true,true,false,false,0.9444492609129135,0.9444492609129135,0.9444492609129135,0.9444492609129135,0.0,0.0,True,paired_public_gt_primary,False,False,False,True,paired_strict_conflict_free,not_evaluable/source_absent,True,
14991b1e97523e07f66cce1468a75693a760b2fa9ea3f805ab68e7e431fddc83,wc2JMjhGNzB,C1,C1,manual,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,596,71,3327,A4-L,selected,selected,203bd6757c614dae7d28,203bd6757c614dae7d28,false,true,true,true,true,false,false,0.9444492609129135,0.9444492609129135,0.9444492609129135,0.9444492609129135,0.0,0.0,True,paired_public_gt_primary,False,False,False,True,paired_strict_conflict_free,not_evaluable/source_absent,True,
15b53a3ad5fb3c5f572fd43a213fdf8849a8ad00e483a9c1cf638a47db60b459,wc2JMjhGNzB,C1,C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,475,71,3347,A4-S,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
15b53a3ad5fb3c5f572fd43a213fdf8849a8ad00e483a9c1cf638a47db60b459,wc2JMjhGNzB,C1,C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,475,71,3347,A4-C,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
15b53a3ad5fb3c5f572fd43a213fdf8849a8ad00e483a9c1cf638a47db60b459,wc2JMjhGNzB,C1,C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,475,71,3347,A4-L,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
15c9be8d1f61e1bc79e966d598d84f09fd1b424f34afcc1a9cd628ecfa04fcdf,wc2JMjhGNzB,C1,C1,semi,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,596,68,3284,A4-S,selected,selected,bad9e0cac20a7347fbd5,bad9e0cac20a7347fbd5,false,false,false,true,true,false,false,0.9517633257570203,0.9517633257570203,0.9517633257570203,0.9517633257570203,,,False,gt_primary_reference_ineligible,False,False,False,False,gt_primary_reference_ineligible,not_evaluable/source_absent,False,gt_primary_reference_ineligible
15c9be8d1f61e1bc79e966d598d84f09fd1b424f34afcc1a9cd628ecfa04fcdf,wc2JMjhGNzB,C1,C1,semi,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,596,68,3284,A4-C,selected,selected,bad9e0cac20a7347fbd5,71f8e55558d74259a5eb,false,false,false,true,true,false,false,0.9517633257570203,1.0,0.9517633257570203,1.0,,,False,gt_primary_reference_ineligible,False,False,False,False,gt_primary_reference_ineligible,not_evaluable/source_absent,False,gt_primary_reference_ineligible
15c9be8d1f61e1bc79e966d598d84f09fd1b424f34afcc1a9cd628ecfa04fcdf,wc2JMjhGNzB,C1,C1,semi,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,596,68,3284,A4-L,selected,selected,bad9e0cac20a7347fbd5,71f8e55558d74259a5eb,false,false,false,true,true,false,false,0.9517633257570203,1.0,0.9517633257570203,1.0,,,False,gt_primary_reference_ineligible,False,False,False,False,gt_primary_reference_ineligible,not_evaluable/source_absent,False,gt_primary_reference_ineligible
17e50ea1a04187c2c6bb23340e4d05b69c28ed87eb42b76d6fddd9998b569416,B6ByNegPMKs,C1,C1,semi,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,72,3403,A4-S,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,True,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
17e50ea1a04187c2c6bb23340e4d05b69c28ed87eb42b76d6fddd9998b569416,B6ByNegPMKs,C1,C1,semi,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,72,3403,A4-C,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,True,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
17e50ea1a04187c2c6bb23340e4d05b69c28ed87eb42b76d6fddd9998b569416,B6ByNegPMKs,C1,C1,semi,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,72,3403,A4-L,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,True,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1992eed5aa2aee7757144403ab94655e5fa2c7a4edca579767c94136bd8343bd,wc2JMjhGNzB,C1,C1,semi,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,708,72,3382,A4-S,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,True,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1992eed5aa2aee7757144403ab94655e5fa2c7a4edca579767c94136bd8343bd,wc2JMjhGNzB,C1,C1,semi,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,708,72,3382,A4-C,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,True,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1992eed5aa2aee7757144403ab94655e5fa2c7a4edca579767c94136bd8343bd,wc2JMjhGNzB,C1,C1,semi,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,708,72,3382,A4-L,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,True,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1b14b882d047e008b0ac63db6f791547b28fc07f3d18c306d4a0f37a8f4e3bc4,wc2JMjhGNzB,C1,C1,semi,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,481,72,3401,A4-S,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1b14b882d047e008b0ac63db6f791547b28fc07f3d18c306d4a0f37a8f4e3bc4,wc2JMjhGNzB,C1,C1,semi,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,481,72,3401,A4-C,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1b14b882d047e008b0ac63db6f791547b28fc07f3d18c306d4a0f37a8f4e3bc4,wc2JMjhGNzB,C1,C1,semi,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,481,72,3401,A4-L,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1cddb2afcc0521f1a33cf7e0a4555a9fb871fd157a610de1ed61ac26ce5b0702,yqstnuAEVhm,C1,C1,semi,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,597,72,3384,A4-S,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1cddb2afcc0521f1a33cf7e0a4555a9fb871fd157a610de1ed61ac26ce5b0702,yqstnuAEVhm,C1,C1,semi,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,597,72,3384,A4-C,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1cddb2afcc0521f1a33cf7e0a4555a9fb871fd157a610de1ed61ac26ce5b0702,yqstnuAEVhm,C1,C1,semi,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,597,72,3384,A4-L,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1dcf251aeca34e83379031cfff8a18a5478309065370a7e32f06353734a86f3d,B6ByNegPMKs,C1,C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,465,71,3325,A4-S,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1dcf251aeca34e83379031cfff8a18a5478309065370a7e32f06353734a86f3d,B6ByNegPMKs,C1,C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,465,71,3325,A4-C,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1dcf251aeca34e83379031cfff8a18a5478309065370a7e32f06353734a86f3d,B6ByNegPMKs,C1,C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,465,71,3325,A4-L,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1e0055cd11bcdc7a21f43a4e704c997c1d736b028d697e13204179f706ad39a0,B6ByNegPMKs,C1,C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,71,3371,A4-S,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1e0055cd11bcdc7a21f43a4e704c997c1d736b028d697e13204179f706ad39a0,B6ByNegPMKs,C1,C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,71,3371,A4-C,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1e0055cd11bcdc7a21f43a4e704c997c1d736b028d697e13204179f706ad39a0,B6ByNegPMKs,C1,C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,71,3371,A4-L,unresolved,unresolved,,,false,false,false,false,false,false,false,,,,,,,False,a0_or_variant_unresolved,False,False,False,False,a0_or_variant_unresolved,not_evaluable/source_absent,False,a0_or_variant_unresolved
1f102d2ffcdae45d2608e105b934b1af93a99fe3275f9aa9c47cf927152096cb,X7HyMhZNoso,C1,C1,manual,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,705,71,3318,A4-S,selected,selected,bb2170e2f627c3cc30fb,bb2170e2f627c3cc30fb,false,true,true,true,true,false,false,0.9434515514678559,0.9434515514678559,0.9434515514678559,0.9434515514678559,0.0,0.0,True,paired_public_gt_primary,False,False,False,True,paired_strict_conflict_free,not_evaluable/source_absent,True,
1f102d2ffcdae45d2608e105b934b1af93a99fe3275f9aa9c47cf927152096cb,X7HyMhZNoso,C1,C1,manual,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,705,71,3318,A4-C,selected,selected,bb2170e2f627c3cc30fb,bb2170e2f627c3cc30fb,false,true,true,true,true,false,false,0.9434515514678559,0.9434515514678559,0.9434515514678559,0.9434515514678559,0.0,0.0,True,paired_public_gt_primary,False,False,False,True,paired_strict_conflict_free,not_evaluable/source_absent,True,
