canonical_annotation_id,base_task_id,stage,stage_subset,project_id,runtime_task_id,worker_id,annotation_id,language,building_id,official_split,condition,independence_status,independence_reason,process_analysis_eligible,quality_process_pass,scope_eligible,strict_geometry_valid,strict_geometry_invalid_reason,strict_geometry_source,current_canonical_geometry_valid,formal_geometry_score_gate_passed,geometry_structurally_computable,gt_primary_analysis_eligible,peer_analysis_eligible,geometry_score,reference_regime,exclusion_reason,source_contract_note
aff097a10b8a446c,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,P1,P1_manual,28,3068,18,4771,Chinese,B6ByNegPMKs,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.653225,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
f4095e74a221e17f,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,P1,P1_manual,28,3068,19,4630,Chinese,B6ByNegPMKs,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.65672456,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
60f415b63bc6abc8,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,P1,P1_manual,28,3068,2,4724,Chinese,B6ByNegPMKs,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.653225,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
26f5958a9b8dbc72,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,P1,P1_manual,28,3068,21,3711,Chinese,B6ByNegPMKs,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.67966686,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
902c7685cf8d8d7f,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,P1,P1_manual,28,3068,6,3317,Chinese,B6ByNegPMKs,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.67966686,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
b9d7de702dfef712,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,P1,P1_manual,28,3068,8,3757,Chinese,B6ByNegPMKs,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.51424361,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
b5cc0142eb0bebb7,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,1,4829,Chinese,yqstnuAEVhm,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.93807294,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
0d6002eae1176c5f,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,10,3206,Chinese,yqstnuAEVhm,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.96740241,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
185cbe761c53dbfb,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,11,3583,Chinese,yqstnuAEVhm,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.93755213,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
abc74f50ca3f1b02,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,12,3469,Chinese,yqstnuAEVhm,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.94284636,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
4cf5787dcaa5c4a7,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,13,3374,Chinese,yqstnuAEVhm,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.94137744,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
98e8b750c5da5865,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,14,3545,Chinese,yqstnuAEVhm,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.94137744,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
ba585cd2ad9ac724,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,15,3636,Chinese,yqstnuAEVhm,test,manual,non_independent_suspected,cross_worker_parent_evidence_incomplete,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.96571758,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
1c8e741f896488d2,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,17,3256,Chinese,yqstnuAEVhm,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.95477937,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
a8a8ea606b35d4f8,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,18,4772,Chinese,yqstnuAEVhm,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.98630573,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
df7f08c1cf75bd2e,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,19,4631,Chinese,yqstnuAEVhm,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.52522993,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
3fb3e730c4ba6ebd,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,2,4725,Chinese,yqstnuAEVhm,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.98630573,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
0a1c8601e04b599f,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,21,3712,Chinese,yqstnuAEVhm,test,manual,non_independent_suspected,cross_worker_parent_evidence_incomplete,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.96759544,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
39862ea4ed4d42b7,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,6,3318,Chinese,yqstnuAEVhm,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.94137744,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
823935bba4b64e40,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1,P1_manual,28,3069,8,3758,Chinese,yqstnuAEVhm,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.96807033,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
2cb4cd43495e4462,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,1,4830,Chinese,uNb9QFRL6hY,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.86025429,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
0bc46f1a3b806213,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,10,3207,Chinese,uNb9QFRL6hY,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.87320351,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
d1d8b27617cb0ec5,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,11,3584,Chinese,uNb9QFRL6hY,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.8657486,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
0bbfe0599bf5bc91,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,12,3470,Chinese,uNb9QFRL6hY,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.87734357,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
edcd6c71a1b268da,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,13,3375,Chinese,uNb9QFRL6hY,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.89667028,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
6c5856c1f7aa16d9,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,14,3546,Chinese,uNb9QFRL6hY,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.89667028,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
e9fe122a6030b153,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,15,3637,Chinese,uNb9QFRL6hY,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.89667028,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
32708a527ceab167,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,17,3257,Chinese,uNb9QFRL6hY,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.89667028,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
08273d75b652c174,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,18,4773,Chinese,uNb9QFRL6hY,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.87237202,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
ecac5ea3edb46be8,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,19,4632,Chinese,uNb9QFRL6hY,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.85913341,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
35106d58264638aa,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,2,4727,Chinese,uNb9QFRL6hY,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.87237202,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
474b1e7bf36766ad,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,21,3713,Chinese,uNb9QFRL6hY,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.89667028,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
aeaf2ad30c3fe9b9,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,6,3319,Chinese,uNb9QFRL6hY,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.89667028,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
aba22d3e3811e1e8,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1,P1_manual,28,3070,8,3759,Chinese,uNb9QFRL6hY,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.87059068,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
9c8a68204bbf22bf,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,1,4831,Chinese,7y3sRwLe3Va,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.94620053,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
84b0461c974c6f08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,10,3208,Chinese,7y3sRwLe3Va,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.98625068,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
b36f0dc2bb36d9b6,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,11,3585,Chinese,7y3sRwLe3Va,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.98147077,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
e43b14b1a0c01b0f,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,12,3471,Chinese,7y3sRwLe3Va,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.96341182,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
a73527487e1ba30e,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,13,3376,Chinese,7y3sRwLe3Va,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.98743739,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
9bf982556e9845da,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,14,3547,Chinese,7y3sRwLe3Va,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.98743739,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
6c26d77b8fe5e104,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,15,3638,Chinese,7y3sRwLe3Va,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.98780272,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
cbfa1db9b3b7ec4d,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,17,3258,Chinese,7y3sRwLe3Va,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.98780272,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
b86432f92a43add3,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,18,4774,Chinese,7y3sRwLe3Va,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.98727329,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
de8eb69ecb323323,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,19,4633,Chinese,7y3sRwLe3Va,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.92347931,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
f5958e31992e703a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,2,4728,Chinese,7y3sRwLe3Va,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.98727329,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
9130e3a10b708f2c,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,21,3714,Chinese,7y3sRwLe3Va,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.98147077,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
59650fcf724f11bc,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,6,3320,Chinese,7y3sRwLe3Va,test,manual,non_independent_suspected,cross_worker_parent_evidence_incomplete,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.98743739,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
13d54802362fd649,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1,P1_manual,28,3071,8,3760,Chinese,7y3sRwLe3Va,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.99124651,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
d933c38ad0b2b104,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,1,4832,Chinese,q9vSo1VnCiC,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.93873366,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
a05c820a5012751c,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,10,3209,Chinese,q9vSo1VnCiC,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.94709621,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
2ab3a85613189faa,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,11,3586,Chinese,q9vSo1VnCiC,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.96901996,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
1c10cbd1c1cbbd74,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,12,3472,Chinese,q9vSo1VnCiC,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.94259588,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
a135a4aaf615d5db,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,13,3377,Chinese,q9vSo1VnCiC,test,manual,non_independent_suspected,cross_worker_parent_evidence_incomplete,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.93130035,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
7485c5f92ef686bc,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,14,3548,Chinese,q9vSo1VnCiC,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.93130035,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
0054e620b22551b8,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,15,3639,Chinese,q9vSo1VnCiC,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.94098631,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
7b099f9e593d3204,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,17,3259,Chinese,q9vSo1VnCiC,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.94098631,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
1dd5b2305fbffcff,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,18,4775,Chinese,q9vSo1VnCiC,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.97629017,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
734b8610ce382901,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,19,4634,Chinese,q9vSo1VnCiC,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.82589784,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
5bad87d19a0b5760,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,2,4729,Chinese,q9vSo1VnCiC,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.97629017,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
47a780e27988de5d,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,21,3715,Chinese,q9vSo1VnCiC,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.94098631,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
aa6b631e83349cba,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,6,3321,Chinese,q9vSo1VnCiC,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.8686341,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
3e20ca93bd05958e,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1,P1_manual,28,3072,8,3761,Chinese,q9vSo1VnCiC,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.97861286,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
6dc291d26b23c7a0,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,P1,P1_manual,28,3073,1,4833,Chinese,x8F5xyUWy9e,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.90658412,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
2e8c554ea9e95aff,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,P1,P1_manual,28,3073,10,3210,Chinese,x8F5xyUWy9e,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.96527668,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
89ea3bf16992c32f,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,P1,P1_manual,28,3073,11,3587,Chinese,x8F5xyUWy9e,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.95799068,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
83002b37a7cdd49c,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,P1,P1_manual,28,3073,12,3473,Chinese,x8F5xyUWy9e,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.94057818,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
8646d4fb710de663,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,P1,P1_manual,28,3073,13,3378,Chinese,x8F5xyUWy9e,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.96015543,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
ed55b02b6c5f0bad,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,P1,P1_manual,28,3073,14,3549,Chinese,x8F5xyUWy9e,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.96015543,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
05d46cc3f94689c9,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,P1,P1_manual,28,3073,15,3640,Chinese,x8F5xyUWy9e,test,manual,non_independent_suspected,cross_worker_parent_evidence_incomplete,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.95804798,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
11fd9f274cd93897,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,P1,P1_manual,28,3073,17,3260,Chinese,x8F5xyUWy9e,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.94847345,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
04f3914eba8431cf,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,P1,P1_manual,28,3073,18,4776,Chinese,x8F5xyUWy9e,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.95325579,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
