task_id,base_task_id,building_id,stage,k,replicates,full_structure_status,full_valid_support,full_second_cluster_support,full_second_cluster_share,full_top_support_tie,full_second_rank_support_tie,full_second_rank_unique,exact_any_member_visible_probability,exact_support_visible_probability,mc_support_visible_rate,same_second_mode_recovery_rate,same_second_mode_recovery_given_support_visible,full_partition_restriction_recovery_rate,full_partition_restriction_recovery_given_support_visible,generic_multimodality_status_rate,generic_but_not_same_second_rate,generic_false_positive_rate_full_evaluable_nonmultimodal,prefix_not_evaluable_rate,interpretation
C1|C1_anchor_all|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,5,500,dominant_with_dissent,23,1,0.043478260869565216,False,True,False,,,,,,,,0.0,,0.0,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
C1|C1_anchor_all|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,8,500,dominant_with_dissent,23,1,0.043478260869565216,False,True,False,,,,,,,,0.0,,0.0,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
C1|C1_anchor_all|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,12,500,dominant_with_dissent,23,1,0.043478260869565216,False,True,False,,,,,,,,0.0,,0.0,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
C1|C1_anchor_all|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,16,500,dominant_with_dissent,23,1,0.043478260869565216,False,True,False,,,,,,,,0.0,,0.0,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
C1|C1_anchor_all|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,20,500,dominant_with_dissent,23,1,0.043478260869565216,False,True,False,,,,,,,,0.0,,0.0,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
C1|C1_anchor_all|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,5,500,supported_multimodal,23,2,0.08695652173913043,False,False,True,0.3952569169960474,0.039525691699604744,0.024,0.024,1.0,0.024,1.0,0.024,0.0,,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
C1|C1_anchor_all|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,8,500,supported_multimodal,23,2,0.08695652173913043,False,False,True,0.5849802371541502,0.11067193675889328,0.096,0.096,1.0,0.096,1.0,0.096,0.0,,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
C1|C1_anchor_all|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,12,500,supported_multimodal,23,2,0.08695652173913043,False,False,True,0.7826086956521738,0.2608695652173913,0.292,0.292,1.0,0.292,1.0,0.292,0.0,,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
C1|C1_anchor_all|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,16,500,supported_multimodal,23,2,0.08695652173913043,False,False,True,0.9169960474308301,0.4743083003952569,0.52,0.52,1.0,0.52,1.0,0.52,0.0,,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
C1|C1_anchor_all|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,20,500,supported_multimodal,23,2,0.08695652173913043,False,False,True,0.9881422924901185,0.7509881422924901,0.772,0.772,1.0,0.772,1.0,0.772,0.0,,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
C1|C1_anchor_all|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,5,500,dominant_with_dissent,23,1,0.043478260869565216,False,False,True,,,,,,,,0.0,,0.0,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
C1|C1_anchor_all|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,8,500,dominant_with_dissent,23,1,0.043478260869565216,False,False,True,,,,,,,,0.0,,0.0,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
C1|C1_anchor_all|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,12,500,dominant_with_dissent,23,1,0.043478260869565216,False,False,True,,,,,,,,0.0,,0.0,0.0,finite-roster nested replay; full second-ranked mode is frozen at threshold 0.95
