analysis_stratum,k_from,k_to,task_count,building_count,interpretation,material_output_change_rate,material_output_change_rate_ci95_lower_building_bootstrap,material_output_change_rate_ci95_upper_building_bootstrap,material_output_change_rate_task_count_with_value,delivery_adjusted_quality_gain,delivery_adjusted_quality_gain_ci95_lower_building_bootstrap,delivery_adjusted_quality_gain_ci95_upper_building_bootstrap,delivery_adjusted_quality_gain_task_count_with_value,resolved_pair_quality_gain,resolved_pair_quality_gain_ci95_lower_building_bootstrap,resolved_pair_quality_gain_ci95_upper_building_bootstrap,resolved_pair_quality_gain_task_count_with_value,mean_output_distance_when_both_resolved,mean_output_distance_when_both_resolved_ci95_lower_building_bootstrap,mean_output_distance_when_both_resolved_ci95_upper_building_bootstrap,mean_output_distance_when_both_resolved_task_count_with_value
C1_primary_12,3,4,12,5,paired nested historical prefixes; one additional valid eligible annotation,0.22208333333333333,0.084375,0.3125,12,0.051074654082741595,0.0027840473862199137,0.0747175518649173,12,0.0011093693824021998,-0.0006916803808992452,0.004321551640335332,12,0.0031596631972707527,0.002083886037479919,0.004609920402255748,12
C1_primary_12,4,5,12,5,paired nested historical prefixes; one additional valid eligible annotation,0.20458333333333334,0.058125,0.28,12,-0.034610974702501615,-0.06489587658416532,-0.012521343991169106,12,0.0004136979601640993,3.280006032172388e-05,0.0012365185560119204,12,0.0031938020208447165,0.0024927378665866224,0.004228219903458499,12
C1_primary_12,5,6,12,5,paired nested historical prefixes; one additional valid eligible annotation,0.17666666666666667,0.044375000000000005,0.24916666666666662,12,-0.08150200488050097,-0.13537948309994674,-0.033166496596911225,12,0.0003581312618816396,-0.0006475302578142909,0.0020155703378200345,12,0.002885818889645665,0.002108161026458794,0.0044120367908641175,12
C1_primary_12,6,7,12,5,paired nested historical prefixes; one additional valid eligible annotation,0.13333333333333333,0.031875,0.18406250000000002,12,-0.08491011364418168,-0.11433606094183232,-0.02605821904888036,12,-0.0005113351651141615,-0.002710376579425456,0.0008456910902556482,12,0.003146832723547196,0.0023176164904481194,0.004607832285939281,12
C1_primary_12,7,8,12,5,paired nested historical prefixes; one additional valid eligible annotation,0.08416666666666667,0.030625,0.1109375,12,-0.059193434735215246,-0.07677040742772467,-0.024039489350196373,12,0.0004967203467443693,-0.0011682133959881292,0.0015773713528625284,12,0.0029615916274231156,0.0021302425370922774,0.0037112271297541867,12
C1_primary_12,8,9,12,5,paired nested historical prefixes; one additional valid eligible annotation,0.051666666666666666,0.022500000000000003,0.06625,12,-0.04294542079557363,-0.05437164033711379,-0.02009298171249333,12,-0.00025829482490879676,-0.004888042086069057,0.0019481652645232923,12,0.003331953362524992,0.0018542244638485663,0.006409373322293983,12
C1_primary_12,9,10,12,5,paired nested historical prefixes; one additional valid eligible annotation,0.03375,0.01875,0.048,12,-0.027003429475067824,-0.04305089082404488,-0.014226009108552057,12,0.0003706275861035532,-0.0018177365578643451,0.0040334122790109655,11,0.001915894552874212,0.0015112886462160823,0.00243050897409617,11
C1_primary_12,10,11,12,5,paired nested historical prefixes; one additional valid eligible annotation,0.023333333333333334,0.01375,0.03153846153846154,12,-0.021923313233396805,-0.029904533213898295,-0.012799018269055966,12,0.0009204379192009924,-0.0012672071314666048,0.003959567149320179,10,0.001643299017838382,0.0011670814630394038,0.002446738393808841,10
C1_primary_12,11,12,12,5,paired nested historical prefixes; one additional valid eligible annotation,0.017916666666666668,0.008636363636363636,0.031875,12,-0.017027595132903924,-0.030649370606165967,-0.00802874768538437,12,0.001342396329497976,0.0002389114835667813,0.0026857048367533885,8,0.00206415666923275,0.0011389344429408362,0.0037141778033288643,8
C1_primary_12,12,13,12,5,paired nested historical prefixes; one additional valid eligible annotation,0.015833333333333335,0.006818181818181818,0.03166666666666667,12,-0.015133778698265965,-0.03126025373207118,-0.006562665474250286,12,-0.000581338342805686,-0.0035322476563709377,0.0009563104128534817,7,0.002040082184142069,0.0005238722004909895,0.0049596633493479625,7
