analysis_stratum,threshold,task_count,unimodal_count,dominant_with_dissent_count,supported_multimodal_count,not_evaluable_count,supported_multimodal_rate,not_evaluable_rate,interpretation
pooled_42,0.9,42,4,13,21,4,0.5,0.09523809523809523,threshold sensitivity only; 0.95 remains the frozen primary threshold
pooled_42,0.925,42,3,14,20,5,0.47619047619047616,0.11904761904761904,threshold sensitivity only; 0.95 remains the frozen primary threshold
pooled_42,0.95,42,2,14,21,5,0.5,0.11904761904761904,threshold sensitivity only; 0.95 remains the frozen primary threshold
pooled_42,0.97,42,2,11,16,13,0.38095238095238093,0.30952380952380953,threshold sensitivity only; 0.95 remains the frozen primary threshold
pooled_42,0.98,42,1,8,14,19,0.3333333333333333,0.4523809523809524,threshold sensitivity only; 0.95 remains the frozen primary threshold
P1_stage_sensitivity,0.9,30,3,10,13,4,0.43333333333333335,0.13333333333333333,threshold sensitivity only; 0.95 remains the frozen primary threshold
P1_stage_sensitivity,0.925,30,2,11,14,3,0.4666666666666667,0.1,threshold sensitivity only; 0.95 remains the frozen primary threshold
P1_stage_sensitivity,0.95,30,2,11,15,2,0.5,0.06666666666666667,threshold sensitivity only; 0.95 remains the frozen primary threshold
P1_stage_sensitivity,0.97,30,2,8,8,12,0.26666666666666666,0.4,threshold sensitivity only; 0.95 remains the frozen primary threshold
P1_stage_sensitivity,0.98,30,1,6,9,14,0.3,0.4666666666666667,threshold sensitivity only; 0.95 remains the frozen primary threshold
C1_stage_sensitivity,0.9,12,1,3,8,0,0.6666666666666666,0.0,threshold sensitivity only; 0.95 remains the frozen primary threshold
C1_stage_sensitivity,0.925,12,1,3,6,2,0.5,0.16666666666666666,threshold sensitivity only; 0.95 remains the frozen primary threshold
C1_stage_sensitivity,0.95,12,0,3,6,3,0.5,0.25,threshold sensitivity only; 0.95 remains the frozen primary threshold
C1_stage_sensitivity,0.97,12,0,3,8,1,0.6666666666666666,0.08333333333333333,threshold sensitivity only; 0.95 remains the frozen primary threshold
C1_stage_sensitivity,0.98,12,0,2,5,5,0.4166666666666667,0.4166666666666667,threshold sensitivity only; 0.95 remains the frozen primary threshold
