round_id,project_id,ls_runtime_task_id,worker_id,all_annotation_ids,duplicate_version_set_sha256,duplicate_group_type,current_review_status,decision,selected_annotation_id,selected_response_hash,selected_source_export_sha256,process_disposition,timing_disposition,reviewed_by,reviewed_at,review_notes
C1,66,3185,34,6043;6044,59fa8e289815b980f433e4bf55a8ef191a421937b287783f239aa55e489b068e,distinct_ids_exact_match,pending,,,,,,,,,
C1,66,3192,34,6051;6052;6053,55906a580c0c61f13c5dfd5ec173b3c46d25477af99e5e8129b044a532bd0ef7,suspected_revision,pending,,,,,,,,,
C1,68,3284,34,6077;6078;6079,969740e4c8156612ab711c843a1b94c2a6b94b4ba3897514e9911f8de9461b16,distinct_ids_exact_match,pending,,,,,,,,,
C1,71,3332,1,6314;6331,955dce4dc29887a3cee3c49d868110c9a04b6dc16421014b637bc616cc035564,suspected_revision,pending,,,,,,,,,
C1,71,3370,11,6413;6414;6415,0e7cf1b4a40a132f2e17d5e0f71a1d56f6d2f5fa1fc549a1d6c6181bc1151da1,suspected_revision,pending,,,,,,,,,
