round_id,project_id,ls_runtime_task_id,worker_id,annotation_id,canonical_annotation_id,active_time,active_time_source,active_time_match_status,active_time_source_file,active_time_session_count,active_time_event_count,unassigned_active_time_seconds,unknown_annotation_event_count,unknown_annotation_session_count,known_unknown_oscillation_flag,unassigned_audit_present,unassigned_active_time_exclusion_reason,active_time_integrity_status,system_collection_issue,active_time_exclusion_reason,audit_only,primary_active_time_eligible,sensitivity_active_time_eligible
C1,66,3183,33,5803,f4fb215d725bea31d572,563.164,lead_time_fallback,missing,,0,0,16.0,9,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3183,34,6042,a56ee6d45d0f25f3eed8,146.225,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3183,35,5922,a7cd831fc464ecea2892,249.184,lead_time_fallback,missing,,0,0,43.0,7,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3183,36,5991,f52f3c5633b4d227b132,2173.868,lead_time_fallback,missing,,0,0,14.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3183,37,5863,7ac0106c722944ffcdb5,224.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,9,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,66,3184,27,5818,78dc36e89fc34111fd75,646.9300000000001,lead_time_fallback,missing,,0,0,53.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3184,28,5765,036f0b79fcb891d33e1d,361.85400000000004,lead_time_fallback,missing,,0,0,1.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3184,29,6361,e4af7c47e67b1c37bb93,554.669,lead_time_fallback,missing,,0,0,176.0,7,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3184,30,5999,ad2a6827eaaf625d72c4,122.297,lead_time_fallback,missing,,0,0,4.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3184,31,5938,f2617cc49b4c3cd19938,60.127,lead_time_fallback,missing,,0,0,13.0,4,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3184,32,6349,27d6bc8646fb2b446424,183.88400000000001,lead_time_fallback,missing,,0,0,26.0,8,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3184,33,5804,48a03efd0568d764b14c,475.238,lead_time_fallback,missing,,0,0,2.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3184,34,6055,23f6609f87c66a85d17b,260.034,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3184,35,5923,9971c6aae0055fa67213,211.285,lead_time_fallback,missing,,0,0,1.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3184,36,5994,f447db699b5c09a195ce,658.031,lead_time_fallback,missing,,0,0,15.0,5,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3184,37,5864,4f044fa1f2070a2eeaa3,402.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,16,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,66,3185,27,5829,d9c1add75dab8315cd34,416.875,lead_time_fallback,missing,,0,0,17.0,3,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3185,28,5766,2de8896d2c2ea564fd37,91.017,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3185,29,6362,42264e54a01908d81bbe,220.23,lead_time_fallback,missing,,0,0,33.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3185,30,6000,acb3d20a4fb6e211d3b1,39.105,lead_time_fallback,missing,,0,0,3.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3185,31,5939,b7393a16aa19bd7f1989,151.801,lead_time_fallback,missing,,0,0,20.0,4,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3185,32,6350,88b2b69f04caf44309bc,113.092,lead_time_fallback,missing,,0,0,14.0,6,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3185,33,5805,93cf3ac259facb9e83dc,380.296,lead_time_fallback,missing,,0,0,6.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3185,35,5924,0e09f3e9552514dbad74,143.761,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3185,36,5995,45865dabe049ebace6d2,429.737,lead_time_fallback,missing,,0,0,2.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3185,37,5865,432c6ebaa6bb7a54b3a9,789.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,29,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,66,3186,27,5852,cbd801dc08d6ed3f53b9,274.704,lead_time_fallback,missing,,0,0,68.0,4,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3186,28,5767,a8f02e5f6ff661b1a6ea,269.538,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3186,29,6420,7554850145efa35545ae,108.58,lead_time_fallback,missing,,0,0,55.0,6,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3186,30,6001,4cec1169f91d22cfd064,66.005,lead_time_fallback,missing,,0,0,3.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3186,31,5942,87633c987c28cc7b24da,88.292,lead_time_fallback,missing,,0,0,21.0,4,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3186,32,6351,e41654f88d1993dc3e61,229.56,lead_time_fallback,missing,,0,0,23.0,6,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3186,33,5806,94b9a12a91240fae6082,421.038,lead_time_fallback,missing,,0,0,6.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3186,34,6056,d07650e36d67becee157,123.657,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3186,35,5925,c8ea10e8b26d4fa2d90b,129.575,lead_time_fallback,missing,,0,0,15.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3186,36,5996,ad5f99c1a3eb5c22dcef,276.479,lead_time_fallback,missing,,0,0,5.0,2,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3186,37,5866,0b276bc0087988e64912,161.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,6,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,66,3187,27,5850,f155c5b328bfdbe59187,365.058,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3187,28,5768,00df94cb0e7cc21280ba,290.096,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3187,29,6421,1d1473ea45cef547d01e,105.439,lead_time_fallback,missing,,0,0,5.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3187,30,6002,4203b3767e3303cffd5c,105.73,lead_time_fallback,missing,,0,0,7.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3187,31,5943,063a5ec4d91eccc8b4c3,108.798,lead_time_fallback,missing,,0,0,38.0,5,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3187,32,6352,8b3873aaa11c92de279f,184.793,lead_time_fallback,missing,,0,0,40.0,6,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3187,33,5807,511d41c2a1ae8135d56a,578.568,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3187,34,6045,1892d2228413184cfbd6,121.65,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3187,35,5926,b341f546633829a990db,345.405,lead_time_fallback,missing,,0,0,27.0,5,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3187,36,5997,90b1682c716df1046edd,826.523,lead_time_fallback,missing,,0,0,16.0,3,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3187,37,5867,74ec5ab0599eaeaf4719,417.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,16,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,66,3188,27,5851,98f815cef49de82c7449,248.978,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3188,28,5769,eb7401f8c6a2d74124c0,596.304,lead_time_fallback,missing,,0,0,6.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3188,29,6422,a2dd65d0b594bb9212ac,542.236,lead_time_fallback,missing,,0,0,19.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3188,30,6003,1b06bf8a8b92fca18545,109.424,lead_time_fallback,missing,,0,0,7.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3188,31,5946,fc858eb54d55668285a1,178.758,lead_time_fallback,missing,,0,0,21.0,4,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3188,32,6353,100cc9a45d0a0f994238,106.71600000000001,lead_time_fallback,missing,,0,0,23.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3188,33,5808,2f1944702583d6eb6860,499.555,lead_time_fallback,missing,,0,0,9.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3188,34,6047,7316a2901ae455c12625,191.643,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3188,35,5927,f048b9e4877b4a6cc5d6,386.86,lead_time_fallback,missing,,0,0,28.0,5,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3188,36,6013,b93da0bbe5ffb848a0c6,4721.928,lead_time_fallback,missing,,0,0,89.0,6,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3188,37,5868,2976993fc059101f9e6a,227.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,10,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,66,3189,27,5849,266064e3bd9d27c4efda,230.668,lead_time_fallback,missing,,0,0,12.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3189,28,5770,8f2f8f8bfdaec3360646,324.76599999999996,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3189,29,6423,c7aeb60e2d3b55c2a7dc,288.659,lead_time_fallback,missing,,0,0,17.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3189,30,6004,597362d2aa07f7db8a02,73.29,lead_time_fallback,missing,,0,0,3.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3189,31,5953,aaa2559a6db59dcb28a0,154.126,lead_time_fallback,missing,,0,0,45.0,12,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3189,32,6354,81cd8395dbe20dc23478,187.387,lead_time_fallback,missing,,0,0,32.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3189,33,5809,02946d1a59a1cfe17aef,358.475,lead_time_fallback,missing,,0,0,1.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3189,34,6049,cd7adf8eb45b561bc952,196.72,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3189,35,5928,f26a8da3bc451c32cde9,169.395,lead_time_fallback,missing,,0,0,25.0,8,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3189,36,6023,f765bc60ba41307a048f,356.29,lead_time_fallback,missing,,0,0,65.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3189,37,5869,354632cf039452bb7976,297.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,13,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,66,3190,27,5848,0a79e9b207c32db39202,557.112,lead_time_fallback,missing,,0,0,52.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3190,28,5771,64a7b681289e1d9e5c28,207.636,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3190,29,6424,0ba3c33cb0e05abf58ae,635.796,lead_time_fallback,missing,,0,0,26.0,5,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3190,30,6005,e0a58597afa7f260d97e,182.425,lead_time_fallback,missing,,0,0,6.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3190,31,5949,d704f69a1c7c5327e638,163.803,lead_time_fallback,missing,,0,0,37.0,6,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3190,32,6355,c6821c31452459c11f75,118.63799999999999,lead_time_fallback,missing,,0,0,21.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3190,33,5810,ea7f2a3fdcd3a9d42d55,697.937,lead_time_fallback,missing,,0,0,7.0,3,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3190,34,6048,9d17cd836d7fc38ad108,168.481,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3190,35,5929,1f84dbf5541abdd7a52b,449.239,lead_time_fallback,missing,,0,0,32.0,6,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3190,36,6081,35e84449b82da019aab5,2172.054,lead_time_fallback,missing,,0,0,8.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3190,37,5870,303a694734e00bd95c83,201.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,8,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,66,3191,27,5819,7392408a228d29c44684,418.166,lead_time_fallback,missing,,0,0,20.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3191,28,5772,2669e20e43502bcf1419,115.989,lead_time_fallback,missing,,0,0,1.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3191,29,6425,68b9de98f158c481d82a,407.209,lead_time_fallback,missing,,0,0,12.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3191,30,6006,2425c99671ebf414b359,43.618,lead_time_fallback,missing,,0,0,3.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3191,31,5955,bce7044b348685668b71,133.653,lead_time_fallback,missing,,0,0,16.0,4,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3191,32,6356,9a0a83ba9247dbf61861,205.455,lead_time_fallback,missing,,0,0,24.0,6,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3191,33,5811,a9bf98b8cc8fbfa40f5c,275.915,lead_time_fallback,missing,,0,0,4.0,3,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3191,34,6050,bdf544ff5d0a4bfacc09,188.032,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3191,35,5930,225002de699658941ca0,181.303,lead_time_fallback,missing,,0,0,17.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3191,36,6082,1b0b4076d43ab5586a3f,1103.776,lead_time_fallback,missing,,0,0,20.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3191,37,5871,73e2d1fca7e2ec1b2b59,534.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,20,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,66,3192,27,5820,d984d534dcc7fe11d643,588.303,lead_time_fallback,missing,,0,0,25.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3192,28,5773,6c5161e9261e0ba5f8b1,116.036,lead_time_fallback,missing,,0,0,1.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3192,29,6426,20f0af1735ba9f7c5a2e,140.946,lead_time_fallback,missing,,0,0,12.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3192,30,6007,1318278d00548b081ebc,102.944,lead_time_fallback,missing,,0,0,1.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3192,31,5957,73a83925776f8e35ed8a,175.816,lead_time_fallback,missing,,0,0,33.0,7,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3192,32,6357,fc6a213e57b750465697,197.79899999999998,lead_time_fallback,missing,,0,0,20.0,6,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3192,33,5812,86e6614af35eccb013ac,231.901,lead_time_fallback,missing,,0,0,3.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3192,35,5931,43266379df129a98dcd9,165.541,lead_time_fallback,missing,,0,0,29.0,8,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3192,36,6083,3e5c4fe6cfe523059d12,261.837,lead_time_fallback,missing,,0,0,14.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3192,37,5872,454169e6fe8a9b1ba08c,162.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,7,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,66,3193,27,5821,e53257d9b7428d4da0f5,444.16,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3193,28,5774,b7e7d86f528066fab226,251.186,lead_time_fallback,missing,,0,0,3.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3193,29,6427,35a9f318fa8bb9909db0,130.763,lead_time_fallback,missing,,0,0,8.0,3,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3193,30,6008,a8282b826c2b83f1c177,65.184,lead_time_fallback,missing,,0,0,6.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3193,31,5958,bed357bd88baf4c32786,23.345,lead_time_fallback,missing,,0,0,43.0,6,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3193,32,6358,e7b36064adef9c88eb38,99.66199999999999,lead_time_fallback,missing,,0,0,22.0,6,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3193,33,5813,423d83b62a6b1fee7af4,211.541,lead_time_fallback,missing,,0,0,13.0,5,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3193,34,6054,a4015419d4289160ce21,134.296,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,66,3193,35,5932,46a22bc8081a9f80e282,112.25,lead_time_fallback,missing,,0,0,2.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3193,36,6084,6b145ff560adec834931,252.143,lead_time_fallback,missing,,0,0,6.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,66,3193,37,5873,200f0c572426f1ad5f6c,424.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,17,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,67,3194,33,5814,adc213fc12f5f948aa56,314.504,lead_time_fallback,missing,,0,0,54.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,67,3194,34,6057,5f7815f3a489b8007a97,340.192,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,67,3194,37,5874,ae929aa9e6dd3cd587ac,107.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,5,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,67,3195,34,6058,837eb32400b0afd7b92f,434.975,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,67,3195,36,6096,72c467f3e5b59c7c6fe0,596.324,lead_time_fallback,missing,,0,0,11.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,67,3195,37,5876,bf0338ecb3bbe9b3ee92,396.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,15,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,67,3196,27,5822,72209d7dd6219794fac9,427.212,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,67,3196,28,5778,cc8da8c5dab40220ed0e,210.72,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,67,3196,30,6011,2bbf5d65469e55f1f4e0,122.387,lead_time_fallback,missing,,0,0,2.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,67,3196,36,6085,7a99a58308f3ae658881,297.875,lead_time_fallback,missing,,0,0,12.0,2,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,67,3197,31,5986,7827115ee28a13736728,54.17,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,67,3197,34,5880,12de7c2bb761564cdeed,131.382,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,67,3198,33,5830,7a0778c91977ce16bfb0,241.957,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,67,3198,34,6060,bcadc37ee0819d4ead2d,190.43200000000002,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,67,3198,37,5877,adafd30448bdc86059f9,101.0,log,project+task+annotator,active_times_2026-07-06.jsonl,1,4,0.0,0,0,false,false,,task_level_fallback,false,,false,false,true
C1,67,3199,28,5785,0a731b8cdc864c572e8b,259.241,lead_time_fallback,missing,,0,0,0.0,0,0,false,false,,lead_time_fallback,false,,false,false,true
C1,67,3199,29,6437,41a7f33047a9e0342ac0,580.723,lead_time_fallback,missing,,0,0,101.0,6,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,67,3199,35,5933,d1099761985f8bcdd357,307.728,lead_time_fallback,missing,,0,0,26.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,67,3200,27,5823,bc31ca44876dc589ed4b,53.0,log,project+task+annotator,active_times_2026-07-04.jsonl,1,2,24.0,2,1,false,true,unknown_annotation_audit_only,task_level_fallback,true,,false,false,true
C1,67,3200,28,5791,7cd383c42cfa1fb813df,192.252,lead_time_fallback,missing,,0,0,3.0,1,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,67,3200,29,6443,23b3ba219c2ea42e2857,51.38,lead_time_fallback,missing,,0,0,17.0,4,1,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
C1,67,3200,31,6037,34724d21eb0d44dfc22d,111.97800000000001,lead_time_fallback,missing,,0,0,9.0,3,2,false,true,unknown_annotation_audit_only,lead_time_fallback,true,,false,false,true
